,Aston Hebe,Miss Graphite,Faux Allie,Spring Bonnie,Emerley Sharon,Isla Gracie,Edgy Reggie,Didelis
14-12-2022 12:44:09.395777,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 11.88888888888889)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:10.483863,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:11.544436,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:12.639796,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:13.692869,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:14.697819,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:15.668650,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:16.656913,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:17.663769,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:18.614623,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:19.597547,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:20.708089,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:21.722913,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:22.874475,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:24.149795,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.060869565217391)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 12.3)","(3.7, 5.1, 4.46)"
14-12-2022 12:44:25.241871,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:26.306300,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:27.406420,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:28.598284,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:29.745351,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:30.814798,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:31.935530,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:32.974648,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:34.008262,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:35.063684,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:36.086209,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:37.142555,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:38.228387,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:39.277105,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:40.293393,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 7.992)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 12.3)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:41.373811,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.1)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 12.975)","(3.7, 5.0, 4.46)"
14-12-2022 12:44:42.522263,"(2.8, 3.8, 3.35)","(16.0, 42.0, 35.75)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.1)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:43.651105,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:44.732000,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:45.747540,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:46.843125,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:47.874194,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.666666666666666)","(8.0, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:49.098037,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:50.413104,"(2.8, 3.8, 3.2750000000000004)","(16.0, 36.0, 31.25)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.5)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:51.454193,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:52.576309,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:53.862842,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:55.040974,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:56.169985,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:57.460208,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.616666666666665)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:44:58.806830,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.533333333333333)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:45:00.182069,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.644444444444444)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:45:01.426650,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.28888888888889)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:45:02.702999,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.466666666666667)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:45:03.998675,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.466666666666667)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:45:05.230785,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.466666666666667)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:45:06.403066,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.466666666666667)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:45:07.568427,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 7.88)","(8.5, 15.0, 12.975)","(3.7, 5.0, 4.64)"
14-12-2022 12:45:08.772484,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 7.88)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:09.939458,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 7.88)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:11.088721,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.555555555555555)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:12.266438,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.555555555555555)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:13.430572,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.555555555555555)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:14.690247,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 7.88)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:15.992227,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.644444444444444)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:17.064116,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.644444444444444)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:18.271772,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.0, 8.422222222222222)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:19.748736,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 8.6, 8.066666666666666)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:20.982836,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 8.6, 8.0)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:22.100488,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 8.6, 8.0)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:23.243169,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 8.6, 8.244444444444444)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:24.400354,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 8.6, 8.383333333333333)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:25.529038,"(2.8, 3.8, 3.35)","(16.0, 44.0, 26.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.383333333333333)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:26.691750,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:27.917762,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:29.084852,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:30.278416,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:31.455188,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.5)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:32.623212,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.5)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:33.794802,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.5)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:34.966135,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:36.128778,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.616666666666665)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:37.340059,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.616666666666665)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:38.665990,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.616666666666665)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:39.992262,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 13.5, 9.872727272727273)","(5.5, 9.2, 8.15)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:41.242779,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 10.5, 9.872727272727273)","(5.5, 9.2, 8.15)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:42.500197,"(2.8, 3.8, 3.35)","(16.0, 44.0, 30.75)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 10.5, 9.514285714285714)","(5.5, 9.2, 8.383333333333333)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:43.881045,"(2.8, 3.8, 3.35)","(16.0, 44.0, 30.75)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 10.5, 9.514285714285714)","(5.5, 9.2, 8.383333333333333)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:45.545681,"(2.8, 3.8, 3.35)","(16.0, 44.0, 30.75)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 10.5, 9.514285714285714)","(5.5, 9.2, 7.8)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:46.882885,"(2.8, 3.8, 3.35)","(16.0, 44.0, 30.75)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 10.5, 9.514285714285714)","(5.5, 9.2, 8.5)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:48.173520,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.375)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 10.5, 9.6)","(5.5, 9.2, 8.75)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:49.385533,"(2.8, 3.8, 3.35)","(16.0, 44.0, 37.25)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 11.0, 9.6)","(5.5, 9.2, 8.75)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:50.609110,"(2.8, 3.8, 3.35)","(16.0, 44.0, 31.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 11.0, 9.6)","(5.5, 9.2, 8.0)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:51.794064,"(2.8, 3.8, 3.35)","(16.0, 44.0, 31.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 11.0, 9.6)","(5.5, 9.2, 8.0)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
14-12-2022 12:45:53.038947,"(2.8, 3.8, 3.35)","(16.0, 44.0, 31.0)","(41.0, 390.0, 263.0769230769231)","(7.0, 10.5, 8.4375)","(6.5, 11.0, 9.6)","(5.5, 9.2, 8.0)","(8.5, 15.0, 12.975)","(3.8, 5.0, 4.64)"
