,Sheza Rose Nz,Nor Westa,Wunderland,Point Oh Five,He Said She Said,Sport Cadet,Rolamax,Miss Serena,Thundamental,Im Boo Nz
10-01-2023 18:38:16.701075,"(6.0, 99999, 99990)","(19.0, 25.0, 22.857142857142858)","(21.0, 60.0, 46.5)","(19.0, 130.0, 64.0)","(1.95, 2.68, 2.5675)","(31.0, 100.0, 70.0)","(8.5, 10.0, 9.607843137254902)","(5.0, 7.0, 6.36)","(26.0, 48.0, 43.0)","(11.0, 99999, 99990)"
10-01-2023 18:38:18.107175,"(6.0, 99999, 99990)","(19.0, 25.0, 23.0)","(21.0, 60.0, 46.5)","(19.0, 130.0, 74.66666666666666)","(1.95, 2.76, 2.5644444444444443)","(31.0, 100.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.36)","(26.0, 46.0, 42.0)","(11.0, 99999, 99990)"
10-01-2023 18:38:19.467690,"(6.0, 99999, 99990)","(19.0, 24.0, 22.363636363636363)","(21.0, 60.0, 46.5)","(19.0, 140.0, 66.5)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.2727272727272725)","(26.0, 44.0, 42.666666666666664)","(11.0, 99999, 99990)"
10-01-2023 18:38:20.798339,"(6.0, 99999, 99990)","(19.0, 24.0, 22.363636363636363)","(21.0, 60.0, 53.25)","(19.0, 140.0, 66.5)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.2727272727272725)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:22.182302,"(6.0, 99999, 99990)","(19.0, 24.0, 22.363636363636363)","(21.0, 60.0, 54.0)","(19.0, 140.0, 106.0)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.2727272727272725)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:23.587453,"(6.0, 99999, 99990)","(19.0, 24.0, 21.75)","(21.0, 60.0, 54.0)","(19.0, 170.0, 106.0)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.2727272727272725)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:24.922731,"(6.0, 99999, 99990)","(19.0, 24.0, 21.75)","(21.0, 60.0, 54.0)","(19.0, 170.0, 106.0)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.2727272727272725)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:26.316311,"(6.0, 99999, 99990)","(19.0, 24.0, 21.9)","(21.0, 120.0, 47.57142857142857)","(19.0, 170.0, 127.33333333333333)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.2727272727272725)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:27.683461,"(6.0, 99999, 99990)","(19.0, 24.0, 21.9)","(21.0, 100.0, 71.0)","(19.0, 170.0, 93.2)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.2727272727272725)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:29.056578,"(6.0, 99999, 99990)","(19.0, 24.0, 21.9)","(21.0, 100.0, 71.0)","(19.0, 170.0, 71.5)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 9.607453416149069)","(5.0, 7.0, 6.2727272727272725)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:30.364789,"(6.0, 99999, 99990)","(19.0, 24.0, 22.5)","(21.0, 95.0, 50.833333333333336)","(19.0, 160.0, 96.0)","(1.95, 2.76, 2.5644444444444443)","(31.0, 95.0, 75.0)","(8.5, 10.0, 8.257142857142856)","(5.0, 7.0, 6.75)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:31.649719,"(6.0, 99999, 99990)","(19.0, 24.0, 27.5)","(21.0, 95.0, 54.666666666666664)","(19.0, 150.0, 111.42857142857143)","(1.95, 2.76, 2.5294117647058822)","(31.0, 95.0, 75.0)","(8.5, 9.6, 8.628571428571428)","(5.0, 7.0, 6.666666666666667)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:32.971904,"(6.0, 99999, 99990)","(19.0, 32.0, 25.0)","(21.0, 80.0, 53.0)","(19.0, 140.0, 111.42857142857143)","(1.95, 2.76, 2.5949999999999998)","(31.0, 95.0, 70.0)","(8.5, 9.2, 8.866666666666665)","(5.0, 7.0, 6.6)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:38:34.286708,"(6.0, 99999, 99990)","(19.0, 30.0, 25.0)","(21.0, 75.0, 53.0)","(19.0, 140.0, 111.42857142857143)","(1.95, 2.76, 2.6799999999999997)","(31.0, 100.0, 70.0)","(8.5, 9.2, 8.733333333333333)","(5.0, 7.0, 6.733333333333333)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:35.699365,"(6.0, 99999, 99990)","(19.0, 30.0, 25.0)","(21.0, 75.0, 59.5)","(19.0, 140.0, 111.42857142857143)","(1.95, 2.76, 2.5949999999999998)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.733333333333333)","(5.0, 7.0, 6.733333333333333)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:37.240184,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 51.75)","(20.0, 140.0, 111.42857142857143)","(2.0, 2.76, 2.5949999999999998)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.733333333333333)","(4.8, 7.0, 6.733333333333333)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:38.753891,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 51.75)","(20.0, 140.0, 111.42857142857143)","(2.0, 2.76, 2.741142857142857)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.733333333333333)","(4.8, 7.0, 6.733333333333333)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:40.243313,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 51.75)","(20.0, 140.0, 111.42857142857143)","(2.0, 2.76, 2.741142857142857)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.49090909090909)","(4.8, 7.0, 6.733333333333333)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:41.833642,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 51.75)","(20.0, 140.0, 111.42857142857143)","(2.0, 2.76, 2.6866666666666665)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.49090909090909)","(4.8, 7.0, 6.676923076923077)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:43.465868,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 51.75)","(20.0, 140.0, 111.42857142857143)","(2.0, 2.78, 2.7488888888888887)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:44.918392,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 140.0, 74.66666666666666)","(2.0, 2.78, 2.7488888888888887)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:46.395348,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 140.0, 74.66666666666666)","(2.0, 2.78, 2.7488888888888887)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:38:47.831086,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 140.0, 86.0)","(2.0, 2.78, 2.6799999999999997)","(31.0, 100.0, 68.33333333333333)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:49.216301,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 130.0, 106.0)","(2.0, 2.78, 2.686666666666667)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.631578947368421)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:50.620784,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 170.0, 148.66666666666666)","(2.0, 2.7, 2.686666666666667)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.631578947368421)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:52.051647,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 170.0, 126.28571428571429)","(2.0, 2.7, 2.6999999999999997)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.631578947368421)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:53.515681,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 160.0, 95.63636363636363)","(2.0, 2.78, 2.678181818181818)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:54.929710,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 160.0, 115.33333333333333)","(2.05, 2.76, 2.678181818181818)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:56.325132,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 130.0, 115.33333333333333)","(2.05, 2.76, 2.61)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:57.812332,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 130.0, 97.71428571428571)","(2.05, 2.76, 2.7)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:59.270365,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 120.0, 97.71428571428571)","(2.05, 2.72, 2.63)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:39:00.637123,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 120.0, 97.71428571428571)","(2.05, 2.72, 2.628)","(31.0, 95.0, 68.33333333333333)","(8.5, 9.0, 8.49090909090909)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:39:02.005163,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 54.333333333333336)","(20.0, 120.0, 97.71428571428571)","(2.05, 2.74, 2.6175)","(31.0, 95.0, 70.0)","(8.5, 9.0, 8.626666666666667)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:03.449167,"(5.5, 99999, 99990)","(18.0, 30.0, 25.0)","(26.0, 75.0, 59.6)","(20.0, 120.0, 97.71428571428571)","(2.05, 2.74, 2.5917857142857144)","(31.0, 100.0, 61.42857142857143)","(8.5, 9.0, 8.626666666666667)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:04.848592,"(5.5, 99999, 99990)","(18.0, 28.0, 25.0)","(26.0, 70.0, 59.6)","(20.0, 120.0, 97.71428571428571)","(2.05, 2.8, 2.6345454545454547)","(31.0, 100.0, 68.33333333333333)","(8.5, 9.0, 8.626666666666667)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:06.281351,"(5.5, 99999, 99990)","(18.0, 28.0, 25.75)","(26.0, 70.0, 56.6)","(20.0, 120.0, 97.71428571428571)","(2.05, 2.78, 2.6542857142857144)","(31.0, 95.0, 70.0)","(8.5, 9.0, 8.626666666666667)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:07.588770,"(5.5, 99999, 99990)","(18.0, 28.0, 27.5)","(26.0, 65.0, 56.6)","(20.0, 120.0, 68.0)","(2.05, 2.78, 2.6933333333333334)","(31.0, 100.0, 70.0)","(8.5, 9.0, 8.626666666666667)","(4.8, 6.8, 6.55)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:08.940133,"(5.5, 99999, 99990)","(18.0, 28.0, 27.5)","(26.0, 65.0, 56.6)","(20.0, 120.0, 68.0)","(2.05, 2.76, 2.669090909090909)","(31.0, 100.0, 61.42857142857143)","(8.5, 9.0, 8.626666666666667)","(4.8, 6.8, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:10.369141,"(5.5, 99999, 99990)","(18.0, 28.0, 26.764705882352942)","(26.0, 65.0, 47.0)","(20.0, 120.0, 68.0)","(2.05, 2.76, 2.6814285714285715)","(31.0, 100.0, 60.714285714285715)","(8.5, 9.0, 8.676923076923076)","(4.8, 6.8, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:11.764767,"(5.5, 99999, 99990)","(18.0, 27.0, 25.571428571428573)","(26.0, 65.0, 47.0)","(20.0, 120.0, 68.0)","(2.05, 2.76, 2.62)","(31.0, 95.0, 60.714285714285715)","(8.5, 9.0, 8.676923076923076)","(4.8, 6.8, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:13.169053,"(5.5, 99999, 99990)","(18.0, 26.0, 25.363636363636363)","(26.0, 65.0, 47.0)","(20.0, 120.0, 53.333333333333336)","(2.05, 2.7, 2.62)","(31.0, 95.0, 60.714285714285715)","(8.5, 9.0, 8.8)","(4.8, 6.8, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:14.578399,"(5.5, 99999, 99990)","(18.0, 26.0, 25.363636363636363)","(26.0, 65.0, 47.0)","(20.0, 110.0, 53.333333333333336)","(2.05, 2.7, 2.5700000000000003)","(31.0, 95.0, 60.714285714285715)","(8.5, 9.0, 8.8)","(4.8, 6.8, 6.466666666666667)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:15.910060,"(5.5, 99999, 99990)","(18.0, 26.0, 25.363636363636363)","(26.0, 65.0, 47.0)","(20.0, 110.0, 51.666666666666664)","(2.05, 2.6, 2.5125)","(31.0, 95.0, 60.714285714285715)","(8.5, 9.0, 8.657142857142857)","(4.8, 6.6, 6.44)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:17.308943,"(5.5, 99999, 99990)","(18.0, 26.0, 25.363636363636363)","(26.0, 65.0, 48.375)","(20.0, 100.0, 60.666666666666664)","(2.05, 2.6, 2.52)","(31.0, 95.0, 63.333333333333336)","(8.5, 9.0, 8.657142857142857)","(4.8, 6.8, 6.6)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:39:18.896980,"(5.5, 99999, 99990)","(18.0, 26.0, 31.0)","(26.0, 65.0, 49.8)","(20.0, 90.0, 65.5)","(2.05, 2.58, 2.5153846153846153)","(31.0, 80.0, 61.666666666666664)","(8.5, 9.0, 8.657142857142857)","(4.8, 6.8, 6.6)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:39:20.363935,"(5.5, 99999, 99990)","(18.0, 34.0, 29.0)","(26.0, 65.0, 49.8)","(20.0, 85.0, 70.5)","(2.05, 2.6, 2.54)","(31.0, 75.0, 65.0)","(8.5, 9.0, 8.657142857142857)","(4.8, 6.8, 6.542857142857143)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:39:21.909293,"(5.5, 99999, 99990)","(18.0, 34.0, 29.0)","(26.0, 65.0, 49.8)","(20.0, 95.0, 57.333333333333336)","(2.05, 2.58, 2.4111111111111114)","(31.0, 85.0, 60.0)","(8.5, 9.0, 11.2)","(4.8, 7.0, 6.753846153846154)","(26.0, 48.0, 42.666666666666664)","(11.0, 99999, 99990)"
10-01-2023 18:39:23.459069,"(5.5, 99999, 99990)","(18.0, 34.0, 29.666666666666668)","(26.0, 65.0, 49.8)","(20.0, 80.0, 57.333333333333336)","(2.05, 2.58, 2.38)","(31.0, 65.0, 53.5)","(8.5, 14.0, 11.866666666666667)","(4.8, 7.0, 6.68)","(26.0, 48.0, 42.666666666666664)","(11.0, 99999, 99990)"
10-01-2023 18:39:25.039375,"(5.5, 99999, 99990)","(18.0, 32.0, 27.8)","(26.0, 65.0, 49.8)","(20.0, 80.0, 57.333333333333336)","(2.05, 2.56, 2.482857142857143)","(31.0, 60.0, 51.2)","(8.5, 13.5, 11.213333333333333)","(4.8, 7.0, 6.753846153846154)","(26.0, 48.0, 42.666666666666664)","(11.0, 99999, 99990)"
10-01-2023 18:39:26.546909,"(5.5, 99999, 99990)","(18.0, 32.0, 27.8)","(26.0, 65.0, 50.75)","(20.0, 80.0, 57.333333333333336)","(2.05, 2.52, 2.4466666666666668)","(31.0, 55.0, 83.25)","(8.5, 13.5, 12.066666666666666)","(4.8, 7.0, 6.623529411764706)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:39:28.244772,"(5.5, 99999, 99990)","(18.0, 32.0, 27.8)","(26.0, 65.0, 50.75)","(20.0, 80.0, 57.333333333333336)","(2.05, 2.52, 2.4485714285714284)","(31.0, 90.0, 68.0)","(8.5, 12.5, 10.692307692307692)","(4.8, 7.0, 6.623529411764706)","(26.0, 48.0, 36.125)","(11.0, 99999, 99990)"
10-01-2023 18:39:29.802100,"(5.5, 99999, 99990)","(18.0, 32.0, 27.8)","(26.0, 65.0, 50.75)","(20.0, 80.0, 70.5)","(2.05, 2.52, 2.4485714285714284)","(31.0, 80.0, 64.42857142857143)","(8.5, 12.0, 9.3125)","(4.8, 7.0, 6.623529411764706)","(26.0, 38.0, 37.52173913043478)","(11.0, 99999, 99990)"
10-01-2023 18:39:31.189090,"(5.5, 99999, 99990)","(18.0, 32.0, 27.0)","(26.0, 65.0, 50.75)","(20.0, 95.0, 70.5)","(2.05, 2.52, 2.5)","(31.0, 75.0, 61.875)","(8.5, 10.5, 9.5)","(4.8, 7.0, 6.753846153846154)","(26.0, 38.0, 36.888888888888886)","(11.0, 99999, 99990)"
10-01-2023 18:39:32.641363,"(5.5, 99999, 99990)","(18.0, 30.0, 27.0)","(26.0, 65.0, 52.333333333333336)","(20.0, 95.0, 77.33333333333333)","(2.05, 2.52, 2.5105263157894737)","(31.0, 65.0, 52.5)","(8.5, 9.8, 9.2)","(4.8, 7.0, 6.753846153846154)","(26.0, 38.0, 37.0)","(11.0, 99999, 99990)"
10-01-2023 18:39:34.095476,"(5.5, 99999, 99990)","(18.0, 30.0, 27.0)","(26.0, 65.0, 52.333333333333336)","(20.0, 140.0, 77.33333333333333)","(2.05, 2.52, 2.5105263157894737)","(31.0, 65.0, 55.55555555555556)","(8.5, 9.8, 9.688888888888888)","(4.8, 7.0, 6.753846153846154)","(26.0, 38.0, 36.666666666666664)","(11.0, 99999, 99990)"
10-01-2023 18:39:35.447159,"(5.5, 99999, 99990)","(18.0, 30.0, 27.0)","(26.0, 65.0, 69.14285714285714)","(20.0, 140.0, 77.33333333333333)","(2.05, 2.52, 2.5125)","(31.0, 60.0, 50.0)","(8.5, 10.0, 9.688888888888888)","(4.8, 7.0, 6.753846153846154)","(26.0, 38.0, 33.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:36.819035,"(5.5, 99999, 99990)","(18.0, 30.0, 27.666666666666668)","(26.0, 100.0, 75.4)","(20.0, 140.0, 77.33333333333333)","(2.05, 2.52, 2.5125)","(31.0, 55.0, 50.0)","(8.5, 10.0, 9.533333333333333)","(4.8, 7.0, 6.753846153846154)","(26.0, 34.0, 33.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:38.174425,"(5.5, 99999, 99990)","(18.0, 29.0, 27.666666666666668)","(26.0, 95.0, 75.4)","(20.0, 140.0, 77.33333333333333)","(2.05, 2.52, 2.5125)","(31.0, 55.0, 50.0)","(8.5, 9.8, 9.533333333333333)","(4.8, 7.0, 6.753846153846154)","(26.0, 34.0, 33.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:39:39.617738,"(5.5, 99999, 99990)","(20.0, 29.0, 26.77777777777778)","(26.0, 95.0, 68.0)","(21.0, 140.0, 74.0)","(2.1, 2.52, 2.502222222222222)","(31.0, 55.0, 50.0)","(7.5, 9.8, 9.533333333333333)","(4.8, 7.0, 6.753846153846154)","(26.0, 34.0, 33.0)","(11.0, 99999, 99990)"
10-01-2023 18:39:41.006704,"(5.5, 99999, 99990)","(20.0, 29.0, 26.77777777777778)","(26.0, 90.0, 68.0)","(21.0, 130.0, 70.66666666666667)","(2.1, 2.52, 2.5060000000000002)","(31.0, 55.0, 50.0)","(7.5, 9.8, 9.466666666666667)","(4.8, 7.0, 6.753846153846154)","(26.0, 34.0, 32.857142857142854)","(11.0, 99999, 99990)"
10-01-2023 18:39:42.401168,"(5.5, 99999, 99990)","(20.0, 29.0, 26.77777777777778)","(26.0, 90.0, 68.0)","(21.0, 120.0, 70.66666666666667)","(2.1, 2.52, 2.476)","(31.0, 55.0, 50.0)","(7.5, 9.8, 9.466666666666667)","(4.8, 7.0, 6.753846153846154)","(26.0, 40.0, 33.888888888888886)","(11.0, 99999, 99990)"
10-01-2023 18:39:43.832186,"(5.5, 99999, 99990)","(20.0, 29.0, 26.333333333333332)","(26.0, 90.0, 57.0)","(21.0, 120.0, 70.66666666666667)","(2.1, 2.5, 2.454285714285714)","(31.0, 55.0, 50.0)","(7.5, 9.8, 9.44)","(4.8, 7.0, 6.811764705882353)","(26.0, 40.0, 32.857142857142854)","(11.0, 99999, 99990)"
10-01-2023 18:39:45.144450,"(5.5, 99999, 99990)","(20.0, 28.0, 26.333333333333332)","(26.0, 90.0, 57.0)","(21.0, 120.0, 70.66666666666667)","(2.1, 2.5, 2.454285714285714)","(31.0, 55.0, 50.0)","(7.5, 9.6, 9.333333333333334)","(4.8, 7.0, 6.811764705882353)","(26.0, 40.0, 35.55555555555556)","(11.0, 99999, 99990)"
10-01-2023 18:39:46.455094,"(5.5, 99999, 99990)","(20.0, 28.0, 26.333333333333332)","(26.0, 90.0, 70.0)","(21.0, 120.0, 84.4)","(2.1, 2.5, 2.454285714285714)","(31.0, 55.0, 50.0)","(7.5, 9.6, 9.2)","(4.8, 7.0, 6.811764705882353)","(26.0, 40.0, 36.57142857142857)","(11.0, 99999, 99990)"
10-01-2023 18:39:47.800880,"(5.5, 99999, 99990)","(20.0, 28.0, 26.333333333333332)","(26.0, 90.0, 70.0)","(21.0, 110.0, 101.5)","(2.1, 2.5, 2.454285714285714)","(31.0, 55.0, 50.0)","(7.5, 9.6, 9.2)","(4.8, 7.0, 6.811764705882353)","(26.0, 40.0, 36.57142857142857)","(11.0, 99999, 99990)"
10-01-2023 18:39:49.165286,"(5.5, 99999, 99990)","(20.0, 28.0, 26.333333333333332)","(26.0, 90.0, 72.85714285714286)","(21.0, 120.0, 85.0)","(2.1, 2.5, 2.45)","(31.0, 55.0, 50.0)","(7.5, 9.6, 9.2)","(4.8, 7.0, 6.811764705882353)","(26.0, 40.0, 36.57142857142857)","(11.0, 99999, 99990)"
10-01-2023 18:39:50.586074,"(5.5, 99999, 99990)","(20.0, 28.0, 25.88888888888889)","(26.0, 90.0, 72.85714285714286)","(21.0, 120.0, 85.0)","(2.1, 2.54, 2.4699999999999998)","(31.0, 55.0, 50.0)","(7.5, 9.6, 10.818181818181818)","(4.8, 7.0, 6.811764705882353)","(26.0, 40.0, 36.57142857142857)","(11.0, 99999, 99990)"
10-01-2023 18:39:51.911824,"(5.5, 99999, 99990)","(20.0, 27.0, 25.615384615384617)","(26.0, 90.0, 72.85714285714286)","(21.0, 120.0, 85.0)","(2.1, 2.52, 2.445)","(31.0, 55.0, 50.0)","(7.5, 14.0, 10.399999999999999)","(4.8, 7.0, 6.6000000000000005)","(26.0, 40.0, 36.57142857142857)","(11.0, 99999, 99990)"
10-01-2023 18:39:53.202601,"(5.5, 99999, 99990)","(20.0, 27.0, 25.88888888888889)","(26.0, 90.0, 72.85714285714286)","(21.0, 120.0, 85.0)","(2.1, 2.52, 2.445)","(31.0, 55.0, 50.0)","(7.5, 12.5, 9.423076923076923)","(4.8, 7.0, 6.7)","(26.0, 40.0, 36.57142857142857)","(11.0, 99999, 99990)"
10-01-2023 18:39:54.535577,"(5.5, 99999, 99990)","(20.0, 27.0, 25.88888888888889)","(26.0, 90.0, 72.85714285714286)","(21.0, 120.0, 85.0)","(2.1, 2.52, 2.424444444444444)","(31.0, 55.0, 50.0)","(7.5, 10.0, 9.423076923076923)","(4.8, 7.0, 6.753846153846154)","(26.0, 40.0, 36.57142857142857)","(11.0, 99999, 99990)"
10-01-2023 18:39:55.901567,"(5.5, 99999, 99990)","(20.0, 27.0, 25.88888888888889)","(26.0, 90.0, 72.85714285714286)","(21.0, 120.0, 85.0)","(2.1, 2.5, 2.424444444444444)","(31.0, 55.0, 50.0)","(7.5, 10.0, 9.848484848484848)","(4.8, 7.0, 6.753846153846154)","(26.0, 40.0, 36.57142857142857)","(11.0, 99999, 99990)"
