,Social Virtigo,Check Me Out,Opawa Max,Big Time Epic,Big Time Punga,Big Time Girly,Kina Magic
16-12-2022 13:24:07.931139,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.5, 3.6470588235294117)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:09.101972,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.5, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:10.272686,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:11.365128,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:12.389024,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:13.448747,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:14.457624,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:15.480586,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:16.568671,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:17.534564,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:18.520956,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:19.417540,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:20.445093,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:21.461349,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:22.471400,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:23.557842,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:24.612337,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:25.605238,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:26.907684,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:27.900434,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:28.989560,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:29.948182,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:30.887302,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:31.900435,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:33.018196,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:34.019837,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:35.033569,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:35.981694,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:37.019696,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:38.034404,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:39.080061,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:40.170656,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:41.241245,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:42.313936,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:43.296068,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:44.371522,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:45.335899,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:46.305146,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:47.457703,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:48.406896,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:49.306389,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:50.237197,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:51.319017,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 27.444444444444443)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:52.398489,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.3, 3.536111111111111)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 32.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:53.421041,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:54.408605,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:55.552088,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:56.519135,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:57.497808,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:58.516049,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:24:59.682176,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:00.824139,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:01.917743,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:02.883943,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:03.923634,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:04.951332,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:05.964046,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:07.006547,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:08.085312,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:09.230425,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:10.353035,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:11.421751,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:12.525816,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:13.599464,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:14.650461,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:15.691221,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:16.749955,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:18.051337,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:19.140911,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:20.375426,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:21.488090,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:22.624330,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:23.876051,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:25.053692,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:26.080306,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:27.046437,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:25:28.041606,"(3.8, 6.2, 4.863636363636363)","(3.1, 4.4, 3.6058823529411765)","(6.5, 15.5, 14.382352941176471)","(2.5, 4.2, 3.6533333333333333)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
