,Julius Franco,Maharajah Nz,Assassinator,Sir Lucas,Joes A Character,Motu Premier Nz,Stroke Of Luck,Hesashark,Culture King
07-01-2023 19:20:10.565108,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.0, 8.864516129032259)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9781818181818183)","(26.0, 65.0, 38.0)","(51.0, 140.0, 100.0)"
07-01-2023 19:20:11.643971,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 11.5, 11.083333333333334)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9781818181818183)","(26.0, 65.0, 38.0)","(51.0, 140.0, 100.0)"
07-01-2023 19:20:12.812357,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 11.5, 10.428571428571429)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9781818181818183)","(26.0, 65.0, 38.0)","(51.0, 140.0, 100.0)"
07-01-2023 19:20:13.988638,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 11.0, 10.428571428571429)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9781818181818183)","(26.0, 65.0, 38.0)","(51.0, 140.0, 100.0)"
07-01-2023 19:20:15.162449,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 11.0, 10.428571428571429)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9781818181818183)","(26.0, 65.0, 38.0)","(51.0, 140.0, 100.0)"
07-01-2023 19:20:16.388411,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.0, 9.7)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.06, 2.012352941176471)","(26.0, 65.0, 39.333333333333336)","(51.0, 140.0, 83.33333333333333)"
07-01-2023 19:20:17.656000,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.4, 9.111111111111112)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.08, 2.012352941176471)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:19.109497,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.4, 9.466666666666667)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.08, 2.0180000000000002)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:20.467369,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.0, 9.414285714285715)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.06, 1.97)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:21.779709,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.6, 9.8625)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 2.04, 1.93)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:23.103515,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.5, 9.527272727272727)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9114285714285715)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:24.268271,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.6, 9.8625)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.932)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:25.569647,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.5, 9.215384615384615)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.932)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:26.883723,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.4, 9.414285714285715)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:28.023300,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.6, 9.414285714285715)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:29.151856,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.5, 9.3)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:30.272761,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.0, 9.5)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:31.407745,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.5, 9.375)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:32.712935,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.6, 9.375)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:33.924788,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.5, 9.466666666666667)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:35.251459,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.0, 9.057142857142857)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 39.333333333333336)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:36.627927,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.4, 9.714285714285714)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 32.875)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:37.945630,"(101.0, 230.0, 206.0)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.0, 9.714285714285714)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 60.0, 37.666666666666664)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:39.379937,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 10.0, 9.333333333333334)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 55.0, 37.666666666666664)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:40.578508,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.4, 9.371428571428572)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 55.0, 37.666666666666664)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:41.862466,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 155.0)","(5.0, 9.4, 9.371428571428572)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 55.0, 37.666666666666664)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:43.233214,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 9.6, 9.557142857142857)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.933125)","(26.0, 55.0, 37.666666666666664)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:44.468773,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 9.6, 9.557142857142857)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9364999999999999)","(26.0, 55.0, 37.666666666666664)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:45.892115,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 9.6, 9.547368421052632)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9364999999999999)","(26.0, 55.0, 37.666666666666664)","(51.0, 130.0, 83.33333333333333)"
07-01-2023 19:20:47.152443,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 9.8, 9.547368421052632)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 37.666666666666664)","(51.0, 130.0, 92.5)"
07-01-2023 19:20:48.710997,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 10.5, 10.2)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 37.666666666666664)","(51.0, 130.0, 92.5)"
07-01-2023 19:20:50.205278,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 10.0, 9.533333333333333)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 45.0)","(51.0, 130.0, 92.5)"
07-01-2023 19:20:51.694044,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 9.8, 9.385185185185186)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 38.333333333333336)","(51.0, 130.0, 121.76470588235293)"
07-01-2023 19:20:53.248057,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 9.8, 9.772727272727273)","(6.5, 9.4, 9.05)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9341176470588235)","(26.0, 55.0, 42.5)","(51.0, 130.0, 121.76470588235293)"
07-01-2023 19:20:54.826529,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 10.0, 9.85)","(6.5, 9.4, 8.899999999999999)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 42.5)","(51.0, 130.0, 122.22222222222223)"
07-01-2023 19:20:56.236550,"(101.0, 230.0, 221.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 10.0, 9.566666666666666)","(6.5, 9.2, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 47.85714285714286)","(51.0, 130.0, 122.22222222222223)"
07-01-2023 19:20:57.667611,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9341176470588235)","(26.0, 55.0, 47.85714285714286)","(51.0, 130.0, 122.22222222222223)"
07-01-2023 19:20:59.033296,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 9.6, 9.85)","(6.5, 9.4, 8.899999999999999)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9341176470588235)","(26.0, 55.0, 47.85714285714286)","(51.0, 130.0, 122.22222222222223)"
07-01-2023 19:21:00.327846,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 187.0)","(5.0, 10.0, 9.85)","(6.5, 9.2, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 47.85714285714286)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:01.727282,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.8, 9.566666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9341176470588235)","(26.0, 55.0, 47.85714285714286)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:03.001578,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.525)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9341176470588235)","(26.0, 55.0, 47.85714285714286)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:04.403121,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 47.85714285714286)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:05.747132,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.937142857142857)","(26.0, 55.0, 47.85714285714286)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:07.064794,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9281818181818182)","(26.0, 55.0, 48.75)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:08.261220,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.899999999999999)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9281818181818182)","(26.0, 55.0, 48.75)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:09.552011,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.2, 8.899999999999999)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9281818181818182)","(26.0, 55.0, 48.75)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:10.835147,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.2, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9328571428571428)","(26.0, 55.0, 48.75)","(51.0, 130.0, 123.63636363636363)"
07-01-2023 19:21:12.144869,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9328571428571428)","(26.0, 55.0, 48.75)","(51.0, 130.0, 123.63636363636363)"
07-01-2023 19:21:13.517028,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9281818181818182)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.63636363636363)"
07-01-2023 19:21:14.814577,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.2, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9328571428571428)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.63636363636363)"
07-01-2023 19:21:16.035064,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 9.566666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9281818181818182)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.63636363636363)"
07-01-2023 19:21:17.247991,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.4, 9.166666666666666)","(6.5, 9.4, 8.84)","(26.0, 99999, 99990)","(1.6, 1.95, 1.956923076923077)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.0)"
07-01-2023 19:21:18.535947,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.4, 9.25)","(6.5, 9.4, 8.899999999999999)","(26.0, 99999, 99990)","(1.6, 2.08, 2.0300000000000002)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.0)"
07-01-2023 19:21:19.812917,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.4, 9.833333333333334)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.0)"
07-01-2023 19:21:21.140332,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 10.5, 9.166666666666666)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.0)"
07-01-2023 19:21:22.574801,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.6, 9.75)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.0)"
07-01-2023 19:21:23.912848,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 10.0, 9.571428571428571)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.0)"
07-01-2023 19:21:25.208377,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.8, 9.571428571428571)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 2.0033333333333334)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.0)"
07-01-2023 19:21:26.502214,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.8, 9.114285714285714)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 2.0033333333333334)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.0)"
07-01-2023 19:21:27.890902,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.8, 9.342857142857143)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:29.225847,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.6, 9.36)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:30.479549,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.4, 9.3625)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9844444444444445)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:31.859066,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.4, 9.457142857142857)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:33.417921,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.8, 9.457142857142857)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:34.930944,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.8, 9.32)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:36.595720,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.4, 9.581818181818182)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 123.33333333333334)"
07-01-2023 19:21:38.036279,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 9.8, 9.571428571428571)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9385714285714286)","(26.0, 55.0, 39.666666666666664)","(51.0, 130.0, 121.25)"
07-01-2023 19:21:39.672192,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 177.14285714285714)","(5.0, 10.0, 9.4)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 1.9324999999999999)","(26.0, 55.0, 39.666666666666664)","(51.0, 120.0, 83.33333333333333)"
07-01-2023 19:21:41.037843,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.8, 9.0)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.06, 2.0483333333333333)","(26.0, 55.0, 49.0)","(51.0, 120.0, 91.25)"
07-01-2023 19:21:42.344620,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.8, 9.0)","(6.5, 9.2, 8.6)","(26.0, 99999, 99990)","(1.6, 2.08, 2.0483333333333333)","(26.0, 55.0, 49.0)","(51.0, 100.0, 78.125)"
07-01-2023 19:21:43.629664,"(101.0, 230.0, 226.25)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 8.399999999999999)","(6.5, 9.4, 8.3)","(26.0, 99999, 99990)","(1.6, 1.95, 1.9277777777777778)","(26.0, 55.0, 49.0)","(51.0, 100.0, 78.125)"
07-01-2023 19:21:44.974778,"(101.0, 420.0, 328.3333333333333)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.6, 8.52)","(6.5, 9.4, 8.866666666666667)","(26.0, 99999, 99990)","(1.6, 1.95, 1.911111111111111)","(26.0, 55.0, 49.0)","(51.0, 100.0, 86.66666666666666)"
07-01-2023 19:21:46.448211,"(101.0, 420.0, 328.3333333333333)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 9.4, 7.5200000000000005)","(6.5, 9.2, 8.45)","(26.0, 99999, 99990)","(1.6, 1.95, 2.04)","(26.0, 55.0, 49.0)","(51.0, 100.0, 86.66666666666666)"
07-01-2023 19:21:47.741080,"(101.0, 410.0, 322.5)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 8.0, 7.56)","(6.5, 9.2, 8.7)","(26.0, 99999, 99990)","(1.6, 2.06, 2.024)","(26.0, 55.0, 49.0)","(51.0, 100.0, 86.66666666666666)"
07-01-2023 19:21:49.064911,"(101.0, 400.0, 375.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 7.8, 6.96)","(6.5, 9.0, 8.1)","(26.0, 99999, 99990)","(1.6, 2.06, 2.024)","(26.0, 55.0, 49.0)","(51.0, 100.0, 86.66666666666666)"
07-01-2023 19:21:50.409222,"(101.0, 400.0, 375.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 7.2, 6.536842105263157)","(6.5, 9.0, 8.1)","(26.0, 99999, 99990)","(1.6, 2.06, 2.024)","(26.0, 55.0, 49.0)","(51.0, 100.0, 86.66666666666666)"
07-01-2023 19:21:51.781999,"(101.0, 400.0, 375.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 6.6, 6.45)","(6.5, 9.0, 8.1)","(26.0, 99999, 99990)","(1.6, 2.06, 2.045)","(26.0, 55.0, 49.0)","(51.0, 100.0, 86.66666666666666)"
07-01-2023 19:21:53.166524,"(101.0, 400.0, 375.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 7.2, 5.6454545454545455)","(6.5, 9.0, 8.1)","(26.0, 99999, 99990)","(1.6, 2.06, 2.045)","(26.0, 55.0, 48.44444444444444)","(51.0, 100.0, 86.66666666666666)"
07-01-2023 19:21:54.488170,"(101.0, 400.0, 347.77777777777777)","(4.8, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 7.2, 6.5)","(6.5, 9.0, 8.1)","(26.0, 99999, 99990)","(1.6, 2.06, 2.045)","(26.0, 60.0, 50.54545454545455)","(51.0, 100.0, 86.66666666666666)"
07-01-2023 19:21:55.736182,"(101.0, 390.0, 358.33333333333337)","(4.8, 99999, 99990)","(101.0, 210.0, 190.83333333333334)","(5.0, 6.8, 6.166666666666666)","(6.5, 9.0, 8.1)","(26.0, 99999, 99990)","(1.6, 2.06, 2.045)","(26.0, 60.0, 50.54545454545455)","(51.0, 100.0, 86.66666666666666)"
