,Wild Keyra,Miss Terri,Go Hard Son,Icy Hot,Dragon Smoke,Wheres Papi,Vecna,Summers Lost
04-01-2023 13:51:30.312770,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 61.12903225806451)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.105)","(91.0, 400.0, 327.0833333333333)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.955555555555556)","(21.0, 95.0, 87.22222222222223)"
04-01-2023 13:51:31.533608,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 61.5)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.105)","(91.0, 400.0, 327.0833333333333)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.955555555555556)","(21.0, 95.0, 87.22222222222223)"
04-01-2023 13:51:32.848591,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.105)","(91.0, 400.0, 327.0833333333333)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.936842105263158)","(21.0, 95.0, 87.22222222222223)"
04-01-2023 13:51:34.178436,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.105)","(91.0, 400.0, 327.0833333333333)","(81.0, 250.0, 245.23809523809524)","(5.5, 7.0, 6.936842105263158)","(21.0, 95.0, 87.22222222222223)"
04-01-2023 13:51:35.504383,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.1028571428571428)","(91.0, 400.0, 327.0833333333333)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.955555555555556)","(21.0, 95.0, 87.22222222222223)"
04-01-2023 13:51:36.803202,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.081538461538462)","(91.0, 400.0, 327.0833333333333)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.955555555555556)","(21.0, 95.0, 87.22222222222223)"
04-01-2023 13:51:38.073731,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.081538461538462)","(91.0, 400.0, 323.9130434782609)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.936842105263158)","(21.0, 95.0, 80.88235294117646)"
04-01-2023 13:51:39.348135,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.081538461538462)","(91.0, 400.0, 320.0)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.936842105263158)","(21.0, 95.0, 80.88235294117646)"
04-01-2023 13:51:40.667071,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.081538461538462)","(91.0, 390.0, 320.0)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.942857142857143)","(21.0, 95.0, 83.88888888888889)"
04-01-2023 13:51:42.037897,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.081904761904762)","(91.0, 390.0, 320.0)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.942857142857143)","(21.0, 95.0, 85.9090909090909)"
04-01-2023 13:51:43.289184,"(21.0, 60.0, 45.333333333333336)","(21.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.081904761904762)","(91.0, 390.0, 320.0)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.942857142857143)","(21.0, 95.0, 86.11111111111111)"
04-01-2023 13:51:44.471856,"(21.0, 60.0, 45.333333333333336)","(26.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.081904761904762)","(91.0, 390.0, 320.0)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.92)","(21.0, 95.0, 86.76470588235294)"
04-01-2023 13:51:45.681806,"(21.0, 60.0, 45.333333333333336)","(26.0, 65.0, 60.78125)","(2.6, 3.25, 3.1166666666666667)","(1.8, 2.12, 2.081904761904762)","(91.0, 390.0, 316.95652173913044)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.942857142857143)","(21.0, 95.0, 86.76470588235294)"
04-01-2023 13:51:46.891607,"(21.0, 60.0, 45.333333333333336)","(26.0, 65.0, 60.14705882352941)","(2.6, 3.25, 3.1274193548387097)","(1.8, 2.12, 2.1033333333333335)","(91.0, 390.0, 330.7692307692308)","(81.0, 250.0, 237.14285714285714)","(5.5, 7.0, 6.957894736842105)","(21.0, 95.0, 86.11111111111111)"
04-01-2023 13:51:48.061486,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.1274193548387097)","(1.8, 2.12, 2.100952380952381)","(91.0, 390.0, 325.8333333333333)","(81.0, 250.0, 237.14285714285714)","(5.5, 7.0, 6.872)","(21.0, 95.0, 88.79310344827586)"
04-01-2023 13:51:49.220039,"(21.0, 60.0, 46.608695652173914)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.0700000000000003)","(91.0, 390.0, 325.8333333333333)","(81.0, 250.0, 237.14285714285714)","(5.5, 7.0, 6.872)","(21.0, 95.0, 88.79310344827586)"
04-01-2023 13:51:50.230677,"(21.0, 60.0, 42.888888888888886)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.0771428571428574)","(91.0, 390.0, 206.25)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.872)","(21.0, 95.0, 88.79310344827586)"
04-01-2023 13:51:51.416034,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.104)","(91.0, 390.0, 316.3157894736842)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.872)","(21.0, 95.0, 88.79310344827586)"
04-01-2023 13:51:52.595776,"(21.0, 60.0, 47.0)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.106666666666667)","(91.0, 390.0, 316.3157894736842)","(81.0, 250.0, 205.0)","(5.5, 7.0, 6.872)","(21.0, 95.0, 89.0)"
04-01-2023 13:51:53.771415,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.106666666666667)","(91.0, 390.0, 223.75)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(21.0, 95.0, 89.0)"
04-01-2023 13:51:55.006939,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.106666666666667)","(91.0, 390.0, 223.75)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(21.0, 95.0, 89.0)"
04-01-2023 13:51:56.233312,"(21.0, 60.0, 47.0)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.106666666666667)","(91.0, 390.0, 223.75)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(21.0, 95.0, 87.89473684210526)"
04-01-2023 13:51:57.500158,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.106666666666667)","(91.0, 390.0, 223.75)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(21.0, 95.0, 90.34482758620689)"
04-01-2023 13:51:58.681560,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.0808695652173914)","(91.0, 390.0, 223.75)","(81.0, 250.0, 220.27777777777777)","(5.5, 7.0, 6.872)","(21.0, 95.0, 91.44736842105263)"
04-01-2023 13:51:59.856847,"(21.0, 60.0, 47.0)","(26.0, 65.0, 60.65789473684211)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.079090909090909)","(101.0, 390.0, 232.5)","(81.0, 260.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(21.0, 95.0, 91.44736842105263)"
04-01-2023 13:52:01.144391,"(21.0, 60.0, 47.0)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.0700000000000003)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(21.0, 95.0, 91.44736842105263)"
04-01-2023 13:52:02.537920,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.125)","(1.8, 2.12, 2.0726315789473686)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(21.0, 95.0, 91.44736842105263)"
04-01-2023 13:52:03.922080,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.105)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.44736842105263)"
04-01-2023 13:52:05.365364,"(21.0, 60.0, 47.0)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.108)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.44736842105263)"
04-01-2023 13:52:06.695825,"(21.0, 60.0, 47.0)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.108)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.65217391304347)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:08.047452,"(21.0, 60.0, 47.0)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.108)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:09.268107,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.108)","(101.0, 390.0, 256.3636363636364)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:10.465806,"(21.0, 60.0, 43.1764705882353)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.101818181818182)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:11.676367,"(21.0, 60.0, 46.31578947368421)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.073846153846154)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:12.910314,"(21.0, 60.0, 49.16666666666667)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.086666666666667)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:14.082158,"(21.0, 60.0, 49.16666666666667)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.096923076923077)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:15.200954,"(21.0, 60.0, 49.16666666666667)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.0847058823529414)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:16.335894,"(21.0, 60.0, 49.16666666666667)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.132758620689655)","(1.8, 2.12, 2.086666666666667)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.84)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:17.544707,"(21.0, 60.0, 52.0)","(26.0, 65.0, 61.57142857142857)","(2.6, 3.25, 3.146969696969697)","(1.8, 2.12, 2.1100000000000003)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.84)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:18.878723,"(21.0, 60.0, 52.0)","(26.0, 65.0, 60.294117647058826)","(2.6, 3.25, 3.152439024390244)","(1.8, 2.12, 2.1100000000000003)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:20.550199,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.03703703703704)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.12, 2.1100000000000003)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:21.868250,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.12, 2.1100000000000003)","(101.0, 390.0, 232.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:23.095739,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.12, 2.1133333333333333)","(101.0, 390.0, 215.0)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:24.395493,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.12, 2.1)","(101.0, 390.0, 215.0)","(81.0, 250.0, 245.65217391304347)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:25.809141,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.075)","(101.0, 390.0, 215.0)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:27.306293,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.0741176470588236)","(101.0, 390.0, 323.1818181818182)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:28.832168,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.077777777777778)","(101.0, 390.0, 265.55555555555554)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:30.221227,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.1166666666666667)","(101.0, 390.0, 300.0)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:31.490159,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.1176)","(101.0, 390.0, 300.0)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:32.730157,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.1176)","(101.0, 390.0, 300.0)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 92.16216216216216)"
04-01-2023 13:52:33.923424,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.1176)","(101.0, 390.0, 300.0)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 92.5)"
04-01-2023 13:52:35.171616,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.1176)","(101.0, 390.0, 336.0)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.53846153846153)"
04-01-2023 13:52:36.390514,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.1092307692307695)","(101.0, 390.0, 332.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:37.626083,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.1569767441860463)","(1.8, 2.14, 2.095)","(101.0, 350.0, 332.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 90.38461538461539)"
04-01-2023 13:52:38.859826,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.167948717948718)","(1.8, 2.14, 2.0741176470588236)","(101.0, 350.0, 332.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:40.071443,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.167948717948718)","(1.8, 2.14, 2.0644444444444443)","(101.0, 350.0, 332.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:41.267740,"(21.0, 60.0, 52.0)","(26.0, 65.0, 62.41935483870968)","(2.6, 3.25, 3.299358974358974)","(1.8, 2.12, 2.0964705882352943)","(101.0, 350.0, 332.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:42.648707,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 62.5)","(2.6, 3.3, 3.2529411764705882)","(1.8, 2.1, 2.06)","(101.0, 350.0, 332.5)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 90.38461538461539)"
04-01-2023 13:52:44.161056,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 62.5)","(2.6, 3.3, 3.261904761904762)","(1.8, 2.1, 2.0529411764705885)","(101.0, 350.0, 358.75)","(81.0, 250.0, 245.83333333333334)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:45.367104,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 62.5)","(2.6, 3.3, 3.230769230769231)","(1.8, 2.1, 2.06)","(101.0, 380.0, 322.0)","(81.0, 250.0, 207.5)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:46.407699,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 62.5)","(2.6, 3.3, 3.230769230769231)","(1.8, 2.1, 2.06)","(101.0, 370.0, 341.25)","(81.0, 240.0, 209.14285714285714)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:47.472059,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 63.888888888888886)","(2.6, 3.3, 3.282608695652174)","(1.8, 2.1, 2.075)","(101.0, 360.0, 341.25)","(81.0, 240.0, 209.14285714285714)","(5.5, 7.0, 6.872)","(26.0, 95.0, 90.38461538461539)"
04-01-2023 13:52:48.520688,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 63.84615384615385)","(2.6, 3.3, 3.282608695652174)","(1.8, 2.08, 2.075)","(101.0, 360.0, 334.44444444444446)","(81.0, 240.0, 209.14285714285714)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:49.610333,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 62.77777777777778)","(2.6, 3.35, 3.235483870967742)","(1.8, 2.1, 2.0094915254237287)","(101.0, 370.0, 350.0)","(81.0, 240.0, 212.72727272727272)","(5.5, 7.0, 6.872)","(26.0, 95.0, 91.25)"
04-01-2023 13:52:50.595576,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 62.77777777777778)","(2.6, 3.3, 3.2516129032258063)","(1.8, 2.04, 2.0094915254237287)","(101.0, 390.0, 341.25)","(81.0, 240.0, 214.6875)","(5.5, 7.0, 6.927272727272727)","(26.0, 95.0, 91.36363636363636)"
04-01-2023 13:52:51.636992,"(21.0, 60.0, 48.69565217391305)","(26.0, 65.0, 63.148148148148145)","(2.6, 3.3, 3.214285714285714)","(1.8, 2.04, 2.0245454545454544)","(101.0, 360.0, 332.5)","(81.0, 240.0, 214.6875)","(5.5, 7.0, 6.9818181818181815)","(26.0, 95.0, 91.36363636363636)"
04-01-2023 13:52:52.704672,"(21.0, 60.0, 50.37037037037037)","(26.0, 65.0, 61.25)","(2.6, 3.3, 3.2379310344827585)","(1.8, 2.04, 2.0274074074074075)","(101.0, 350.0, 332.5)","(81.0, 240.0, 212.0689655172414)","(5.5, 7.0, 6.978947368421053)","(26.0, 95.0, 91.36363636363636)"
04-01-2023 13:52:53.909943,"(21.0, 60.0, 50.37037037037037)","(26.0, 65.0, 64.58333333333333)","(2.6, 3.3, 3.223913043478261)","(1.8, 2.04, 2.0211111111111113)","(101.0, 350.0, 332.5)","(81.0, 240.0, 220.0)","(5.5, 7.0, 6.9818181818181815)","(26.0, 95.0, 91.36363636363636)"
04-01-2023 13:52:55.057296,"(21.0, 60.0, 50.37037037037037)","(26.0, 65.0, 64.375)","(2.6, 3.25, 3.2018518518518517)","(1.8, 2.04, 2.076)","(101.0, 350.0, 332.5)","(81.0, 240.0, 220.0)","(5.5, 7.0, 6.978947368421053)","(26.0, 95.0, 91.36363636363636)"
04-01-2023 13:52:56.277078,"(26.0, 60.0, 50.37037037037037)","(31.0, 65.0, 64.76190476190476)","(2.6, 3.25, 3.225)","(1.8, 2.08, 2.0553333333333335)","(101.0, 350.0, 316.25)","(81.0, 240.0, 220.0)","(5.5, 7.0, 6.985714285714286)","(41.0, 95.0, 91.92307692307692)"
04-01-2023 13:52:57.452403,"(26.0, 60.0, 53.23529411764706)","(31.0, 65.0, 64.76190476190476)","(2.6, 3.25, 3.207894736842105)","(1.8, 2.06, 2.065)","(101.0, 380.0, 333.0769230769231)","(81.0, 240.0, 220.4)","(5.5, 7.2, 6.985714285714286)","(41.0, 95.0, 91.92307692307692)"
04-01-2023 13:52:58.633185,"(26.0, 55.0, 51.8421052631579)","(31.0, 65.0, 64.76190476190476)","(2.6, 3.25, 3.2055555555555557)","(1.8, 2.08, 2.061818181818182)","(101.0, 370.0, 296.1538461538462)","(81.0, 230.0, 206.7741935483871)","(5.5, 7.2, 6.911111111111111)","(41.0, 95.0, 91.92307692307692)"
04-01-2023 13:52:59.797411,"(26.0, 55.0, 51.8421052631579)","(31.0, 65.0, 64.76190476190476)","(2.6, 3.25, 3.2026315789473685)","(1.8, 2.08, 2.071111111111111)","(101.0, 370.0, 258.57142857142856)","(81.0, 230.0, 206.0)","(5.5, 7.0, 6.911111111111111)","(41.0, 95.0, 91.92307692307692)"
04-01-2023 13:53:00.961706,"(26.0, 55.0, 48.88235294117647)","(31.0, 65.0, 64.76190476190476)","(2.6, 3.25, 3.2026315789473685)","(1.8, 2.1, 2.0780000000000003)","(101.0, 370.0, 241.42857142857142)","(81.0, 230.0, 206.0)","(5.5, 7.0, 6.847058823529411)","(41.0, 95.0, 92.83783783783784)"
04-01-2023 13:53:02.136532,"(26.0, 55.0, 49.526315789473685)","(31.0, 65.0, 64.76190476190476)","(2.6, 3.3, 3.190909090909091)","(1.8, 2.08, 2.0733333333333333)","(101.0, 370.0, 241.42857142857142)","(81.0, 230.0, 206.0)","(5.5, 7.0, 6.815384615384615)","(41.0, 95.0, 92.83783783783784)"
04-01-2023 13:53:03.250605,"(26.0, 55.0, 49.926829268292686)","(31.0, 65.0, 64.78260869565217)","(2.6, 3.3, 3.194444444444444)","(1.8, 2.1, 2.0726027397260274)","(101.0, 370.0, 241.42857142857142)","(81.0, 230.0, 206.0)","(5.5, 7.0, 6.847058823529411)","(41.0, 95.0, 92.83783783783784)"
04-01-2023 13:53:04.318242,"(26.0, 55.0, 49.926829268292686)","(31.0, 65.0, 64.78260869565217)","(2.6, 3.25, 3.194444444444444)","(1.8, 2.1, 2.0726027397260274)","(101.0, 370.0, 282.72727272727275)","(81.0, 230.0, 167.0)","(5.5, 7.0, 6.84)","(41.0, 95.0, 92.83783783783784)"
04-01-2023 13:53:05.434856,"(26.0, 55.0, 49.926829268292686)","(31.0, 65.0, 64.76190476190476)","(2.6, 3.25, 3.1818181818181817)","(1.8, 2.1, 2.0726027397260274)","(101.0, 370.0, 298.8888888888889)","(81.0, 230.0, 170.0)","(5.5, 7.0, 6.8769230769230765)","(41.0, 95.0, 92.83783783783784)"
04-01-2023 13:53:06.491088,"(26.0, 55.0, 50.55263157894737)","(31.0, 65.0, 64.76190476190476)","(2.6, 3.25, 3.1818181818181817)","(1.8, 2.1, 2.0726027397260274)","(101.0, 370.0, 298.8888888888889)","(81.0, 230.0, 168.75)","(5.5, 7.0, 6.881481481481481)","(41.0, 95.0, 92.83783783783784)"
04-01-2023 13:53:07.533107,"(26.0, 55.0, 50.55263157894737)","(31.0, 65.0, 64.77272727272727)","(2.6, 3.25, 3.1818181818181817)","(1.8, 2.1, 2.0726027397260274)","(101.0, 370.0, 298.8888888888889)","(81.0, 230.0, 210.0)","(5.5, 7.0, 6.881481481481481)","(41.0, 95.0, 92.83783783783784)"
04-01-2023 13:53:08.600198,"(26.0, 55.0, 49.18421052631579)","(31.0, 65.0, 64.77272727272727)","(2.6, 3.25, 3.1818181818181817)","(1.8, 2.08, 2.0722727272727273)","(101.0, 370.0, 320.7692307692308)","(81.0, 230.0, 210.0)","(5.5, 7.0, 6.881481481481481)","(41.0, 95.0, 92.83783783783784)"
04-01-2023 13:53:09.907315,"(26.0, 55.0, 49.18421052631579)","(31.0, 65.0, 64.77272727272727)","(2.6, 3.25, 3.19)","(1.8, 2.08, 2.065846153846154)","(101.0, 370.0, 336.0)","(81.0, 230.0, 210.0)","(5.5, 7.0, 6.881481481481481)","(41.0, 95.0, 92.83783783783784)"
