,Clearly Regal,Dont Forget Dad,Wonfontein,Razzama,Killzy,Nashian,Prince Of Troy,Clay Pan Boogie,Harry And The Duke
09-01-2023 14:36:12.581858,"(20.0, 36.0, 34.285714285714285)","(10.0, 19.5, 18.818181818181817)","(14.0, 17.0, 16.06451612903226)","(1.85, 2.12, 2.101538461538462)","(3.5, 4.1, 4.093203883495145)","(9.0, 22.0, 21.555555555555557)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 17.75)","(71.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:14.066325,"(20.0, 36.0, 34.285714285714285)","(10.0, 19.5, 18.818181818181817)","(14.0, 17.0, 16.06451612903226)","(1.85, 2.12, 2.101538461538462)","(3.5, 4.1, 4.093203883495145)","(9.0, 22.0, 21.555555555555557)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.166666666666668)","(71.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:15.347337,"(20.0, 36.0, 34.285714285714285)","(10.0, 19.5, 18.818181818181817)","(14.0, 17.0, 16.06451612903226)","(1.85, 2.12, 2.101538461538462)","(3.6, 4.1, 4.093203883495145)","(9.0, 22.0, 21.555555555555557)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.166666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:16.755043,"(20.0, 36.0, 34.285714285714285)","(10.0, 19.5, 18.818181818181817)","(14.0, 17.0, 16.2)","(1.85, 2.12, 2.0942857142857143)","(3.6, 4.1, 4.093203883495145)","(9.0, 22.0, 22.333333333333332)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:18.160636,"(20.0, 36.0, 34.285714285714285)","(10.0, 19.5, 18.818181818181817)","(14.0, 16.5, 15.923076923076923)","(1.85, 2.12, 2.0942857142857143)","(3.6, 4.1, 4.116279069767441)","(9.0, 24.0, 21.866666666666667)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:19.504009,"(20.0, 36.0, 34.285714285714285)","(10.0, 19.5, 18.818181818181817)","(14.0, 16.5, 15.923076923076923)","(1.85, 2.12, 2.058181818181818)","(3.6, 4.2, 4.12)","(9.0, 24.0, 21.866666666666667)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:20.743014,"(20.0, 36.0, 34.285714285714285)","(10.0, 21.0, 18.454545454545453)","(14.0, 16.5, 15.923076923076923)","(1.85, 2.1, 2.058181818181818)","(3.6, 4.2, 4.12)","(9.0, 24.0, 21.866666666666667)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:21.883352,"(20.0, 36.0, 34.666666666666664)","(10.0, 21.0, 18.454545454545453)","(14.0, 16.5, 15.923076923076923)","(1.85, 2.1, 2.058181818181818)","(3.6, 4.2, 4.11219512195122)","(9.0, 24.0, 21.866666666666667)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:23.117560,"(20.0, 36.0, 34.666666666666664)","(10.0, 21.0, 18.27777777777778)","(14.0, 16.5, 15.923076923076923)","(1.85, 2.1, 2.058181818181818)","(3.6, 4.2, 4.11219512195122)","(9.0, 23.0, 21.833333333333332)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:24.332465,"(20.0, 36.0, 34.666666666666664)","(10.0, 21.0, 18.27777777777778)","(14.0, 16.5, 16.09090909090909)","(1.85, 2.1, 2.058181818181818)","(3.6, 4.2, 4.11219512195122)","(9.0, 22.0, 21.5)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:25.608381,"(20.0, 36.0, 34.666666666666664)","(10.0, 21.0, 18.27777777777778)","(14.0, 16.5, 16.09090909090909)","(1.85, 2.1, 2.058181818181818)","(3.6, 4.2, 4.11219512195122)","(9.0, 22.0, 21.5)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:26.938062,"(20.0, 36.0, 34.666666666666664)","(10.0, 21.0, 18.27777777777778)","(14.0, 16.5, 18.666666666666668)","(1.85, 2.1, 2.0448)","(3.6, 4.2, 4.11219512195122)","(9.0, 22.0, 21.5)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:28.200235,"(20.0, 36.0, 34.285714285714285)","(10.0, 21.0, 18.27777777777778)","(14.0, 20.0, 18.666666666666668)","(1.85, 2.1, 2.0448)","(3.6, 4.2, 4.11219512195122)","(9.0, 22.0, 21.5)","(51.0, 75.0, 64.61538461538461)","(9.0, 19.0, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:29.538581,"(20.0, 36.0, 34.285714285714285)","(10.0, 20.0, 18.5)","(14.0, 19.5, 17.5)","(1.85, 2.1, 2.0507142857142857)","(3.6, 4.2, 4.11219512195122)","(9.0, 22.0, 21.5)","(51.0, 75.0, 64.61538461538461)","(9.0, 18.5, 17.59090909090909)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:30.845286,"(20.0, 36.0, 34.285714285714285)","(10.0, 20.0, 18.5)","(14.0, 19.0, 17.366666666666667)","(1.85, 2.04, 2.0305555555555554)","(3.6, 4.2, 4.113513513513513)","(9.0, 24.0, 22.352941176470587)","(51.0, 75.0, 64.61538461538461)","(9.0, 18.5, 17.59090909090909)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:32.066379,"(20.0, 36.0, 34.285714285714285)","(10.0, 20.0, 18.5)","(14.0, 19.0, 17.653846153846153)","(1.85, 2.04, 2.033873873873874)","(3.6, 4.2, 4.113513513513513)","(9.0, 24.0, 22.352941176470587)","(51.0, 75.0, 64.61538461538461)","(9.0, 18.5, 17.59090909090909)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:33.279083,"(20.0, 36.0, 34.285714285714285)","(10.0, 20.0, 18.5)","(14.0, 19.0, 17.653846153846153)","(1.85, 2.04, 2.033873873873874)","(3.6, 4.2, 4.113513513513513)","(9.0, 24.0, 22.352941176470587)","(51.0, 75.0, 58.92857142857143)","(9.0, 18.5, 17.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:34.473888,"(20.0, 36.0, 34.285714285714285)","(10.0, 20.0, 18.5)","(14.0, 19.0, 17.653846153846153)","(1.85, 2.04, 2.0305555555555554)","(3.6, 4.2, 4.113513513513513)","(9.0, 24.0, 21.666666666666668)","(51.0, 70.0, 61.42857142857143)","(9.0, 18.5, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:35.626955,"(20.0, 36.0, 34.285714285714285)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.5, 17.9)","(1.85, 2.04, 2.0305555555555554)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.428571428571427)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:36.782755,"(20.0, 36.0, 34.285714285714285)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.5, 17.9)","(1.85, 2.04, 2.0305555555555554)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.666666666666668)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:37.903427,"(20.0, 40.0, 37.333333333333336)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.5, 17.9)","(1.85, 2.04, 2.0305555555555554)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.666666666666668)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:39.076137,"(20.0, 40.0, 35.55555555555556)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.5, 17.9)","(1.85, 2.04, 2.0305555555555554)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.666666666666668)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:40.271463,"(20.0, 40.0, 35.55555555555556)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.5, 17.25)","(1.85, 2.04, 2.014666666666667)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.666666666666668)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:41.427864,"(20.0, 40.0, 35.55555555555556)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.5, 18.045454545454547)","(1.85, 2.02, 2.014666666666667)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 22.105263157894736)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 18.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:42.665528,"(20.0, 40.0, 35.55555555555556)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.0, 17.8)","(1.85, 2.02, 2.014666666666667)","(3.6, 4.2, 4.113513513513513)","(9.0, 24.0, 22.105263157894736)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 17.5)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:43.886598,"(20.0, 40.0, 35.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.0, 17.8)","(1.85, 2.04, 2.0305555555555554)","(3.6, 4.2, 4.113513513513513)","(9.0, 24.0, 22.105263157894736)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 17.692307692307693)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:45.192600,"(20.0, 40.0, 35.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.0, 17.8)","(1.85, 2.04, 2.0305555555555554)","(3.6, 4.2, 4.113513513513513)","(9.0, 24.0, 22.105263157894736)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 17.692307692307693)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:46.345569,"(20.0, 40.0, 35.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.0, 17.75)","(1.85, 2.04, 2.0407407407407407)","(3.6, 4.2, 4.113513513513513)","(9.0, 24.0, 21.666666666666668)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 17.692307692307693)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:47.565733,"(20.0, 40.0, 35.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.0, 17.653846153846153)","(1.85, 2.1, 2.0733333333333333)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.5)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 17.5)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:48.837374,"(20.0, 40.0, 35.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.653846153846153)","(1.85, 2.1, 2.0733333333333333)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.666666666666668)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:50.054435,"(20.0, 40.0, 35.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.653846153846153)","(1.85, 2.1, 2.0733333333333333)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.666666666666668)","(51.0, 70.0, 59.09090909090909)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:51.192868,"(20.0, 40.0, 33.333333333333336)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.653846153846153)","(1.85, 2.1, 2.0733333333333333)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.5)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:52.520891,"(20.0, 40.0, 33.333333333333336)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.653846153846153)","(1.85, 2.1, 2.0733333333333333)","(3.6, 4.2, 4.113513513513513)","(9.0, 22.0, 21.5)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:53.795727,"(20.0, 40.0, 36.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.653846153846153)","(1.85, 2.1, 2.085)","(3.6, 4.2, 4.11219512195122)","(9.0, 22.0, 22.105263157894736)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:54.998170,"(20.0, 38.0, 34.666666666666664)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.653846153846153)","(1.85, 2.1, 2.076)","(3.6, 4.2, 4.113513513513513)","(8.5, 24.0, 22.105263157894736)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:56.245662,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.653846153846153)","(1.85, 2.1, 2.0384313725490197)","(3.6, 4.2, 4.113513513513513)","(8.5, 24.0, 21.6)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:57.386494,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.166666666666668)","(1.85, 2.04, 2.0384313725490197)","(3.6, 4.2, 4.113513513513513)","(8.5, 24.0, 22.25)","(51.0, 70.0, 64.54545454545455)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:58.529025,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.166666666666668)","(1.85, 2.04, 2.0385454545454547)","(3.6, 4.2, 4.113513513513513)","(8.5, 23.0, 21.666666666666668)","(51.0, 70.0, 64.54545454545455)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:36:59.664410,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.166666666666668)","(1.85, 2.04, 2.0384313725490197)","(3.6, 4.2, 4.1085714285714285)","(8.5, 22.0, 21.666666666666668)","(51.0, 70.0, 64.54545454545455)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:00.749659,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.166666666666668)","(1.85, 2.04, 2.0384313725490197)","(3.6, 4.2, 4.1085714285714285)","(8.5, 22.0, 21.666666666666668)","(51.0, 70.0, 64.54545454545455)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:01.957101,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.0)","(1.85, 2.04, 2.0384313725490197)","(3.6, 4.2, 4.1085714285714285)","(8.5, 22.0, 21.666666666666668)","(51.0, 70.0, 64.54545454545455)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:03.125279,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.5, 17.0)","(1.85, 2.04, 2.0384313725490197)","(3.6, 4.2, 4.1085714285714285)","(8.5, 22.0, 21.666666666666668)","(51.0, 70.0, 64.54545454545455)","(9.0, 18.5, 17.3)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:04.323075,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.0, 17.636363636363637)","(1.85, 2.04, 2.0384313725490197)","(3.6, 4.2, 4.1085714285714285)","(8.5, 22.0, 21.666666666666668)","(51.0, 70.0, 64.54545454545455)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:05.580863,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 19.0, 17.125)","(1.85, 2.04, 2.0319298245614035)","(3.6, 4.2, 4.1085714285714285)","(8.5, 24.0, 22.75)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:06.860738,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.5, 17.68181818181818)","(1.85, 2.14, 2.031111111111111)","(3.6, 4.2, 4.1085714285714285)","(8.5, 24.0, 22.5)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:08.221718,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.714285714285715)","(14.0, 18.5, 17.68181818181818)","(1.85, 2.14, 2.0447120418848166)","(3.6, 4.2, 4.1085714285714285)","(8.5, 24.0, 22.285714285714285)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.676470588235293)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:09.490505,"(20.0, 38.0, 32.0)","(10.0, 20.0, 18.53846153846154)","(14.0, 18.5, 16.846153846153847)","(1.85, 2.14, 2.0447120418848166)","(3.6, 4.2, 4.1085714285714285)","(8.5, 24.0, 22.22222222222222)","(51.0, 70.0, 62.5)","(9.0, 18.5, 17.0)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:10.836928,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.5, 18.6)","(14.0, 18.0, 16.71875)","(1.85, 2.14, 2.0447120418848166)","(3.6, 4.2, 4.1085714285714285)","(8.5, 24.0, 22.22222222222222)","(51.0, 70.0, 62.5)","(9.0, 18.0, 16.666666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:12.108055,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 17.5, 16.71875)","(1.85, 2.14, 2.0447120418848166)","(3.6, 4.2, 4.105882352941176)","(8.5, 24.0, 22.22222222222222)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.666666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:13.381354,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 17.5, 16.833333333333332)","(1.85, 2.14, 2.0447120418848166)","(3.6, 4.2, 4.105882352941176)","(8.5, 24.0, 22.22222222222222)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.666666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:14.572542,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.5, 16.5)","(1.85, 2.14, 2.0447120418848166)","(3.6, 4.2, 4.105882352941176)","(8.5, 24.0, 22.22222222222222)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.666666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:15.745709,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.5, 17.944444444444443)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 24.0, 22.666666666666668)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.666666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:17.053646,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.5, 17.944444444444443)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.666666666666668)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.666666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:18.172858,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.5, 17.944444444444443)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.666666666666668)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.666666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:19.238273,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.5, 17.944444444444443)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.666666666666668)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.666666666666668)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:20.403456,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.5, 17.944444444444443)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:21.557107,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.5, 18.0)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:22.770707,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.5)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:23.960900,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 24.0, 22.5)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:25.113751,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 24.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:26.264944,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:27.392435,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.23076923076923)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:28.593629,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:29.720360,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:30.869779,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.23076923076923)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.105882352941176)","(8.5, 23.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5625)","(61.0, 160.0, 117.14285714285714)"
09-01-2023 14:37:32.021020,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.23076923076923)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.0442105263157897)","(3.6, 4.2, 4.1179487179487175)","(8.5, 23.0, 22.263157894736842)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.3)","(61.0, 160.0, 132.22222222222223)"
09-01-2023 14:37:33.149435,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.0, 18.5)","(1.85, 2.14, 2.068235294117647)","(3.6, 4.2, 4.1179487179487175)","(8.5, 24.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.3)","(61.0, 160.0, 132.22222222222223)"
09-01-2023 14:37:34.342735,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.0, 18.6)","(14.0, 19.0, 18.0)","(1.85, 2.1, 2.068235294117647)","(3.6, 4.2, 4.1179487179487175)","(8.5, 23.0, 22.6)","(51.0, 70.0, 62.5)","(9.0, 17.5, 16.5)","(61.0, 160.0, 126.66666666666667)"
09-01-2023 14:37:35.551080,"(20.0, 36.0, 31.555555555555557)","(10.0, 19.5, 19.0)","(14.0, 19.5, 18.0)","(1.85, 2.1, 2.068235294117647)","(3.6, 4.2, 4.1179487179487175)","(8.5, 23.0, 22.6)","(51.0, 70.0, 55.76923076923077)","(9.0, 17.5, 16.5)","(61.0, 160.0, 126.66666666666667)"
09-01-2023 14:37:36.773096,"(20.0, 34.0, 29.5)","(10.0, 18.5, 17.5)","(14.0, 18.0, 17.0)","(1.85, 2.1, 2.068235294117647)","(3.6, 4.2, 4.1179487179487175)","(8.5, 23.0, 22.6)","(51.0, 65.0, 55.76923076923077)","(9.0, 17.5, 16.5)","(61.0, 160.0, 126.66666666666667)"
09-01-2023 14:37:38.073741,"(20.0, 34.0, 29.5)","(10.0, 18.5, 17.5)","(14.0, 18.0, 17.0)","(1.85, 2.1, 2.068235294117647)","(3.6, 4.2, 4.1179487179487175)","(8.5, 23.0, 22.6)","(51.0, 65.0, 55.76923076923077)","(9.0, 17.5, 16.5)","(61.0, 160.0, 126.66666666666667)"
09-01-2023 14:37:39.330232,"(20.0, 34.0, 29.5)","(10.0, 18.5, 17.5)","(14.0, 18.0, 17.0)","(1.85, 2.1, 2.068235294117647)","(3.6, 4.2, 4.1179487179487175)","(8.5, 23.0, 22.333333333333332)","(51.0, 65.0, 55.76923076923077)","(9.0, 17.5, 16.5)","(61.0, 160.0, 126.66666666666667)"
09-01-2023 14:37:40.553521,"(20.0, 34.0, 29.5)","(10.0, 18.5, 17.236842105263158)","(14.0, 18.0, 17.0)","(1.85, 2.1, 2.068235294117647)","(3.6, 4.2, 4.1179487179487175)","(8.5, 24.0, 22.23076923076923)","(51.0, 65.0, 58.333333333333336)","(9.0, 17.5, 16.5)","(61.0, 160.0, 126.66666666666667)"
