,Clearly Regal,Dont Forget Dad,Wonfontein,Razzama,Killzy,Nashian,Prince Of Troy,Clay Pan Boogie,Harry And The Duke
09-01-2023 14:29:59.046785,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 130.0)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:00.333760,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 23.4)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:01.621289,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 21.272727272727273)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:02.894648,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 21.272727272727273)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:04.144871,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 130.0)","(9.0, 26.0, 19.6)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:05.449877,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 200.0, 130.0)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:06.750312,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 200.0, 130.0)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:07.989061,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 200.0, 130.0)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:09.160479,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 200.0, 162.0)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:10.380491,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 190.0, 162.0)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:11.623788,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 190.0, 136.15384615384616)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:12.875044,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 18.6)","(14.0, 21.0, 19.333333333333332)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 190.0, 165.55555555555554)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:14.072470,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 18.6)","(14.0, 21.0, 19.333333333333332)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 180.0, 165.55555555555554)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:15.263601,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 19.153846153846153)","(14.0, 21.0, 19.333333333333332)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 180.0, 165.55555555555554)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:16.418505,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 18.714285714285715)","(14.0, 21.0, 19.333333333333332)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 180.0, 165.55555555555554)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:17.654099,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 18.714285714285715)","(14.0, 21.0, 19.75)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 180.0, 165.55555555555554)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:18.828808,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 18.714285714285715)","(14.0, 21.0, 19.75)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 180.0, 165.55555555555554)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:20.012213,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.75)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 180.0, 147.77777777777777)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:21.181665,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.75)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 101.76470588235294)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:22.340879,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.75)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:23.461808,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.75)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:24.598333,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.75)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 26.0, 19.81818181818182)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:25.819550,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.75)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 26.0, 23.125)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:30:27.099645,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 20.0)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 25.0, 23.125)","(101.0, 220.0, 189.16666666666666)"
09-01-2023 14:30:28.261734,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.65)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 25.0, 23.125)","(101.0, 210.0, 189.16666666666666)"
09-01-2023 14:30:29.488710,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.65)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 25.0, 23.125)","(101.0, 210.0, 189.16666666666666)"
09-01-2023 14:30:30.778706,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 16.714285714285715)","(14.0, 21.0, 19.65)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 25.0, 23.125)","(101.0, 210.0, 189.16666666666666)"
09-01-2023 14:30:32.098947,"(20.0, 28.0, 26.90909090909091)","(10.0, 21.0, 18.375)","(14.0, 21.0, 19.875)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 108.66666666666666)","(9.0, 25.0, 20.714285714285715)","(101.0, 210.0, 189.16666666666666)"
09-01-2023 14:30:33.371801,"(20.0, 28.0, 26.875)","(10.0, 20.0, 18.375)","(14.0, 21.0, 19.875)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 160.0, 122.72727272727273)","(9.0, 25.0, 21.4)","(101.0, 210.0, 167.14285714285714)"
09-01-2023 14:30:34.697460,"(20.0, 28.0, 27.18181818181818)","(10.0, 20.0, 18.0)","(14.0, 21.0, 19.875)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 150.0, 105.38461538461539)","(9.0, 24.0, 21.4)","(101.0, 200.0, 142.5)"
09-01-2023 14:30:36.073526,"(20.0, 28.0, 29.0)","(10.0, 21.0, 18.0)","(14.0, 21.0, 17.625)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 140.0, 105.38461538461539)","(9.0, 24.0, 21.4)","(101.0, 200.0, 142.5)"
09-01-2023 14:30:37.584147,"(20.0, 32.0, 29.0)","(10.0, 21.0, 18.0)","(14.0, 19.5, 17.5)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 140.0, 105.38461538461539)","(9.0, 24.0, 21.4)","(101.0, 200.0, 142.5)"
09-01-2023 14:30:38.910968,"(20.0, 32.0, 29.0)","(10.0, 21.0, 18.0)","(14.0, 19.5, 17.571428571428573)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 140.0, 105.38461538461539)","(9.0, 24.0, 21.4)","(101.0, 200.0, 142.5)"
09-01-2023 14:30:40.266579,"(20.0, 32.0, 29.0)","(10.0, 21.0, 18.0)","(14.0, 19.5, 17.571428571428573)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 140.0, 105.38461538461539)","(9.0, 24.0, 21.4)","(101.0, 200.0, 142.5)"
09-01-2023 14:30:41.366486,"(20.0, 32.0, 29.0)","(10.0, 21.0, 18.0)","(14.0, 19.5, 17.571428571428573)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 140.0, 112.22222222222223)","(9.0, 24.0, 21.4)","(101.0, 200.0, 142.5)"
09-01-2023 14:30:42.474613,"(20.0, 32.0, 29.0)","(10.0, 21.0, 16.3125)","(14.0, 19.5, 17.571428571428573)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 112.22222222222223)","(9.0, 24.0, 21.4)","(101.0, 200.0, 142.5)"
09-01-2023 14:30:43.624754,"(20.0, 32.0, 29.0)","(10.0, 21.0, 16.3125)","(14.0, 19.5, 17.571428571428573)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 112.22222222222223)","(9.0, 24.0, 21.4)","(101.0, 200.0, 142.5)"
09-01-2023 14:30:44.820038,"(20.0, 32.0, 29.0)","(10.0, 21.0, 16.3125)","(14.0, 19.5, 17.571428571428573)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 112.22222222222223)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:46.021104,"(20.0, 32.0, 29.0)","(10.0, 21.0, 17.136363636363637)","(14.0, 19.5, 17.423076923076923)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 112.22222222222223)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:47.216264,"(20.0, 32.0, 29.0)","(10.0, 21.0, 18.5)","(14.0, 19.5, 17.423076923076923)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 93.07692307692308)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:48.454549,"(20.0, 32.0, 29.0)","(10.0, 21.0, 18.5)","(14.0, 19.5, 17.423076923076923)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 93.07692307692308)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:49.651210,"(20.0, 32.0, 30.285714285714285)","(10.0, 21.0, 18.5)","(14.0, 19.5, 17.423076923076923)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 93.07692307692308)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:50.826024,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.136363636363637)","(14.0, 19.5, 17.423076923076923)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 93.07692307692308)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:52.011232,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 17.423076923076923)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 93.07692307692308)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:53.301859,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 17.166666666666668)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 120.0, 86.92307692307692)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:54.530687,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.136363636363637)","(14.0, 19.5, 17.166666666666668)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 86.92307692307692)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:55.717949,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.136363636363637)","(14.0, 19.5, 17.166666666666668)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 86.92307692307692)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:57.016543,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.73076923076923)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 86.92307692307692)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:58.297795,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 86.92307692307692)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:30:59.529546,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 86.92307692307692)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:00.720864,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 86.92307692307692)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:01.882779,"(20.0, 32.0, 30.90909090909091)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 86.92307692307692)","(9.0, 24.0, 21.4)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:03.069227,"(20.0, 32.0, 30.875)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 86.92307692307692)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:04.280346,"(20.0, 32.0, 30.875)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:05.419671,"(20.0, 32.0, 31.18181818181818)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:06.528990,"(20.0, 32.0, 31.18181818181818)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.382352941176471)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:07.631067,"(20.0, 32.0, 31.18181818181818)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.382352941176471)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:08.744407,"(20.0, 32.0, 31.18181818181818)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.382352941176471)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:09.831255,"(20.0, 32.0, 31.18181818181818)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.382352941176471)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:10.941144,"(20.0, 32.0, 31.18181818181818)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.382352941176471)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:12.068825,"(20.0, 32.0, 31.18181818181818)","(10.0, 21.0, 17.964285714285715)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.382352941176471)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 19.9375)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:13.182327,"(20.0, 32.0, 31.18181818181818)","(10.0, 20.0, 18.125)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.416666666666666)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 18.386363636363637)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:14.228264,"(20.0, 32.0, 31.18181818181818)","(10.0, 19.5, 18.227272727272727)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.416666666666666)","(51.0, 110.0, 84.28571428571428)","(9.0, 24.0, 20.8)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:15.267399,"(20.0, 32.0, 31.18181818181818)","(10.0, 19.5, 17.0)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 16.06)","(51.0, 110.0, 84.28571428571428)","(9.0, 23.0, 20.75)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:16.362502,"(20.0, 32.0, 31.18181818181818)","(10.0, 19.0, 17.81818181818182)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 15.88888888888889)","(51.0, 110.0, 84.28571428571428)","(9.0, 23.0, 18.90909090909091)","(101.0, 200.0, 137.27272727272728)"
09-01-2023 14:31:17.416205,"(20.0, 32.0, 31.18181818181818)","(10.0, 19.0, 16.833333333333332)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 15.88888888888889)","(51.0, 110.0, 90.0)","(9.0, 23.0, 20.0)","(101.0, 200.0, 160.0)"
09-01-2023 14:31:18.610548,"(20.0, 32.0, 31.18181818181818)","(10.0, 18.5, 17.0)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 15.88888888888889)","(51.0, 100.0, 90.0)","(9.0, 22.0, 18.363636363636363)","(101.0, 190.0, 137.5)"
09-01-2023 14:31:19.782229,"(20.0, 32.0, 31.18181818181818)","(10.0, 18.5, 16.357142857142858)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 15.88888888888889)","(51.0, 100.0, 90.0)","(9.0, 22.0, 18.363636363636363)","(101.0, 190.0, 137.5)"
09-01-2023 14:31:20.884985,"(20.0, 32.0, 31.18181818181818)","(10.0, 18.5, 16.357142857142858)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 16.29032258064516)","(51.0, 100.0, 90.0)","(9.0, 22.0, 18.045454545454547)","(101.0, 190.0, 164.16666666666669)"
09-01-2023 14:31:22.016517,"(20.0, 32.0, 31.18181818181818)","(10.0, 18.5, 16.357142857142858)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 16.06)","(51.0, 100.0, 90.0)","(9.0, 21.0, 18.625)","(101.0, 180.0, 164.16666666666669)"
09-01-2023 14:31:23.135941,"(20.0, 32.0, 31.18181818181818)","(10.0, 18.5, 15.772727272727273)","(14.0, 19.5, 16.636363636363637)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 15.88888888888889)","(51.0, 100.0, 90.0)","(9.0, 20.0, 17.5)","(101.0, 180.0, 164.16666666666669)"
09-01-2023 14:31:24.280958,"(20.0, 32.0, 31.18181818181818)","(10.0, 18.5, 15.772727272727273)","(14.0, 19.5, 17.045454545454547)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 15.88888888888889)","(51.0, 100.0, 90.0)","(9.0, 20.0, 17.5)","(101.0, 180.0, 164.16666666666669)"
09-01-2023 14:31:25.383846,"(20.0, 32.0, 31.18181818181818)","(10.0, 18.5, 15.444444444444445)","(14.0, 19.5, 17.076923076923077)","(1.85, 2.14, 2.102716049382716)","(3.5, 4.1, 3.934285714285714)","(11.0, 19.0, 15.88888888888889)","(51.0, 100.0, 90.0)","(9.0, 20.0, 14.40909090909091)","(101.0, 180.0, 145.71428571428572)"
