,Another Chino,Cartanera,Dustys Got Talent,Kerman Rock,Blue Card,Shes Our Witness,Allegiance,Truevinsky,Comealilbitcloser,Idle Star,Masaru,Belafonte Boy,Paigeys Turn
07-12-2022 18:39:51.135283,"(7.5, 8.0, 7.899029126213592)","(2.15, 2.56, 2.5534545454545454)","(31.0, 55.0, 52.53086419753086)","(21.0, 24.0, 23.830985915492956)","(21.0, 27.0, 26.715846994535518)","(11.0, 14.0, 13.703125)","(26.0, 40.0, 39.2436974789916)","(41.0, 75.0, 72.23214285714286)","(5.5, 5.3, 5.2609477124183)","(51.0, 80.0, 78.18181818181819)","(41.0, 70.0, 69.95614035087719)","(81.0, 120.0, 116.42857142857143)","(18.0, 20.0, 20.770408163265305)"
07-12-2022 18:39:52.496512,"(7.5, 8.0, 7.918232044198895)","(2.15, 2.56, 2.5533823529411763)","(31.0, 55.0, 52.53086419753086)","(21.0, 24.0, 23.830985915492956)","(21.0, 27.0, 26.715846994535518)","(11.0, 14.0, 13.703125)","(26.0, 40.0, 39.2436974789916)","(41.0, 75.0, 72.23214285714286)","(5.5, 5.3, 5.2609477124183)","(51.0, 80.0, 78.18181818181819)","(41.0, 70.0, 69.95614035087719)","(81.0, 120.0, 119.16666666666667)","(18.0, 21.0, 20.142857142857142)"
07-12-2022 18:39:54.124314,"(7.5, 8.0, 7.908457711442786)","(2.15, 2.56, 2.5524561403508774)","(31.0, 55.0, 52.368421052631575)","(21.0, 24.0, 23.924242424242426)","(21.0, 27.0, 26.544747081712064)","(11.0, 14.0, 13.814634146341463)","(26.0, 40.0, 39.239669421487605)","(41.0, 75.0, 71.6304347826087)","(5.5, 5.3, 5.254545454545455)","(51.0, 80.0, 78.55555555555556)","(41.0, 75.0, 70.45454545454545)","(81.0, 120.0, 121.33333333333333)","(18.0, 21.0, 20.62162162162162)"
07-12-2022 18:39:55.887633,"(7.5, 8.0, 7.914666666666666)","(2.15, 2.56, 2.5583739837398376)","(31.0, 55.0, 52.674418604651166)","(21.0, 25.0, 24.376146788990827)","(21.0, 27.0, 26.55390334572491)","(11.0, 14.0, 13.852611940298507)","(26.0, 42.0, 40.67605633802817)","(41.0, 75.0, 71.25)","(5.5, 5.2, 5.170192307692307)","(51.0, 80.0, 78.92857142857143)","(41.0, 70.0, 69.71153846153847)","(81.0, 130.0, 122.22222222222223)","(18.0, 21.0, 20.88607594936709)"
07-12-2022 18:39:57.514760,"(7.5, 8.0, 7.921885521885522)","(2.15, 2.6, 2.5868103448275863)","(31.0, 55.0, 53.03370786516854)","(21.0, 22.0, 21.569444444444443)","(21.0, 27.0, 26.562937062937063)","(11.0, 14.0, 13.880597014925373)","(26.0, 42.0, 40.82857142857143)","(41.0, 75.0, 71.875)","(5.5, 5.2, 5.173755656108598)","(51.0, 80.0, 79.05882352941177)","(41.0, 70.0, 69.8076923076923)","(81.0, 130.0, 123.5)","(18.0, 22.0, 21.275590551181104)"
07-12-2022 18:39:59.231879,"(7.5, 8.0, 7.922772277227723)","(2.15, 2.62, 2.603862660944206)","(31.0, 55.0, 53.05555555555556)","(21.0, 22.0, 21.6231884057971)","(21.0, 27.0, 26.56597222222222)","(11.0, 14.0, 13.48972602739726)","(26.0, 42.0, 41.333333333333336)","(41.0, 75.0, 71.80851063829788)","(5.5, 5.2, 5.158012170385396)","(51.0, 80.0, 79.2948717948718)","(41.0, 70.0, 69.80891719745223)","(81.0, 130.0, 123.5)","(18.0, 22.0, 21.272727272727273)"
07-12-2022 18:40:01.510385,"(7.5, 8.0, 7.945562130177515)","(2.15, 2.62, 2.5963546798029555)","(31.0, 55.0, 53.111111111111114)","(21.0, 22.0, 21.56923076923077)","(21.0, 27.0, 26.542124542124544)","(11.0, 13.5, 13.489864864864865)","(26.0, 42.0, 40.855421686746986)","(41.0, 75.0, 71.80851063829788)","(5.5, 5.2, 5.132110091743119)","(51.0, 80.0, 79.3125)","(41.0, 70.0, 69.76744186046511)","(81.0, 130.0, 123.80952380952381)","(18.0, 22.0, 21.295774647887324)"
07-12-2022 18:40:03.184116,"(7.5, 8.0, 7.945562130177515)","(2.15, 2.62, 2.5963546798029555)","(31.0, 55.0, 53.111111111111114)","(21.0, 22.0, 21.56923076923077)","(21.0, 27.0, 26.542124542124544)","(11.0, 13.5, 13.712871287128714)","(26.0, 42.0, 41.06206896551724)","(41.0, 75.0, 71.86046511627907)","(5.5, 5.2, 5.037012987012987)","(51.0, 80.0, 73.97727272727273)","(41.0, 70.0, 64.53488372093024)","(81.0, 130.0, 123.88888888888889)","(18.0, 22.0, 21.197183098591548)"
07-12-2022 18:40:05.121752,"(7.5, 8.2, 8.059)","(2.15, 2.58, 2.5772508591065293)","(31.0, 55.0, 54.049586776859506)","(21.0, 24.0, 21.526315789473685)","(21.0, 27.0, 26.60902255639098)","(11.0, 14.0, 13.752136752136753)","(26.0, 42.0, 40.98285714285714)","(41.0, 75.0, 72.04545454545455)","(5.5, 5.1, 5.05272373540856)","(51.0, 75.0, 74.39024390243902)","(41.0, 65.0, 64.17647058823529)","(81.0, 130.0, 125.0)","(18.0, 22.0, 21.537815126050422)"
07-12-2022 18:40:06.695662,"(7.5, 8.2, 8.059)","(2.15, 2.58, 2.5772508591065293)","(31.0, 55.0, 54.049586776859506)","(21.0, 22.0, 21.526315789473685)","(21.0, 27.0, 26.60902255639098)","(11.0, 14.0, 13.752136752136753)","(26.0, 42.0, 40.98285714285714)","(41.0, 75.0, 72.04545454545455)","(5.5, 5.1, 5.05272373540856)","(51.0, 75.0, 74.39024390243902)","(41.0, 65.0, 64.17647058823529)","(81.0, 130.0, 125.0)","(18.0, 22.0, 21.594594594594593)"
07-12-2022 18:40:08.404904,"(7.5, 8.2, 8.092857142857142)","(2.15, 2.6, 2.5812048192771084)","(31.0, 55.0, 53.7248322147651)","(21.0, 21.0, 20.5625)","(21.0, 27.0, 26.728682170542637)","(11.0, 14.0, 13.850515463917526)","(26.0, 42.0, 41.121212121212125)","(41.0, 75.0, 72.97752808988764)","(5.5, 5.2, 5.114864864864865)","(51.0, 75.0, 76.93693693693693)","(41.0, 65.0, 64.33566433566433)","(81.0, 130.0, 124.56521739130434)","(18.0, 22.0, 21.6)"
07-12-2022 18:40:10.343908,"(7.5, 8.2, 8.066382978723404)","(2.15, 2.58, 2.5784000000000002)","(31.0, 55.0, 53.774193548387096)","(21.0, 21.0, 20.766666666666666)","(21.0, 27.0, 26.730627306273064)","(11.0, 14.0, 13.867924528301886)","(26.0, 42.0, 41.325714285714284)","(41.0, 75.0, 73.03191489361703)","(5.5, 5.2, 5.144018058690745)","(51.0, 80.0, 77.01754385964912)","(41.0, 65.0, 64.35374149659864)","(81.0, 130.0, 125.6140350877193)","(18.0, 22.0, 21.486486486486488)"
07-12-2022 18:40:12.122442,"(7.5, 8.2, 8.064655172413794)","(2.15, 2.58, 2.5784000000000002)","(31.0, 55.0, 53.774193548387096)","(21.0, 21.0, 20.766666666666666)","(21.0, 27.0, 26.730627306273064)","(11.0, 14.0, 13.872037914691942)","(26.0, 42.0, 41.303030303030305)","(41.0, 75.0, 73.13131313131314)","(5.5, 5.2, 5.178520286396181)","(51.0, 80.0, 77.04347826086956)","(41.0, 65.0, 64.41379310344827)","(81.0, 130.0, 126.3768115942029)","(18.0, 22.0, 21.53939393939394)"
07-12-2022 18:40:13.731993,"(7.5, 8.2, 8.027472527472527)","(2.15, 2.58, 2.5755045871559634)","(31.0, 55.0, 54.190140845070424)","(21.0, 21.0, 20.8)","(21.0, 28.0, 27.224358974358974)","(11.0, 14.0, 13.872037914691942)","(26.0, 42.0, 41.303030303030305)","(41.0, 75.0, 73.13131313131314)","(5.5, 5.2, 5.178520286396181)","(51.0, 80.0, 77.04347826086956)","(41.0, 65.0, 64.41379310344827)","(81.0, 130.0, 126.3768115942029)","(18.0, 22.0, 21.53939393939394)"
07-12-2022 18:40:15.614631,"(7.5, 8.2, 8.003680981595092)","(2.15, 2.6, 2.582513661202186)","(31.0, 55.0, 54.45086705202312)","(21.0, 21.0, 19.76086956521739)","(21.0, 25.0, 24.311827956989248)","(11.0, 14.0, 13.86556603773585)","(26.0, 42.0, 41.32673267326733)","(41.0, 75.0, 73.60576923076923)","(5.5, 5.2, 5.2749999999999995)","(51.0, 80.0, 76.93181818181819)","(41.0, 65.0, 64.57831325301206)","(81.0, 130.0, 126.96969696969697)","(18.0, 22.0, 21.614035087719298)"
07-12-2022 18:40:17.459001,"(7.5, 8.2, 8.057692307692307)","(2.15, 2.58, 2.5772013651877135)","(31.0, 55.0, 54.45086705202312)","(21.0, 21.0, 19.76086956521739)","(21.0, 25.0, 24.311827956989248)","(11.0, 14.0, 13.86556603773585)","(26.0, 42.0, 41.32673267326733)","(41.0, 75.0, 73.58490566037736)","(5.5, 5.3, 5.274719101123595)","(51.0, 80.0, 77.0)","(41.0, 65.0, 64.58083832335329)","(81.0, 130.0, 126.96969696969697)","(18.0, 22.0, 21.620689655172413)"
07-12-2022 18:40:19.286703,"(7.5, 8.2, 8.1075)","(2.15, 2.58, 2.578301886792453)","(31.0, 55.0, 54.45402298850575)","(21.0, 21.0, 20.16176470588235)","(21.0, 25.0, 24.495238095238093)","(11.0, 14.0, 13.867441860465116)","(26.0, 42.0, 41.33658536585366)","(41.0, 75.0, 73.58490566037736)","(5.5, 5.3, 5.242127659574468)","(51.0, 80.0, 77.0)","(41.0, 65.0, 64.58083832335329)","(81.0, 130.0, 126.96969696969697)","(18.0, 22.0, 21.620689655172413)"
07-12-2022 18:40:20.969822,"(7.5, 8.2, 8.170212765957446)","(2.15, 2.6, 2.566964856230032)","(31.0, 55.0, 54.45402298850575)","(21.0, 21.0, 20.16176470588235)","(21.0, 25.0, 24.67032967032967)","(11.0, 14.0, 13.821875)","(26.0, 42.0, 41.44973544973545)","(41.0, 75.0, 73.58490566037736)","(5.5, 5.3, 5.245559845559845)","(51.0, 80.0, 77.0)","(41.0, 65.0, 64.5906432748538)","(81.0, 130.0, 126.96969696969697)","(18.0, 22.0, 21.609467455621303)"
07-12-2022 18:40:22.521832,"(7.5, 8.2, 8.170212765957446)","(2.15, 2.58, 2.566964856230032)","(31.0, 55.0, 54.45402298850575)","(21.0, 21.0, 20.16176470588235)","(21.0, 25.0, 24.685393258426966)","(11.0, 14.0, 13.831360946745562)","(26.0, 42.0, 41.473684210526315)","(41.0, 75.0, 73.27433628318585)","(5.5, 5.3, 5.2487272727272725)","(51.0, 80.0, 77.12765957446808)","(41.0, 65.0, 64.59537572254335)","(81.0, 130.0, 127.01492537313433)","(18.0, 22.0, 21.622857142857143)"
07-12-2022 18:40:24.216701,"(7.5, 8.2, 8.110810810810811)","(2.15, 2.54, 2.5298285714285713)","(31.0, 55.0, 54.463276836158194)","(21.0, 21.0, 20.321428571428573)","(21.0, 27.0, 26.50877192982456)","(11.0, 14.0, 13.831360946745562)","(26.0, 42.0, 41.473684210526315)","(41.0, 75.0, 73.27433628318585)","(5.5, 5.3, 5.2844444444444445)","(51.0, 80.0, 77.1875)","(41.0, 65.0, 64.61956521739131)","(81.0, 130.0, 127.27272727272728)","(18.0, 22.0, 21.631284916201118)"
07-12-2022 18:40:25.934064,"(7.5, 8.2, 8.186666666666666)","(2.15, 2.54, 2.522839116719243)","(31.0, 55.0, 54.46927374301676)","(21.0, 21.0, 20.80952380952381)","(21.0, 27.0, 26.30701754385965)","(11.0, 14.0, 13.876106194690266)","(26.0, 42.0, 41.518716577540104)","(41.0, 75.0, 73.31896551724138)","(5.5, 5.3, 5.285887096774194)","(51.0, 80.0, 77.24489795918367)","(41.0, 65.0, 64.65853658536585)","(81.0, 130.0, 127.31343283582089)","(18.0, 22.0, 21.63243243243243)"
07-12-2022 18:40:27.852019,"(7.5, 8.4, 8.240522875816993)","(2.15, 2.52, 2.4937592867756315)","(31.0, 55.0, 54.62566844919786)","(21.0, 21.0, 21.15)","(21.0, 27.0, 26.47826086956522)","(11.0, 14.0, 13.955)","(26.0, 42.0, 41.556756756756755)","(41.0, 75.0, 73.61940298507463)","(5.5, 5.3, 5.2931773879142305)","(51.0, 80.0, 77.44680851063829)","(41.0, 70.0, 66.37096774193549)","(81.0, 130.0, 127.42424242424242)","(18.0, 21.0, 20.833333333333332)"
