,Manor Road,Norman,Springstreet Blues,Stable Talk,Lady Samurai,Sligo Queen,Aldane,Charge Extra,Marsh Lillie,Mullamaart,Spanish King,Tropic Sands,Turnaway
12-01-2023 13:48:25.278997,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374876847290641)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.5643478260869568)","(61.0, 110.0, 109.0909090909091)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.045801526717558)","(31.0, 40.0, 37.4)","(8.0, 10.0, 9.535483870967742)"
12-01-2023 13:48:27.023570,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374876847290641)","(16.0, 21.0, 20.714285714285715)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.5656)","(61.0, 110.0, 109.0909090909091)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.045801526717558)","(31.0, 38.0, 36.5)","(8.0, 10.0, 9.242105263157894)"
12-01-2023 13:48:28.773398,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374876847290641)","(16.0, 21.0, 20.714285714285715)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.556)","(61.0, 110.0, 113.02325581395348)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.045801526717558)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.533333333333333)"
12-01-2023 13:48:30.408143,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374876847290641)","(16.0, 21.0, 20.714285714285715)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.556)","(61.0, 120.0, 109.0909090909091)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.045801526717558)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.475)"
12-01-2023 13:48:32.044738,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374876847290641)","(16.0, 21.0, 20.714285714285715)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.556)","(61.0, 110.0, 109.0909090909091)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.045801526717558)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.475)"
12-01-2023 13:48:33.648674,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374876847290641)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.556)","(61.0, 110.0, 112.77777777777777)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 30.714285714285715)","(12.0, 15.0, 14.045801526717558)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.475)"
12-01-2023 13:48:35.385874,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374876847290641)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.556)","(61.0, 120.0, 108.71428571428571)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.045801526717558)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.475)"
12-01-2023 13:48:36.950684,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.556)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.042145593869732)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.475)"
12-01-2023 13:48:38.570300,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.556)","(61.0, 110.0, 113.18181818181819)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.042145593869732)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.475)"
12-01-2023 13:48:40.194035,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.556)","(61.0, 120.0, 111.66666666666667)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.042145593869732)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.475)"
12-01-2023 13:48:41.919628,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.58, 2.5324528301886793)","(61.0, 120.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 14.042145593869732)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.450000000000001)"
12-01-2023 13:48:43.480321,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5417021276595744)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 15.0, 13.375)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.450000000000001)"
12-01-2023 13:48:45.183716,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5615873015873016)","(61.0, 110.0, 113.18181818181819)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 14.0, 13.380952380952381)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.450000000000001)"
12-01-2023 13:48:46.806578,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5348148148148146)","(61.0, 120.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 14.0, 13.826923076923077)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.450000000000001)"
12-01-2023 13:48:48.346666,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5348148148148146)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(12.0, 14.0, 13.826923076923077)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.450000000000001)"
12-01-2023 13:48:49.849498,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5348148148148146)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.307692307692307)","(12.0, 14.0, 13.826923076923077)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.450000000000001)"
12-01-2023 13:48:51.334328,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5348148148148146)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.307692307692307)","(12.0, 14.0, 13.4)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.450000000000001)"
12-01-2023 13:48:52.918406,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5348148148148146)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.307692307692307)","(11.0, 14.0, 13.4)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.450000000000001)"
12-01-2023 13:48:54.476174,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5366666666666666)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(11.0, 14.0, 13.4)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:48:55.990728,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.376439790575916)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5366666666666666)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(11.0, 14.0, 13.4)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:48:57.614105,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.376439790575916)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5366666666666666)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(11.0, 14.0, 13.4)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:48:59.152487,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.376439790575916)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.5366666666666666)","(61.0, 110.0, 113.18181818181819)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.18181818181818)","(11.0, 14.0, 13.930232558139535)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:00.658593,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.62, 2.533846153846154)","(61.0, 120.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.1)","(11.0, 14.0, 13.930232558139535)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:02.197719,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.64, 2.533846153846154)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.1)","(11.0, 14.0, 13.930232558139535)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:03.743706,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.571428571428573)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.64, 2.5324137931034483)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 52.10526315789474)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.1)","(11.0, 14.0, 13.926829268292684)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:05.278152,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.684210526315788)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.64, 2.5363636363636366)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 55.0, 48.54545454545455)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.1)","(11.0, 14.0, 13.926829268292684)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:06.742355,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.684210526315788)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.64, 2.5363636363636366)","(61.0, 110.0, 111.66666666666667)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 47.0)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.1)","(11.0, 14.0, 13.926829268292684)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:08.282226,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.7)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.64, 2.5363636363636366)","(61.0, 120.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 47.07692307692308)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.926829268292684)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:09.894989,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.7)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.64, 2.5620000000000003)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:11.291130,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.7)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.66, 2.5620000000000003)","(61.0, 110.0, 113.18181818181819)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:12.719771,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.7)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.66, 2.5620000000000003)","(61.0, 120.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(31.0, 38.0, 37.0)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:14.416976,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.6)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.66, 2.5620000000000003)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(31.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:15.995145,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.6)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.66, 2.5620000000000003)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(31.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:17.529249,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.6)","(31.0, 46.0, 44.94117647058823)","(2.15, 2.66, 2.5620000000000003)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(31.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:19.155415,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 45.14285714285714)","(2.2, 2.66, 2.59)","(61.0, 110.0, 111.66666666666667)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(26.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:20.732977,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 45.14285714285714)","(2.2, 2.66, 2.59)","(61.0, 120.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(26.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:22.267166,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 45.14285714285714)","(2.2, 2.66, 2.59)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.936170212765958)","(26.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:23.848777,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 45.14285714285714)","(2.2, 2.66, 2.59)","(61.0, 110.0, 113.18181818181819)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.91891891891892)","(26.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:25.362994,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.374242424242425)","(16.0, 21.0, 20.6)","(31.0, 46.0, 45.14285714285714)","(2.2, 2.66, 2.584)","(61.0, 120.0, 108.33333333333333)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.911764705882353)","(26.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:26.770089,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.3, 4.297814207650273)","(16.0, 21.0, 20.6)","(31.0, 46.0, 45.14285714285714)","(2.2, 2.64, 2.584)","(61.0, 110.0, 108.33333333333333)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.25)","(11.0, 14.0, 13.911764705882353)","(26.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.49)"
12-01-2023 13:49:28.164910,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.3, 4.297814207650273)","(16.0, 21.0, 20.6)","(31.0, 46.0, 45.14285714285714)","(2.2, 2.64, 2.584)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.076923076923077)","(11.0, 14.0, 13.911764705882353)","(26.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:29.617251,"(51.0, 80.0, 78.65079365079364)","(3.7, 4.4, 4.377040816326531)","(16.0, 21.0, 20.6)","(31.0, 46.0, 45.14285714285714)","(2.2, 2.64, 2.5985185185185187)","(61.0, 110.0, 109.11764705882354)","(101.0, 350.0, 342.7586206896552)","(41.0, 50.0, 46.888888888888886)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.076923076923077)","(11.0, 14.0, 13.911764705882353)","(26.0, 38.0, 36.73684210526316)","(8.0, 10.0, 9.622222222222222)"
12-01-2023 13:49:31.681006,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.4, 4.379638009049774)","(16.0, 21.0, 20.76923076923077)","(31.0, 46.0, 45.21739130434783)","(2.2, 2.64, 2.6232835820895524)","(61.0, 110.0, 111.83673469387756)","(101.0, 350.0, 343.0)","(41.0, 50.0, 47.2)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.294117647058822)","(12.0, 14.0, 13.9375)","(26.0, 38.0, 36.90909090909091)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:33.205761,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.4, 4.379638009049774)","(16.0, 21.0, 19.666666666666668)","(31.0, 46.0, 45.21739130434783)","(2.2, 2.64, 2.6232835820895524)","(61.0, 120.0, 109.14285714285714)","(101.0, 350.0, 343.0)","(41.0, 50.0, 47.38461538461539)","(101.0, 220.0, 205.0)","(21.0, 32.0, 30.52777777777778)","(12.0, 14.0, 13.9375)","(26.0, 38.0, 36.90909090909091)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:34.774139,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.4, 4.379638009049774)","(16.0, 22.0, 20.6)","(31.0, 46.0, 45.21739130434783)","(2.15, 2.64, 2.6232835820895524)","(61.0, 110.0, 113.33333333333334)","(101.0, 350.0, 343.0)","(41.0, 50.0, 47.2)","(101.0, 220.0, 205.0)","(21.0, 34.0, 31.357142857142858)","(12.0, 14.0, 13.9375)","(26.0, 38.0, 36.90909090909091)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:36.226637,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.4, 4.378048780487805)","(16.0, 21.0, 19.666666666666668)","(31.0, 46.0, 45.21739130434783)","(2.15, 2.64, 2.6232835820895524)","(61.0, 120.0, 108.37837837837839)","(101.0, 350.0, 343.0)","(41.0, 50.0, 47.2)","(101.0, 220.0, 205.0)","(21.0, 32.0, 30.52777777777778)","(12.0, 14.0, 13.9375)","(26.0, 38.0, 36.90909090909091)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:38.252264,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.4, 4.296116504854369)","(16.0, 22.0, 20.6)","(31.0, 46.0, 45.21739130434783)","(2.15, 2.64, 2.6103030303030303)","(61.0, 110.0, 108.37837837837839)","(101.0, 350.0, 343.0)","(41.0, 50.0, 47.38461538461539)","(101.0, 220.0, 205.0)","(21.0, 34.0, 31.357142857142858)","(12.0, 14.0, 13.9375)","(26.0, 38.0, 36.90909090909091)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:39.961881,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.3, 4.291469194312796)","(16.0, 21.0, 19.666666666666668)","(31.0, 46.0, 45.21739130434783)","(2.15, 2.64, 2.6103030303030303)","(61.0, 110.0, 109.14285714285714)","(101.0, 350.0, 343.0)","(31.0, 50.0, 47.2)","(101.0, 220.0, 205.0)","(21.0, 32.0, 31.1)","(12.0, 14.0, 13.9375)","(26.0, 38.0, 38.857142857142854)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:41.642207,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.3, 4.296116504854369)","(16.0, 22.0, 20.6)","(31.0, 46.0, 45.21739130434783)","(2.15, 2.64, 2.6103030303030303)","(61.0, 110.0, 109.14285714285714)","(101.0, 350.0, 343.0)","(31.0, 50.0, 47.38461538461539)","(101.0, 220.0, 206.66666666666666)","(21.0, 32.0, 31.357142857142858)","(12.0, 14.0, 13.9375)","(26.0, 40.0, 37.14285714285714)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:43.254025,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.3, 4.296116504854369)","(16.0, 21.0, 19.666666666666668)","(31.0, 46.0, 45.21739130434783)","(2.15, 2.64, 2.604)","(61.0, 110.0, 109.14285714285714)","(101.0, 350.0, 343.0)","(31.0, 50.0, 47.38461538461539)","(101.0, 220.0, 206.66666666666666)","(21.0, 32.0, 30.52777777777778)","(12.0, 14.0, 13.826923076923077)","(26.0, 38.0, 38.857142857142854)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:44.708358,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.3, 4.296116504854369)","(16.0, 22.0, 20.333333333333332)","(31.0, 46.0, 45.21739130434783)","(2.15, 2.68, 2.625714285714286)","(61.0, 110.0, 113.33333333333334)","(101.0, 350.0, 343.0)","(31.0, 50.0, 47.38461538461539)","(101.0, 220.0, 206.66666666666666)","(21.0, 34.0, 31.0625)","(12.0, 14.0, 13.826923076923077)","(26.0, 40.0, 39.2)","(8.0, 10.0, 9.73157894736842)"
12-01-2023 13:49:46.167974,"(51.0, 80.0, 78.6923076923077)","(3.7, 4.3, 4.296116504854369)","(16.0, 21.0, 20.333333333333332)","(31.0, 46.0, 45.21739130434783)","(2.15, 2.68, 2.5761538461538462)","(61.0, 120.0, 110.76923076923077)","(101.0, 350.0, 343.0)","(31.0, 50.0, 47.38461538461539)","(101.0, 220.0, 206.66666666666666)","(21.0, 32.0, 31.0625)","(12.0, 14.0, 13.826923076923077)","(26.0, 40.0, 37.5)","(8.0, 10.0, 9.73157894736842)"
