,Rhythmic Ruler,Emjay,Steinbeck,East Of India,Potential Grizzly,Math Man Marco,Pour Me A Double
15-12-2022 12:16:52.589315,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.4, 8.77837837837838)","(2.1, 2.38, 2.3499999999999996)","(11.0, 15.5, 14.5)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:53.714484,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.4, 8.741463414634147)","(2.1, 2.38, 2.3499999999999996)","(11.0, 15.5, 15.055555555555555)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:54.682335,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.4, 8.8375)","(2.1, 2.38, 2.3499999999999996)","(11.0, 15.5, 15.055555555555555)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:55.685449,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.4, 8.8375)","(2.1, 2.38, 2.363928571428571)","(11.0, 15.5, 15.055555555555555)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:56.937970,"(13.0, 19.0, 18.928571428571427)","(7.0, 9.4, 8.703225806451613)","(2.1, 2.38, 2.331063829787234)","(11.0, 15.5, 15.666666666666666)","(15.0, 23.0, 19.884615384615383)","(4.0, 5.2, 5.090909090909091)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:57.872602,"(13.0, 19.0, 18.941176470588236)","(7.0, 9.4, 8.703225806451613)","(2.1, 2.38, 2.331063829787234)","(11.0, 16.0, 15.666666666666666)","(15.0, 25.0, 19.333333333333332)","(4.0, 5.2, 5.090909090909091)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:58.827874,"(13.0, 19.0, 18.941176470588236)","(7.0, 9.4, 8.718518518518518)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.0, 15.666666666666666)","(15.0, 25.0, 19.333333333333332)","(4.0, 5.2, 5.090909090909091)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:59.839895,"(13.0, 19.0, 18.941176470588236)","(7.0, 9.4, 8.718518518518518)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.5, 16.1)","(15.0, 25.0, 19.333333333333332)","(4.0, 5.2, 5.090909090909091)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:00.860722,"(13.0, 19.0, 18.941176470588236)","(7.0, 9.4, 8.718518518518518)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.5, 16.1)","(15.0, 25.0, 19.333333333333332)","(4.0, 5.2, 5.133333333333334)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:01.777395,"(13.0, 19.0, 18.75)","(7.0, 9.4, 8.703225806451613)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.5, 16.184210526315788)","(15.0, 25.0, 19.333333333333332)","(4.0, 5.2, 5.133333333333334)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:02.815219,"(13.0, 19.0, 18.75)","(7.0, 9.4, 8.703225806451613)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.5, 16.184210526315788)","(15.0, 25.0, 22.0)","(4.0, 5.2, 5.133333333333334)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:03.791606,"(13.0, 19.0, 18.75)","(7.0, 9.4, 8.703225806451613)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.0, 15.523809523809524)","(15.0, 24.0, 22.0)","(4.0, 5.2, 5.133333333333334)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:04.692878,"(13.0, 19.0, 18.85)","(7.0, 9.4, 8.703225806451613)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.0, 15.583333333333334)","(15.0, 24.0, 22.0)","(4.0, 5.2, 5.133333333333334)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:05.627865,"(13.0, 19.0, 18.85)","(7.0, 9.4, 8.703225806451613)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.0, 15.583333333333334)","(15.0, 24.0, 22.0)","(4.0, 5.2, 5.133333333333334)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:06.593962,"(13.0, 19.0, 18.85)","(7.0, 9.4, 8.703225806451613)","(2.1, 2.38, 2.3686315789473684)","(11.0, 16.0, 15.272727272727273)","(15.0, 24.0, 22.0)","(4.0, 5.2, 5.161290322580645)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:07.557712,"(13.0, 19.0, 18.9)","(7.0, 9.4, 8.710344827586207)","(2.1, 2.38, 2.359230769230769)","(11.0, 16.0, 15.529411764705882)","(15.0, 24.0, 21.333333333333332)","(4.0, 5.2, 5.1625000000000005)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:08.487121,"(13.0, 19.0, 18.9)","(7.0, 9.4, 8.710344827586207)","(2.1, 2.38, 2.359230769230769)","(11.0, 16.0, 15.529411764705882)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.1625000000000005)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:09.413933,"(13.0, 19.0, 18.9)","(7.0, 9.4, 8.710344827586207)","(2.1, 2.38, 2.359230769230769)","(11.0, 16.5, 16.166666666666668)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.1625000000000005)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:10.321803,"(13.0, 19.0, 18.9)","(7.0, 9.4, 8.710344827586207)","(2.1, 2.38, 2.359230769230769)","(11.0, 16.5, 16.166666666666668)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.1625000000000005)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:11.243230,"(13.0, 19.0, 18.9)","(7.0, 9.4, 8.710344827586207)","(2.1, 2.38, 2.3125)","(11.0, 16.5, 16.166666666666668)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.118181818181818)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:12.214943,"(13.0, 19.0, 18.9)","(7.0, 9.4, 8.82857142857143)","(2.1, 2.38, 2.3288)","(11.0, 16.5, 16.166666666666668)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.118181818181818)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:13.223777,"(13.0, 19.0, 18.91176470588235)","(7.0, 9.4, 8.82857142857143)","(2.1, 2.38, 2.3288)","(11.0, 16.5, 16.166666666666668)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.118181818181818)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:14.219952,"(13.0, 19.0, 18.91176470588235)","(7.0, 9.4, 8.82857142857143)","(2.1, 2.36, 2.3360975609756096)","(11.0, 16.5, 16.166666666666668)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 4.9)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:15.174296,"(13.0, 19.0, 18.91176470588235)","(7.0, 9.4, 8.82857142857143)","(2.1, 2.36, 2.292)","(11.0, 16.5, 16.25)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.0, 4.9)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:16.205172,"(13.0, 19.0, 18.91176470588235)","(7.0, 9.4, 8.82857142857143)","(2.1, 2.36, 2.292)","(11.0, 16.0, 15.818181818181818)","(15.0, 23.0, 20.0)","(4.0, 5.0, 4.9)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:17:17.332118,"(13.0, 19.0, 18.875)","(7.0, 9.4, 8.882352941176471)","(2.1, 2.36, 2.2701886792452832)","(11.0, 16.0, 15.25)","(15.0, 23.0, 20.333333333333332)","(4.0, 5.0, 4.885714285714285)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:18.422435,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.017391304347827)","(2.1, 2.36, 2.2701886792452832)","(11.0, 16.0, 15.25)","(15.0, 24.0, 20.333333333333332)","(4.0, 5.0, 4.885714285714285)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:19.421144,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 8.948717948717949)","(2.1, 2.36, 2.2701886792452832)","(11.0, 16.0, 15.25)","(15.0, 24.0, 20.333333333333332)","(4.0, 5.0, 4.885714285714285)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:20.709542,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 8.948717948717949)","(2.1, 2.36, 2.281967213114754)","(11.0, 16.0, 15.25)","(15.0, 24.0, 20.333333333333332)","(4.0, 5.0, 4.885714285714285)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:21.970565,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 8.948717948717949)","(2.1, 2.36, 2.281967213114754)","(11.0, 16.0, 15.5)","(15.0, 24.0, 20.333333333333332)","(4.0, 5.0, 4.885714285714285)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:23.085984,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.281967213114754)","(11.0, 16.5, 15.5)","(15.0, 24.0, 20.333333333333332)","(4.0, 5.0, 4.885714285714285)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:24.226899,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.281967213114754)","(11.0, 16.5, 15.5)","(15.0, 24.0, 20.333333333333332)","(4.0, 5.0, 4.92)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:25.303740,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.2723232323232323)","(11.0, 16.5, 15.5)","(15.0, 24.0, 20.333333333333332)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:26.376943,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.2723232323232323)","(11.0, 16.5, 15.5)","(15.0, 24.0, 20.333333333333332)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:27.357885,"(13.0, 19.0, 18.875)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.2911111111111113)","(11.0, 16.5, 15.5)","(15.0, 24.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:28.337693,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.248955223880597)","(11.0, 16.0, 15.666666666666666)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:29.447230,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.248955223880597)","(11.0, 16.0, 15.666666666666666)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:30.483357,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.248955223880597)","(11.0, 16.0, 15.666666666666666)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:31.544089,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.248955223880597)","(11.0, 16.0, 15.666666666666666)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:32.520216,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.3052941176470587)","(11.0, 16.0, 15.666666666666666)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:33.592333,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.3052941176470587)","(11.0, 16.0, 15.916666666666666)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:34.623708,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.3052941176470587)","(11.0, 16.5, 16.38888888888889)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:35.571934,"(13.0, 19.0, 18.934782608695652)","(7.0, 9.4, 9.033333333333333)","(2.1, 2.36, 2.3052941176470587)","(11.0, 16.5, 16.38888888888889)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:36.641818,"(13.0, 19.0, 18.863636363636363)","(7.0, 9.4, 9.033333333333333)","(2.05, 2.36, 2.3052941176470587)","(11.0, 16.5, 16.38888888888889)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:37.755905,"(13.0, 19.0, 18.95)","(7.0, 9.4, 9.033333333333333)","(2.05, 2.36, 2.284848484848485)","(11.0, 16.5, 16.38888888888889)","(15.0, 25.0, 18.88235294117647)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:38.840424,"(13.0, 19.0, 18.95)","(7.0, 9.4, 9.033333333333333)","(2.05, 2.36, 2.284848484848485)","(11.0, 16.5, 15.75)","(15.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:39.964886,"(13.0, 19.0, 18.95)","(7.0, 9.4, 9.033333333333333)","(2.05, 2.36, 2.284848484848485)","(11.0, 16.5, 15.75)","(15.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:41.273626,"(13.0, 19.0, 18.95)","(7.0, 9.4, 9.033333333333333)","(2.05, 2.36, 2.288791208791209)","(11.0, 16.5, 16.0)","(15.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:42.380642,"(13.0, 19.0, 18.95)","(7.0, 9.4, 9.033333333333333)","(2.05, 2.36, 2.288791208791209)","(11.0, 16.5, 16.0)","(15.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:43.469589,"(13.0, 19.0, 18.95)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.298867924528302)","(11.0, 16.5, 16.0)","(15.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:44.554307,"(13.0, 19.0, 18.95)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.298867924528302)","(11.0, 16.5, 16.26923076923077)","(15.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:45.561190,"(13.0, 19.0, 18.95)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.298867924528302)","(11.0, 16.5, 16.26923076923077)","(15.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:46.610651,"(13.0, 19.0, 18.95)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.298867924528302)","(11.0, 16.5, 16.692307692307693)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:47.695270,"(13.0, 19.0, 18.951612903225808)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.2816)","(11.0, 17.0, 16.692307692307693)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:48.728990,"(13.0, 19.0, 18.951612903225808)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.262)","(11.0, 17.0, 16.692307692307693)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:49.786580,"(13.0, 19.0, 18.951612903225808)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.2603076923076926)","(11.0, 17.0, 16.692307692307693)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:50.889284,"(13.0, 19.0, 18.951612903225808)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.2603076923076926)","(11.0, 17.0, 16.692307692307693)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:52.003059,"(13.0, 19.0, 18.951612903225808)","(7.0, 9.4, 8.985185185185186)","(2.05, 2.36, 2.2603076923076926)","(11.0, 17.0, 16.75)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:53.223482,"(13.0, 19.0, 18.951612903225808)","(7.0, 9.4, 8.985185185185186)","(1.95, 2.36, 2.2603076923076926)","(11.0, 17.0, 16.3125)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:54.618265,"(13.0, 19.0, 18.951612903225808)","(7.0, 9.4, 8.985185185185186)","(1.95, 2.36, 2.2603076923076926)","(11.0, 16.5, 16.3125)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:55.966780,"(13.0, 19.0, 18.951612903225808)","(7.0, 9.4, 8.985185185185186)","(1.95, 2.36, 2.2603076923076926)","(11.0, 16.5, 16.3125)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:57.098518,"(13.0, 19.0, 18.951612903225808)","(7.5, 9.4, 8.985185185185186)","(1.95, 2.36, 2.250169491525424)","(11.0, 16.5, 16.3125)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:58.327596,"(13.0, 19.0, 18.9375)","(7.5, 9.4, 8.985185185185186)","(1.95, 2.36, 2.250169491525424)","(11.0, 16.5, 16.3125)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.897297297297297)","(9.0, 12.0, 11.4)"
15-12-2022 12:17:59.551144,"(13.0, 20.0, 19.647058823529413)","(7.5, 9.4, 8.96078431372549)","(1.95, 2.36, 2.250169491525424)","(11.0, 16.5, 16.285714285714285)","(16.0, 25.0, 19.4)","(4.0, 5.0, 4.81)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:00.717498,"(13.0, 20.0, 19.647058823529413)","(7.5, 9.4, 9.0)","(1.95, 2.36, 2.250169491525424)","(11.0, 17.0, 16.789473684210527)","(16.0, 25.0, 20.2)","(4.0, 5.0, 4.81)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:01.833593,"(13.0, 20.0, 19.647058823529413)","(7.5, 9.4, 9.0)","(1.95, 2.36, 2.281951219512195)","(11.0, 17.0, 17.142857142857142)","(16.0, 25.0, 20.2)","(4.0, 5.0, 4.75)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:03.359973,"(13.0, 20.0, 19.73913043478261)","(7.5, 9.4, 8.952)","(1.95, 2.36, 2.295)","(11.0, 17.5, 17.142857142857142)","(16.0, 25.0, 18.41176470588235)","(4.0, 5.0, 4.797872340425532)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:04.662433,"(13.0, 20.0, 19.73913043478261)","(7.5, 9.4, 8.952)","(1.95, 2.34, 2.28)","(11.0, 17.5, 17.142857142857142)","(16.0, 25.0, 18.41176470588235)","(4.0, 5.0, 4.797872340425532)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:06.028893,"(13.0, 20.0, 19.73913043478261)","(7.5, 9.4, 8.952)","(1.95, 2.34, 2.28)","(11.0, 17.5, 16.714285714285715)","(16.0, 25.0, 19.526315789473685)","(4.0, 5.0, 4.638095238095238)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:07.036258,"(13.0, 20.0, 19.4375)","(7.5, 9.4, 8.952)","(1.95, 2.34, 2.28)","(11.0, 17.0, 16.714285714285715)","(16.0, 25.0, 19.22222222222222)","(4.0, 5.0, 4.638095238095238)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:08.122953,"(13.0, 20.0, 19.785714285714285)","(7.5, 9.4, 8.952)","(1.95, 2.34, 2.28)","(11.0, 17.0, 16.714285714285715)","(16.0, 25.0, 19.22222222222222)","(4.0, 5.0, 4.638095238095238)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:09.580318,"(13.0, 20.0, 19.785714285714285)","(7.5, 9.4, 8.952)","(1.95, 2.34, 2.28)","(11.0, 17.0, 16.714285714285715)","(16.0, 25.0, 19.526315789473685)","(4.0, 5.0, 4.638095238095238)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:10.856152,"(13.0, 20.0, 19.785714285714285)","(7.5, 9.4, 8.952)","(1.95, 2.34, 2.28)","(11.0, 17.0, 16.714285714285715)","(16.0, 25.0, 19.22222222222222)","(4.0, 5.0, 4.638095238095238)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:12.450099,"(13.0, 20.0, 19.785714285714285)","(7.5, 9.4, 8.952)","(1.95, 2.34, 2.28)","(11.0, 17.0, 16.285714285714285)","(16.0, 25.0, 19.22222222222222)","(4.0, 5.0, 4.638095238095238)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:13.579311,"(13.0, 20.0, 19.763157894736842)","(7.5, 9.4, 8.952)","(1.95, 2.34, 2.3049999999999997)","(11.0, 16.5, 16.285714285714285)","(16.0, 25.0, 19.526315789473685)","(4.0, 5.0, 4.638095238095238)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:14.854513,"(14.0, 20.0, 19.763157894736842)","(7.5, 9.4, 8.952)","(2.0, 2.38, 2.336923076923077)","(11.0, 16.5, 16.285714285714285)","(16.0, 25.0, 19.8)","(4.0, 5.0, 4.638095238095238)","(9.0, 12.0, 11.4)"
15-12-2022 12:18:16.084297,"(14.0, 20.0, 19.833333333333332)","(7.5, 9.4, 8.966666666666667)","(2.0, 2.38, 2.32)","(11.0, 16.5, 16.384615384615383)","(16.0, 25.0, 20.9375)","(4.0, 5.0, 4.740909090909091)","(9.0, 12.0, 11.434782608695652)"
15-12-2022 12:18:17.381450,"(14.0, 20.0, 19.85)","(7.5, 9.4, 8.966666666666667)","(2.0, 2.38, 2.36)","(11.0, 16.5, 17.142857142857142)","(16.0, 25.0, 20.714285714285715)","(4.0, 5.0, 4.757142857142857)","(9.0, 12.0, 11.434782608695652)"
15-12-2022 12:18:18.572343,"(14.0, 20.0, 19.869565217391305)","(7.5, 9.4, 8.966666666666667)","(2.0, 2.38, 2.36)","(11.0, 17.5, 17.142857142857142)","(16.0, 25.0, 20.714285714285715)","(4.0, 4.9, 4.757142857142857)","(9.0, 12.0, 11.434782608695652)"
15-12-2022 12:18:19.644282,"(14.0, 22.0, 21.25)","(7.5, 9.4, 8.966666666666667)","(2.0, 2.36, 2.3249999999999997)","(11.0, 17.5, 17.142857142857142)","(16.0, 25.0, 19.84375)","(4.0, 4.9, 4.757142857142857)","(9.0, 12.0, 11.434782608695652)"
15-12-2022 12:18:20.764524,"(14.0, 22.0, 21.25)","(7.5, 9.4, 8.966666666666667)","(2.0, 2.36, 2.3249999999999997)","(11.0, 17.5, 17.236842105263158)","(16.0, 25.0, 20.5)","(4.0, 4.9, 4.776923076923077)","(9.0, 12.0, 11.071428571428571)"
15-12-2022 12:18:21.859305,"(14.0, 25.0, 22.25)","(7.5, 9.2, 8.62962962962963)","(2.0, 2.36, 2.333333333333333)","(11.0, 17.5, 17.236842105263158)","(16.0, 25.0, 20.57894736842105)","(4.0, 4.9, 4.872222222222223)","(9.0, 12.5, 11.137931034482758)"
15-12-2022 12:18:22.900626,"(14.0, 30.0, 25.0)","(7.5, 9.2, 7.670588235294118)","(2.0, 2.34, 2.316923076923077)","(11.0, 18.0, 16.333333333333332)","(16.0, 25.0, 21.15)","(4.0, 4.9, 4.847826086956522)","(9.0, 13.0, 11.2)"
15-12-2022 12:18:24.036384,"(14.0, 30.0, 25.0)","(7.5, 7.2, 6.955555555555556)","(2.0, 2.36, 2.399574468085106)","(11.0, 18.0, 17.59090909090909)","(16.0, 25.0, 21.5)","(4.0, 4.9, 4.854545454545455)","(9.0, 13.0, 11.2)"
15-12-2022 12:18:25.155604,"(14.0, 30.0, 25.0)","(7.5, 7.2, 6.955555555555556)","(2.0, 2.42, 2.393333333333333)","(11.0, 18.5, 17.59090909090909)","(16.0, 25.0, 21.5)","(4.0, 4.9, 4.823076923076924)","(9.0, 13.0, 11.2)"
15-12-2022 12:18:26.346719,"(14.0, 30.0, 26.5)","(7.5, 7.2, 8.528571428571428)","(2.0, 2.4, 2.42)","(11.0, 18.5, 17.38888888888889)","(16.0, 25.0, 21.31578947368421)","(4.0, 4.9, 4.083018867924529)","(9.0, 13.0, 11.2)"
15-12-2022 12:18:27.375692,"(14.0, 30.0, 29.272727272727273)","(7.5, 9.0, 8.528571428571428)","(2.0, 2.46, 2.42)","(11.0, 18.5, 17.38888888888889)","(16.0, 25.0, 21.31578947368421)","(4.0, 4.2, 4.064705882352941)","(9.0, 13.0, 10.954545454545455)"
15-12-2022 12:18:28.363386,"(14.0, 32.0, 23.5625)","(7.5, 9.0, 8.46)","(2.0, 2.44, 2.3480851063829786)","(11.0, 24.0, 19.636363636363637)","(16.0, 25.0, 21.38888888888889)","(4.0, 4.2, 4.023076923076923)","(9.0, 13.0, 10.75)"
15-12-2022 12:18:29.513252,"(14.0, 32.0, 25.0)","(7.5, 9.0, 7.863157894736842)","(2.0, 2.44, 2.2705882352941176)","(11.0, 24.0, 20.57142857142857)","(16.0, 25.0, 21.307692307692307)","(4.0, 4.2, 4.1)","(9.0, 11.0, 11.266666666666667)"
15-12-2022 12:18:30.647659,"(14.0, 32.0, 25.875)","(7.5, 8.6, 8.28)","(2.0, 2.38, 2.289824561403509)","(11.0, 24.0, 22.0)","(16.0, 25.0, 21.470588235294116)","(4.0, 4.2, 4.118181818181818)","(9.0, 13.0, 11.142857142857142)"
15-12-2022 12:18:31.682201,"(14.0, 32.0, 25.875)","(7.5, 8.6, 8.28)","(2.0, 2.36, 2.2966037735849056)","(11.0, 24.0, 22.0)","(16.0, 25.0, 21.307692307692307)","(4.0, 4.2, 3.93135593220339)","(9.0, 13.0, 11.030303030303031)"
15-12-2022 12:18:32.853250,"(14.0, 32.0, 25.875)","(7.5, 8.6, 8.3)","(2.0, 2.36, 2.319230769230769)","(11.0, 24.0, 21.5)","(16.0, 25.0, 22.333333333333332)","(4.0, 4.0, 4.183333333333334)","(9.0, 13.0, 11.16)"
15-12-2022 12:18:34.072075,"(14.0, 30.0, 27.0)","(7.5, 9.0, 8.142857142857142)","(2.0, 2.34, 2.3233333333333333)","(11.0, 24.0, 22.0)","(16.0, 25.0, 22.333333333333332)","(4.0, 4.2, 3.905072463768116)","(9.0, 13.0, 10.87037037037037)"
