,Fast Foils,Four Outlaws,Badonkidonk,Fifth Husband,Bossy Britches,West Cliff,Red Hot Chillypins,Denominator,Haleakala
04-01-2023 14:47:43.397826,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.253965183752418)","(1.85, 2.02, 2.0165116279069766)","(14.0, 17.0, 17.07894736842105)","(7.5, 11.0, 10.771084337349398)","(11.0, 15.5, 14.893258426966293)","(21.0, 32.0, 31.75)","(101.0, 300.0, 294.2857142857143)","(101.0, 190.0, 167.5)"
04-01-2023 14:47:44.717320,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.253965183752418)","(1.85, 2.02, 2.002834331337325)","(14.0, 17.5, 17.07894736842105)","(7.5, 11.0, 10.771084337349398)","(11.0, 15.5, 14.885542168674698)","(21.0, 32.0, 31.783783783783782)","(101.0, 300.0, 294.2857142857143)","(101.0, 190.0, 166.66666666666666)"
04-01-2023 14:47:45.915749,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.256707317073171)","(1.85, 2.0, 1.9922759856630825)","(14.0, 17.5, 17.267605633802816)","(7.5, 11.0, 10.835443037974684)","(11.0, 15.5, 14.9375)","(21.0, 32.0, 31.77777777777778)","(101.0, 300.0, 247.5)","(101.0, 180.0, 162.85714285714286)"
04-01-2023 14:47:47.144264,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.263796909492274)","(1.85, 2.0, 1.9922759856630825)","(14.0, 18.0, 17.192307692307693)","(7.5, 11.0, 10.835443037974684)","(11.0, 15.0, 14.8125)","(21.0, 32.0, 31.757575757575758)","(101.0, 300.0, 265.0)","(101.0, 180.0, 162.85714285714286)"
04-01-2023 14:47:48.346602,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.264113785557987)","(1.85, 2.0, 1.9922759856630825)","(14.0, 18.0, 17.444444444444443)","(7.5, 11.0, 10.845238095238095)","(11.0, 15.0, 14.944444444444445)","(21.0, 32.0, 31.757575757575758)","(101.0, 290.0, 273.3333333333333)","(101.0, 180.0, 162.85714285714286)"
04-01-2023 14:47:49.642348,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.260765550239235)","(1.85, 2.0, 1.9922759856630825)","(14.0, 17.5, 17.444444444444443)","(7.5, 11.0, 10.86021505376344)","(11.0, 15.0, 14.947368421052632)","(21.0, 32.0, 31.783783783783782)","(101.0, 290.0, 270.8333333333333)","(101.0, 180.0, 165.0)"
04-01-2023 14:47:50.946784,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.257553956834532)","(1.85, 2.0, 2.014162679425837)","(14.0, 17.5, 17.733333333333334)","(7.5, 11.0, 10.852272727272727)","(11.0, 15.0, 14.793103448275861)","(21.0, 32.0, 31.783783783783782)","(101.0, 300.0, 268.8888888888889)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:47:52.229866,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.257553956834532)","(1.85, 2.02, 2.014577777777778)","(14.0, 18.0, 17.705479452054796)","(7.5, 11.0, 10.852272727272727)","(11.0, 15.0, 14.793103448275861)","(21.0, 32.0, 31.733333333333334)","(101.0, 300.0, 274.54545454545456)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:47:53.485272,"(51.0, 110.0, 108.42105263157895)","(3.5, 4.3, 4.257553956834532)","(1.85, 2.02, 2.015634028892456)","(14.0, 18.0, 16.704379562043794)","(7.5, 11.0, 10.791208791208792)","(11.0, 15.0, 14.704918032786885)","(21.0, 32.0, 31.647058823529413)","(101.0, 300.0, 274.54545454545456)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:47:54.769510,"(51.0, 110.0, 108.96551724137932)","(3.5, 4.3, 4.257451923076923)","(1.85, 2.02, 2.015772357723577)","(14.0, 17.0, 16.693181818181817)","(7.5, 11.0, 10.791208791208792)","(11.0, 15.0, 14.704918032786885)","(21.0, 32.0, 31.684210526315788)","(101.0, 300.0, 274.54545454545456)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:47:56.025775,"(51.0, 110.0, 108.96551724137932)","(3.5, 4.3, 4.257451923076923)","(1.85, 2.02, 2.015886287625418)","(14.0, 17.0, 16.61627906976744)","(7.5, 11.0, 10.776470588235295)","(11.0, 15.0, 14.704918032786885)","(21.0, 32.0, 31.684210526315788)","(101.0, 300.0, 274.54545454545456)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:47:57.334407,"(51.0, 110.0, 108.96551724137932)","(3.5, 4.3, 4.249303621169917)","(1.85, 2.02, 2.016289592760181)","(14.0, 17.0, 16.621951219512194)","(7.5, 11.0, 10.815533980582524)","(11.0, 15.0, 14.846153846153847)","(21.0, 32.0, 29.28395061728395)","(101.0, 300.0, 282.5)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:47:58.615941,"(51.0, 110.0, 108.96551724137932)","(3.5, 4.3, 4.254040404040404)","(1.85, 2.02, 2.0177133655394526)","(14.0, 17.0, 16.638297872340427)","(7.5, 11.0, 10.875)","(11.0, 15.0, 14.827586206896552)","(21.0, 30.0, 29.51219512195122)","(101.0, 300.0, 276.6666666666667)","(101.0, 180.0, 166.66666666666666)"
04-01-2023 14:47:59.886544,"(51.0, 110.0, 108.96551724137932)","(3.5, 4.3, 4.254726368159204)","(1.85, 2.02, 2.018363939899833)","(14.0, 17.0, 16.823529411764707)","(7.5, 11.0, 10.948051948051948)","(11.0, 15.0, 14.592436974789916)","(26.0, 30.0, 29.545454545454547)","(101.0, 300.0, 282.0)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:01.236128,"(51.0, 110.0, 109.62962962962963)","(3.5, 4.3, 4.253488372093023)","(1.85, 2.02, 2.0134666666666665)","(14.0, 17.0, 16.796610169491526)","(7.5, 11.0, 11.05921052631579)","(11.0, 15.5, 14.795918367346939)","(26.0, 30.0, 29.545454545454547)","(101.0, 300.0, 284.0)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:48:02.515959,"(61.0, 110.0, 109.62962962962963)","(3.5, 4.3, 4.25076923076923)","(1.85, 2.02, 2.011967213114754)","(14.0, 17.0, 16.80188679245283)","(8.0, 11.5, 10.939024390243903)","(11.0, 15.0, 14.795918367346939)","(26.0, 30.0, 29.545454545454547)","(101.0, 300.0, 268.57142857142856)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:48:03.831598,"(61.0, 110.0, 109.54545454545455)","(3.5, 4.3, 4.253400503778337)","(1.85, 2.02, 1.99468330134357)","(14.0, 17.0, 16.872093023255815)","(8.0, 11.5, 11.136842105263158)","(11.0, 15.0, 14.846153846153847)","(26.0, 30.0, 29.571428571428573)","(101.0, 300.0, 268.57142857142856)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:05.094980,"(61.0, 110.0, 90.0)","(3.5, 4.3, 4.253400503778337)","(1.85, 2.0, 1.995247311827957)","(14.0, 17.0, 16.96153846153846)","(8.0, 11.5, 11.161764705882353)","(11.0, 15.0, 14.729885057471265)","(26.0, 30.0, 29.594594594594593)","(101.0, 300.0, 270.6666666666667)","(101.0, 180.0, 164.0)"
04-01-2023 14:48:06.415623,"(61.0, 95.0, 85.29411764705883)","(3.5, 4.3, 4.260519480519481)","(1.85, 2.0, 1.9958768656716417)","(14.0, 17.0, 16.948275862068964)","(8.0, 11.5, 11.161764705882353)","(11.0, 15.5, 14.62987012987013)","(26.0, 30.0, 29.523809523809526)","(101.0, 300.0, 280.0)","(101.0, 180.0, 164.0)"
04-01-2023 14:48:07.692122,"(61.0, 95.0, 82.5)","(3.5, 4.3, 4.260519480519481)","(1.85, 2.0, 1.9979545454545455)","(14.0, 17.0, 16.716666666666665)","(8.0, 11.5, 11.222222222222221)","(11.0, 15.5, 14.711764705882352)","(26.0, 30.0, 29.523809523809526)","(101.0, 300.0, 277.14285714285717)","(101.0, 180.0, 164.0)"
04-01-2023 14:48:09.076994,"(51.0, 90.0, 82.3076923076923)","(3.5, 4.3, 4.2522012578616355)","(1.85, 2.0, 2.015084745762712)","(14.0, 17.0, 16.716666666666665)","(8.0, 11.5, 11.172619047619047)","(11.0, 15.5, 14.594594594594595)","(26.0, 30.0, 29.571428571428573)","(101.0, 300.0, 277.14285714285717)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:10.401050,"(51.0, 90.0, 81.66666666666667)","(3.5, 4.3, 4.250764525993884)","(1.85, 2.02, 2.01519313304721)","(14.0, 17.0, 16.558823529411764)","(8.0, 11.5, 11.172619047619047)","(11.0, 15.5, 14.590909090909092)","(26.0, 30.0, 29.571428571428573)","(101.0, 300.0, 277.14285714285717)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:11.679004,"(51.0, 90.0, 81.33333333333333)","(3.5, 4.3, 4.250764525993884)","(1.85, 2.02, 2.01519313304721)","(14.0, 17.0, 16.52173913043478)","(8.0, 11.5, 11.168674698795181)","(11.0, 15.5, 14.590909090909092)","(26.0, 30.0, 29.53125)","(101.0, 300.0, 277.14285714285717)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:13.000529,"(51.0, 90.0, 81.33333333333333)","(3.5, 4.3, 4.250764525993884)","(1.85, 2.02, 2.009724770642202)","(14.0, 17.0, 16.525)","(8.0, 11.5, 11.168674698795181)","(11.0, 15.5, 14.590909090909092)","(26.0, 30.0, 29.53125)","(101.0, 300.0, 277.14285714285717)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:14.338990,"(51.0, 90.0, 80.76923076923077)","(3.5, 4.3, 4.259927797833935)","(1.85, 2.02, 2.009333333333333)","(14.0, 17.0, 16.82075471698113)","(8.0, 11.5, 11.26388888888889)","(11.0, 15.5, 14.928571428571429)","(26.0, 30.0, 29.45945945945946)","(101.0, 300.0, 277.14285714285717)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:15.901600,"(51.0, 85.0, 80.0)","(3.5, 4.3, 4.256050955414013)","(1.85, 2.02, 2.0169398907103826)","(14.0, 17.0, 16.935897435897434)","(8.0, 11.5, 11.256756756756756)","(11.0, 15.0, 14.928571428571429)","(26.0, 30.0, 29.375)","(101.0, 300.0, 277.14285714285717)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:17.426165,"(51.0, 85.0, 77.0)","(3.5, 4.3, 4.255144032921811)","(1.85, 2.02, 2.0132361516034987)","(14.0, 17.0, 16.935897435897434)","(8.0, 11.5, 11.26388888888889)","(11.0, 15.0, 14.928571428571429)","(26.0, 30.0, 29.375)","(101.0, 300.0, 277.14285714285717)","(101.0, 180.0, 165.0)"
04-01-2023 14:48:18.820409,"(51.0, 85.0, 94.0)","(3.5, 4.3, 4.152631578947369)","(1.85, 2.02, 2.0074814814814816)","(14.0, 17.0, 17.220588235294116)","(8.0, 11.5, 11.50632911392405)","(11.0, 15.0, 15.307692307692308)","(26.0, 30.0, 30.348837209302324)","(101.0, 300.0, 301.1764705882353)","(101.0, 180.0, 173.33333333333334)"
04-01-2023 14:48:20.202129,"(51.0, 100.0, 89.0)","(3.5, 4.2, 4.1516546762589925)","(1.85, 2.02, 2.014658385093168)","(14.0, 17.5, 17.50952380952381)","(8.0, 12.0, 11.962121212121213)","(11.0, 15.5, 15.416666666666666)","(26.0, 32.0, 30.410958904109588)","(101.0, 320.0, 278.2608695652174)","(101.0, 200.0, 167.5)"
04-01-2023 14:48:21.530652,"(51.0, 90.0, 94.23076923076923)","(3.5, 4.2, 4.127114967462039)","(1.85, 2.04, 2.0182844243792326)","(14.0, 18.0, 17.625)","(8.0, 12.0, 11.9765625)","(11.0, 15.5, 15.416666666666666)","(26.0, 32.0, 30.434782608695652)","(101.0, 320.0, 278.2608695652174)","(101.0, 190.0, 170.0)"
04-01-2023 14:48:22.906817,"(51.0, 95.0, 94.66666666666667)","(3.5, 4.2, 3.992857142857143)","(1.85, 2.02, 2.0459633027522934)","(14.0, 18.0, 17.703125)","(8.0, 12.0, 12.115)","(11.0, 15.5, 15.13953488372093)","(26.0, 32.0, 30.464285714285715)","(101.0, 320.0, 279.09090909090907)","(101.0, 200.0, 170.0)"
04-01-2023 14:48:24.273783,"(51.0, 110.0, 95.9375)","(3.5, 3.95, 3.822222222222222)","(1.85, 2.06, 2.036793893129771)","(14.0, 18.0, 17.916666666666668)","(8.0, 12.5, 12.355263157894736)","(11.0, 15.5, 15.119402985074627)","(26.0, 32.0, 30.65)","(101.0, 320.0, 288.8)","(101.0, 190.0, 186.66666666666666)"
04-01-2023 14:48:25.568215,"(51.0, 110.0, 100.21739130434783)","(3.5, 3.85, 3.822222222222222)","(1.85, 2.06, 2.0531724137931033)","(14.0, 18.0, 18.03012048192771)","(8.0, 12.5, 12.476744186046512)","(11.0, 16.0, 15.27891156462585)","(26.0, 32.0, 30.8)","(101.0, 320.0, 273.57142857142856)","(101.0, 200.0, 188.0)"
04-01-2023 14:48:26.784355,"(51.0, 110.0, 100.9090909090909)","(3.5, 3.8, 3.7766666666666664)","(1.85, 2.06, 2.035277777777778)","(14.0, 18.5, 18.102040816326532)","(8.0, 12.5, 12.928571428571429)","(11.0, 16.0, 15.218978102189782)","(26.0, 32.0, 30.9811320754717)","(101.0, 320.0, 273.57142857142856)","(101.0, 200.0, 181.8181818181818)"
04-01-2023 14:48:28.051953,"(51.0, 100.0, 98.92857142857143)","(3.5, 3.8, 3.7737499999999997)","(1.85, 2.04, 2.037777777777778)","(14.0, 18.5, 18.080645161290324)","(8.0, 13.0, 12.928571428571429)","(11.0, 16.0, 15.221311475409836)","(26.0, 32.0, 30.9811320754717)","(101.0, 320.0, 292.22222222222223)","(101.0, 190.0, 189.0909090909091)"
04-01-2023 14:48:29.376439,"(51.0, 110.0, 103.79310344827586)","(3.5, 3.85, 3.8148305084745764)","(1.85, 2.04, 2.034108527131783)","(14.0, 18.5, 18.198275862068964)","(8.0, 13.0, 12.673913043478262)","(11.0, 16.0, 15.238938053097344)","(26.0, 32.0, 31.019607843137255)","(101.0, 320.0, 300.0)","(101.0, 200.0, 181.8181818181818)"
04-01-2023 14:48:30.722176,"(51.0, 110.0, 100.66666666666667)","(3.5, 3.85, 3.7785714285714285)","(1.85, 2.04, 2.034108527131783)","(14.0, 18.5, 18.205882352941178)","(8.0, 13.0, 12.686666666666667)","(11.0, 16.0, 15.289256198347108)","(26.0, 32.0, 32.53333333333333)","(101.0, 320.0, 304.2105263157895)","(101.0, 190.0, 181.0)"
04-01-2023 14:48:32.097363,"(51.0, 110.0, 100.83333333333333)","(3.5, 3.85, 3.8019230769230767)","(1.85, 2.04, 2.0345454545454547)","(14.0, 18.5, 19.195121951219512)","(8.0, 13.0, 12.619565217391305)","(11.0, 16.0, 15.173076923076923)","(26.0, 34.0, 32.42553191489362)","(101.0, 320.0, 304.2105263157895)","(101.0, 190.0, 180.0)"
04-01-2023 14:48:33.447062,"(51.0, 110.0, 100.83333333333333)","(3.5, 3.8, 3.7738095238095237)","(1.85, 2.04, 2.0342574257425743)","(14.0, 20.0, 19.636363636363637)","(8.0, 13.0, 12.615384615384615)","(11.0, 16.0, 15.173076923076923)","(26.0, 34.0, 32.654545454545456)","(101.0, 320.0, 304.2105263157895)","(101.0, 200.0, 186.95652173913044)"
04-01-2023 14:48:34.785327,"(51.0, 110.0, 100.83333333333333)","(3.5, 3.85, 3.7738095238095237)","(1.85, 2.06, 2.0342574257425743)","(14.0, 20.0, 19.5)","(8.0, 13.0, 12.615384615384615)","(11.0, 16.0, 15.131313131313131)","(26.0, 34.0, 32.654545454545456)","(101.0, 320.0, 304.2105263157895)","(101.0, 200.0, 165.71428571428572)"
04-01-2023 14:48:36.167647,"(51.0, 110.0, 100.83333333333333)","(3.5, 3.8, 3.7765625)","(1.85, 2.06, 2.033391304347826)","(14.0, 20.0, 19.8125)","(8.0, 13.0, 12.615384615384615)","(11.0, 16.0, 15.131313131313131)","(26.0, 34.0, 33.096774193548384)","(101.0, 320.0, 305.88235294117646)","(101.0, 200.0, 165.71428571428572)"
04-01-2023 14:48:37.640099,"(51.0, 110.0, 100.83333333333333)","(3.5, 3.8, 3.747826086956522)","(1.85, 2.04, 2.035448275862069)","(14.0, 20.0, 19.81578947368421)","(8.0, 13.0, 12.615384615384615)","(11.0, 16.0, 15.221052631578948)","(26.0, 34.0, 33.096774193548384)","(101.0, 320.0, 307.27272727272725)","(101.0, 200.0, 167.5)"
04-01-2023 14:48:39.233031,"(51.0, 110.0, 101.0)","(3.5, 3.75, 3.7472222222222222)","(1.85, 2.04, 2.051216216216216)","(14.0, 21.0, 19.88235294117647)","(8.0, 13.0, 12.566666666666666)","(11.0, 16.0, 15.245098039215685)","(26.0, 34.0, 33.096774193548384)","(101.0, 320.0, 314.8936170212766)","(101.0, 190.0, 163.75)"
04-01-2023 14:48:40.760935,"(51.0, 110.0, 101.0)","(3.5, 3.75, 3.7155555555555555)","(1.85, 2.06, 2.0471818181818184)","(14.0, 21.0, 20.472972972972972)","(8.0, 13.0, 12.56081081081081)","(11.0, 16.0, 15.206185567010309)","(26.0, 34.0, 33.48936170212766)","(101.0, 320.0, 316.9230769230769)","(101.0, 190.0, 165.0)"
04-01-2023 14:48:42.244156,"(51.0, 110.0, 101.0)","(3.5, 3.75, 3.715909090909091)","(1.85, 2.06, 2.04990990990991)","(14.0, 21.0, 19.064327485380115)","(8.0, 13.0, 12.5859375)","(11.0, 16.0, 15.198019801980198)","(26.0, 34.0, 33.361702127659576)","(101.0, 320.0, 316.9230769230769)","(101.0, 180.0, 162.5)"
04-01-2023 14:48:43.594567,"(61.0, 110.0, 101.0)","(3.4, 3.75, 3.7466666666666666)","(1.85, 2.06, 2.0569924812030074)","(15.0, 19.5, 19.37037037037037)","(9.0, 13.0, 12.5859375)","(11.0, 16.0, 15.221153846153847)","(26.0, 34.0, 33.31818181818182)","(101.0, 320.0, 313.3333333333333)","(101.0, 180.0, 164.0)"
04-01-2023 14:48:45.040274,"(61.0, 110.0, 100.76923076923077)","(3.4, 3.8, 3.7245856353591162)","(1.85, 2.06, 2.069549180327869)","(15.0, 21.0, 19.155172413793103)","(9.0, 13.0, 13.183206106870228)","(11.0, 16.0, 15.161290322580646)","(26.0, 34.0, 33.31818181818182)","(101.0, 320.0, 313.3333333333333)","(101.0, 180.0, 190.0)"
04-01-2023 14:48:46.402293,"(61.0, 110.0, 102.77777777777777)","(3.4, 3.75, 3.7344)","(1.85, 2.08, 2.0558490566037735)","(15.0, 20.0, 19.096774193548388)","(9.0, 13.5, 12.604477611940299)","(11.0, 15.5, 15.170731707317072)","(26.0, 34.0, 33.17391304347826)","(101.0, 320.0, 395.83333333333337)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:47.674315,"(61.0, 110.0, 102.77777777777777)","(3.4, 3.75, 3.7633484162895927)","(1.85, 2.06, 2.043248730964467)","(15.0, 20.0, 19.096774193548388)","(9.0, 13.0, 12.725609756097562)","(11.0, 15.5, 14.961538461538462)","(26.0, 34.0, 33.095238095238095)","(101.0, 450.0, 411.66666666666663)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:49.015640,"(61.0, 110.0, 103.75)","(3.4, 3.8, 3.7754285714285714)","(1.85, 2.08, 2.0600550964187327)","(15.0, 20.0, 18.318181818181817)","(9.0, 13.0, 12.747191011235955)","(11.0, 15.0, 14.869565217391305)","(26.0, 34.0, 33.095238095238095)","(101.0, 430.0, 411.66666666666663)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:50.412607,"(61.0, 110.0, 103.75)","(3.4, 3.8, 3.7566523605150213)","(1.85, 2.08, 2.0519)","(14.0, 18.5, 18.918367346938776)","(9.0, 13.0, 12.594827586206897)","(11.0, 15.0, 14.869565217391305)","(26.0, 34.0, 33.095238095238095)","(101.0, 430.0, 411.66666666666663)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:51.937102,"(61.0, 110.0, 102.77777777777777)","(3.4, 3.8, 3.7504901960784314)","(1.85, 2.06, 2.0535200000000002)","(15.0, 20.0, 18.97826086956522)","(9.0, 13.0, 12.594827586206897)","(11.0, 15.0, 14.869565217391305)","(26.0, 34.0, 33.095238095238095)","(101.0, 430.0, 411.66666666666663)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:53.375782,"(61.0, 110.0, 102.77777777777777)","(3.4, 3.8, 3.781578947368421)","(1.85, 2.06, 2.0585645933014356)","(15.0, 19.5, 18.937007874015748)","(9.0, 13.0, 12.709876543209877)","(11.0, 15.0, 14.294642857142858)","(26.0, 34.0, 33.095238095238095)","(101.0, 430.0, 413.0769230769231)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:54.803349,"(61.0, 110.0, 102.77777777777777)","(3.4, 3.8, 3.780901287553648)","(1.85, 2.06, 2.0785992217898834)","(15.0, 19.0, 18.937007874015748)","(9.0, 13.0, 12.670588235294117)","(11.0, 14.5, 14.204081632653061)","(26.0, 34.0, 33.095238095238095)","(101.0, 430.0, 413.0769230769231)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:56.465924,"(61.0, 110.0, 101.17647058823529)","(3.4, 3.8, 3.783179723502304)","(1.85, 2.08, 2.0687591240875913)","(14.0, 19.0, 18.46124031007752)","(9.0, 13.0, 12.670588235294117)","(11.0, 14.5, 14.170454545454545)","(26.0, 34.0, 33.095238095238095)","(101.0, 430.0, 413.0769230769231)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:57.768944,"(61.0, 110.0, 101.17647058823529)","(3.4, 3.8, 3.779268292682927)","(1.85, 2.08, 2.0804587155963303)","(14.0, 18.5, 18.48198198198198)","(9.0, 13.0, 12.69078947368421)","(11.0, 14.5, 14.129310344827585)","(26.0, 34.0, 32.71111111111111)","(101.0, 430.0, 413.0769230769231)","(101.0, 200.0, 193.33333333333334)"
04-01-2023 14:48:59.134147,"(61.0, 110.0, 101.17647058823529)","(3.4, 3.8, 3.785467980295566)","(1.85, 2.1, 2.0695804195804195)","(14.0, 18.5, 18.4625)","(9.0, 13.0, 12.670588235294117)","(11.0, 14.5, 14.129310344827585)","(26.0, 34.0, 32.59090909090909)","(101.0, 430.0, 417.77777777777777)","(101.0, 200.0, 190.0)"
04-01-2023 14:49:00.335463,"(61.0, 110.0, 101.53846153846153)","(3.4, 3.8, 3.7810344827586206)","(1.85, 2.1, 2.0805785123966944)","(14.0, 18.5, 18.44782608695652)","(9.0, 13.0, 12.670588235294117)","(11.0, 14.5, 14.125)","(26.0, 34.0, 31.703703703703702)","(101.0, 430.0, 416.25)","(101.0, 200.0, 192.0)"
04-01-2023 14:49:01.591065,"(61.0, 110.0, 101.53846153846153)","(3.4, 3.8, 3.7741228070175437)","(1.85, 2.1, 2.107888888888889)","(15.0, 18.5, 18.44782608695652)","(9.0, 13.0, 12.687898089171975)","(11.0, 14.5, 13.988636363636363)","(26.0, 34.0, 31.771428571428572)","(101.0, 430.0, 311.42857142857144)","(101.0, 200.0, 190.9090909090909)"
04-01-2023 14:49:02.942506,"(61.0, 110.0, 105.21739130434783)","(3.4, 3.8, 3.782421875)","(1.85, 2.12, 2.092368421052632)","(15.0, 18.5, 18.44736842105263)","(9.0, 13.0, 12.679738562091503)","(11.0, 14.0, 13.978260869565217)","(26.0, 32.0, 31.771428571428572)","(101.0, 320.0, 314.0)","(101.0, 200.0, 172.22222222222223)"
04-01-2023 14:49:04.243035,"(61.0, 110.0, 100.43478260869566)","(3.4, 3.8, 3.782421875)","(1.85, 2.12, 2.092368421052632)","(15.0, 18.5, 18.4811320754717)","(9.0, 13.0, 12.608695652173912)","(11.0, 14.0, 13.523809523809524)","(26.0, 32.0, 31.681159420289855)","(101.0, 320.0, 310.0)","(101.0, 200.0, 164.54545454545453)"
04-01-2023 14:49:05.488636,"(61.0, 100.0, 98.0)","(3.4, 3.8, 3.7885135135135135)","(1.85, 2.1, 2.09504)","(15.0, 18.5, 18.48230088495575)","(9.0, 13.0, 12.6)","(11.0, 14.0, 13.523809523809524)","(26.0, 34.0, 31.53191489361702)","(101.0, 320.0, 309.2307692307692)","(101.0, 190.0, 170.0)"
04-01-2023 14:49:06.732773,"(61.0, 110.0, 100.9090909090909)","(3.4, 3.8, 3.7885135135135135)","(1.85, 2.1, 2.0988)","(15.0, 18.5, 18.48230088495575)","(9.0, 13.0, 12.590909090909092)","(11.0, 14.0, 13.523809523809524)","(26.0, 32.0, 31.77777777777778)","(101.0, 320.0, 304.0)","(101.0, 190.0, 167.14285714285714)"
04-01-2023 14:49:07.984708,"(61.0, 100.0, 98.0)","(3.4, 3.85, 3.784422110552764)","(1.85, 2.1, 2.1036501901140685)","(15.0, 18.5, 18.469827586206897)","(9.0, 13.0, 12.590909090909092)","(11.0, 14.0, 13.523809523809524)","(26.0, 32.0, 31.75609756097561)","(101.0, 320.0, 304.0)","(101.0, 180.0, 153.75)"
04-01-2023 14:49:09.192218,"(61.0, 100.0, 98.0)","(3.4, 3.85, 3.7625)","(1.85, 2.12, 2.10412017167382)","(15.0, 18.5, 18.481308411214954)","(9.0, 13.0, 12.590909090909092)","(11.0, 14.0, 13.317073170731707)","(26.0, 32.0, 31.96)","(101.0, 320.0, 312.5)","(101.0, 180.0, 156.0)"
04-01-2023 14:49:10.466080,"(61.0, 110.0, 101.0344827586207)","(3.3, 3.8, 3.7625)","(1.85, 2.12, 2.1287555555555557)","(15.0, 18.5, 18.481308411214954)","(9.0, 13.0, 12.556149732620321)","(11.0, 14.0, 13.317073170731707)","(21.0, 32.0, 31.46268656716418)","(101.0, 320.0, 311.1111111111111)","(101.0, 180.0, 155.0)"
04-01-2023 14:49:11.819038,"(61.0, 100.0, 98.42105263157895)","(3.3, 3.8, 3.7340490797546013)","(1.85, 2.14, 2.129078341013825)","(15.0, 18.5, 18.47752808988764)","(9.0, 13.0, 12.556149732620321)","(11.0, 14.0, 13.348837209302326)","(21.0, 32.0, 31.1864406779661)","(101.0, 320.0, 264.0)","(101.0, 170.0, 152.5)"
04-01-2023 14:49:13.083429,"(61.0, 110.0, 101.42857142857143)","(3.3, 3.75, 3.7322674418604653)","(1.85, 2.14, 2.1291644204851754)","(15.0, 18.5, 18.49418604651163)","(9.0, 13.0, 12.541666666666666)","(11.0, 14.0, 13.401960784313726)","(21.0, 32.0, 31.1864406779661)","(101.0, 320.0, 260.0)","(101.0, 170.0, 152.5)"
04-01-2023 14:49:15.176235,"(61.0, 100.0, 98.0)","(3.3, 3.75, 3.7298913043478263)","(1.85, 2.14, 2.1098360655737705)","(15.0, 18.5, 18.49418604651163)","(9.0, 13.0, 12.606060606060606)","(11.0, 13.5, 13.401960784313726)","(21.0, 32.0, 31.1864406779661)","(101.0, 310.0, 260.0)","(101.0, 170.0, 152.5)"
04-01-2023 14:49:16.939896,"(61.0, 100.0, 99.0)","(3.3, 3.75, 3.7480891719745224)","(1.85, 2.12, 2.1183976261127597)","(15.0, 18.5, 18.553846153846155)","(9.0, 13.0, 12.169230769230769)","(11.0, 13.5, 13.615789473684211)","(21.0, 32.0, 31.236363636363635)","(101.0, 310.0, 260.0)","(101.0, 160.0, 154.28571428571428)"
04-01-2023 14:49:18.400783,"(61.0, 100.0, 98.0)","(3.3, 3.75, 3.753169014084507)","(1.85, 2.12, 2.119559748427673)","(15.0, 19.0, 18.567307692307693)","(9.0, 12.5, 12.065420560747663)","(11.0, 14.0, 13.54945054945055)","(21.0, 32.0, 31.32075471698113)","(101.0, 310.0, 286.0)","(101.0, 160.0, 142.85714285714286)"
04-01-2023 14:49:19.634563,"(61.0, 100.0, 92.22222222222223)","(3.3, 3.8, 3.743333333333333)","(1.85, 2.12, 2.117816091954023)","(15.0, 19.0, 18.752747252747252)","(9.0, 12.5, 12.059322033898304)","(11.0, 14.0, 13.54945054945055)","(21.0, 32.0, 31.32075471698113)","(101.0, 310.0, 286.0)","(101.0, 160.0, 141.42857142857142)"
