,Willina Girl,Mrs Halo,Pay Roll,Cosmic Belle,Style Sensation,Tralee Revenge
11-01-2023 10:49:40.715249,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 18.454545454545453)","(4.8, 7.0, 6.285714285714286)","(2.05, 2.74, 2.7344444444444447)","(2.5, 2.8, 2.7199999999999998)"
11-01-2023 10:49:41.732728,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 18.454545454545453)","(4.8, 7.0, 6.285714285714286)","(2.1, 2.74, 2.776)","(2.5, 2.8, 2.7199999999999998)"
11-01-2023 10:49:42.742796,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 18.454545454545453)","(4.8, 7.0, 6.285714285714286)","(2.1, 2.8, 2.776)","(2.5, 2.8, 2.7199999999999998)"
11-01-2023 10:49:43.700427,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 18.454545454545453)","(4.8, 7.0, 6.285714285714286)","(2.1, 2.8, 2.776)","(2.5, 2.8, 2.7905882352941176)"
11-01-2023 10:49:44.664689,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.214285714285715)","(4.8, 7.0, 6.285714285714286)","(2.1, 2.8, 2.776)","(2.5, 2.8, 2.7923809523809524)"
11-01-2023 10:49:45.570975,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 18.84090909090909)","(4.8, 7.0, 6.285714285714286)","(2.1, 2.8, 2.776)","(2.5, 2.8, 2.7930434782608695)"
11-01-2023 10:49:46.643574,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 18.84090909090909)","(4.8, 7.0, 6.285714285714286)","(2.1, 2.8, 2.677777777777778)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:47.592397,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 18.84090909090909)","(4.8, 7.0, 6.083333333333333)","(2.1, 2.74, 2.677777777777778)","(2.5, 2.8, 2.789230769230769)"
11-01-2023 10:49:48.530938,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 18.916666666666668)","(4.8, 7.0, 6.083333333333333)","(2.1, 2.74, 2.677777777777778)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:49.475005,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.214285714285715)","(4.8, 7.0, 6.083333333333333)","(2.1, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:50.397479,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.1, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:51.281189,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.1, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:52.171667,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.15, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:53.065750,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.15, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:54.099953,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.15, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:55.076164,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.15, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:56.036467,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.15, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:56.974205,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.15, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:57.888366,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.083333333333333)","(2.15, 2.74, 2.6986206896551725)","(2.5, 2.8, 2.786)"
11-01-2023 10:49:58.764818,"(20.0, 34.0, 29.0)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.251063829787234)","(2.15, 2.74, 2.692)","(2.5, 2.74, 2.7150000000000003)"
11-01-2023 10:49:59.591840,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.090909090909091)","(2.15, 2.74, 2.7)","(2.5, 2.8, 2.7649999999999997)"
11-01-2023 10:50:00.524070,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.153846153846154)","(2.15, 2.74, 2.705714285714286)","(2.5, 2.78, 2.71)"
11-01-2023 10:50:01.528911,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.185185185185185)","(2.15, 2.74, 2.692)","(2.5, 2.76, 2.6933333333333334)"
11-01-2023 10:50:02.492086,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.12280701754386)","(2.15, 2.74, 2.692)","(2.5, 2.76, 2.6933333333333334)"
11-01-2023 10:50:03.515383,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.074074074074074)","(2.15, 2.74, 2.8767441860465115)","(2.5, 2.76, 2.6742857142857144)"
11-01-2023 10:50:04.480177,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.074074074074074)","(2.15, 2.88, 2.8538983050847455)","(2.5, 2.76, 2.6742857142857144)"
11-01-2023 10:50:05.471564,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.074074074074074)","(2.15, 2.86, 2.776153846153846)","(2.5, 2.76, 2.6742857142857144)"
11-01-2023 10:50:06.434789,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 7.0, 6.355555555555555)","(2.15, 2.9, 2.7767999999999997)","(2.5, 2.76, 2.6742857142857144)"
11-01-2023 10:50:07.470392,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.9, 2.8626666666666667)","(2.5, 2.76, 2.664)"
11-01-2023 10:50:08.521498,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.076190476190476)","(2.15, 2.9, 2.833170731707317)","(2.5, 2.76, 2.664)"
11-01-2023 10:50:09.527269,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.076190476190476)","(2.15, 2.88, 2.848235294117647)","(2.5, 2.76, 2.6542857142857144)"
11-01-2023 10:50:10.594108,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.076190476190476)","(2.15, 2.88, 2.848235294117647)","(2.5, 2.74, 2.651111111111111)"
11-01-2023 10:50:11.590921,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.848235294117647)","(2.5, 2.74, 2.651111111111111)"
11-01-2023 10:50:12.618384,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.848235294117647)","(2.5, 2.74, 2.651111111111111)"
11-01-2023 10:50:13.690533,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.848235294117647)","(2.5, 2.74, 2.651111111111111)"
11-01-2023 10:50:14.642116,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.848235294117647)","(2.5, 2.74, 2.631764705882353)"
11-01-2023 10:50:15.575416,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.855769230769231)","(2.5, 2.72, 2.631764705882353)"
11-01-2023 10:50:16.540497,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.855769230769231)","(2.5, 2.72, 2.622702702702703)"
11-01-2023 10:50:17.566564,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.855769230769231)","(2.5, 2.72, 2.6141176470588237)"
11-01-2023 10:50:18.536921,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.855769230769231)","(2.5, 2.72, 2.6141176470588237)"
11-01-2023 10:50:19.666888,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 31.8125)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.290909090909091)","(2.15, 2.88, 2.771111111111111)","(2.5, 2.72, 2.6333333333333333)"
11-01-2023 10:50:20.679325,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 31.8125)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.228571428571429)","(2.15, 2.86, 2.771111111111111)","(2.5, 2.7, 2.606666666666667)"
11-01-2023 10:50:21.714395,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 31.8125)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.071111111111111)","(2.15, 2.86, 2.771111111111111)","(2.5, 2.7, 2.630909090909091)"
11-01-2023 10:50:22.741173,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.071111111111111)","(2.15, 2.86, 2.771111111111111)","(2.5, 2.7, 2.630909090909091)"
11-01-2023 10:50:23.831686,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.071111111111111)","(2.15, 2.86, 2.771111111111111)","(2.5, 2.7, 2.630909090909091)"
11-01-2023 10:50:24.836987,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.071111111111111)","(2.15, 2.86, 2.771111111111111)","(2.5, 2.7, 2.619148936170213)"
11-01-2023 10:50:25.892818,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.071111111111111)","(2.15, 2.86, 2.82)","(2.5, 2.7, 2.605)"
11-01-2023 10:50:26.926563,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.019047619047619)","(2.15, 2.88, 2.82)","(2.5, 2.7, 2.606153846153846)"
11-01-2023 10:50:27.864597,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.019047619047619)","(2.15, 2.88, 2.82)","(2.5, 2.68, 2.5890909090909093)"
11-01-2023 10:50:28.813843,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.8309090909090906)","(2.5, 2.68, 2.5890909090909093)"
11-01-2023 10:50:29.785491,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.8309090909090906)","(2.5, 2.68, 2.5837974683544305)"
11-01-2023 10:50:30.756407,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.8309090909090906)","(2.5, 2.68, 2.5645569620253164)"
11-01-2023 10:50:31.747849,"(20.0, 34.0, 30.142857142857142)","(18.0, 34.0, 32.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.8309090909090906)","(2.5, 2.68, 2.5645569620253164)"
11-01-2023 10:50:32.773174,"(20.0, 34.0, 30.142857142857142)","(18.0, 36.0, 35.77777777777778)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.82)","(2.5, 2.68, 2.5645569620253164)"
11-01-2023 10:50:33.854215,"(20.0, 34.0, 30.142857142857142)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.8309090909090906)","(2.5, 2.68, 2.5751724137931036)"
11-01-2023 10:50:34.750297,"(20.0, 34.0, 30.142857142857142)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.8517647058823528)","(2.5, 2.68, 2.5751724137931036)"
11-01-2023 10:50:35.671164,"(20.0, 34.0, 30.142857142857142)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.8499999999999996)","(2.5, 2.68, 2.598181818181818)"
11-01-2023 10:50:36.562141,"(20.0, 34.0, 30.0)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.598181818181818)"
11-01-2023 10:50:37.604704,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.598181818181818)"
11-01-2023 10:50:38.567549,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.598181818181818)"
11-01-2023 10:50:39.640370,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.5890909090909093)"
11-01-2023 10:50:40.680163,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.5890909090909093)"
11-01-2023 10:50:41.673718,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.5890909090909093)"
11-01-2023 10:50:42.587217,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.5890909090909093)"
11-01-2023 10:50:43.472479,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.5881081081081083)"
11-01-2023 10:50:44.394774,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.016666666666667)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.5890909090909093)"
11-01-2023 10:50:45.389631,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.8, 6.066666666666666)","(2.15, 2.88, 2.843076923076923)","(2.5, 2.68, 2.5890909090909093)"
11-01-2023 10:50:46.345065,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 6.066666666666666)","(2.15, 2.88, 2.857142857142857)","(2.5, 2.68, 2.598918918918919)"
11-01-2023 10:50:47.451138,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 37.2)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.974468085106383)","(2.15, 2.88, 2.857142857142857)","(2.5, 2.68, 2.598918918918919)"
11-01-2023 10:50:48.547977,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.857142857142857)","(2.5, 2.68, 2.598918918918919)"
11-01-2023 10:50:49.611058,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.857142857142857)","(2.5, 2.68, 2.598918918918919)"
11-01-2023 10:50:50.620183,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.857142857142857)","(2.5, 2.68, 2.598918918918919)"
11-01-2023 10:50:51.654378,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.857142857142857)","(2.5, 2.68, 2.598918918918919)"
11-01-2023 10:50:52.777234,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.857142857142857)","(2.5, 2.68, 2.598918918918919)"
11-01-2023 10:50:53.853822,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.856470588235294)","(2.5, 2.68, 2.595135135135135)"
11-01-2023 10:50:54.910651,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.866206896551724)","(2.5, 2.66, 2.5961538461538463)"
11-01-2023 10:50:56.033554,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.866206896551724)","(2.5, 2.64, 2.586206896551724)"
11-01-2023 10:50:57.058334,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 20.0, 17.166666666666668)","(4.8, 6.6, 5.960869565217392)","(2.15, 2.88, 2.872156862745098)","(2.5, 2.64, 2.586206896551724)"
11-01-2023 10:50:58.022931,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.416666666666668)","(4.8, 6.6, 5.960869565217392)","(2.15, 2.88, 2.853333333333333)","(2.5, 2.64, 2.586206896551724)"
11-01-2023 10:50:58.932757,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.25)","(4.8, 6.6, 5.960869565217392)","(2.15, 2.88, 2.853333333333333)","(2.5, 2.64, 2.586206896551724)"
11-01-2023 10:50:59.863384,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.25)","(4.8, 6.6, 5.960869565217392)","(2.15, 2.88, 2.853333333333333)","(2.5, 2.64, 2.586206896551724)"
11-01-2023 10:51:00.894787,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.096153846153847)","(4.8, 6.6, 5.960869565217392)","(2.15, 2.88, 2.853333333333333)","(2.5, 2.64, 2.586206896551724)"
11-01-2023 10:51:02.173318,"(20.0, 34.0, 30.307692307692307)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.88, 2.86)","(2.5, 2.64, 2.586206896551724)"
11-01-2023 10:51:03.265403,"(20.0, 32.0, 31.25)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.9318181818181825)","(2.15, 2.92, 2.86)","(2.5, 2.64, 2.683125)"
11-01-2023 10:51:04.345371,"(20.0, 32.0, 28.333333333333332)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.9350000000000005)","(2.15, 2.92, 2.86)","(2.5, 2.7, 2.6100000000000003)"
11-01-2023 10:51:05.443625,"(20.0, 32.0, 28.333333333333332)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.987500000000001)","(2.15, 2.92, 2.8426666666666667)","(2.5, 2.68, 2.6566666666666667)"
11-01-2023 10:51:06.516499,"(20.0, 32.0, 28.333333333333332)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.987500000000001)","(2.15, 2.96, 2.8779310344827587)","(2.5, 2.68, 2.673636363636364)"
11-01-2023 10:51:07.671667,"(20.0, 32.0, 28.333333333333332)","(18.0, 40.0, 38.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.987500000000001)","(2.15, 2.96, 2.8957894736842102)","(2.5, 2.68, 2.673636363636364)"
11-01-2023 10:51:08.749640,"(20.0, 32.0, 28.333333333333332)","(18.0, 40.0, 37.473684210526315)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.938888888888889)","(2.15, 2.94, 2.8957894736842102)","(2.5, 2.68, 2.6729411764705886)"
11-01-2023 10:51:09.703135,"(20.0, 32.0, 28.333333333333332)","(18.0, 40.0, 37.473684210526315)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.938888888888889)","(2.15, 2.94, 2.8957894736842102)","(2.5, 2.68, 2.6729411764705886)"
11-01-2023 10:51:10.684660,"(20.0, 32.0, 26.076923076923077)","(18.0, 40.0, 37.4)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.938888888888889)","(2.15, 2.94, 2.8957894736842102)","(2.5, 2.68, 2.637241379310345)"
11-01-2023 10:51:11.567351,"(20.0, 32.0, 25.823529411764707)","(18.0, 40.0, 37.4)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 5.938888888888889)","(2.15, 2.94, 2.8957894736842102)","(2.5, 2.7, 2.748235294117647)"
11-01-2023 10:51:12.510537,"(20.0, 32.0, 25.823529411764707)","(18.0, 36.0, 34.8)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.6, 6.075)","(2.15, 2.94, 2.882608695652174)","(2.5, 2.76, 2.751176470588235)"
11-01-2023 10:51:13.484120,"(20.0, 32.0, 25.823529411764707)","(18.0, 36.0, 34.90909090909091)","(13.0, 19.5, 17.096153846153847)","(4.8, 6.4, 6.0)","(2.15, 2.94, 2.882608695652174)","(2.5, 2.76, 2.751176470588235)"
11-01-2023 10:51:14.524126,"(20.0, 32.0, 25.823529411764707)","(18.0, 36.0, 34.833333333333336)","(13.0, 19.5, 17.096153846153847)","(4.8, 6.4, 6.0)","(2.15, 2.94, 2.882608695652174)","(2.5, 2.76, 2.749285714285714)"
11-01-2023 10:51:15.646031,"(20.0, 32.0, 25.823529411764707)","(18.0, 36.0, 35.81818181818182)","(13.0, 19.5, 17.096153846153847)","(4.8, 6.4, 6.0)","(2.15, 2.94, 2.882608695652174)","(2.5, 2.76, 2.749285714285714)"
11-01-2023 10:51:16.704744,"(20.0, 32.0, 25.823529411764707)","(18.0, 36.0, 35.81818181818182)","(13.0, 19.5, 17.096153846153847)","(4.8, 6.4, 5.928571428571429)","(2.15, 2.94, 2.882608695652174)","(2.5, 2.76, 2.7575)"
11-01-2023 10:51:17.744074,"(20.0, 32.0, 25.823529411764707)","(18.0, 36.0, 35.0)","(13.0, 19.5, 17.104166666666668)","(4.8, 6.4, 5.748837209302326)","(2.15, 2.94, 2.85125)","(2.5, 2.76, 2.7575)"
11-01-2023 10:51:18.787509,"(20.0, 28.0, 25.857142857142858)","(18.0, 36.0, 35.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.4, 5.748837209302326)","(2.15, 2.92, 2.8616666666666664)","(2.5, 2.76, 2.7575)"
11-01-2023 10:51:19.731495,"(20.0, 28.0, 25.857142857142858)","(18.0, 36.0, 35.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.4, 5.748837209302326)","(2.15, 2.92, 2.8616666666666664)","(2.5, 2.76, 2.7575)"
11-01-2023 10:51:20.644333,"(20.0, 28.0, 25.375)","(18.0, 36.0, 35.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.4, 5.748837209302326)","(2.15, 2.92, 2.8616666666666664)","(2.5, 2.76, 2.7575)"
11-01-2023 10:51:21.622669,"(20.0, 28.0, 24.31578947368421)","(18.0, 36.0, 35.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.2, 5.646153846153846)","(2.15, 2.92, 2.8616666666666664)","(2.5, 2.76, 2.745)"
11-01-2023 10:51:22.705983,"(20.0, 28.0, 24.08695652173913)","(18.0, 36.0, 35.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.2, 5.646153846153846)","(2.15, 2.92, 2.8616666666666664)","(2.5, 2.76, 2.745)"
11-01-2023 10:51:23.700010,"(20.0, 28.0, 24.08695652173913)","(18.0, 36.0, 35.0)","(13.0, 19.5, 17.113636363636363)","(4.8, 6.2, 5.7384615384615385)","(2.15, 2.92, 2.8616666666666664)","(2.5, 2.76, 2.745)"
11-01-2023 10:51:24.790633,"(20.0, 28.0, 24.08695652173913)","(18.0, 36.0, 35.0)","(13.0, 19.5, 17.13888888888889)","(4.8, 6.2, 5.7441176470588236)","(2.15, 2.92, 2.8914285714285715)","(2.5, 2.76, 2.745)"
