,Cosmic Teddy,Soleil,Homebush Flick,Goldstar Velvet,Homebush Matty,Is That Toby,Opawa Glen,Tiger Bill
10-01-2023 09:17:02.702885,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:03.692309,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:04.694257,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:05.706580,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:06.727427,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:07.722244,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:08.762743,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:09.784377,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:10.846805,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:11.874709,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:12.891492,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:13.911966,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:14.918431,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:15.964110,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:16.995735,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:18.047360,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:19.125100,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:20.199559,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:21.237176,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:22.260706,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:23.253758,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:24.234461,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:25.204853,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:26.195619,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:27.172148,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:28.176284,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:29.191966,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:30.245193,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:31.260943,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:32.311808,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:33.340569,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:34.413316,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:35.462449,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:36.562764,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:37.647167,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:38.705760,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:39.731291,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:40.739319,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:41.741453,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:42.752115,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:43.730889,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:44.692514,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:45.661395,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:46.671083,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:47.724939,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:48.749656,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:49.770297,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:50.816911,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:17:51.855408,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
