,Adrett,Ariana Blue,Detoron,Eternal Flame,Kaya,Khalida,New York Scandal,Real Alliance,Rubikai,Shaime,Shatusla,Your Shout Gingie
12-01-2023 18:44:58.699153,"(18.0, 24.0, 23.892473118279568)","(51.0, 70.0, 68.26923076923077)","(4.6, 5.2, 5.281560283687943)","(16.0, 19.0, 18.93)","(19.0, 22.0, 21.686567164179106)","(26.0, 34.0, 32.84375)","(19.0, 28.0, 27.327102803738317)","(101.0, 490.0, 483.3333333333333)","(4.8, 5.4, 5.366160849772383)","(2.3, 2.64, 2.6069486404833837)","(61.0, 110.0, 111.66666666666667)","(61.0, 95.0, 87.3529411764706)"
12-01-2023 18:45:00.223409,"(18.0, 24.0, 24.554054054054053)","(51.0, 75.0, 71.48648648648648)","(4.6, 5.3, 5.226817042606516)","(16.0, 19.0, 19.133802816901408)","(19.0, 22.0, 22.32051282051282)","(26.0, 34.0, 33.013333333333335)","(19.0, 28.0, 27.503703703703703)","(101.0, 490.0, 485.7142857142857)","(4.8, 5.4, 5.448942598187311)","(2.3, 2.62, 2.5777874186550975)","(61.0, 120.0, 114.0909090909091)","(61.0, 90.0, 88.83333333333333)"
12-01-2023 18:45:01.685847,"(18.0, 25.0, 24.554054054054053)","(51.0, 75.0, 71.48648648648648)","(4.6, 5.3, 5.226817042606516)","(16.0, 19.5, 19.136363636363637)","(19.0, 23.0, 22.423357664233578)","(26.0, 34.0, 32.56603773584906)","(19.0, 28.0, 27.514492753623188)","(101.0, 490.0, 482.5)","(4.8, 5.5, 5.476335877862596)","(2.3, 2.58, 2.5725963149078726)","(61.0, 120.0, 115.33333333333333)","(61.0, 90.0, 88.87096774193549)"
12-01-2023 18:45:03.183387,"(18.0, 25.0, 24.466666666666665)","(51.0, 75.0, 71.62162162162163)","(4.6, 5.3, 5.224507389162562)","(16.0, 19.5, 19.143835616438356)","(19.0, 23.0, 22.315315315315317)","(26.0, 34.0, 32.642857142857146)","(19.0, 28.0, 28.080459770114942)","(101.0, 490.0, 481.42857142857144)","(4.8, 5.5, 5.480415944540728)","(2.3, 2.58, 2.559135446685879)","(61.0, 120.0, 113.0)","(61.0, 90.0, 88.52941176470588)"
12-01-2023 18:45:04.759063,"(19.0, 25.0, 24.548387096774192)","(51.0, 75.0, 71.85714285714286)","(4.6, 5.3, 5.2260554885404105)","(16.0, 19.5, 19.166666666666668)","(19.0, 23.0, 22.47222222222222)","(26.0, 34.0, 32.666666666666664)","(19.0, 29.0, 28.222772277227723)","(101.0, 490.0, 496.7857142857143)","(4.8, 5.5, 5.505714285714285)","(2.3, 2.58, 2.5548556430446197)","(61.0, 120.0, 112.3076923076923)","(61.0, 90.0, 89.82142857142857)"
12-01-2023 18:45:06.202739,"(19.0, 25.0, 24.694117647058825)","(51.0, 75.0, 72.5)","(4.6, 5.3, 5.24812925170068)","(16.0, 19.5, 19.315)","(19.0, 23.0, 22.482993197278912)","(26.0, 34.0, 32.642857142857146)","(19.0, 29.0, 28.31140350877193)","(101.0, 500.0, 497.1875)","(4.8, 5.6, 5.497530864197531)","(2.3, 2.56, 2.55660777385159)","(61.0, 120.0, 112.3076923076923)","(61.0, 90.0, 89.82758620689656)"
12-01-2023 18:45:07.714276,"(19.0, 25.0, 24.583333333333332)","(51.0, 75.0, 73.48484848484848)","(4.6, 5.3, 5.181673306772908)","(16.0, 19.5, 19.3768115942029)","(19.0, 23.0, 22.482993197278912)","(26.0, 34.0, 32.36923076923077)","(20.0, 29.0, 28.314410480349345)","(101.0, 500.0, 499.5833333333333)","(4.8, 5.5, 5.504918032786885)","(2.3, 2.56, 2.5442857142857145)","(61.0, 120.0, 109.41176470588235)","(61.0, 90.0, 89.82758620689656)"
12-01-2023 18:45:09.106797,"(19.0, 25.0, 24.583333333333332)","(51.0, 75.0, 73.48484848484848)","(4.6, 5.2, 5.181673306772908)","(16.0, 19.5, 19.3768115942029)","(19.0, 23.0, 23.627906976744185)","(26.0, 34.0, 32.50704225352113)","(20.0, 29.0, 27.603448275862068)","(101.0, 500.0, 499.6875)","(4.8, 5.6, 5.528666666666666)","(2.3, 2.56, 2.5701672240802678)","(61.0, 120.0, 112.0)","(61.0, 90.0, 89.85714285714286)"
12-01-2023 18:45:10.681048,"(19.0, 25.0, 24.640350877192983)","(51.0, 75.0, 74.14893617021276)","(4.6, 5.2, 5.161359570661896)","(16.0, 19.5, 19.448818897637796)","(19.0, 24.0, 23.627906976744185)","(26.0, 34.0, 32.50704225352113)","(20.0, 29.0, 27.603448275862068)","(101.0, 500.0, 537.6923076923077)","(4.8, 5.6, 5.481171548117155)","(2.3, 2.58, 2.576063829787234)","(61.0, 120.0, 112.5)","(61.0, 90.0, 89.85714285714286)"
12-01-2023 18:45:12.190511,"(19.0, 25.0, 24.59016393442623)","(51.0, 75.0, 74.13043478260869)","(4.6, 5.2, 5.194986072423398)","(16.0, 19.5, 19.448818897637796)","(19.0, 24.0, 23.627906976744185)","(26.0, 34.0, 32.50704225352113)","(20.0, 29.0, 27.985915492957748)","(101.0, 570.0, 537.6923076923077)","(4.8, 5.5, 5.46241610738255)","(2.3, 2.58, 2.572)","(61.0, 120.0, 112.5)","(61.0, 90.0, 89.83333333333333)"
12-01-2023 18:45:13.720799,"(19.0, 25.0, 24.542056074766354)","(51.0, 75.0, 74.11111111111111)","(4.6, 5.2, 5.01123595505618)","(16.0, 19.5, 19.450381679389313)","(19.0, 24.0, 23.609756097560975)","(26.0, 34.0, 32.19753086419753)","(19.0, 28.0, 27.985915492957748)","(101.0, 570.0, 555.5172413793103)","(4.8, 5.5, 5.694375703037121)","(2.3, 2.58, 2.564761904761905)","(61.0, 120.0, 110.0)","(61.0, 90.0, 89.8)"
12-01-2023 18:45:15.088280,"(19.0, 25.0, 24.542056074766354)","(51.0, 75.0, 74.11111111111111)","(4.6, 5.1, 5.080496453900709)","(16.0, 19.5, 19.451851851851853)","(19.0, 24.0, 23.636363636363637)","(26.0, 34.0, 31.876288659793815)","(19.0, 28.0, 27.986301369863014)","(101.0, 570.0, 553.6666666666666)","(4.8, 5.7, 5.689018691588785)","(2.3, 2.58, 2.5453136531365312)","(61.0, 120.0, 109.76744186046511)","(61.0, 90.0, 89.8076923076923)"
12-01-2023 18:45:16.520980,"(19.0, 25.0, 24.574468085106382)","(51.0, 75.0, 73.72549019607843)","(4.6, 5.3, 5.190650406504065)","(16.0, 19.5, 19.398692810457515)","(19.0, 24.0, 23.636363636363637)","(26.0, 34.0, 31.876288659793815)","(19.0, 28.0, 27.986301369863014)","(101.0, 570.0, 545.5)","(4.8, 5.7, 5.688688327316486)","(2.3, 2.56, 2.5588195615514335)","(61.0, 120.0, 105.80645161290323)","(61.0, 90.0, 89.8076923076923)"
12-01-2023 18:45:17.960930,"(19.0, 25.0, 24.6)","(51.0, 75.0, 73.72549019607843)","(4.6, 5.2, 5.190650406504065)","(16.0, 19.5, 19.398692810457515)","(19.0, 24.0, 23.636363636363637)","(26.0, 34.0, 31.876288659793815)","(19.0, 28.0, 27.986301369863014)","(101.0, 570.0, 545.5)","(4.8, 5.7, 5.688688327316486)","(2.3, 2.56, 2.558937568455641)","(61.0, 120.0, 103.07692307692308)","(61.0, 90.0, 89.8076923076923)"
12-01-2023 18:45:19.468791,"(19.0, 25.0, 24.545454545454547)","(51.0, 75.0, 73.72549019607843)","(4.6, 5.2, 5.162640449438202)","(16.0, 20.0, 19.596774193548388)","(19.0, 24.0, 23.659574468085108)","(26.0, 34.0, 31.897959183673468)","(19.0, 28.0, 27.988636363636363)","(101.0, 570.0, 545.5)","(4.8, 5.7, 5.697513089005236)","(2.3, 2.56, 2.5252846401718583)","(61.0, 120.0, 103.70370370370371)","(61.0, 90.0, 89.8076923076923)"
12-01-2023 18:45:20.931785,"(19.0, 25.0, 24.370967741935484)","(51.0, 75.0, 74.28571428571429)","(4.6, 5.2, 5.1525)","(16.0, 20.0, 19.857142857142858)","(19.0, 24.0, 23.829268292682926)","(26.0, 34.0, 31.94)","(19.0, 28.0, 27.989247311827956)","(101.0, 570.0, 544.2105263157895)","(4.8, 5.7, 5.703571428571429)","(2.3, 2.54, 2.5169395017793597)","(61.0, 120.0, 103.07692307692308)","(61.0, 90.0, 89.82142857142857)"
12-01-2023 18:45:22.348776,"(19.0, 25.0, 24.40909090909091)","(51.0, 75.0, 74.28571428571429)","(4.6, 5.2, 5.159450171821306)","(16.0, 20.0, 20.322580645161292)","(19.0, 25.0, 23.97087378640777)","(26.0, 34.0, 32.056603773584904)","(19.0, 28.0, 27.99056603773585)","(101.0, 570.0, 544.2105263157895)","(4.8, 5.8, 5.783295194508009)","(2.3, 2.52, 2.524888888888889)","(61.0, 120.0, 104.82758620689656)","(61.0, 90.0, 89.84375)"
12-01-2023 18:45:24.111129,"(19.0, 25.0, 24.51851851851852)","(51.0, 75.0, 73.84615384615384)","(4.6, 5.2, 5.138583509513742)","(16.0, 21.0, 20.283185840707965)","(19.0, 25.0, 23.92929292929293)","(26.0, 34.0, 32.056603773584904)","(19.0, 28.0, 27.99056603773585)","(101.0, 570.0, 544.2105263157895)","(4.8, 5.8, 5.783276059564719)","(2.3, 2.54, 2.5363893805309736)","(61.0, 120.0, 103.70370370370371)","(61.0, 90.0, 89.84375)"
12-01-2023 18:45:25.987288,"(19.0, 25.0, 24.51851851851852)","(51.0, 75.0, 73.84615384615384)","(4.4, 5.2, 5.138583509513742)","(16.0, 21.0, 20.372093023255815)","(19.0, 25.0, 23.92929292929293)","(26.0, 34.0, 32.056603773584904)","(19.0, 28.0, 27.99056603773585)","(101.0, 570.0, 544.2105263157895)","(4.8, 5.8, 5.69233449477352)","(2.3, 2.54, 2.5352019002375297)","(61.0, 120.0, 108.8)","(61.0, 90.0, 89.42857142857143)"
12-01-2023 18:45:27.657097,"(19.0, 25.0, 24.48051948051948)","(51.0, 75.0, 73.88888888888889)","(4.4, 5.2, 4.9790909090909095)","(16.0, 21.0, 20.45528455284553)","(19.0, 25.0, 24.076923076923077)","(26.0, 34.0, 32.10138248847926)","(19.0, 28.0, 27.99099099099099)","(101.0, 570.0, 545.5)","(4.8, 5.7, 5.782963827304551)","(2.3, 2.56, 2.554277456647399)","(61.0, 110.0, 103.33333333333333)","(61.0, 90.0, 89.8529411764706)"
12-01-2023 18:45:29.243225,"(19.0, 25.0, 24.558139534883722)","(51.0, 75.0, 73.9090909090909)","(4.4, 5.0, 4.977589852008457)","(16.0, 21.0, 20.67153284671533)","(19.0, 25.0, 24.11111111111111)","(26.0, 34.0, 31.918032786885245)","(19.0, 28.0, 27.99122807017544)","(101.0, 570.0, 537.3333333333334)","(4.8, 5.8, 5.757309941520468)","(2.3, 2.56, 2.546008583690987)","(61.0, 110.0, 104.0)","(61.0, 90.0, 89.85714285714286)"
12-01-2023 18:45:30.751932,"(19.0, 25.0, 24.573033707865168)","(51.0, 75.0, 73.9090909090909)","(4.6, 5.0, 4.982286995515695)","(16.0, 21.0, 20.48780487804878)","(19.0, 25.0, 24.085714285714285)","(26.0, 32.0, 31.647887323943664)","(20.0, 28.0, 27.99122807017544)","(101.0, 570.0, 521.0)","(5.0, 5.8, 5.75632183908046)","(2.3, 2.56, 2.541647727272727)","(61.0, 110.0, 104.0)","(61.0, 90.0, 89.85714285714286)"
12-01-2023 18:45:32.259998,"(19.0, 25.0, 24.573033707865168)","(51.0, 75.0, 73.9090909090909)","(4.6, 5.0, 4.996325459317585)","(16.0, 21.0, 20.48780487804878)","(19.0, 25.0, 24.085714285714285)","(26.0, 32.0, 31.647887323943664)","(20.0, 28.0, 27.99122807017544)","(101.0, 570.0, 590.0)","(5.0, 5.8, 5.75632183908046)","(2.3, 2.56, 2.5254741896758706)","(61.0, 110.0, 104.0)","(61.0, 90.0, 90.45454545454545)"
12-01-2023 18:45:33.804116,"(19.0, 25.0, 24.576470588235296)","(51.0, 75.0, 73.92857142857143)","(4.4, 5.0, 5.017579250720461)","(16.0, 21.0, 20.454545454545453)","(19.0, 25.0, 24.11926605504587)","(26.0, 32.0, 31.680555555555557)","(20.0, 28.0, 27.991525423728813)","(101.0, 600.0, 592.5)","(5.0, 5.8, 5.760416666666667)","(2.3, 2.54, 2.519679715302491)","(61.0, 110.0, 104.0)","(61.0, 95.0, 90.89285714285714)"
12-01-2023 18:45:35.236606,"(19.0, 25.0, 24.541176470588237)","(51.0, 75.0, 73.92857142857143)","(4.4, 5.1, 5.017109144542773)","(16.0, 21.0, 20.423728813559322)","(19.0, 25.0, 24.11926605504587)","(26.0, 32.0, 31.680555555555557)","(20.0, 28.0, 27.991525423728813)","(101.0, 600.0, 540.0)","(5.0, 5.8, 5.7846153846153845)","(2.3, 2.52, 2.518)","(61.0, 110.0, 107.0)","(61.0, 95.0, 89.47368421052632)"
12-01-2023 18:45:36.650884,"(19.0, 25.0, 24.541176470588237)","(51.0, 75.0, 73.92857142857143)","(4.4, 5.1, 5.017109144542773)","(16.0, 21.0, 20.49)","(19.0, 25.0, 24.2)","(26.0, 32.0, 31.69736842105263)","(20.0, 28.0, 27.99212598425197)","(101.0, 600.0, 540.0)","(5.0, 5.8, 5.830278884462151)","(2.3, 2.52, 2.504270462633452)","(61.0, 110.0, 106.08695652173913)","(61.0, 90.0, 89.52380952380952)"
12-01-2023 18:45:38.259431,"(19.0, 25.0, 24.59090909090909)","(51.0, 75.0, 74.70588235294117)","(4.4, 5.1, 5.027012987012987)","(16.0, 21.0, 20.605042016806724)","(19.0, 25.0, 24.57)","(26.0, 32.0, 32.3801652892562)","(20.0, 28.0, 28.151041666666668)","(101.0, 600.0, 506.6666666666667)","(5.0, 5.9, 5.86686046511628)","(2.3, 2.52, 2.474516129032258)","(61.0, 110.0, 107.85714285714286)","(61.0, 90.0, 92.06896551724138)"
12-01-2023 18:45:39.809559,"(19.0, 26.0, 24.94871794871795)","(51.0, 80.0, 76.66666666666667)","(4.6, 5.1, 5.068828828828829)","(16.0, 21.0, 20.605042016806724)","(19.0, 25.0, 24.57)","(26.0, 34.0, 32.50819672131148)","(20.0, 29.0, 28.155440414507773)","(101.0, 590.0, 506.6666666666667)","(5.0, 5.9, 5.86686046511628)","(2.3, 2.48, 2.462666666666667)","(61.0, 110.0, 108.0)","(61.0, 95.0, 92.83333333333333)"
12-01-2023 18:45:41.352337,"(19.0, 25.0, 25.485294117647058)","(51.0, 80.0, 77.04225352112677)","(4.6, 5.1, 5.140082079343365)","(16.0, 21.0, 20.335526315789473)","(19.0, 25.0, 25.3)","(26.0, 34.0, 32.71641791044776)","(20.0, 29.0, 28.347280334728033)","(101.0, 590.0, 510.0)","(5.0, 5.9, 5.900865800865801)","(2.3, 2.48, 2.4208809746954074)","(61.0, 120.0, 112.12121212121212)","(61.0, 95.0, 93.69565217391305)"
12-01-2023 18:45:42.805014,"(19.0, 26.0, 25.485294117647058)","(51.0, 80.0, 77.04225352112677)","(4.6, 5.2, 5.1400273224043715)","(16.0, 21.0, 20.352564102564102)","(19.0, 26.0, 25.72)","(26.0, 34.0, 32.37837837837838)","(20.0, 29.0, 28.324675324675326)","(101.0, 590.0, 510.0)","(5.0, 6.0, 5.920087336244542)","(2.3, 2.44, 2.4041739130434783)","(61.0, 120.0, 111.94444444444444)","(61.0, 95.0, 93.69565217391305)"
12-01-2023 18:45:44.355042,"(19.0, 26.0, 25.485294117647058)","(51.0, 80.0, 77.5)","(4.6, 5.2, 5.198802395209581)","(16.0, 21.0, 20.56279069767442)","(19.0, 27.0, 26.545454545454547)","(26.0, 34.0, 32.72592592592593)","(20.0, 29.0, 28.388235294117646)","(101.0, 590.0, 518.0)","(5.0, 6.0, 5.738904899135447)","(2.3, 2.42, 2.413280839895013)","(61.0, 120.0, 113.33333333333333)","(61.0, 95.0, 93.0)"
12-01-2023 18:45:45.853820,"(19.0, 26.0, 25.706521739130434)","(51.0, 80.0, 77.67605633802818)","(4.6, 5.2, 5.18499660556687)","(16.0, 21.0, 20.572727272727274)","(19.0, 27.0, 26.58974358974359)","(26.0, 34.0, 32.77142857142857)","(20.0, 29.0, 28.3953488372093)","(101.0, 590.0, 518.0)","(5.0, 5.8, 5.741274238227147)","(2.3, 2.42, 2.4177395577395577)","(61.0, 120.0, 102.57142857142857)","(61.0, 100.0, 93.2258064516129)"
12-01-2023 18:45:47.266800,"(19.0, 26.0, 25.706521739130434)","(51.0, 80.0, 78.01470588235294)","(4.6, 5.3, 5.186168741355464)","(16.0, 21.0, 20.726315789473684)","(19.0, 27.0, 26.915254237288135)","(26.0, 34.0, 32.888888888888886)","(20.0, 29.0, 28.443548387096776)","(101.0, 590.0, 530.0)","(5.0, 5.8, 5.699859747545582)","(2.3, 2.42, 2.4533672431332656)","(61.0, 110.0, 104.63414634146342)","(61.0, 100.0, 93.72881355932203)"
12-01-2023 18:45:48.775384,"(19.0, 26.0, 25.7125)","(51.0, 80.0, 78.04347826086956)","(4.6, 5.2, 5.187348586810229)","(16.0, 21.0, 20.652941176470588)","(19.0, 27.0, 26.802816901408452)","(26.0, 34.0, 32.87943262411348)","(20.0, 29.0, 28.448)","(101.0, 590.0, 515.0)","(5.0, 5.7, 5.750877192982456)","(2.25, 2.46, 2.441313868613139)","(61.0, 110.0, 104.88372093023256)","(61.0, 100.0, 92.94871794871794)"
12-01-2023 18:45:50.349216,"(19.0, 26.0, 25.7125)","(51.0, 80.0, 78.04347826086956)","(4.6, 5.2, 5.189321608040201)","(16.0, 21.0, 20.725490196078432)","(20.0, 27.0, 26.802816901408452)","(26.0, 34.0, 32.871428571428574)","(20.0, 29.0, 27.846153846153847)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.749152542372881)","(2.25, 2.46, 2.4516981132075473)","(61.0, 110.0, 104.88372093023256)","(61.0, 95.0, 92.94871794871794)"
12-01-2023 18:45:51.825185,"(19.0, 26.0, 25.7125)","(51.0, 80.0, 78.04347826086956)","(4.6, 5.2, 5.084397163120567)","(16.0, 21.0, 20.63125)","(20.0, 27.0, 26.967741935483872)","(26.0, 34.0, 32.91304347826087)","(20.0, 28.0, 27.875)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.71304347826087)","(2.25, 2.46, 2.4655)","(61.0, 110.0, 104.5)","(61.0, 95.0, 90.78947368421052)"
12-01-2023 18:45:53.358324,"(19.0, 26.0, 25.71764705882353)","(51.0, 80.0, 78.125)","(4.6, 5.1, 5.085478547854785)","(16.0, 21.0, 20.48717948717949)","(20.0, 27.0, 26.848101265822784)","(26.0, 34.0, 32.95890410958904)","(20.0, 28.0, 27.875)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.723333333333334)","(2.25, 2.48, 2.497906976744186)","(61.0, 110.0, 105.11111111111111)","(61.0, 95.0, 91.59574468085107)"
12-01-2023 18:45:54.833074,"(19.0, 26.0, 25.71764705882353)","(51.0, 80.0, 78.125)","(4.6, 5.1, 5.085478547854785)","(16.0, 21.0, 20.142857142857142)","(20.0, 27.0, 26.848101265822784)","(26.0, 34.0, 32.92617449664429)","(20.0, 28.0, 27.875)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.6976158940397355)","(2.25, 2.5, 2.4971717171717174)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.07843137254902)"
12-01-2023 18:45:56.378144,"(19.0, 26.0, 25.525)","(51.0, 80.0, 78.125)","(4.6, 5.1, 5.084429065743945)","(16.0, 21.0, 20.18032786885246)","(20.0, 27.0, 26.848101265822784)","(26.0, 34.0, 32.95172413793104)","(20.0, 28.0, 27.879781420765028)","(101.0, 590.0, 515.0)","(5.0, 5.7, 5.691633986928105)","(2.25, 2.5, 2.492795698924731)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.59574468085107)"
12-01-2023 18:45:57.851053,"(19.0, 26.0, 25.38095238095238)","(51.0, 80.0, 78.15068493150685)","(4.4, 5.1, 5.084429065743945)","(16.0, 21.0, 20.253731343283583)","(20.0, 27.0, 26.848101265822784)","(26.0, 34.0, 32.95172413793104)","(20.0, 28.0, 27.879781420765028)","(101.0, 590.0, 515.0)","(5.0, 5.7, 5.691590013140605)","(2.25, 2.5, 2.492205128205128)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.59574468085107)"
12-01-2023 18:45:59.248407,"(19.0, 26.0, 25.38095238095238)","(51.0, 80.0, 78.15068493150685)","(4.4, 5.1, 5.084347826086956)","(16.0, 21.0, 20.253731343283583)","(20.0, 27.0, 26.848101265822784)","(26.0, 34.0, 32.95172413793104)","(20.0, 28.0, 27.879781420765028)","(101.0, 590.0, 515.0)","(5.0, 5.7, 5.699005681818182)","(2.25, 2.5, 2.492795698924731)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.59574468085107)"
12-01-2023 18:46:00.815778,"(19.0, 26.0, 25.38095238095238)","(51.0, 80.0, 78.09859154929578)","(4.4, 5.1, 5.077735124760077)","(16.0, 21.0, 20.253731343283583)","(20.0, 27.0, 26.846153846153847)","(26.0, 34.0, 32.92617449664429)","(20.0, 28.0, 27.875706214689266)","(101.0, 590.0, 515.0)","(5.0, 5.7, 5.738983050847458)","(2.25, 2.5, 2.4794101876675603)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.59574468085107)"
12-01-2023 18:46:02.321820,"(19.0, 26.0, 25.38095238095238)","(51.0, 80.0, 78.09859154929578)","(4.4, 5.1, 5.077909270216963)","(16.0, 21.0, 20.253731343283583)","(20.0, 27.0, 26.846153846153847)","(26.0, 34.0, 32.945205479452056)","(20.0, 28.0, 27.870786516853933)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.739181286549708)","(2.25, 2.5, 2.479574468085106)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.59574468085107)"
12-01-2023 18:46:03.795499,"(19.0, 26.0, 25.35)","(51.0, 80.0, 78.09859154929578)","(4.4, 5.1, 5.077865612648221)","(16.0, 21.0, 20.341463414634145)","(20.0, 27.0, 26.804878048780488)","(26.0, 34.0, 32.945205479452056)","(20.0, 28.0, 27.870786516853933)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.738823529411765)","(2.25, 2.5, 2.4834285714285715)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.59574468085107)"
