,Smash Devil,Zipping Chassis,Know Account,Opawa Duchess,Silky Adobe,Go Ivy,Goldstar Austin,Know Grizzles
06-01-2023 09:57:48.192517,"(18.0, 190.0, 115.85714285714286)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 12.9)","(6.0, 10.0, 6.581818181818182)","(8.5, 16.5, 9.714285714285715)","(9.0, 18.0, 16.4)","(6.5, 11.5, 11.008333333333333)","(9.0, 19.0, 11.933333333333334)"
06-01-2023 09:57:49.264522,"(18.0, 180.0, 117.11538461538461)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 17.48)","(6.0, 10.0, 6.581818181818182)","(8.5, 16.5, 9.714285714285715)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 11.008333333333333)","(9.0, 19.0, 17.65)"
06-01-2023 09:57:50.264567,"(18.0, 180.0, 117.11538461538461)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.32)","(8.5, 16.5, 9.714285714285715)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 11.008333333333333)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:57:51.303477,"(18.0, 180.0, 117.11538461538461)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 7.835294117647059)","(8.5, 16.5, 12.636363636363637)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:57:52.623515,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 7.15)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:57:53.811434,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 7.15)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:57:55.174374,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:57:56.372122,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:57:57.523372,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:57:58.641909,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:57:59.716493,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:00.845399,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:01.855830,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:02.897480,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:03.906224,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:04.952126,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:06.068114,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:07.150894,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:08.232855,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:09.313792,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:10.399923,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:11.479575,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:12.500425,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:13.469384,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:14.491006,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.266666666666667)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:15.551973,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.833333333333334)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 15.75)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:16.596701,"(18.0, 180.0, 64.28571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 16.785714285714285)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 15.75)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:17.649534,"(18.0, 180.0, 64.28571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 16.785714285714285)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 15.75)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.333333333333334)"
06-01-2023 09:58:18.726733,"(18.0, 180.0, 64.28571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 16.785714285714285)","(6.0, 10.0, 6.96)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.133333333333333)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 16.4)"
06-01-2023 09:58:19.800447,"(18.0, 180.0, 117.3076923076923)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 6.96)","(8.5, 16.5, 10.8)","(9.0, 18.0, 12.133333333333333)","(6.5, 11.5, 9.533333333333333)","(9.0, 19.0, 12.200000000000001)"
06-01-2023 09:58:20.928833,"(18.0, 180.0, 121.78571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 17.48)","(6.0, 10.0, 8.117647058823529)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:22.037413,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:23.086633,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:24.126961,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:25.184291,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:26.244882,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:27.323090,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:28.455474,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:29.553908,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.4)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:30.639899,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.0, 12.566666666666666)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:31.826379,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:32.891657,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:34.012471,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:35.383109,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 12.466666666666667)"
06-01-2023 09:58:36.792954,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 9.866666666666667)","(9.0, 19.0, 12.133333333333333)"
06-01-2023 09:58:38.064935,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.133333333333333)"
06-01-2023 09:58:39.252683,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.133333333333333)"
06-01-2023 09:58:40.432356,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.133333333333333)"
06-01-2023 09:58:41.659649,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 6.550000000000001)","(8.5, 16.5, 13.963636363636365)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 7.566666666666666)","(9.0, 18.0, 12.133333333333333)"
06-01-2023 09:58:42.888543,"(18.0, 180.0, 121.78571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 6.550000000000001)","(8.5, 16.5, 13.963636363636365)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 7.566666666666666)","(9.0, 18.0, 12.133333333333333)"
06-01-2023 09:58:43.974613,"(18.0, 180.0, 121.78571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 6.550000000000001)","(8.5, 16.5, 13.963636363636365)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 7.566666666666666)","(9.0, 18.0, 12.133333333333333)"
06-01-2023 09:58:45.053612,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 14.166666666666666)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.566666666666666)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.133333333333333)"
06-01-2023 09:58:46.142535,"(18.0, 180.0, 64.28571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 16.785714285714285)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 16.125)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 15.65)"
06-01-2023 09:58:47.291156,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 16.785714285714285)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.299999999999999)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 11.866666666666667)"
06-01-2023 09:58:48.369988,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 16.29090909090909)"
06-01-2023 09:58:49.506515,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:50.675367,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:51.774121,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:52.860961,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:53.957170,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:55.041949,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:56.113218,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:57.220970,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:58.341861,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:58:59.450175,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:00.706072,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:01.894563,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:03.054309,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:04.333293,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:05.673503,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.5, 13.666666666666666)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:06.753691,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 7.818181818181818)","(8.5, 16.5, 13.49090909090909)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 7.566666666666666)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:07.800477,"(18.0, 180.0, 121.78571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 7.490909090909091)","(8.5, 16.0, 13.49090909090909)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 7.566666666666666)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:08.878521,"(18.0, 180.0, 121.78571428571428)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 7.066666666666666)","(8.5, 16.0, 13.333333333333332)","(9.0, 18.5, 12.700000000000001)","(6.5, 11.5, 9.866666666666667)","(9.0, 18.0, 12.266666666666667)"
06-01-2023 09:59:09.934011,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.0, 13.333333333333332)","(9.0, 18.5, 12.533333333333333)","(6.5, 11.5, 9.8)","(9.0, 18.0, 14.2)"
06-01-2023 09:59:10.964632,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.0, 13.333333333333332)","(9.0, 18.0, 12.533333333333333)","(6.5, 11.0, 9.8)","(9.0, 19.0, 14.2)"
06-01-2023 09:59:12.005796,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.0, 13.333333333333332)","(9.0, 18.0, 12.533333333333333)","(6.5, 11.0, 9.8)","(9.0, 19.0, 14.2)"
06-01-2023 09:59:13.086823,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.0, 13.333333333333332)","(9.0, 18.0, 12.533333333333333)","(6.5, 11.0, 9.8)","(9.0, 19.0, 14.2)"
06-01-2023 09:59:14.128980,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.0, 13.333333333333332)","(9.0, 18.0, 12.533333333333333)","(6.5, 11.0, 9.8)","(9.0, 19.0, 14.2)"
06-01-2023 09:59:15.152900,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.0, 13.333333333333332)","(9.0, 18.0, 15.75)","(6.5, 11.0, 10.955555555555556)","(9.0, 19.0, 17.514285714285712)"
06-01-2023 09:59:16.141412,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 8.4)","(8.5, 16.0, 13.333333333333332)","(9.0, 18.0, 15.75)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 17.514285714285712)"
06-01-2023 09:59:17.162831,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 7.15)","(8.5, 16.0, 10.149999999999999)","(9.0, 18.0, 12.666666666666666)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 17.514285714285712)"
06-01-2023 09:59:18.194122,"(18.0, 180.0, 78.75)","(2.0, 2.12, 2.1125925925925926)","(10.0, 19.5, 13.5)","(6.0, 10.0, 7.15)","(8.5, 16.0, 10.149999999999999)","(9.0, 18.0, 12.666666666666666)","(6.5, 11.5, 10.955555555555556)","(9.0, 19.0, 14.3)"
