,Essential Three,Furiosa,Swinging George,Feelin Flirty,Rolled In Gold,Beau Hart,Barroom Blitz,Imajiva
08-12-2022 12:40:03.694825,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.6875)","(5.5, 8.0, 7.617391304347826)","(17.0, 34.0, 30.4)","(1.35, 1.57, 1.5528947368421053)","(101.0, 260.0, 216.66666666666669)","(8.5, 14.5, 12.9)","(31.0, 80.0, 66.0)"
08-12-2022 12:40:05.121363,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.714285714285714)","(5.5, 8.0, 7.472)","(17.0, 34.0, 30.4)","(1.35, 1.57, 1.5460416666666668)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 66.0)"
08-12-2022 12:40:06.878523,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.714285714285714)","(5.5, 8.0, 7.45)","(17.0, 34.0, 30.0)","(1.35, 1.57, 1.5460416666666668)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 66.5)"
08-12-2022 12:40:08.357488,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.714285714285714)","(5.5, 8.0, 7.45)","(17.0, 32.0, 30.0)","(1.35, 1.57, 1.5460416666666668)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 66.5)"
08-12-2022 12:40:09.901503,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.714285714285714)","(5.5, 8.0, 7.5280000000000005)","(17.0, 32.0, 30.0)","(1.35, 1.57, 1.5432558139534884)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 66.5)"
08-12-2022 12:40:11.411984,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.871428571428572)","(5.5, 8.2, 7.5600000000000005)","(17.0, 32.0, 28.666666666666668)","(1.35, 1.57, 1.54125)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 66.5)"
08-12-2022 12:40:13.045489,"(41.0, 140.0, 127.5)","(8.5, 11.5, 11.011111111111111)","(5.5, 8.2, 7.6909090909090905)","(17.0, 32.0, 28.666666666666668)","(1.35, 1.57, 1.54125)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 66.5)"
08-12-2022 12:40:14.526112,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.921052631578947)","(5.5, 8.2, 7.6909090909090905)","(17.0, 32.0, 28.666666666666668)","(1.35, 1.57, 1.54125)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 66.5)"
08-12-2022 12:40:15.920259,"(41.0, 140.0, 127.5)","(8.5, 11.5, 11.051724137931034)","(5.5, 8.2, 7.8769230769230765)","(17.0, 32.0, 28.666666666666668)","(1.35, 1.57, 1.5378947368421052)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:17.418934,"(41.0, 140.0, 127.5)","(8.5, 11.5, 11.066666666666666)","(5.5, 8.2, 7.733333333333333)","(17.0, 32.0, 27.5)","(1.35, 1.54, 1.5383333333333333)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:18.924948,"(41.0, 140.0, 127.5)","(8.5, 11.5, 11.066666666666666)","(5.5, 8.2, 7.999999999999999)","(17.0, 29.0, 27.272727272727273)","(1.35, 1.54, 1.5383333333333333)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.9)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:20.429978,"(41.0, 140.0, 127.5)","(8.5, 11.5, 11.051724137931034)","(5.5, 8.2, 7.975)","(17.0, 30.0, 27.272727272727273)","(1.35, 1.54, 1.5388235294117647)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.605263157894736)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:22.057040,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.98)","(5.5, 8.2, 7.6909090909090905)","(17.0, 30.0, 27.272727272727273)","(1.35, 1.58, 1.548032786885246)","(101.0, 260.0, 220.0)","(8.0, 14.5, 12.333333333333332)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:25.841402,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.98)","(5.5, 8.2, 7.6909090909090905)","(17.0, 32.0, 28.666666666666668)","(1.35, 1.58, 1.548032786885246)","(101.0, 260.0, 220.0)","(8.0, 13.5, 11.625)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:30.325485,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.98)","(5.5, 8.2, 7.6909090909090905)","(17.0, 32.0, 31.0)","(1.35, 1.58, 1.5536486486486487)","(101.0, 260.0, 220.0)","(8.0, 13.5, 12.38888888888889)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:32.940758,"(41.0, 140.0, 121.25)","(8.5, 11.5, 10.98)","(5.5, 8.2, 7.5600000000000005)","(17.0, 34.0, 29.833333333333332)","(1.35, 1.55, 1.5351851851851852)","(101.0, 260.0, 214.16666666666666)","(8.0, 13.5, 11.9)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:34.673310,"(41.0, 140.0, 111.875)","(8.5, 11.5, 10.98)","(5.5, 8.2, 7.816)","(17.0, 34.0, 30.0)","(1.35, 1.55, 1.531651376146789)","(101.0, 260.0, 235.55555555555554)","(8.0, 13.5, 12.5)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:36.711969,"(41.0, 140.0, 111.875)","(8.5, 11.5, 10.98)","(5.5, 8.2, 7.8307692307692305)","(17.0, 34.0, 30.0)","(1.35, 1.55, 1.5267605633802817)","(101.0, 260.0, 235.55555555555554)","(8.0, 13.5, 12.5)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:39.130691,"(41.0, 140.0, 121.81818181818181)","(8.5, 11.5, 10.90625)","(5.5, 8.2, 7.8999999999999995)","(17.0, 34.0, 29.894736842105264)","(1.35, 1.54, 1.5215686274509803)","(101.0, 260.0, 214.16666666666666)","(8.0, 14.0, 12.909090909090908)","(31.0, 80.0, 70.47619047619048)"
08-12-2022 12:40:40.711285,"(41.0, 140.0, 123.33333333333334)","(8.5, 11.0, 10.63265306122449)","(5.5, 8.2, 8.0)","(17.0, 34.0, 29.454545454545453)","(1.35, 1.53, 1.5183783783783784)","(101.0, 260.0, 214.16666666666666)","(8.0, 14.0, 12.8)","(31.0, 80.0, 70.9090909090909)"
08-12-2022 12:40:42.607831,"(51.0, 140.0, 127.5)","(8.5, 11.0, 10.635416666666666)","(5.5, 8.2, 8.0)","(18.0, 34.0, 31.428571428571427)","(1.3, 1.53, 1.5112355212355213)","(101.0, 260.0, 214.16666666666666)","(9.0, 14.0, 12.8)","(31.0, 80.0, 70.9090909090909)"
08-12-2022 12:40:44.270390,"(51.0, 140.0, 127.5)","(8.5, 11.0, 10.597560975609756)","(5.5, 8.2, 8.010810810810812)","(18.0, 34.0, 32.57142857142857)","(1.3, 1.53, 1.4888505747126437)","(101.0, 260.0, 235.55555555555554)","(9.0, 14.0, 14.142857142857142)","(31.0, 80.0, 71.42857142857143)"
08-12-2022 12:40:45.810430,"(51.0, 140.0, 129.0909090909091)","(8.5, 11.0, 10.61111111111111)","(5.5, 8.4, 8.03225806451613)","(18.0, 40.0, 32.72727272727273)","(1.3, 1.49, 1.4862033898305085)","(101.0, 260.0, 246.25)","(9.0, 15.0, 14.210526315789474)","(31.0, 80.0, 72.94117647058823)"
08-12-2022 12:40:47.226619,"(51.0, 140.0, 125.0)","(8.5, 11.0, 10.61111111111111)","(5.5, 8.4, 8.074285714285715)","(18.0, 40.0, 35.0)","(1.3, 1.51, 1.4896521739130435)","(101.0, 260.0, 247.77777777777777)","(9.0, 15.0, 14.224137931034482)","(31.0, 80.0, 72.94117647058823)"
08-12-2022 12:40:48.643702,"(51.0, 140.0, 125.0)","(8.5, 11.0, 10.61111111111111)","(5.5, 8.4, 8.074285714285715)","(18.0, 40.0, 35.0)","(1.3, 1.51, 1.4918055555555556)","(101.0, 260.0, 247.77777777777777)","(9.0, 15.0, 13.8)","(31.0, 80.0, 72.0)"
08-12-2022 12:40:50.184066,"(51.0, 140.0, 125.0)","(8.5, 11.0, 10.666666666666666)","(5.5, 8.4, 8.215384615384616)","(18.0, 40.0, 36.666666666666664)","(1.3, 1.5, 1.4918055555555556)","(101.0, 260.0, 247.77777777777777)","(9.0, 15.0, 13.8)","(31.0, 80.0, 72.0)"
08-12-2022 12:40:51.593756,"(51.0, 140.0, 131.8181818181818)","(8.5, 11.0, 10.868421052631579)","(5.5, 8.4, 8.552941176470588)","(18.0, 40.0, 38.0)","(1.3, 1.5, 1.5048979591836735)","(101.0, 260.0, 247.77777777777777)","(9.0, 15.0, 14.18421052631579)","(31.0, 80.0, 74.44444444444444)"
08-12-2022 12:40:53.822947,"(51.0, 140.0, 131.8181818181818)","(8.5, 11.0, 10.868421052631579)","(5.5, 8.6, 8.561904761904762)","(18.0, 44.0, 39.42857142857143)","(1.3, 1.51, 1.5119354838709678)","(101.0, 260.0, 230.0)","(9.0, 14.5, 13.833333333333334)","(31.0, 80.0, 74.44444444444444)"
08-12-2022 12:40:55.492941,"(51.0, 140.0, 131.8181818181818)","(8.5, 11.0, 10.485294117647058)","(6.0, 8.6, 8.585185185185185)","(19.0, 44.0, 39.42857142857143)","(1.3, 1.52, 1.5121818181818183)","(101.0, 270.0, 230.0)","(9.0, 14.0, 13.833333333333334)","(31.0, 80.0, 75.0)"
08-12-2022 12:40:57.870159,"(51.0, 140.0, 131.0)","(8.5, 10.5, 9.48)","(6.0, 8.6, 8.557142857142857)","(19.0, 44.0, 39.42857142857143)","(1.3, 1.54, 1.5281818181818183)","(101.0, 270.0, 230.0)","(9.0, 15.5, 14.214285714285714)","(31.0, 80.0, 76.25)"
08-12-2022 12:41:04.555273,"(51.0, 140.0, 127.14285714285714)","(8.5, 9.6, 9.476923076923077)","(6.0, 8.6, 8.5625)","(19.0, 44.0, 39.42857142857143)","(1.3, 1.54, 1.5210614525139665)","(101.0, 270.0, 230.0)","(9.0, 15.5, 14.785714285714285)","(31.0, 80.0, 76.25)"
08-12-2022 12:41:07.452983,"(51.0, 140.0, 115.0)","(8.5, 9.6, 9.173333333333332)","(6.0, 8.2, 8.022222222222222)","(19.0, 44.0, 39.5)","(1.3, 1.59, 1.563173076923077)","(101.0, 260.0, 177.5)","(9.0, 15.5, 14.545454545454545)","(31.0, 80.0, 75.0)"
08-12-2022 12:41:10.396875,"(51.0, 130.0, 115.0)","(8.5, 9.2, 8.741666666666667)","(6.0, 8.2, 7.744827586206896)","(20.0, 44.0, 39.5)","(1.35, 1.6, 1.5930120481927712)","(101.0, 260.0, 205.0)","(9.0, 14.5, 14.142857142857142)","(31.0, 80.0, 75.0)"
08-12-2022 12:41:13.323487,"(51.0, 130.0, 126.11111111111111)","(8.5, 8.8, 8.503703703703705)","(6.0, 8.2, 7.777777777777778)","(20.0, 44.0, 39.5)","(1.35, 1.63, 1.6261290322580644)","(101.0, 250.0, 169.0)","(9.0, 14.5, 13.818181818181818)","(31.0, 80.0, 75.0)"
08-12-2022 12:41:16.070377,"(51.0, 130.0, 126.11111111111111)","(8.5, 8.8, 8.336986301369862)","(6.0, 8.2, 7.748717948717949)","(20.0, 44.0, 39.5)","(1.35, 1.63, 1.6283333333333332)","(101.0, 250.0, 205.0)","(9.0, 14.0, 13.782608695652174)","(31.0, 80.0, 75.0)"
08-12-2022 12:41:18.679683,"(51.0, 130.0, 126.11111111111111)","(8.0, 8.6, 8.949333333333334)","(5.5, 8.2, 7.695652173913043)","(21.0, 44.0, 39.5)","(1.35, 1.63, 1.6096969696969698)","(101.0, 250.0, 217.5)","(10.0, 14.0, 13.692307692307692)","(31.0, 80.0, 75.0)"
08-12-2022 12:41:20.670850,"(51.0, 130.0, 126.11111111111111)","(8.0, 9.0, 8.464516129032258)","(5.5, 7.8, 7.742857142857143)","(21.0, 44.0, 39.5)","(1.35, 1.62, 1.6209090909090909)","(101.0, 270.0, 217.5)","(10.0, 14.0, 13.545454545454545)","(31.0, 80.0, 75.0)"
08-12-2022 12:41:22.878128,"(51.0, 130.0, 121.25)","(8.0, 8.6, 8.244444444444445)","(5.5, 8.0, 7.16)","(21.0, 44.0, 35.0)","(1.35, 1.63, 1.6685382059800664)","(101.0, 270.0, 240.0)","(10.0, 14.0, 13.34)","(31.0, 80.0, 71.42857142857143)"
08-12-2022 12:41:25.183330,"(51.0, 130.0, 121.25)","(8.0, 8.4, 8.244444444444445)","(5.5, 7.8, 7.16)","(21.0, 44.0, 35.0)","(1.35, 1.67, 1.666909090909091)","(101.0, 270.0, 235.0)","(10.0, 14.0, 13.0625)","(31.0, 80.0, 71.42857142857143)"
08-12-2022 12:41:27.228747,"(51.0, 130.0, 111.25)","(8.0, 8.4, 8.136842105263158)","(5.5, 7.8, 7.088888888888889)","(21.0, 42.0, 34.0)","(1.35, 1.62, 1.6192111368909514)","(101.0, 270.0, 235.0)","(10.0, 14.0, 13.25)","(31.0, 80.0, 71.42857142857143)"
08-12-2022 12:41:28.732391,"(51.0, 130.0, 111.25)","(8.0, 8.6, 8.36923076923077)","(5.5, 7.8, 7.096969696969697)","(21.0, 42.0, 38.92307692307692)","(1.35, 1.67, 1.6575449101796407)","(101.0, 270.0, 235.0)","(10.0, 14.0, 13.338235294117647)","(31.0, 80.0, 71.42857142857143)"
08-12-2022 12:41:30.280142,"(51.0, 130.0, 108.0)","(7.5, 8.6, 8.588235294117647)","(5.5, 6.6, 6.061224489795919)","(21.0, 42.0, 38.54545454545455)","(1.35, 1.67, 1.6621428571428571)","(101.0, 270.0, 235.0)","(10.0, 14.0, 13.482758620689655)","(41.0, 80.0, 71.66666666666667)"
08-12-2022 12:41:31.978540,"(51.0, 120.0, 100.0)","(7.5, 8.8, 8.618181818181819)","(5.5, 6.6, 6.527272727272727)","(21.0, 40.0, 37.77777777777778)","(1.35, 1.67, 1.6508620689655171)","(101.0, 270.0, 235.0)","(10.0, 14.0, 13.928571428571429)","(41.0, 75.0, 62.77777777777778)"
08-12-2022 12:41:33.656758,"(51.0, 120.0, 100.0)","(7.5, 9.0, 8.773333333333333)","(5.5, 6.6, 6.1692307692307695)","(21.0, 40.0, 37.14285714285714)","(1.35, 1.67, 1.709957264957265)","(101.0, 270.0, 226.25)","(10.0, 14.0, 13.277777777777779)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:35.227902,"(51.0, 120.0, 100.0)","(7.5, 8.8, 8.75)","(5.5, 6.4, 6.144)","(21.0, 40.0, 33.84615384615385)","(1.35, 1.71, 1.7099572039942939)","(101.0, 270.0, 231.11111111111111)","(10.0, 13.5, 13.038461538461538)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:36.965128,"(51.0, 120.0, 100.0)","(7.5, 8.8, 8.75)","(5.5, 6.4, 6.085714285714285)","(21.0, 40.0, 33.411764705882355)","(1.4, 1.71, 1.719233926128591)","(101.0, 270.0, 231.11111111111111)","(10.0, 13.5, 12.818181818181818)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:38.980313,"(51.0, 120.0, 106.25)","(7.5, 8.8, 8.293617021276596)","(5.5, 6.2, 6.056)","(21.0, 40.0, 34.35294117647059)","(1.4, 1.72, 1.712)","(101.0, 270.0, 231.11111111111111)","(10.0, 13.5, 12.9375)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:41.179127,"(51.0, 110.0, 106.25)","(7.5, 8.6, 8.103703703703705)","(5.5, 6.2, 6.016666666666667)","(21.0, 40.0, 34.35294117647059)","(1.4, 1.73, 1.731891891891892)","(101.0, 270.0, 231.11111111111111)","(10.0, 13.5, 12.85)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:43.015173,"(51.0, 110.0, 106.25)","(7.5, 8.4, 8.17142857142857)","(5.5, 6.2, 6.00909090909091)","(21.0, 40.0, 35.63636363636364)","(1.4, 1.74, 1.7252459016393442)","(101.0, 270.0, 231.11111111111111)","(10.0, 13.5, 13.884615384615385)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:45.007871,"(51.0, 110.0, 106.25)","(7.5, 8.4, 8.124137931034483)","(5.5, 6.2, 5.946875)","(21.0, 40.0, 35.63636363636364)","(1.4, 1.74, 1.7307692307692308)","(101.0, 270.0, 231.11111111111111)","(10.0, 14.0, 13.884615384615385)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:46.991628,"(51.0, 110.0, 106.25)","(7.5, 8.4, 8.209523809523809)","(5.5, 6.2, 5.938461538461539)","(21.0, 40.0, 33.5)","(1.4, 1.74, 1.7343076923076923)","(101.0, 270.0, 231.11111111111111)","(10.0, 14.0, 14.09090909090909)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:48.676379,"(51.0, 110.0, 106.25)","(7.5, 8.4, 8.19375)","(5.5, 6.2, 5.9071428571428575)","(21.0, 38.0, 33.125)","(1.4, 1.74, 1.7468088737201366)","(101.0, 270.0, 231.11111111111111)","(10.0, 14.5, 13.954545454545455)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:50.304081,"(51.0, 110.0, 103.33333333333334)","(7.5, 8.4, 8.11111111111111)","(5.5, 6.0, 5.907692307692308)","(21.0, 38.0, 32.8)","(1.4, 1.75, 1.7468358714043992)","(101.0, 270.0, 231.11111111111111)","(10.0, 14.5, 13.95)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:51.865694,"(51.0, 110.0, 103.33333333333334)","(7.5, 8.2, 7.677419354838709)","(5.5, 6.0, 5.764285714285714)","(21.0, 38.0, 36.4)","(1.4, 1.75, 1.7468358714043992)","(101.0, 270.0, 231.11111111111111)","(10.0, 14.0, 14.404761904761905)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:53.595880,"(51.0, 110.0, 103.33333333333334)","(7.5, 8.0, 7.628571428571428)","(5.5, 6.0, 5.7250000000000005)","(21.0, 38.0, 36.4)","(1.4, 1.75, 1.7482281059063136)","(101.0, 270.0, 231.11111111111111)","(10.0, 14.5, 14.45)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:55.240555,"(51.0, 110.0, 103.33333333333334)","(7.5, 7.8, 7.84375)","(5.5, 6.0, 5.694736842105263)","(21.0, 38.0, 36.4)","(1.4, 1.76, 1.7586666666666666)","(101.0, 270.0, 231.11111111111111)","(10.0, 15.0, 14.419354838709678)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:56.726811,"(51.0, 110.0, 103.33333333333334)","(7.5, 8.0, 7.666666666666667)","(5.5, 5.9, 5.504054054054054)","(21.0, 38.0, 36.4)","(1.4, 1.76, 1.7765714285714287)","(101.0, 270.0, 231.11111111111111)","(10.0, 15.0, 14.075757575757576)","(41.0, 65.0, 62.77777777777778)"
08-12-2022 12:41:58.256251,"(51.0, 110.0, 103.33333333333334)","(7.5, 7.8, 7.61)","(5.5, 5.6, 5.405405405405406)","(21.0, 38.0, 36.4)","(1.4, 1.78, 1.7855555555555556)","(101.0, 270.0, 231.11111111111111)","(10.0, 14.5, 14.274193548387096)","(41.0, 65.0, 63.0)"
08-12-2022 12:41:59.606767,"(51.0, 110.0, 103.33333333333334)","(7.5, 8.0, 7.61)","(5.5, 5.6, 5.405405405405406)","(21.0, 38.0, 36.4)","(1.4, 1.79, 1.7855555555555556)","(101.0, 270.0, 231.11111111111111)","(10.0, 14.5, 14.274193548387096)","(41.0, 65.0, 63.0)"
08-12-2022 12:42:01.159479,"(51.0, 110.0, 103.33333333333334)","(7.0, 8.0, 7.7290322580645165)","(5.0, 5.5, 5.419277108433735)","(21.0, 40.0, 39.333333333333336)","(1.45, 1.79, 1.7819130434782608)","(101.0, 270.0, 231.11111111111111)","(10.0, 15.0, 14.1875)","(31.0, 65.0, 63.75)"
08-12-2022 12:42:02.597200,"(51.0, 110.0, 103.33333333333334)","(7.0, 8.0, 7.7)","(5.0, 5.6, 5.419277108433735)","(21.0, 42.0, 39.333333333333336)","(1.45, 1.8, 1.7819130434782608)","(101.0, 270.0, 240.0)","(10.0, 15.0, 13.8)","(31.0, 65.0, 61.0)"
08-12-2022 12:42:04.084204,"(51.0, 110.0, 103.0)","(7.0, 8.6, 7.8999999999999995)","(4.8, 5.6, 5.707894736842105)","(21.0, 42.0, 41.33333333333333)","(1.45, 1.8, 1.7870603015075377)","(101.0, 270.0, 240.0)","(10.0, 14.0, 13.75)","(31.0, 65.0, 61.0)"
08-12-2022 12:42:05.475204,"(51.0, 110.0, 103.0)","(7.0, 8.4, 8.24)","(4.8, 5.8, 5.75679012345679)","(21.0, 42.0, 41.33333333333333)","(1.45, 1.8, 1.7724489795918368)","(101.0, 270.0, 240.0)","(10.0, 14.0, 13.75)","(31.0, 65.0, 61.0)"
08-12-2022 12:42:06.948104,"(51.0, 110.0, 103.0)","(7.0, 8.4, 8.35)","(4.8, 5.8, 5.849152542372882)","(21.0, 44.0, 41.33333333333333)","(1.45, 1.8, 1.8038461538461539)","(101.0, 270.0, 240.0)","(10.0, 14.0, 13.7)","(31.0, 65.0, 61.0)"
08-12-2022 12:42:08.452385,"(51.0, 110.0, 102.0)","(7.0, 8.4, 7.76)","(4.8, 5.9, 5.75)","(21.0, 44.0, 38.0)","(1.45, 1.82, 1.7871428571428571)","(101.0, 260.0, 233.33333333333334)","(10.0, 14.0, 13.666666666666666)","(31.0, 65.0, 67.5)"
08-12-2022 12:42:09.840428,"(51.0, 110.0, 102.0)","(7.0, 8.0, 7.819999999999999)","(4.8, 6.0, 5.75)","(21.0, 42.0, 38.0)","(1.45, 1.81, 1.7405109489051094)","(101.0, 260.0, 233.33333333333334)","(10.0, 14.0, 13.666666666666666)","(31.0, 80.0, 71.66666666666667)"
08-12-2022 12:42:11.299952,"(51.0, 110.0, 102.0)","(7.0, 8.2, 7.894736842105263)","(4.8, 6.0, 5.75)","(21.0, 42.0, 38.0)","(1.45, 1.81, 1.7692)","(101.0, 260.0, 240.0)","(10.0, 14.0, 13.666666666666666)","(31.0, 75.0, 71.66666666666667)"
08-12-2022 12:42:12.678255,"(51.0, 110.0, 102.0)","(7.0, 8.0, 7.870967741935483)","(4.8, 6.0, 6.044444444444444)","(21.0, 40.0, 41.1764705882353)","(1.45, 1.8, 1.7569387755102042)","(101.0, 260.0, 240.0)","(10.0, 14.0, 13.666666666666666)","(31.0, 75.0, 71.66666666666667)"
08-12-2022 12:42:14.105906,"(51.0, 110.0, 102.0)","(7.0, 8.2, 7.870967741935483)","(4.8, 6.2, 5.606382978723404)","(21.0, 44.0, 41.1764705882353)","(1.45, 1.76, 1.728108108108108)","(101.0, 260.0, 240.0)","(10.0, 14.0, 13.849056603773585)","(31.0, 75.0, 70.0)"
08-12-2022 12:42:15.879231,"(51.0, 110.0, 103.33333333333334)","(7.0, 8.2, 7.4)","(4.8, 5.9, 5.7303030303030305)","(21.0, 44.0, 40.666666666666664)","(1.45, 1.74, 1.7472727272727273)","(101.0, 260.0, 246.66666666666666)","(10.0, 14.5, 13.727272727272727)","(31.0, 75.0, 68.75)"
08-12-2022 12:42:17.327206,"(51.0, 120.0, 96.66666666666667)","(7.0, 7.8, 7.485714285714286)","(4.8, 5.9, 5.7303030303030305)","(21.0, 44.0, 40.0)","(1.45, 1.8, 1.7526530612244897)","(101.0, 260.0, 246.66666666666666)","(10.0, 14.5, 13.727272727272727)","(31.0, 80.0, 68.33333333333333)"
08-12-2022 12:42:18.955903,"(51.0, 110.0, 96.66666666666667)","(7.0, 8.4, 7.5)","(4.8, 5.9, 5.705405405405406)","(21.0, 44.0, 41.333333333333336)","(1.45, 1.8, 1.7713793103448277)","(101.0, 260.0, 240.0)","(10.0, 14.5, 13.785714285714286)","(31.0, 75.0, 68.33333333333333)"
08-12-2022 12:42:21.149831,"(51.0, 110.0, 95.0)","(7.0, 7.2, 7.024)","(4.8, 6.0, 5.8)","(21.0, 44.0, 42.0)","(1.45, 1.8, 1.7712056737588653)","(101.0, 270.0, 240.0)","(10.0, 14.5, 13.948275862068966)","(31.0, 70.0, 67.5)"
08-12-2022 12:42:23.551769,"(51.0, 100.0, 95.71428571428572)","(7.0, 7.2, 6.868292682926829)","(4.8, 5.9, 5.721276595744681)","(21.0, 44.0, 43.09090909090909)","(1.45, 1.8, 1.780673076923077)","(101.0, 270.0, 240.0)","(10.0, 14.5, 14.1)","(31.0, 70.0, 67.5)"
08-12-2022 12:42:25.095551,"(51.0, 100.0, 92.5)","(7.0, 7.2, 6.837837837837838)","(4.8, 5.9, 5.829411764705883)","(21.0, 44.0, 43.0)","(1.45, 1.8, 1.7748275862068965)","(101.0, 270.0, 240.0)","(10.0, 14.5, 14.1)","(31.0, 70.0, 70.0)"
08-12-2022 12:42:26.783227,"(51.0, 95.0, 88.75)","(7.0, 7.0, 7.02)","(5.0, 5.9, 5.327717391304348)","(21.0, 44.0, 36.90909090909091)","(1.45, 1.79, 1.792972972972973)","(101.0, 270.0, 245.0)","(10.0, 14.5, 14.4)","(31.0, 80.0, 70.0)"
08-12-2022 12:42:28.457750,"(51.0, 120.0, 90.0)","(7.0, 7.2, 6.857142857142857)","(5.0, 5.4, 5.72)","(21.0, 46.0, 38.857142857142854)","(1.45, 1.8, 1.7716216216216216)","(101.0, 270.0, 245.0)","(10.0, 15.0, 14.823529411764707)","(31.0, 80.0, 68.75)"
08-12-2022 12:42:30.209978,"(51.0, 110.0, 96.66666666666667)","(7.0, 7.0, 6.92)","(5.0, 5.8, 5.576923076923077)","(21.0, 46.0, 40.0)","(1.45, 1.83, 1.7676470588235293)","(101.0, 270.0, 245.0)","(10.0, 15.0, 14.46875)","(31.0, 80.0, 72.5)"
08-12-2022 12:42:31.631540,"(51.0, 110.0, 92.5)","(6.5, 7.0, 6.890196078431372)","(5.0, 5.9, 5.6375)","(21.0, 46.0, 38.5)","(1.45, 1.85, 1.8386046511627907)","(101.0, 270.0, 236.66666666666666)","(10.0, 15.5, 14.75)","(31.0, 80.0, 72.5)"
08-12-2022 12:42:32.951803,"(51.0, 120.0, 97.5)","(6.5, 7.0, 6.890196078431372)","(5.0, 5.9, 5.6375)","(21.0, 46.0, 38.5)","(1.45, 1.84, 1.8386046511627907)","(101.0, 270.0, 236.66666666666666)","(10.0, 15.5, 14.75)","(31.0, 80.0, 72.5)"
08-12-2022 12:42:34.398630,"(51.0, 120.0, 97.5)","(6.5, 7.0, 6.548648648648649)","(5.0, 5.8, 5.722222222222222)","(21.0, 46.0, 40.0)","(1.45, 1.84, 1.8356410256410258)","(101.0, 270.0, 236.66666666666666)","(10.0, 14.5, 14.28125)","(31.0, 75.0, 68.33333333333333)"
08-12-2022 12:42:35.770933,"(41.0, 130.0, 102.5)","(6.5, 7.0, 6.676190476190476)","(4.8, 5.9, 5.663157894736842)","(21.0, 46.0, 39.63636363636363)","(1.5, 1.8, 1.7875)","(101.0, 270.0, 236.66666666666666)","(10.0, 14.5, 14.4)","(41.0, 75.0, 71.0)"
08-12-2022 12:42:37.351376,"(41.0, 130.0, 102.5)","(6.5, 7.0, 6.852173913043478)","(4.8, 5.9, 5.833333333333334)","(21.0, 46.0, 41.0)","(1.5, 1.8, 1.7927272727272727)","(101.0, 270.0, 236.66666666666666)","(10.0, 14.5, 14.464285714285714)","(41.0, 75.0, 76.25)"
