,No Complaints,Really Royal,Dusty Country,Over Load,So You Sing,County Mist,Disney Cool
06-01-2023 13:36:16.576071,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 38.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:17.635281,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 38.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:18.595851,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 38.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:19.560046,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 38.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:20.502894,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:21.531514,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:22.533645,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:23.521613,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:24.536350,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:25.575492,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:26.626342,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:27.588808,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:28.597116,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 120.76923076923077)"
06-01-2023 13:36:29.556650,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:30.529255,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:31.503613,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:32.487865,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:33.418744,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:34.443148,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:35.464908,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:36.498629,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:37.451049,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:38.354907,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:39.364932,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 9.910714285714285)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:40.421096,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:41.483929,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:42.503069,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:43.541805,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:44.537050,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:45.544795,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:46.572037,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:47.561730,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:48.560387,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:49.577166,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.254545454545454)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:50.553294,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:51.591649,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:52.544352,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:53.504046,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:54.515252,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:55.513724,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:56.627292,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:57.764898,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:58.866533,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:36:59.854265,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 60.0, 28.727272727272727)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:37:00.823942,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 98.47058823529412)"
06-01-2023 13:37:01.803910,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:02.838482,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:03.876528,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:04.854456,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:05.830569,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:06.836492,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:07.870984,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:08.952890,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:10.016441,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:11.072675,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:12.125893,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:13.199190,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:14.276026,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:15.302961,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:16.371820,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:17.346738,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:18.277630,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:19.231535,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 29.0625)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:20.235847,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:21.298826,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:22.429854,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:23.533294,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:24.586859,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:25.659757,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:26.627290,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:27.641815,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:28.775419,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 88.19999999999999)"
06-01-2023 13:37:29.821594,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
