,Ziggey,Star Lilly,Sunnie Beach,Rattlin Lilly,Novel Approach,Ryleeorielly,Ourcaribbeancruise,American Dutchess,Diamond Dance Nz,Octavia
10,"[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 24, 387264), 101.0, 390.0]"
11,"[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 25, 645311), 101.0, 390.0]"
12,"[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 26, 928403), 101.0, 390.0]"
13,"[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 28, 198810), 101.0, 390.0]"
14,"[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 29, 470842), 101.0, 390.0]"
15,"[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 30, 759419), 101.0, 390.0]"
16,"[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 32, 86528), 101.0, 390.0]"
17,"[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 33, 371606), 101.0, 390.0]"
18,"[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 34, 625643), 101.0, 390.0]"
19,"[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 35, 885572), 101.0, 390.0]"
20,"[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 37, 151334), 101.0, 390.0]"
21,"[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 38, 442133), 101.0, 390.0]"
22,"[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 39, 715384), 101.0, 390.0]"
23,"[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 40, 980196), 101.0, 390.0]"
24,"[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 42, 242403), 101.0, 390.0]"
25,"[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 43, 517041), 101.0, 390.0]"
26,"[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 44, 816514), 101.0, 390.0]"
27,"[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 46, 127668), 101.0, 390.0]"
28,"[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 47, 406062), 101.0, 390.0]"
29,"[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 48, 668021), 101.0, 390.0]"
30,"[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 49, 924383), 101.0, 390.0]"
31,"[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 1.6, 2.3]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 27, 51, 182707), 101.0, 390.0]"
