,Cruising Cloe,Major Sentence,Pandorica,Zipping Diesel,Wichita Bale,Air Race Ace,Jaggers Lady,Irongate
04-01-2023 15:11:39.353997,"(3.4, 5.0, 4.835714285714285)","(31.0, 36.0, 35.77777777777778)","(7.5, 8.8, 8.433333333333334)","(4.6, 5.5, 5.466666666666667)","(12.0, 18.5, 18.257575757575758)","(10.0, 15.5, 15.121212121212121)","(2.6, 3.15, 3.0861111111111112)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:40.603098,"(3.4, 5.0, 4.835714285714285)","(31.0, 36.0, 35.77777777777778)","(7.5, 8.6, 8.411111111111111)","(4.6, 5.5, 5.466666666666667)","(12.0, 18.5, 18.214285714285715)","(10.0, 15.5, 15.121212121212121)","(2.6, 3.1, 3.185185185185185)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:41.914299,"(3.4, 5.0, 4.734615384615385)","(31.0, 36.0, 41.111111111111114)","(7.5, 8.6, 8.40952380952381)","(4.6, 5.5, 5.466666666666667)","(12.0, 18.5, 20.7)","(10.0, 15.5, 15.121212121212121)","(2.6, 3.2, 3.1853658536585368)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:43.308598,"(3.4, 5.0, 4.734615384615385)","(31.0, 42.0, 41.111111111111114)","(7.5, 8.6, 7.9461538461538455)","(4.6, 5.5, 5.4526315789473685)","(12.0, 21.0, 20.205882352941178)","(10.0, 15.5, 15.121212121212121)","(2.6, 3.2, 3.18974358974359)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:44.660437,"(3.4, 5.0, 4.7125)","(31.0, 42.0, 41.111111111111114)","(7.5, 8.6, 8.254545454545454)","(4.6, 5.5, 5.4526315789473685)","(12.0, 21.0, 20.7)","(10.0, 15.5, 15.121212121212121)","(2.6, 3.2, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:46.103432,"(3.4, 5.0, 4.835714285714285)","(31.0, 42.0, 37.55555555555556)","(7.5, 8.4, 8.120000000000001)","(4.6, 5.5, 5.4526315789473685)","(12.0, 21.0, 18.25)","(10.0, 15.5, 15.121212121212121)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:47.526051,"(3.4, 5.0, 4.835714285714285)","(31.0, 38.0, 37.55555555555556)","(7.5, 8.4, 7.939130434782609)","(4.6, 5.5, 5.4526315789473685)","(12.0, 18.5, 18.25)","(10.0, 15.5, 15.121212121212121)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 106.42857142857143)"
04-01-2023 15:11:48.853142,"(3.4, 5.0, 4.835714285714285)","(31.0, 38.0, 36.90909090909091)","(7.5, 8.2, 7.939130434782609)","(4.6, 5.5, 5.4526315789473685)","(12.0, 18.5, 18.25)","(10.0, 15.5, 15.121212121212121)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:50.162538,"(3.4, 5.0, 4.835714285714285)","(31.0, 38.0, 36.90909090909091)","(7.5, 8.2, 8.033333333333333)","(4.6, 5.5, 5.4526315789473685)","(12.0, 18.5, 18.25)","(10.0, 15.5, 14.693548387096774)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:51.390176,"(3.4, 5.0, 4.835714285714285)","(31.0, 38.0, 36.90909090909091)","(7.5, 8.2, 8.095238095238095)","(4.6, 5.5, 5.4526315789473685)","(12.0, 18.5, 20.205882352941178)","(10.0, 15.5, 14.693548387096774)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:52.715249,"(3.4, 5.0, 4.783333333333333)","(31.0, 38.0, 37.2)","(7.5, 8.4, 7.888888888888888)","(4.6, 5.5, 5.4526315789473685)","(12.0, 21.0, 20.205882352941178)","(10.0, 15.5, 14.693548387096774)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:54.013264,"(3.4, 5.0, 4.794736842105263)","(31.0, 38.0, 35.77777777777778)","(7.5, 8.0, 7.75)","(4.6, 5.5, 5.433333333333334)","(12.0, 21.0, 18.306451612903224)","(10.0, 15.5, 14.574074074074074)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:55.306606,"(3.4, 5.0, 4.92)","(31.0, 36.0, 35.77777777777778)","(7.5, 8.0, 7.833333333333333)","(4.6, 5.5, 5.35)","(12.0, 18.5, 18.306451612903224)","(10.0, 15.5, 14.574074074074074)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:56.543951,"(3.4, 5.0, 4.88)","(31.0, 36.0, 41.2)","(7.5, 8.0, 7.764705882352941)","(4.6, 5.5, 5.35)","(12.0, 18.5, 18.31818181818182)","(10.0, 15.5, 14.46551724137931)","(2.6, 3.15, 3.1395833333333334)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:57.745439,"(3.4, 5.0, 4.88)","(31.0, 42.0, 41.2)","(7.5, 8.0, 7.693333333333333)","(4.6, 5.5, 5.453846153846154)","(12.0, 18.5, 18.31818181818182)","(10.0, 15.5, 14.25)","(2.6, 3.15, 3.1814285714285715)","(26.0, 130.0, 85.0)"
04-01-2023 15:11:58.988774,"(3.4, 5.0, 4.938461538461539)","(31.0, 42.0, 41.0)","(7.5, 8.0, 7.693333333333333)","(4.6, 5.5, 5.47)","(12.0, 18.5, 20.71875)","(10.0, 15.0, 14.045454545454545)","(2.6, 3.25, 3.175)","(26.0, 130.0, 85.0)"
04-01-2023 15:12:00.232114,"(3.4, 5.0, 4.896)","(31.0, 42.0, 37.2)","(7.5, 7.8, 7.635294117647058)","(4.6, 5.5, 5.476)","(12.0, 21.0, 18.2)","(10.0, 14.5, 13.928571428571429)","(2.6, 3.2, 3.154166666666667)","(26.0, 130.0, 85.0)"
04-01-2023 15:12:01.435617,"(3.4, 5.0, 4.896)","(31.0, 42.0, 38.44444444444444)","(7.5, 7.8, 7.635294117647058)","(4.6, 5.5, 5.476)","(12.0, 20.0, 19.285714285714285)","(10.0, 14.5, 13.928571428571429)","(2.6, 3.25, 3.2363636363636363)","(26.0, 130.0, 85.0)"
04-01-2023 15:12:02.579579,"(3.4, 5.0, 4.872727272727273)","(31.0, 42.0, 39.09090909090909)","(7.5, 7.8, 7.635294117647058)","(4.6, 5.5, 5.3950000000000005)","(12.0, 21.0, 18.714285714285715)","(10.0, 14.5, 13.954545454545455)","(2.6, 3.25, 3.2363636363636363)","(26.0, 130.0, 85.0)"
04-01-2023 15:12:03.748687,"(3.4, 5.0, 4.881818181818182)","(31.0, 40.0, 38.0)","(7.5, 7.8, 7.208695652173913)","(4.6, 5.4, 5.3950000000000005)","(12.0, 19.0, 18.57894736842105)","(10.0, 14.0, 14.071428571428571)","(2.6, 3.25, 3.2363636363636363)","(26.0, 130.0, 85.0)"
04-01-2023 15:12:04.928849,"(3.4, 5.0, 4.881818181818182)","(31.0, 40.0, 38.0)","(7.5, 7.8, 7.296296296296296)","(4.6, 5.4, 5.3950000000000005)","(12.0, 19.0, 18.57894736842105)","(10.0, 14.5, 14.071428571428571)","(2.6, 3.25, 3.224)","(26.0, 130.0, 85.0)"
04-01-2023 15:12:06.041125,"(3.4, 5.0, 4.881818181818182)","(31.0, 40.0, 38.8)","(7.5, 7.8, 7.358620689655172)","(4.6, 5.4, 5.3950000000000005)","(12.0, 19.0, 18.57894736842105)","(10.0, 14.5, 14.071428571428571)","(2.6, 3.25, 3.226)","(26.0, 130.0, 85.0)"
04-01-2023 15:12:07.212308,"(3.6, 5.0, 4.881818181818182)","(31.0, 38.0, 35.45454545454545)","(7.0, 7.8, 7.235294117647059)","(4.6, 5.4, 5.3950000000000005)","(12.0, 19.0, 18.57894736842105)","(10.0, 14.5, 14.071428571428571)","(2.6, 3.25, 3.226)","(31.0, 130.0, 85.0)"
04-01-2023 15:12:08.458365,"(3.6, 5.0, 4.881818181818182)","(31.0, 38.0, 35.0)","(7.0, 7.8, 7.235294117647059)","(4.6, 5.4, 5.6454545454545455)","(12.0, 19.0, 18.81818181818182)","(10.0, 14.5, 14.1)","(2.6, 3.25, 3.224)","(31.0, 130.0, 85.0)"
04-01-2023 15:12:09.714214,"(3.6, 5.0, 4.878260869565217)","(31.0, 38.0, 35.0)","(7.0, 7.8, 7.2272727272727275)","(4.6, 5.7, 5.682608695652174)","(12.0, 19.0, 18.81818181818182)","(10.0, 14.5, 13.9)","(2.6, 3.25, 3.2062500000000003)","(31.0, 130.0, 85.0)"
04-01-2023 15:12:10.962636,"(3.6, 5.0, 4.878260869565217)","(31.0, 38.0, 35.0)","(7.0, 7.8, 7.276923076923077)","(4.6, 5.7, 5.682608695652174)","(12.0, 19.0, 20.333333333333332)","(10.0, 14.5, 13.9)","(2.6, 3.25, 3.323076923076923)","(31.0, 130.0, 85.0)"
04-01-2023 15:12:12.206928,"(3.6, 5.0, 4.905555555555556)","(31.0, 38.0, 35.0)","(7.0, 7.6, 7.333333333333334)","(4.6, 5.7, 5.625925925925926)","(12.0, 21.0, 20.076923076923077)","(10.0, 14.0, 13.25)","(2.6, 3.4, 3.323170731707317)","(31.0, 130.0, 87.14285714285714)"
04-01-2023 15:12:13.522820,"(3.6, 5.0, 4.905555555555556)","(31.0, 38.0, 35.0)","(7.0, 7.4, 7.333333333333334)","(4.6, 5.7, 5.625925925925926)","(12.0, 21.0, 20.076923076923077)","(10.0, 13.5, 12.6)","(2.6, 3.4, 3.323170731707317)","(31.0, 130.0, 87.14285714285714)"
04-01-2023 15:12:14.798160,"(3.6, 5.0, 4.905555555555556)","(31.0, 38.0, 35.0)","(7.0, 7.4, 7.257142857142857)","(4.6, 5.7, 5.63939393939394)","(12.0, 21.0, 19.745098039215687)","(10.0, 13.0, 12.961538461538462)","(2.6, 3.4, 3.289473684210526)","(31.0, 130.0, 118.88888888888889)"
04-01-2023 15:12:16.256368,"(3.6, 5.0, 4.932142857142857)","(31.0, 38.0, 36.10526315789474)","(7.0, 7.6, 7.128571428571429)","(4.6, 5.7, 5.641176470588236)","(12.0, 21.0, 19.72)","(10.0, 13.5, 13.045454545454545)","(2.6, 3.3, 3.2916666666666665)","(31.0, 130.0, 120.6896551724138)"
04-01-2023 15:12:17.602034,"(3.6, 5.0, 4.864285714285714)","(31.0, 38.0, 36.10526315789474)","(7.0, 7.2, 7.15)","(4.6, 5.7, 5.605263157894737)","(12.0, 21.0, 19.72)","(10.0, 13.5, 13.25)","(2.6, 3.3, 3.289473684210526)","(31.0, 130.0, 121.0)"
04-01-2023 15:12:18.966148,"(3.6, 5.0, 4.864285714285714)","(31.0, 38.0, 36.10526315789474)","(7.0, 7.2, 7.15)","(4.6, 5.7, 5.533333333333333)","(12.0, 21.0, 19.666666666666668)","(10.0, 13.5, 13.25)","(2.6, 3.3, 3.289473684210526)","(31.0, 130.0, 121.0)"
04-01-2023 15:12:20.331565,"(3.6, 5.0, 4.917391304347826)","(31.0, 38.0, 36.10526315789474)","(7.0, 7.2, 7.133333333333334)","(4.6, 5.7, 5.6347826086956525)","(12.0, 21.0, 19.666666666666668)","(10.0, 13.5, 13.25)","(2.6, 3.3, 3.289473684210526)","(31.0, 130.0, 121.0)"
04-01-2023 15:12:21.573624,"(3.6, 5.0, 4.917391304347826)","(31.0, 38.0, 36.10526315789474)","(7.0, 7.2, 7.054545454545455)","(4.6, 5.7, 5.6000000000000005)","(12.0, 21.0, 19.666666666666668)","(10.0, 13.5, 13.25)","(2.6, 3.3, 3.2958333333333334)","(31.0, 130.0, 121.0)"
04-01-2023 15:12:22.781022,"(3.6, 5.0, 4.917391304347826)","(31.0, 38.0, 36.10526315789474)","(6.5, 7.2, 7.066666666666666)","(4.6, 5.7, 5.628947368421053)","(12.0, 21.0, 19.666666666666668)","(10.0, 13.5, 13.25)","(2.6, 3.3, 3.2970588235294116)","(31.0, 130.0, 121.0)"
04-01-2023 15:12:23.968419,"(3.6, 5.0, 4.917391304347826)","(31.0, 38.0, 36.10526315789474)","(6.5, 7.2, 7.15)","(4.6, 5.7, 5.648571428571429)","(12.0, 21.0, 18.846153846153847)","(10.0, 13.5, 13.25)","(2.6, 3.3, 3.2970588235294116)","(31.0, 130.0, 121.0)"
04-01-2023 15:12:25.167980,"(3.6, 5.0, 4.917391304347826)","(31.0, 38.0, 36.10526315789474)","(6.5, 7.2, 7.163636363636364)","(4.6, 5.7, 5.648571428571429)","(12.0, 21.0, 19.133333333333333)","(10.0, 13.5, 13.428571428571429)","(2.6, 3.3, 3.2970588235294116)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:26.326677,"(3.6, 5.0, 4.864285714285714)","(31.0, 38.0, 36.10526315789474)","(6.5, 7.2, 7.163636363636364)","(4.6, 5.7, 5.628947368421053)","(12.0, 21.0, 19.133333333333333)","(10.0, 13.5, 13.428571428571429)","(2.6, 3.3, 3.2958333333333334)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:27.433523,"(3.6, 5.0, 4.858064516129033)","(31.0, 38.0, 36.758620689655174)","(6.5, 7.2, 7.094117647058823)","(4.6, 5.7, 5.648571428571429)","(12.0, 21.0, 19.6)","(10.0, 13.5, 13.428571428571429)","(2.6, 3.3, 3.2958333333333334)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:28.667541,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 36.758620689655174)","(6.5, 7.2, 7.046153846153846)","(4.6, 5.7, 5.648571428571429)","(12.0, 21.0, 19.88)","(10.0, 13.5, 13.428571428571429)","(2.6, 3.3, 3.2958333333333334)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:29.875976,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 36.758620689655174)","(6.5, 7.2, 7.133333333333334)","(4.6, 5.7, 5.648571428571429)","(12.0, 21.0, 20.03191489361702)","(10.0, 13.5, 12.625)","(2.6, 3.3, 3.2958333333333334)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:30.926182,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 36.758620689655174)","(6.5, 7.2, 7.133333333333334)","(4.6, 5.7, 5.648571428571429)","(12.0, 21.0, 18.833333333333332)","(10.0, 13.5, 12.576923076923077)","(2.6, 3.3, 3.2958333333333334)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:32.061414,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 36.45161290322581)","(6.5, 7.2, 7.16)","(4.6, 5.7, 5.628947368421053)","(12.0, 21.0, 19.555555555555557)","(10.0, 13.5, 12.576923076923077)","(2.6, 3.3, 3.295)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:33.133092,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 36.45161290322581)","(6.5, 7.2, 7.16)","(4.6, 5.7, 5.593333333333333)","(12.0, 21.0, 19.945945945945947)","(10.0, 13.5, 12.576923076923077)","(2.6, 3.3, 3.2964285714285713)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:34.452250,"(3.6, 5.0, 4.864285714285714)","(31.0, 38.0, 36.829268292682926)","(6.5, 7.2, 7.1)","(4.6, 5.6, 5.648571428571429)","(12.0, 21.0, 19.945945945945947)","(10.0, 13.5, 12.571428571428571)","(2.6, 3.3, 3.29)","(31.0, 130.0, 95.71428571428571)"
04-01-2023 15:12:35.727971,"(3.6, 5.0, 4.864285714285714)","(31.0, 38.0, 36.829268292682926)","(6.5, 7.2, 7.066666666666666)","(4.6, 5.7, 5.593333333333333)","(12.0, 21.0, 20.170212765957448)","(10.0, 13.5, 12.636363636363637)","(2.6, 3.3, 3.3484848484848486)","(31.0, 130.0, 116.66666666666667)"
04-01-2023 15:12:37.011678,"(3.6, 5.0, 4.858064516129033)","(31.0, 38.0, 36.829268292682926)","(6.5, 7.2, 7.042105263157895)","(4.6, 5.6, 5.593333333333333)","(12.0, 21.0, 20.170212765957448)","(10.0, 13.0, 12.2)","(2.6, 3.35, 3.345833333333333)","(31.0, 130.0, 115.41666666666666)"
04-01-2023 15:12:38.510332,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 36.829268292682926)","(6.5, 7.2, 7.037837837837838)","(4.6, 5.6, 5.593103448275862)","(13.0, 21.0, 20.170212765957448)","(10.0, 13.0, 12.214285714285714)","(2.6, 3.35, 3.320588235294118)","(31.0, 130.0, 115.41666666666666)"
04-01-2023 15:12:39.774435,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 36.829268292682926)","(6.5, 7.2, 7.037837837837838)","(4.6, 5.6, 5.641666666666667)","(13.0, 21.0, 20.170212765957448)","(10.0, 13.0, 12.214285714285714)","(2.6, 3.35, 3.3019230769230767)","(31.0, 130.0, 115.41666666666666)"
04-01-2023 15:12:41.116549,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 36.829268292682926)","(6.5, 7.2, 6.868571428571428)","(4.6, 5.7, 5.648571428571429)","(13.0, 21.0, 20.170212765957448)","(10.0, 13.0, 12.38888888888889)","(2.6, 3.4, 3.3120689655172413)","(31.0, 130.0, 105.0)"
04-01-2023 15:12:42.393659,"(3.6, 5.0, 4.913636363636364)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.2, 6.8133333333333335)","(4.6, 5.7, 5.677777777777778)","(13.0, 21.0, 20.170212765957448)","(10.0, 13.0, 12.38888888888889)","(2.6, 3.4, 3.2785714285714285)","(31.0, 130.0, 114.61538461538461)"
04-01-2023 15:12:43.628295,"(3.6, 5.0, 4.864285714285714)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.2, 6.8307692307692305)","(4.4, 5.8, 5.628571428571428)","(13.0, 21.0, 19.796296296296298)","(10.0, 13.0, 12.214285714285714)","(2.7, 3.3, 3.2928571428571427)","(31.0, 130.0, 113.84615384615384)"
04-01-2023 15:12:44.772947,"(3.6, 5.0, 4.864285714285714)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.2, 6.8307692307692305)","(4.4, 5.8, 5.729411764705882)","(13.0, 21.0, 20.083333333333332)","(10.0, 13.0, 12.214285714285714)","(2.7, 3.3, 3.2888888888888888)","(31.0, 130.0, 103.75)"
04-01-2023 15:12:45.917250,"(3.6, 5.0, 4.917391304347826)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.2, 6.8307692307692305)","(4.4, 5.8, 5.729411764705882)","(13.0, 21.0, 20.191176470588236)","(10.0, 13.0, 12.38888888888889)","(2.7, 3.3, 3.2909090909090906)","(31.0, 130.0, 103.75)"
04-01-2023 15:12:47.083619,"(3.6, 5.0, 4.917391304347826)","(31.0, 38.0, 37.027027027027025)","(6.5, 7.0, 6.834482758620689)","(4.4, 5.7, 5.678571428571429)","(13.0, 21.0, 20.191176470588236)","(10.0, 13.0, 12.214285714285714)","(2.7, 3.3, 3.2928571428571427)","(31.0, 130.0, 101.36363636363636)"
04-01-2023 15:12:48.184211,"(3.6, 5.0, 4.917391304347826)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.0, 6.826666666666666)","(4.4, 5.9, 5.851612903225806)","(13.0, 21.0, 20.375)","(10.0, 13.0, 12.272727272727273)","(2.7, 3.3, 3.3055555555555554)","(31.0, 130.0, 110.3125)"
04-01-2023 15:12:49.245389,"(3.6, 4.9, 4.747619047619048)","(31.0, 38.0, 37.07692307692308)","(6.5, 6.8, 6.666666666666666)","(4.4, 5.8, 5.775)","(13.0, 21.0, 20.375)","(10.0, 13.0, 12.666666666666666)","(2.7, 3.4, 3.3117647058823527)","(31.0, 130.0, 101.36363636363636)"
04-01-2023 15:12:50.457576,"(3.6, 4.9, 4.708333333333334)","(31.0, 38.0, 37.07692307692308)","(6.5, 6.8, 6.64)","(4.4, 5.8, 5.775)","(13.0, 21.0, 20.375)","(10.0, 13.0, 12.666666666666666)","(2.7, 3.4, 3.3125)","(31.0, 130.0, 103.75)"
04-01-2023 15:12:51.588185,"(3.6, 4.8, 4.725)","(31.0, 38.0, 37.07692307692308)","(6.5, 6.8, 6.673333333333333)","(4.4, 5.8, 5.775)","(13.0, 21.0, 20.375)","(10.0, 13.0, 12.76923076923077)","(2.7, 3.4, 3.333333333333333)","(31.0, 130.0, 111.47058823529412)"
04-01-2023 15:12:52.652710,"(3.6, 4.8, 4.691891891891892)","(31.0, 38.0, 37.07692307692308)","(6.5, 6.8, 6.673333333333333)","(4.4, 5.8, 5.893548387096774)","(13.0, 21.0, 20.375)","(10.0, 13.0, 12.76923076923077)","(2.7, 3.4, 3.3125)","(31.0, 130.0, 103.75)"
04-01-2023 15:12:53.827912,"(3.6, 4.8, 4.691891891891892)","(31.0, 38.0, 36.333333333333336)","(6.5, 6.8, 6.673333333333333)","(4.4, 5.9, 5.943243243243243)","(13.0, 21.0, 20.043478260869566)","(10.0, 13.0, 12.933333333333334)","(2.7, 3.4, 3.311111111111111)","(31.0, 130.0, 103.75)"
04-01-2023 15:12:54.974258,"(3.6, 4.8, 4.704761904761905)","(31.0, 38.0, 36.888888888888886)","(6.5, 6.8, 7.198019801980198)","(4.4, 6.0, 5.8933333333333335)","(13.0, 21.0, 20.043478260869566)","(10.0, 13.0, 13.03125)","(2.7, 3.4, 3.3304347826086955)","(31.0, 130.0, 111.47058823529412)"
04-01-2023 15:12:56.060266,"(3.6, 4.8, 4.704)","(31.0, 38.0, 36.888888888888886)","(6.5, 7.2, 7.586363636363636)","(4.4, 5.9, 5.8875)","(13.0, 21.0, 19.80952380952381)","(10.0, 13.5, 13.0)","(2.7, 3.4, 3.296153846153846)","(31.0, 130.0, 98.5)"
04-01-2023 15:12:57.185777,"(3.6, 4.8, 4.662857142857143)","(31.0, 38.0, 35.5)","(6.5, 7.6, 7.779288025889968)","(4.4, 5.9, 5.695238095238095)","(13.0, 21.0, 19.80952380952381)","(10.0, 13.5, 13.0)","(2.7, 3.4, 3.3423076923076924)","(31.0, 130.0, 97.27272727272727)"
04-01-2023 15:12:58.286029,"(3.6, 4.7, 4.613333333333333)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.8, 7.571428571428571)","(4.4, 5.7, 5.693333333333333)","(13.0, 21.0, 20.03846153846154)","(10.0, 13.5, 13.105263157894736)","(2.7, 3.35, 3.3029411764705885)","(31.0, 130.0, 98.5)"
04-01-2023 15:12:59.445568,"(3.6, 4.7, 4.610526315789474)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.8, 7.300000000000001)","(4.4, 5.7, 5.681818181818182)","(13.0, 21.0, 20.03846153846154)","(10.0, 13.5, 12.681818181818182)","(2.7, 3.35, 3.3)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:00.760927,"(3.6, 4.7, 4.625)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.4, 7.4)","(4.4, 5.7, 5.569230769230769)","(13.0, 21.0, 20.03846153846154)","(10.0, 13.5, 13.0)","(2.7, 3.35, 3.3423076923076924)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:01.868967,"(3.6, 4.7, 4.625)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.4)","(4.4, 5.6, 5.569230769230769)","(13.0, 21.0, 20.03846153846154)","(10.0, 13.5, 13.0)","(2.7, 3.35, 3.341666666666667)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:02.973658,"(3.6, 4.7, 4.6375)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.535483870967742)","(4.4, 5.6, 5.576470588235294)","(13.0, 21.0, 20.0188679245283)","(10.0, 13.5, 12.6)","(2.7, 3.35, 3.341666666666667)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:04.086103,"(3.6, 4.7, 4.6375)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.542857142857143)","(4.4, 5.6, 5.576470588235294)","(13.0, 21.0, 19.96)","(10.0, 13.5, 12.970588235294118)","(2.7, 3.4, 3.3294117647058825)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:05.169771,"(3.6, 4.7, 4.6375)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.525925925925925)","(4.4, 5.6, 5.576470588235294)","(13.0, 21.0, 19.96)","(10.0, 13.5, 12.75)","(2.7, 3.4, 3.311111111111111)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:06.248913,"(3.6, 4.7, 4.6375)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.475)","(4.4, 5.6, 5.574999999999999)","(13.0, 21.0, 19.96)","(10.0, 13.5, 12.681818181818182)","(2.7, 3.4, 3.31578947368421)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:07.304569,"(3.6, 4.7, 4.647368421052631)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.544444444444444)","(4.4, 5.6, 5.83125)","(13.0, 20.0, 19.96)","(10.0, 13.5, 12.9375)","(2.7, 3.4, 3.32)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:08.370808,"(3.6, 4.7, 4.574074074074074)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.535483870967742)","(4.4, 5.9, 5.8)","(13.0, 20.0, 20.043478260869566)","(10.0, 13.5, 12.825)","(2.7, 3.4, 3.317647058823529)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:09.409403,"(3.6, 4.7, 4.5606060606060606)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.472727272727273)","(4.4, 5.8, 5.531578947368421)","(13.0, 21.0, 19.363636363636363)","(10.0, 13.5, 12.428571428571429)","(2.7, 3.4, 3.3363636363636364)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:10.443491,"(3.6, 4.7, 4.5606060606060606)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.366666666666666)","(4.4, 5.8, 5.621052631578947)","(13.0, 19.5, 19.363636363636363)","(10.0, 13.5, 12.666666666666666)","(2.7, 3.4, 3.332)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:11.534705,"(3.6, 4.7, 4.5685714285714285)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.366666666666666)","(4.4, 5.8, 5.725)","(13.0, 19.5, 19.285714285714285)","(10.0, 13.5, 12.666666666666666)","(2.7, 3.4, 3.315)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:12.666129,"(3.6, 4.7, 4.5685714285714285)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.366666666666666)","(4.4, 5.8, 5.725)","(13.0, 19.5, 17.957142857142856)","(10.0, 13.5, 12.666666666666666)","(2.7, 3.4, 3.3307692307692305)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:13.745334,"(3.6, 4.7, 4.58)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.356521739130435)","(4.4, 5.8, 5.725)","(13.0, 19.5, 18.21212121212121)","(10.0, 13.5, 12.666666666666666)","(2.7, 3.4, 3.3285714285714283)","(31.0, 130.0, 117.14285714285714)"
04-01-2023 15:13:14.819763,"(3.6, 4.7, 4.58)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.425)","(4.4, 5.8, 5.76)","(13.0, 19.5, 18.555555555555557)","(10.0, 13.5, 12.666666666666666)","(2.7, 3.4, 3.315)","(31.0, 130.0, 98.5)"
04-01-2023 15:13:15.816183,"(3.6, 4.7, 4.58)","(31.0, 38.0, 37.07692307692308)","(6.5, 7.6, 7.425)","(4.4, 5.8, 5.76)","(13.0, 19.5, 18.555555555555557)","(10.0, 13.5, 12.666666666666666)","(2.7, 3.4, 3.315)","(31.0, 130.0, 98.5)"
