,Black Power,Galloping Albi,Forcefully,Shanks Pony,Bel Air Storm,Burn Rate,Reloaded
05-01-2023 16:48:09.219288,"(21.0, 80.0, 63.333333333333336)","(26.0, 70.0, 68.18181818181819)","(8.5, 13.5, 13.26)","(8.5, 12.0, 11.083333333333334)","(21.0, 80.0, 72.5)","(1.95, 2.14, 2.1233333333333335)","(2.45, 3.05, 3.04)"
05-01-2023 16:48:10.221399,"(31.0, 80.0, 63.333333333333336)","(26.0, 70.0, 68.18181818181819)","(9.0, 13.5, 12.833333333333334)","(8.5, 12.0, 11.043478260869565)","(31.0, 80.0, 72.5)","(1.85, 2.14, 2.128888888888889)","(2.45, 3.05, 3.0444444444444443)"
05-01-2023 16:48:11.252609,"(31.0, 80.0, 63.333333333333336)","(26.0, 70.0, 68.18181818181819)","(9.0, 13.0, 12.9375)","(8.5, 12.0, 11.038461538461538)","(31.0, 80.0, 78.33333333333334)","(1.85, 2.14, 2.131304347826087)","(2.45, 3.1, 3.029166666666667)"
05-01-2023 16:48:12.265991,"(31.0, 80.0, 63.333333333333336)","(26.0, 70.0, 68.18181818181819)","(9.0, 13.0, 12.722222222222221)","(8.5, 12.0, 11.107142857142858)","(31.0, 80.0, 78.33333333333334)","(1.85, 2.14, 2.131304347826087)","(2.45, 3.05, 3.029166666666667)"
05-01-2023 16:48:13.351792,"(31.0, 80.0, 63.333333333333336)","(26.0, 70.0, 68.37837837837839)","(9.0, 13.0, 12.821428571428571)","(8.5, 12.0, 11.107142857142858)","(31.0, 80.0, 78.33333333333334)","(1.85, 2.14, 2.128888888888889)","(2.45, 3.05, 3.0395)"
05-01-2023 16:48:14.375652,"(31.0, 80.0, 63.333333333333336)","(26.0, 70.0, 68.18181818181819)","(9.0, 13.5, 13.3)","(8.5, 12.0, 11.074074074074074)","(31.0, 80.0, 72.5)","(1.85, 2.14, 2.1233333333333335)","(2.45, 3.05, 3.0175)"
05-01-2023 16:48:15.356957,"(31.0, 80.0, 63.333333333333336)","(26.0, 70.0, 68.75)","(9.0, 14.0, 13.972222222222221)","(8.5, 12.0, 11.038461538461538)","(31.0, 80.0, 72.5)","(1.85, 2.14, 2.1233333333333335)","(2.45, 3.1, 3.005714285714286)"
05-01-2023 16:48:16.511011,"(31.0, 80.0, 63.333333333333336)","(26.0, 70.0, 65.0)","(9.0, 14.0, 13.973684210526315)","(8.5, 12.0, 11.264705882352942)","(31.0, 80.0, 78.63636363636364)","(1.85, 2.14, 2.1166666666666667)","(2.45, 3.1, 3.02)"
05-01-2023 16:48:17.497995,"(31.0, 80.0, 71.66666666666667)","(26.0, 70.0, 69.28571428571429)","(9.0, 14.0, 13.973684210526315)","(8.5, 12.0, 11.264705882352942)","(31.0, 80.0, 78.63636363636364)","(1.85, 2.14, 2.1221276595744683)","(2.45, 3.05, 2.9771428571428573)"
05-01-2023 16:48:18.500415,"(31.0, 80.0, 63.333333333333336)","(31.0, 70.0, 69.46428571428571)","(9.0, 14.5, 14.45)","(8.5, 12.0, 11.285714285714286)","(31.0, 80.0, 78.57142857142857)","(1.85, 2.14, 2.120909090909091)","(2.45, 3.0, 2.966666666666667)"
05-01-2023 16:48:19.421174,"(31.0, 80.0, 72.3076923076923)","(31.0, 70.0, 69.54545454545455)","(9.0, 14.5, 14.45)","(8.5, 12.0, 11.285714285714286)","(31.0, 80.0, 78.57142857142857)","(1.85, 2.14, 2.124864864864865)","(2.45, 3.0, 2.966666666666667)"
05-01-2023 16:48:20.381507,"(31.0, 80.0, 65.71428571428571)","(31.0, 70.0, 69.54545454545455)","(9.0, 14.0, 13.9)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 77.0)","(1.85, 2.2, 2.1900000000000004)","(2.45, 3.0, 2.965)"
05-01-2023 16:48:21.347297,"(31.0, 80.0, 72.3076923076923)","(31.0, 70.0, 69.54545454545455)","(9.0, 14.0, 13.90909090909091)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 77.5)","(1.85, 2.2, 2.206666666666667)","(2.45, 2.98, 2.956470588235294)"
05-01-2023 16:48:22.254608,"(31.0, 80.0, 65.71428571428571)","(31.0, 70.0, 69.54545454545455)","(9.0, 14.5, 13.9375)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 77.5)","(1.85, 2.22, 2.206666666666667)","(2.45, 2.96, 2.956470588235294)"
05-01-2023 16:48:23.173783,"(31.0, 80.0, 67.5)","(31.0, 70.0, 69.54545454545455)","(9.0, 14.0, 13.90909090909091)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 78.92857142857143)","(1.85, 2.24, 2.2216666666666667)","(2.45, 2.9, 2.8905882352941177)"
05-01-2023 16:48:24.109571,"(31.0, 80.0, 71.66666666666667)","(31.0, 70.0, 69.54545454545455)","(9.0, 13.5, 13.333333333333334)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 78.5)","(1.85, 2.24, 2.228888888888889)","(2.45, 2.9, 2.90875)"
05-01-2023 16:48:25.062444,"(31.0, 80.0, 67.5)","(31.0, 70.0, 69.54545454545455)","(9.0, 13.5, 13.333333333333334)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 77.0)","(1.85, 2.24, 2.2173333333333334)","(2.45, 2.92, 2.889333333333333)"
05-01-2023 16:48:26.080912,"(31.0, 80.0, 71.66666666666667)","(31.0, 70.0, 69.54545454545455)","(9.0, 13.5, 13.333333333333334)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 77.0)","(1.85, 2.26, 2.236551724137931)","(2.45, 2.9, 2.862222222222222)"
05-01-2023 16:48:27.048096,"(31.0, 80.0, 67.5)","(31.0, 70.0, 69.54545454545455)","(9.0, 13.5, 13.333333333333334)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 77.0)","(1.85, 2.26, 2.2380645161290325)","(2.45, 2.88, 2.828)"
05-01-2023 16:48:27.993424,"(31.0, 80.0, 72.3076923076923)","(31.0, 70.0, 69.54545454545455)","(9.0, 13.5, 13.333333333333334)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 78.5)","(1.85, 2.26, 2.2380645161290325)","(2.45, 2.86, 2.848)"
05-01-2023 16:48:28.906057,"(31.0, 80.0, 70.0)","(31.0, 70.0, 69.54545454545455)","(9.0, 13.5, 13.333333333333334)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 78.5)","(1.85, 2.26, 2.2380645161290325)","(2.45, 2.88, 2.848)"
05-01-2023 16:48:30.073094,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.54545454545455)","(9.0, 13.5, 13.90909090909091)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 78.5)","(1.85, 2.26, 2.229090909090909)","(2.45, 2.88, 2.864)"
05-01-2023 16:48:31.078795,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.53125)","(9.0, 14.0, 13.90909090909091)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 75.0)","(1.85, 2.26, 2.229090909090909)","(2.45, 2.88, 2.8666666666666667)"
05-01-2023 16:48:32.044005,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.53125)","(9.0, 14.0, 13.857142857142858)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 75.0)","(1.85, 2.26, 2.229090909090909)","(2.45, 2.88, 2.864)"
05-01-2023 16:48:33.079574,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.53125)","(9.0, 14.0, 13.5)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 75.0)","(1.85, 2.26, 2.229090909090909)","(2.45, 2.9, 2.90125)"
05-01-2023 16:48:34.107402,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.53125)","(9.0, 14.0, 13.5)","(8.5, 12.0, 11.35897435897436)","(31.0, 80.0, 75.0)","(1.85, 2.26, 2.229090909090909)","(2.45, 2.92, 2.907142857142857)"
05-01-2023 16:48:35.129347,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.53125)","(9.0, 14.0, 13.5)","(8.5, 12.0, 11.342105263157894)","(31.0, 80.0, 75.0)","(1.85, 2.26, 2.229090909090909)","(2.45, 2.92, 2.893)"
05-01-2023 16:48:36.161255,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.53125)","(9.0, 14.0, 13.5)","(8.5, 12.0, 11.342105263157894)","(31.0, 80.0, 77.5)","(1.85, 2.26, 2.210909090909091)","(2.45, 2.92, 2.878461538461538)"
05-01-2023 16:48:37.422170,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.53125)","(9.0, 14.0, 13.5)","(8.5, 12.0, 11.375)","(31.0, 80.0, 78.63636363636364)","(1.85, 2.22, 2.2375)","(2.45, 2.92, 2.88)"
05-01-2023 16:48:38.753154,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.53125)","(9.0, 14.0, 13.48)","(8.5, 12.0, 11.75)","(31.0, 80.0, 75.0)","(1.85, 2.26, 2.2394285714285713)","(2.45, 2.9, 2.8649999999999998)"
05-01-2023 16:48:39.808573,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.54545454545455)","(9.0, 13.5, 13.46)","(9.0, 12.5, 11.75)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.2394285714285713)","(2.4, 2.88, 2.8649999999999998)"
05-01-2023 16:48:40.736223,"(31.0, 80.0, 74.11764705882354)","(31.0, 70.0, 69.0909090909091)","(9.0, 14.0, 13.807692307692308)","(9.0, 12.5, 12.261904761904763)","(31.0, 80.0, 75.0)","(1.9, 2.24, 2.2178947368421054)","(2.4, 2.9, 2.885)"
05-01-2023 16:48:41.677176,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 70.5)","(9.0, 14.0, 13.96)","(9.0, 12.5, 12.166666666666666)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.2388235294117647)","(2.4, 2.88, 2.852307692307692)"
05-01-2023 16:48:42.631617,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 73.82352941176471)","(9.0, 14.0, 13.96)","(9.0, 12.5, 12.1)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.2388235294117647)","(2.4, 2.84, 2.824)"
05-01-2023 16:48:43.621663,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 73.92857142857143)","(9.0, 14.0, 13.952380952380953)","(9.0, 12.5, 12.272727272727273)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.2388235294117647)","(2.4, 2.86, 2.8327272727272725)"
05-01-2023 16:48:44.647971,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 74.25925925925927)","(9.0, 13.5, 13.475)","(9.0, 12.5, 12.3)","(31.0, 80.0, 75.0)","(1.9, 2.24, 2.228888888888889)","(2.4, 2.86, 2.8251612903225807)"
05-01-2023 16:48:45.708341,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 73.92857142857143)","(9.0, 13.5, 13.464285714285714)","(9.0, 12.5, 12.166666666666666)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.2470588235294118)","(2.4, 2.8, 2.7861538461538458)"
05-01-2023 16:48:46.676878,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 74.25925925925927)","(9.0, 13.5, 13.466666666666667)","(9.0, 12.5, 12.423076923076923)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.2470588235294118)","(2.4, 2.8, 2.7864999999999998)"
05-01-2023 16:48:47.672759,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 73.92857142857143)","(9.0, 14.0, 13.894736842105264)","(9.0, 12.5, 12.428571428571429)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.2394594594594595)","(2.4, 2.8, 2.756595744680851)"
05-01-2023 16:48:48.659361,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 74.28571428571429)","(9.0, 14.0, 13.947368421052632)","(9.0, 12.5, 12.428571428571429)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.241463414634146)","(2.4, 2.8, 2.7575000000000003)"
05-01-2023 16:48:49.647025,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 74.28571428571429)","(9.0, 14.0, 13.947368421052632)","(9.0, 12.5, 12.428571428571429)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.241463414634146)","(2.4, 2.8, 2.7677777777777774)"
05-01-2023 16:48:50.597105,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 73.96551724137932)","(9.0, 13.5, 13.458333333333334)","(9.0, 12.5, 12.428571428571429)","(31.0, 80.0, 75.0)","(1.9, 2.26, 2.243529411764706)","(2.4, 2.8, 2.727027027027027)"
05-01-2023 16:48:51.590570,"(31.0, 80.0, 74.11764705882354)","(31.0, 75.0, 74.62962962962963)","(9.0, 13.5, 13.454545454545455)","(9.0, 13.0, 12.541666666666666)","(31.0, 80.0, 78.75)","(1.9, 2.26, 2.2466666666666666)","(2.4, 2.8, 2.7725)"
05-01-2023 16:48:52.602844,"(31.0, 80.0, 68.88888888888889)","(31.0, 80.0, 78.0)","(9.0, 13.5, 13.458333333333334)","(9.0, 13.0, 12.68421052631579)","(31.0, 80.0, 76.66666666666667)","(1.9, 2.26, 2.2625806451612904)","(2.4, 2.78, 2.757872340425532)"
05-01-2023 16:48:53.601388,"(31.0, 80.0, 70.9090909090909)","(31.0, 80.0, 78.0)","(9.0, 13.5, 13.458333333333334)","(9.0, 13.0, 12.571428571428571)","(31.0, 80.0, 78.5)","(1.9, 2.28, 2.26875)","(2.4, 2.8, 2.7842105263157895)"
05-01-2023 16:48:54.656406,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.88888888888889)","(9.0, 13.0, 12.416666666666666)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.259259259259259)","(2.4, 2.78, 2.748888888888889)"
05-01-2023 16:48:55.596602,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 13.5, 13.375)","(9.0, 13.0, 12.363636363636363)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2622222222222224)","(2.4, 2.78, 2.749189189189189)"
05-01-2023 16:48:56.591921,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.514705882352942)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2622222222222224)","(2.4, 2.78, 2.752727272727273)"
05-01-2023 16:48:57.559057,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.647058823529411)","(9.0, 13.0, 12.514705882352942)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2622222222222224)","(2.4, 2.78, 2.755)"
05-01-2023 16:48:58.567526,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.647058823529411)","(9.0, 13.0, 12.514705882352942)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2622222222222224)","(2.4, 2.78, 2.755)"
05-01-2023 16:48:59.659820,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.6)","(9.0, 13.0, 12.514705882352942)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2622222222222224)","(2.35, 2.76, 2.752307692307692)"
05-01-2023 16:49:00.692663,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.6)","(9.0, 13.0, 12.514705882352942)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2622222222222224)","(2.35, 2.76, 2.752307692307692)"
05-01-2023 16:49:01.733398,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.6)","(9.0, 13.0, 12.514705882352942)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2622222222222224)","(2.35, 2.76, 2.752307692307692)"
05-01-2023 16:49:02.695390,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.23076923076923)","(9.0, 13.0, 12.25)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2736842105263158)","(2.35, 2.78, 2.717777777777778)"
05-01-2023 16:49:03.730413,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.7)","(9.0, 13.0, 12.326530612244898)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.2729411764705882)","(2.35, 2.74, 2.7422222222222223)"
05-01-2023 16:49:04.737159,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.789473684210526)","(9.0, 13.0, 12.34)","(31.0, 80.0, 75.0)","(1.9, 2.28, 2.278064516129032)","(2.35, 2.76, 2.6847058823529415)"
05-01-2023 16:49:05.768471,"(31.0, 80.0, 73.75)","(31.0, 80.0, 78.92857142857143)","(9.0, 14.0, 13.523809523809524)","(9.0, 13.0, 12.346938775510203)","(31.0, 80.0, 75.0)","(1.9, 2.3, 2.278064516129032)","(2.35, 2.72, 2.6847058823529415)"
05-01-2023 16:49:06.821845,"(31.0, 80.0, 78.75)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.565217391304348)","(9.0, 13.0, 12.346938775510203)","(31.0, 80.0, 75.0)","(1.9, 2.3, 2.2705882352941176)","(2.35, 2.7, 2.688)"
05-01-2023 16:49:07.776234,"(31.0, 80.0, 78.94736842105263)","(31.0, 80.0, 78.92857142857143)","(9.0, 14.0, 13.142857142857142)","(9.0, 13.0, 12.320754716981131)","(31.0, 80.0, 75.0)","(1.9, 2.3, 2.2794871794871794)","(2.35, 2.7, 2.6972727272727273)"
05-01-2023 16:49:08.758578,"(31.0, 80.0, 78.94736842105263)","(31.0, 80.0, 78.0)","(9.0, 14.0, 13.6)","(9.0, 13.0, 12.320754716981131)","(31.0, 80.0, 75.0)","(1.9, 2.3, 2.2866666666666666)","(2.35, 2.7, 2.6972727272727273)"
05-01-2023 16:49:09.781025,"(31.0, 80.0, 78.94736842105263)","(31.0, 80.0, 78.44827586206897)","(9.0, 14.0, 13.46875)","(9.0, 13.0, 12.333333333333334)","(31.0, 80.0, 77.5)","(1.9, 2.3, 2.2727999999999997)","(2.35, 2.7, 2.71)"
05-01-2023 16:49:10.849679,"(31.0, 80.0, 78.94736842105263)","(31.0, 80.0, 78.44827586206897)","(9.0, 13.5, 13.3)","(9.0, 13.0, 12.08108108108108)","(31.0, 85.0, 83.57142857142857)","(1.9, 2.3, 2.3070967741935484)","(2.35, 2.74, 2.7123076923076925)"
05-01-2023 16:49:12.006456,"(31.0, 80.0, 78.88888888888889)","(31.0, 80.0, 78.39285714285714)","(9.0, 13.5, 13.403225806451612)","(9.0, 13.0, 12.209302325581396)","(31.0, 85.0, 81.0)","(1.9, 2.34, 2.2897777777777777)","(2.35, 2.74, 2.7141176470588237)"
05-01-2023 16:49:12.997929,"(31.0, 80.0, 78.75)","(31.0, 80.0, 76.71875)","(9.0, 13.5, 13.403225806451612)","(9.0, 13.0, 12.209302325581396)","(31.0, 85.0, 92.85714285714286)","(1.9, 2.32, 2.2688888888888887)","(2.35, 2.76, 2.71)"
05-01-2023 16:49:13.982916,"(31.0, 80.0, 78.75)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.43939393939394)","(9.0, 13.0, 12.341463414634147)","(31.0, 95.0, 92.85714285714286)","(1.9, 2.3, 2.269473684210526)","(2.35, 2.76, 2.7266666666666666)"
05-01-2023 16:49:14.944741,"(31.0, 80.0, 78.75)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.277777777777779)","(9.0, 13.0, 12.602941176470589)","(31.0, 95.0, 92.85714285714286)","(1.9, 2.28, 2.269473684210526)","(2.35, 2.76, 2.7266666666666666)"
05-01-2023 16:49:15.978793,"(31.0, 80.0, 78.75)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.0, 12.972222222222221)","(9.0, 13.0, 12.620689655172415)","(31.0, 95.0, 75.0)","(1.9, 2.28, 2.276969696969697)","(2.35, 2.76, 2.74)"
05-01-2023 16:49:16.968912,"(31.0, 80.0, 78.75)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.0, 12.964285714285714)","(9.0, 13.0, 12.620689655172415)","(31.0, 95.0, 75.0)","(1.9, 2.28, 2.276969696969697)","(2.35, 2.76, 2.74)"
05-01-2023 16:49:18.037623,"(31.0, 80.0, 78.75)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.323529411764707)","(9.0, 13.0, 12.620689655172415)","(31.0, 95.0, 75.0)","(1.9, 2.3, 2.2828571428571425)","(2.35, 2.74, 2.734)"
05-01-2023 16:49:18.982223,"(31.0, 80.0, 78.75)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.323529411764707)","(9.0, 13.0, 12.541666666666666)","(31.0, 95.0, 75.0)","(1.9, 2.3, 2.2824999999999998)","(2.35, 2.76, 2.734)"
05-01-2023 16:49:19.876032,"(31.0, 80.0, 78.75)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.285714285714286)","(9.0, 13.0, 12.576923076923077)","(31.0, 100.0, 73.33333333333333)","(1.9, 2.28, 2.272)","(2.35, 2.76, 2.736470588235294)"
05-01-2023 16:49:20.865011,"(31.0, 80.0, 79.0)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.0)","(9.0, 13.0, 12.576923076923077)","(31.0, 95.0, 78.33333333333333)","(1.9, 2.28, 2.252222222222222)","(2.35, 2.76, 2.738947368421053)"
05-01-2023 16:49:21.874681,"(31.0, 80.0, 79.0625)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.3)","(9.0, 13.0, 12.59375)","(31.0, 95.0, 78.33333333333333)","(1.9, 2.28, 2.2927272727272725)","(2.35, 2.76, 2.7254545454545456)"
05-01-2023 16:49:22.976106,"(31.0, 80.0, 78.63636363636364)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.283783783783784)","(9.0, 13.0, 12.380952380952381)","(31.0, 95.0, 78.33333333333333)","(1.9, 2.3, 2.2843478260869565)","(2.35, 2.74, 2.6822641509433964)"
05-01-2023 16:49:24.074138,"(31.0, 80.0, 75.0)","(31.0, 80.0, 76.61290322580645)","(9.0, 13.5, 13.283783783783784)","(9.0, 13.0, 12.4)","(31.0, 95.0, 78.33333333333333)","(1.9, 2.3, 2.289090909090909)","(2.35, 2.72, 2.72)"
05-01-2023 16:49:25.124509,"(31.0, 80.0, 77.5)","(31.0, 80.0, 76.61290322580645)","(9.0, 14.0, 13.444444444444445)","(9.0, 12.5, 12.166666666666666)","(31.0, 95.0, 78.33333333333333)","(1.9, 2.3, 2.2705882352941176)","(2.35, 2.74, 2.728)"
05-01-2023 16:49:26.143466,"(31.0, 80.0, 78.63636363636364)","(31.0, 80.0, 75.0)","(9.0, 14.0, 13.411764705882353)","(9.0, 12.5, 12.166666666666666)","(31.0, 95.0, 78.33333333333333)","(1.9, 2.28, 2.2506666666666666)","(2.35, 2.78, 2.7646153846153845)"
05-01-2023 16:49:27.169526,"(31.0, 80.0, 75.0)","(31.0, 80.0, 76.66666666666667)","(9.0, 14.0, 13.476190476190476)","(9.0, 12.5, 12.178571428571429)","(31.0, 95.0, 91.0)","(1.9, 2.28, 2.249803921568627)","(2.35, 2.78, 2.8114285714285714)"
05-01-2023 16:49:28.259186,"(31.0, 80.0, 78.33333333333333)","(31.0, 80.0, 76.81818181818181)","(9.0, 13.5, 13.678571428571429)","(9.0, 12.5, 12.203703703703704)","(31.0, 95.0, 91.0)","(1.9, 2.26, 2.245945945945946)","(2.35, 2.82, 2.8)"
05-01-2023 16:49:29.261389,"(31.0, 80.0, 78.88888888888889)","(31.0, 80.0, 76.81818181818181)","(9.0, 14.0, 13.7)","(9.0, 12.5, 12.203703703703704)","(31.0, 95.0, 91.66666666666667)","(1.9, 2.26, 2.2295652173913045)","(2.35, 2.82, 2.79)"
05-01-2023 16:49:30.241271,"(31.0, 90.0, 81.42857142857143)","(31.0, 80.0, 76.66666666666667)","(9.0, 13.5, 13.357142857142858)","(9.0, 12.5, 12.266666666666666)","(31.0, 95.0, 91.66666666666667)","(1.9, 2.24, 2.227857142857143)","(2.35, 2.8, 2.7977777777777777)"
05-01-2023 16:49:31.239023,"(31.0, 90.0, 86.25)","(31.0, 80.0, 76.66666666666667)","(9.0, 14.0, 13.166666666666666)","(9.0, 12.5, 12.266666666666666)","(31.0, 95.0, 91.0)","(1.9, 2.24, 2.227857142857143)","(2.35, 2.82, 2.774285714285714)"
05-01-2023 16:49:32.325044,"(41.0, 90.0, 86.25)","(31.0, 80.0, 78.23529411764706)","(10.0, 14.0, 13.444444444444445)","(9.0, 13.0, 12.325)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.24, 2.2300000000000004)","(2.35, 2.78, 2.7666666666666666)"
05-01-2023 16:49:33.390640,"(41.0, 90.0, 86.25)","(31.0, 80.0, 79.04761904761905)","(10.0, 14.0, 13.214285714285714)","(9.0, 13.0, 12.357142857142858)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.24, 2.2466666666666666)","(2.35, 2.8, 2.759375)"
05-01-2023 16:49:34.433194,"(41.0, 90.0, 86.25)","(31.0, 80.0, 79.04761904761905)","(10.0, 14.0, 13.214285714285714)","(9.0, 13.0, 12.365853658536585)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.26, 2.248181818181818)","(2.35, 2.78, 2.78)"
05-01-2023 16:49:35.419664,"(41.0, 90.0, 86.53846153846153)","(31.0, 80.0, 78.63636363636364)","(10.0, 13.0, 12.986486486486486)","(9.0, 13.0, 12.365853658536585)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.26, 2.245833333333333)","(2.35, 2.8, 2.7773913043478258)"
05-01-2023 16:49:36.378140,"(41.0, 90.0, 87.35294117647058)","(31.0, 80.0, 79.04761904761905)","(10.0, 13.5, 13.31081081081081)","(9.0, 13.0, 12.387755102040817)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.26, 2.245833333333333)","(2.35, 2.8, 2.775384615384615)"
05-01-2023 16:49:37.383224,"(41.0, 95.0, 91.47058823529412)","(31.0, 80.0, 78.63636363636364)","(10.0, 13.5, 13.340909090909092)","(9.0, 13.0, 12.387755102040817)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.26, 2.242142857142857)","(2.35, 2.8, 2.782222222222222)"
05-01-2023 16:49:38.371401,"(41.0, 95.0, 91.47058823529412)","(31.0, 80.0, 79.04761904761905)","(10.0, 13.5, 13.402439024390244)","(9.0, 13.0, 12.422222222222222)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.26, 2.242142857142857)","(2.35, 2.8, 2.782222222222222)"
05-01-2023 16:49:39.382210,"(41.0, 95.0, 91.47058823529412)","(31.0, 80.0, 79.04761904761905)","(10.0, 13.5, 13.402439024390244)","(9.0, 13.0, 12.422222222222222)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.26, 2.242142857142857)","(2.35, 2.8, 2.782222222222222)"
05-01-2023 16:49:40.378510,"(41.0, 95.0, 91.25)","(31.0, 80.0, 78.63636363636364)","(10.0, 13.5, 13.33673469387755)","(9.0, 13.0, 12.379310344827585)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.24, 2.2316279069767444)","(2.35, 2.8, 2.7925)"
05-01-2023 16:49:41.349313,"(41.0, 95.0, 91.25)","(31.0, 80.0, 78.63636363636364)","(10.0, 13.5, 13.33673469387755)","(9.0, 13.0, 12.379310344827585)","(41.0, 95.0, 92.33333333333333)","(1.9, 2.24, 2.2290909090909095)","(2.35, 2.8, 2.7824999999999998)"
