,Rock N Roll Doo Nz,Art Tutor,Sicario,A Gs White Socks Nz,Max Delight,Triple Eight Nz,Jilliby Sylvester,Rick Reilly Nz,Torrid Saint,Rackemup Tigerpie,Major Meister Nz,Bernie Winkle Nz
07-01-2023 19:49:15.885112,"(2.2, 99999, 99990)","(101.0, 170.0, 127.14285714285714)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 11.958333333333334)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:17.445555,"(2.2, 99999, 99990)","(101.0, 170.0, 127.14285714285714)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 11.958333333333334)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:18.977249,"(2.2, 99999, 99990)","(101.0, 170.0, 127.14285714285714)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 11.958333333333334)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:20.454266,"(2.2, 99999, 99990)","(101.0, 170.0, 127.14285714285714)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 11.958333333333334)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:21.952689,"(2.2, 99999, 99990)","(101.0, 170.0, 127.14285714285714)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 13.192307692307692)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:23.471930,"(2.2, 99999, 99990)","(101.0, 170.0, 127.14285714285714)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 13.192307692307692)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:25.030638,"(2.2, 99999, 99990)","(101.0, 170.0, 127.14285714285714)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 13.192307692307692)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:26.640154,"(2.2, 99999, 99990)","(101.0, 150.0, 115.625)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 13.192307692307692)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:28.194572,"(2.2, 99999, 99990)","(101.0, 150.0, 115.625)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 13.192307692307692)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:29.649812,"(2.2, 99999, 99990)","(101.0, 150.0, 115.625)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 13.192307692307692)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:31.086390,"(2.2, 99999, 99990)","(101.0, 150.0, 115.625)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 13.192307692307692)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:49:32.580200,"(2.2, 99999, 99990)","(101.0, 150.0, 115.625)","(4.4, 6.2, 5.257142857142857)","(21.0, 99999, 99990)","(10.0, 14.0, 13.192307692307692)","(21.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(61.0, 99999, 99990)","(12.0, 19.0, 17.333333333333332)","(101.0, 210.0, 181.42857142857144)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:11.798190,"(2.2, 99999, 99990)","(101.0, 150.0, 115.625)","(4.4, 6.2, 5.2727272727272725)","(21.0, 99999, 99990)","(10.0, 14.0, 12.125)","(20.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 19.0, 16.0)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:13.398773,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 6.0, 5.279999999999999)","(21.0, 99999, 99990)","(10.0, 14.0, 12.125)","(20.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 19.0, 16.0)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:14.854361,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 6.0, 5.279999999999999)","(21.0, 99999, 99990)","(10.0, 14.0, 12.0)","(20.0, 99999, 99990)","(91.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 19.0, 15.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:16.335589,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 5.9, 5.42)","(21.0, 99999, 99990)","(10.0, 13.5, 12.0)","(19.0, 99999, 99990)","(101.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 18.5, 15.666666666666666)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:17.766382,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 5.9, 5.42)","(21.0, 99999, 99990)","(10.0, 13.5, 11.75)","(19.0, 99999, 99990)","(101.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 18.0, 15.666666666666666)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:19.244272,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 5.9, 5.42)","(21.0, 99999, 99990)","(10.0, 13.5, 11.75)","(19.0, 99999, 99990)","(101.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 18.0, 15.666666666666666)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:20.707157,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 5.9, 5.42)","(21.0, 99999, 99990)","(10.0, 13.5, 11.75)","(19.0, 99999, 99990)","(101.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 18.0, 15.666666666666666)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:22.238566,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 5.9, 5.42)","(21.0, 99999, 99990)","(10.0, 13.5, 11.75)","(19.0, 99999, 99990)","(101.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 18.0, 15.666666666666666)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:23.687305,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 5.9, 5.511111111111111)","(21.0, 99999, 99990)","(10.0, 13.5, 11.75)","(19.0, 99999, 99990)","(101.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 18.0, 15.666666666666666)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:25.099500,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 5.9, 5.6)","(21.0, 99999, 99990)","(10.0, 13.5, 11.833333333333334)","(19.0, 99999, 99990)","(101.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:26.554734,"(2.2, 99999, 99990)","(101.0, 170.0, 152.0)","(4.4, 6.0, 5.515384615384615)","(21.0, 99999, 99990)","(10.0, 13.5, 12.75)","(19.0, 99999, 99990)","(101.0, 170.0, 103.33333333333334)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:28.059498,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.0, 5.515384615384615)","(21.0, 99999, 99990)","(10.0, 16.5, 12.214285714285714)","(19.0, 99999, 99990)","(101.0, 170.0, 141.42857142857144)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:29.524454,"(2.2, 99999, 99990)","(101.0, 170.0, 158.75)","(4.4, 6.0, 5.515384615384615)","(21.0, 99999, 99990)","(10.0, 16.5, 12.214285714285714)","(19.0, 99999, 99990)","(101.0, 170.0, 141.42857142857144)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:31.117831,"(2.2, 99999, 99990)","(101.0, 170.0, 158.75)","(4.4, 6.0, 5.515384615384615)","(21.0, 99999, 99990)","(10.0, 16.5, 12.214285714285714)","(19.0, 99999, 99990)","(101.0, 170.0, 145.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:32.455762,"(2.2, 99999, 99990)","(101.0, 170.0, 158.75)","(4.4, 6.0, 5.515384615384615)","(21.0, 99999, 99990)","(10.0, 16.5, 12.214285714285714)","(19.0, 99999, 99990)","(101.0, 160.0, 145.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:33.818597,"(2.2, 99999, 99990)","(101.0, 170.0, 158.75)","(4.4, 6.0, 5.515384615384615)","(21.0, 99999, 99990)","(10.0, 16.5, 12.214285714285714)","(19.0, 99999, 99990)","(101.0, 150.0, 127.14285714285714)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:35.251075,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.0, 5.515384615384615)","(21.0, 99999, 99990)","(10.0, 16.5, 12.214285714285714)","(19.0, 99999, 99990)","(101.0, 150.0, 130.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:36.668525,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.0, 5.515384615384615)","(21.0, 99999, 99990)","(10.0, 16.5, 12.214285714285714)","(19.0, 99999, 99990)","(101.0, 150.0, 130.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:38.091849,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.0, 6.7625)","(21.0, 99999, 99990)","(10.0, 16.5, 12.833333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 130.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:39.514530,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 7.0, 6.015384615384615)","(21.0, 99999, 99990)","(10.0, 15.5, 12.166666666666666)","(19.0, 99999, 99990)","(101.0, 150.0, 130.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:40.931823,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.8, 5.377777777777778)","(21.0, 99999, 99990)","(10.0, 15.5, 12.642857142857142)","(19.0, 99999, 99990)","(101.0, 150.0, 132.22222222222223)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:42.401872,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.8, 5.580952380952381)","(21.0, 99999, 99990)","(10.0, 15.5, 13.5)","(19.0, 99999, 99990)","(101.0, 150.0, 132.22222222222223)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:43.848443,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.8, 5.783333333333333)","(21.0, 99999, 99990)","(10.0, 15.5, 13.5)","(19.0, 99999, 99990)","(101.0, 150.0, 132.22222222222223)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:45.240880,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.6, 5.6117647058823525)","(21.0, 99999, 99990)","(10.0, 15.5, 13.5)","(19.0, 99999, 99990)","(101.0, 150.0, 132.22222222222223)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:46.599977,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.6, 5.6117647058823525)","(21.0, 99999, 99990)","(10.0, 15.5, 13.5)","(19.0, 99999, 99990)","(101.0, 150.0, 132.22222222222223)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:48.030543,"(2.2, 99999, 99990)","(101.0, 170.0, 160.0)","(4.4, 6.6, 5.6117647058823525)","(21.0, 99999, 99990)","(10.0, 15.5, 13.5)","(19.0, 99999, 99990)","(101.0, 150.0, 132.22222222222223)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:49.499207,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.6, 5.7)","(21.0, 99999, 99990)","(10.0, 15.5, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:50.942218,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:52.328038,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:53.724544,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:55.155933,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:56.536382,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:57.957293,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:51:59.423916,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:52:00.825022,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:52:02.207153,"(2.2, 99999, 99990)","(101.0, 170.0, 161.0)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.958333333333334)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:52:03.589181,"(2.2, 99999, 99990)","(101.0, 170.0, 127.5)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.375)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 16.5)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:52:05.060948,"(2.2, 99999, 99990)","(101.0, 170.0, 127.5)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.375)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 17.928571428571427)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:52:06.502775,"(2.2, 99999, 99990)","(101.0, 170.0, 127.5)","(4.4, 6.4, 5.575)","(21.0, 99999, 99990)","(10.0, 15.0, 12.375)","(19.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 18.5, 17.928571428571427)","(101.0, 210.0, 150.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
