,Inner Light,Three Putt Par,Tobias,Georges Luck,Jens Sapphire,Sketchy In By,Angry Firestorm,Zsa Zsa Express
11-01-2023 11:31:35.059889,"(1.3, 1.61, 1.592857142857143)","(31.0, 60.0, 54.486486486486484)","(9.0, 11.5, 11.214285714285714)","(19.0, 20.0, 18.875)","(41.0, 100.0, 78.57142857142857)","(8.0, 11.0, 10.545454545454545)","(15.0, 19.5, 17.157894736842106)","(11.0, 19.5, 18.785714285714285)"
11-01-2023 11:31:36.183345,"(1.3, 1.61, 1.6)","(31.0, 60.0, 54.486486486486484)","(9.0, 11.5, 11.214285714285714)","(19.0, 20.0, 18.875)","(41.0, 100.0, 78.57142857142857)","(8.0, 11.0, 10.621621621621621)","(15.0, 20.0, 17.157894736842106)","(11.0, 19.0, 16.833333333333332)"
11-01-2023 11:31:37.300414,"(1.3, 1.61, 1.6)","(31.0, 60.0, 54.486486486486484)","(9.0, 11.5, 11.214285714285714)","(19.0, 20.0, 18.916666666666668)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.0, 10.621621621621621)","(15.0, 20.0, 17.157894736842106)","(11.0, 19.5, 17.1)"
11-01-2023 11:31:38.397172,"(1.3, 1.61, 1.592857142857143)","(31.0, 60.0, 54.486486486486484)","(9.0, 11.5, 11.214285714285714)","(19.0, 19.5, 18.8)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.0, 10.621621621621621)","(15.0, 20.0, 17.15625)","(11.0, 19.5, 17.75)"
11-01-2023 11:31:39.691372,"(1.3, 1.61, 1.6)","(31.0, 60.0, 54.486486486486484)","(9.0, 11.5, 11.333333333333334)","(19.0, 20.0, 18.595238095238095)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.0, 10.621621621621621)","(15.0, 19.5, 17.078125)","(11.0, 19.5, 17.142857142857142)"
11-01-2023 11:31:41.117020,"(1.3, 1.61, 1.6)","(31.0, 60.0, 52.608695652173914)","(9.0, 11.5, 11.38888888888889)","(17.0, 19.5, 17.87037037037037)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.0, 10.674418604651162)","(15.0, 19.5, 17.3)","(11.0, 19.5, 17.740000000000002)"
11-01-2023 11:31:42.286500,"(1.3, 1.61, 1.5958823529411765)","(31.0, 60.0, 52.608695652173914)","(9.0, 11.5, 11.38888888888889)","(17.0, 19.5, 17.87037037037037)","(41.0, 100.0, 87.5)","(8.0, 11.0, 10.631578947368421)","(15.0, 18.5, 17.125)","(11.0, 19.5, 17.065217391304348)"
11-01-2023 11:31:43.416933,"(1.3, 1.61, 1.593846153846154)","(31.0, 60.0, 52.608695652173914)","(9.0, 11.5, 11.333333333333334)","(17.0, 19.5, 17.822580645161292)","(41.0, 100.0, 90.625)","(8.0, 11.0, 10.641509433962264)","(15.0, 18.5, 17.096774193548388)","(11.0, 19.5, 17.36111111111111)"
11-01-2023 11:31:44.774854,"(1.3, 1.61, 1.6025)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.428571428571429)","(17.0, 19.5, 18.428571428571427)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.0, 10.641509433962264)","(15.0, 18.5, 17.291666666666668)","(11.0, 19.5, 17.82608695652174)"
11-01-2023 11:31:46.247879,"(1.3, 1.61, 1.5950000000000002)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.333333333333334)","(17.0, 19.5, 18.25)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.0, 10.641509433962264)","(15.0, 18.5, 17.096774193548388)","(11.0, 19.5, 17.82608695652174)"
11-01-2023 11:31:47.773482,"(1.3, 1.61, 1.592)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.333333333333334)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.0, 11.2)","(15.0, 18.5, 17.096774193548388)","(11.0, 19.5, 17.4)"
11-01-2023 11:31:49.082833,"(1.3, 1.6, 1.58)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.375)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.078947368421053)","(15.0, 18.5, 17.085714285714285)","(11.0, 19.5, 18.86842105263158)"
11-01-2023 11:31:50.280224,"(1.3, 1.6, 1.58)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.45)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 89.28571428571429)","(8.0, 11.5, 11.1)","(15.0, 18.5, 17.291666666666668)","(11.0, 19.5, 18.86842105263158)"
11-01-2023 11:31:51.481062,"(1.3, 1.6, 1.58)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.4)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 89.28571428571429)","(8.0, 11.5, 11.1)","(15.0, 18.5, 17.096774193548388)","(11.0, 19.5, 18.86842105263158)"
11-01-2023 11:31:52.638016,"(1.3, 1.6, 1.58)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.409090909090908)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.1)","(15.0, 18.5, 17.291666666666668)","(11.0, 19.5, 20.09090909090909)"
11-01-2023 11:31:53.715930,"(1.3, 1.6, 1.5747368421052632)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.38888888888889)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.1)","(15.0, 18.5, 17.2625)","(11.0, 21.0, 20.130434782608695)"
11-01-2023 11:31:54.757785,"(1.3, 1.6, 1.5747368421052632)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.38888888888889)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.1)","(15.0, 18.5, 17.096774193548388)","(11.0, 21.0, 20.130434782608695)"
11-01-2023 11:31:55.900133,"(1.3, 1.6, 1.5747368421052632)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.4)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.1)","(15.0, 18.5, 17.291666666666668)","(11.0, 21.0, 20.130434782608695)"
11-01-2023 11:31:56.985574,"(1.3, 1.6, 1.5747368421052632)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.4)","(17.0, 19.5, 18.53846153846154)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.1)","(15.0, 18.5, 17.291666666666668)","(11.0, 21.0, 20.130434782608695)"
11-01-2023 11:31:58.341992,"(1.3, 1.6, 1.5747368421052632)","(31.0, 60.0, 53.92857142857143)","(9.0, 11.5, 11.571428571428571)","(17.0, 19.5, 18.541666666666668)","(41.0, 100.0, 89.28571428571429)","(8.0, 11.5, 10.966666666666667)","(15.0, 18.5, 17.096774193548388)","(11.0, 21.0, 20.130434782608695)"
11-01-2023 11:31:59.567987,"(1.3, 1.6, 1.5747368421052632)","(31.0, 60.0, 53.92857142857143)","(9.0, 12.0, 11.666666666666666)","(17.0, 19.5, 18.541666666666668)","(41.0, 100.0, 89.28571428571429)","(8.0, 11.5, 10.9)","(15.0, 18.5, 17.08823529411765)","(11.0, 21.0, 17.8)"
11-01-2023 11:32:00.713282,"(1.3, 1.6, 1.5814705882352942)","(31.0, 60.0, 53.92857142857143)","(9.0, 12.0, 11.666666666666666)","(17.0, 19.5, 18.541666666666668)","(41.0, 100.0, 89.28571428571429)","(8.0, 11.5, 11.0)","(15.0, 18.5, 17.26923076923077)","(11.0, 21.0, 18.75)"
11-01-2023 11:32:01.792752,"(1.3, 1.6, 1.582)","(31.0, 60.0, 53.92857142857143)","(9.0, 12.0, 11.777777777777779)","(17.0, 19.5, 18.541666666666668)","(41.0, 100.0, 89.28571428571429)","(8.0, 11.5, 10.772727272727273)","(15.0, 18.5, 17.26923076923077)","(11.0, 21.0, 19.1)"
11-01-2023 11:32:02.921672,"(1.3, 1.6, 1.5803125)","(31.0, 60.0, 53.92857142857143)","(9.0, 12.0, 11.777777777777779)","(17.0, 19.5, 18.54)","(41.0, 100.0, 83.33333333333333)","(8.0, 11.5, 10.944444444444445)","(15.0, 18.5, 17.08823529411765)","(11.0, 19.5, 19.1)"
11-01-2023 11:32:04.056336,"(1.3, 1.6, 1.5911111111111111)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(17.0, 19.5, 18.54)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 10.73076923076923)","(15.0, 18.5, 17.291666666666668)","(11.0, 19.5, 19.1)"
11-01-2023 11:32:05.117660,"(1.3, 1.6, 1.583235294117647)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(17.0, 19.5, 18.54)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.0)","(15.0, 18.5, 17.08823529411765)","(11.0, 19.5, 19.1)"
11-01-2023 11:32:06.181699,"(1.3, 1.6, 1.583235294117647)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.54)","(41.0, 100.0, 82.5)","(8.0, 11.5, 10.944444444444445)","(15.0, 18.5, 17.08823529411765)","(11.0, 19.5, 19.1)"
11-01-2023 11:32:07.249038,"(1.3, 1.6, 1.583235294117647)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.54)","(41.0, 100.0, 88.46153846153847)","(8.0, 11.5, 10.772727272727273)","(15.0, 18.5, 16.67142857142857)","(11.0, 19.5, 18.785714285714285)"
11-01-2023 11:32:08.636952,"(1.3, 1.6, 1.581)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.541666666666668)","(41.0, 100.0, 88.46153846153847)","(8.0, 11.5, 11.0)","(15.0, 18.5, 16.74390243902439)","(11.0, 19.5, 19.205882352941178)"
11-01-2023 11:32:09.841627,"(1.3, 1.6, 1.581)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.541666666666668)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.0)","(15.0, 18.5, 16.653846153846153)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:11.046829,"(1.3, 1.6, 1.581)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.541666666666668)","(41.0, 100.0, 82.85714285714286)","(8.0, 11.5, 11.0)","(15.0, 18.5, 16.863636363636363)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:12.155820,"(1.3, 1.6, 1.5811764705882354)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.541666666666668)","(41.0, 100.0, 88.75)","(8.0, 11.5, 10.772727272727273)","(15.0, 18.5, 16.863636363636363)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:13.404359,"(1.3, 1.6, 1.5811764705882354)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.543478260869566)","(41.0, 100.0, 92.0)","(8.0, 11.5, 10.333333333333334)","(15.0, 18.5, 16.653846153846153)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:14.506630,"(1.3, 1.61, 1.5896428571428571)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.543478260869566)","(41.0, 120.0, 92.0)","(8.0, 11.0, 10.090909090909092)","(15.0, 18.5, 16.653846153846153)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:15.560518,"(1.3, 1.61, 1.5896428571428571)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.543478260869566)","(41.0, 120.0, 105.0)","(8.0, 11.0, 10.090909090909092)","(15.0, 18.5, 16.863636363636363)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:16.617384,"(1.3, 1.61, 1.5896428571428571)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.55263157894737)","(41.0, 120.0, 89.41176470588235)","(8.0, 11.0, 10.090909090909092)","(15.0, 18.5, 16.653846153846153)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:17.662602,"(1.3, 1.61, 1.5896428571428571)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 19.5, 18.55263157894737)","(41.0, 120.0, 89.41176470588235)","(8.0, 11.0, 10.357142857142858)","(15.0, 18.5, 16.653846153846153)","(11.0, 19.5, 19.22222222222222)"
11-01-2023 11:32:18.712020,"(1.3, 1.59, 1.5857894736842106)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 22.0, 21.242424242424242)","(41.0, 120.0, 94.56521739130434)","(8.0, 11.0, 10.357142857142858)","(15.0, 18.5, 17.527027027027028)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:19.727306,"(1.3, 1.59, 1.58125)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 22.0, 21.242424242424242)","(41.0, 120.0, 94.56521739130434)","(8.0, 11.0, 10.357142857142858)","(15.0, 18.5, 17.527027027027028)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:20.761629,"(1.3, 1.59, 1.5863636363636364)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 22.0, 21.242424242424242)","(41.0, 120.0, 107.5)","(8.0, 11.0, 10.357142857142858)","(15.0, 18.5, 17.527027027027028)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:21.851479,"(1.3, 1.59, 1.5824137931034483)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 22.0, 21.242424242424242)","(41.0, 110.0, 107.5)","(8.0, 11.0, 10.357142857142858)","(15.0, 18.5, 17.527027027027028)","(11.0, 19.5, 19.142857142857142)"
11-01-2023 11:32:22.873264,"(1.3, 1.59, 1.5824137931034483)","(31.0, 60.0, 54.13793103448276)","(9.0, 12.0, 11.636363636363637)","(16.0, 22.0, 20.214285714285715)","(41.0, 110.0, 107.5)","(8.0, 11.0, 10.294117647058824)","(15.0, 18.5, 17.527027027027028)","(11.0, 19.5, 19.22222222222222)"
11-01-2023 11:32:23.872598,"(1.3, 1.6, 1.5984848484848486)","(31.0, 60.0, 51.5)","(9.0, 12.0, 11.636363636363637)","(16.0, 22.0, 20.571428571428573)","(41.0, 110.0, 107.5)","(8.0, 11.0, 10.5)","(15.0, 18.5, 17.666666666666668)","(11.0, 19.5, 19.115384615384617)"
11-01-2023 11:32:24.928773,"(1.3, 1.61, 1.6033333333333335)","(31.0, 60.0, 52.758620689655174)","(9.0, 12.0, 11.636363636363637)","(16.0, 22.0, 21.0)","(41.0, 110.0, 107.94117647058823)","(8.0, 11.0, 10.5)","(15.0, 18.0, 17.357142857142858)","(11.0, 19.5, 19.115384615384617)"
11-01-2023 11:32:26.038359,"(1.3, 1.61, 1.6022448979591837)","(31.0, 60.0, 51.25)","(9.0, 12.0, 11.464285714285714)","(16.0, 22.0, 20.666666666666668)","(41.0, 110.0, 107.94117647058823)","(8.0, 11.0, 10.5)","(15.0, 18.0, 17.3125)","(11.0, 19.5, 19.1)"
11-01-2023 11:32:27.095686,"(1.3, 1.61, 1.6033333333333335)","(31.0, 60.0, 52.758620689655174)","(9.0, 12.0, 11.464285714285714)","(16.0, 22.0, 21.0)","(41.0, 110.0, 107.94117647058823)","(8.0, 11.0, 10.545454545454545)","(15.0, 18.0, 17.185185185185187)","(11.0, 19.5, 19.2)"
11-01-2023 11:32:28.115100,"(1.3, 1.61, 1.6033333333333335)","(31.0, 60.0, 51.25)","(9.0, 12.0, 11.68421052631579)","(16.0, 22.0, 21.0)","(41.0, 110.0, 106.11111111111111)","(8.0, 11.0, 10.571428571428571)","(15.0, 18.0, 17.476190476190474)","(11.0, 19.5, 19.2)"
11-01-2023 11:32:29.241465,"(1.3, 1.61, 1.6033333333333335)","(31.0, 55.0, 54.44444444444444)","(9.0, 11.5, 11.4)","(16.0, 22.0, 20.666666666666668)","(41.0, 110.0, 104.47368421052632)","(8.0, 11.0, 10.571428571428571)","(15.0, 18.0, 19.125)","(11.0, 19.5, 18.642857142857142)"
11-01-2023 11:32:30.350028,"(1.3, 1.62, 1.6189274447949529)","(31.0, 55.0, 54.44444444444444)","(9.0, 11.0, 10.833333333333334)","(16.0, 22.0, 21.0)","(41.0, 110.0, 104.47368421052632)","(8.0, 11.0, 10.424242424242424)","(15.0, 19.5, 19.285714285714285)","(11.0, 19.5, 18.642857142857142)"
11-01-2023 11:32:31.425636,"(1.3, 1.62, 1.6189375000000001)","(31.0, 55.0, 54.68181818181818)","(9.0, 11.0, 10.833333333333334)","(16.0, 22.0, 21.0)","(41.0, 110.0, 104.47368421052632)","(8.0, 11.0, 10.424242424242424)","(15.0, 19.5, 19.285714285714285)","(11.0, 19.5, 18.642857142857142)"
11-01-2023 11:32:32.726101,"(1.3, 1.62, 1.6377058823529411)","(31.0, 55.0, 53.35294117647059)","(9.0, 11.0, 10.852941176470589)","(16.0, 22.0, 21.0)","(41.0, 110.0, 103.0)","(8.0, 11.0, 10.36)","(15.0, 19.0, 18.3)","(11.0, 19.5, 18.75)"
11-01-2023 11:32:33.790560,"(1.3, 1.64, 1.630188679245283)","(31.0, 55.0, 53.35294117647059)","(9.0, 11.0, 10.852941176470589)","(16.0, 22.0, 21.0)","(41.0, 110.0, 103.0)","(8.0, 10.5, 10.36)","(15.0, 19.5, 18.166666666666668)","(11.0, 19.5, 18.5)"
11-01-2023 11:32:34.866302,"(1.3, 1.64, 1.6309090909090909)","(31.0, 55.0, 53.35294117647059)","(9.0, 11.0, 10.852941176470589)","(16.0, 22.0, 21.0)","(41.0, 110.0, 103.0)","(8.0, 10.5, 10.294117647058824)","(15.0, 19.5, 18.115384615384617)","(11.0, 19.5, 18.558823529411764)"
11-01-2023 11:32:35.878002,"(1.3, 1.64, 1.6294545454545455)","(31.0, 55.0, 53.35294117647059)","(9.0, 11.0, 10.852941176470589)","(16.0, 22.0, 21.0)","(41.0, 110.0, 103.0)","(8.0, 10.5, 10.181818181818182)","(15.0, 19.5, 17.785714285714285)","(11.0, 19.0, 17.875)"
11-01-2023 11:32:36.938339,"(1.3, 1.64, 1.631076923076923)","(31.0, 55.0, 53.35294117647059)","(9.0, 11.0, 10.852941176470589)","(16.0, 22.0, 21.0)","(41.0, 110.0, 103.0)","(8.0, 10.5, 10.136000000000001)","(15.0, 19.5, 17.785714285714285)","(11.0, 18.5, 16.863636363636363)"
11-01-2023 11:32:38.048575,"(1.3, 1.64, 1.6318032786885246)","(31.0, 55.0, 50.55555555555556)","(9.0, 11.0, 10.852941176470589)","(16.0, 22.0, 21.0)","(41.0, 110.0, 103.0)","(8.0, 10.5, 10.136000000000001)","(15.0, 19.5, 17.785714285714285)","(11.0, 18.5, 16.8125)"
11-01-2023 11:32:39.072355,"(1.3, 1.64, 1.6318032786885246)","(31.0, 55.0, 50.55555555555556)","(9.0, 11.0, 10.852941176470589)","(16.0, 22.0, 21.0)","(41.0, 110.0, 96.42857142857143)","(8.0, 10.5, 10.136000000000001)","(15.0, 19.5, 17.785714285714285)","(11.0, 18.5, 17.18)"
11-01-2023 11:32:40.106470,"(1.3, 1.64, 1.6318032786885246)","(31.0, 55.0, 50.55555555555556)","(9.0, 11.0, 10.81578947368421)","(16.0, 22.0, 21.0)","(41.0, 100.0, 96.42857142857143)","(8.0, 10.5, 10.136000000000001)","(15.0, 19.5, 17.785714285714285)","(11.0, 18.5, 17.18)"
11-01-2023 11:32:41.137054,"(1.3, 1.64, 1.6307407407407408)","(31.0, 55.0, 50.55555555555556)","(9.0, 11.0, 10.81578947368421)","(16.0, 22.0, 20.666666666666668)","(41.0, 100.0, 96.42857142857143)","(8.0, 10.5, 10.136000000000001)","(15.0, 19.5, 18.25)","(11.0, 18.5, 17.423076923076923)"
11-01-2023 11:32:42.155275,"(1.3, 1.64, 1.6307407407407408)","(31.0, 55.0, 50.55555555555556)","(9.0, 11.0, 10.81578947368421)","(16.0, 22.0, 20.666666666666668)","(41.0, 100.0, 96.42857142857143)","(8.0, 10.5, 10.136000000000001)","(15.0, 19.0, 18.25)","(11.0, 18.0, 17.0625)"
11-01-2023 11:32:43.310214,"(1.3, 1.64, 1.6311764705882352)","(31.0, 55.0, 53.35294117647059)","(9.0, 11.0, 10.81578947368421)","(16.0, 22.0, 20.666666666666668)","(41.0, 100.0, 96.42857142857143)","(8.0, 10.5, 10.136000000000001)","(15.0, 19.0, 17.714285714285715)","(11.0, 18.0, 17.0625)"
11-01-2023 11:32:44.511084,"(1.3, 1.64, 1.6346666666666665)","(31.0, 55.0, 53.35294117647059)","(9.0, 11.0, 11.423076923076923)","(16.0, 22.0, 21.0)","(41.0, 100.0, 96.42857142857143)","(8.0, 10.5, 10.136000000000001)","(15.0, 19.0, 17.363636363636363)","(11.0, 18.0, 17.5)"
11-01-2023 11:32:46.014469,"(1.35, 1.63, 1.629003322259136)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.5, 11.214285714285714)","(16.0, 22.0, 21.11764705882353)","(51.0, 100.0, 93.46153846153847)","(8.0, 10.5, 10.136000000000001)","(14.0, 19.0, 17.285714285714285)","(11.0, 18.0, 17.444444444444443)"
11-01-2023 11:32:47.454094,"(1.35, 1.63, 1.629003322259136)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.5, 11.089285714285714)","(16.0, 22.0, 21.11764705882353)","(51.0, 95.0, 93.46153846153847)","(8.0, 10.5, 10.136000000000001)","(14.0, 19.0, 17.285714285714285)","(11.0, 18.0, 17.166666666666668)"
11-01-2023 11:32:48.607036,"(1.35, 1.63, 1.6223529411764706)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.5, 10.923076923076923)","(16.0, 22.0, 21.210526315789473)","(51.0, 95.0, 98.21428571428572)","(8.0, 10.5, 10.15)","(14.0, 19.0, 18.153846153846153)","(11.0, 18.0, 16.973684210526315)"
11-01-2023 11:32:49.853333,"(1.35, 1.63, 1.6248)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.5, 10.923076923076923)","(16.0, 22.0, 21.210526315789473)","(51.0, 100.0, 96.0)","(8.0, 10.5, 10.15)","(14.0, 19.0, 18.153846153846153)","(11.0, 17.5, 16.973684210526315)"
11-01-2023 11:32:51.138091,"(1.35, 1.63, 1.6248)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.5, 10.919354838709678)","(16.0, 22.0, 20.857142857142858)","(51.0, 100.0, 97.5)","(8.0, 10.5, 10.015384615384615)","(14.0, 19.0, 18.153846153846153)","(11.0, 17.5, 16.973684210526315)"
11-01-2023 11:32:52.235497,"(1.35, 1.64, 1.6288888888888888)","(31.0, 55.0, 53.35294117647059)","(8.5, 11.5, 10.919354838709678)","(16.0, 22.0, 20.5)","(51.0, 100.0, 96.0)","(8.0, 10.5, 9.647368421052631)","(14.0, 19.0, 18.184210526315788)","(11.0, 17.5, 16.973684210526315)"
11-01-2023 11:32:53.549907,"(1.35, 1.64, 1.6296)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.5, 10.964285714285714)","(16.0, 22.0, 20.5)","(51.0, 100.0, 96.0)","(8.0, 10.5, 9.978947368421053)","(14.0, 18.5, 17.666666666666668)","(11.0, 17.5, 16.973684210526315)"
11-01-2023 11:32:54.612135,"(1.35, 1.62, 1.6195652173913044)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.0, 10.964285714285714)","(16.0, 22.0, 20.5)","(51.0, 100.0, 96.0)","(8.0, 10.5, 9.978947368421053)","(14.0, 18.5, 17.666666666666668)","(11.0, 17.5, 16.973684210526315)"
11-01-2023 11:32:55.685558,"(1.35, 1.64, 1.6280000000000001)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.0, 10.970588235294118)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 97.5)","(8.0, 10.0, 9.88)","(14.0, 18.5, 17.666666666666668)","(11.0, 17.5, 16.973684210526315)"
11-01-2023 11:32:56.898686,"(1.35, 1.64, 1.6280000000000001)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.0, 10.970588235294118)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 96.0)","(8.0, 10.5, 10.047058823529412)","(14.0, 18.5, 17.666666666666668)","(11.0, 16.5, 15.6875)"
11-01-2023 11:32:58.073543,"(1.35, 1.64, 1.629655172413793)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.0, 10.964285714285714)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 95.55555555555556)","(8.0, 10.5, 9.978947368421053)","(14.0, 18.5, 18.0)","(11.0, 16.0, 16.09090909090909)"
11-01-2023 11:32:59.174108,"(1.35, 1.64, 1.6280000000000001)","(31.0, 55.0, 50.55555555555556)","(8.5, 11.5, 11.15)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 95.55555555555556)","(8.0, 10.5, 9.978947368421053)","(14.0, 18.5, 18.0)","(11.0, 16.5, 15.8)"
11-01-2023 11:33:00.207448,"(1.35, 1.64, 1.6280000000000001)","(31.0, 55.0, 53.35294117647059)","(8.5, 11.5, 11.227272727272727)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 93.33333333333333)","(8.0, 10.5, 9.978947368421053)","(14.0, 18.5, 18.0)","(11.0, 16.0, 15.8)"
11-01-2023 11:33:01.417502,"(1.35, 1.64, 1.6384999999999998)","(31.0, 55.0, 53.06896551724138)","(8.5, 11.5, 11.227272727272727)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 95.55555555555556)","(8.0, 10.5, 10.06)","(14.0, 18.5, 18.0)","(11.0, 16.0, 15.8)"
11-01-2023 11:33:02.483173,"(1.35, 1.64, 1.6384999999999998)","(31.0, 55.0, 53.06896551724138)","(8.5, 11.5, 11.227272727272727)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 96.36363636363636)","(8.0, 10.5, 9.978947368421052)","(14.0, 18.5, 17.666666666666668)","(11.0, 16.0, 15.851851851851851)"
11-01-2023 11:33:03.612627,"(1.35, 1.64, 1.636)","(31.0, 55.0, 51.0)","(8.5, 11.5, 11.1)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 96.36363636363636)","(8.0, 10.5, 9.996875000000001)","(14.0, 18.5, 18.125)","(11.0, 16.0, 15.821428571428571)"
11-01-2023 11:33:04.743288,"(1.4, 1.64, 1.632)","(31.0, 55.0, 52.333333333333336)","(8.5, 11.5, 11.1)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 95.55555555555556)","(8.0, 10.5, 9.903703703703703)","(14.0, 18.5, 18.14)","(11.0, 16.0, 15.782608695652174)"
11-01-2023 11:33:05.853527,"(1.4, 1.64, 1.632)","(31.0, 55.0, 53.35294117647059)","(8.5, 11.5, 10.814285714285715)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 95.0)","(8.0, 10.5, 9.903703703703703)","(14.0, 18.5, 17.970588235294116)","(11.0, 16.0, 15.782608695652174)"
11-01-2023 11:33:06.984776,"(1.4, 1.64, 1.632)","(31.0, 55.0, 53.35294117647059)","(8.5, 11.5, 10.753521126760564)","(16.0, 22.0, 20.90909090909091)","(51.0, 100.0, 94.0)","(8.0, 10.5, 10.026470588235295)","(14.0, 18.5, 18.03125)","(11.0, 16.0, 15.821428571428571)"
