,Joe Gem,Black Eyed Peas,After Hours,Lucretia Ann,Dr Jaylen,Aston Director,Madalia Patch,Billy Bob Jordan
11-01-2023 20:05:13.116647,"(1.3, 1.51, 1.5007692307692309)","(31.0, 55.0, 49.92307692307692)","(13.0, 23.0, 20.391304347826086)","(31.0, 75.0, 60.88235294117647)","(10.0, 16.5, 14.535714285714286)","(21.0, 38.0, 32.375)","(8.5, 12.5, 12.023809523809524)","(8.5, 13.0, 12.142857142857142)"
11-01-2023 20:05:14.313868,"(1.3, 1.51, 1.5045454545454546)","(31.0, 55.0, 49.92307692307692)","(13.0, 23.0, 20.391304347826086)","(31.0, 75.0, 60.88235294117647)","(10.0, 16.5, 14.535714285714286)","(21.0, 38.0, 32.375)","(8.5, 12.5, 12.023809523809524)","(8.5, 13.0, 11.902439024390244)"
11-01-2023 20:05:15.567208,"(1.3, 1.51, 1.5045454545454546)","(31.0, 55.0, 49.92307692307692)","(13.0, 23.0, 20.391304347826086)","(31.0, 75.0, 60.88235294117647)","(10.0, 16.5, 14.535714285714286)","(21.0, 38.0, 32.375)","(8.5, 12.5, 12.023809523809524)","(8.5, 13.0, 11.902439024390244)"
11-01-2023 20:05:16.780753,"(1.3, 1.51, 1.5045454545454546)","(31.0, 55.0, 50.84615384615385)","(13.0, 23.0, 20.857142857142858)","(31.0, 75.0, 64.0909090909091)","(10.0, 16.5, 14.47872340425532)","(21.0, 38.0, 33.27272727272727)","(8.5, 12.5, 12.0625)","(8.5, 13.0, 12.042553191489361)"
11-01-2023 20:05:18.059203,"(1.3, 1.51, 1.5018518518518518)","(31.0, 55.0, 51.4)","(13.0, 23.0, 20.857142857142858)","(31.0, 75.0, 56.53846153846154)","(10.0, 16.5, 14.3125)","(21.0, 38.0, 33.13513513513514)","(8.5, 12.5, 12.0625)","(9.0, 13.0, 12.042553191489361)"
11-01-2023 20:05:19.374921,"(1.3, 1.51, 1.5073913043478262)","(31.0, 55.0, 50.875)","(13.0, 23.0, 20.391304347826086)","(31.0, 75.0, 63.57142857142857)","(10.0, 16.5, 14.48)","(21.0, 38.0, 34.8421052631579)","(8.5, 12.5, 12.0625)","(9.0, 13.0, 12.01)"
11-01-2023 20:05:20.643178,"(1.3, 1.51, 1.50125)","(31.0, 55.0, 50.875)","(13.0, 23.0, 20.391304347826086)","(31.0, 75.0, 65.0)","(10.0, 16.0, 14.31578947368421)","(21.0, 38.0, 34.8421052631579)","(8.5, 12.5, 12.0625)","(9.0, 13.0, 12.042553191489361)"
11-01-2023 20:05:21.848694,"(1.3, 1.51, 1.50125)","(31.0, 55.0, 50.09090909090909)","(13.0, 23.0, 20.375)","(31.0, 75.0, 60.0)","(10.0, 16.0, 14.31578947368421)","(21.0, 38.0, 34.41379310344828)","(8.5, 12.5, 12.0625)","(9.0, 13.0, 12.042553191489361)"
11-01-2023 20:05:23.118812,"(1.3, 1.51, 1.50125)","(31.0, 55.0, 49.75)","(13.0, 23.0, 20.454545454545453)","(31.0, 75.0, 65.0)","(10.0, 16.0, 14.266666666666667)","(21.0, 38.0, 34.94117647058823)","(8.5, 12.5, 12.0625)","(9.0, 13.0, 12.142857142857142)"
11-01-2023 20:05:24.443701,"(1.3, 1.52, 1.492918918918919)","(31.0, 55.0, 50.84615384615385)","(13.0, 23.0, 20.5)","(31.0, 75.0, 67.5)","(10.0, 16.0, 13.661290322580646)","(21.0, 38.0, 34.94117647058823)","(8.5, 12.5, 12.022727272727273)","(9.0, 13.0, 12.340909090909092)"
11-01-2023 20:05:25.761939,"(1.3, 1.52, 1.492918918918919)","(31.0, 55.0, 51.625)","(13.0, 23.0, 20.569444444444443)","(31.0, 75.0, 67.5)","(10.0, 16.0, 13.673913043478262)","(21.0, 38.0, 34.41379310344828)","(8.5, 12.5, 12.026315789473685)","(9.0, 13.0, 12.340909090909092)"
11-01-2023 20:05:27.065021,"(1.3, 1.52, 1.492918918918919)","(31.0, 55.0, 49.0)","(13.0, 23.0, 20.569444444444443)","(31.0, 75.0, 63.0)","(10.0, 15.5, 13.642857142857142)","(21.0, 38.0, 34.41379310344828)","(8.5, 12.5, 12.026315789473685)","(9.0, 13.0, 12.340909090909092)"
11-01-2023 20:05:28.594133,"(1.3, 1.52, 1.4947826086956522)","(31.0, 55.0, 50.875)","(13.0, 23.0, 20.6)","(31.0, 75.0, 66.11111111111111)","(10.0, 15.5, 13.766666666666667)","(21.0, 38.0, 34.75)","(8.5, 12.5, 12.026315789473685)","(9.0, 13.0, 12.340909090909092)"
11-01-2023 20:05:29.950807,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.6)","(31.0, 75.0, 64.56521739130434)","(10.0, 15.5, 13.66)","(21.0, 38.0, 34.75)","(8.5, 12.5, 12.276315789473685)","(9.0, 13.0, 12.369565217391305)"
11-01-2023 20:05:31.369951,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.6)","(31.0, 75.0, 64.56521739130434)","(10.0, 15.5, 13.66)","(21.0, 38.0, 34.666666666666664)","(8.5, 12.5, 12.282051282051283)","(9.0, 13.0, 12.369565217391305)"
11-01-2023 20:05:32.612960,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.88235294117647)","(31.0, 75.0, 62.5)","(10.0, 15.5, 13.583333333333334)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.5, 12.166666666666666)","(9.0, 13.0, 12.346938775510203)"
11-01-2023 20:05:33.829048,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.88235294117647)","(31.0, 75.0, 62.5)","(10.0, 15.5, 13.583333333333334)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.5, 12.0)","(9.0, 13.0, 12.346938775510203)"
11-01-2023 20:05:35.057294,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.88235294117647)","(31.0, 75.0, 62.5)","(10.0, 15.5, 13.875)","(21.0, 38.0, 35.2093023255814)","(8.5, 12.5, 12.0)","(9.0, 13.0, 12.346938775510203)"
11-01-2023 20:05:36.294364,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.88235294117647)","(31.0, 75.0, 62.5)","(10.0, 15.0, 13.722222222222221)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.5, 12.242424242424242)","(9.0, 13.0, 12.346938775510203)"
11-01-2023 20:05:37.566790,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.88235294117647)","(31.0, 75.0, 62.5)","(10.0, 15.0, 13.62)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.5, 12.26388888888889)","(9.0, 13.0, 12.384615384615385)"
11-01-2023 20:05:38.769139,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.88235294117647)","(31.0, 75.0, 62.5)","(10.0, 15.0, 13.62)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.5, 12.26388888888889)","(9.0, 13.0, 12.377358490566039)"
11-01-2023 20:05:39.971385,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 20.88235294117647)","(31.0, 75.0, 62.5)","(10.0, 15.0, 13.630434782608695)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.5, 12.26388888888889)","(9.0, 13.0, 12.377358490566039)"
11-01-2023 20:05:41.169272,"(1.3, 1.52, 1.5033093525179857)","(31.0, 55.0, 51.11764705882353)","(13.0, 23.0, 21.57894736842105)","(31.0, 75.0, 62.5)","(10.0, 15.0, 13.90625)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.5, 12.292682926829269)","(9.0, 13.0, 12.411764705882353)"
11-01-2023 20:05:42.443862,"(1.3, 1.52, 1.5048314606741573)","(31.0, 55.0, 51.11764705882353)","(13.0, 22.0, 21.57894736842105)","(31.0, 75.0, 62.5)","(10.0, 14.0, 14.1)","(21.0, 38.0, 34.2)","(8.5, 12.5, 12.292682926829269)","(9.0, 13.0, 12.420289855072463)"
11-01-2023 20:05:43.720855,"(1.3, 1.52, 1.5249275362318842)","(31.0, 55.0, 51.11764705882353)","(13.0, 22.0, 21.363636363636363)","(31.0, 75.0, 62.5)","(10.0, 14.5, 13.903225806451612)","(21.0, 36.0, 34.2)","(8.5, 12.5, 12.26086956521739)","(9.0, 13.0, 12.420289855072463)"
11-01-2023 20:05:45.065999,"(1.3, 1.54, 1.5263157894736843)","(31.0, 55.0, 51.11764705882353)","(13.0, 22.0, 21.363636363636363)","(31.0, 75.0, 62.5)","(10.0, 14.0, 13.50943396226415)","(21.0, 36.0, 34.08)","(8.5, 12.5, 12.225)","(9.0, 13.0, 12.420289855072463)"
11-01-2023 20:05:46.348875,"(1.3, 1.54, 1.522)","(31.0, 55.0, 51.11764705882353)","(13.0, 22.0, 21.363636363636363)","(31.0, 75.0, 62.5)","(10.0, 14.0, 13.50943396226415)","(21.0, 36.0, 32.25)","(8.5, 12.5, 12.225)","(9.0, 13.0, 12.420289855072463)"
11-01-2023 20:05:47.574923,"(1.3, 1.54, 1.5256)","(31.0, 55.0, 51.11764705882353)","(13.0, 22.0, 21.57894736842105)","(31.0, 75.0, 62.5)","(10.0, 14.0, 13.50943396226415)","(21.0, 36.0, 32.75675675675676)","(8.5, 12.5, 12.225)","(9.0, 13.0, 12.420289855072463)"
11-01-2023 20:05:48.746484,"(1.3, 1.54, 1.5266666666666666)","(31.0, 55.0, 51.11764705882353)","(13.0, 22.0, 21.57894736842105)","(31.0, 75.0, 62.5)","(10.0, 14.0, 12.86111111111111)","(21.0, 36.0, 33.75)","(8.5, 12.5, 12.225)","(9.0, 13.0, 12.420289855072463)"
11-01-2023 20:05:49.918816,"(1.3, 1.55, 1.5466666666666666)","(31.0, 55.0, 51.11764705882353)","(13.0, 22.0, 21.5)","(31.0, 75.0, 62.5)","(10.0, 13.0, 12.441176470588236)","(21.0, 34.0, 32.5)","(8.5, 12.5, 13.15)","(9.0, 13.0, 11.842105263157894)"
11-01-2023 20:05:51.240434,"(1.3, 1.55, 1.5435135135135136)","(31.0, 55.0, 51.11764705882353)","(13.0, 22.0, 21.5)","(31.0, 75.0, 62.5)","(10.0, 13.0, 12.318181818181818)","(21.0, 34.0, 31.0)","(8.5, 13.5, 13.208333333333334)","(9.0, 12.0, 11.409090909090908)"
11-01-2023 20:05:52.605930,"(1.3, 1.56, 1.5548936170212766)","(31.0, 55.0, 53.30769230769231)","(13.0, 22.0, 21.5)","(31.0, 75.0, 63.57142857142857)","(10.0, 13.0, 12.318181818181818)","(21.0, 34.0, 31.41176470588235)","(8.5, 13.5, 13.208333333333334)","(9.0, 11.5, 11.391304347826086)"
11-01-2023 20:05:53.922975,"(1.3, 1.56, 1.5570731707317074)","(31.0, 55.0, 53.30769230769231)","(13.0, 22.0, 21.263157894736842)","(31.0, 85.0, 63.57142857142857)","(10.0, 13.0, 12.285714285714286)","(21.0, 34.0, 31.058823529411764)","(8.5, 13.5, 13.048387096774194)","(9.0, 11.5, 11.75)"
11-01-2023 20:05:55.239717,"(1.3, 1.56, 1.5591304347826087)","(31.0, 55.0, 53.30769230769231)","(13.0, 22.0, 21.263157894736842)","(31.0, 85.0, 63.57142857142857)","(10.0, 12.5, 12.0625)","(21.0, 34.0, 30.551724137931036)","(8.5, 13.5, 13.048387096774194)","(9.0, 12.0, 11.75)"
11-01-2023 20:05:56.601598,"(1.3, 1.56, 1.5591304347826087)","(31.0, 55.0, 53.30769230769231)","(13.0, 22.0, 21.263157894736842)","(31.0, 85.0, 62.77777777777778)","(10.0, 12.5, 12.033333333333333)","(21.0, 34.0, 30.48)","(8.5, 13.5, 13.0625)","(9.0, 12.0, 11.685714285714285)"
11-01-2023 20:05:57.950418,"(1.3, 1.56, 1.5555263157894736)","(31.0, 55.0, 53.30769230769231)","(13.0, 22.0, 21.263157894736842)","(31.0, 85.0, 62.77777777777778)","(10.0, 12.5, 11.85897435897436)","(21.0, 34.0, 30.96551724137931)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.615384615384615)"
11-01-2023 20:05:59.232486,"(1.3, 1.56, 1.5558536585365854)","(31.0, 55.0, 49.5)","(13.0, 22.0, 21.263157894736842)","(31.0, 85.0, 62.77777777777778)","(10.0, 12.5, 11.91304347826087)","(21.0, 34.0, 30.96551724137931)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.644444444444444)"
11-01-2023 20:06:00.541354,"(1.3, 1.57, 1.5652000000000001)","(31.0, 55.0, 50.5)","(13.0, 22.0, 21.263157894736842)","(31.0, 85.0, 62.77777777777778)","(10.0, 12.5, 11.875)","(21.0, 34.0, 30.48)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.644444444444444)"
11-01-2023 20:06:01.896984,"(1.3, 1.57, 1.5656363636363637)","(31.0, 55.0, 52.666666666666664)","(13.0, 22.0, 21.263157894736842)","(31.0, 85.0, 62.77777777777778)","(10.0, 12.0, 11.733333333333333)","(21.0, 34.0, 30.96551724137931)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.644444444444444)"
11-01-2023 20:06:03.156839,"(1.3, 1.57, 1.5656363636363637)","(31.0, 55.0, 51.5)","(13.0, 22.0, 21.363636363636363)","(31.0, 85.0, 75.47619047619048)","(10.0, 12.0, 11.6)","(21.0, 34.0, 30.96551724137931)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.644444444444444)"
11-01-2023 20:06:04.407017,"(1.3, 1.57, 1.565925925925926)","(31.0, 55.0, 53.72727272727273)","(13.0, 22.0, 21.48148148148148)","(31.0, 85.0, 80.83333333333334)","(10.0, 12.0, 11.441176470588236)","(21.0, 34.0, 30.48)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.644444444444444)"
11-01-2023 20:06:05.761627,"(1.3, 1.57, 1.5695454545454546)","(31.0, 55.0, 53.44444444444444)","(13.0, 22.0, 21.48148148148148)","(31.0, 85.0, 80.83333333333334)","(10.0, 12.0, 11.58695652173913)","(21.0, 34.0, 30.48)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.644444444444444)"
11-01-2023 20:06:07.193405,"(1.3, 1.57, 1.5568181818181819)","(31.0, 55.0, 51.5)","(13.0, 22.0, 21.48148148148148)","(31.0, 85.0, 80.0)","(10.0, 12.0, 11.541666666666666)","(21.0, 34.0, 31.037037037037038)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.644444444444444)"
11-01-2023 20:06:08.463862,"(1.3, 1.56, 1.5553571428571429)","(31.0, 55.0, 52.666666666666664)","(13.0, 22.0, 21.6)","(31.0, 85.0, 80.0)","(10.0, 12.0, 11.541666666666666)","(21.0, 34.0, 31.333333333333332)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.673469387755102)"
11-01-2023 20:06:10.091435,"(1.3, 1.56, 1.5523529411764707)","(31.0, 55.0, 53.72727272727273)","(13.0, 22.0, 21.2)","(31.0, 85.0, 80.0)","(10.0, 12.0, 11.597560975609756)","(21.0, 34.0, 31.333333333333332)","(8.5, 13.5, 13.11111111111111)","(9.0, 12.0, 11.673469387755102)"
11-01-2023 20:06:11.393177,"(1.3, 1.56, 1.5523529411764707)","(31.0, 55.0, 53.72727272727273)","(13.0, 22.0, 21.6)","(31.0, 85.0, 80.0)","(10.0, 12.0, 11.597560975609756)","(21.0, 34.0, 31.333333333333332)","(8.5, 13.5, 13.128571428571428)","(9.0, 12.0, 11.673469387755102)"
11-01-2023 20:06:12.734388,"(1.3, 1.57, 1.5425641025641026)","(31.0, 55.0, 52.666666666666664)","(13.0, 22.0, 21.333333333333332)","(31.0, 85.0, 82.5)","(10.0, 12.0, 11.541666666666666)","(21.0, 34.0, 31.333333333333332)","(8.5, 13.5, 13.295454545454545)","(9.0, 12.0, 11.75)"
11-01-2023 20:06:13.973488,"(1.3, 1.55, 1.5351282051282051)","(31.0, 55.0, 52.666666666666664)","(13.0, 22.0, 21.333333333333332)","(31.0, 85.0, 80.0)","(10.0, 12.0, 11.597560975609756)","(21.0, 34.0, 31.333333333333332)","(8.5, 13.5, 14.195652173913043)","(9.0, 12.0, 11.75)"
11-01-2023 20:06:15.291183,"(1.3, 1.55, 1.534)","(31.0, 55.0, 52.666666666666664)","(14.0, 22.0, 21.333333333333332)","(31.0, 85.0, 80.0)","(9.0, 12.0, 11.555555555555555)","(21.0, 34.0, 31.037037037037038)","(9.0, 14.5, 14.208333333333334)","(9.0, 12.0, 11.75)"
11-01-2023 20:06:16.594652,"(1.3, 1.55, 1.534)","(31.0, 55.0, 52.666666666666664)","(14.0, 22.0, 21.333333333333332)","(31.0, 85.0, 82.5)","(9.0, 12.0, 11.675675675675675)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.051724137931034)","(9.0, 12.0, 11.75)"
11-01-2023 20:06:17.879527,"(1.3, 1.55, 1.5342105263157895)","(31.0, 55.0, 53.6)","(14.0, 22.0, 21.2)","(31.0, 85.0, 80.0)","(9.0, 12.0, 11.671052631578947)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.117647058823529)","(9.0, 12.0, 11.673469387755102)"
11-01-2023 20:06:19.188592,"(1.3, 1.55, 1.5342105263157895)","(31.0, 55.0, 53.6)","(14.0, 22.0, 21.2)","(31.0, 85.0, 80.0)","(9.0, 12.0, 11.68421052631579)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.128571428571428)","(9.0, 12.0, 11.673469387755102)"
11-01-2023 20:06:20.374758,"(1.3, 1.55, 1.5342105263157895)","(31.0, 55.0, 54.125)","(14.0, 22.0, 21.2)","(31.0, 85.0, 80.0)","(9.0, 12.0, 11.68421052631579)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.128571428571428)","(9.0, 12.0, 11.652173913043478)"
11-01-2023 20:06:21.550432,"(1.3, 1.55, 1.5342105263157895)","(31.0, 55.0, 52.666666666666664)","(14.0, 22.0, 21.555555555555557)","(31.0, 85.0, 82.5)","(9.0, 12.0, 11.651162790697674)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.128571428571428)","(9.0, 12.0, 11.566037735849056)"
11-01-2023 20:06:22.687000,"(1.3, 1.55, 1.5342105263157895)","(31.0, 55.0, 53.6)","(14.0, 22.0, 21.685714285714287)","(31.0, 85.0, 82.5)","(9.0, 12.0, 11.651162790697674)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.128571428571428)","(9.0, 12.0, 11.566037735849056)"
11-01-2023 20:06:23.906977,"(1.3, 1.54, 1.5336363636363637)","(31.0, 55.0, 54.125)","(14.0, 23.0, 21.72222222222222)","(31.0, 85.0, 83.33333333333334)","(9.0, 12.0, 11.411764705882353)","(21.0, 34.0, 32.333333333333336)","(9.0, 14.5, 14.128571428571428)","(9.0, 12.0, 11.566037735849056)"
11-01-2023 20:06:25.163516,"(1.3, 1.53, 1.52625)","(31.0, 55.0, 54.125)","(14.0, 23.0, 21.72222222222222)","(31.0, 85.0, 83.4375)","(9.0, 12.0, 11.444444444444445)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.128571428571428)","(9.0, 12.0, 11.6)"
11-01-2023 20:06:26.399721,"(1.3, 1.53, 1.52625)","(31.0, 55.0, 53.6)","(14.0, 23.0, 21.72222222222222)","(31.0, 85.0, 83.4375)","(9.0, 12.0, 11.444444444444445)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.14864864864865)","(9.0, 12.0, 11.583333333333334)"
11-01-2023 20:06:27.571691,"(1.3, 1.53, 1.52625)","(31.0, 55.0, 53.6)","(14.0, 23.0, 21.72222222222222)","(31.0, 85.0, 83.4375)","(9.0, 12.0, 11.444444444444445)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.14864864864865)","(9.0, 12.0, 11.583333333333334)"
11-01-2023 20:06:28.632534,"(1.3, 1.53, 1.5258181818181817)","(31.0, 55.0, 54.125)","(14.0, 23.0, 21.72222222222222)","(31.0, 85.0, 83.4375)","(9.0, 12.0, 11.436363636363636)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.166666666666666)","(9.0, 12.0, 11.6)"
11-01-2023 20:06:29.729076,"(1.3, 1.53, 1.5258181818181817)","(31.0, 55.0, 52.4)","(14.0, 23.0, 21.761904761904763)","(31.0, 85.0, 83.4375)","(9.0, 12.0, 11.482142857142858)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.30952380952381)","(9.0, 12.0, 11.8)"
11-01-2023 20:06:30.990036,"(1.3, 1.53, 1.5219565217391304)","(31.0, 70.0, 59.64705882352941)","(14.0, 23.0, 21.761904761904763)","(31.0, 85.0, 83.6842105263158)","(9.0, 12.0, 11.482142857142858)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.386363636363637)","(9.0, 12.0, 11.8)"
11-01-2023 20:06:32.154407,"(1.3, 1.53, 1.5223711340206185)","(31.0, 70.0, 59.64705882352941)","(14.0, 23.0, 21.790697674418606)","(31.0, 85.0, 83.6842105263158)","(9.0, 12.0, 11.473684210526315)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.391304347826086)","(9.0, 12.0, 11.846153846153847)"
11-01-2023 20:06:33.362782,"(1.3, 1.53, 1.5216504854368933)","(31.0, 70.0, 58.266666666666666)","(14.0, 23.0, 21.85)","(31.0, 85.0, 83.75)","(9.0, 12.0, 11.38)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.166666666666666)","(9.0, 12.0, 11.846153846153847)"
11-01-2023 20:06:34.426167,"(1.3, 1.53, 1.5228333333333333)","(31.0, 70.0, 52.4)","(14.0, 23.0, 21.85)","(31.0, 85.0, 83.75)","(9.0, 11.5, 11.387755102040817)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.321428571428571)","(9.0, 12.0, 11.9375)"
11-01-2023 20:06:35.553935,"(1.3, 1.53, 1.5202272727272728)","(31.0, 70.0, 53.5)","(14.0, 23.0, 24.375)","(31.0, 85.0, 83.6842105263158)","(9.0, 12.0, 11.346153846153847)","(21.0, 34.0, 31.647058823529413)","(9.0, 14.5, 14.307692307692308)","(9.0, 12.0, 11.9375)"
11-01-2023 20:06:36.762073,"(1.3, 1.53, 1.5171641791044777)","(31.0, 70.0, 56.10526315789474)","(14.0, 25.0, 25.764705882352942)","(31.0, 85.0, 78.75)","(9.0, 12.0, 11.35593220338983)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.285714285714286)","(9.0, 12.0, 11.9375)"
11-01-2023 20:06:38.064302,"(1.3, 1.53, 1.519795918367347)","(31.0, 65.0, 53.23076923076923)","(14.0, 26.0, 25.636363636363637)","(31.0, 85.0, 77.10526315789474)","(9.0, 12.0, 11.24)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.321428571428571)","(9.0, 12.0, 11.9375)"
11-01-2023 20:06:39.375735,"(1.3, 1.53, 1.520566037735849)","(31.0, 65.0, 55.4375)","(14.0, 26.0, 24.666666666666668)","(31.0, 85.0, 77.10526315789474)","(9.0, 12.0, 11.233333333333333)","(21.0, 34.0, 31.419354838709676)","(9.0, 14.5, 14.333333333333334)","(9.0, 12.0, 11.934782608695652)"
11-01-2023 20:06:40.646730,"(1.3, 1.52, 1.5185483870967742)","(31.0, 65.0, 54.07142857142857)","(14.0, 25.0, 24.714285714285715)","(31.0, 85.0, 77.10526315789474)","(9.0, 11.5, 11.194444444444445)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.368421052631579)","(9.0, 12.0, 11.916666666666666)"
11-01-2023 20:06:41.820556,"(1.3, 1.53, 1.528076923076923)","(31.0, 65.0, 55.357142857142854)","(14.0, 25.0, 25.1)","(31.0, 85.0, 77.10526315789474)","(9.0, 11.5, 11.194444444444445)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.4375)","(9.0, 12.0, 11.916666666666666)"
11-01-2023 20:06:42.843178,"(1.3, 1.54, 1.531294117647059)","(31.0, 65.0, 55.357142857142854)","(14.0, 26.0, 25.1)","(31.0, 85.0, 77.10526315789474)","(9.0, 11.5, 11.194444444444445)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 14.4375)","(9.0, 12.0, 11.777777777777779)"
11-01-2023 20:06:43.949260,"(1.3, 1.53, 1.521764705882353)","(31.0, 65.0, 56.42857142857143)","(14.0, 26.0, 25.272727272727273)","(31.0, 85.0, 77.10526315789474)","(9.0, 11.5, 11.092592592592593)","(21.0, 34.0, 31.333333333333332)","(9.0, 14.5, 15.214285714285714)","(9.0, 12.0, 11.826086956521738)"
11-01-2023 20:06:45.117201,"(1.3, 1.52, 1.5107142857142857)","(31.0, 65.0, 56.42857142857143)","(14.0, 26.0, 24.8)","(31.0, 85.0, 77.10526315789474)","(9.0, 11.5, 10.89622641509434)","(21.0, 34.0, 31.333333333333332)","(9.0, 15.5, 15.90625)","(9.0, 12.0, 11.826086956521738)"
11-01-2023 20:06:46.245593,"(1.3, 1.52, 1.5140350877192983)","(31.0, 65.0, 55.526315789473685)","(15.0, 26.0, 24.8)","(31.0, 85.0, 77.10526315789474)","(10.0, 11.5, 10.89622641509434)","(21.0, 34.0, 31.24137931034483)","(9.0, 16.0, 16.026315789473685)","(9.0, 12.0, 11.826086956521738)"
11-01-2023 20:06:47.365248,"(1.3, 1.52, 1.5138181818181817)","(31.0, 65.0, 53.75)","(15.0, 26.0, 25.0625)","(31.0, 85.0, 78.75)","(10.0, 11.5, 10.89622641509434)","(21.0, 34.0, 31.09090909090909)","(9.0, 16.5, 15.923076923076923)","(9.0, 12.0, 11.826086956521738)"
11-01-2023 20:06:48.409214,"(1.3, 1.52, 1.512258064516129)","(31.0, 65.0, 52.142857142857146)","(15.0, 26.0, 25.0625)","(31.0, 85.0, 83.6842105263158)","(10.0, 11.5, 10.89622641509434)","(21.0, 34.0, 31.09090909090909)","(9.0, 16.0, 15.923076923076923)","(9.0, 12.0, 11.826086956521738)"
11-01-2023 20:06:49.453005,"(1.3, 1.52, 1.5138181818181817)","(31.0, 65.0, 55.526315789473685)","(15.0, 26.0, 25.0625)","(31.0, 85.0, 80.45454545454545)","(10.0, 11.5, 10.926229508196721)","(21.0, 34.0, 31.2)","(9.0, 16.0, 15.928571428571429)","(9.0, 12.0, 11.826086956521738)"
11-01-2023 20:06:50.553707,"(1.3, 1.52, 1.5056603773584907)","(31.0, 65.0, 52.142857142857146)","(15.0, 26.0, 25.357142857142858)","(31.0, 85.0, 80.83333333333334)","(10.0, 11.5, 11.161290322580646)","(21.0, 34.0, 31.2)","(9.0, 16.0, 15.75)","(9.0, 12.0, 11.826086956521738)"
11-01-2023 20:06:51.750109,"(1.3, 1.53, 1.5134285714285713)","(31.0, 65.0, 56.42857142857143)","(15.0, 26.0, 25.357142857142858)","(31.0, 85.0, 80.83333333333334)","(10.0, 11.5, 11.161290322580646)","(21.0, 34.0, 31.09090909090909)","(9.0, 16.0, 15.318181818181818)","(9.0, 12.0, 11.826086956521738)"
11-01-2023 20:06:53.033212,"(1.3, 1.53, 1.515090909090909)","(31.0, 65.0, 53.75)","(15.0, 26.0, 25.357142857142858)","(31.0, 85.0, 77.10526315789474)","(10.0, 11.5, 11.241379310344827)","(21.0, 34.0, 31.0)","(9.0, 15.5, 15.178571428571429)","(9.0, 12.0, 11.826086956521738)"
