,Werina Express,Herculean Zeal,Slick Town,Dont Tell Helen,Darryls Girl,Book Of Love,Rochill Amy,Bernie Boom
11-01-2023 14:59:16.134612,"(3.2, 4.6, 4.54)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.2, 3.0870967741935487)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5)","(31.0, 60.0, 48.888888888888886)","(15.0, 26.0, 24.4)"
11-01-2023 14:59:17.235013,"(3.2, 4.6, 4.54)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.2, 3.0870967741935487)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5)","(31.0, 60.0, 51.66666666666667)","(15.0, 26.0, 24.142857142857142)"
11-01-2023 14:59:18.405339,"(3.2, 4.6, 4.56)","(18.0, 25.0, 22.77777777777778)","(2.6, 3.2, 3.0870967741935487)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5)","(31.0, 60.0, 51.66666666666667)","(15.0, 25.0, 22.88235294117647)"
11-01-2023 14:59:19.531519,"(3.2, 4.6, 4.56)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.2, 3.0870967741935487)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5)","(31.0, 60.0, 48.888888888888886)","(15.0, 25.0, 23.285714285714285)"
11-01-2023 14:59:20.670129,"(3.2, 4.6, 4.56)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.2, 3.0870967741935487)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5)","(31.0, 60.0, 51.66666666666667)","(15.0, 25.0, 22.870967741935484)"
11-01-2023 14:59:21.834641,"(3.2, 4.6, 4.56)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.2, 3.066393442622951)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5)","(31.0, 60.0, 51.66666666666667)","(15.0, 25.0, 22.870967741935484)"
11-01-2023 14:59:22.960857,"(3.2, 4.6, 4.56)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.15, 3.065)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 48.888888888888886)","(15.0, 25.0, 22.870967741935484)"
11-01-2023 14:59:24.007585,"(3.2, 4.6, 4.56)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.15, 3.070909090909091)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 51.66666666666667)","(15.0, 25.0, 22.870967741935484)"
11-01-2023 14:59:25.118349,"(3.2, 4.6, 4.56)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.15, 3.070909090909091)","(6.5, 9.0, 8.843478260869565)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 51.66666666666667)","(15.0, 25.0, 22.870967741935484)"
11-01-2023 14:59:26.276892,"(3.2, 4.6, 4.449999999999999)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.15, 3.070909090909091)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.077049180327869)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 48.888888888888886)","(15.0, 25.0, 22.870967741935484)"
11-01-2023 14:59:27.449887,"(3.2, 4.6, 4.4714285714285715)","(18.0, 25.0, 22.54237288135593)","(2.6, 3.15, 3.070909090909091)","(6.5, 9.0, 8.871428571428572)","(4.2, 5.3, 5.0636363636363635)","(21.0, 32.0, 26.486486486486488)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.37037037037037)"
11-01-2023 14:59:28.610452,"(3.2, 4.6, 4.458823529411765)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.0775)","(6.5, 9.0, 8.781818181818181)","(4.2, 5.3, 5.0636363636363635)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.2)"
11-01-2023 14:59:29.771147,"(3.2, 4.6, 4.485714285714286)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.0775)","(6.5, 9.0, 8.781818181818181)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.2)"
11-01-2023 14:59:30.962221,"(3.2, 4.6, 4.568965517241379)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.0775)","(6.5, 9.0, 8.93939393939394)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.2)"
11-01-2023 14:59:32.162032,"(3.2, 4.6, 4.568965517241379)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.0762711864406778)","(6.5, 9.0, 9.393103448275863)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.486486486486488)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:33.395589,"(3.2, 4.6, 4.529411764705882)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.0775)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:34.608532,"(3.2, 4.6, 4.510810810810811)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.0775)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:35.849412,"(3.2, 4.6, 4.510810810810811)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.0775)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:37.118532,"(3.2, 4.6, 4.510810810810811)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.0775)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:38.282253,"(3.2, 4.6, 4.510810810810811)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.079838709677419)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:39.408044,"(3.2, 4.6, 4.513157894736842)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.079838709677419)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:40.510725,"(3.2, 4.6, 4.513157894736842)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.079838709677419)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:41.696270,"(3.2, 4.6, 4.513157894736842)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.079838709677419)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:42.905798,"(3.2, 4.6, 4.507692307692308)","(18.0, 25.0, 22.536231884057973)","(2.6, 3.15, 3.079838709677419)","(6.5, 9.6, 9.31875)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.44444444444444)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:44.129745,"(3.2, 4.6, 4.507692307692308)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.078688524590164)","(6.5, 9.6, 9.321739130434782)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:45.299690,"(3.2, 4.6, 4.507692307692308)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.078688524590164)","(6.5, 9.6, 9.466666666666667)","(4.2, 5.3, 5.0661538461538465)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:46.481183,"(3.2, 4.6, 4.507692307692308)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.52)","(4.2, 5.3, 5.061194029850746)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11111111111111)"
11-01-2023 14:59:47.670109,"(3.2, 4.6, 4.507692307692308)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.5)","(4.2, 5.3, 5.061194029850746)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 14:59:48.784878,"(3.2, 4.6, 4.474193548387096)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.5)","(4.2, 5.3, 5.061194029850746)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 14:59:49.980397,"(3.2, 4.6, 4.474193548387096)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.5)","(4.2, 5.3, 5.061194029850746)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 14:59:51.180944,"(3.2, 4.6, 4.474193548387096)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.5)","(4.2, 5.3, 5.061194029850746)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 14:59:52.358374,"(3.2, 4.6, 4.474193548387096)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.5)","(4.2, 5.3, 5.057575757575758)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 14:59:53.417740,"(3.2, 4.6, 4.474193548387096)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.5)","(4.2, 5.3, 5.050724637681159)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 14:59:54.480145,"(3.2, 4.6, 4.474193548387096)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.4)","(4.2, 5.3, 5.050724637681159)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 14:59:55.622790,"(3.2, 4.6, 4.474193548387096)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 9.6, 9.95)","(4.2, 5.3, 5.050724637681159)","(21.0, 32.0, 26.5625)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.095238095238095)"
11-01-2023 14:59:56.772954,"(3.2, 4.6, 4.474193548387096)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 10.0, 10.144736842105264)","(4.2, 5.3, 5.050724637681159)","(21.0, 32.0, 25.4)","(31.0, 60.0, 54.73684210526316)","(15.0, 25.0, 23.095238095238095)"
11-01-2023 14:59:57.889949,"(3.2, 4.6, 4.455555555555556)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 10.5, 10.064516129032258)","(4.2, 5.3, 5.167857142857143)","(21.0, 32.0, 25.4)","(31.0, 60.0, 52.5)","(15.0, 25.0, 23.095238095238095)"
11-01-2023 14:59:59.023977,"(3.2, 4.6, 4.455555555555556)","(18.0, 25.0, 22.5)","(2.6, 3.15, 3.0762295081967213)","(6.5, 10.5, 10.064516129032258)","(4.2, 5.2, 5.036363636363637)","(21.0, 32.0, 25.756756756756758)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 15:00:00.086013,"(3.2, 4.6, 4.449999999999999)","(18.0, 25.0, 20.73170731707317)","(2.6, 3.15, 3.0762295081967213)","(6.5, 10.5, 10.137931034482758)","(4.2, 5.2, 5.015384615384615)","(21.0, 32.0, 25.756756756756758)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.11764705882353)"
11-01-2023 15:00:01.191545,"(3.2, 4.6, 4.449999999999999)","(18.0, 25.0, 20.568181818181817)","(2.6, 3.05, 3.043055555555555)","(6.5, 10.5, 10.137931034482758)","(4.2, 5.2, 5.020967741935484)","(21.0, 32.0, 25.756756756756758)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.095238095238095)"
11-01-2023 15:00:02.373764,"(3.2, 4.6, 4.449999999999999)","(18.0, 25.0, 19.634146341463413)","(2.6, 3.05, 3.043055555555555)","(6.5, 10.5, 10.137931034482758)","(4.2, 5.2, 5.020967741935484)","(21.0, 32.0, 25.756756756756758)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.095238095238095)"
11-01-2023 15:00:03.549029,"(3.2, 4.6, 4.449999999999999)","(18.0, 25.0, 19.634146341463413)","(2.6, 3.1, 3.0775)","(6.5, 10.5, 10.137931034482758)","(4.2, 5.2, 5.020967741935484)","(21.0, 32.0, 25.756756756756758)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.1)"
11-01-2023 15:00:04.692637,"(3.2, 4.5, 4.447368421052632)","(18.0, 25.0, 19.634146341463413)","(2.6, 3.1, 3.0775)","(6.5, 10.5, 9.67741935483871)","(4.2, 5.2, 4.982352941176471)","(21.0, 32.0, 25.666666666666668)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.1)"
11-01-2023 15:00:05.873077,"(3.2, 4.5, 4.455555555555556)","(18.0, 25.0, 19.634146341463413)","(2.6, 3.1, 3.0742857142857143)","(6.5, 10.5, 9.67741935483871)","(4.2, 5.2, 4.982352941176471)","(21.0, 32.0, 25.756756756756758)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.142857142857142)"
11-01-2023 15:00:07.080346,"(3.2, 4.5, 4.418181818181818)","(18.0, 25.0, 19.634146341463413)","(2.6, 3.1, 3.0742857142857143)","(6.5, 10.5, 9.67741935483871)","(4.2, 5.2, 5.075280898876405)","(21.0, 32.0, 26.36111111111111)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.153846153846153)"
11-01-2023 15:00:08.267290,"(3.2, 4.5, 4.418181818181818)","(18.0, 25.0, 19.634146341463413)","(2.6, 3.1, 3.0742857142857143)","(6.5, 10.5, 9.67741935483871)","(4.2, 5.2, 5.075280898876405)","(21.0, 32.0, 26.696969696969695)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.22222222222222)"
11-01-2023 15:00:09.454732,"(3.2, 4.5, 4.452941176470588)","(18.0, 25.0, 19.64864864864865)","(2.6, 3.1, 3.0771428571428574)","(6.5, 10.5, 9.65625)","(4.2, 5.2, 5.075280898876405)","(21.0, 32.0, 26.513513513513512)","(31.0, 60.0, 54.705882352941174)","(15.0, 25.0, 23.666666666666668)"
11-01-2023 15:00:10.719448,"(3.2, 4.5, 4.427272727272727)","(18.0, 25.0, 21.666666666666668)","(2.6, 3.1, 3.0733333333333333)","(6.5, 10.5, 9.67741935483871)","(4.2, 5.2, 5.075280898876405)","(21.0, 32.0, 26.129032258064516)","(31.0, 60.0, 54.705882352941174)","(15.0, 29.0, 23.714285714285715)"
11-01-2023 15:00:12.012343,"(3.2, 4.5, 4.427272727272727)","(18.0, 23.0, 21.666666666666668)","(2.6, 3.1, 3.066666666666667)","(6.5, 10.5, 9.85)","(4.2, 5.2, 5.075280898876405)","(21.0, 30.0, 26.129032258064516)","(31.0, 60.0, 54.705882352941174)","(15.0, 28.0, 23.714285714285715)"
11-01-2023 15:00:13.315348,"(3.2, 4.5, 4.464705882352941)","(18.0, 23.0, 19.25)","(2.6, 3.1, 3.066666666666667)","(6.5, 10.5, 9.85)","(4.2, 5.2, 5.075280898876405)","(21.0, 30.0, 26.0)","(31.0, 60.0, 54.705882352941174)","(14.0, 28.0, 23.714285714285715)"
11-01-2023 15:00:14.572653,"(3.2, 4.5, 4.464705882352941)","(18.0, 23.0, 19.25)","(2.6, 3.1, 3.066666666666667)","(6.5, 10.5, 9.811764705882352)","(4.2, 5.2, 5.075280898876405)","(21.0, 30.0, 26.0)","(31.0, 60.0, 54.705882352941174)","(14.0, 28.0, 23.714285714285715)"
11-01-2023 15:00:15.753436,"(3.2, 4.5, 4.427272727272727)","(18.0, 23.0, 19.25)","(2.6, 3.1, 3.066666666666667)","(6.5, 10.5, 9.811764705882352)","(4.2, 5.2, 5.075280898876405)","(21.0, 30.0, 28.303030303030305)","(31.0, 60.0, 54.705882352941174)","(14.0, 28.0, 26.0)"
11-01-2023 15:00:17.013435,"(3.2, 4.5, 4.427272727272727)","(18.0, 22.0, 20.5)","(2.6, 3.1, 3.068)","(6.5, 10.5, 10.307142857142857)","(4.2, 5.2, 5.075280898876405)","(21.0, 30.0, 28.303030303030305)","(31.0, 60.0, 54.705882352941174)","(14.0, 27.0, 25.448275862068964)"
11-01-2023 15:00:18.161981,"(3.2, 4.5, 4.464705882352941)","(18.0, 22.0, 20.5)","(2.6, 3.1, 3.0703703703703704)","(6.5, 10.5, 9.884210526315789)","(4.2, 5.2, 5.0436619718309865)","(21.0, 30.0, 28.303030303030305)","(31.0, 60.0, 54.705882352941174)","(14.0, 27.0, 25.448275862068964)"
11-01-2023 15:00:19.376932,"(3.2, 4.5, 4.421739130434783)","(18.0, 22.0, 20.5)","(2.6, 3.1, 3.0703703703703704)","(6.5, 10.5, 10.0125)","(4.2, 5.2, 5.0436619718309865)","(21.0, 30.0, 28.303030303030305)","(31.0, 60.0, 54.705882352941174)","(14.0, 27.0, 25.448275862068964)"
11-01-2023 15:00:20.546793,"(3.2, 4.5, 4.421739130434783)","(18.0, 22.0, 20.5)","(2.6, 3.1, 3.0703703703703704)","(6.5, 10.5, 9.783333333333333)","(4.2, 5.2, 4.623622047244094)","(21.0, 30.0, 29.03448275862069)","(31.0, 60.0, 48.857142857142854)","(14.0, 27.0, 24.3)"
11-01-2023 15:00:21.685484,"(3.2, 4.6, 4.512)","(18.0, 21.0, 20.333333333333332)","(2.6, 3.1, 3.0789473684210527)","(6.5, 10.0, 9.783333333333333)","(4.2, 4.9, 4.701680672268908)","(21.0, 30.0, 29.03448275862069)","(31.0, 50.0, 48.857142857142854)","(14.0, 27.0, 24.545454545454547)"
11-01-2023 15:00:22.836446,"(3.2, 4.7, 4.5826086956521745)","(18.0, 22.0, 19.375)","(2.6, 3.1, 3.0789473684210527)","(6.5, 10.0, 9.783333333333333)","(4.2, 4.9, 4.701680672268908)","(21.0, 30.0, 27.125)","(31.0, 50.0, 46.8)","(14.0, 27.0, 24.545454545454547)"
11-01-2023 15:00:24.031707,"(3.2, 4.7, 4.652380952380953)","(18.0, 22.0, 19.125)","(2.6, 3.1, 3.0789473684210527)","(6.5, 10.0, 9.82)","(4.2, 4.9, 4.6)","(21.0, 30.0, 26.25)","(31.0, 50.0, 46.8)","(14.0, 27.0, 25.3125)"
11-01-2023 15:00:25.058961,"(3.2, 4.7, 4.677777777777778)","(18.0, 21.0, 20.0)","(2.6, 3.25, 3.1444444444444444)","(6.5, 11.0, 10.37)","(4.2, 4.7, 4.6)","(21.0, 30.0, 26.25)","(31.0, 50.0, 46.8)","(14.0, 27.0, 25.3125)"
11-01-2023 15:00:26.107798,"(3.3, 4.7, 4.633333333333334)","(18.0, 21.0, 20.0)","(2.6, 3.15, 3.125)","(7.0, 11.0, 10.042105263157895)","(4.2, 4.7, 4.688235294117647)","(21.0, 29.0, 27.285714285714285)","(31.0, 50.0, 44.526315789473685)","(15.0, 27.0, 25.2)"
11-01-2023 15:00:27.150293,"(3.3, 4.7, 4.6684210526315795)","(18.0, 21.0, 20.791666666666668)","(2.6, 3.15, 3.134)","(7.0, 11.0, 10.277777777777779)","(4.2, 4.7, 4.65)","(21.0, 28.0, 26.666666666666668)","(31.0, 50.0, 44.526315789473685)","(15.0, 27.0, 24.3)"
11-01-2023 15:00:28.196427,"(3.3, 4.7, 4.6647058823529415)","(18.0, 21.0, 20.5)","(2.6, 3.15, 3.1351851851851853)","(7.0, 11.0, 10.277777777777779)","(4.2, 4.7, 4.65)","(21.0, 29.0, 26.666666666666668)","(31.0, 50.0, 44.526315789473685)","(15.0, 27.0, 24.3)"
11-01-2023 15:00:29.332852,"(3.3, 4.7, 4.627272727272727)","(18.0, 21.0, 20.0)","(2.6, 3.15, 3.1395833333333334)","(7.0, 11.0, 10.277777777777779)","(4.2, 4.7, 4.689473684210527)","(21.0, 29.0, 26.454545454545453)","(31.0, 50.0, 45.27272727272727)","(15.0, 27.0, 24.3)"
11-01-2023 15:00:30.522804,"(3.3, 4.7, 4.683333333333334)","(18.0, 21.0, 20.0)","(2.6, 3.15, 3.1446428571428573)","(7.0, 10.5, 9.674999999999999)","(4.2, 4.7, 4.699999999999999)","(21.0, 29.0, 26.625)","(31.0, 46.0, 44.0)","(15.0, 27.0, 24.3)"
11-01-2023 15:00:31.659641,"(3.3, 4.8, 4.704761904761905)","(18.0, 21.0, 20.5)","(2.6, 3.15, 3.1446428571428573)","(7.0, 10.5, 9.674999999999999)","(4.2, 4.8, 4.699999999999999)","(21.0, 28.0, 26.625)","(31.0, 46.0, 42.36363636363637)","(15.0, 27.0, 25.2)"
11-01-2023 15:00:33.039466,"(3.3, 4.8, 4.704761904761905)","(18.0, 21.0, 20.5)","(2.6, 3.25, 3.1958333333333333)","(7.0, 10.0, 8.67)","(4.2, 4.8, 4.688888888888888)","(21.0, 28.0, 26.137931034482758)","(31.0, 46.0, 43.02564102564102)","(15.0, 27.0, 24.3)"
11-01-2023 15:00:34.193875,"(3.3, 4.8, 4.704761904761905)","(18.0, 21.0, 20.5)","(2.6, 3.2, 3.1961538461538463)","(7.0, 10.0, 8.658333333333333)","(4.2, 4.8, 4.654545454545454)","(21.0, 28.0, 24.142857142857142)","(31.0, 46.0, 43.02564102564102)","(15.0, 27.0, 24.3)"
11-01-2023 15:00:35.553999,"(3.3, 4.8, 4.704761904761905)","(18.0, 22.0, 19.125)","(2.6, 3.2, 3.1961538461538463)","(7.0, 10.0, 8.67)","(4.2, 4.8, 4.723076923076923)","(21.0, 28.0, 24.142857142857142)","(31.0, 46.0, 43.08108108108108)","(15.0, 27.0, 24.3)"
11-01-2023 15:00:36.876599,"(3.3, 4.8, 4.657142857142857)","(18.0, 21.0, 20.0)","(2.6, 3.2, 3.166666666666667)","(7.0, 10.0, 9.049999999999999)","(4.2, 4.8, 4.699999999999999)","(21.0, 28.0, 24.25)","(31.0, 46.0, 42.142857142857146)","(15.0, 27.0, 25.3125)"
11-01-2023 15:00:38.227738,"(3.3, 4.8, 4.657142857142857)","(18.0, 21.0, 19.75)","(2.6, 3.2, 3.1875)","(7.0, 10.0, 9.049999999999999)","(4.2, 4.8, 4.661538461538462)","(21.0, 27.0, 24.428571428571427)","(31.0, 46.0, 42.666666666666664)","(15.0, 27.0, 25.333333333333332)"
11-01-2023 15:00:39.519137,"(3.3, 4.8, 4.730769230769231)","(18.0, 21.0, 20.772727272727273)","(2.6, 3.2, 3.184375)","(7.0, 10.0, 9.217647058823529)","(4.2, 4.7, 4.654545454545454)","(21.0, 27.0, 24.666666666666668)","(31.0, 44.0, 42.0)","(15.0, 27.0, 26.75)"
11-01-2023 15:00:40.911720,"(3.3, 4.8, 4.7214285714285715)","(18.0, 21.0, 20.0)","(2.7, 3.2, 3.1892857142857145)","(7.0, 10.0, 9.073684210526316)","(4.2, 4.7, 4.654545454545454)","(21.0, 27.0, 24.375)","(31.0, 44.0, 40.94117647058823)","(15.0, 27.0, 28.5)"
11-01-2023 15:00:42.268158,"(3.3, 4.8, 4.7214285714285715)","(18.0, 21.0, 20.0)","(2.7, 3.2, 3.184375)","(7.0, 9.8, 9.028571428571428)","(4.2, 4.7, 4.661538461538462)","(21.0, 27.0, 24.375)","(31.0, 44.0, 41.125)","(15.0, 29.0, 27.0)"
11-01-2023 15:00:43.548026,"(3.3, 4.8, 4.7214285714285715)","(18.0, 21.0, 20.0)","(2.7, 3.2, 3.1964285714285716)","(7.0, 9.6, 9.082758620689654)","(4.2, 4.7, 4.714285714285714)","(21.0, 27.0, 24.2)","(31.0, 44.0, 41.2)","(15.0, 28.0, 27.444444444444443)"
11-01-2023 15:00:44.687980,"(3.5, 4.8, 4.65)","(17.0, 21.0, 20.0)","(2.7, 3.2, 3.1964285714285716)","(7.0, 9.6, 9.082758620689654)","(4.2, 4.8, 4.666666666666666)","(21.0, 27.0, 24.1875)","(31.0, 44.0, 40.64)","(15.0, 28.0, 26.0)"
11-01-2023 15:00:45.745029,"(3.5, 4.8, 4.65)","(17.0, 21.0, 20.5)","(2.7, 3.2, 3.1625)","(7.0, 9.6, 9.082758620689654)","(4.2, 4.8, 4.714285714285714)","(21.0, 27.0, 24.352941176470587)","(31.0, 44.0, 40.74074074074074)","(15.0, 28.0, 25.545454545454547)"
11-01-2023 15:00:46.837971,"(3.5, 4.8, 4.670588235294117)","(17.0, 21.0, 20.6)","(2.7, 3.2, 3.1933333333333334)","(7.0, 9.6, 9.082758620689654)","(4.2, 4.8, 4.654545454545454)","(21.0, 27.0, 24.352941176470587)","(31.0, 44.0, 41.8)","(15.0, 28.0, 26.3125)"
11-01-2023 15:00:47.967310,"(3.5, 4.8, 4.724137931034482)","(17.0, 21.0, 20.8)","(2.7, 3.2, 3.13695652173913)","(7.0, 9.6, 9.082758620689654)","(4.2, 4.7, 4.723076923076923)","(21.0, 27.0, 24.352941176470587)","(31.0, 42.0, 40.53333333333333)","(15.0, 28.0, 25.545454545454547)"
11-01-2023 15:00:49.093757,"(3.5, 4.9, 4.78)","(17.0, 21.0, 20.8)","(2.7, 3.15, 3.1333333333333333)","(7.0, 9.6, 8.975)","(4.2, 4.8, 4.66)","(21.0, 27.0, 24.352941176470587)","(31.0, 42.0, 40.9)","(15.0, 28.0, 25.545454545454547)"
11-01-2023 15:00:50.216196,"(3.5, 4.9, 4.78)","(17.0, 22.0, 20.642857142857142)","(2.7, 3.15, 3.1333333333333333)","(7.0, 9.6, 9.023529411764706)","(4.2, 4.8, 4.736363636363636)","(21.0, 27.0, 24.352941176470587)","(31.0, 42.0, 40.58064516129032)","(15.0, 28.0, 26.3125)"
