,Rocking Tiff,Jordie Dee,Courtney Katarina,Dougs Cino,Stylish Heaven,Tell Us We Dream,Beaudacious,Woody Nightshade,Lorne Beach,Valbarann
10,"[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 7.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 7.5, 11.5]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 20, 310834), 19.0, 30.0]"
11,"[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 7.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 7.5, 11.5]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 21, 564938), 19.0, 30.0]"
12,"[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 7.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 7.5, 11.5]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 22, 816033), 19.0, 30.0]"
13,"[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 7.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 7.5, 11.5]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 24, 64574), 19.0, 30.0]"
14,"[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 7.5, 11.5]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 25, 449509), 19.0, 30.0]"
15,"[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 7.5, 11.0]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 26, 720519), 19.0, 30.0]"
16,"[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 27, 991664), 19.0, 30.0]"
17,"[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 29, 251594), 19.0, 30.0]"
18,"[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 30, 505412), 19.0, 30.0]"
19,"[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 31, 766110), 19.0, 30.0]"
20,"[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 33, 32021), 19.0, 30.0]"
21,"[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 34, 282933), 19.0, 30.0]"
22,"[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 35, 520952), 19.0, 30.0]"
23,"[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 36, 763033), 19.0, 30.0]"
24,"[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 38, 6395), 19.0, 30.0]"
25,"[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 39, 284771), 19.0, 30.0]"
26,"[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 40, 579928), 19.0, 30.0]"
27,"[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 42, 12897), 19.0, 30.0]"
28,"[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 43, 375513), 19.0, 30.0]"
29,"[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 44, 666601), 19.0, 30.0]"
30,"[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 45, 939434), 19.0, 30.0]"
31,"[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 1.6, 2.28]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 47, 202945), 19.0, 30.0]"
