,Know Grizzles,Opawa Anita,Goldstar Carlito,Centurion,Humbling,Opawa Chrissy
12-01-2023 15:29:12.472913,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.8625)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.144444444444445)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:13.593887,"(6.0, 21.0, 16.0)","(6.5, 11.5, 11.01)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:14.711990,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:15.963368,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:17.107677,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:18.163501,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:19.335783,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:20.485373,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.5)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:21.491564,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 5.5)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:22.539765,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 5.5)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:23.549536,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 5.5)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:24.528628,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 5.5)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:25.578149,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:26.691965,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:27.713119,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:28.684882,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:29.630838,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:30.617992,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:31.603363,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.58)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:32.578094,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 5.5)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:33.615912,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 5.5)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:34.583473,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 5.5)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:35.495073,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.462068965517242)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:36.476023,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.462068965517242)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:37.539414,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:38.504438,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:39.410884,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:40.431384,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:41.414751,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:42.398734,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:43.438877,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:44.431082,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:45.302607,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:46.244873,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:47.159634,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 6.466666666666667)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:48.064197,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:49.002706,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:49.925368,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:50.889814,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:51.862172,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:52.832138,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:53.771115,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:54.746179,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:55.769589,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:56.766552,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:57.791269,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:58.805738,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 7.30625)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:29:59.741373,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 7.30625)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:00.737778,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:01.710414,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:02.676680,"(6.0, 21.0, 16.0)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:03.604966,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:04.553522,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:05.464215,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:06.460790,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:07.485084,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:08.448815,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:09.336351,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:10.329804,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:11.340074,"(6.0, 21.0, 19.150000000000002)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:12.258512,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:13.228415,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.2, 6.745945945945946)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:14.202774,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:15.041720,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:15.982958,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:16.908783,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:17.765854,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.578378378378378)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:18.727831,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.0, 6.223529411764706)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:19.704723,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 6.223529411764706)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:20.649613,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 6.223529411764706)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:21.673082,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 6.223529411764706)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:22.653133,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 6.188461538461539)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:23.630432,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 6.188461538461539)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:24.601832,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 6.188461538461539)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:25.668825,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 6.188461538461539)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:26.671036,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.880000000000001)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:27.615856,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:28.558211,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:29.448087,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:30.460867,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:31.495277,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:32.408873,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:33.400427,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:34.392214,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:35.353996,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:36.331381,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:37.331691,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.964)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:38.312116,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:39.311489,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 7.425000000000001)"
12-01-2023 15:30:40.376782,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.8125)"
12-01-2023 15:30:41.508335,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.0, 5.8125)"
12-01-2023 15:30:42.494981,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.0, 5.8)"
12-01-2023 15:30:43.727144,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.8)"
12-01-2023 15:30:44.704350,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 6.085714285714285)"
12-01-2023 15:30:45.726465,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.2, 6.085714285714285)"
12-01-2023 15:30:46.767055,"(6.0, 21.0, 16.82857142857143)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.2, 5.55)"
12-01-2023 15:30:47.758013,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:48.696539,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 10.99)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:49.720160,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 11.242105263157896)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:50.755411,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 11.242105263157896)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:51.730920,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 11.242105263157896)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:52.744049,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 11.242105263157896)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:53.786433,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 11.242105263157896)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:54.652184,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 11.242105263157896)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.946153846153846)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:55.683224,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 11.242105263157896)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.92962962962963)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
12-01-2023 15:30:56.761965,"(6.0, 20.0, 16.114285714285714)","(6.5, 11.5, 11.242105263157896)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 4.92962962962963)","(5.5, 10.5, 8.833333333333334)","(5.0, 8.4, 5.55)"
