,Hooded Monkey,In The Orange,Magic Eyeliner,Bang On Blue,Elanga,Gunai Rumours,Kintsugi,Bok Choy
12-01-2023 08:02:37.007065,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.46, 2.4066666666666667)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:38.082212,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.46, 2.4066666666666667)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:39.105799,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.46, 2.4066666666666667)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:40.187951,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.46, 2.4066666666666667)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:41.250232,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.46, 2.4066666666666667)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:42.279730,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.46, 2.4066666666666667)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:43.346979,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:44.432638,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:45.446256,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:46.465116,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:47.486295,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:48.552577,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:49.680160,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:50.890593,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:52.055894,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.3971428571428572)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.12)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:53.280783,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.44, 2.37013698630137)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:54.478770,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.42, 2.37013698630137)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:55.649056,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.42, 2.37013698630137)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:56.847462,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.42, 2.37013698630137)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:58.088650,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.42, 2.37013698630137)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:02:59.268659,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.42, 2.37013698630137)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:00.443211,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.42, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:01.565374,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:02.661831,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:03.791086,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:04.786507,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:05.758416,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:06.785309,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:07.858487,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:08.924699,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:10.068692,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:11.143415,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:12.281246,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:13.321904,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:14.395902,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:15.391454,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.4, 2.3597183098591548)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:16.342157,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:17.371079,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:18.411776,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 11.625)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:19.490447,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:20.604439,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:21.693191,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:22.798099,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:23.915758,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:25.105140,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:26.199716,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:27.297122,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:28.332580,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:29.421297,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:30.532944,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:31.589706,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:32.649326,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:33.779666,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:34.949916,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:36.075592,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:37.149854,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:38.285643,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:39.388409,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:40.532391,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:41.660508,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:42.726006,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:43.791553,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:44.859744,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:45.916606,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:47.028863,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:48.205979,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:49.269647,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:50.373653,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.133333333333333)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:51.478656,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:52.529502,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:53.624196,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:54.761888,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:55.948604,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:57.072463,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:58.156820,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:03:59.242475,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:00.378130,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:01.446748,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:02.541393,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:03.616600,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:04.704237,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:05.804294,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:06.885110,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:07.978815,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:04:09.102474,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.755555555555556)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
