,Slingshot Yo Yo,Magic Avenue,Rockstar Fender,Bali Lava,Serious Unit,Sacred Park,Zipping Loretta
10,"[datetime.datetime(2022, 11, 28, 16, 53, 16, 351280), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 16, 351280), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 16, 351280), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 16, 351280), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 16, 351280), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 16, 351280), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 16, 351280), 9.0, 19.5]"
11,"[datetime.datetime(2022, 11, 28, 16, 53, 17, 480199), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 17, 480199), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 17, 480199), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 17, 480199), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 17, 480199), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 17, 480199), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 17, 480199), 9.0, 19.5]"
12,"[datetime.datetime(2022, 11, 28, 16, 53, 18, 591813), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 18, 591813), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 18, 591813), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 18, 591813), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 18, 591813), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 18, 591813), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 18, 591813), 9.0, 19.5]"
13,"[datetime.datetime(2022, 11, 28, 16, 53, 19, 707986), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 19, 707986), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 19, 707986), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 19, 707986), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 19, 707986), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 19, 707986), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 19, 707986), 9.0, 19.5]"
14,"[datetime.datetime(2022, 11, 28, 16, 53, 20, 835849), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 20, 835849), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 20, 835849), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 20, 835849), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 20, 835849), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 20, 835849), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 20, 835849), 9.0, 19.5]"
15,"[datetime.datetime(2022, 11, 28, 16, 53, 21, 951509), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 21, 951509), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 21, 951509), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 21, 951509), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 21, 951509), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 21, 951509), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 21, 951509), 9.0, 19.5]"
16,"[datetime.datetime(2022, 11, 28, 16, 53, 23, 65960), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 23, 65960), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 23, 65960), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 23, 65960), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 23, 65960), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 23, 65960), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 23, 65960), 9.0, 19.5]"
17,"[datetime.datetime(2022, 11, 28, 16, 53, 24, 187040), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 24, 187040), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 24, 187040), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 24, 187040), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 24, 187040), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 24, 187040), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 24, 187040), 9.0, 19.5]"
18,"[datetime.datetime(2022, 11, 28, 16, 53, 25, 303946), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 25, 303946), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 25, 303946), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 25, 303946), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 16, 53, 25, 303946), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 25, 303946), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 25, 303946), 9.0, 19.5]"
19,"[datetime.datetime(2022, 11, 28, 16, 53, 26, 435664), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 26, 435664), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 26, 435664), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 26, 435664), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 16, 53, 26, 435664), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 26, 435664), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 26, 435664), 9.0, 19.5]"
20,"[datetime.datetime(2022, 11, 28, 16, 53, 27, 565717), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 27, 565717), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 27, 565717), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 27, 565717), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 16, 53, 27, 565717), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 27, 565717), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 27, 565717), 9.0, 19.5]"
21,"[datetime.datetime(2022, 11, 28, 16, 53, 28, 690206), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 28, 690206), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 28, 690206), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 28, 690206), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 16, 53, 28, 690206), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 28, 690206), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 28, 690206), 9.0, 19.5]"
22,"[datetime.datetime(2022, 11, 28, 16, 53, 29, 816780), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 29, 816780), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 29, 816780), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 29, 816780), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 16, 53, 29, 816780), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 29, 816780), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 29, 816780), 9.0, 19.5]"
23,"[datetime.datetime(2022, 11, 28, 16, 53, 30, 927918), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 30, 927918), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 30, 927918), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 30, 927918), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 16, 53, 30, 927918), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 30, 927918), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 30, 927918), 9.0, 19.5]"
24,"[datetime.datetime(2022, 11, 28, 16, 53, 32, 49389), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 32, 49389), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 32, 49389), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 32, 49389), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 16, 53, 32, 49389), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 32, 49389), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 32, 49389), 9.0, 19.5]"
25,"[datetime.datetime(2022, 11, 28, 16, 53, 33, 160696), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 33, 160696), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 33, 160696), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 33, 160696), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 16, 53, 33, 160696), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 33, 160696), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 33, 160696), 9.0, 19.5]"
26,"[datetime.datetime(2022, 11, 28, 16, 53, 34, 281990), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 34, 281990), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 34, 281990), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 34, 281990), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 34, 281990), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 34, 281990), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 34, 281990), 9.0, 19.5]"
27,"[datetime.datetime(2022, 11, 28, 16, 53, 35, 394688), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 35, 394688), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 35, 394688), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 35, 394688), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 35, 394688), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 35, 394688), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 35, 394688), 9.0, 19.5]"
28,"[datetime.datetime(2022, 11, 28, 16, 53, 36, 512346), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 36, 512346), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 36, 512346), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 36, 512346), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 36, 512346), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 36, 512346), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 36, 512346), 9.0, 19.5]"
29,"[datetime.datetime(2022, 11, 28, 16, 53, 37, 634514), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 37, 634514), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 37, 634514), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 37, 634514), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 37, 634514), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 37, 634514), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 37, 634514), 9.0, 19.5]"
30,"[datetime.datetime(2022, 11, 28, 16, 53, 38, 752443), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 38, 752443), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 38, 752443), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 38, 752443), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 38, 752443), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 38, 752443), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 38, 752443), 9.0, 19.5]"
31,"[datetime.datetime(2022, 11, 28, 16, 53, 39, 868551), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 39, 868551), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 39, 868551), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 39, 868551), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 39, 868551), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 39, 868551), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 39, 868551), 9.0, 19.5]"
32,"[datetime.datetime(2022, 11, 28, 16, 53, 40, 985569), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 40, 985569), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 40, 985569), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 40, 985569), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 40, 985569), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 40, 985569), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 40, 985569), 9.0, 19.5]"
33,"[datetime.datetime(2022, 11, 28, 16, 53, 42, 105809), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 42, 105809), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 42, 105809), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 42, 105809), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 42, 105809), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 42, 105809), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 42, 105809), 9.0, 19.5]"
34,"[datetime.datetime(2022, 11, 28, 16, 53, 43, 222865), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 43, 222865), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 43, 222865), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 43, 222865), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 43, 222865), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 43, 222865), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 43, 222865), 9.0, 19.5]"
35,"[datetime.datetime(2022, 11, 28, 16, 53, 44, 336116), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 44, 336116), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 44, 336116), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 44, 336116), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 44, 336116), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 44, 336116), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 44, 336116), 9.0, 19.5]"
36,"[datetime.datetime(2022, 11, 28, 16, 53, 45, 462754), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 45, 462754), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 45, 462754), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 45, 462754), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 45, 462754), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 45, 462754), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 45, 462754), 9.0, 19.5]"
37,"[datetime.datetime(2022, 11, 28, 16, 53, 46, 577371), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 46, 577371), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 46, 577371), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 46, 577371), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 46, 577371), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 46, 577371), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 46, 577371), 9.0, 19.5]"
38,"[datetime.datetime(2022, 11, 28, 16, 53, 47, 696541), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 47, 696541), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 47, 696541), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 47, 696541), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 47, 696541), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 47, 696541), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 47, 696541), 9.0, 19.5]"
39,"[datetime.datetime(2022, 11, 28, 16, 53, 48, 820422), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 48, 820422), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 48, 820422), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 48, 820422), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 48, 820422), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 48, 820422), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 48, 820422), 9.0, 19.5]"
40,"[datetime.datetime(2022, 11, 28, 16, 53, 49, 946361), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 49, 946361), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 49, 946361), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 49, 946361), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 49, 946361), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 49, 946361), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 49, 946361), 9.0, 19.5]"
41,"[datetime.datetime(2022, 11, 28, 16, 53, 51, 68526), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 51, 68526), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 51, 68526), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 51, 68526), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 51, 68526), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 51, 68526), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 51, 68526), 9.0, 19.5]"
42,"[datetime.datetime(2022, 11, 28, 16, 53, 52, 216466), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 52, 216466), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 52, 216466), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 52, 216466), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 52, 216466), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 52, 216466), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 52, 216466), 9.0, 19.5]"
43,"[datetime.datetime(2022, 11, 28, 16, 53, 53, 337224), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 53, 337224), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 53, 337224), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 53, 337224), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 53, 337224), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 53, 337224), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 53, 337224), 9.0, 19.5]"
44,"[datetime.datetime(2022, 11, 28, 16, 53, 54, 464442), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 54, 464442), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 54, 464442), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 54, 464442), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 54, 464442), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 54, 464442), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 54, 464442), 9.0, 19.5]"
45,"[datetime.datetime(2022, 11, 28, 16, 53, 55, 582373), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 16, 53, 55, 582373), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 53, 55, 582373), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 55, 582373), 2.25, 3.4]","[datetime.datetime(2022, 11, 28, 16, 53, 55, 582373), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 53, 55, 582373), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 16, 53, 55, 582373), 9.0, 19.5]"
