,Golden Bullet,Super Fab,Jeanie Cargo,Arrogant Suzy,Elsie Bay,Lieutenant Dan,Hit It Benny,Kaidee Dixie
05-01-2023 14:43:55.670444,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 50.0)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.0)","(21.0, 85.0, 46.25)","(13.0, 32.0, 28.3)"
05-01-2023 14:43:56.760140,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 50.0)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.0)","(21.0, 85.0, 46.25)","(13.0, 32.0, 28.3)"
05-01-2023 14:43:57.836193,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 50.0)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.0)","(21.0, 85.0, 46.25)","(13.0, 32.0, 28.3)"
05-01-2023 14:43:58.963431,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 50.0)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.0)","(21.0, 85.0, 46.25)","(13.0, 32.0, 28.3)"
05-01-2023 14:44:00.172776,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.0)","(21.0, 85.0, 46.25)","(13.0, 32.0, 18.96666666666667)"
05-01-2023 14:44:01.414643,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.0)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:02.639095,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.0)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:03.750169,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.0)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:04.878100,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.27777777777778)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:05.903163,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.27777777777778)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:06.955751,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.27777777777778)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:08.064255,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:09.283166,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 43.66666666666667)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:10.499372,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.125)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:11.680620,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.125)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:12.757684,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.125)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:13.935232,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.125)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:15.077282,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.125)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:16.128504,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.125)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:17.323093,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 50.125)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:18.561254,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 489.0)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:19.696221,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:20.855341,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:22.021381,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:23.177597,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:24.233377,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:25.335137,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:26.487933,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:27.641203,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:28.815349,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:29.987254,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:31.159894,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.5)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:32.328726,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.5)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:33.452551,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:34.600605,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:35.678688,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:36.703337,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:37.885943,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:39.028295,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:40.115827,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:41.263450,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:42.438558,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:43.572944,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:44.674921,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:45.787113,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:46.882489,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:47.946615,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:49.050148,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.625)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:50.259759,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:51.372806,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:52.467905,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:53.616429,"(1.28, 1.75, 1.3451351351351353)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:54.741019,"(1.28, 1.75, 1.3511818181818183)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:55.833105,"(1.28, 1.75, 1.3511818181818183)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:56.980774,"(1.28, 1.75, 1.3511818181818183)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:58.050501,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:44:59.162491,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 45.875)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:00.311089,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:01.443207,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:02.615180,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:03.689986,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:04.770181,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:05.870027,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:06.873143,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:07.937291,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:09.125911,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:10.228277,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:11.344710,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:12.402635,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:13.455771,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:14.515887,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:15.586164,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
05-01-2023 14:45:16.700401,"(1.28, 1.75, 1.3644144144144146)","(16.0, 55.0, 50.4375)","(4.8, 8.4, 4.871428571428571)","(91.0, 590.0, 506.66666666666663)","(21.0, 85.0, 46.25)","(15.0, 42.0, 27.555555555555557)","(21.0, 85.0, 46.25)","(13.0, 34.0, 18.96666666666667)"
