,Golden Bullet,Super Fab,Jeanie Cargo,Arrogant Suzy,Elsie Bay,Lieutenant Dan,Hit It Benny,Kaidee Dixie
05-01-2023 14:57:07.763752,"(1.28, 1.5, 1.4297872340425533)","(16.0, 110.0, 80.66666666666666)","(4.8, 8.0, 6.3999999999999995)","(91.0, 590.0, 540.5)","(21.0, 85.0, 46.17647058823529)","(15.0, 40.0, 33.099999999999994)","(21.0, 150.0, 90.0)","(13.0, 32.0, 25.8)"
05-01-2023 14:57:08.829522,"(1.28, 1.5, 1.4297872340425533)","(16.0, 110.0, 80.66666666666666)","(4.8, 8.0, 6.3999999999999995)","(91.0, 590.0, 540.5)","(21.0, 85.0, 46.17647058823529)","(15.0, 40.0, 33.099999999999994)","(21.0, 150.0, 90.0)","(13.0, 32.0, 25.8)"
05-01-2023 14:57:09.879160,"(1.28, 1.5, 1.4297872340425533)","(16.0, 110.0, 80.66666666666666)","(4.8, 8.0, 6.3999999999999995)","(91.0, 590.0, 630.5)","(21.0, 85.0, 46.17647058823529)","(15.0, 40.0, 32.5)","(21.0, 150.0, 90.0)","(13.0, 32.0, 25.8)"
05-01-2023 14:57:11.006546,"(1.28, 1.5, 1.4297872340425533)","(16.0, 110.0, 80.66666666666666)","(4.8, 8.0, 6.3999999999999995)","(91.0, 690.0, 630.5)","(21.0, 85.0, 46.17647058823529)","(15.0, 40.0, 33.25)","(21.0, 150.0, 90.0)","(13.0, 32.0, 25.8)"
05-01-2023 14:57:12.038027,"(1.28, 1.5, 1.4297872340425533)","(16.0, 110.0, 80.66666666666666)","(4.8, 8.0, 6.3999999999999995)","(91.0, 690.0, 630.5)","(21.0, 85.0, 50.714285714285715)","(15.0, 40.0, 29.25)","(21.0, 150.0, 36.5)","(13.0, 32.0, 21.857142857142858)"
05-01-2023 14:57:13.025844,"(1.28, 1.5, 1.438392857142857)","(16.0, 120.0, 30.166666666666664)","(4.8, 8.0, 7.014285714285714)","(91.0, 690.0, 630.5)","(21.0, 85.0, 50.714285714285715)","(15.0, 40.0, 34.625)","(21.0, 160.0, 120.0)","(13.0, 34.0, 23.954545454545453)"
05-01-2023 14:57:14.005066,"(1.28, 1.5, 1.2915789473684212)","(16.0, 120.0, 27.555555555555557)","(4.8, 8.4, 7.1)","(91.0, 690.0, 644.2307692307692)","(21.0, 85.0, 58.333333333333336)","(15.0, 40.0, 34.625)","(21.0, 150.0, 120.0)","(13.0, 34.0, 23.954545454545453)"
05-01-2023 14:57:15.264926,"(1.28, 1.5, 1.4366666666666668)","(16.0, 120.0, 42.0)","(4.8, 8.4, 7.983333333333334)","(91.0, 690.0, 551.9230769230769)","(21.0, 85.0, 58.333333333333336)","(15.0, 40.0, 34.625)","(21.0, 150.0, 92.0)","(13.0, 34.0, 23.954545454545453)"
05-01-2023 14:57:16.281838,"(1.28, 1.5, 1.4366666666666668)","(16.0, 120.0, 42.0)","(4.8, 8.4, 7.983333333333334)","(91.0, 590.0, 551.9230769230769)","(21.0, 85.0, 58.333333333333336)","(15.0, 40.0, 34.625)","(21.0, 150.0, 92.0)","(13.0, 34.0, 23.954545454545453)"
05-01-2023 14:57:17.313106,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 42.0)","(4.8, 8.4, 7.74)","(91.0, 590.0, 528.125)","(21.0, 85.0, 58.333333333333336)","(15.0, 40.0, 29.75)","(21.0, 150.0, 92.0)","(13.0, 34.0, 23.954545454545453)"
05-01-2023 14:57:18.382679,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 42.0)","(4.8, 8.4, 7.928571428571429)","(91.0, 590.0, 528.125)","(21.0, 85.0, 58.333333333333336)","(15.0, 40.0, 32.0)","(21.0, 150.0, 92.0)","(13.0, 34.0, 24.391304347826086)"
05-01-2023 14:57:19.497743,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 42.0)","(4.8, 8.4, 7.928571428571429)","(91.0, 590.0, 528.125)","(21.0, 85.0, 58.333333333333336)","(15.0, 40.0, 32.0)","(21.0, 150.0, 41.0)","(13.0, 34.0, 24.391304347826086)"
05-01-2023 14:57:20.541217,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 45.151515151515156)","(4.8, 8.4, 7.928571428571429)","(91.0, 590.0, 528.125)","(21.0, 110.0, 102.27272727272728)","(15.0, 40.0, 30.5)","(21.0, 160.0, 41.0)","(13.0, 34.0, 24.391304347826086)"
05-01-2023 14:57:21.579730,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 45.151515151515156)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.15384615384615)","(15.0, 40.0, 34.57142857142857)","(21.0, 160.0, 41.0)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:22.720039,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 85.0, 71.15384615384615)","(15.0, 40.0, 35.14285714285714)","(21.0, 160.0, 41.0)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:23.833911,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 85.0, 60.294117647058826)","(15.0, 40.0, 35.14285714285714)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:25.088002,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 85.0, 60.294117647058826)","(15.0, 40.0, 35.14285714285714)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:26.280438,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 85.0, 49.6)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:27.428939,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 85.0, 41.666666666666664)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:28.443794,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 82.66666666666666)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:29.441180,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 82.66666666666666)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:30.505771,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 89.5)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:31.627616,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 99.875)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:32.677179,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 99.875)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:33.804122,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:34.929448,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:36.046068,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.91428571428571)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 40.0, 36.0)","(21.0, 160.0, 40.631578947368425)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:37.179252,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 43.67741935483871)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 40.0, 36.0)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:38.269616,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 40.0, 36.0)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:39.359047,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 40.0, 36.0)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:40.358628,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 40.0, 36.0)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:41.452360,"(1.28, 1.5, 1.3294736842105264)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 40.0, 36.0)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:42.561084,"(1.28, 1.43, 1.3236666666666668)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 40.0, 54.85714285714286)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 18.76923076923077)"
05-01-2023 14:57:43.663146,"(1.28, 1.43, 1.3233333333333335)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 60.0, 54.85714285714286)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 20.8)"
05-01-2023 14:57:44.729899,"(1.28, 1.42, 1.3271428571428572)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 60.0, 54.85714285714286)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 23.666666666666668)"
05-01-2023 14:57:45.835906,"(1.28, 1.41, 1.3224324324324326)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 60.0, 39.5)","(21.0, 160.0, 42.526315789473685)","(13.0, 34.0, 24.0)"
05-01-2023 14:57:46.870846,"(1.28, 1.41, 1.3224324324324326)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 55.0, 39.5)","(21.0, 160.0, 46.333333333333336)","(13.0, 34.0, 25.3)"
05-01-2023 14:57:47.927234,"(1.28, 1.41, 1.3224324324324326)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 50.0, 41.33333333333333)","(21.0, 160.0, 46.333333333333336)","(13.0, 34.0, 25.3)"
05-01-2023 14:57:49.037589,"(1.28, 1.41, 1.3224324324324326)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 48.0, 44.57142857142857)","(21.0, 160.0, 46.333333333333336)","(13.0, 34.0, 22.4)"
05-01-2023 14:57:50.171705,"(1.28, 1.41, 1.3224324324324326)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 48.0, 37.09090909090909)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 24.842105263157894)"
05-01-2023 14:57:51.299297,"(1.28, 1.41, 1.3224324324324326)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 48.0, 37.09090909090909)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 26.57142857142857)"
05-01-2023 14:57:52.421963,"(1.28, 1.41, 1.3224324324324326)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 48.0, 37.09090909090909)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 26.57142857142857)"
05-01-2023 14:57:53.525542,"(1.28, 1.41, 1.3224324324324326)","(16.0, 120.0, 50.41176470588235)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 46.0, 34.15384615384615)","(21.0, 160.0, 49.09090909090909)","(13.0, 34.0, 22.923076923076923)"
05-01-2023 14:57:54.607498,"(1.28, 1.39, 1.3220588235294117)","(16.0, 120.0, 41.103448275862064)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 46.0, 34.15384615384615)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.923076923076923)"
05-01-2023 14:57:55.609924,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 46.0, 34.15384615384615)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:57:56.669539,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 46.0, 34.15384615384615)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:57:57.751059,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 615.625)","(21.0, 110.0, 71.0)","(15.0, 46.0, 34.15384615384615)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:57:59.043046,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 46.0, 34.15384615384615)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:58:00.179007,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 46.0, 33.81818181818182)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 23.09090909090909)"
05-01-2023 14:58:01.326489,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 42.0, 37.333333333333336)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:58:02.497812,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 44.0, 37.333333333333336)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:58:03.588585,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 44.0, 37.333333333333336)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:58:04.621780,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 44.0, 37.333333333333336)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:58:05.698383,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:58:06.716160,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 48.166666666666664)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:58:07.816326,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 528.125)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 50.0)","(13.0, 34.0, 22.857142857142858)"
05-01-2023 14:58:08.937542,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.18518518518518)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 50.0)","(13.0, 34.0, 25.789473684210527)"
05-01-2023 14:58:10.087009,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.07142857142857)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 50.0)","(13.0, 34.0, 26.5)"
05-01-2023 14:58:11.166354,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.07142857142857)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 50.0)","(13.0, 34.0, 26.5)"
05-01-2023 14:58:12.219615,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.07142857142857)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 50.0)","(13.0, 34.0, 26.5)"
05-01-2023 14:58:13.252706,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.07142857142857)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 50.0)","(13.0, 34.0, 26.5)"
05-01-2023 14:58:14.336031,"(1.28, 1.38, 1.35)","(16.0, 120.0, 37.07142857142857)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 635.909090909091)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 53.333333333333336)","(13.0, 34.0, 25.789473684210527)"
05-01-2023 14:58:15.460509,"(1.28, 1.38, 1.35)","(16.0, 120.0, 39.36)","(4.8, 8.4, 7.623529411764706)","(91.0, 690.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 53.333333333333336)","(13.0, 34.0, 32.285714285714285)"
05-01-2023 14:58:16.571655,"(1.28, 1.38, 1.35)","(16.0, 120.0, 39.23076923076923)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 53.333333333333336)","(13.0, 34.0, 32.285714285714285)"
05-01-2023 14:58:17.707009,"(1.28, 1.38, 1.35)","(16.0, 120.0, 39.23076923076923)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 53.333333333333336)","(13.0, 34.0, 32.285714285714285)"
05-01-2023 14:58:18.841880,"(1.28, 1.38, 1.35)","(16.0, 120.0, 39.23076923076923)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 71.0)","(15.0, 44.0, 33.23076923076923)","(21.0, 160.0, 53.333333333333336)","(13.0, 34.0, 26.142857142857142)"
05-01-2023 14:58:19.919552,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.23076923076923)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 91.0)","(15.0, 44.0, 34.0)","(21.0, 160.0, 53.333333333333336)","(13.0, 34.0, 29.0)"
05-01-2023 14:58:21.012128,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.23076923076923)","(4.8, 8.4, 7.623529411764706)","(91.0, 590.0, 545.0)","(21.0, 110.0, 91.0)","(15.0, 44.0, 40.8)","(21.0, 160.0, 100.0)","(13.0, 34.0, 23.166666666666668)"
05-01-2023 14:58:22.076069,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.81818181818182)","(4.8, 8.4, 7.800000000000001)","(91.0, 590.0, 519.2857142857142)","(21.0, 110.0, 73.0)","(15.0, 48.0, 40.5)","(21.0, 160.0, 100.0)","(13.0, 34.0, 26.142857142857142)"
05-01-2023 14:58:23.154724,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.81818181818182)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 519.2857142857142)","(21.0, 110.0, 73.0)","(15.0, 46.0, 40.5)","(21.0, 160.0, 100.0)","(13.0, 34.0, 26.142857142857142)"
05-01-2023 14:58:24.183996,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.81818181818182)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 519.2857142857142)","(21.0, 110.0, 45.333333333333336)","(15.0, 46.0, 40.5)","(21.0, 160.0, 100.0)","(13.0, 34.0, 26.142857142857142)"
05-01-2023 14:58:25.211676,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.81818181818182)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 519.2857142857142)","(21.0, 120.0, 73.0)","(15.0, 46.0, 40.5)","(21.0, 160.0, 100.0)","(13.0, 34.0, 26.142857142857142)"
05-01-2023 14:58:26.267626,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.81818181818182)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 519.2857142857142)","(21.0, 110.0, 73.0)","(15.0, 46.0, 34.0)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:27.409868,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.81818181818182)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 519.2857142857142)","(21.0, 110.0, 73.0)","(15.0, 44.0, 40.25)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:28.496333,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 39.81818181818182)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 519.2857142857142)","(21.0, 110.0, 73.0)","(15.0, 50.0, 37.68421052631579)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:29.627862,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 51.0)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 519.2857142857142)","(21.0, 110.0, 73.0)","(15.0, 50.0, 45.81818181818181)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:30.757995,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 51.0)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 519.2857142857142)","(21.0, 110.0, 73.0)","(15.0, 48.0, 45.81818181818181)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:31.866134,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 51.0)","(4.8, 8.4, 7.373333333333333)","(91.0, 590.0, 605.0)","(21.0, 110.0, 73.0)","(15.0, 48.0, 41.14285714285714)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:32.929290,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 51.0)","(4.8, 8.4, 7.373333333333333)","(91.0, 690.0, 605.0)","(21.0, 110.0, 73.0)","(15.0, 48.0, 41.14285714285714)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:34.008119,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 51.0)","(4.8, 8.4, 7.373333333333333)","(91.0, 690.0, 605.0)","(21.0, 110.0, 73.0)","(15.0, 48.0, 41.14285714285714)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:35.045263,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 51.0)","(4.8, 8.4, 7.373333333333333)","(91.0, 690.0, 605.0)","(21.0, 110.0, 73.0)","(15.0, 48.0, 41.14285714285714)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:36.140261,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 51.0)","(4.8, 8.4, 7.323076923076924)","(91.0, 690.0, 605.0)","(21.0, 110.0, 73.0)","(15.0, 48.0, 37.33333333333333)","(21.0, 160.0, 100.0)","(13.0, 34.0, 30.333333333333332)"
05-01-2023 14:58:37.294568,"(1.28, 1.37, 1.3216129032258066)","(16.0, 120.0, 51.0)","(4.8, 8.4, 7.35)","(91.0, 690.0, 519.2857142857142)","(21.0, 110.0, 73.0)","(15.0, 48.0, 41.14285714285714)","(21.0, 160.0, 100.0)","(13.0, 34.0, 25.75)"
