,Willows Pride,Amendola,Shes Got Moves,Locked On Scotch,Replication,Teddy Box,Princess Penny,Special Thunder
07-01-2023 19:31:19.648574,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:20.981238,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:22.383766,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:23.533830,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:24.774846,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:25.981848,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:27.109539,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:28.203780,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:29.343769,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:30.554685,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:31.843667,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:33.033745,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:34.386009,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:35.658739,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:36.867440,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:38.139264,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:39.381319,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 68.46153846153845)","(8.5, 18.5, 15.133333333333333)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 43.2)"
07-01-2023 19:31:40.545426,"(21.0, 80.0, 36.0)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 15.266666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 80.0)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:41.709080,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 80.0)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:42.934330,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 80.0)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:44.145228,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:45.249539,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:46.475507,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:47.760996,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:49.093594,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:50.296553,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:51.347346,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:52.452486,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:53.661264,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:54.883331,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:56.082605,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:57.197326,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:58.369139,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:31:59.505087,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:00.629019,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:01.663228,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:02.760842,"(21.0, 80.0, 49.5)","(4.2, 7.0, 6.695652173913043)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:03.934025,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:05.176851,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:06.373825,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:07.472223,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:08.508093,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:09.628307,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:10.779334,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:11.927946,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:13.129685,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:14.311330,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:15.490021,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 60.30769230769231)"
07-01-2023 19:32:16.718854,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 71.5)"
07-01-2023 19:32:17.806799,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 71.5)"
07-01-2023 19:32:18.846616,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 71.5)"
07-01-2023 19:32:19.889964,"(21.0, 80.0, 49.5)","(4.2, 7.2, 6.873913043478261)","(9.0, 18.5, 12.033333333333333)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 11.766666666666667)","(4.6, 7.8, 5.413636363636363)","(21.0, 120.0, 71.5)"
