,Willows Pride,Amendola,Shes Got Moves,Locked On Scotch,Replication,Teddy Box,Princess Penny,Special Thunder
07-01-2023 19:41:07.883264,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 6.5777777777777775)","(9.0, 16.5, 12.178571428571429)","(1.95, 2.86, 2.6959999999999997)","(31.0, 75.0, 55.0)","(8.5, 16.0, 15.833333333333332)","(4.6, 5.9, 5.728571428571429)","(21.0, 60.0, 43.73913043478261)"
07-01-2023 19:41:09.328098,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 6.739393939393939)","(9.0, 16.5, 12.178571428571429)","(1.95, 2.86, 2.6959999999999997)","(31.0, 70.0, 43.888888888888886)","(8.5, 16.0, 15.833333333333332)","(4.6, 5.9, 5.728571428571429)","(21.0, 60.0, 43.73913043478261)"
07-01-2023 19:41:10.716113,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.85)","(9.0, 16.5, 12.178571428571429)","(1.95, 2.86, 2.6959999999999997)","(31.0, 75.0, 43.888888888888886)","(8.5, 16.0, 15.833333333333332)","(4.6, 5.9, 5.728571428571429)","(21.0, 60.0, 43.73913043478261)"
07-01-2023 19:41:12.091387,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.54)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7556363636363637)","(31.0, 75.0, 43.888888888888886)","(8.5, 16.0, 15.833333333333332)","(4.6, 5.9, 5.642857142857142)","(21.0, 60.0, 43.73913043478261)"
07-01-2023 19:41:13.442386,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.626086956521739)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7556363636363637)","(31.0, 75.0, 43.888888888888886)","(8.5, 16.0, 15.833333333333332)","(4.6, 5.8, 5.642857142857142)","(21.0, 60.0, 43.73913043478261)"
07-01-2023 19:41:14.852249,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 6.186363636363636)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 43.888888888888886)","(8.5, 16.0, 15.833333333333332)","(4.6, 5.8, 5.01304347826087)","(21.0, 60.0, 43.73913043478261)"
07-01-2023 19:41:16.180915,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.20625)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 43.888888888888886)","(8.5, 16.0, 15.833333333333332)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 29.75)"
07-01-2023 19:41:17.503545,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.20625)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 43.888888888888886)","(8.5, 16.0, 15.833333333333332)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 29.75)"
07-01-2023 19:41:18.835595,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.20625)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 43.888888888888886)","(8.5, 16.0, 14.75)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 41.85)"
07-01-2023 19:41:20.233383,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.20625)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 43.888888888888886)","(8.5, 17.0, 14.0)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 41.85)"
07-01-2023 19:41:21.614127,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.20625)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 43.888888888888886)","(8.5, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 41.85)"
07-01-2023 19:41:23.097426,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.20625)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 43.888888888888886)","(8.5, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 41.85)"
07-01-2023 19:41:24.880765,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.20625)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 43.888888888888886)","(8.5, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 46.03846153846153)"
07-01-2023 19:41:26.644424,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.20625)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 53.85714285714286)","(8.5, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 46.03846153846153)"
07-01-2023 19:41:30.791234,"(21.0, 44.0, 35.15789473684211)","(4.2, 6.8, 5.199999999999999)","(9.0, 16.5, 12.706896551724139)","(1.95, 2.86, 2.7897142857142856)","(31.0, 75.0, 52.8)","(8.5, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(21.0, 60.0, 46.03846153846153)"
07-01-2023 19:41:33.404980,"(21.0, 44.0, 34.0)","(4.4, 6.6, 5.225)","(9.0, 16.5, 12.964285714285715)","(1.95, 2.86, 2.46)","(31.0, 65.0, 58.25)","(9.0, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(26.0, 60.0, 45.20689655172414)"
07-01-2023 19:41:35.041285,"(21.0, 44.0, 34.0)","(4.4, 6.6, 5.75)","(9.0, 16.5, 12.964285714285715)","(1.95, 2.86, 2.46)","(31.0, 65.0, 52.57142857142857)","(9.0, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(26.0, 60.0, 48.64705882352941)"
07-01-2023 19:41:36.575568,"(21.0, 44.0, 34.0)","(4.4, 6.4, 5.75)","(9.0, 16.5, 12.964285714285715)","(1.95, 2.86, 2.46)","(31.0, 55.0, 48.2)","(9.0, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 48.64705882352941)"
07-01-2023 19:41:38.013633,"(21.0, 44.0, 34.0)","(4.4, 6.4, 5.75)","(9.0, 16.5, 12.964285714285715)","(1.95, 2.86, 2.46)","(31.0, 55.0, 48.2)","(9.0, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 48.64705882352941)"
07-01-2023 19:41:39.328904,"(21.0, 44.0, 34.0)","(4.4, 6.4, 5.75)","(9.0, 16.5, 12.964285714285715)","(1.95, 2.86, 2.46)","(31.0, 55.0, 48.2)","(9.0, 15.5, 14.0)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 48.64705882352941)"
07-01-2023 19:41:40.749390,"(21.0, 44.0, 34.0)","(4.4, 6.4, 5.75)","(9.0, 16.5, 12.964285714285715)","(1.95, 2.86, 2.292258064516129)","(31.0, 50.0, 41.6)","(9.0, 15.5, 14.75)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 43.72727272727273)"
07-01-2023 19:41:42.116632,"(21.0, 44.0, 33.14285714285714)","(4.4, 6.4, 5.75)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.44, 2.7439999999999998)","(31.0, 50.0, 41.6)","(9.0, 17.0, 15.0)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 43.72727272727273)"
07-01-2023 19:41:43.544591,"(21.0, 44.0, 33.86666666666667)","(4.4, 6.4, 5.75)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.82, 2.7439999999999998)","(31.0, 50.0, 41.6)","(9.0, 17.5, 16.857142857142858)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 43.72727272727273)"
07-01-2023 19:41:44.980515,"(21.0, 44.0, 33.86666666666667)","(4.4, 6.4, 6.335)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.82, 2.7630769230769228)","(31.0, 50.0, 41.6)","(9.0, 17.5, 17.21875)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 43.72727272727273)"
07-01-2023 19:41:46.460446,"(21.0, 44.0, 32.92307692307692)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.82, 2.1914285714285713)","(31.0, 50.0, 41.6)","(9.0, 17.5, 17.235294117647058)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 43.72727272727273)"
07-01-2023 19:41:47.890696,"(21.0, 44.0, 32.92307692307692)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.56, 2.2416216216216216)","(31.0, 50.0, 41.6)","(9.0, 17.5, 17.235294117647058)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 31.142857142857142)"
07-01-2023 19:41:49.313507,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.54, 2.4885714285714284)","(31.0, 50.0, 41.6)","(9.0, 17.5, 16.5)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 31.142857142857142)"
07-01-2023 19:41:50.728383,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.4885714285714284)","(31.0, 50.0, 41.6)","(9.0, 17.5, 19.166666666666664)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 41.75)"
07-01-2023 19:41:52.100275,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.4885714285714284)","(31.0, 50.0, 41.6)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 41.75)"
07-01-2023 19:41:53.474644,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 41.6)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 41.75)"
07-01-2023 19:41:54.860396,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 41.6)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 41.75)"
07-01-2023 19:41:56.198720,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 41.75)"
07-01-2023 19:41:57.591439,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 41.75)"
07-01-2023 19:41:58.992505,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 41.75)"
07-01-2023 19:42:00.397752,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 42.58823529411765)"
07-01-2023 19:42:01.755481,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 42.58823529411765)"
07-01-2023 19:42:03.110504,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 42.58823529411765)"
07-01-2023 19:42:04.474913,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 42.58823529411765)"
07-01-2023 19:42:05.941091,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 42.58823529411765)"
07-01-2023 19:42:07.333913,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 43.36842105263158)"
07-01-2023 19:42:08.694292,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 32.857142857142854)"
07-01-2023 19:42:09.962218,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 19.166666666666664)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 32.857142857142854)"
07-01-2023 19:42:11.361733,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 18.86842105263158)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:12.637501,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 18.86842105263158)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:13.958693,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 18.136363636363637)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:15.349879,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.5, 18.694444444444443)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:16.618043,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 18.694444444444443)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:17.843611,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 13.56)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:18.986131,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 13.56)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:20.170650,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:21.439576,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:22.796030,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:24.128279,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:25.506610,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 5.027272727272727)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:27.034655,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:28.553357,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.889473684210526)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:29.956082,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 5.01304347826087)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:31.342370,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.88)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:32.600202,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.88)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:33.873802,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.88)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:35.222093,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 5.01304347826087)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:36.579325,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 5.01304347826087)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:37.967336,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.88)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:39.318201,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 5.800000000000001)","(9.0, 16.5, 12.391304347826088)","(1.95, 2.52, 2.465)","(31.0, 50.0, 47.0)","(9.0, 19.0, 17.952380952380953)","(4.6, 5.9, 4.88)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:40.682466,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 6.307692307692308)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.5, 2.4752941176470586)","(31.0, 50.0, 47.0)","(9.0, 19.0, 18.0)","(4.6, 5.7, 5.45)","(26.0, 50.0, 35.88235294117647)"
07-01-2023 19:42:41.994722,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 6.307692307692308)","(9.0, 15.5, 15.0)","(1.95, 2.5, 2.2272727272727275)","(31.0, 50.0, 47.0)","(9.0, 19.0, 15.0)","(4.6, 5.7, 5.45)","(26.0, 50.0, 38.333333333333336)"
07-01-2023 19:42:43.266151,"(21.0, 44.0, 34.93333333333334)","(4.4, 6.4, 6.307692307692308)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.44, 2.3)","(31.0, 50.0, 47.0)","(9.0, 19.0, 15.0)","(4.6, 5.7, 5.45)","(26.0, 50.0, 43.714285714285715)"
07-01-2023 19:42:44.536014,"(21.0, 44.0, 35.5)","(4.4, 6.4, 6.365714285714286)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.25)","(31.0, 50.0, 47.6)","(9.0, 19.0, 15.0)","(4.6, 5.7, 5.45)","(26.0, 46.0, 43.714285714285715)"
07-01-2023 19:42:45.883028,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.25)","(31.0, 50.0, 47.6)","(9.0, 19.0, 15.0)","(4.6, 5.7, 5.45)","(26.0, 46.0, 38.72727272727273)"
07-01-2023 19:42:47.216717,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.2941176470588234)","(31.0, 50.0, 47.6)","(9.0, 19.0, 15.0)","(4.6, 5.7, 5.45)","(26.0, 46.0, 42.0)"
07-01-2023 19:42:48.552586,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.2941176470588234)","(31.0, 50.0, 47.6)","(9.0, 19.0, 15.0)","(4.6, 5.7, 5.45)","(26.0, 44.0, 37.63636363636364)"
07-01-2023 19:42:49.864334,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.2941176470588234)","(31.0, 50.0, 47.6)","(9.0, 19.0, 15.0)","(4.6, 5.7, 5.45)","(26.0, 44.0, 40.285714285714285)"
07-01-2023 19:42:51.162834,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.2533333333333334)","(31.0, 50.0, 47.6)","(9.0, 19.0, 17.666666666666668)","(4.6, 5.7, 5.45)","(26.0, 42.0, 40.285714285714285)"
07-01-2023 19:42:52.453163,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.253913043478261)","(31.0, 50.0, 47.6)","(9.0, 19.0, 17.666666666666668)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:42:53.716603,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.253913043478261)","(31.0, 50.0, 47.6)","(9.0, 19.0, 17.666666666666668)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:42:55.041543,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.253913043478261)","(31.0, 50.0, 47.6)","(9.0, 19.0, 17.666666666666668)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:42:56.431877,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.4, 2.345333333333333)","(31.0, 50.0, 47.6)","(9.0, 19.0, 18.130434782608695)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:42:57.800472,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.36, 2.2866666666666666)","(31.0, 50.0, 47.6)","(9.0, 19.0, 18.130434782608695)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:42:59.164993,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.36, 2.2866666666666666)","(31.0, 50.0, 47.6)","(9.0, 19.0, 18.130434782608695)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:43:00.533044,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.36, 2.2866666666666666)","(31.0, 50.0, 47.6)","(9.0, 19.0, 18.130434782608695)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:43:01.890508,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.36, 2.266)","(31.0, 50.0, 47.6)","(9.0, 19.0, 18.130434782608695)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:43:03.323596,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.32, 2.26)","(31.0, 50.0, 47.6)","(9.0, 19.0, 17.88888888888889)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
07-01-2023 19:43:04.739434,"(21.0, 44.0, 35.5)","(4.4, 6.4, 5.85)","(9.0, 15.5, 14.333333333333334)","(1.95, 2.32, 2.26)","(31.0, 50.0, 47.6)","(9.0, 19.0, 17.88888888888889)","(4.6, 5.7, 5.45)","(26.0, 42.0, 37.2)"
