,Pocket Rox,Komachi,Dance Of Thunder,Hot Seat,Numpty,Bronski,Nerrivik,Rogers Day,Strawberry Moon,Fiji,More Than Discreet,Sheeza Tilly,Masina
06-01-2023 15:17:37.874590,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.838095238095238)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.4)","(41.0, 200.0, 165.71428571428572)","(26.0, 50.0, 43.0)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:39.285029,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.838095238095238)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.4)","(41.0, 200.0, 158.57142857142856)","(26.0, 50.0, 43.0)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:40.705926,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.732142857142858)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.3)","(41.0, 190.0, 148.75)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:42.158681,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.642857142857142)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.3)","(41.0, 190.0, 148.75)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:43.595794,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.642857142857142)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.3)","(41.0, 190.0, 148.75)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:45.119912,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.642857142857142)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.3)","(41.0, 190.0, 148.75)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:46.503227,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.642857142857142)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.3)","(41.0, 190.0, 92.5)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:47.985147,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.642857142857142)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.260869565217391)","(41.0, 190.0, 162.85714285714286)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.449999999999999)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:49.778820,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.642857142857142)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.260869565217391)","(41.0, 180.0, 162.85714285714286)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.476470588235294)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:51.364443,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.638709677419355)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.260869565217391)","(41.0, 180.0, 162.85714285714286)","(26.0, 50.0, 43.0)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.449999999999999)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:52.995905,"(15.0, 26.0, 22.666666666666668)","(4.0, 5.0, 4.675)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.260869565217391)","(41.0, 180.0, 162.85714285714286)","(26.0, 50.0, 43.0)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.449999999999999)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:54.741301,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.9, 4.675)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.260869565217391)","(41.0, 180.0, 162.85714285714286)","(26.0, 50.0, 43.0)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.449999999999999)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:56.636478,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.9, 4.65625)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.363636363636363)","(41.0, 180.0, 162.85714285714286)","(26.0, 50.0, 43.0)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.4)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 32.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:58.327252,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.9, 4.65625)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.363636363636363)","(41.0, 180.0, 162.85714285714286)","(26.0, 50.0, 43.0)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.425)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 32.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:59.864818,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.9, 4.65625)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.363636363636363)","(41.0, 180.0, 162.85714285714286)","(26.0, 50.0, 43.0)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.425)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 32.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:01.431809,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.9, 4.65625)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 180.0, 162.85714285714286)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.425)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 32.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:03.167843,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.9, 4.647368421052631)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 180.0, 172.85714285714286)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.534375)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 32.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:04.870627,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.9, 4.647368421052631)","(5.0, 7.4, 7.017021276595744)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 180.0, 113.33333333333333)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.5)","(3.6, 4.6, 4.534375)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:06.577125,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.9, 4.723076923076923)","(5.0, 7.4, 7.015686274509804)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 99.16666666666667)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.8)","(3.6, 4.6, 4.534375)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:08.303650,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.8, 4.6461538461538465)","(5.0, 7.4, 7.172093023255814)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 99.16666666666667)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.8)","(3.6, 4.6, 4.534375)","(10.0, 15.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 40.0, 34.666666666666664)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:10.026115,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.8, 4.675)","(5.0, 7.4, 7.332203389830509)","(71.0, 180.0, 130.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 110.0)","(26.0, 50.0, 41.25)","(11.0, 16.0, 14.8)","(3.6, 4.6, 4.566666666666666)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 40.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:11.635848,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.8, 4.675)","(5.0, 7.4, 7.362500000000001)","(71.0, 180.0, 130.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 110.0)","(26.0, 50.0, 44.75)","(11.0, 16.0, 14.8)","(3.6, 4.6, 4.573076923076924)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:13.232809,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.8, 4.675)","(5.0, 7.4, 7.362500000000001)","(71.0, 180.0, 130.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 110.0)","(26.0, 50.0, 44.75)","(11.0, 16.0, 14.8)","(3.6, 4.7, 4.573076923076924)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:14.882552,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.8, 4.62)","(5.0, 7.4, 7.362500000000001)","(71.0, 180.0, 130.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 110.0)","(26.0, 50.0, 44.75)","(11.0, 16.0, 14.8)","(3.6, 4.7, 4.573076923076924)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:16.596289,"(15.0, 26.0, 22.666666666666668)","(4.0, 4.8, 4.62)","(5.0, 7.4, 7.362500000000001)","(71.0, 180.0, 130.0)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 110.0)","(26.0, 50.0, 44.75)","(11.0, 16.0, 14.8)","(3.6, 4.7, 4.573076923076924)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:18.279917,"(15.0, 26.0, 23.0)","(4.0, 4.8, 4.62)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 119.28571428571428)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 110.0)","(26.0, 50.0, 60.166666666666664)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.7, 4.573076923076924)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:19.869925,"(15.0, 32.0, 28.666666666666664)","(4.0, 4.8, 4.588235294117647)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.4186046511627906)","(41.0, 170.0, 110.0)","(26.0, 65.0, 60.166666666666664)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.7, 4.542857142857143)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:21.495773,"(15.0, 30.0, 28.666666666666664)","(4.0, 4.8, 4.588235294117647)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 65.0, 46.0)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.7, 4.542857142857143)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:23.139955,"(15.0, 30.0, 28.666666666666664)","(4.0, 4.8, 4.588235294117647)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 50.0, 46.0)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.7, 4.49375)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:24.893134,"(15.0, 30.0, 28.666666666666664)","(4.0, 4.8, 4.588235294117647)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 50.0, 46.0)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.7, 4.49375)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:26.490174,"(15.0, 30.0, 28.666666666666664)","(4.0, 4.8, 4.588235294117647)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 50.0, 46.0)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.7, 4.425000000000001)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:28.193904,"(15.0, 30.0, 27.333333333333332)","(4.0, 4.8, 4.541176470588235)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 50.0, 46.0)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.7, 4.457142857142857)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:29.828038,"(15.0, 30.0, 27.666666666666668)","(4.0, 4.7, 4.492307692307692)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 50.0, 46.0)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.6, 4.4363636363636365)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:31.459914,"(15.0, 30.0, 27.666666666666668)","(4.0, 4.7, 4.492307692307692)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 50.0, 72.66666666666666)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.6, 4.4363636363636365)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:33.040363,"(15.0, 30.0, 27.666666666666668)","(4.0, 4.7, 4.340677966101695)","(5.0, 7.4, 7.393220338983051)","(71.0, 180.0, 141.36363636363637)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 80.0, 72.66666666666666)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.6, 4.4363636363636365)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.333333333333336)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:34.705951,"(15.0, 30.0, 27.666666666666668)","(4.0, 4.6, 4.433333333333334)","(5.0, 7.4, 7.7555555555555555)","(71.0, 180.0, 132.77777777777777)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 80.0, 72.66666666666666)","(11.0, 16.0, 14.857142857142858)","(3.6, 4.6, 4.429032258064516)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:36.382180,"(15.0, 30.0, 24.636363636363637)","(4.0, 4.5, 4.4)","(5.0, 7.8, 7.640000000000001)","(71.0, 180.0, 139.0909090909091)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 80.0, 72.66666666666666)","(11.0, 16.0, 14.8)","(3.6, 4.5, 4.415384615384616)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:38.119375,"(15.0, 32.0, 24.636363636363637)","(4.0, 4.5, 4.4)","(5.0, 8.0, 7.640000000000001)","(71.0, 180.0, 139.0909090909091)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 80.0, 72.66666666666666)","(11.0, 16.0, 14.8)","(3.6, 4.5, 4.404347826086957)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:39.779113,"(15.0, 32.0, 24.636363636363637)","(4.0, 4.5, 4.4)","(5.0, 8.0, 7.640000000000001)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 80.0, 72.66666666666666)","(11.0, 16.0, 14.8)","(3.6, 4.5, 4.404347826086957)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:41.480013,"(15.0, 32.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.0, 7.640000000000001)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 110.0)","(26.0, 80.0, 72.66666666666666)","(11.0, 16.0, 14.846153846153847)","(3.6, 4.5, 4.404347826086957)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:43.154234,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.0, 7.640000000000001)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.389189189189189)","(41.0, 170.0, 125.0)","(26.0, 80.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.392307692307692)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:44.789738,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.0, 7.733333333333333)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.389189189189189)","(41.0, 160.0, 107.5)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.392307692307692)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:46.439455,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.0, 7.733333333333333)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.389189189189189)","(41.0, 160.0, 107.5)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.392307692307692)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:48.109469,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.0, 7.76)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 107.5)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.348275862068966)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:49.768327,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 7.973333333333334)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.453658536585365)","(41.0, 160.0, 107.5)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.338888888888889)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 33.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:51.400547,"(15.0, 30.0, 24.75)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 7.973333333333334)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.453658536585365)","(41.0, 160.0, 125.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.338888888888889)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 42.0, 33.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:53.047447,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 7.973333333333334)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 125.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.338888888888889)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 42.0, 33.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:54.744201,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 7.973333333333334)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 125.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.338888888888889)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 42.0, 33.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:56.486936,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 8.0)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 125.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.338888888888889)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 42.0, 32.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:18:58.263711,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 8.0)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 125.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.338888888888889)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:19:00.369186,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 8.0)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 125.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.338888888888889)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:19:03.672411,"(15.0, 30.0, 24.75)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 8.0)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 125.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.5, 4.312903225806451)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 31.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:19:05.891735,"(15.0, 30.0, 26.5)","(4.0, 4.5, 4.342105263157895)","(5.0, 8.4, 8.0)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 125.0)","(26.0, 75.0, 63.857142857142854)","(11.0, 16.0, 14.909090909090908)","(3.6, 4.4, 4.235483870967742)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 32.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:19:07.836426,"(16.0, 30.0, 23.615384615384617)","(4.0, 4.5, 4.347058823529411)","(5.0, 8.4, 7.699999999999999)","(71.0, 180.0, 153.33333333333331)","(6.5, 7.6, 7.423529411764705)","(41.0, 160.0, 136.0)","(26.0, 75.0, 49.57142857142857)","(11.0, 16.0, 15.2)","(3.6, 4.4, 4.1875)","(10.0, 14.0, 13.615384615384615)","(31.0, 60.0, 52.0)","(18.0, 38.0, 32.0)","(101.0, 230.0, 195.0)"
