,Fentons Rise,Not Afraid,Perfect Stranger,Bells Galore,Pumper
11-01-2023 13:15:27.488551,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:28.357688,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:29.305376,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:30.078625,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:30.900502,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:31.745764,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:32.653219,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:33.551423,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:34.375836,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:35.161209,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:36.009396,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:36.918588,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:37.732997,"(1.8, 2.2, 2.112)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 27.0)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:38.557136,"(1.8, 2.2, 2.0742857142857143)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 18.307692307692307)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:39.437413,"(1.8, 2.2, 2.145)","(18.0, 32.0, 20.444444444444443)","(18.0, 34.0, 22.0)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:40.237238,"(1.8, 2.2, 2.145)","(18.0, 30.0, 20.571428571428573)","(18.0, 34.0, 22.0)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:41.099424,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 28.0)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:42.037139,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:42.873167,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:43.650087,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:44.540888,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:45.394767,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:46.202239,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:47.073701,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:47.935431,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:48.785856,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:49.636778,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:50.545583,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:51.356320,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:52.154938,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:53.012738,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:53.894534,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:54.761016,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:55.583310,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:56.443368,"(1.8, 2.2, 2.145)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:57.268037,"(1.8, 2.2, 2.0742857142857143)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:58.142227,"(1.8, 2.2, 2.112)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:58.990768,"(1.8, 2.2, 2.112)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:59.793911,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:00.715478,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:01.576447,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:02.366824,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:03.179772,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:04.093457,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:05.003173,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:05.831246,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:06.678619,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:07.539567,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:08.332445,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:09.221453,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:10.101807,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:10.911452,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:11.762226,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:12.696616,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:13.598831,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:14.399019,"(1.8, 2.18, 2.08)","(18.0, 29.0, 20.666666666666668)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:15.265291,"(1.8, 2.18, 2.08)","(18.0, 29.0, 24.454545454545453)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:16.211285,"(1.8, 2.18, 2.08)","(18.0, 29.0, 24.454545454545453)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:17.040589,"(1.8, 2.18, 2.08)","(18.0, 28.0, 27.1)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:17.950588,"(1.8, 2.18, 2.08)","(18.0, 28.0, 26.714285714285715)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:18.857720,"(1.8, 2.18, 2.08)","(18.0, 28.0, 26.714285714285715)","(18.0, 34.0, 30.22222222222222)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:19.672251,"(1.8, 2.2, 2.09)","(18.0, 28.0, 26.714285714285715)","(18.0, 34.0, 30.22222222222222)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:20.470367,"(1.8, 2.16, 2.0700000000000003)","(18.0, 28.0, 26.714285714285715)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:16:21.372914,"(1.8, 2.16, 2.0700000000000003)","(18.0, 28.0, 26.714285714285715)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.8, 7.514285714285714)"
11-01-2023 13:16:22.262918,"(1.8, 2.16, 2.0700000000000003)","(18.0, 28.0, 26.714285714285715)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.8, 7.666666666666666)"
11-01-2023 13:16:23.137773,"(1.8, 2.16, 2.0700000000000003)","(18.0, 28.0, 26.714285714285715)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 8.0, 7.346666666666667)"
11-01-2023 13:16:24.087149,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 29.5)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 8.0, 7.42962962962963)"
11-01-2023 13:16:24.988705,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 24.708333333333336)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 8.0, 7.42962962962963)"
11-01-2023 13:16:25.773675,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 21.5)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 8.0, 7.42962962962963)"
11-01-2023 13:16:26.644851,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 21.5)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 8.0, 7.42962962962963)"
11-01-2023 13:16:27.592607,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 23.0)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 8.0, 7.338461538461538)"
11-01-2023 13:16:28.463555,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 23.0)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:29.324689,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 23.0)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:30.248075,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 23.0)","(18.0, 34.0, 30.357142857142854)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:31.122407,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 26.857142857142858)","(18.0, 34.0, 23.0)","(2.7, 3.9, 3.4625)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:31.988347,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 29.42857142857143)","(18.0, 34.0, 23.0)","(2.7, 3.9, 3.4625)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:32.902263,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 29.42857142857143)","(18.0, 34.0, 23.0)","(2.7, 3.9, 3.4625)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:33.763415,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 30.5)","(18.0, 34.0, 29.5)","(2.7, 3.9, 3.4625)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:34.568896,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 30.5)","(18.0, 34.0, 29.5)","(2.7, 3.9, 3.4625)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:35.409196,"(1.8, 2.16, 2.0700000000000003)","(18.0, 32.0, 30.5)","(18.0, 34.0, 29.5)","(2.7, 3.9, 3.4625)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:36.417047,"(1.8, 2.16, 2.0700000000000003)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.338461538461538)"
11-01-2023 13:16:37.346429,"(1.8, 2.16, 2.0700000000000003)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:38.237190,"(1.8, 2.16, 2.0700000000000003)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:39.103185,"(1.8, 2.16, 2.0700000000000003)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:39.950368,"(1.8, 2.16, 2.0700000000000003)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:40.800951,"(1.8, 2.2, 2.09)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:41.656840,"(1.8, 2.18, 2.06)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:42.603939,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.5818181818181816)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:43.557891,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:44.365065,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:45.192170,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:46.123655,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:46.998540,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:47.826942,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:48.680896,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:49.584884,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:50.451402,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:51.358821,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:52.295948,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:53.152233,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:54.027172,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.5)","(19.0, 34.0, 29.5)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:54.940001,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:55.824082,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:56.688518,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:57.561422,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:58.479323,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:16:59.368260,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:00.261205,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:01.164455,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:02.039624,"(1.8, 2.16, 2.0628571428571427)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.6222222222222222)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:02.883409,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.285714285714285)","(19.0, 34.0, 28.789473684210527)","(2.8, 3.9, 3.4454545454545453)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:03.768990,"(1.8, 2.14, 2.044)","(19.0, 32.0, 27.875)","(19.0, 34.0, 26.615384615384617)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:04.645034,"(1.8, 2.14, 2.044)","(19.0, 32.0, 29.25)","(19.0, 34.0, 26.615384615384617)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:05.520279,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 30.16)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:06.341931,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 29.636363636363637)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:07.246633,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 29.636363636363637)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:08.174286,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 29.636363636363637)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:08.989048,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 29.636363636363637)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:09.808641,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 29.636363636363637)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:10.750180,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 29.636363636363637)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:11.603180,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 29.636363636363637)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
11-01-2023 13:17:12.425749,"(1.8, 2.14, 2.044)","(19.0, 32.0, 30.166666666666668)","(19.0, 34.0, 29.636363636363637)","(2.8, 3.9, 3.4625)","(4.8, 7.8, 7.24)"
