,Soda Nemo,Ha Hanna,Inter Raven,Olive Bale,Cindys Pride,Run Topper,Hot Fudge,Prince Of Egypt
15-12-2022 14:03:55.649326,"(5.5, 11.0, 10.836363636363636)","(3.1, 4.2, 4.010526315789473)","(13.0, 27.0, 24.46666666666667)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.6500000000000004)","(51.0, 210.0, 202.25)","(13.0, 16.0, 14.1)","(5.5, 9.6, 9.142857142857142)"
15-12-2022 14:03:56.834427,"(5.5, 11.0, 10.836363636363636)","(3.1, 4.2, 3.9428571428571426)","(13.0, 27.0, 24.46666666666667)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.614102564102564)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.7)","(5.5, 9.6, 8.615384615384615)"
15-12-2022 14:03:57.880145,"(5.5, 11.0, 10.8875)","(3.1, 4.2, 3.9428571428571426)","(13.0, 27.0, 24.46666666666667)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.614102564102564)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.7)","(5.5, 9.6, 8.88888888888889)"
15-12-2022 14:03:58.940022,"(5.5, 11.0, 10.836363636363636)","(3.1, 4.2, 4.085714285714285)","(13.0, 27.0, 25.53846153846154)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 9.142857142857142)"
15-12-2022 14:04:00.126998,"(5.5, 11.0, 10.836363636363636)","(3.1, 4.2, 3.9428571428571426)","(13.0, 27.0, 25.86)","(7.5, 11.5, 10.944444444444445)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 8.88888888888889)"
15-12-2022 14:04:01.253957,"(5.5, 11.0, 10.82)","(3.1, 4.2, 4.010526315789473)","(13.0, 27.0, 25.86)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 9.142857142857142)"
15-12-2022 14:04:02.419119,"(5.5, 11.0, 10.82)","(3.1, 4.2, 4.085714285714285)","(13.0, 27.0, 25.86)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 9.221052631578948)"
15-12-2022 14:04:03.544491,"(5.5, 11.0, 10.82)","(3.1, 4.2, 4.022222222222222)","(13.0, 27.0, 25.86)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 9.221052631578948)"
15-12-2022 14:04:04.680266,"(5.5, 11.0, 10.82)","(3.1, 4.2, 4.022222222222222)","(13.0, 27.0, 25.86)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 9.142857142857142)"
15-12-2022 14:04:05.758337,"(5.5, 11.0, 10.82)","(3.1, 4.2, 4.010526315789473)","(13.0, 27.0, 25.24074074074074)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 9.142857142857142)"
15-12-2022 14:04:06.936693,"(5.5, 11.0, 10.7)","(3.1, 4.2, 3.9428571428571426)","(13.0, 27.0, 25.24074074074074)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 9.263157894736842)"
15-12-2022 14:04:08.095323,"(5.5, 11.0, 10.2)","(3.1, 4.2, 4.076923076923077)","(13.0, 26.0, 25.630434782608695)","(7.5, 11.5, 10.796875)","(3.1, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(13.0, 15.5, 13.3)","(5.5, 9.6, 8.88888888888889)"
15-12-2022 14:04:09.178717,"(6.0, 11.0, 10.2)","(3.1, 4.2, 4.076923076923077)","(13.0, 26.0, 25.630434782608695)","(7.5, 11.5, 10.796875)","(3.0, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(5.5, 9.6, 8.977777777777778)"
15-12-2022 14:04:10.335811,"(6.0, 11.5, 10.084615384615384)","(3.1, 4.2, 3.9142857142857146)","(13.0, 26.0, 25.630434782608695)","(7.5, 11.5, 10.796875)","(3.0, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(5.5, 9.6, 8.966666666666667)"
15-12-2022 14:04:11.429097,"(6.0, 11.5, 10.6375)","(3.1, 4.1, 3.8)","(13.0, 26.0, 25.630434782608695)","(7.5, 11.5, 10.796875)","(3.0, 3.85, 3.5794117647058825)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(5.5, 10.5, 9.576470588235294)"
15-12-2022 14:04:12.655014,"(6.5, 11.0, 9.95)","(3.1, 4.1, 3.8589285714285713)","(13.0, 26.0, 25.630434782608695)","(7.5, 11.5, 10.796875)","(2.9, 3.85, 3.690625)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(6.0, 10.0, 9.133333333333333)"
15-12-2022 14:04:13.880309,"(6.5, 11.0, 9.95)","(3.1, 4.1, 3.8589285714285713)","(13.0, 26.0, 24.0)","(7.5, 11.5, 10.796875)","(2.9, 3.8, 3.6333333333333333)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(6.0, 9.6, 8.977777777777778)"
15-12-2022 14:04:15.056436,"(6.5, 11.5, 10.6375)","(3.1, 4.1, 3.8589285714285713)","(13.0, 26.0, 24.0)","(7.5, 11.5, 10.796875)","(2.9, 3.8, 3.6)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(6.0, 9.6, 9.066666666666666)"
15-12-2022 14:04:16.092041,"(6.5, 11.5, 10.6375)","(3.1, 4.2, 3.975)","(13.0, 26.0, 25.333333333333332)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.6)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(6.0, 9.6, 8.955555555555556)"
15-12-2022 14:04:17.207919,"(6.5, 11.5, 10.6375)","(3.1, 4.2, 3.890625)","(13.0, 26.0, 25.529411764705884)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.6)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(6.0, 9.4, 9.114285714285714)"
15-12-2022 14:04:18.431274,"(6.5, 11.5, 10.6375)","(3.1, 4.2, 3.8333333333333335)","(13.0, 26.0, 25.529411764705884)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.6)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(6.0, 9.4, 9.057142857142857)"
15-12-2022 14:04:19.630939,"(6.5, 12.5, 11.784615384615385)","(3.1, 4.2, 3.984782608695652)","(13.0, 26.0, 25.529411764705884)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.6)","(51.0, 210.0, 202.25)","(12.0, 15.5, 13.3)","(6.0, 9.4, 9.189473684210526)"
15-12-2022 14:04:20.785017,"(6.5, 13.0, 11.971428571428572)","(3.1, 4.2, 3.984782608695652)","(13.0, 26.0, 25.529411764705884)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.6)","(51.0, 210.0, 183.04347826086956)","(12.0, 15.5, 13.3)","(6.0, 9.4, 9.189473684210526)"
15-12-2022 14:04:21.913304,"(6.5, 13.0, 12.4)","(3.1, 4.2, 3.984782608695652)","(13.0, 26.0, 25.529411764705884)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.6)","(51.0, 210.0, 183.04347826086956)","(12.0, 15.5, 13.3)","(6.0, 9.4, 9.189473684210526)"
15-12-2022 14:04:23.073726,"(6.5, 13.0, 12.4)","(3.1, 4.1, 3.875)","(13.0, 26.0, 25.636363636363637)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.6)","(51.0, 210.0, 183.04347826086956)","(12.0, 15.5, 13.3)","(6.0, 9.4, 8.955555555555556)"
15-12-2022 14:04:24.234731,"(6.5, 13.0, 12.4)","(3.1, 4.1, 3.875)","(13.0, 26.0, 25.636363636363637)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.6)","(51.0, 210.0, 183.04347826086956)","(12.0, 15.5, 13.3)","(6.0, 9.4, 9.044444444444444)"
15-12-2022 14:04:25.357769,"(6.5, 13.0, 12.4)","(3.1, 4.1, 3.875)","(13.0, 26.0, 25.636363636363637)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.5722222222222224)","(51.0, 210.0, 183.04347826086956)","(12.0, 15.5, 13.3)","(6.0, 9.4, 9.044444444444444)"
15-12-2022 14:04:26.461692,"(6.5, 13.0, 12.028571428571428)","(3.1, 4.1, 3.875)","(13.0, 26.0, 25.636363636363637)","(7.5, 11.5, 10.796875)","(2.9, 3.75, 3.4833333333333334)","(51.0, 210.0, 183.04347826086956)","(12.0, 15.5, 13.3)","(6.0, 10.0, 9.377777777777778)"
15-12-2022 14:04:27.566830,"(6.5, 13.0, 12.433333333333334)","(3.1, 4.1, 3.8263157894736843)","(13.0, 26.0, 25.636363636363637)","(7.5, 11.5, 10.796875)","(2.9, 3.7, 3.463157894736842)","(51.0, 210.0, 183.04347826086956)","(12.0, 15.5, 13.3)","(6.0, 10.0, 9.6)"
15-12-2022 14:04:28.725109,"(6.5, 13.0, 12.514285714285714)","(3.1, 4.1, 3.8833333333333333)","(13.0, 26.0, 25.636363636363637)","(7.5, 11.5, 10.724137931034482)","(2.9, 3.7, 3.4604166666666667)","(51.0, 210.0, 183.04347826086956)","(12.0, 15.5, 13.3)","(6.0, 9.6, 9.155555555555555)"
15-12-2022 14:04:30.227323,"(6.5, 13.0, 12.352380952380951)","(3.1, 4.1, 3.827272727272727)","(13.0, 26.0, 25.703703703703702)","(7.5, 11.5, 10.617647058823529)","(2.9, 3.7, 3.4586206896551728)","(51.0, 210.0, 187.85714285714286)","(12.0, 15.5, 13.475)","(6.0, 9.6, 9.371428571428572)"
15-12-2022 14:04:31.555440,"(6.5, 13.0, 12.352380952380951)","(3.1, 4.1, 3.753846153846154)","(13.0, 26.0, 25.703703703703702)","(7.5, 11.5, 10.617647058823529)","(2.9, 3.7, 3.4586206896551728)","(51.0, 210.0, 187.85714285714286)","(12.0, 15.5, 13.475)","(6.0, 9.6, 9.371428571428572)"
15-12-2022 14:04:32.844272,"(6.5, 13.0, 12.352380952380951)","(3.1, 4.1, 3.753846153846154)","(13.0, 26.0, 25.703703703703702)","(7.5, 11.5, 10.617647058823529)","(2.9, 3.7, 3.4586206896551728)","(51.0, 210.0, 187.85714285714286)","(12.0, 15.5, 13.378378378378379)","(6.0, 9.6, 10.075)"
15-12-2022 14:04:34.044195,"(6.5, 13.0, 11.488888888888889)","(3.1, 4.1, 3.753846153846154)","(13.0, 26.0, 25.703703703703702)","(7.5, 11.5, 10.617647058823529)","(2.9, 3.7, 3.4586206896551728)","(51.0, 210.0, 187.85714285714286)","(12.0, 15.0, 13.378378378378379)","(6.0, 10.5, 10.38125)"
15-12-2022 14:04:35.178382,"(6.5, 13.0, 11.488888888888889)","(3.1, 4.1, 3.753846153846154)","(13.0, 26.0, 25.703703703703702)","(7.5, 11.5, 10.7)","(2.9, 3.7, 3.4573529411764707)","(51.0, 210.0, 187.85714285714286)","(12.0, 15.0, 13.214285714285714)","(6.0, 10.5, 10.025)"
15-12-2022 14:04:36.467927,"(6.5, 13.0, 12.028571428571428)","(3.1, 4.1, 3.723076923076923)","(13.0, 26.0, 25.703703703703702)","(7.5, 11.5, 10.7)","(2.9, 3.7, 3.4573529411764707)","(51.0, 210.0, 187.85714285714286)","(12.0, 15.0, 13.138297872340425)","(6.0, 10.5, 10.40952380952381)"
15-12-2022 14:04:37.804228,"(6.5, 13.0, 11.488888888888889)","(3.1, 4.0, 3.723076923076923)","(13.0, 26.0, 26.333333333333332)","(7.5, 11.5, 10.7)","(2.9, 3.7, 3.4595238095238097)","(51.0, 210.0, 187.85714285714286)","(12.0, 15.0, 13.785714285714285)","(6.0, 10.5, 10.40952380952381)"
15-12-2022 14:04:39.117603,"(6.5, 13.0, 12.028571428571428)","(3.1, 4.0, 3.608)","(13.0, 27.0, 26.529411764705884)","(7.5, 11.5, 10.7)","(2.9, 3.65, 3.4595238095238097)","(51.0, 210.0, 187.85714285714286)","(12.0, 14.0, 13.785714285714285)","(6.0, 10.5, 10.40952380952381)"
15-12-2022 14:04:40.440745,"(6.5, 13.0, 12.695238095238095)","(3.1, 3.95, 3.65)","(13.0, 27.0, 25.75)","(7.5, 11.5, 10.7)","(2.9, 3.65, 3.4590909090909094)","(51.0, 210.0, 187.85714285714286)","(12.0, 14.0, 13.785714285714285)","(6.0, 10.5, 10.40952380952381)"
15-12-2022 14:04:41.847972,"(6.5, 13.0, 12.443478260869565)","(3.1, 3.9, 3.5827586206896553)","(13.0, 28.0, 25.75)","(7.5, 11.5, 10.7)","(2.9, 3.65, 3.5404761904761903)","(51.0, 210.0, 187.85714285714286)","(12.0, 14.0, 13.785714285714285)","(6.0, 10.5, 10.40952380952381)"
15-12-2022 14:04:43.067289,"(6.5, 13.0, 12.443478260869565)","(3.1, 3.9, 3.5827586206896553)","(13.0, 28.0, 25.75)","(7.5, 11.5, 10.7)","(2.9, 3.55, 3.5404761904761903)","(51.0, 210.0, 187.85714285714286)","(12.0, 14.0, 13.205882352941176)","(6.0, 10.5, 9.825806451612904)"
15-12-2022 14:04:44.286832,"(6.5, 13.5, 13.315)","(3.1, 3.9, 3.5827586206896553)","(13.0, 28.0, 25.75)","(7.5, 11.5, 10.7)","(2.9, 3.55, 3.492857142857143)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.5, 12.863636363636363)","(6.0, 10.5, 10.007407407407408)"
15-12-2022 14:04:45.469169,"(6.5, 13.5, 13.253333333333334)","(3.1, 3.85, 3.605)","(13.0, 28.0, 25.75)","(7.5, 11.5, 10.7)","(2.9, 3.65, 3.492857142857143)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.0, 12.863636363636363)","(6.0, 10.5, 10.007407407407408)"
15-12-2022 14:04:46.648679,"(6.5, 13.5, 13.13)","(3.1, 3.85, 3.605)","(13.0, 28.0, 26.09090909090909)","(7.5, 11.5, 10.7)","(2.9, 3.65, 3.492857142857143)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.0, 12.517857142857142)","(6.0, 10.5, 10.007407407407408)"
15-12-2022 14:04:47.849818,"(7.0, 13.5, 13.13)","(3.0, 3.8, 3.617857142857143)","(14.0, 28.0, 26.09090909090909)","(7.5, 11.5, 10.7)","(3.0, 3.65, 3.4863636363636363)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.0, 12.45)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:49.130492,"(7.0, 13.5, 13.37037037037037)","(3.0, 3.75, 3.5948275862068964)","(14.0, 28.0, 26.76923076923077)","(7.5, 11.5, 10.7)","(3.0, 3.5, 3.4611111111111112)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.0, 12.45)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:50.329947,"(7.0, 13.5, 13.3)","(3.0, 3.75, 3.5948275862068964)","(14.0, 28.0, 27.333333333333332)","(7.5, 11.5, 10.7)","(3.0, 3.5, 3.475)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.0, 12.282608695652174)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:51.501516,"(7.0, 13.5, 13.3)","(3.0, 3.75, 3.5948275862068964)","(14.0, 28.0, 27.333333333333332)","(7.5, 11.5, 10.7)","(3.0, 3.55, 3.475)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.0, 12.375)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:52.552966,"(7.0, 13.5, 13.3)","(3.0, 3.75, 3.513157894736842)","(14.0, 28.0, 27.333333333333332)","(7.5, 11.5, 10.7)","(3.0, 3.55, 3.477272727272727)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.5, 12.444444444444445)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:53.695083,"(7.0, 13.5, 13.3)","(3.0, 3.75, 3.4979999999999998)","(14.0, 28.0, 28.608695652173914)","(7.5, 11.5, 10.7)","(3.0, 3.55, 3.477272727272727)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.0, 12.529411764705882)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:54.888257,"(7.0, 13.5, 13.3)","(3.0, 3.75, 3.5884615384615386)","(14.0, 29.0, 27.666666666666664)","(7.5, 11.5, 10.7)","(3.0, 3.55, 3.477272727272727)","(51.0, 210.0, 187.85714285714286)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:56.059582,"(7.0, 13.5, 13.35)","(3.0, 3.7, 3.5615384615384618)","(14.0, 29.0, 26.0)","(7.5, 11.5, 10.7)","(3.0, 3.55, 3.4441176470588233)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:57.111418,"(7.0, 13.5, 12.227272727272727)","(3.0, 3.7, 3.5615384615384618)","(14.0, 30.0, 28.434782608695652)","(7.5, 11.5, 10.7)","(3.0, 3.55, 3.4441176470588233)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:04:58.137060,"(7.0, 13.5, 12.227272727272727)","(3.0, 3.7, 3.5615384615384618)","(14.0, 30.0, 28.434782608695652)","(7.5, 11.5, 10.7)","(3.0, 3.55, 3.502)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 10.40952380952381)"
15-12-2022 14:04:59.265853,"(7.0, 13.5, 12.227272727272727)","(3.0, 3.7, 3.5615384615384618)","(14.0, 30.0, 28.714285714285715)","(7.5, 11.0, 10.482758620689655)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 10.40952380952381)"
15-12-2022 14:05:00.328199,"(7.0, 13.5, 12.227272727272727)","(3.0, 3.7, 3.5615384615384618)","(14.0, 30.0, 28.714285714285715)","(7.5, 11.0, 10.482758620689655)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 10.12)"
15-12-2022 14:05:01.414663,"(7.0, 13.5, 12.227272727272727)","(3.0, 3.7, 3.5615384615384618)","(14.0, 30.0, 28.434782608695652)","(7.5, 11.0, 10.482758620689655)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 10.12)"
15-12-2022 14:05:02.496801,"(7.0, 13.5, 12.227272727272727)","(3.0, 3.7, 3.6)","(14.0, 28.0, 27.333333333333332)","(7.5, 11.0, 10.482758620689655)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 10.12)"
15-12-2022 14:05:03.817314,"(7.0, 13.5, 12.227272727272727)","(3.0, 3.65, 3.536363636363636)","(14.0, 28.0, 27.333333333333332)","(7.5, 11.0, 10.482758620689655)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 9.957142857142857)"
15-12-2022 14:05:04.982457,"(7.0, 13.5, 12.227272727272727)","(3.0, 3.65, 3.536363636363636)","(14.0, 28.0, 27.46153846153846)","(7.5, 11.0, 10.482758620689655)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 9.957142857142857)"
15-12-2022 14:05:06.094223,"(7.0, 13.5, 12.128571428571428)","(3.0, 3.65, 3.55)","(14.0, 28.0, 26.909090909090907)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 9.717647058823529)"
15-12-2022 14:05:07.206117,"(7.0, 13.5, 12.128571428571428)","(3.0, 3.65, 3.55)","(14.0, 28.0, 27.428571428571427)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 9.825806451612904)"
15-12-2022 14:05:08.393599,"(7.0, 13.5, 12.128571428571428)","(3.0, 3.65, 3.511111111111111)","(14.0, 28.0, 27.428571428571427)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.5416666666666665)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 9.7875)"
15-12-2022 14:05:09.416362,"(7.0, 13.5, 12.128571428571428)","(3.0, 3.7, 3.58)","(14.0, 28.0, 27.428571428571427)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.5441176470588234)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 9.7875)"
15-12-2022 14:05:10.489148,"(7.0, 13.5, 12.128571428571428)","(3.0, 3.7, 3.67)","(14.0, 28.0, 27.428571428571427)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.5441176470588234)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 9.7875)"
15-12-2022 14:05:11.649794,"(7.0, 13.5, 12.128571428571428)","(3.0, 3.7, 3.58)","(14.0, 28.0, 27.523809523809526)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.5441176470588234)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 9.7875)"
15-12-2022 14:05:12.799083,"(7.0, 13.5, 12.128571428571428)","(3.0, 3.7, 3.5714285714285716)","(14.0, 28.0, 27.523809523809526)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.4749999999999996)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:05:13.938558,"(7.0, 13.5, 12.54)","(3.0, 3.7, 3.5714285714285716)","(14.0, 28.0, 27.523809523809526)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.4749999999999996)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:05:15.115924,"(7.0, 13.5, 12.54)","(3.0, 3.7, 3.49375)","(14.0, 28.0, 27.523809523809526)","(7.5, 11.0, 10.5)","(3.0, 3.55, 3.48125)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:05:16.294312,"(7.0, 13.5, 12.54)","(3.0, 3.7, 3.5625)","(14.0, 28.0, 27.523809523809526)","(7.5, 11.0, 10.5)","(3.0, 3.5, 3.45)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:05:17.473137,"(7.0, 13.5, 12.625)","(3.0, 3.65, 3.581818181818182)","(14.0, 28.0, 27.67741935483871)","(7.5, 11.0, 10.6)","(3.0, 3.5, 3.477272727272727)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:05:18.691985,"(7.0, 13.5, 12.625)","(3.0, 3.65, 3.5470588235294116)","(14.0, 28.0, 27.615384615384617)","(7.5, 11.0, 10.75)","(3.0, 3.55, 3.4375)","(51.0, 210.0, 192.77777777777777)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 10.007407407407408)"
15-12-2022 14:05:19.845211,"(7.0, 13.5, 12.625)","(3.0, 3.65, 3.5470588235294116)","(14.0, 28.0, 27.615384615384617)","(7.5, 11.5, 10.75)","(3.0, 3.55, 3.4)","(51.0, 210.0, 188.86363636363637)","(12.0, 13.0, 12.555555555555555)","(6.5, 10.5, 10.252173913043478)"
15-12-2022 14:05:21.041468,"(7.0, 13.5, 12.523255813953488)","(3.0, 3.65, 3.5470588235294116)","(14.0, 28.0, 28.333333333333332)","(7.5, 11.5, 10.75)","(3.0, 3.55, 3.4357142857142855)","(51.0, 210.0, 188.86363636363637)","(12.0, 13.0, 12.384615384615385)","(6.5, 10.5, 10.12)"
15-12-2022 14:05:22.100563,"(7.0, 13.5, 12.391304347826086)","(3.0, 3.65, 3.5739130434782607)","(14.0, 29.0, 28.333333333333332)","(7.5, 11.5, 10.75)","(3.0, 3.55, 3.4357142857142855)","(51.0, 210.0, 188.86363636363637)","(12.0, 13.0, 12.578947368421053)","(6.5, 10.5, 10.061538461538461)"
15-12-2022 14:05:23.270879,"(7.0, 13.0, 12.765625)","(3.0, 3.7, 3.56)","(14.0, 29.0, 28.333333333333332)","(7.5, 11.5, 10.75)","(3.0, 3.55, 3.3807692307692307)","(51.0, 210.0, 188.86363636363637)","(12.0, 13.0, 12.666666666666666)","(6.5, 10.5, 9.7875)"
15-12-2022 14:05:24.448697,"(7.0, 13.0, 12.765625)","(3.0, 3.7, 3.627586206896552)","(14.0, 29.0, 28.333333333333332)","(7.5, 11.5, 10.75)","(3.0, 3.55, 3.48125)","(51.0, 210.0, 188.86363636363637)","(12.0, 13.0, 12.666666666666666)","(6.5, 10.5, 9.717647058823529)"
15-12-2022 14:05:25.626880,"(7.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.685416666666667)","(14.0, 29.0, 28.423076923076923)","(7.5, 11.5, 10.75)","(3.0, 3.5, 3.48125)","(51.0, 210.0, 188.86363636363637)","(12.0, 13.0, 12.666666666666666)","(6.5, 10.5, 9.717647058823529)"
15-12-2022 14:05:26.793542,"(7.0, 13.0, 12.765625)","(3.0, 3.7, 3.595)","(14.0, 29.0, 28.423076923076923)","(7.5, 11.5, 10.724137931034482)","(3.0, 3.5, 3.45)","(51.0, 210.0, 188.86363636363637)","(12.0, 13.0, 12.666666666666666)","(6.5, 10.5, 9.866666666666667)"
15-12-2022 14:05:28.061968,"(7.0, 13.0, 12.765625)","(3.0, 3.7, 3.595)","(14.0, 29.0, 28.423076923076923)","(7.5, 11.5, 10.724137931034482)","(3.0, 3.5, 3.45)","(51.0, 210.0, 188.86363636363637)","(12.0, 13.0, 12.666666666666666)","(6.5, 10.5, 9.866666666666667)"
15-12-2022 14:05:29.218561,"(7.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.6766666666666667)","(14.0, 29.0, 28.423076923076923)","(7.5, 11.5, 10.724137931034482)","(3.0, 3.5, 3.48125)","(51.0, 210.0, 185.20000000000002)","(12.0, 13.0, 12.666666666666666)","(6.5, 10.5, 9.825806451612904)"
15-12-2022 14:05:30.354864,"(7.0, 13.0, 12.765625)","(3.0, 3.7, 3.6766666666666667)","(14.0, 29.0, 28.423076923076923)","(7.5, 11.5, 10.56)","(3.0, 3.5, 3.45)","(51.0, 210.0, 170.0)","(12.0, 13.0, 12.666666666666666)","(6.5, 10.5, 9.825806451612904)"
