,Quincee Bale,Heffernan Bale,Rita Bale,Settlement Day,Tails Of Woe,Arts Inferno
07-01-2023 20:30:30.667643,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 55.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:31.689215,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:32.872311,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:33.953319,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:35.007115,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:36.034330,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:37.038487,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:38.306261,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:39.540394,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.0)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:41.702519,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.764)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:43.302917,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.6, 6.25)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:44.508900,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.6, 6.35)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:45.819173,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.8, 5.222222222222222)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:47.061466,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.8, 5.222222222222222)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:48.232980,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.8, 5.222222222222222)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:49.393475,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.8, 5.222222222222222)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 42.3)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:50.568335,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.8, 5.222222222222222)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 44.2)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:51.784554,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.8, 5.222222222222222)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 44.2)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:52.807517,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.8, 5.222222222222222)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 44.2)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:53.821231,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.8, 5.222222222222222)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 44.2)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:54.950900,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 44.2)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:56.043968,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 44.2)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:57.235189,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 44.2)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:58.418346,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.0, 7.3076923076923075)","(17.0, 48.0, 45.96428571428571)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:59.480947,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.2, 7.3428571428571425)","(17.0, 46.0, 44.10714285714286)","(18.0, 50.0, 44.0)"
07-01-2023 20:31:00.465624,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.2, 7.3428571428571425)","(17.0, 46.0, 44.10714285714286)","(18.0, 50.0, 44.0)"
07-01-2023 20:31:01.494077,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.2, 7.3428571428571425)","(17.0, 46.0, 44.10714285714286)","(18.0, 50.0, 44.0)"
07-01-2023 20:31:02.489130,"(3.3, 5.7, 4.23125)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.2, 7.3428571428571425)","(17.0, 46.0, 44.10714285714286)","(18.0, 50.0, 44.0)"
07-01-2023 20:31:03.676925,"(3.3, 5.7, 3.626470588235294)","(2.2, 2.86, 2.764)","(5.0, 7.4, 6.15)","(5.0, 8.2, 7.920930232558139)","(17.0, 46.0, 38.638888888888886)","(18.0, 46.0, 44.55555555555556)"
07-01-2023 20:31:04.788268,"(3.3, 5.7, 3.626470588235294)","(2.2, 3.15, 3.1297297297297297)","(5.0, 7.4, 6.15)","(5.0, 8.2, 7.920930232558139)","(17.0, 46.0, 24.333333333333332)","(18.0, 46.0, 44.55555555555556)"
07-01-2023 20:31:05.834853,"(3.3, 5.7, 3.626470588235294)","(2.2, 3.15, 2.9675)","(5.0, 7.0, 4.9383333333333335)","(5.0, 8.2, 7.920930232558139)","(17.0, 46.0, 30.375)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:06.948343,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.1, 2.54)","(5.0, 7.2, 6.050000000000001)","(5.0, 8.2, 7.920930232558139)","(17.0, 46.0, 30.375)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:08.141701,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.2, 7.920930232558139)","(17.0, 46.0, 30.375)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:09.258042,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.2, 7.785714285714286)","(17.0, 46.0, 36.74074074074074)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:10.437785,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 7.785714285714286)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:11.420494,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 7.785714285714286)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:12.581121,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 7.785714285714286)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:13.765165,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 7.785714285714286)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:14.792733,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 7.785714285714286)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:15.922000,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 7.785714285714286)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:17.006938,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 7.785714285714286)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:18.148666,"(3.3, 5.5, 5.192857142857143)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 7.785714285714286)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.04761904761905)"
07-01-2023 20:31:19.251744,"(3.3, 5.3, 5.021428571428571)","(2.2, 3.05, 2.96)","(5.0, 7.0, 5.95)","(5.0, 8.0, 6.85)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 31.714285714285715)"
07-01-2023 20:31:20.241658,"(3.3, 5.3, 5.021428571428571)","(2.2, 3.05, 2.98)","(5.0, 7.0, 5.75)","(5.0, 8.2, 6.85)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 31.714285714285715)"
07-01-2023 20:31:21.201327,"(3.3, 5.3, 5.021428571428571)","(2.2, 3.05, 2.98)","(5.0, 6.6, 5.75)","(5.0, 8.2, 6.85)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 36.4)"
07-01-2023 20:31:22.217455,"(3.3, 5.3, 5.021428571428571)","(2.2, 3.05, 2.98)","(5.0, 6.6, 5.75)","(5.0, 8.2, 6.85)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 36.4)"
07-01-2023 20:31:23.222659,"(3.3, 5.3, 5.021428571428571)","(2.2, 3.05, 2.98)","(5.0, 6.6, 5.75)","(5.0, 8.2, 6.85)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 37.27272727272727)"
07-01-2023 20:31:24.173522,"(3.3, 5.3, 5.021428571428571)","(2.2, 3.05, 2.98)","(5.0, 7.0, 5.133333333333334)","(5.0, 8.2, 6.85)","(17.0, 46.0, 37.07142857142857)","(18.0, 46.0, 41.826086956521735)"
07-01-2023 20:31:25.427822,"(3.3, 5.3, 5.021428571428571)","(2.2, 3.05, 2.98)","(5.0, 7.0, 5.03125)","(5.0, 8.2, 6.85)","(17.0, 46.0, 24.18181818181818)","(18.0, 46.0, 27.6)"
07-01-2023 20:31:26.550553,"(3.3, 5.3, 5.021428571428571)","(2.2, 3.05, 2.98)","(5.0, 7.0, 5.03125)","(5.0, 8.2, 6.85)","(17.0, 46.0, 27.53846153846154)","(18.0, 46.0, 27.6)"
07-01-2023 20:31:27.684496,"(3.3, 5.3, 3.8375)","(2.2, 3.05, 2.98)","(5.0, 7.0, 4.932307692307693)","(5.0, 8.2, 6.85)","(17.0, 46.0, 32.470588235294116)","(18.0, 46.0, 27.6)"
07-01-2023 20:31:28.803614,"(3.3, 5.3, 3.818)","(2.2, 3.05, 2.98)","(5.0, 7.0, 5.0888888888888895)","(5.0, 8.2, 7.466666666666667)","(17.0, 46.0, 35.38461538461539)","(18.0, 46.0, 27.6)"
07-01-2023 20:31:30.091370,"(3.3, 5.1, 4.975)","(2.2, 3.05, 2.77)","(5.0, 6.6, 5.07)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 35.38461538461539)","(18.0, 46.0, 27.6)"
07-01-2023 20:31:31.191569,"(3.3, 5.1, 4.975)","(2.2, 3.05, 2.77)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 35.5)","(18.0, 46.0, 37.2)"
07-01-2023 20:31:32.356096,"(3.3, 5.1, 4.93)","(2.2, 3.05, 2.77)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 35.5)","(18.0, 46.0, 37.2)"
07-01-2023 20:31:33.342346,"(3.3, 5.1, 4.6875)","(2.2, 3.05, 2.6825)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 35.5)","(18.0, 46.0, 37.2)"
07-01-2023 20:31:34.340414,"(3.3, 5.1, 3.8625)","(2.2, 3.0, 2.533333333333333)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 35.5)","(18.0, 46.0, 37.2)"
07-01-2023 20:31:35.367336,"(3.3, 5.1, 3.8625)","(2.2, 3.0, 2.533333333333333)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 41.368421052631575)"
07-01-2023 20:31:36.391084,"(3.3, 5.0, 4.6125)","(2.2, 2.98, 2.68)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:37.292262,"(3.3, 5.0, 4.7785714285714285)","(2.2, 2.98, 2.655)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:38.293289,"(3.3, 5.0, 4.7785714285714285)","(2.2, 2.98, 2.7436363636363637)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:39.363293,"(3.3, 5.0, 4.7785714285714285)","(2.2, 2.98, 2.655)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:40.309379,"(3.3, 5.0, 4.6125)","(2.2, 2.98, 2.655)","(5.0, 6.6, 4.930909090909092)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:41.260828,"(3.3, 5.0, 4.7785714285714285)","(2.2, 2.98, 2.655)","(5.0, 6.6, 5.3921052631578945)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:42.235827,"(3.3, 5.0, 3.822)","(2.2, 2.98, 2.7436363636363637)","(5.0, 6.6, 5.58)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:43.210010,"(3.3, 5.0, 3.822)","(2.2, 2.98, 2.7436363636363637)","(5.0, 6.6, 5.58)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:44.201255,"(3.3, 4.9, 3.9937500000000004)","(2.2, 2.98, 2.546666666666667)","(5.0, 6.6, 5.029090909090909)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:45.117024,"(3.3, 4.9, 3.9937500000000004)","(2.2, 2.98, 2.546666666666667)","(5.0, 6.6, 5.029090909090909)","(5.0, 8.2, 6.828571428571428)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:46.124115,"(3.3, 4.9, 3.9937500000000004)","(2.2, 2.98, 2.82)","(5.0, 6.6, 5.029090909090909)","(5.0, 8.2, 7.3999999999999995)","(17.0, 46.0, 39.36842105263158)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:47.127149,"(3.3, 4.9, 3.784615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.6, 5.8)","(5.0, 8.2, 7.4319999999999995)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:48.208051,"(3.3, 4.9, 3.784615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.7)","(5.0, 8.2, 7.4319999999999995)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:49.203133,"(3.3, 4.9, 3.784615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.7)","(5.0, 8.2, 7.808163265306122)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:50.206011,"(3.3, 4.9, 3.595)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.7)","(5.0, 8.2, 7.808163265306122)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:51.188722,"(3.3, 4.9, 3.595)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.808163265306122)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:52.156829,"(3.3, 4.9, 3.595)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.808163265306122)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:53.167381,"(3.3, 4.9, 3.595)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.808163265306122)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:54.174158,"(3.3, 4.7, 4.3875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.808163265306122)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:55.118520,"(3.3, 4.7, 4.3875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.808163265306122)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:56.036570,"(3.3, 4.7, 4.3875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.808163265306122)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:57.133536,"(3.3, 4.7, 4.3875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.696296296296296)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:58.247601,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.696296296296296)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:31:59.286288,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.696296296296296)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:32:00.357177,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.859574468085106)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:32:01.488334,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.859574468085106)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:32:02.519886,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.981818181818181)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:32:03.630976,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.981818181818181)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:32:04.806918,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 8.2, 7.673684210526316)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:32:05.854986,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 7.8, 7.673684210526316)","(17.0, 46.0, 39.7)","(18.0, 46.0, 29.2)"
07-01-2023 20:32:06.825723,"(3.3, 4.7, 3.91875)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 7.8, 7.673684210526316)","(17.0, 46.0, 36.5)","(18.0, 46.0, 39.0)"
07-01-2023 20:32:08.196883,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 7.8, 7.673684210526316)","(17.0, 46.0, 36.5)","(18.0, 46.0, 39.0)"
07-01-2023 20:32:09.384785,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 7.8, 7.673684210526316)","(17.0, 46.0, 36.5)","(18.0, 46.0, 39.0)"
07-01-2023 20:32:10.413020,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.31764705882353)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:11.376082,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.340909090909092)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:12.441318,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 6.340909090909092)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:13.571814,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.800000000000001)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:14.555121,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.800000000000001)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:15.557683,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.800000000000001)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:16.668132,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.800000000000001)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:17.690495,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.800000000000001)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:18.639540,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.800000000000001)","(5.0, 7.8, 7.571428571428571)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:19.636457,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.800000000000001)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:20.737539,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.4, 5.333333333333334)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:21.731610,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.2, 5.65)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:22.604576,"(3.3, 4.7, 4.2384615384615385)","(2.2, 2.94, 2.82)","(5.0, 6.2, 5.65)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:23.563156,"(3.3, 4.7, 4.033333333333333)","(2.2, 2.94, 2.82)","(5.0, 6.2, 5.65)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:24.631080,"(3.3, 4.7, 4.005263157894737)","(2.2, 2.94, 2.82)","(5.0, 6.2, 5.65)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:25.619671,"(3.3, 4.7, 4.005263157894737)","(2.2, 2.94, 2.748)","(5.0, 6.2, 5.65)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:26.641994,"(3.3, 4.7, 3.8)","(2.2, 2.94, 2.5707692307692307)","(5.0, 6.2, 5.65)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:27.673090,"(3.3, 4.6, 4.477777777777778)","(2.2, 2.94, 2.556)","(5.0, 6.2, 5.65)","(5.0, 7.8, 7.576744186046511)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:28.675459,"(3.3, 4.6, 4.477777777777778)","(2.2, 2.94, 2.556)","(5.5, 6.2, 5.65)","(5.0, 8.2, 7.999999999999999)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
07-01-2023 20:32:29.673058,"(3.3, 4.6, 4.477777777777778)","(2.2, 2.94, 2.5176)","(5.5, 6.2, 5.65)","(5.0, 8.2, 7.699999999999999)","(17.0, 46.0, 39.66666666666667)","(18.0, 46.0, 41.8)"
