,Nockatunga,Aston Hayato,All Show,Charlie Brother,Craggy Island
09-01-2023 18:28:20.864926,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.605263157894736)","(20.0, 36.0, 33.411764705882355)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5194805194805194)"
09-01-2023 18:28:21.747248,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 33.411764705882355)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5194805194805194)"
09-01-2023 18:28:22.619149,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 33.411764705882355)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5194805194805194)"
09-01-2023 18:28:23.480274,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 33.411764705882355)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5194805194805194)"
09-01-2023 18:28:24.372097,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 33.411764705882355)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5214285714285714)"
09-01-2023 18:28:25.257232,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 33.411764705882355)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5214285714285714)"
09-01-2023 18:28:26.136948,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 33.411764705882355)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5214285714285714)"
09-01-2023 18:28:26.961380,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 34.0)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5214285714285714)"
09-01-2023 18:28:27.830161,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 34.0)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5236538461538462)"
09-01-2023 18:28:28.767079,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.75)","(20.0, 36.0, 34.0)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5236538461538462)"
09-01-2023 18:28:29.706178,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.414634146341463)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5236538461538462)"
09-01-2023 18:28:30.624713,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.414634146341463)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5236538461538462)"
09-01-2023 18:28:31.499604,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.414634146341463)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:32.362004,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.414634146341463)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:33.177328,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.414634146341463)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:34.043674,"(6.0, 9.8, 9.453846153846154)","(10.0, 19.5, 19.375)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:34.922870,"(6.0, 9.8, 9.53913043478261)","(10.0, 19.5, 19.346153846153847)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:35.876933,"(6.0, 9.8, 9.53913043478261)","(10.0, 19.5, 19.41304347826087)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:36.758517,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.56896551724138)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:37.589894,"(6.0, 9.8, 9.53913043478261)","(10.0, 18.5, 18.46)","(20.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:38.443684,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.573170731707318)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:39.358440,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:40.322492,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:41.238714,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:42.184720,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:43.035662,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:43.947471,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:44.782321,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:45.586702,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:46.498268,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:47.378449,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:48.334691,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:49.186898,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:50.119286,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:51.069371,"(6.0, 9.8, 9.466666666666667)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:52.044341,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:52.920380,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:53.759474,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5232075471698114)"
09-01-2023 18:28:54.647287,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.527303370786517)"
09-01-2023 18:28:55.558469,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.527303370786517)"
09-01-2023 18:28:56.445096,"(6.0, 9.8, 9.453846153846154)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.528)"
09-01-2023 18:28:57.268407,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.528)"
09-01-2023 18:28:58.083437,"(6.0, 9.8, 9.53913043478261)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.528)"
09-01-2023 18:28:58.891785,"(6.0, 9.8, 9.366666666666667)","(10.0, 20.0, 19.5)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5296363636363637)"
09-01-2023 18:28:59.734071,"(6.0, 9.8, 9.366666666666667)","(10.0, 20.0, 18.46551724137931)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5296363636363637)"
09-01-2023 18:29:00.575017,"(6.0, 9.8, 9.366666666666667)","(10.0, 18.5, 18.46551724137931)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5296363636363637)"
09-01-2023 18:29:01.425136,"(6.0, 9.8, 9.366666666666667)","(10.0, 18.5, 18.46551724137931)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5296363636363637)"
09-01-2023 18:29:02.280194,"(6.0, 9.8, 9.315151515151516)","(10.0, 18.5, 18.46551724137931)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5281512605042018)"
09-01-2023 18:29:03.162162,"(6.0, 9.8, 9.348387096774195)","(10.0, 18.5, 18.46551724137931)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5281512605042018)"
09-01-2023 18:29:04.241626,"(6.0, 9.8, 9.348387096774195)","(10.0, 18.5, 18.46551724137931)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5281512605042018)"
09-01-2023 18:29:05.116335,"(6.0, 9.8, 9.45625)","(10.0, 18.5, 18.46551724137931)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.675)","(1.4, 1.53, 1.5281512605042018)"
09-01-2023 18:29:06.091867,"(6.0, 9.8, 9.45625)","(10.0, 18.5, 18.46551724137931)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5281512605042018)"
09-01-2023 18:29:07.433435,"(6.0, 9.8, 9.45625)","(10.0, 18.5, 19.306451612903224)","(21.0, 36.0, 33.5)","(5.0, 6.8, 6.723076923076923)","(1.4, 1.53, 1.5278846153846155)"
09-01-2023 18:29:08.237257,"(6.5, 9.8, 9.45625)","(11.0, 19.5, 19.306451612903224)","(21.0, 36.0, 33.5)","(5.5, 6.8, 6.723076923076923)","(1.3, 1.53, 1.5278846153846155)"
09-01-2023 18:29:09.105067,"(6.5, 9.8, 9.45625)","(11.0, 19.5, 19.306451612903224)","(21.0, 36.0, 33.5)","(5.5, 6.8, 6.723076923076923)","(1.3, 1.53, 1.5267567567567568)"
09-01-2023 18:29:10.106912,"(6.5, 9.6, 9.422222222222222)","(11.0, 20.0, 19.62121212121212)","(21.0, 36.0, 33.5)","(5.5, 6.8, 6.675)","(1.3, 1.53, 1.5267567567567568)"
09-01-2023 18:29:11.092915,"(6.5, 9.8, 9.407142857142858)","(11.0, 20.0, 19.62121212121212)","(21.0, 36.0, 33.5)","(5.5, 6.8, 6.675)","(1.3, 1.53, 1.5267567567567568)"
09-01-2023 18:29:11.995083,"(6.5, 9.8, 9.45625)","(11.0, 20.0, 19.62121212121212)","(21.0, 36.0, 33.5)","(5.5, 6.8, 6.675)","(1.3, 1.53, 1.5260344827586207)"
09-01-2023 18:29:12.820162,"(6.5, 9.8, 9.466666666666667)","(11.0, 20.0, 19.67105263157895)","(21.0, 36.0, 34.095238095238095)","(5.5, 6.8, 6.7444444444444445)","(1.3, 1.53, 1.5260344827586207)"
09-01-2023 18:29:13.716376,"(6.5, 9.8, 9.466666666666667)","(11.0, 20.0, 19.67105263157895)","(21.0, 36.0, 34.095238095238095)","(5.5, 6.8, 6.716666666666667)","(1.3, 1.53, 1.527319587628866)"
09-01-2023 18:29:14.604364,"(6.5, 9.8, 9.428571428571429)","(11.0, 20.0, 19.67105263157895)","(21.0, 36.0, 34.095238095238095)","(5.5, 6.8, 6.657142857142857)","(1.3, 1.53, 1.527319587628866)"
09-01-2023 18:29:15.424770,"(6.5, 9.8, 9.502702702702704)","(11.0, 20.0, 19.67105263157895)","(21.0, 36.0, 34.095238095238095)","(5.5, 6.8, 6.723076923076923)","(1.3, 1.53, 1.527319587628866)"
09-01-2023 18:29:16.269454,"(6.5, 9.8, 9.502702702702704)","(11.0, 20.0, 19.67105263157895)","(21.0, 36.0, 34.095238095238095)","(5.5, 6.8, 6.699999999999999)","(1.3, 1.53, 1.527319587628866)"
09-01-2023 18:29:17.136931,"(6.5, 9.8, 9.502702702702704)","(11.0, 20.0, 19.67105263157895)","(21.0, 36.0, 34.095238095238095)","(5.5, 6.8, 6.723076923076923)","(1.3, 1.53, 1.527319587628866)"
09-01-2023 18:29:18.104030,"(6.5, 9.8, 9.516129032258064)","(11.0, 20.0, 19.67105263157895)","(21.0, 36.0, 34.095238095238095)","(5.5, 6.8, 6.746341463414634)","(1.3, 1.53, 1.4996774193548388)"
09-01-2023 18:29:19.139761,"(6.5, 9.8, 9.4)","(11.0, 20.0, 19.0625)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.756521739130434)","(1.3, 1.5, 1.4778260869565216)"
09-01-2023 18:29:20.082664,"(6.5, 9.8, 9.536)","(11.0, 20.0, 19.166666666666668)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.912820512820513)","(1.3, 1.5, 1.4778260869565216)"
09-01-2023 18:29:20.923735,"(6.5, 9.8, 9.536)","(11.0, 20.0, 19.166666666666668)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.912820512820513)","(1.3, 1.5, 1.4778260869565216)"
09-01-2023 18:29:21.883024,"(6.5, 9.8, 9.64)","(11.0, 20.0, 19.6875)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.912820512820513)","(1.3, 1.5, 1.4768181818181818)"
09-01-2023 18:29:22.945803,"(6.5, 9.8, 9.704)","(11.0, 20.0, 19.807692307692307)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.912820512820513)","(1.3, 1.5, 1.4768181818181818)"
09-01-2023 18:29:23.996145,"(6.5, 9.8, 9.704)","(11.0, 20.0, 19.86111111111111)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.912820512820513)","(1.3, 1.5, 1.478076923076923)"
09-01-2023 18:29:24.966558,"(6.5, 9.8, 9.68)","(11.0, 20.0, 19.838709677419356)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.927659574468085)","(1.3, 1.5, 1.4802631578947367)"
09-01-2023 18:29:25.937575,"(6.5, 9.8, 9.676923076923078)","(11.0, 20.0, 19.838709677419356)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.927659574468085)","(1.3, 1.5, 1.4802631578947367)"
09-01-2023 18:29:27.162687,"(6.5, 9.8, 9.700000000000001)","(11.0, 20.0, 19.838709677419356)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.927659574468085)","(1.3, 1.5, 1.4802631578947367)"
09-01-2023 18:29:28.253819,"(6.5, 9.8, 9.700000000000001)","(11.0, 20.0, 19.838709677419356)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.927659574468085)","(1.3, 1.5, 1.4849999999999999)"
09-01-2023 18:29:29.148400,"(6.5, 9.8, 9.64)","(11.0, 20.0, 19.814814814814813)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.927659574468085)","(1.3, 1.5, 1.4807142857142856)"
09-01-2023 18:29:30.230635,"(6.5, 9.8, 9.658823529411766)","(11.0, 20.0, 19.814814814814813)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.902325581395349)","(1.3, 1.5, 1.4807142857142856)"
09-01-2023 18:29:31.480520,"(6.5, 9.8, 9.68)","(11.0, 20.0, 19.814814814814813)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 6.902325581395349)","(1.3, 1.5, 1.4791836734693877)"
09-01-2023 18:29:32.661346,"(6.5, 9.8, 9.68)","(11.0, 20.0, 20.22222222222222)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.2, 7.2727272727272725)","(1.3, 1.5, 1.4751851851851852)"
09-01-2023 18:29:33.799582,"(6.5, 9.8, 9.542857142857143)","(11.0, 21.0, 20.22222222222222)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.6, 7.214285714285714)","(1.3, 1.49, 1.481875)"
09-01-2023 18:29:34.808592,"(6.5, 9.8, 9.200000000000001)","(11.0, 21.0, 20.22222222222222)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.6, 7.130434782608695)","(1.3, 1.49, 1.4737640449438203)"
09-01-2023 18:29:35.762336,"(6.5, 9.8, 9.0)","(11.0, 21.0, 20.22222222222222)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.6, 7.184615384615385)","(1.3, 1.51, 1.4821739130434783)"
09-01-2023 18:29:36.889967,"(6.5, 9.6, 9.466666666666667)","(11.0, 21.0, 20.22222222222222)","(21.0, 36.0, 34.095238095238095)","(5.5, 7.6, 7.221052631578948)","(1.3, 1.49, 1.4644144144144144)"
09-01-2023 18:29:38.150380,"(6.5, 9.6, 9.399999999999999)","(11.0, 21.0, 20.22222222222222)","(21.0, 36.0, 35.142857142857146)","(5.5, 7.6, 7.3052631578947365)","(1.3, 1.47, 1.455)"
09-01-2023 18:29:39.249308,"(6.5, 9.6, 9.399999999999999)","(11.0, 21.0, 20.22222222222222)","(21.0, 36.0, 35.142857142857146)","(5.5, 7.6, 7.4239999999999995)","(1.3, 1.46, 1.4543396226415093)"
09-01-2023 18:29:40.329392,"(6.5, 9.8, 9.5)","(11.0, 21.0, 20.566666666666666)","(21.0, 36.0, 35.142857142857146)","(5.5, 7.6, 7.4239999999999995)","(1.3, 1.46, 1.4454915254237288)"
09-01-2023 18:29:41.471461,"(6.5, 9.8, 9.673684210526316)","(11.0, 21.0, 20.675)","(21.0, 36.0, 35.142857142857146)","(5.5, 7.6, 7.822222222222222)","(1.3, 1.46, 1.434782608695652)"
09-01-2023 18:29:42.646056,"(6.5, 10.5, 10.2)","(11.0, 22.0, 21.75)","(21.0, 36.0, 35.142857142857146)","(5.5, 8.0, 7.632432432432433)","(1.3, 1.44, 1.4281481481481482)"
09-01-2023 18:29:43.568283,"(6.5, 10.5, 10.073684210526316)","(11.0, 22.0, 21.944444444444443)","(21.0, 36.0, 35.25)","(5.5, 8.0, 7.632432432432433)","(1.3, 1.44, 1.4281481481481482)"
09-01-2023 18:29:44.762230,"(6.5, 10.5, 10.114285714285714)","(11.0, 22.0, 21.714285714285715)","(21.0, 40.0, 38.666666666666664)","(5.5, 8.0, 7.642857142857142)","(1.3, 1.44, 1.4249999999999998)"
09-01-2023 18:29:45.925481,"(6.5, 10.5, 10.131818181818181)","(11.0, 22.0, 21.333333333333332)","(21.0, 40.0, 38.666666666666664)","(5.5, 8.0, 7.640000000000001)","(1.3, 1.43, 1.4291666666666667)"
09-01-2023 18:29:47.436802,"(6.5, 10.5, 10.114285714285714)","(11.0, 22.0, 21.333333333333332)","(21.0, 40.0, 39.5)","(5.5, 8.0, 7.629411764705883)","(1.3, 1.43, 1.4364285714285714)"
09-01-2023 18:29:48.510583,"(6.5, 10.5, 10.114285714285714)","(12.0, 22.0, 21.333333333333332)","(21.0, 40.0, 39.5)","(5.5, 8.0, 7.629411764705883)","(1.3, 1.44, 1.4369999999999998)"
09-01-2023 18:29:49.532660,"(6.5, 10.5, 9.95)","(12.0, 22.0, 21.333333333333332)","(21.0, 40.0, 39.5)","(5.5, 8.0, 7.771428571428571)","(1.3, 1.44, 1.4359459459459458)"
09-01-2023 18:29:50.642941,"(6.5, 11.0, 10.416666666666666)","(12.0, 23.0, 21.166666666666668)","(21.0, 42.0, 39.75)","(5.5, 8.0, 7.771428571428571)","(1.3, 1.44, 1.4359459459459458)"
09-01-2023 18:29:51.756690,"(6.5, 11.0, 10.6)","(12.0, 23.0, 21.32)","(21.0, 42.0, 40.61538461538461)","(5.5, 8.2, 7.85)","(1.3, 1.42, 1.414)"
09-01-2023 18:29:52.733783,"(6.5, 11.0, 10.6)","(12.0, 22.0, 21.692307692307693)","(21.0, 42.0, 40.8)","(5.5, 8.2, 7.85)","(1.3, 1.42, 1.416551724137931)"
09-01-2023 18:29:53.733775,"(6.5, 11.0, 10.368421052631579)","(12.0, 22.0, 21.692307692307693)","(21.0, 42.0, 40.8)","(5.5, 8.2, 7.728571428571428)","(1.3, 1.42, 1.4133333333333333)"
09-01-2023 18:29:54.740343,"(6.5, 11.0, 10.478260869565217)","(12.0, 22.0, 21.692307692307693)","(21.0, 42.0, 40.8)","(5.5, 8.0, 7.76)","(1.3, 1.42, 1.4139130434782607)"
09-01-2023 18:29:55.781883,"(6.5, 11.0, 10.478260869565217)","(12.0, 23.0, 21.571428571428573)","(21.0, 42.0, 41.142857142857146)","(5.5, 7.8, 7.693333333333333)","(1.3, 1.42, 1.4172881355932203)"
09-01-2023 18:29:56.690861,"(6.5, 11.0, 10.478260869565217)","(12.0, 23.0, 21.571428571428573)","(21.0, 50.0, 48.666666666666664)","(5.5, 7.8, 7.545454545454546)","(1.3, 1.42, 1.416734693877551)"
09-01-2023 18:29:57.627082,"(6.5, 11.0, 10.478260869565217)","(12.0, 23.0, 21.571428571428573)","(21.0, 55.0, 46.48275862068965)","(5.5, 7.8, 7.472727272727273)","(1.3, 1.42, 1.4158730158730157)"
09-01-2023 18:29:58.665553,"(6.5, 11.0, 10.454545454545455)","(12.0, 23.0, 21.5)","(21.0, 55.0, 46.48275862068965)","(5.5, 7.8, 7.494915254237289)","(1.3, 1.42, 1.4158730158730157)"
09-01-2023 18:29:59.707924,"(6.5, 11.0, 10.541666666666666)","(12.0, 23.0, 20.5625)","(21.0, 55.0, 46.193548387096776)","(5.5, 7.4, 7.392307692307693)","(1.3, 1.42, 1.4161290322580644)"
09-01-2023 18:30:00.817760,"(6.5, 11.0, 10.6)","(12.0, 23.0, 21.142857142857142)","(21.0, 55.0, 46.193548387096776)","(5.5, 7.4, 7.392592592592593)","(1.3, 1.42, 1.4164705882352941)"
09-01-2023 18:30:01.810597,"(6.5, 11.0, 10.6)","(12.0, 23.0, 20.5625)","(21.0, 55.0, 46.193548387096776)","(5.5, 7.4, 7.389473684210527)","(1.3, 1.42, 1.4177906976744186)"
09-01-2023 18:30:02.756681,"(6.5, 11.0, 10.6)","(12.0, 23.0, 21.05)","(21.0, 55.0, 47.666666666666664)","(5.5, 7.6, 7.457142857142857)","(1.3, 1.42, 1.4177906976744186)"
09-01-2023 18:30:03.827894,"(7.0, 11.0, 11.285714285714286)","(12.0, 23.0, 21.75)","(21.0, 50.0, 48.5)","(5.5, 7.6, 7.49090909090909)","(1.3, 1.42, 1.4094736842105262)"
09-01-2023 18:30:04.888769,"(7.0, 11.5, 11.055555555555555)","(12.0, 23.0, 21.571428571428573)","(21.0, 50.0, 48.4)","(5.5, 7.4, 7.243835616438356)","(1.3, 1.42, 1.4123076923076923)"
09-01-2023 18:30:05.866127,"(7.0, 12.0, 11.333333333333334)","(12.0, 23.0, 21.235294117647058)","(21.0, 50.0, 48.4)","(5.5, 7.4, 7.118367346938776)","(1.3, 1.42, 1.41)"
09-01-2023 18:30:06.746698,"(7.0, 12.0, 11.25)","(13.0, 23.0, 21.636363636363637)","(26.0, 50.0, 48.90909090909091)","(5.5, 7.4, 7.075294117647059)","(1.3, 1.42, 1.411304347826087)"
09-01-2023 18:30:07.759693,"(7.0, 11.5, 11.152173913043478)","(13.0, 23.0, 21.636363636363637)","(26.0, 55.0, 49.9375)","(5.5, 7.4, 7.075294117647059)","(1.3, 1.42, 1.411153846153846)"
09-01-2023 18:30:08.774304,"(7.0, 11.5, 11.333333333333334)","(13.0, 23.0, 21.636363636363637)","(26.0, 55.0, 51.14285714285714)","(5.5, 7.4, 7.075294117647059)","(1.3, 1.42, 1.4127272727272726)"
09-01-2023 18:30:09.749762,"(7.0, 11.5, 11.080645161290322)","(13.0, 23.0, 21.636363636363637)","(26.0, 55.0, 51.14285714285714)","(5.5, 7.4, 7.075294117647059)","(1.3, 1.42, 1.414090909090909)"
09-01-2023 18:30:10.694607,"(7.0, 11.5, 11.035714285714286)","(13.0, 23.0, 21.636363636363637)","(26.0, 55.0, 51.14285714285714)","(5.5, 7.4, 7.075294117647059)","(1.3, 1.42, 1.4135)"
09-01-2023 18:30:11.718580,"(7.0, 11.0, 10.886363636363637)","(13.0, 23.0, 22.0)","(26.0, 50.0, 48.0)","(5.5, 7.2, 7.052173913043478)","(1.3, 1.42, 1.4177272727272727)"
09-01-2023 18:30:12.777444,"(7.0, 11.5, 10.935897435897436)","(13.0, 23.0, 21.46153846153846)","(26.0, 46.0, 45.77777777777778)","(5.5, 7.0, 6.961538461538462)","(1.3, 1.43, 1.426111111111111)"
09-01-2023 18:30:13.778918,"(7.0, 11.0, 10.947368421052632)","(13.0, 23.0, 22.09090909090909)","(26.0, 42.0, 40.857142857142854)","(5.5, 7.2, 7.033333333333333)","(1.3, 1.43, 1.426111111111111)"
09-01-2023 18:30:14.729929,"(7.0, 11.0, 10.76923076923077)","(13.0, 23.0, 22.09090909090909)","(26.0, 42.0, 40.666666666666664)","(5.5, 7.2, 6.977777777777778)","(1.3, 1.44, 1.4342857142857142)"
09-01-2023 18:30:15.665112,"(7.0, 11.0, 10.785714285714286)","(13.0, 23.0, 22.09090909090909)","(26.0, 50.0, 42.8)","(5.5, 7.0, 6.882758620689655)","(1.3, 1.45, 1.4468627450980391)"
09-01-2023 18:30:16.776116,"(7.0, 10.5, 10.446428571428571)","(13.0, 23.0, 22.09090909090909)","(26.0, 50.0, 46.8)","(5.5, 7.0, 6.860869565217391)","(1.3, 1.45, 1.4412380952380952)"
09-01-2023 18:30:17.861442,"(7.0, 11.5, 10.758064516129032)","(13.0, 24.0, 22.5)","(26.0, 50.0, 47.411764705882355)","(5.5, 7.0, 7.044444444444444)","(1.3, 1.45, 1.4278125)"
09-01-2023 18:30:18.784689,"(7.0, 11.5, 10.86111111111111)","(13.0, 25.0, 22.2)","(26.0, 48.0, 47.411764705882355)","(5.5, 7.2, 7.044444444444444)","(1.3, 1.44, 1.4278125)"
