,Tommy Fumble,Travers Mania,Speed Freak,Aussie Jake,Sunset Louie,Copper,Ballistic Ant,Travers Time
11-01-2023 21:59:08.589671,"(3.5, 5.0, 4.75)","(16.0, 21.0, 19.736842105263158)","(8.5, 11.5, 11.3)","(26.0, 44.0, 38.25)","(7.0, 9.2, 9.028571428571428)","(2.15, 2.68, 2.6371428571428575)","(11.0, 13.5, 13.125)","(15.0, 16.5, 14.125)"
11-01-2023 21:59:09.812113,"(3.5, 5.0, 4.83)","(16.0, 21.0, 19.736842105263158)","(8.5, 11.5, 11.28448275862069)","(26.0, 44.0, 38.25)","(7.0, 9.2, 9.03125)","(2.15, 2.68, 2.6371428571428575)","(11.0, 13.5, 13.125)","(15.0, 16.5, 14.125)"
11-01-2023 21:59:11.076775,"(3.5, 5.0, 4.85)","(16.0, 21.0, 19.736842105263158)","(8.5, 11.5, 11.28448275862069)","(26.0, 44.0, 38.25)","(7.0, 9.2, 9.03125)","(2.15, 2.68, 2.6371428571428575)","(11.0, 13.5, 13.125)","(14.0, 16.5, 14.125)"
11-01-2023 21:59:12.400064,"(3.6, 5.0, 4.85)","(16.0, 21.0, 19.31578947368421)","(8.5, 11.5, 11.28448275862069)","(26.0, 44.0, 38.25)","(7.0, 9.2, 9.03125)","(2.15, 2.68, 2.646666666666667)","(11.0, 13.5, 13.125)","(14.0, 16.5, 14.125)"
11-01-2023 21:59:13.650667,"(3.6, 5.0, 4.85)","(16.0, 21.0, 19.31578947368421)","(8.5, 11.5, 11.28448275862069)","(26.0, 44.0, 38.25)","(7.0, 9.2, 9.03125)","(2.15, 2.66, 2.636)","(11.0, 13.5, 13.125)","(14.0, 16.5, 14.125)"
11-01-2023 21:59:14.999622,"(3.6, 5.0, 4.85)","(16.0, 21.0, 19.31578947368421)","(8.5, 11.5, 10.525)","(26.0, 44.0, 38.25)","(7.0, 9.2, 8.942857142857143)","(2.15, 2.66, 2.64)","(11.0, 13.5, 13.125)","(14.0, 16.5, 14.125)"
11-01-2023 21:59:16.321854,"(3.6, 5.0, 4.693333333333333)","(16.0, 21.0, 19.31578947368421)","(8.5, 11.5, 10.8125)","(26.0, 44.0, 38.25)","(7.0, 9.2, 8.984)","(2.15, 2.68, 2.64)","(11.0, 13.5, 13.125)","(14.0, 16.5, 14.125)"
11-01-2023 21:59:17.563676,"(3.6, 5.0, 4.693333333333333)","(16.0, 21.0, 19.31578947368421)","(8.5, 11.0, 10.8125)","(26.0, 44.0, 38.25)","(7.0, 9.2, 8.942857142857143)","(2.15, 2.68, 2.6500000000000004)","(11.0, 13.5, 13.10377358490566)","(14.0, 16.5, 14.125)"
11-01-2023 21:59:18.767557,"(3.6, 5.0, 4.846666666666667)","(16.0, 21.0, 19.31578947368421)","(8.5, 11.0, 10.5)","(26.0, 44.0, 38.25)","(7.0, 9.2, 8.942857142857143)","(2.15, 2.68, 2.6500000000000004)","(11.0, 13.5, 13.10377358490566)","(14.0, 16.5, 14.5)"
11-01-2023 21:59:20.035103,"(3.6, 5.0, 4.846666666666667)","(16.0, 21.0, 19.31578947368421)","(8.5, 11.0, 10.133333333333333)","(26.0, 44.0, 38.25)","(7.0, 9.2, 8.942857142857143)","(2.15, 2.68, 2.5966666666666667)","(11.0, 13.5, 12.9375)","(14.0, 15.0, 13.875)"
11-01-2023 21:59:21.303647,"(3.6, 5.0, 4.863636363636363)","(16.0, 21.0, 19.31578947368421)","(8.5, 11.0, 10.551724137931034)","(26.0, 44.0, 38.25)","(7.0, 9.2, 8.942857142857143)","(2.15, 2.68, 2.655294117647059)","(11.0, 13.5, 12.86111111111111)","(14.0, 15.0, 14.55)"
11-01-2023 21:59:22.512486,"(3.6, 5.0, 4.888888888888888)","(16.0, 21.0, 19.857142857142858)","(8.5, 11.0, 10.551724137931034)","(26.0, 44.0, 38.25)","(7.0, 9.2, 8.942857142857143)","(2.15, 2.68, 2.655294117647059)","(11.0, 13.5, 12.86111111111111)","(14.0, 15.0, 14.55)"
11-01-2023 21:59:23.744726,"(3.6, 5.0, 4.88)","(16.0, 21.0, 19.857142857142858)","(8.5, 11.0, 9.96)","(26.0, 44.0, 38.25)","(7.0, 9.2, 9.0)","(2.15, 2.68, 2.6153846153846154)","(11.0, 13.5, 12.924242424242424)","(14.0, 15.0, 14.75)"
11-01-2023 21:59:24.978489,"(3.6, 5.0, 4.88)","(16.0, 21.0, 19.91891891891892)","(8.5, 11.0, 9.993548387096775)","(26.0, 44.0, 38.25)","(7.0, 9.2, 9.0)","(2.15, 2.68, 2.656)","(11.0, 13.5, 12.924242424242424)","(14.0, 15.5, 14.263157894736842)"
11-01-2023 21:59:26.204102,"(3.6, 5.0, 4.911111111111111)","(16.0, 21.0, 19.476190476190474)","(8.5, 11.0, 10.133333333333333)","(26.0, 44.0, 38.25)","(7.0, 9.2, 9.1)","(2.15, 2.68, 2.6100000000000003)","(11.0, 13.5, 12.924242424242424)","(13.0, 15.0, 14.263157894736842)"
11-01-2023 21:59:27.421360,"(3.6, 5.0, 4.91578947368421)","(16.0, 21.0, 19.476190476190474)","(8.5, 11.0, 10.133333333333333)","(26.0, 44.0, 38.25)","(7.0, 9.8, 9.121212121212121)","(2.15, 2.7, 2.6100000000000003)","(11.0, 13.5, 12.924242424242424)","(13.0, 15.0, 14.263157894736842)"
11-01-2023 21:59:28.678533,"(3.6, 5.0, 4.91578947368421)","(16.0, 21.0, 19.476190476190474)","(8.5, 11.0, 10.235294117647058)","(26.0, 44.0, 38.25)","(7.0, 9.8, 9.05)","(2.15, 2.7, 2.6100000000000003)","(11.0, 13.5, 12.924242424242424)","(13.0, 15.0, 14.263157894736842)"
11-01-2023 21:59:29.985945,"(3.6, 5.0, 4.91578947368421)","(16.0, 21.0, 19.476190476190474)","(8.5, 11.0, 10.235294117647058)","(26.0, 44.0, 38.25)","(7.0, 9.8, 9.05)","(2.15, 2.7, 2.646666666666667)","(11.0, 13.5, 12.924242424242424)","(13.0, 15.0, 14.263157894736842)"
11-01-2023 21:59:31.200881,"(3.6, 5.0, 4.91578947368421)","(16.0, 21.0, 19.476190476190474)","(8.5, 11.0, 10.235294117647058)","(26.0, 44.0, 38.25)","(7.0, 9.8, 9.05)","(2.15, 2.68, 2.6340000000000003)","(11.0, 13.5, 12.9375)","(13.0, 15.0, 13.576923076923077)"
11-01-2023 21:59:32.376274,"(3.6, 5.0, 4.911111111111111)","(16.0, 21.0, 19.476190476190474)","(8.5, 11.0, 10.8)","(26.0, 44.0, 38.25)","(7.0, 9.8, 9.05)","(2.15, 2.7, 2.645)","(11.0, 13.5, 12.9375)","(13.0, 14.0, 13.528846153846153)"
11-01-2023 21:59:33.600098,"(3.7, 5.0, 4.925)","(16.0, 21.0, 19.78787878787879)","(8.5, 10.5, 10.307692307692308)","(26.0, 44.0, 38.25)","(7.0, 9.8, 8.972413793103449)","(2.15, 2.7, 2.6290322580645165)","(11.0, 13.5, 12.9375)","(13.0, 14.0, 13.342105263157894)"
11-01-2023 21:59:34.829267,"(3.7, 5.0, 4.925)","(16.0, 21.0, 19.78787878787879)","(8.5, 10.5, 9.971428571428572)","(26.0, 44.0, 39.15151515151515)","(7.0, 9.8, 9.56)","(2.15, 2.7, 2.7199999999999998)","(11.0, 13.5, 10.588888888888889)","(13.0, 14.0, 13.428571428571429)"
11-01-2023 21:59:36.489276,"(3.7, 5.4, 5.16)","(16.0, 21.0, 18.363636363636363)","(8.5, 11.0, 10.481481481481481)","(26.0, 44.0, 39.15151515151515)","(7.0, 9.8, 9.600000000000001)","(2.15, 2.76, 2.736470588235294)","(11.0, 11.0, 10.770491803278688)","(13.0, 14.0, 13.5625)"
11-01-2023 21:59:37.809007,"(3.7, 5.4, 5.243478260869566)","(16.0, 20.0, 18.363636363636363)","(8.5, 11.0, 10.481481481481481)","(26.0, 44.0, 39.15151515151515)","(7.0, 9.8, 9.600000000000001)","(2.15, 2.76, 2.736470588235294)","(11.0, 11.0, 10.770491803278688)","(13.0, 14.0, 13.5625)"
11-01-2023 21:59:39.052639,"(3.7, 5.4, 5.148148148148148)","(15.0, 20.0, 18.3)","(8.5, 11.0, 10.100000000000001)","(26.0, 44.0, 40.25)","(7.0, 9.8, 9.600000000000001)","(2.15, 2.76, 2.7496551724137928)","(10.0, 11.0, 10.789473684210526)","(13.0, 13.0, 13.5)"
11-01-2023 21:59:40.270118,"(3.7, 5.4, 5.148148148148148)","(15.0, 20.0, 18.5)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 40.666666666666664)","(7.0, 9.8, 9.600000000000001)","(2.15, 2.76, 2.75)","(10.0, 11.0, 10.833333333333334)","(13.0, 14.0, 13.42)"
11-01-2023 21:59:41.441720,"(3.7, 5.3, 5.157894736842105)","(15.0, 19.5, 18.5)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 40.666666666666664)","(7.0, 9.8, 9.600000000000001)","(2.15, 2.76, 2.7446153846153845)","(10.0, 11.0, 10.833333333333334)","(13.0, 14.0, 13.518518518518519)"
11-01-2023 21:59:42.696597,"(3.7, 5.3, 5.161538461538462)","(15.0, 19.5, 18.071428571428573)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 40.666666666666664)","(7.0, 9.8, 9.600000000000001)","(2.15, 2.76, 2.7446153846153845)","(10.0, 11.0, 10.833333333333334)","(13.0, 14.0, 13.235294117647058)"
11-01-2023 21:59:44.029100,"(3.7, 5.3, 5.161538461538462)","(15.0, 19.5, 17.970588235294116)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 40.666666666666664)","(7.0, 9.8, 9.600000000000001)","(2.15, 2.76, 2.756923076923077)","(10.0, 11.0, 11.131578947368421)","(13.0, 14.0, 13.25)"
11-01-2023 21:59:45.302752,"(3.7, 5.3, 5.161538461538462)","(15.0, 19.5, 18.7)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 40.25)","(7.0, 9.8, 9.600000000000001)","(2.2, 2.78, 2.77)","(10.0, 11.5, 11.083333333333334)","(13.0, 14.0, 13.615384615384615)"
11-01-2023 21:59:46.590382,"(3.7, 5.3, 5.155555555555556)","(15.0, 19.0, 18.7)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 40.25)","(7.0, 9.8, 9.56)","(2.2, 2.8, 2.773333333333333)","(10.0, 11.5, 10.934782608695652)","(13.0, 14.0, 13.615384615384615)"
11-01-2023 21:59:47.988987,"(3.7, 5.3, 5.155555555555556)","(15.0, 19.0, 17.96153846153846)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 39.86206896551724)","(7.0, 9.8, 9.44)","(2.2, 2.8, 2.784)","(10.0, 11.0, 10.954545454545455)","(13.0, 14.0, 13.37037037037037)"
11-01-2023 21:59:49.275995,"(3.8, 5.3, 5.175)","(15.0, 19.0, 17.96153846153846)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 39.86206896551724)","(7.0, 9.8, 9.418181818181818)","(2.2, 2.82, 2.78)","(10.0, 11.0, 10.954545454545455)","(13.0, 14.0, 13.37037037037037)"
11-01-2023 21:59:50.804475,"(3.8, 5.3, 5.175)","(15.0, 19.0, 17.96153846153846)","(8.5, 11.0, 10.173913043478262)","(26.0, 44.0, 39.86206896551724)","(7.0, 9.8, 9.418181818181818)","(2.2, 2.82, 2.776)","(10.0, 11.0, 10.954545454545455)","(13.0, 14.0, 13.451612903225806)"
11-01-2023 21:59:52.593337,"(3.8, 5.3, 5.247058823529412)","(15.0, 19.0, 18.1)","(8.5, 11.0, 10.224489795918368)","(26.0, 44.0, 40.36363636363637)","(7.0, 9.8, 9.366666666666667)","(2.2, 2.84, 2.789473684210526)","(10.0, 11.0, 10.954545454545455)","(13.0, 14.0, 13.411764705882353)"
11-01-2023 21:59:53.942829,"(3.8, 5.3, 5.24)","(15.0, 19.0, 18.1)","(8.5, 11.0, 10.224489795918368)","(26.0, 44.0, 41.714285714285715)","(7.0, 9.6, 9.366666666666667)","(2.2, 2.8, 2.789473684210526)","(10.0, 11.0, 10.954545454545455)","(13.0, 14.0, 13.451612903225806)"
11-01-2023 21:59:55.116617,"(3.8, 5.3, 5.24)","(15.0, 19.0, 18.1)","(8.5, 11.0, 10.224489795918368)","(26.0, 42.0, 41.714285714285715)","(7.0, 9.6, 9.366666666666667)","(2.2, 2.8, 2.776)","(10.0, 11.0, 10.954545454545455)","(13.0, 14.0, 13.291666666666666)"
11-01-2023 21:59:56.249176,"(3.8, 5.3, 5.2555555555555555)","(15.0, 19.0, 18.1)","(8.5, 11.0, 10.136363636363637)","(26.0, 42.0, 39.529411764705884)","(7.0, 9.6, 9.507692307692308)","(2.2, 2.8, 2.78)","(10.0, 11.0, 10.954545454545455)","(13.0, 14.0, 13.291666666666666)"
11-01-2023 21:59:57.383342,"(3.8, 5.3, 5.2555555555555555)","(15.0, 19.0, 18.1)","(8.5, 11.0, 10.136363636363637)","(26.0, 42.0, 39.729729729729726)","(7.0, 9.6, 9.409090909090908)","(2.2, 2.8, 2.787142857142857)","(10.0, 11.0, 10.954545454545455)","(12.0, 14.0, 13.291666666666666)"
11-01-2023 21:59:58.508377,"(3.8, 5.3, 5.2555555555555555)","(15.0, 19.0, 17.142857142857142)","(8.5, 11.0, 10.136363636363637)","(26.0, 42.0, 39.729729729729726)","(7.0, 9.6, 9.409090909090908)","(2.2, 2.8, 2.797333333333333)","(10.0, 11.0, 10.954545454545455)","(12.0, 14.0, 13.291666666666666)"
11-01-2023 21:59:59.728678,"(3.8, 5.3, 5.2555555555555555)","(15.0, 19.0, 17.142857142857142)","(8.5, 11.0, 10.136363636363637)","(26.0, 42.0, 39.2)","(7.0, 9.6, 9.25)","(2.2, 2.8, 2.797333333333333)","(10.0, 11.0, 11.18)","(12.0, 14.0, 13.291666666666666)"
11-01-2023 22:00:00.873223,"(3.8, 5.2, 5.133333333333334)","(15.0, 19.0, 16.96875)","(8.5, 11.0, 10.136363636363637)","(26.0, 42.0, 39.2)","(7.0, 9.6, 9.483333333333333)","(2.2, 2.8, 2.797333333333333)","(10.0, 11.5, 11.160714285714286)","(12.0, 14.0, 12.833333333333334)"
11-01-2023 22:00:02.065965,"(3.8, 5.2, 5.133333333333334)","(15.0, 19.0, 16.96875)","(8.5, 11.0, 10.136363636363637)","(26.0, 42.0, 38.888888888888886)","(7.0, 9.6, 9.483333333333333)","(2.2, 2.8, 2.797333333333333)","(10.0, 11.5, 11.18)","(12.0, 13.5, 12.441176470588236)"
11-01-2023 22:00:03.294347,"(3.8, 5.2, 5.133333333333334)","(15.0, 19.0, 16.96875)","(8.5, 11.0, 10.136363636363637)","(26.0, 42.0, 38.888888888888886)","(7.0, 9.6, 9.483333333333333)","(2.2, 2.8, 2.797647058823529)","(10.0, 11.5, 11.18)","(12.0, 13.5, 12.6)"
11-01-2023 22:00:04.508459,"(3.8, 5.2, 5.133333333333334)","(15.0, 19.0, 17.576923076923077)","(8.5, 11.0, 10.261904761904763)","(26.0, 42.0, 38.888888888888886)","(7.0, 9.6, 9.475)","(2.2, 2.8, 2.797647058823529)","(10.0, 11.5, 11.270833333333334)","(12.0, 13.5, 12.5)"
11-01-2023 22:00:05.755540,"(3.8, 5.2, 5.133333333333334)","(15.0, 18.5, 17.307692307692307)","(8.5, 10.5, 10.070175438596491)","(26.0, 42.0, 39.0)","(7.0, 9.6, 9.488888888888889)","(2.2, 2.8, 2.844)","(10.0, 11.5, 11.466666666666667)","(12.0, 13.5, 12.538461538461538)"
11-01-2023 22:00:06.994016,"(3.8, 5.2, 5.152380952380953)","(15.0, 18.0, 17.307692307692307)","(8.5, 10.5, 10.044444444444444)","(26.0, 42.0, 39.0)","(7.0, 9.6, 9.488888888888889)","(2.2, 2.86, 2.849565217391304)","(10.0, 11.5, 11.472222222222221)","(12.0, 13.0, 12.277777777777779)"
11-01-2023 22:00:08.174422,"(3.8, 5.2, 5.152380952380953)","(15.0, 18.0, 17.5)","(8.5, 10.5, 9.978181818181818)","(26.0, 42.0, 39.0)","(7.0, 9.6, 9.488888888888889)","(2.2, 2.86, 2.849565217391304)","(10.0, 11.5, 11.466666666666667)","(12.0, 13.0, 12.886363636363637)"
11-01-2023 22:00:09.367743,"(3.8, 5.2, 5.152380952380953)","(15.0, 18.0, 17.5)","(8.5, 10.5, 9.914285714285715)","(26.0, 42.0, 39.0)","(7.0, 9.6, 9.433333333333334)","(2.2, 2.86, 2.849565217391304)","(10.0, 11.5, 11.466666666666667)","(12.0, 13.5, 12.875)"
11-01-2023 22:00:10.567465,"(3.8, 5.2, 5.152380952380953)","(15.0, 18.0, 17.98148148148148)","(8.5, 10.5, 9.872727272727273)","(26.0, 42.0, 39.333333333333336)","(7.0, 9.6, 9.71764705882353)","(2.2, 2.86, 2.9257894736842105)","(10.0, 11.5, 11.214285714285714)","(12.0, 13.0, 13.1)"
11-01-2023 22:00:11.758529,"(3.8, 4.8, 4.723255813953489)","(15.0, 18.5, 17.45)","(8.5, 10.0, 9.984)","(26.0, 42.0, 40.25)","(7.0, 9.8, 9.692307692307692)","(2.2, 2.96, 2.9495652173913043)","(10.0, 11.5, 11.185714285714285)","(12.0, 13.5, 13.045454545454545)"
11-01-2023 22:00:12.984243,"(3.8, 4.8, 4.720958083832335)","(15.0, 18.5, 17.7)","(8.0, 10.5, 9.984)","(26.0, 42.0, 40.5)","(7.0, 9.8, 9.696296296296296)","(2.2, 2.96, 2.9375)","(10.0, 11.5, 11.185714285714285)","(12.0, 13.5, 13.045454545454545)"
11-01-2023 22:00:14.216415,"(3.8, 4.8, 4.7198863636363635)","(15.0, 18.5, 18.3)","(8.0, 10.5, 9.859574468085107)","(26.0, 42.0, 40.53846153846154)","(7.0, 9.8, 9.65945945945946)","(2.2, 2.96, 2.96)","(10.0, 11.5, 11.5)","(12.0, 13.5, 12.21875)"
11-01-2023 22:00:15.459526,"(3.8, 4.6, 4.5175)","(15.0, 18.5, 18.3)","(8.0, 10.5, 9.954237288135594)","(26.0, 42.0, 40.53846153846154)","(7.0, 9.8, 9.579310344827586)","(2.2, 3.0, 2.9657142857142857)","(10.0, 12.0, 11.451219512195122)","(12.0, 12.5, 12.125)"
11-01-2023 22:00:16.677634,"(3.8, 4.6, 4.51860465116279)","(15.0, 18.5, 18.25)","(8.0, 10.5, 9.887500000000001)","(26.0, 42.0, 40.53846153846154)","(7.0, 9.8, 9.514285714285714)","(2.2, 2.98, 2.9623529411764706)","(10.0, 12.0, 11.357142857142858)","(12.0, 12.5, 12.592875318066158)"
11-01-2023 22:00:17.886494,"(3.8, 4.7, 4.542105263157895)","(15.0, 18.5, 18.25)","(8.0, 10.5, 10.0625)","(26.0, 42.0, 40.53846153846154)","(7.0, 9.6, 9.5)","(2.2, 2.98, 2.96)","(10.0, 12.0, 11.4)","(12.0, 13.0, 12.12962962962963)"
11-01-2023 22:00:19.083672,"(3.8, 4.7, 4.5418604651162795)","(15.0, 18.5, 18.38888888888889)","(8.0, 10.5, 10.066666666666666)","(26.0, 42.0, 40.53846153846154)","(7.0, 9.6, 9.476923076923077)","(2.2, 3.0, 2.95)","(10.0, 12.0, 12.128571428571428)","(12.0, 12.5, 12.12962962962963)"
11-01-2023 22:00:20.229932,"(3.8, 4.7, 4.5418604651162795)","(15.0, 18.5, 18.38888888888889)","(8.0, 10.5, 10.066666666666666)","(26.0, 42.0, 40.53846153846154)","(7.0, 9.6, 9.476923076923077)","(2.2, 3.0, 2.9723076923076923)","(10.0, 12.5, 12.227272727272727)","(12.0, 12.5, 11.883333333333333)"
11-01-2023 22:00:21.335929,"(3.8, 4.7, 4.557142857142857)","(15.0, 18.5, 18.38888888888889)","(8.0, 10.5, 10.0625)","(26.0, 42.0, 40.53846153846154)","(7.0, 9.6, 9.476923076923077)","(2.2, 2.98, 2.9925)","(10.0, 12.5, 12.227272727272727)","(12.0, 12.0, 11.883333333333333)"
11-01-2023 22:00:22.465307,"(3.8, 4.7, 4.564285714285714)","(15.0, 18.5, 18.423076923076923)","(8.0, 10.5, 10.0625)","(26.0, 42.0, 40.53846153846154)","(7.0, 9.6, 9.476923076923077)","(2.25, 3.0, 2.9929411764705884)","(10.0, 12.5, 12.227272727272727)","(12.0, 12.0, 11.561170212765957)"
11-01-2023 22:00:23.552045,"(3.8, 4.7, 4.564285714285714)","(15.0, 18.5, 18.375)","(8.0, 10.5, 10.0625)","(26.0, 42.0, 39.37931034482759)","(7.0, 9.6, 9.476923076923077)","(2.25, 3.0, 2.9939999999999998)","(10.0, 12.5, 12.227272727272727)","(12.0, 12.0, 11.505091649694501)"
11-01-2023 22:00:24.575532,"(3.8, 4.7, 4.516666666666667)","(15.0, 18.5, 18.375)","(8.0, 10.5, 10.066666666666666)","(26.0, 42.0, 39.696969696969695)","(7.0, 9.6, 9.476923076923077)","(2.25, 3.0, 2.9939999999999998)","(10.0, 12.5, 12.227272727272727)","(12.0, 12.0, 11.943298969072165)"
11-01-2023 22:00:25.626539,"(3.8, 4.7, 4.54)","(15.0, 18.5, 18.375)","(8.0, 10.5, 10.0625)","(26.0, 42.0, 39.696969696969695)","(7.0, 9.6, 9.476923076923077)","(2.25, 3.0, 2.9872)","(10.0, 12.5, 12.189655172413794)","(12.0, 12.0, 12.0625)"
11-01-2023 22:00:26.751561,"(3.8, 4.7, 4.54)","(15.0, 18.5, 18.375)","(8.0, 10.5, 10.068181818181818)","(26.0, 42.0, 39.54838709677419)","(7.0, 9.6, 9.503703703703705)","(2.25, 3.0, 3.036575342465753)","(10.0, 12.5, 12.304878048780488)","(12.0, 12.5, 12.236842105263158)"
11-01-2023 22:00:27.904703,"(3.8, 4.6, 4.551351351351351)","(15.0, 19.0, 18.647058823529413)","(8.0, 10.5, 10.148148148148149)","(26.0, 42.0, 39.888888888888886)","(7.5, 9.8, 9.503703703703705)","(2.4, 3.05, 3.039855072463768)","(8.5, 12.5, 12.25)","(10.0, 12.5, 12.204545454545455)"
11-01-2023 22:00:29.036385,"(4.0, 4.6, 4.445454545454545)","(15.0, 19.0, 18.647058823529413)","(8.5, 10.5, 10.148148148148149)","(31.0, 42.0, 39.888888888888886)","(7.5, 9.8, 9.544)","(2.4, 3.05, 3.022727272727273)","(8.5, 12.5, 12.25)","(10.0, 12.5, 12.236842105263158)"
11-01-2023 22:00:30.192682,"(4.0, 4.5, 4.493103448275862)","(15.0, 19.0, 18.647058823529413)","(8.5, 10.5, 10.148148148148149)","(31.0, 42.0, 39.2)","(7.5, 9.8, 9.544)","(2.4, 3.1, 3.0905982905982907)","(8.5, 12.5, 12.202127659574469)","(10.0, 12.5, 12.05072463768116)"
11-01-2023 22:00:31.412446,"(4.0, 4.5, 4.4743589743589745)","(15.0, 19.0, 18.3125)","(8.5, 10.5, 10.095744680851064)","(31.0, 42.0, 39.333333333333336)","(7.5, 9.8, 9.557575757575759)","(2.4, 3.1, 3.080952380952381)","(8.5, 12.5, 12.1875)","(10.0, 12.5, 12.05072463768116)"
11-01-2023 22:00:32.563958,"(4.0, 4.5, 4.4743589743589745)","(15.0, 19.0, 18.3125)","(8.5, 10.5, 10.095744680851064)","(31.0, 40.0, 39.2)","(7.5, 9.8, 9.557575757575759)","(2.4, 3.1, 3.080952380952381)","(8.5, 12.5, 12.1875)","(10.0, 12.5, 12.368421052631579)"
11-01-2023 22:00:33.721905,"(4.0, 4.4, 4.386111111111111)","(15.0, 19.0, 18.3125)","(8.5, 10.5, 10.095744680851064)","(31.0, 50.0, 46.44444444444444)","(7.5, 9.8, 9.577777777777778)","(2.4, 3.1, 3.088888888888889)","(8.5, 12.5, 12.1875)","(10.0, 12.5, 12.38888888888889)"
11-01-2023 22:00:34.936242,"(4.0, 4.4, 4.359259259259259)","(15.0, 17.5, 16.75)","(8.5, 10.5, 10.08695652173913)","(31.0, 50.0, 46.44444444444444)","(7.5, 9.8, 9.536)","(2.4, 3.1, 3.0924242424242423)","(8.5, 12.5, 12.1875)","(10.0, 12.5, 12.205882352941176)"
11-01-2023 22:00:36.133623,"(4.0, 4.5, 4.395)","(15.0, 17.0, 16.4)","(8.5, 10.5, 10.08695652173913)","(31.0, 50.0, 46.44444444444444)","(7.5, 9.6, 9.564705882352941)","(2.4, 3.1, 3.0924242424242423)","(8.5, 12.5, 12.1875)","(10.0, 12.5, 12.166666666666666)"
11-01-2023 22:00:37.322145,"(4.0, 4.5, 4.406666666666666)","(15.0, 17.0, 16.8)","(8.5, 10.5, 10.08695652173913)","(31.0, 50.0, 46.0)","(7.5, 9.8, 9.564705882352941)","(2.4, 3.1, 3.0965116279069766)","(8.5, 12.5, 12.1875)","(10.0, 12.5, 12.166666666666666)"
11-01-2023 22:00:38.500155,"(4.0, 4.5, 4.387272727272727)","(15.0, 17.0, 16.88888888888889)","(8.5, 10.5, 10.08695652173913)","(31.0, 50.0, 47.45454545454545)","(7.5, 9.8, 9.564705882352941)","(2.4, 3.15, 3.0925531914893614)","(8.5, 12.5, 12.104166666666666)","(10.0, 12.5, 12.166666666666666)"
11-01-2023 22:00:39.676510,"(4.0, 4.5, 4.387272727272727)","(15.0, 17.0, 16.88888888888889)","(8.5, 10.5, 10.08695652173913)","(31.0, 48.0, 47.45454545454545)","(7.5, 9.8, 9.50909090909091)","(2.4, 3.15, 3.107142857142857)","(8.5, 12.5, 12.104166666666666)","(10.0, 12.5, 12.2)"
11-01-2023 22:00:40.911369,"(3.9, 4.5, 4.3774999999999995)","(15.0, 17.0, 16.88888888888889)","(8.5, 10.5, 10.08695652173913)","(31.0, 48.0, 47.45454545454545)","(7.5, 9.6, 9.525)","(2.4, 3.15, 3.107142857142857)","(8.5, 12.5, 12.159090909090908)","(10.0, 12.5, 12.277777777777779)"
11-01-2023 22:00:42.063157,"(3.9, 4.5, 4.37)","(15.0, 17.0, 16.88888888888889)","(8.5, 10.5, 10.08695652173913)","(31.0, 48.0, 47.42857142857143)","(7.5, 9.6, 9.484210526315788)","(2.4, 3.15, 3.0836363636363635)","(8.5, 12.5, 12.130434782608695)","(10.0, 12.5, 12.227272727272727)"
11-01-2023 22:00:43.193173,"(3.9, 4.7, 4.681818181818182)","(15.0, 17.0, 16.571428571428573)","(8.5, 10.5, 10.08695652173913)","(31.0, 48.0, 46.0)","(7.5, 9.6, 9.971707317073172)","(2.4, 3.1, 3.005)","(8.5, 12.5, 12.065217391304348)","(10.0, 12.5, 12.227272727272727)"
11-01-2023 22:00:44.419442,"(3.9, 4.7, 4.690954773869347)","(15.0, 18.5, 17.166666666666668)","(8.5, 10.5, 10.08695652173913)","(31.0, 48.0, 46.0)","(7.5, 10.0, 10.527777777777779)","(2.4, 3.1, 2.9633333333333334)","(8.5, 12.5, 11.913793103448276)","(10.0, 12.5, 12.227272727272727)"
11-01-2023 22:00:45.563897,"(3.9, 4.7, 4.686274509803922)","(15.0, 18.5, 17.441176470588236)","(8.5, 10.5, 10.08695652173913)","(31.0, 48.0, 44.8)","(7.5, 11.0, 10.542857142857143)","(2.4, 2.98, 2.9074999999999998)","(8.5, 12.0, 12.134146341463415)","(10.0, 12.5, 12.227272727272727)"
11-01-2023 22:00:46.641237,"(3.9, 4.7, 4.683574879227053)","(15.0, 18.5, 17.46153846153846)","(8.5, 10.5, 10.08695652173913)","(31.0, 48.0, 44.8)","(7.5, 11.0, 10.542857142857143)","(2.4, 2.94, 2.904444444444444)","(8.5, 12.5, 12.166666666666666)","(10.0, 12.5, 12.26923076923077)"
11-01-2023 22:00:47.787292,"(3.9, 4.7, 4.687192118226601)","(15.0, 18.5, 17.705882352941178)","(8.5, 10.5, 10.08695652173913)","(31.0, 48.0, 44.44444444444444)","(7.5, 11.0, 10.542857142857143)","(2.4, 2.94, 2.8945454545454545)","(8.5, 12.5, 12.166666666666666)","(10.0, 12.5, 12.318181818181818)"
