,Zippy De Goey,Yeah The Boy,Wild Jewel,Sir Sugar,Reality One,Pie Hard,All Eagle,Talent Show
12-01-2023 08:05:23.403632,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.84)","(31.0, 65.0, 53.5)","(8.5, 14.0, 13.85)","(8.5, 13.5, 12.923076923076923)","(4.4, 5.1, 5.026315789473684)","(14.0, 18.0, 16.5)","(2.2, 2.6, 2.562222222222222)"
12-01-2023 08:05:24.457473,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.0, 13.85)","(8.5, 13.0, 12.923076923076923)","(4.4, 5.1, 5.026315789473684)","(14.0, 18.0, 16.5)","(2.2, 2.58, 2.562222222222222)"
12-01-2023 08:05:25.567246,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.0, 13.85)","(8.5, 13.0, 12.923076923076923)","(4.4, 5.1, 5.026315789473684)","(14.0, 18.0, 16.5)","(2.2, 2.58, 2.565)"
12-01-2023 08:05:26.673217,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.0, 14.214285714285714)","(8.5, 13.0, 12.923076923076923)","(4.4, 5.1, 5.026315789473684)","(14.0, 18.0, 16.5)","(2.2, 2.58, 2.6316981132075474)"
12-01-2023 08:05:27.739708,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.214285714285714)","(8.5, 13.0, 12.923076923076923)","(4.4, 5.1, 4.996428571428572)","(14.0, 18.0, 16.5)","(2.2, 2.64, 2.601538461538462)"
12-01-2023 08:05:28.834308,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 12.923076923076923)","(4.4, 5.2, 4.888)","(14.0, 18.0, 16.5)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:29.969909,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 12.923076923076923)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 16.5)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:31.005844,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 12.923076923076923)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.294117647058822)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:32.020385,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 12.923076923076923)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.294117647058822)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:33.093624,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 12.923076923076923)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.294117647058822)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:34.217094,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 12.666666666666666)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.294117647058822)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:35.295108,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.888888888888888)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 12.666666666666666)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.294117647058822)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:36.388686,"(20.0, 36.0, 28.5)","(5.5, 7.0, 6.888888888888888)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 12.666666666666666)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 16.88888888888889)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:37.540786,"(20.0, 36.0, 28.5)","(5.5, 7.0, 6.870967741935484)","(31.0, 65.0, 53.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 13.0, 11.75)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 16.88888888888889)","(2.2, 2.62, 2.583076923076923)"
12-01-2023 08:05:38.667608,"(20.0, 34.0, 29.0)","(5.5, 7.0, 6.857142857142857)","(31.0, 60.0, 52.0)","(8.5, 14.5, 14.065217391304348)","(9.0, 12.0, 11.833333333333334)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 16.88888888888889)","(2.2, 2.62, 2.585)"
12-01-2023 08:05:39.793100,"(20.0, 34.0, 28.076923076923077)","(5.5, 7.0, 6.857142857142857)","(31.0, 60.0, 52.0)","(8.5, 14.5, 14.065217391304348)","(9.0, 12.0, 11.833333333333334)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.076923076923077)","(2.2, 2.62, 2.585)"
12-01-2023 08:05:40.911030,"(20.0, 34.0, 28.076923076923077)","(5.5, 7.0, 6.857142857142857)","(31.0, 55.0, 49.5)","(8.5, 14.5, 14.065217391304348)","(9.0, 12.0, 11.91304347826087)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.0)","(2.2, 2.62, 2.570344827586207)"
12-01-2023 08:05:42.043354,"(20.0, 34.0, 28.076923076923077)","(5.5, 7.0, 6.842105263157895)","(31.0, 55.0, 48.125)","(9.0, 14.5, 14.065217391304348)","(9.0, 12.0, 11.875)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.0)","(2.2, 2.62, 2.570344827586207)"
12-01-2023 08:05:43.206650,"(20.0, 34.0, 28.076923076923077)","(5.5, 7.0, 6.76)","(31.0, 55.0, 46.57142857142857)","(9.0, 14.5, 14.065217391304348)","(9.0, 12.5, 12.115384615384615)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.0)","(2.2, 2.62, 2.570344827586207)"
12-01-2023 08:05:44.336715,"(20.0, 34.0, 28.076923076923077)","(5.5, 7.0, 6.699999999999999)","(31.0, 50.0, 46.57142857142857)","(9.0, 14.5, 14.282608695652174)","(9.0, 12.5, 12.115384615384615)","(4.4, 5.0, 4.863414634146341)","(14.0, 18.0, 17.0)","(2.2, 2.62, 2.570344827586207)"
12-01-2023 08:05:45.437273,"(20.0, 34.0, 28.076923076923077)","(5.5, 7.0, 6.76)","(31.0, 50.0, 45.2)","(9.0, 14.5, 14.282608695652174)","(9.0, 12.5, 12.115384615384615)","(4.4, 5.0, 4.844444444444444)","(14.0, 18.0, 17.0)","(2.2, 2.62, 2.570344827586207)"
12-01-2023 08:05:46.600556,"(20.0, 34.0, 29.72222222222222)","(5.5, 7.0, 6.76)","(31.0, 50.0, 43.6)","(9.0, 14.5, 14.282608695652174)","(9.0, 12.5, 12.166666666666666)","(4.4, 5.0, 4.888)","(14.0, 18.0, 17.0)","(2.2, 2.62, 2.578181818181818)"
12-01-2023 08:05:47.682046,"(20.0, 34.0, 29.636363636363637)","(5.5, 7.0, 6.76)","(31.0, 50.0, 43.6)","(9.0, 14.5, 14.282608695652174)","(9.0, 13.0, 12.166666666666666)","(4.4, 5.0, 4.888)","(14.0, 18.0, 17.0)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:48.866831,"(20.0, 32.0, 30.5)","(5.5, 7.0, 6.76)","(31.0, 48.0, 42.285714285714285)","(9.0, 14.5, 14.282608695652174)","(9.0, 13.0, 12.25)","(4.4, 5.0, 4.888)","(14.0, 18.0, 17.0)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:49.962848,"(20.0, 34.0, 32.44444444444444)","(5.5, 7.0, 6.8)","(31.0, 48.0, 42.285714285714285)","(9.0, 14.5, 14.282608695652174)","(9.0, 13.0, 12.357142857142858)","(4.4, 5.0, 4.888)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:51.014280,"(21.0, 32.0, 29.916666666666668)","(5.5, 7.0, 6.85)","(31.0, 48.0, 41.6)","(9.0, 14.5, 14.272727272727273)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.888)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:52.001719,"(21.0, 32.0, 29.916666666666668)","(5.5, 7.0, 6.85)","(31.0, 48.0, 41.06666666666667)","(9.0, 14.5, 14.272727272727273)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:53.013813,"(21.0, 32.0, 29.916666666666668)","(5.5, 7.0, 6.822222222222222)","(31.0, 48.0, 41.06666666666667)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:54.026168,"(21.0, 32.0, 29.916666666666668)","(5.5, 7.0, 6.822222222222222)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:55.106102,"(21.0, 32.0, 29.916666666666668)","(5.5, 7.0, 6.822222222222222)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:56.193655,"(21.0, 32.0, 30.125)","(5.5, 7.0, 6.822222222222222)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:57.269736,"(21.0, 32.0, 30.125)","(5.5, 7.0, 6.822222222222222)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:58.356677,"(21.0, 32.0, 30.125)","(5.5, 7.0, 6.753846153846154)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:05:59.457928,"(21.0, 32.0, 30.125)","(5.5, 7.0, 6.8933333333333335)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 16.863636363636363)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:06:00.517666,"(21.0, 32.0, 30.125)","(5.5, 7.0, 6.8933333333333335)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 17.0)","(2.2, 2.6, 2.56)"
12-01-2023 08:06:01.535695,"(21.0, 32.0, 30.125)","(5.5, 7.0, 6.908571428571428)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.872727272727273)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.56)"
12-01-2023 08:06:02.544432,"(21.0, 32.0, 30.125)","(5.5, 7.0, 6.908571428571428)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.869565217391305)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5584615384615383)"
12-01-2023 08:06:03.577859,"(21.0, 32.0, 30.125)","(5.5, 7.0, 6.8545454545454545)","(31.0, 48.0, 40.827586206896555)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.90625)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5611111111111113)"
12-01-2023 08:06:04.686110,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 7.033333333333333)","(31.0, 46.0, 42.57142857142857)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.90625)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5611111111111113)"
12-01-2023 08:06:05.775044,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 7.0)","(31.0, 46.0, 40.666666666666664)","(9.0, 14.5, 14.277777777777779)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.90625)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5557142857142856)"
12-01-2023 08:06:06.783645,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 7.0)","(31.0, 46.0, 40.54545454545455)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.903225806451613)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5557142857142856)"
12-01-2023 08:06:07.852877,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 7.0)","(31.0, 46.0, 40.54545454545455)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.903225806451613)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5516666666666667)"
12-01-2023 08:06:08.918424,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.966666666666667)","(31.0, 46.0, 42.0)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.903225806451613)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5516666666666667)"
12-01-2023 08:06:09.975542,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.0)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.903225806451613)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5516666666666667)"
12-01-2023 08:06:11.096791,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 36.72727272727273)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.966666666666667)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5516666666666667)"
12-01-2023 08:06:12.222817,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 36.72727272727273)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.966666666666667)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5516666666666667)"
12-01-2023 08:06:13.305264,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 36.72727272727273)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.966666666666667)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5516666666666667)"
12-01-2023 08:06:14.456289,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 40.0)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 4.966666666666667)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5516666666666667)"
12-01-2023 08:06:15.568593,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.4)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.0, 5.066666666666666)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5575)"
12-01-2023 08:06:16.651939,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.4)","(9.0, 14.5, 14.261904761904763)","(9.0, 13.0, 12.555555555555555)","(4.4, 5.1, 5.074999999999999)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5682608695652176)"
12-01-2023 08:06:17.743330,"(21.0, 32.0, 30.333333333333332)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.4)","(9.0, 14.5, 14.25)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.074999999999999)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5682608695652176)"
12-01-2023 08:06:18.785596,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.4)","(9.0, 14.5, 14.25)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.074999999999999)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5521739130434784)"
12-01-2023 08:06:19.923911,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.25)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.074999999999999)","(14.0, 18.0, 17.0)","(2.2, 2.56, 2.5521739130434784)"
12-01-2023 08:06:20.983628,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.25)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.074999999999999)","(14.0, 18.0, 17.0)","(2.2, 2.56, 2.5521739130434784)"
12-01-2023 08:06:22.090787,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.074999999999999)","(14.0, 18.0, 17.0)","(2.2, 2.56, 2.5521739130434784)"
12-01-2023 08:06:23.141789,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.9399999999999995)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.074999999999999)","(14.0, 18.0, 16.75)","(2.2, 2.56, 2.5307692307692307)"
12-01-2023 08:06:24.202993,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.9399999999999995)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.071428571428571)","(14.0, 18.0, 16.75)","(2.2, 2.54, 2.518181818181818)"
12-01-2023 08:06:25.231069,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.926315789473684)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.071428571428571)","(14.0, 18.0, 16.75)","(2.2, 2.52, 2.5246153846153847)"
12-01-2023 08:06:26.349893,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.926315789473684)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.055)","(14.0, 18.0, 16.75)","(2.2, 2.54, 2.5228571428571427)"
12-01-2023 08:06:27.408231,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.911111111111111)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 5.068421052631579)","(14.0, 18.0, 16.75)","(2.2, 2.54, 2.5228571428571427)"
12-01-2023 08:06:28.445119,"(21.0, 32.0, 30.125)","(5.5, 7.2, 7.0)","(31.0, 44.0, 40.18181818181818)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.1, 4.9904761904761905)","(14.0, 18.0, 16.75)","(2.2, 2.54, 2.5348936170212766)"
12-01-2023 08:06:29.548303,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.977777777777778)","(31.0, 44.0, 40.18181818181818)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.8)","(4.4, 5.0, 4.975)","(14.0, 18.0, 16.75)","(2.2, 2.54, 2.5300000000000002)"
12-01-2023 08:06:30.598690,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.977777777777778)","(31.0, 44.0, 40.18181818181818)","(9.0, 14.5, 14.222222222222221)","(9.0, 13.0, 12.8)","(4.4, 5.0, 4.9714285714285715)","(14.0, 18.0, 16.75)","(2.2, 2.54, 2.5300000000000002)"
12-01-2023 08:06:31.670950,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.977777777777778)","(31.0, 44.0, 40.18181818181818)","(9.0, 14.5, 14.142857142857142)","(9.0, 13.0, 12.75)","(4.4, 5.0, 5.058333333333334)","(14.0, 18.0, 16.571428571428573)","(2.2, 2.54, 2.526666666666667)"
12-01-2023 08:06:32.739558,"(21.0, 32.0, 30.125)","(5.5, 7.2, 6.914285714285715)","(31.0, 44.0, 40.18181818181818)","(9.0, 14.5, 14.166666666666666)","(9.0, 13.0, 12.214285714285714)","(4.4, 5.1, 5.074999999999999)","(14.0, 18.0, 16.571428571428573)","(2.2, 2.54, 2.526666666666667)"
12-01-2023 08:06:33.882027,"(21.0, 32.0, 29.77777777777778)","(5.5, 7.2, 6.8)","(31.0, 44.0, 40.4)","(9.0, 14.5, 14.1)","(9.0, 13.5, 12.23076923076923)","(4.4, 5.1, 5.009090909090909)","(14.0, 18.0, 16.333333333333332)","(2.2, 2.54, 2.5490909090909093)"
12-01-2023 08:06:35.078697,"(21.0, 32.0, 30.666666666666668)","(5.5, 7.0, 6.828571428571428)","(31.0, 44.0, 40.4)","(9.0, 14.5, 14.166666666666666)","(9.0, 13.5, 12.23076923076923)","(4.4, 5.1, 5.009090909090909)","(14.0, 18.0, 16.333333333333332)","(2.2, 2.56, 2.54)"
12-01-2023 08:06:36.215245,"(21.0, 32.0, 30.666666666666668)","(5.5, 7.0, 6.777777777777778)","(31.0, 44.0, 40.4)","(9.0, 14.5, 14.166666666666666)","(9.0, 13.5, 12.23076923076923)","(4.4, 5.1, 5.009090909090909)","(14.0, 18.0, 16.333333333333332)","(2.2, 2.56, 2.5478260869565217)"
12-01-2023 08:06:37.381724,"(21.0, 32.0, 30.666666666666668)","(5.5, 7.0, 6.777777777777778)","(31.0, 44.0, 40.4)","(9.0, 14.5, 14.427272727272728)","(9.0, 13.5, 12.23076923076923)","(4.4, 5.1, 5.05)","(14.0, 18.0, 16.333333333333332)","(2.2, 2.56, 2.5478260869565217)"
12-01-2023 08:06:38.585873,"(21.0, 32.0, 30.666666666666668)","(5.5, 7.0, 6.777777777777778)","(31.0, 44.0, 40.4)","(9.0, 14.5, 14.427272727272728)","(9.0, 13.5, 12.23076923076923)","(4.4, 5.1, 5.05)","(14.0, 18.0, 16.333333333333332)","(2.2, 2.56, 2.5432)"
12-01-2023 08:06:39.722707,"(21.0, 32.0, 30.666666666666668)","(5.5, 7.0, 6.777777777777778)","(31.0, 44.0, 40.4)","(9.0, 14.5, 13.772727272727273)","(9.0, 13.5, 12.23076923076923)","(4.4, 5.1, 5.047058823529412)","(14.0, 18.0, 16.333333333333332)","(2.2, 2.56, 2.5432)"
12-01-2023 08:06:40.856548,"(21.0, 32.0, 30.666666666666668)","(5.5, 7.0, 6.75)","(31.0, 44.0, 40.4)","(9.0, 14.5, 14.136363636363637)","(9.0, 13.5, 12.23076923076923)","(4.4, 5.2, 5.066666666666666)","(14.0, 18.0, 16.333333333333332)","(2.2, 2.56, 2.5425)"
12-01-2023 08:06:42.003740,"(21.0, 32.0, 30.666666666666668)","(5.5, 7.0, 6.921052631578947)","(31.0, 44.0, 42.0)","(9.0, 14.5, 14.192307692307692)","(9.0, 13.5, 12.23076923076923)","(4.4, 5.2, 5.066666666666666)","(14.0, 18.0, 16.333333333333332)","(2.2, 2.56, 2.4985714285714287)"
12-01-2023 08:06:43.133030,"(21.0, 32.0, 29.5)","(5.5, 7.0, 6.723076923076923)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.875)","(9.0, 13.5, 12.631578947368421)","(4.4, 5.2, 5.110344827586206)","(14.0, 18.0, 16.833333333333332)","(2.2, 2.5, 2.4996491228070177)"
12-01-2023 08:06:44.233432,"(21.0, 32.0, 30.75)","(5.5, 7.0, 6.72)","(31.0, 44.0, 42.8)","(9.0, 16.0, 15.15625)","(9.0, 13.5, 12.272727272727273)","(4.4, 5.2, 5.055555555555555)","(14.0, 18.0, 16.928571428571427)","(2.2, 2.5, 2.4941463414634146)"
12-01-2023 08:06:45.290705,"(21.0, 32.0, 30.846153846153847)","(5.5, 7.0, 6.72)","(31.0, 44.0, 42.8)","(9.0, 15.5, 14.833333333333334)","(9.0, 13.5, 12.272727272727273)","(4.4, 5.2, 5.142857142857143)","(14.0, 17.0, 16.928571428571427)","(2.2, 2.5, 2.508)"
12-01-2023 08:06:46.284057,"(21.0, 32.0, 30.823529411764707)","(5.5, 7.0, 6.64)","(31.0, 44.0, 42.8)","(9.0, 15.5, 14.394736842105264)","(9.0, 13.5, 12.666666666666666)","(4.4, 5.2, 5.15)","(14.0, 17.0, 16.928571428571427)","(2.2, 2.52, 2.490181818181818)"
12-01-2023 08:06:47.371711,"(21.0, 32.0, 30.823529411764707)","(5.5, 7.2, 6.685714285714285)","(31.0, 44.0, 42.8)","(9.0, 15.5, 14.375)","(9.0, 13.0, 12.8125)","(4.4, 5.2, 5.175)","(14.0, 17.0, 16.928571428571427)","(2.2, 2.52, 2.4896296296296296)"
12-01-2023 08:06:48.514550,"(21.0, 32.0, 30.823529411764707)","(5.5, 7.2, 6.91764705882353)","(31.0, 44.0, 42.8)","(9.0, 15.5, 14.5)","(9.0, 13.0, 12.55)","(4.4, 5.4, 5.175)","(14.0, 17.0, 18.36111111111111)","(2.2, 2.52, 2.516777251184834)"
12-01-2023 08:06:49.691439,"(21.0, 32.0, 29.857142857142858)","(5.5, 7.2, 7.113043478260869)","(31.0, 44.0, 42.8)","(9.0, 15.0, 14.436507936507937)","(9.0, 13.0, 12.833333333333334)","(4.4, 5.4, 5.175)","(14.0, 18.5, 17.944444444444443)","(2.2, 2.52, 2.516914893617021)"
12-01-2023 08:06:50.928115,"(21.0, 32.0, 30.875)","(5.5, 7.2, 7.044444444444444)","(31.0, 44.0, 42.8)","(9.0, 14.5, 14.421875)","(9.0, 13.0, 12.8125)","(4.4, 5.4, 5.175)","(14.0, 18.5, 17.944444444444443)","(2.2, 2.52, 2.517005347593583)"
12-01-2023 08:06:52.181829,"(21.0, 32.0, 30.875)","(5.5, 7.2, 7.0)","(31.0, 44.0, 42.8)","(10.0, 14.5, 13.921052631578947)","(9.0, 13.0, 12.823529411764707)","(4.4, 5.4, 5.175)","(14.0, 18.5, 17.833333333333332)","(2.2, 2.52, 2.555)"
