,Lotta Moscato,Lilly Chrome,Passingthemistery,Love My Cheryl,Shes So Speightsy,Karma Ghia
10,"[datetime.datetime(2022, 11, 28, 9, 50, 27, 892465), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 892465), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 892465), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 892465), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 892465), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 892465), 4.0, 5.4]"
11,"[datetime.datetime(2022, 11, 28, 9, 50, 28, 989399), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 989399), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 989399), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 989399), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 989399), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 989399), 4.0, 5.4]"
12,"[datetime.datetime(2022, 11, 28, 9, 50, 30, 90042), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 90042), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 90042), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 90042), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 90042), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 90042), 4.0, 5.4]"
13,"[datetime.datetime(2022, 11, 28, 9, 50, 31, 190939), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 190939), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 190939), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 190939), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 190939), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 190939), 4.0, 5.4]"
14,"[datetime.datetime(2022, 11, 28, 9, 50, 32, 294252), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 294252), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 294252), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 294252), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 294252), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 294252), 4.0, 5.4]"
15,"[datetime.datetime(2022, 11, 28, 9, 50, 33, 407011), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 407011), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 407011), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 407011), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 407011), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 407011), 4.0, 5.4]"
16,"[datetime.datetime(2022, 11, 28, 9, 50, 34, 507163), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 507163), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 507163), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 507163), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 507163), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 507163), 4.0, 5.4]"
17,"[datetime.datetime(2022, 11, 28, 9, 50, 35, 620472), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 620472), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 620472), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 620472), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 620472), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 620472), 4.0, 5.4]"
18,"[datetime.datetime(2022, 11, 28, 9, 50, 36, 730598), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 730598), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 730598), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 730598), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 730598), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 730598), 4.0, 5.4]"
19,"[datetime.datetime(2022, 11, 28, 9, 50, 37, 829445), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 829445), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 829445), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 829445), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 829445), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 829445), 4.0, 5.4]"
20,"[datetime.datetime(2022, 11, 28, 9, 50, 38, 940396), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 940396), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 940396), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 940396), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 940396), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 940396), 4.0, 5.4]"
21,"[datetime.datetime(2022, 11, 28, 9, 50, 40, 44009), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 44009), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 44009), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 44009), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 44009), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 44009), 4.0, 5.4]"
22,"[datetime.datetime(2022, 11, 28, 9, 50, 41, 142957), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 142957), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 142957), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 142957), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 142957), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 142957), 4.0, 5.4]"
23,"[datetime.datetime(2022, 11, 28, 9, 50, 42, 246904), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 246904), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 246904), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 246904), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 246904), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 246904), 4.0, 5.4]"
24,"[datetime.datetime(2022, 11, 28, 9, 50, 43, 351013), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 351013), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 351013), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 351013), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 351013), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 351013), 4.0, 5.4]"
25,"[datetime.datetime(2022, 11, 28, 9, 50, 44, 450922), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 450922), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 450922), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 450922), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 450922), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 450922), 4.0, 5.4]"
26,"[datetime.datetime(2022, 11, 28, 9, 50, 45, 547197), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 547197), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 547197), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 547197), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 547197), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 547197), 4.0, 5.4]"
27,"[datetime.datetime(2022, 11, 28, 9, 50, 46, 657238), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 657238), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 657238), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 657238), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 657238), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 657238), 4.0, 5.4]"
28,"[datetime.datetime(2022, 11, 28, 9, 50, 47, 760507), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 760507), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 760507), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 760507), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 760507), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 760507), 4.0, 5.4]"
29,"[datetime.datetime(2022, 11, 28, 9, 50, 48, 856215), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 856215), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 856215), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 856215), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 856215), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 856215), 4.0, 5.4]"
30,"[datetime.datetime(2022, 11, 28, 9, 50, 49, 961212), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 961212), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 961212), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 961212), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 961212), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 961212), 4.0, 5.4]"
31,"[datetime.datetime(2022, 11, 28, 9, 50, 51, 58300), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 58300), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 58300), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 58300), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 58300), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 58300), 4.0, 5.4]"
32,"[datetime.datetime(2022, 11, 28, 9, 50, 52, 153418), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 153418), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 153418), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 153418), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 153418), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 153418), 4.0, 5.4]"
33,"[datetime.datetime(2022, 11, 28, 9, 50, 53, 255659), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 255659), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 255659), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 255659), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 255659), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 255659), 4.0, 5.4]"
34,"[datetime.datetime(2022, 11, 28, 9, 50, 54, 352600), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 352600), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 352600), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 352600), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 352600), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 352600), 4.0, 5.4]"
35,"[datetime.datetime(2022, 11, 28, 9, 50, 55, 449569), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 449569), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 449569), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 449569), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 449569), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 449569), 4.0, 5.4]"
36,"[datetime.datetime(2022, 11, 28, 9, 50, 56, 554811), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 554811), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 554811), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 554811), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 554811), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 554811), 4.0, 5.4]"
37,"[datetime.datetime(2022, 11, 28, 9, 50, 57, 654024), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 654024), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 654024), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 654024), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 654024), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 654024), 4.0, 5.4]"
38,"[datetime.datetime(2022, 11, 28, 9, 50, 58, 759254), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 759254), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 759254), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 759254), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 759254), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 759254), 4.0, 5.4]"
39,"[datetime.datetime(2022, 11, 28, 9, 50, 59, 874944), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 874944), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 874944), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 874944), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 874944), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 874944), 4.0, 5.4]"
40,"[datetime.datetime(2022, 11, 28, 9, 51, 0, 969623), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 969623), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 969623), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 969623), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 969623), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 969623), 4.0, 5.4]"
41,"[datetime.datetime(2022, 11, 28, 9, 51, 2, 66128), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 66128), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 66128), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 66128), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 66128), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 66128), 4.0, 5.4]"
42,"[datetime.datetime(2022, 11, 28, 9, 51, 3, 174666), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 174666), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 174666), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 174666), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 174666), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 174666), 4.0, 5.4]"
43,"[datetime.datetime(2022, 11, 28, 9, 51, 4, 273381), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 273381), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 273381), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 273381), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 273381), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 273381), 4.0, 5.4]"
44,"[datetime.datetime(2022, 11, 28, 9, 51, 5, 372530), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 372530), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 372530), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 372530), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 372530), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 372530), 4.0, 5.4]"
45,"[datetime.datetime(2022, 11, 28, 9, 51, 6, 470510), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 6, 470510), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 6, 470510), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 6, 470510), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 6, 470510), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 6, 470510), 4.0, 5.4]"
46,"[datetime.datetime(2022, 11, 28, 9, 51, 7, 569589), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 569589), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 569589), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 569589), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 569589), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 569589), 4.0, 5.4]"
47,"[datetime.datetime(2022, 11, 28, 9, 51, 8, 669802), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 669802), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 669802), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 669802), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 669802), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 669802), 4.0, 5.4]"
48,"[datetime.datetime(2022, 11, 28, 9, 51, 9, 778682), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 778682), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 778682), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 778682), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 778682), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 778682), 4.0, 5.4]"
49,"[datetime.datetime(2022, 11, 28, 9, 51, 10, 881772), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 881772), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 881772), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 881772), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 881772), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 881772), 4.0, 5.4]"
50,"[datetime.datetime(2022, 11, 28, 9, 51, 11, 991963), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 991963), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 991963), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 991963), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 991963), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 991963), 4.0, 5.4]"
51,"[datetime.datetime(2022, 11, 28, 9, 51, 13, 109134), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 110136), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 110136), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 110136), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 110136), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 110136), 4.0, 5.4]"
52,"[datetime.datetime(2022, 11, 28, 9, 51, 14, 219052), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 219052), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 219052), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 219052), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 219052), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 219052), 4.0, 5.4]"
53,"[datetime.datetime(2022, 11, 28, 9, 51, 15, 314438), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 15, 314438), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 15, 314438), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 51, 15, 314438), 2.6, 16.5]","[datetime.datetime(2022, 11, 28, 9, 51, 15, 314438), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 51, 15, 314438), 4.0, 5.4]"
