,Aston General,Gyarados,Sugar Freak,Myola Pocket,Quinnley Bale,Scott To Burn,Extremely
07-01-2023 20:36:11.326361,"(5.0, 9.6, 9.04)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.8375)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:12.383324,"(5.0, 9.6, 9.04)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.944680851063829)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:13.522817,"(5.0, 9.6, 9.04)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.75)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:14.795742,"(5.0, 9.6, 8.733333333333333)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.75)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.4375)","(3.7, 4.7, 4.58)"
07-01-2023 20:36:15.958774,"(5.0, 9.6, 8.733333333333333)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.75)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.58)"
07-01-2023 20:36:17.138474,"(5.0, 9.6, 8.733333333333333)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.75)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.58)"
07-01-2023 20:36:18.286097,"(5.0, 9.6, 8.733333333333333)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.75)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.58)"
07-01-2023 20:36:19.367679,"(5.0, 9.6, 9.1125)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.75)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.58)"
07-01-2023 20:36:20.499394,"(5.0, 9.6, 9.1125)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.75)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.328571428571428)"
07-01-2023 20:36:21.606549,"(5.0, 9.6, 9.1125)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.75)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.328571428571428)"
07-01-2023 20:36:22.727653,"(5.0, 9.6, 9.1125)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.891304347826087)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:23.840495,"(5.0, 9.6, 9.1125)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 6.891304347826087)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:25.021965,"(5.0, 9.6, 9.1125)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 5.8)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:26.149521,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 5.8)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:27.275750,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 6.866666666666667)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:28.378254,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 6.866666666666667)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:29.525667,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 6.946666666666667)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:30.763085,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 5.85)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:31.985747,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 5.85)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:33.175569,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 6.808333333333334)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:34.424572,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 6.808333333333334)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:35.482981,"(5.0, 9.6, 9.127272727272727)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 6.808333333333334)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.411764705882353)"
07-01-2023 20:36:36.678871,"(5.0, 9.6, 7.542857142857143)","(6.5, 7.0, 6.6000000000000005)","(3.6, 7.0, 5.9)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.328571428571428)"
07-01-2023 20:36:37.854088,"(5.0, 9.6, 7.542857142857143)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.9)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.328571428571428)"
07-01-2023 20:36:38.955789,"(5.0, 9.6, 7.542857142857143)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.9)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.88888888888889)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.328571428571428)"
07-01-2023 20:36:40.177374,"(5.0, 9.6, 7.542857142857143)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.877777777777778)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 14.666666666666666)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.425)"
07-01-2023 20:36:41.286377,"(5.0, 9.2, 8.2)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.877777777777778)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.8)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.425)"
07-01-2023 20:36:42.449145,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.946341463414634)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.5, 12.583333333333334)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.425)"
07-01-2023 20:36:43.791242,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.5, 14.4)","(3.8, 4.6, 4.4375)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:45.000185,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.47)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:46.177073,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.47)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:47.372340,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.540909090909091)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:48.698065,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.540909090909091)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:49.987225,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.540909090909091)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:51.269923,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.574999999999999)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:52.506104,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.3)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:53.509241,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.564705882352941)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:54.587919,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.564705882352941)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:55.775129,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.564705882352941)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:57.001628,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:58.282776,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:36:59.426789,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:00.570208,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 5.95)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:01.732184,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.825)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:02.949616,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.825)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:04.111294,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.825)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:05.225552,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.825)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:06.361603,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.866666666666667)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:07.534801,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.866666666666667)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:08.684705,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.0)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.363636363636363)"
07-01-2023 20:37:09.857607,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.05)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.8, 4.58)"
07-01-2023 20:37:11.020086,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.05)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.8, 4.6, 4.35)","(3.7, 4.7, 4.58)"
07-01-2023 20:37:12.163316,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.05)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.2846153846153845)"
07-01-2023 20:37:13.356837,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.233333333333333)","(3.6, 7.0, 6.05)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.175)"
07-01-2023 20:37:14.570945,"(5.0, 9.4, 8.3)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.05)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:15.749427,"(5.0, 9.4, 9.2625)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.05)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:16.810466,"(5.0, 9.4, 9.2625)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.05)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:17.900593,"(5.0, 9.8, 9.716129032258065)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.05)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:19.105155,"(5.0, 10.0, 7.688888888888889)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.88125)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:20.248385,"(5.0, 10.0, 8.761904761904763)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.88125)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:21.359663,"(5.0, 10.0, 8.459259259259259)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.1)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:22.492025,"(5.0, 10.0, 8.459259259259259)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.1)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:23.631546,"(5.0, 10.0, 8.933333333333334)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.1)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:24.846633,"(5.0, 10.0, 7.741176470588235)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.1)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:26.067983,"(5.0, 10.0, 7.741176470588235)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.1)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:27.273912,"(5.0, 10.0, 7.741176470588235)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.1)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:28.438314,"(5.0, 10.0, 7.741176470588235)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.1)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:29.697016,"(5.0, 10.0, 7.741176470588235)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.836363636363636)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:30.898560,"(5.0, 10.0, 7.741176470588235)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.91)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:32.081246,"(5.0, 10.0, 7.741176470588235)","(6.5, 7.0, 6.232)","(3.6, 7.0, 6.953846153846154)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:33.608617,"(5.0, 10.0, 8.675862068965516)","(6.5, 7.0, 6.436363636363636)","(3.6, 7.0, 6.953846153846154)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:34.870183,"(5.0, 10.0, 8.675862068965516)","(6.5, 6.6, 6.425806451612903)","(3.6, 7.0, 6.953846153846154)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:36.479786,"(5.0, 10.0, 9.04)","(6.5, 6.6, 6.425806451612903)","(3.6, 7.0, 6.953846153846154)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:37.855556,"(5.0, 10.0, 9.04)","(6.5, 6.6, 6.425806451612903)","(3.6, 7.0, 6.953846153846154)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.35)","(3.7, 4.7, 4.3769230769230765)"
07-01-2023 20:37:39.474306,"(5.0, 10.0, 9.04)","(6.5, 6.6, 6.425806451612903)","(3.6, 7.0, 6.953846153846154)","(19.0, 42.0, 31.0)","(10.0, 15.0, 14.4)","(3.9, 4.6, 4.49)","(3.7, 4.7, 4.3)"
07-01-2023 20:37:40.888730,"(5.0, 10.0, 9.04)","(6.5, 6.6, 6.425806451612903)","(3.6, 7.0, 6.953846153846154)","(19.0, 42.0, 31.0)","(10.0, 15.0, 13.2)","(3.9, 4.7, 4.56875)","(3.7, 4.6, 4.5285714285714285)"
07-01-2023 20:37:42.173926,"(5.0, 9.4, 9.328)","(6.5, 6.6, 6.482608695652174)","(3.6, 7.0, 6.653846153846153)","(19.0, 42.0, 31.0)","(10.0, 15.0, 13.333333333333334)","(3.9, 4.7, 4.2625)","(3.7, 4.6, 4.614285714285714)"
07-01-2023 20:37:43.458871,"(5.0, 9.4, 9.712)","(6.5, 6.6, 6.425806451612903)","(3.6, 7.0, 6.7673469387755105)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.7, 4.7, 4.614285714285714)"
07-01-2023 20:37:44.792716,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.425806451612903)","(3.6, 6.8, 6.307692307692308)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.7, 4.7, 4.614285714285714)"
07-01-2023 20:37:46.111035,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.352)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.7, 4.7, 4.614285714285714)"
07-01-2023 20:37:47.409663,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.352)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:48.736002,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.352)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:50.086452,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.352)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:51.472308,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.352)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:52.800086,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.352)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:54.218973,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.352)","(19.0, 42.0, 31.0)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:55.481904,"(5.0, 9.8, 9.712)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.352)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:56.687574,"(5.0, 9.8, 9.715384615384616)","(6.5, 6.6, 6.457894736842105)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:57.925499,"(5.0, 9.8, 9.715384615384616)","(6.5, 6.6, 6.425806451612903)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:37:59.201863,"(5.0, 9.8, 9.715384615384616)","(6.5, 6.6, 6.425806451612903)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:38:00.402796,"(5.0, 9.8, 9.133333333333333)","(6.5, 6.6, 6.425806451612903)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:38:01.530674,"(5.0, 9.8, 9.3)","(6.5, 6.6, 6.425806451612903)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 12.4)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:38:02.761911,"(5.0, 9.8, 9.3)","(6.5, 6.6, 6.425806451612903)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 15.0, 13.25)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:38:04.050218,"(5.0, 9.8, 9.3)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 14.5, 13.0)","(3.9, 4.7, 4.2625)","(3.8, 4.7, 4.614285714285714)"
07-01-2023 20:38:05.332290,"(5.0, 9.8, 9.3)","(6.5, 6.6, 6.4312499999999995)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 14.5, 13.0)","(3.9, 4.7, 4.466666666666667)","(3.8, 4.7, 4.682352941176471)"
07-01-2023 20:38:06.589473,"(5.0, 9.8, 9.3)","(6.5, 6.6, 6.425806451612903)","(3.6, 6.4, 6.325925925925926)","(19.0, 42.0, 34.142857142857146)","(10.0, 14.5, 11.9)","(3.9, 4.7, 4.466666666666667)","(3.8, 4.7, 4.682352941176471)"
