,Busters Choice,Gunfighter,Lee Haitch Oh,Uplink,Fort Jefferson,Silver Onyx,Skyforger,Electric Daisy,Secia,Firey Panz,Mean Girls
12-01-2023 14:59:04.209789,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 145.0)","(10.0, 14.0, 13.030303030303031)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:05.601423,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 14.0, 13.030303030303031)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:06.971709,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 14.0, 13.030303030303031)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:08.341238,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 14.0, 13.365384615384615)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:09.860025,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:11.248078,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:12.545631,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:13.897212,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:15.185673,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:16.485536,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:17.815028,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:19.146114,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:20.579761,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:21.933071,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:23.300832,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:24.684851,"(101.0, 230.0, 214.28571428571428)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:25.999657,"(101.0, 230.0, 214.28571428571428)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:27.438836,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:28.892016,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:30.342063,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.678260869565217)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 78.2962962962963)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:31.740655,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.685714285714286)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 140.0, 43.6)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:33.219488,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.685714285714286)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 43.6)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:34.558045,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.685714285714286)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 43.6)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:35.927761,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.685714285714286)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 43.6)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:37.279451,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.1)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 42.888888888888886)","(4.8, 6.4, 5.98)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:38.558540,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 42.888888888888886)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:39.976648,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 42.888888888888886)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:41.317374,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 42.888888888888886)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:42.731683,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 40.69767441860465)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:44.459313,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:46.078843,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:47.670108,"(101.0, 230.0, 196.66666666666669)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:49.128875,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:50.458803,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:51.849676,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:53.267767,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:54.696822,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:56.130874,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:57.579496,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 14:59:58.958274,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:00.378446,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:01.714193,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:02.953287,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:04.249521,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:05.604005,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 201.66666666666666)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.23679012345679)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:07.028211,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 196.0)","(10.0, 13.5, 13.36)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.238)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.36363636363637)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:08.453578,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 196.0)","(10.0, 13.5, 13.36)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.238)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.36363636363637)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:09.924997,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 196.0)","(10.0, 13.5, 13.36)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.238)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.36363636363637)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:11.346559,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 196.0)","(10.0, 13.5, 13.36)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.238)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.36363636363637)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:12.774034,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 196.0)","(10.0, 13.5, 13.36)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.238)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.36363636363637)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:14.257092,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 196.0)","(10.0, 13.5, 13.36)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.238)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.36363636363637)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:15.692625,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 196.0)","(10.0, 13.5, 13.36)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.238)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.36363636363637)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
12-01-2023 15:00:17.087367,"(101.0, 230.0, 175.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 230.0, 197.5)","(51.0, 230.0, 196.0)","(10.0, 13.5, 13.36)","(3.9, 5.8, 5.290909090909091)","(2.1, 2.28, 2.238)","(51.0, 230.0, 147.5)","(41.0, 50.0, 39.36363636363637)","(4.8, 6.4, 6.1)","(31.0, 120.0, 85.33333333333333)"
