,Busters Choice,Gunfighter,Lee Haitch Oh,Uplink,Fort Jefferson,Silver Onyx,Skyforger,Electric Daisy,Secia,Firey Panz,Mean Girls
12-01-2023 15:14:22.815704,"(101.0, 220.0, 178.33333333333331)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 140.0)","(10.0, 14.5, 14.1)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.241634241245136)","(51.0, 200.0, 161.42857142857142)","(41.0, 95.0, 79.0909090909091)","(4.8, 5.9, 5.75)","(31.0, 75.0, 52.0)"
12-01-2023 15:14:24.240796,"(101.0, 220.0, 178.33333333333331)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 140.0)","(10.0, 14.5, 14.1)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.241634241245136)","(51.0, 200.0, 161.42857142857142)","(41.0, 95.0, 79.0909090909091)","(4.8, 5.9, 5.75)","(31.0, 75.0, 52.0)"
12-01-2023 15:14:25.545523,"(101.0, 220.0, 178.33333333333331)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 140.0)","(10.0, 14.5, 14.1)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.241634241245136)","(51.0, 200.0, 161.42857142857142)","(41.0, 95.0, 79.0909090909091)","(4.8, 5.9, 5.75)","(31.0, 75.0, 60.0)"
12-01-2023 15:14:26.843269,"(101.0, 220.0, 178.33333333333331)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 130.0)","(10.0, 14.5, 14.1)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.241634241245136)","(51.0, 200.0, 161.42857142857142)","(41.0, 95.0, 79.0909090909091)","(4.8, 5.9, 5.75)","(31.0, 75.0, 60.0)"
12-01-2023 15:14:28.183131,"(101.0, 220.0, 178.33333333333331)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 130.0)","(10.0, 14.5, 14.1)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.241634241245136)","(51.0, 200.0, 161.42857142857142)","(41.0, 95.0, 79.0909090909091)","(4.8, 5.9, 5.75)","(31.0, 75.0, 60.0)"
12-01-2023 15:14:29.474225,"(101.0, 220.0, 178.33333333333331)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 130.0)","(10.0, 14.5, 14.1)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 161.42857142857142)","(41.0, 95.0, 79.0909090909091)","(4.8, 5.9, 5.75)","(31.0, 75.0, 60.0)"
12-01-2023 15:14:31.052611,"(101.0, 220.0, 178.33333333333331)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 130.0)","(10.0, 14.5, 14.1)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 161.42857142857142)","(41.0, 95.0, 79.0909090909091)","(4.8, 5.9, 5.75)","(31.0, 75.0, 60.0)"
12-01-2023 15:14:32.902279,"(101.0, 220.0, 170.0)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 127.5)","(10.0, 14.5, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 146.0)","(41.0, 95.0, 75.55555555555556)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:34.556708,"(101.0, 220.0, 170.0)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 127.5)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:36.066536,"(101.0, 220.0, 170.0)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 127.5)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:37.517615,"(101.0, 220.0, 184.28571428571428)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 106.66666666666666)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:38.915515,"(101.0, 220.0, 165.0)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 106.66666666666666)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:40.309563,"(101.0, 220.0, 165.0)","(10.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 106.66666666666666)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:41.734939,"(101.0, 220.0, 165.0)","(9.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 106.66666666666666)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:43.133365,"(101.0, 220.0, 165.0)","(9.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 106.66666666666666)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:44.555416,"(101.0, 220.0, 165.0)","(9.0, 16.0, 15.0)","(101.0, 220.0, 172.0)","(51.0, 180.0, 106.66666666666666)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2414062500000003)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.75)","(31.0, 75.0, 53.5)"
12-01-2023 15:14:45.903761,"(101.0, 220.0, 165.0)","(9.0, 16.0, 14.625)","(101.0, 220.0, 172.0)","(51.0, 180.0, 123.33333333333334)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2027237354085605)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.66)","(31.0, 75.0, 61.33333333333333)"
12-01-2023 15:14:47.269924,"(101.0, 220.0, 165.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 220.0, 172.0)","(51.0, 230.0, 120.0)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.203846153846154)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 75.0, 74.66666666666666)"
12-01-2023 15:14:48.636287,"(101.0, 220.0, 165.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.203846153846154)","(51.0, 200.0, 144.0)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:14:50.000102,"(101.0, 220.0, 176.0)","(9.0, 15.5, 13.75)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.5)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.203846153846154)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:14:51.347962,"(101.0, 220.0, 170.0)","(9.0, 15.5, 13.653846153846153)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.166666666666666)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.203846153846154)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:14:52.676683,"(101.0, 220.0, 170.0)","(9.0, 15.5, 13.653846153846153)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.166666666666666)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.203846153846154)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:14:54.093535,"(101.0, 220.0, 170.0)","(9.0, 15.0, 13.125)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.775)","(2.0, 2.3, 2.2181818181818183)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:14:55.436142,"(101.0, 220.0, 170.0)","(9.0, 15.0, 13.75)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.775)","(2.0, 2.26, 2.182888888888889)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:14:56.826135,"(101.0, 220.0, 170.0)","(9.0, 15.0, 13.5)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.8375)","(2.0, 2.2, 2.18075)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.818367346938776)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:14:58.249246,"(101.0, 220.0, 170.0)","(9.0, 15.0, 14.6875)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.833333333333334)","(2.0, 2.2, 2.190909090909091)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.66)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:14:59.704099,"(101.0, 220.0, 170.0)","(9.0, 15.0, 14.6875)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.8828571428571435)","(2.0, 2.2, 2.164)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 95.0, 74.66666666666666)"
12-01-2023 15:15:01.088832,"(101.0, 220.0, 170.0)","(9.0, 15.0, 14.6875)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.86923076923077)","(2.0, 2.2, 2.164651162790698)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 65.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 95.0, 58.888888888888886)"
12-01-2023 15:15:02.475951,"(101.0, 220.0, 170.0)","(9.0, 15.0, 14.6875)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.855555555555556)","(2.0, 2.2, 2.164651162790698)","(51.0, 200.0, 153.33333333333331)","(41.0, 95.0, 75.0)","(4.8, 5.9, 5.614285714285715)","(31.0, 90.0, 51.0)"
12-01-2023 15:15:03.884477,"(101.0, 220.0, 170.0)","(9.0, 15.0, 14.6875)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.855555555555556)","(2.0, 2.2, 2.164651162790698)","(51.0, 200.0, 153.33333333333331)","(41.0, 90.0, 65.0)","(4.8, 5.9, 5.66)","(31.0, 75.0, 66.8)"
12-01-2023 15:15:05.268280,"(101.0, 220.0, 170.0)","(9.0, 15.0, 14.6875)","(101.0, 220.0, 172.0)","(51.0, 220.0, 120.0)","(10.0, 14.0, 13.357142857142858)","(4.0, 5.9, 5.855555555555556)","(2.0, 2.2, 2.164651162790698)","(51.0, 200.0, 153.33333333333331)","(41.0, 90.0, 64.16666666666667)","(4.8, 5.9, 5.66)","(31.0, 75.0, 52.22222222222222)"
12-01-2023 15:15:06.744690,"(101.0, 220.0, 170.0)","(9.0, 15.0, 14.7)","(101.0, 220.0, 146.66666666666666)","(51.0, 220.0, 107.5)","(10.0, 14.0, 13.59090909090909)","(4.0, 5.9, 5.855555555555556)","(2.0, 2.2, 2.1651908396946564)","(51.0, 200.0, 121.25)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 75.0, 50.0)"
12-01-2023 15:15:08.209510,"(101.0, 220.0, 160.0)","(9.0, 15.0, 14.0)","(101.0, 220.0, 146.66666666666666)","(51.0, 220.0, 140.0)","(10.0, 14.0, 13.73076923076923)","(4.0, 5.9, 5.855555555555556)","(2.0, 2.2, 2.1651908396946564)","(51.0, 200.0, 142.5)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 65.0, 50.90909090909091)"
12-01-2023 15:15:09.622102,"(101.0, 220.0, 160.0)","(9.0, 15.0, 14.142857142857142)","(101.0, 220.0, 146.66666666666666)","(51.0, 210.0, 110.0)","(10.0, 14.5, 14.155172413793103)","(4.0, 5.9, 5.855555555555556)","(2.0, 2.2, 2.1651908396946564)","(51.0, 190.0, 133.33333333333334)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 65.0, 53.5)"
12-01-2023 15:15:10.968289,"(101.0, 220.0, 160.0)","(9.0, 15.0, 14.727272727272727)","(101.0, 220.0, 160.0)","(51.0, 190.0, 110.0)","(10.0, 14.5, 14.155172413793103)","(4.0, 5.9, 5.855555555555556)","(2.0, 2.2, 2.1651908396946564)","(51.0, 210.0, 133.33333333333334)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 60.0, 48.18181818181819)"
12-01-2023 15:15:12.291687,"(101.0, 220.0, 160.0)","(9.0, 15.0, 14.1)","(101.0, 220.0, 175.0)","(51.0, 190.0, 143.33333333333331)","(10.0, 14.5, 13.818181818181818)","(4.0, 5.9, 5.733333333333333)","(2.0, 2.2, 2.1674285714285717)","(51.0, 210.0, 133.33333333333334)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 60.0, 45.45454545454545)"
12-01-2023 15:15:13.715543,"(101.0, 220.0, 160.0)","(9.0, 15.0, 14.1)","(101.0, 220.0, 175.0)","(51.0, 180.0, 120.0)","(10.0, 14.5, 13.818181818181818)","(4.0, 6.0, 5.792)","(2.0, 2.2, 2.1674285714285717)","(51.0, 210.0, 133.33333333333334)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 55.0, 45.45454545454545)"
12-01-2023 15:15:15.112003,"(101.0, 220.0, 160.0)","(9.0, 15.0, 14.1)","(101.0, 220.0, 175.0)","(51.0, 170.0, 110.0)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.0, 5.752380952380952)","(2.0, 2.2, 2.1674285714285717)","(51.0, 210.0, 133.33333333333334)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 55.0, 45.2)"
12-01-2023 15:15:16.479383,"(101.0, 220.0, 160.0)","(9.0, 15.0, 14.1)","(101.0, 220.0, 166.66666666666666)","(51.0, 150.0, 105.0)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.0, 5.889361702127659)","(2.0, 2.2, 2.1674285714285717)","(51.0, 210.0, 133.33333333333334)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 48.0, 39.333333333333336)"
12-01-2023 15:15:17.891563,"(101.0, 220.0, 160.0)","(9.0, 15.0, 14.1)","(101.0, 220.0, 166.66666666666666)","(51.0, 140.0, 105.0)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.0, 5.889361702127659)","(2.0, 2.2, 2.1674285714285717)","(51.0, 210.0, 133.33333333333334)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:19.312571,"(101.0, 220.0, 160.0)","(9.0, 15.0, 16.4)","(101.0, 220.0, 184.0)","(51.0, 140.0, 91.25)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.0, 5.79375)","(2.0, 2.2, 2.1674285714285717)","(51.0, 210.0, 133.33333333333334)","(41.0, 85.0, 67.85714285714286)","(4.8, 5.9, 5.614285714285715)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:20.796017,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.833333333333332)","(101.0, 220.0, 175.0)","(51.0, 140.0, 108.88888888888889)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.0, 5.921428571428572)","(2.0, 2.2, 2.1674285714285717)","(51.0, 210.0, 133.33333333333334)","(41.0, 85.0, 75.83333333333333)","(4.8, 5.9, 5.614285714285715)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:22.314851,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.4)","(101.0, 220.0, 175.0)","(51.0, 120.0, 101.81818181818181)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.0, 6.237037037037037)","(2.0, 2.2, 2.1642857142857146)","(51.0, 210.0, 133.33333333333334)","(41.0, 130.0, 92.5)","(4.8, 5.9, 5.614285714285715)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:23.671671,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.4)","(101.0, 220.0, 175.0)","(51.0, 120.0, 96.25)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.4, 6.225882352941177)","(2.0, 2.2, 2.1642857142857146)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 92.5)","(4.8, 5.9, 5.614285714285715)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:25.138177,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.4)","(101.0, 220.0, 166.66666666666666)","(51.0, 100.0, 101.11111111111111)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.4, 6.232558139534884)","(2.0, 2.2, 2.1642857142857146)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 109.0)","(4.8, 5.9, 5.4714285714285715)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:26.566077,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.4)","(101.0, 220.0, 173.33333333333334)","(51.0, 110.0, 91.875)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.4, 6.232558139534884)","(2.0, 2.2, 2.164137931034483)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 109.0)","(4.8, 5.9, 5.4714285714285715)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:28.023751,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.4)","(101.0, 220.0, 173.33333333333334)","(51.0, 95.0, 91.875)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.4, 6.34)","(1.95, 2.2, 2.164137931034483)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 92.5)","(4.8, 5.9, 5.4714285714285715)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:29.416606,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.833333333333332)","(101.0, 220.0, 173.33333333333334)","(51.0, 95.0, 87.5)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.4, 6.36)","(1.95, 2.2, 2.1205913978494624)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 92.5)","(4.8, 5.9, 5.786792452830189)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:30.816810,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.375)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 87.5)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.4, 6.36)","(1.95, 2.14, 2.1204336043360437)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 92.5)","(4.8, 5.9, 5.786792452830189)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:32.149174,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.375)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 87.5)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.1210747051114023)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 92.5)","(4.8, 5.9, 5.786792452830189)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:33.459687,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.375)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 88.0)","(10.0, 14.5, 14.153846153846153)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.1210747051114023)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 92.5)","(4.8, 5.9, 5.786792452830189)","(31.0, 46.0, 37.69230769230769)"
12-01-2023 15:15:34.874734,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.833333333333332)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 88.0)","(10.0, 14.5, 14.323529411764707)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.1143516873889876)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 92.5)","(4.8, 5.9, 5.611594202898551)","(31.0, 44.0, 37.63636363636363)"
12-01-2023 15:15:36.225760,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.833333333333332)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 88.0)","(10.0, 14.5, 14.323529411764707)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.1143516873889876)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 75.83333333333333)","(4.8, 5.8, 5.5777777777777775)","(31.0, 44.0, 36.857142857142854)"
12-01-2023 15:15:37.686626,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.375)","(101.0, 220.0, 185.0)","(51.0, 90.0, 88.0)","(10.0, 14.5, 17.125)","(4.0, 6.4, 6.379310344827586)","(1.95, 2.14, 2.1143516873889876)","(51.0, 210.0, 133.33333333333334)","(41.0, 130.0, 75.83333333333333)","(4.8, 5.8, 5.5777777777777775)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:39.115415,"(101.0, 220.0, 160.0)","(9.0, 17.0, 16.5)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 88.0)","(10.0, 18.0, 16.133333333333333)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.1143516873889876)","(51.0, 210.0, 133.33333333333334)","(41.0, 130.0, 75.83333333333333)","(4.8, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:40.517714,"(101.0, 220.0, 160.0)","(9.0, 17.0, 15.2)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 88.0)","(10.0, 18.0, 16.133333333333333)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.1143516873889876)","(51.0, 210.0, 133.33333333333334)","(41.0, 130.0, 75.83333333333333)","(4.8, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:41.974183,"(101.0, 220.0, 160.0)","(9.0, 17.0, 15.11111111111111)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 85.0)","(10.0, 18.0, 16.61111111111111)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.1143516873889876)","(51.0, 210.0, 133.33333333333334)","(41.0, 130.0, 106.25)","(4.8, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:43.402470,"(101.0, 220.0, 160.0)","(9.0, 16.5, 15.11111111111111)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 85.0)","(10.0, 18.0, 16.928571428571427)","(4.0, 6.4, 6.2444444444444445)","(1.95, 2.14, 2.1088120950323974)","(51.0, 210.0, 133.33333333333334)","(41.0, 120.0, 90.0)","(4.8, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:44.757048,"(101.0, 220.0, 160.0)","(9.0, 16.5, 15.0)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 85.0)","(10.0, 18.0, 16.928571428571427)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.08224)","(51.0, 210.0, 133.33333333333334)","(41.0, 110.0, 90.0)","(4.8, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:46.079730,"(101.0, 220.0, 160.0)","(9.0, 16.5, 15.0)","(101.0, 220.0, 173.33333333333334)","(51.0, 90.0, 85.0)","(10.0, 18.0, 16.928571428571427)","(4.0, 6.4, 6.28)","(1.95, 2.14, 2.08224)","(51.0, 210.0, 133.33333333333334)","(41.0, 110.0, 94.0)","(5.0, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:47.528575,"(101.0, 220.0, 160.0)","(10.0, 16.5, 15.0)","(101.0, 220.0, 173.33333333333334)","(61.0, 90.0, 85.0)","(10.0, 18.0, 16.928571428571427)","(4.4, 6.4, 6.28)","(2.0, 2.14, 2.08224)","(61.0, 210.0, 133.33333333333334)","(41.0, 110.0, 88.0)","(5.0, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:48.955193,"(101.0, 220.0, 160.0)","(10.0, 16.5, 15.0)","(101.0, 220.0, 173.33333333333334)","(61.0, 90.0, 85.0)","(10.0, 18.0, 16.928571428571427)","(4.4, 6.4, 6.28)","(2.0, 2.14, 2.08224)","(61.0, 210.0, 133.33333333333334)","(41.0, 100.0, 88.0)","(5.0, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
12-01-2023 15:15:50.491227,"(101.0, 220.0, 160.0)","(10.0, 16.5, 15.0)","(101.0, 220.0, 173.33333333333334)","(61.0, 90.0, 85.0)","(10.0, 18.0, 16.928571428571427)","(4.4, 6.4, 6.28)","(2.0, 2.14, 2.08224)","(61.0, 210.0, 133.33333333333334)","(41.0, 100.0, 88.0)","(5.0, 5.8, 5.355555555555555)","(31.0, 44.0, 36.22222222222222)"
