,Fake Magic,Taspinaro,Right Hook,Madetobebroken,Labby Rock,Tennessee Beach,Tricky Mikki,Snowbird,Destiny Force
11-01-2023 13:42:03.570083,"(2.2, 2.8, 2.739130434782609)","(31.0, 44.0, 38.0)","(6.5, 8.6, 8.35)","(11.0, 16.0, 15.833333333333334)","(15.0, 38.0, 36.333333333333336)","(13.0, 17.0, 16.375)","(3.1, 3.45, 3.307894736842105)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:42:05.216299,"(2.2, 2.8, 2.710526315789474)","(31.0, 44.0, 38.0)","(6.5, 8.6, 7.764102564102564)","(11.0, 16.0, 15.95)","(15.0, 38.0, 35.714285714285715)","(13.0, 17.0, 17.625)","(3.1, 3.45, 3.4082278481012658)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:42:06.795016,"(2.2, 2.78, 2.690810810810811)","(31.0, 44.0, 38.0)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 38.0, 35.714285714285715)","(13.0, 18.5, 17.625)","(3.1, 3.45, 3.4082278481012658)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:42:07.985992,"(2.2, 2.78, 2.690810810810811)","(31.0, 44.0, 38.0)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 38.0, 35.714285714285715)","(13.0, 18.5, 17.5)","(3.1, 3.45, 3.4082278481012658)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:42:09.332265,"(2.2, 2.78, 2.690810810810811)","(31.0, 44.0, 38.0)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 38.0, 35.714285714285715)","(13.0, 18.5, 17.5)","(3.1, 3.45, 3.4082278481012658)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:42:10.752112,"(2.2, 2.78, 2.690810810810811)","(31.0, 44.0, 38.0)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.45, 3.4082278481012658)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:42:12.124523,"(2.2, 2.78, 2.690810810810811)","(31.0, 44.0, 38.0)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.45, 3.4082278481012658)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:42:13.375278,"(2.2, 2.78, 2.690810810810811)","(31.0, 44.0, 41.4)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.45, 3.4082278481012658)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:42:14.714906,"(2.2, 2.78, 2.690810810810811)","(31.0, 42.0, 37.333333333333336)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.45, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 81.25)"
11-01-2023 13:42:15.949479,"(2.2, 2.78, 2.6916279069767444)","(31.0, 42.0, 39.333333333333336)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:17.186465,"(2.2, 2.78, 2.6916279069767444)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:18.464787,"(2.2, 2.78, 2.6916279069767444)","(31.0, 42.0, 37.42857142857143)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:19.792001,"(2.2, 2.78, 2.6916279069767444)","(31.0, 42.0, 37.42857142857143)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:21.108065,"(2.2, 2.78, 2.6916279069767444)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:22.309948,"(2.2, 2.78, 2.724727272727273)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.5)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:23.496764,"(2.2, 2.78, 2.724727272727273)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:24.630378,"(2.2, 2.78, 2.724727272727273)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:25.777022,"(2.2, 2.78, 2.724727272727273)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:26.913869,"(2.2, 2.78, 2.724727272727273)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:28.111273,"(2.25, 2.78, 2.724727272727273)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:29.339845,"(2.25, 2.78, 2.724727272727273)","(31.0, 42.0, 38.23529411764706)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:30.857479,"(2.25, 2.78, 2.724727272727273)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3903508771929824)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:32.150033,"(2.25, 2.78, 2.724727272727273)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.365625)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:33.346475,"(2.25, 2.78, 2.724727272727273)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.852941176470588)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:42:34.959150,"(2.25, 2.78, 2.7266666666666666)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.902439024390244)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:36.439380,"(2.25, 2.78, 2.7548387096774194)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.9363636363636365)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:37.713612,"(2.25, 2.8, 2.7548387096774194)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.9363636363636365)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:39.035684,"(2.25, 2.8, 2.7548387096774194)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.9363636363636365)","(11.0, 16.0, 15.95)","(15.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:40.268500,"(2.25, 2.8, 2.7548387096774194)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.9363636363636365)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:41.520355,"(2.25, 2.8, 2.7548387096774194)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.9363636363636365)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:42.805269,"(2.25, 2.8, 2.7548387096774194)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.89)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:44.381297,"(2.25, 2.8, 2.7548387096774194)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.89)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:45.824048,"(2.25, 2.8, 2.770833333333333)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.89)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3642857142857143)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:47.142611,"(2.2, 2.8, 2.770833333333333)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.89)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.35)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:48.452215,"(2.2, 2.8, 2.770833333333333)","(31.0, 42.0, 38.8)","(6.5, 8.4, 7.89)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.35)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:49.719780,"(2.2, 2.8, 2.770833333333333)","(31.0, 42.0, 35.5)","(6.5, 8.4, 7.89)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.31)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:50.920292,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.5)","(6.5, 8.4, 7.89)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.45, 3.3166666666666664)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:52.187248,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.5)","(6.5, 8.4, 7.89)","(11.0, 16.0, 15.95)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.807692307692307)","(3.1, 3.4, 3.3166666666666664)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:53.482254,"(2.2, 2.8, 2.7588235294117647)","(31.0, 38.0, 33.0)","(6.5, 8.4, 8.133333333333333)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.441176470588236)","(3.1, 3.4, 3.3166666666666664)","(31.0, 46.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:54.748756,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 31.0)","(6.5, 8.4, 8.133333333333333)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.441176470588236)","(3.1, 3.4, 3.357142857142857)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:56.050414,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 36.4)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.441176470588236)","(3.1, 3.4, 3.357142857142857)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:57.249279,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 36.4)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.441176470588236)","(3.1, 3.4, 3.357142857142857)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:58.445239,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.714285714285715)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.0)","(3.1, 3.4, 3.357142857142857)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:42:59.638841,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.714285714285715)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.0)","(3.1, 3.4, 3.34375)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:00.821340,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.2)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.0)","(3.1, 3.4, 3.34375)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:02.117977,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.2)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.0)","(3.1, 3.4, 3.34375)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:03.388458,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.2)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.0)","(3.1, 3.4, 3.34375)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:04.604236,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.2)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.166666666666668)","(3.1, 3.4, 3.34375)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:05.772063,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.2)","(6.5, 8.4, 8.22857142857143)","(11.0, 16.0, 15.833333333333334)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.75)","(3.1, 3.4, 3.3368421052631576)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:06.952006,"(2.2, 2.8, 2.768181818181818)","(31.0, 38.0, 35.2)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.75)","(3.1, 3.4, 3.352)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:08.332160,"(2.2, 2.8, 2.76)","(31.0, 38.0, 35.2)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(16.0, 40.0, 36.0)","(13.0, 18.5, 17.75)","(3.1, 3.4, 3.352)","(31.0, 46.0, 38.5)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:09.688309,"(2.2, 2.8, 2.76)","(31.0, 38.0, 35.2)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(16.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.1, 3.4, 3.352)","(31.0, 46.0, 37.42857142857143)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:10.935022,"(2.2, 2.8, 2.76)","(31.0, 38.0, 35.2)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(16.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.1, 3.4, 3.352)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:12.216114,"(2.25, 2.8, 2.76)","(31.0, 38.0, 35.2)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.352)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:13.406316,"(2.25, 2.8, 2.76)","(31.0, 38.0, 35.2)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.352)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:14.770474,"(2.25, 2.8, 2.76)","(31.0, 38.0, 35.2)","(6.5, 8.2, 8.018181818181818)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.31)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:15.888050,"(2.25, 2.8, 2.767058823529412)","(31.0, 38.0, 33.625)","(6.5, 8.2, 8.018181818181818)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.228125)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 76.66666666666667)"
11-01-2023 13:43:17.168883,"(2.25, 2.8, 2.7927272727272725)","(31.0, 38.0, 31.0)","(6.5, 8.2, 8.018181818181818)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.228125)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 76.66666666666667)"
11-01-2023 13:43:18.483526,"(2.25, 2.8, 2.7927272727272725)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.018181818181818)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3702702702702703)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 81.66666666666667)"
11-01-2023 13:43:19.788778,"(2.25, 2.8, 2.7927272727272725)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.018181818181818)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 77.85714285714286)"
11-01-2023 13:43:21.082839,"(2.25, 2.8, 2.7927272727272725)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:22.316750,"(2.25, 2.8, 2.7927272727272725)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 34.5)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:23.563631,"(2.25, 2.8, 2.7927272727272725)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 40.0, 32.0)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:24.818213,"(2.25, 2.8, 2.7927272727272725)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:26.118320,"(2.25, 2.8, 2.7927272727272725)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:27.339575,"(2.25, 2.8, 2.7946666666666666)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:28.494726,"(2.25, 2.8, 2.7946666666666666)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:29.569837,"(2.25, 2.8, 2.7946666666666666)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:30.747942,"(2.25, 2.8, 2.7946666666666666)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3585365853658535)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:31.947353,"(2.25, 2.8, 2.79)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:33.137989,"(2.25, 2.8, 2.78)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3191489361702127)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:34.471982,"(2.25, 2.8, 2.78)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.0, 15.954545454545455)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3191489361702127)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:35.703590,"(2.25, 2.8, 2.78)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3191489361702127)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:36.952779,"(2.25, 2.8, 2.78)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3191489361702127)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:38.127073,"(2.25, 2.8, 2.78)","(31.0, 38.0, 34.76923076923077)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:39.388667,"(2.25, 2.8, 2.783333333333333)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
