,Jemeldi,Billionair Baby,Hard To Say,Roll Up,Busting,Cripps Tonite,Corfe Castle,Junqueira,Shaquila,Wowits Willywonka,Alert State,Mishani Persuasion
07-01-2023 15:07:58.427520,"(41.0, 55.0, 53.0)","(21.0, 27.0, 26.21875)","(11.0, 13.0, 12.9)","(31.0, 38.0, 36.490566037735846)","(3.4, 3.9, 3.863975155279503)","(15.0, 18.5, 18.266666666666666)","(7.0, 8.0, 7.92520325203252)","(2.7, 3.05, 2.99372)","(19.0, 26.0, 24.5)","(61.0, 75.0, 73.88888888888889)","(71.0, 100.0, 94.75)","(101.0, 320.0, 266.6666666666667)"
07-01-2023 15:07:59.761824,"(41.0, 55.0, 53.088235294117645)","(21.0, 27.0, 27.214285714285715)","(11.0, 13.0, 13.14179104477612)","(31.0, 38.0, 36.666666666666664)","(3.4, 3.9, 3.851054852320675)","(15.0, 18.5, 18.678571428571427)","(7.0, 8.0, 7.969377990430622)","(2.7, 3.05, 2.9645238095238096)","(19.0, 26.0, 25.11111111111111)","(61.0, 75.0, 74.30232558139535)","(71.0, 100.0, 95.0)","(101.0, 320.0, 266.6666666666667)"
07-01-2023 15:08:01.155425,"(41.0, 55.0, 53.208955223880594)","(21.0, 28.0, 27.12)","(11.0, 13.5, 13.098360655737705)","(31.0, 38.0, 36.666666666666664)","(3.4, 3.9, 3.833333333333333)","(15.0, 19.0, 18.59375)","(7.0, 8.0, 7.883720930232558)","(2.7, 2.98, 2.9645238095238096)","(19.0, 26.0, 25.11111111111111)","(61.0, 75.0, 74.30232558139535)","(71.0, 100.0, 95.0)","(101.0, 320.0, 285.0)"
07-01-2023 15:08:02.504762,"(41.0, 55.0, 53.285714285714285)","(21.0, 28.0, 27.12)","(11.0, 13.5, 13.0)","(31.0, 38.0, 36.666666666666664)","(3.4, 3.9, 3.8581521739130435)","(15.0, 19.0, 18.058823529411764)","(7.0, 8.0, 7.883720930232558)","(2.7, 2.98, 2.960295566502463)","(19.0, 26.0, 25.11111111111111)","(61.0, 75.0, 74.30232558139535)","(71.0, 100.0, 95.0)","(101.0, 320.0, 285.0)"
07-01-2023 15:08:03.876378,"(41.0, 55.0, 53.208955223880594)","(21.0, 28.0, 26.846153846153847)","(11.0, 13.0, 12.959677419354838)","(31.0, 38.0, 36.666666666666664)","(3.4, 3.9, 3.863793103448276)","(15.0, 19.0, 18.058823529411764)","(7.0, 8.0, 7.883720930232558)","(2.7, 2.98, 2.9442666666666666)","(19.0, 26.0, 25.11111111111111)","(61.0, 75.0, 74.30232558139535)","(71.0, 100.0, 95.21739130434783)","(101.0, 320.0, 285.0)"
07-01-2023 15:08:05.243012,"(41.0, 55.0, 53.208955223880594)","(21.0, 28.0, 27.272727272727273)","(11.0, 13.0, 13.072727272727272)","(31.0, 38.0, 37.09090909090909)","(3.4, 3.9, 3.7394817073170734)","(15.0, 19.0, 18.934782608695652)","(7.0, 8.0, 8.057391304347826)","(2.7, 2.98, 2.94953125)","(19.0, 26.0, 25.11111111111111)","(61.0, 75.0, 76.66666666666667)","(71.0, 100.0, 97.3170731707317)","(101.0, 320.0, 295.38461538461536)"
07-01-2023 15:08:06.693856,"(41.0, 55.0, 53.35616438356164)","(21.0, 28.0, 27.458333333333332)","(11.0, 14.0, 13.505208333333334)","(31.0, 38.0, 37.148936170212764)","(3.4, 3.75, 3.688305084745763)","(15.0, 19.0, 19.54605263157895)","(7.0, 8.2, 7.93780487804878)","(2.7, 2.98, 2.9605649717514124)","(19.0, 26.0, 25.555555555555557)","(61.0, 80.0, 76.58536585365853)","(71.0, 100.0, 97.625)","(101.0, 320.0, 300.0)"
07-01-2023 15:08:08.167230,"(41.0, 55.0, 53.35616438356164)","(21.0, 28.0, 27.458333333333332)","(11.0, 14.0, 13.505208333333334)","(31.0, 38.0, 39.0)","(3.4, 3.7, 3.728228782287823)","(15.0, 20.0, 19.97142857142857)","(7.0, 8.0, 7.936470588235294)","(2.7, 2.98, 2.9278846153846154)","(19.0, 26.0, 26.25)","(61.0, 80.0, 76.7948717948718)","(71.0, 100.0, 97.76315789473684)","(101.0, 310.0, 301.1111111111111)"
07-01-2023 15:08:09.488534,"(41.0, 55.0, 53.6231884057971)","(21.0, 28.0, 27.8)","(11.0, 14.0, 13.606382978723405)","(31.0, 40.0, 38.78787878787879)","(3.4, 3.75, 3.696124031007752)","(15.0, 21.0, 19.53125)","(7.0, 8.0, 7.909565217391305)","(2.7, 2.94, 2.927920792079208)","(19.0, 27.0, 26.36842105263158)","(61.0, 80.0, 76.7948717948718)","(71.0, 100.0, 97.76315789473684)","(101.0, 310.0, 301.1111111111111)"
07-01-2023 15:08:10.828228,"(41.0, 55.0, 53.642857142857146)","(21.0, 28.0, 27.857142857142858)","(11.0, 14.0, 13.613095238095237)","(31.0, 40.0, 38.541666666666664)","(3.4, 3.7, 3.696359223300971)","(15.0, 20.0, 19.5)","(7.0, 8.0, 8.025490196078431)","(2.7, 2.94, 2.941639344262295)","(19.0, 27.0, 26.076923076923077)","(61.0, 80.0, 76.7948717948718)","(71.0, 100.0, 97.76315789473684)","(101.0, 310.0, 302.0)"
07-01-2023 15:08:12.075093,"(41.0, 55.0, 53.6231884057971)","(21.0, 28.0, 27.857142857142858)","(11.0, 14.0, 13.614457831325302)","(31.0, 40.0, 38.541666666666664)","(3.4, 3.7, 3.6923076923076925)","(15.0, 20.0, 19.435897435897434)","(7.0, 8.2, 8.024761904761904)","(2.7, 2.96, 2.944444444444444)","(19.0, 27.0, 26.076923076923077)","(61.0, 80.0, 76.7948717948718)","(61.0, 100.0, 97.76315789473684)","(101.0, 310.0, 302.0)"
07-01-2023 15:08:13.358434,"(41.0, 55.0, 53.6231884057971)","(21.0, 28.0, 27.875)","(11.0, 14.0, 13.515151515151516)","(31.0, 40.0, 38.627450980392155)","(3.4, 3.7, 3.6934108527131784)","(15.0, 20.0, 19.52173913043478)","(7.0, 8.2, 8.047933884297521)","(2.7, 2.96, 2.9562666666666666)","(19.0, 27.0, 26.4)","(61.0, 80.0, 76.95121951219512)","(61.0, 100.0, 96.22222222222223)","(101.0, 310.0, 302.72727272727275)"
07-01-2023 15:08:14.652069,"(41.0, 55.0, 53.66197183098591)","(21.0, 28.0, 27.9)","(11.0, 14.0, 13.53623188405797)","(31.0, 40.0, 38.65384615384615)","(3.4, 3.7, 3.685410334346505)","(15.0, 20.0, 19.5)","(7.0, 8.2, 8.0528)","(2.7, 2.96, 2.9544615384615383)","(19.0, 27.0, 26.5)","(61.0, 80.0, 76.95121951219512)","(61.0, 100.0, 95.83333333333333)","(101.0, 310.0, 302.72727272727275)"
07-01-2023 15:08:16.019681,"(41.0, 55.0, 53.60655737704918)","(21.0, 28.0, 27.329268292682926)","(11.0, 14.0, 13.39102564102564)","(31.0, 40.0, 38.48)","(3.4, 3.7, 3.7339285714285717)","(15.0, 20.0, 19.235294117647058)","(7.0, 8.2, 8.101960784313725)","(2.7, 2.98, 2.9356521739130432)","(19.0, 27.0, 26.75)","(61.0, 80.0, 77.11111111111111)","(61.0, 100.0, 96.36363636363636)","(101.0, 310.0, 304.0)"
07-01-2023 15:08:17.290788,"(41.0, 55.0, 53.859649122807014)","(21.0, 28.0, 27.364864864864863)","(11.0, 13.5, 13.628571428571428)","(31.0, 40.0, 37.578947368421055)","(3.4, 3.75, 3.6147644927536233)","(15.0, 19.5, 18.9)","(7.0, 8.2, 8.132394366197182)","(2.7, 2.94, 2.951844660194175)","(19.0, 27.0, 27.22222222222222)","(61.0, 80.0, 77.20930232558139)","(61.0, 100.0, 96.38888888888889)","(101.0, 310.0, 304.0)"
07-01-2023 15:08:18.566872,"(41.0, 55.0, 53.859649122807014)","(21.0, 28.0, 27.364864864864863)","(11.0, 14.0, 13.84375)","(31.0, 38.0, 38.0625)","(3.4, 3.65, 3.5847663551401867)","(15.0, 19.5, 18.03787878787879)","(7.0, 8.2, 7.925853658536585)","(2.7, 2.96, 2.992205882352941)","(19.0, 28.0, 28.25)","(61.0, 80.0, 77.94117647058823)","(61.0, 100.0, 96.92307692307692)","(101.0, 310.0, 307.77777777777777)"
07-01-2023 15:08:19.967960,"(41.0, 60.0, 55.27777777777778)","(21.0, 28.0, 27.6)","(11.0, 14.0, 13.758620689655173)","(31.0, 40.0, 38.15873015873016)","(3.4, 3.6, 3.5679906542056075)","(15.0, 18.5, 17.46323529411765)","(7.0, 8.0, 8.079720279720279)","(2.7, 3.0, 3.0180710659898478)","(19.0, 29.0, 28.11111111111111)","(61.0, 80.0, 78.08823529411765)","(61.0, 100.0, 97.3076923076923)","(101.0, 310.0, 305.0)"
07-01-2023 15:08:21.298237,"(41.0, 60.0, 56.8)","(21.0, 28.0, 27.642857142857142)","(11.0, 14.0, 13.820512820512821)","(31.0, 40.0, 38.90196078431372)","(3.4, 3.6, 3.563050314465409)","(15.0, 17.5, 17.53448275862069)","(7.0, 8.2, 8.091823899371068)","(2.7, 3.05, 3.02170837867247)","(19.0, 29.0, 27.0)","(61.0, 80.0, 78.19444444444444)","(61.0, 100.0, 97.5)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:22.629584,"(41.0, 60.0, 56.8)","(21.0, 28.0, 27.655172413793103)","(11.0, 14.0, 13.833333333333334)","(31.0, 40.0, 38.943396226415096)","(3.4, 3.6, 3.5607142857142855)","(15.0, 18.0, 17.635135135135137)","(7.0, 8.2, 8.116097560975609)","(2.7, 3.05, 3.0234848484848484)","(19.0, 29.0, 27.363636363636363)","(61.0, 80.0, 78.19444444444444)","(61.0, 100.0, 97.8125)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:24.032952,"(41.0, 60.0, 56.8421052631579)","(21.0, 28.0, 27.655172413793103)","(11.0, 14.0, 14.142857142857142)","(31.0, 40.0, 38.22857142857143)","(3.4, 3.6, 3.5629337539432178)","(15.0, 18.0, 17.635135135135137)","(7.0, 8.2, 8.133590733590733)","(2.7, 3.05, 3.01900826446281)","(19.0, 29.0, 27.363636363636363)","(61.0, 80.0, 78.19444444444444)","(61.0, 100.0, 97.8125)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:25.325115,"(41.0, 55.0, 54.61538461538461)","(21.0, 28.0, 27.564516129032256)","(11.0, 14.5, 14.080645161290322)","(31.0, 40.0, 38.22857142857143)","(3.4, 3.6, 3.5629337539432178)","(15.0, 18.0, 17.6625)","(7.0, 8.2, 8.133590733590733)","(2.7, 3.05, 3.01900826446281)","(19.0, 29.0, 27.5)","(61.0, 80.0, 78.375)","(61.0, 100.0, 97.8125)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:26.624149,"(41.0, 55.0, 54.13793103448276)","(21.0, 28.0, 27.564516129032256)","(11.0, 14.5, 14.080645161290322)","(31.0, 40.0, 38.22857142857143)","(3.4, 3.6, 3.5754966887417217)","(15.0, 18.0, 17.47983870967742)","(7.0, 8.2, 8.133590733590733)","(2.7, 3.05, 3.0191539365452407)","(19.0, 29.0, 27.5)","(61.0, 80.0, 77.67857142857143)","(61.0, 100.0, 97.8125)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:27.932875,"(41.0, 55.0, 54.13793103448276)","(21.0, 28.0, 27.564516129032256)","(11.0, 14.5, 13.986486486486486)","(31.0, 40.0, 38.22857142857143)","(3.4, 3.6, 3.5754742547425473)","(15.0, 17.5, 17.47983870967742)","(7.0, 8.2, 8.061290322580644)","(2.7, 3.05, 3.027540983606557)","(19.0, 29.0, 27.5)","(61.0, 80.0, 76.38888888888889)","(61.0, 100.0, 96.81818181818181)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:29.315953,"(41.0, 55.0, 54.13793103448276)","(21.0, 28.0, 27.564516129032256)","(11.0, 14.0, 13.988636363636363)","(31.0, 40.0, 38.25352112676056)","(3.4, 3.6, 3.57807570977918)","(15.0, 17.5, 17.85)","(7.0, 8.2, 8.113999999999999)","(2.7, 3.05, 3.0368384401114206)","(19.0, 29.0, 28.23076923076923)","(61.0, 80.0, 74.55555555555556)","(61.0, 100.0, 97.08333333333333)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:30.603971,"(41.0, 55.0, 54.152542372881356)","(21.0, 28.0, 27.578125)","(11.0, 14.0, 13.988636363636363)","(31.0, 40.0, 38.25352112676056)","(3.4, 3.6, 3.602352193261284)","(15.0, 18.0, 17.85)","(7.0, 8.2, 8.1)","(2.7, 3.05, 3.0378846153846153)","(19.0, 29.0, 28.2)","(61.0, 75.0, 74.5)","(61.0, 100.0, 97.08333333333333)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:31.943479,"(41.0, 60.0, 58.5)","(21.0, 28.0, 27.578125)","(11.0, 14.0, 13.988636363636363)","(31.0, 40.0, 38.25352112676056)","(3.4, 3.65, 3.6007863695937092)","(15.0, 18.0, 17.85)","(7.0, 8.2, 8.097005988023952)","(2.7, 3.05, 3.0378846153846153)","(19.0, 29.0, 28.2)","(61.0, 75.0, 74.5)","(61.0, 100.0, 96.53061224489795)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:33.422220,"(41.0, 60.0, 58.490566037735846)","(21.0, 28.0, 27.54237288135593)","(11.0, 14.0, 13.988636363636363)","(31.0, 40.0, 38.368421052631575)","(3.3, 3.65, 3.6007863695937092)","(15.0, 18.0, 17.85)","(7.0, 8.2, 8.090445859872611)","(2.7, 3.05, 3.0378846153846153)","(19.0, 29.0, 28.2)","(61.0, 75.0, 74.5)","(71.0, 110.0, 95.625)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:34.794230,"(41.0, 60.0, 58.490566037735846)","(21.0, 28.0, 27.54237288135593)","(11.0, 14.0, 13.988636363636363)","(31.0, 40.0, 38.8125)","(3.3, 3.65, 3.5588705077010836)","(15.0, 18.0, 17.85)","(7.0, 8.2, 8.148091603053434)","(2.7, 3.05, 3.0463709677419355)","(19.0, 29.0, 28.2)","(61.0, 75.0, 74.5)","(71.0, 100.0, 95.625)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:36.076230,"(41.0, 60.0, 58.62068965517241)","(21.0, 28.0, 27.54237288135593)","(11.0, 14.0, 13.91304347826087)","(31.0, 40.0, 38.8125)","(3.3, 3.6, 3.554017857142857)","(15.0, 18.0, 17.8125)","(7.0, 8.2, 8.155905511811023)","(2.7, 3.05, 3.046787479406919)","(19.0, 29.0, 27.105263157894736)","(61.0, 75.0, 74.5)","(71.0, 100.0, 95.625)","(101.0, 320.0, 304.0)"
07-01-2023 15:08:37.351061,"(41.0, 60.0, 58.62068965517241)","(21.0, 28.0, 27.54237288135593)","(11.0, 14.0, 13.73828125)","(31.0, 40.0, 38.368421052631575)","(3.3, 3.6, 3.557098955132145)","(15.0, 18.0, 17.8125)","(7.0, 8.2, 7.946601941747573)","(2.7, 3.05, 3.063430420711974)","(19.0, 29.0, 27.105263157894736)","(61.0, 75.0, 74.5)","(71.0, 100.0, 95.625)","(101.0, 320.0, 305.0)"
07-01-2023 15:08:38.623112,"(41.0, 60.0, 58.62068965517241)","(21.0, 28.0, 27.54237288135593)","(11.0, 14.0, 13.683962264150944)","(31.0, 40.0, 38.38961038961039)","(3.3, 3.6, 3.5585287846481877)","(15.0, 18.0, 17.82)","(7.0, 8.0, 8.05)","(2.7, 3.1, 3.063955342902711)","(19.0, 29.0, 27.153846153846153)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 95.625)","(101.0, 320.0, 298.1818181818182)"
07-01-2023 15:08:39.980735,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.55)","(11.0, 14.0, 13.677272727272728)","(31.0, 40.0, 38.38961038961039)","(3.3, 3.6, 3.5538304808475956)","(15.0, 18.0, 17.82)","(7.0, 8.2, 8.05)","(2.7, 3.1, 3.0663690476190477)","(19.0, 29.0, 27.153846153846153)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 94.73684210526315)","(101.0, 320.0, 298.1818181818182)"
07-01-2023 15:08:41.282997,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.55)","(11.0, 14.0, 13.677272727272728)","(31.0, 40.0, 38.38961038961039)","(3.3, 3.6, 3.5526666666666666)","(15.0, 18.0, 17.82)","(7.0, 8.2, 7.939366515837104)","(2.7, 3.1, 3.0684797768479775)","(19.0, 29.0, 27.153846153846153)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 94.73684210526315)","(101.0, 320.0, 298.1818181818182)"
07-01-2023 15:08:42.552768,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.55)","(11.0, 14.0, 13.28826530612245)","(31.0, 40.0, 38.38961038961039)","(3.3, 3.6, 3.551782449725777)","(15.0, 18.0, 17.82)","(7.0, 8.0, 7.923694779116466)","(2.7, 3.1, 3.0683206106870227)","(19.0, 29.0, 27.153846153846153)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 95.29411764705883)","(101.0, 320.0, 298.1818181818182)"
07-01-2023 15:08:43.957903,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.55)","(11.0, 13.5, 13.28826530612245)","(31.0, 40.0, 37.642857142857146)","(3.3, 3.6, 3.551841359773371)","(15.0, 18.0, 18.026315789473685)","(7.0, 8.0, 7.923694779116466)","(2.7, 3.1, 3.063152985074627)","(19.0, 29.0, 27.153846153846153)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 95.29411764705883)","(101.0, 320.0, 298.1818181818182)"
07-01-2023 15:08:45.321798,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.53448275862069)","(11.0, 13.5, 13.28826530612245)","(31.0, 38.0, 37.46875)","(3.3, 3.6, 3.5525365853658535)","(15.0, 18.5, 18.107954545454547)","(7.0, 8.0, 7.9412280701754385)","(2.7, 3.1, 3.1060089020771513)","(19.0, 29.0, 27.0)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 95.42857142857143)","(101.0, 320.0, 298.1818181818182)"
07-01-2023 15:08:46.669479,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.55)","(11.0, 13.5, 13.268518518518519)","(31.0, 38.0, 37.46875)","(3.3, 3.6, 3.554702048417132)","(15.0, 18.5, 17.851063829787233)","(7.0, 8.0, 7.9412280701754385)","(2.7, 3.15, 3.1106960081883317)","(19.0, 29.0, 26.75)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 95.42857142857143)","(101.0, 320.0, 298.1818181818182)"
07-01-2023 15:08:47.987772,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.55)","(11.0, 13.5, 13.268518518518519)","(31.0, 38.0, 37.46875)","(3.3, 3.6, 3.536821086261981)","(15.0, 18.0, 17.851063829787233)","(7.0, 8.0, 8.052549019607843)","(2.7, 3.15, 3.1122418879056046)","(19.0, 29.0, 26.75)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 95.42857142857143)","(101.0, 320.0, 296.0)"
07-01-2023 15:08:49.322729,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.55)","(11.0, 13.5, 12.892857142857142)","(31.0, 38.0, 37.64912280701754)","(3.3, 3.55, 3.547870182555781)","(15.0, 18.0, 17.851063829787233)","(7.0, 8.2, 8.049808429118773)","(2.7, 3.15, 3.1122418879056046)","(19.0, 29.0, 26.75)","(61.0, 75.0, 74.51219512195122)","(71.0, 100.0, 95.42857142857143)","(101.0, 320.0, 296.0)"
07-01-2023 15:08:50.698331,"(41.0, 60.0, 58.64406779661017)","(21.0, 28.0, 27.55)","(11.0, 13.0, 12.883720930232558)","(31.0, 38.0, 37.25581395348837)","(3.3, 3.55, 3.5542723004694836)","(15.0, 18.0, 17.885245901639344)","(7.0, 8.2, 8.053763440860214)","(2.7, 3.15, 3.115217391304348)","(19.0, 29.0, 27.285714285714285)","(61.0, 75.0, 74.55555555555556)","(71.0, 100.0, 95.78947368421052)","(101.0, 320.0, 300.0)"
07-01-2023 15:08:52.012769,"(41.0, 60.0, 58.75)","(21.0, 28.0, 27.608695652173914)","(11.0, 13.0, 12.82258064516129)","(31.0, 38.0, 37.25581395348837)","(3.3, 3.6, 3.5544520547945204)","(15.0, 18.0, 17.970149253731343)","(7.0, 8.2, 8.053763440860214)","(2.7, 3.15, 3.117973311092577)","(19.0, 29.0, 27.32258064516129)","(61.0, 75.0, 74.18367346938776)","(71.0, 100.0, 95.78947368421052)","(101.0, 320.0, 300.0)"
07-01-2023 15:08:53.470035,"(41.0, 60.0, 58.75)","(21.0, 28.0, 27.614285714285714)","(11.0, 13.0, 12.799065420560748)","(31.0, 38.0, 37.25581395348837)","(3.3, 3.6, 3.6226384364820845)","(15.0, 18.0, 17.708333333333332)","(7.0, 8.2, 7.972682926829268)","(2.7, 3.15, 3.116158315177923)","(19.0, 28.0, 25.375)","(61.0, 75.0, 74.2)","(71.0, 100.0, 95.78947368421052)","(101.0, 320.0, 300.0)"
07-01-2023 15:08:54.819102,"(41.0, 60.0, 58.76923076923077)","(21.0, 28.0, 27.614285714285714)","(11.0, 13.0, 12.619444444444444)","(31.0, 38.0, 37.31182795698925)","(3.3, 3.65, 3.6427553444180525)","(15.0, 18.0, 17.622549019607842)","(7.0, 8.0, 7.972682926829268)","(2.7, 3.15, 3.1208931917551532)","(19.0, 28.0, 25.25)","(61.0, 75.0, 74.2)","(71.0, 100.0, 85.83333333333333)","(101.0, 320.0, 300.0)"
