,Jemeldi,Billionair Baby,Hard To Say,Roll Up,Busting,Cripps Tonite,Corfe Castle,Junqueira,Shaquila,Wowits Willywonka,Alert State,Mishani Persuasion
07-01-2023 15:10:08.208474,"(41.0, 55.0, 53.36363636363637)","(21.0, 27.0, 26.554054054054053)","(11.0, 13.5, 13.328467153284672)","(31.0, 38.0, 36.75555555555555)","(3.3, 3.85, 3.7976495726495725)","(14.0, 16.5, 16.60648148148148)","(7.0, 7.4, 7.340625)","(2.7, 3.15, 3.1304298642533936)","(20.0, 27.0, 26.571428571428573)","(71.0, 90.0, 87.31343283582089)","(71.0, 95.0, 88.25)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:09.593263,"(41.0, 55.0, 53.36363636363637)","(21.0, 27.0, 26.24390243902439)","(11.0, 13.5, 13.328467153284672)","(31.0, 38.0, 37.13333333333333)","(3.3, 3.8, 3.797689075630252)","(14.0, 17.0, 16.551724137931036)","(7.0, 7.4, 7.346478873239437)","(2.7, 3.15, 3.1316737288135594)","(20.0, 27.0, 26.571428571428573)","(71.0, 90.0, 87.5)","(71.0, 95.0, 88.25)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:10.854510,"(41.0, 55.0, 53.333333333333336)","(21.0, 27.0, 26.24390243902439)","(11.0, 13.5, 13.319230769230769)","(31.0, 38.0, 37.13333333333333)","(3.3, 3.8, 3.797689075630252)","(14.0, 17.0, 16.24590163934426)","(7.0, 7.4, 7.373953488372093)","(2.7, 3.15, 3.1401464713715046)","(20.0, 27.0, 26.571428571428573)","(71.0, 90.0, 87.31343283582089)","(71.0, 95.0, 88.25)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:12.350814,"(41.0, 55.0, 53.333333333333336)","(21.0, 27.0, 25.873015873015873)","(11.0, 13.5, 13.30084745762712)","(31.0, 38.0, 36.888888888888886)","(3.3, 3.8, 3.795723684210526)","(15.0, 16.5, 15.16742596810934)","(7.0, 7.4, 7.361352657004831)","(2.7, 3.15, 3.1453959484346226)","(20.0, 27.0, 26.392156862745097)","(61.0, 90.0, 77.14285714285714)","(71.0, 95.0, 90.0)","(101.0, 380.0, 337.6470588235294)"
07-01-2023 15:10:13.813944,"(41.0, 55.0, 53.333333333333336)","(21.0, 26.0, 25.873015873015873)","(11.0, 13.5, 13.30084745762712)","(31.0, 38.0, 36.78787878787879)","(3.3, 3.8, 3.794372294372294)","(15.0, 15.5, 15.978260869565217)","(7.0, 7.4, 7.354022988505747)","(2.7, 3.15, 3.1492753623188405)","(20.0, 27.0, 26.340425531914892)","(61.0, 90.0, 87.26027397260273)","(71.0, 95.0, 89.70588235294117)","(101.0, 380.0, 337.6470588235294)"
07-01-2023 15:10:15.316498,"(41.0, 55.0, 53.265306122448976)","(21.0, 26.0, 25.70909090909091)","(11.0, 13.5, 13.323741007194245)","(31.0, 38.0, 36.666666666666664)","(3.3, 3.8, 3.783035714285714)","(15.0, 16.0, 15.994252873563218)","(7.0, 7.4, 7.375)","(2.7, 3.15, 3.1492907801418437)","(20.0, 27.0, 26.354166666666668)","(61.0, 90.0, 87.29729729729729)","(71.0, 95.0, 88.25)","(101.0, 380.0, 337.6470588235294)"
07-01-2023 15:10:16.634343,"(41.0, 55.0, 53.0188679245283)","(21.0, 26.0, 25.70909090909091)","(11.0, 13.5, 13.1171875)","(31.0, 38.0, 36.666666666666664)","(3.3, 3.8, 3.773049645390071)","(15.0, 16.0, 15.994285714285715)","(7.0, 7.4, 7.4147058823529415)","(2.7, 3.15, 3.1390177353342428)","(20.0, 27.0, 26.354166666666668)","(61.0, 90.0, 86.66666666666666)","(71.0, 95.0, 86.875)","(101.0, 380.0, 337.6470588235294)"
07-01-2023 15:10:18.279473,"(41.0, 55.0, 53.1578947368421)","(21.0, 26.0, 26.18421052631579)","(11.0, 13.5, 12.938202247191011)","(31.0, 38.0, 36.829268292682926)","(3.3, 3.8, 3.773049645390071)","(15.0, 16.0, 16.283410138248847)","(7.0, 7.6, 7.531803278688525)","(2.7, 3.15, 3.1413107511045655)","(20.0, 27.0, 25.8)","(61.0, 90.0, 79.5)","(71.0, 90.0, 89.16666666666667)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:19.825037,"(41.0, 55.0, 52.857142857142854)","(21.0, 27.0, 26.25531914893617)","(11.0, 13.0, 12.941798941798941)","(31.0, 38.0, 36.93333333333333)","(3.3, 3.8, 3.7677018633540373)","(15.0, 16.5, 16.02962962962963)","(7.0, 7.6, 7.479781420765027)","(2.7, 3.15, 3.134228515625)","(20.0, 26.0, 25.830188679245282)","(61.0, 90.0, 83.57142857142857)","(71.0, 90.0, 89.28571428571429)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:21.402130,"(41.0, 55.0, 52.857142857142854)","(21.0, 27.0, 26.166666666666668)","(11.0, 13.0, 13.131578947368421)","(31.0, 38.0, 36.93333333333333)","(3.3, 3.8, 3.766304347826087)","(15.0, 16.5, 16.02962962962963)","(7.0, 7.6, 7.398529411764706)","(2.7, 3.15, 3.112052505966587)","(20.0, 27.0, 25.814814814814813)","(61.0, 90.0, 83.0)","(71.0, 90.0, 89.28571428571429)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:22.852930,"(41.0, 55.0, 51.41860465116279)","(21.0, 27.0, 26.186046511627907)","(11.0, 13.5, 13.145038167938932)","(31.0, 38.0, 37.44827586206897)","(3.3, 3.8, 3.7952830188679245)","(15.0, 16.5, 16.13095238095238)","(7.0, 7.4, 7.468263473053892)","(2.7, 3.15, 3.0639252948885973)","(20.0, 27.0, 25.830188679245282)","(61.0, 90.0, 83.0)","(71.0, 90.0, 89.28571428571429)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:24.274196,"(41.0, 55.0, 50.925925925925924)","(21.0, 27.0, 26.186046511627907)","(11.0, 13.5, 13.00531914893617)","(31.0, 38.0, 37.5)","(3.4, 3.8, 3.781168831168831)","(14.0, 16.5, 16.128654970760234)","(6.5, 7.6, 7.52967032967033)","(2.7, 3.1, 3.0639389736477116)","(20.0, 27.0, 25.558139534883722)","(71.0, 90.0, 84.0)","(71.0, 90.0, 89.28571428571429)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:25.767181,"(41.0, 55.0, 50.96153846153846)","(21.0, 27.0, 26.195121951219512)","(11.0, 13.5, 13.005494505494505)","(31.0, 38.0, 37.166666666666664)","(3.4, 3.8, 3.9355610561056107)","(14.0, 16.5, 16.038793103448278)","(6.5, 7.6, 7.565413533834586)","(2.7, 3.1, 3.0306189903846152)","(20.0, 27.0, 25.705882352941178)","(71.0, 90.0, 81.66666666666667)","(71.0, 90.0, 89.75)","(101.0, 380.0, 328.57142857142856)"
07-01-2023 15:10:27.312265,"(41.0, 55.0, 50.8)","(21.0, 27.0, 26.142857142857142)","(11.0, 13.5, 13.01086956521739)","(31.0, 38.0, 36.97674418604651)","(3.4, 3.95, 3.936218487394958)","(14.0, 16.5, 16.23015873015873)","(6.5, 7.6, 7.574603174603174)","(2.7, 3.05, 3.0404669260700388)","(20.0, 26.0, 25.705882352941178)","(71.0, 90.0, 81.66666666666667)","(71.0, 95.0, 89.75)","(101.0, 380.0, 328.57142857142856)"
07-01-2023 15:10:28.799424,"(41.0, 55.0, 50.8)","(21.0, 27.0, 26.142857142857142)","(11.0, 13.5, 13.01086956521739)","(31.0, 38.0, 36.83018867924528)","(3.4, 3.95, 3.939005235602094)","(14.0, 16.5, 16.246268656716417)","(6.5, 7.8, 7.5944664031620555)","(2.7, 3.05, 3.0267485119047617)","(20.0, 26.0, 25.736842105263158)","(71.0, 90.0, 81.25)","(71.0, 95.0, 89.75)","(101.0, 380.0, 296.9230769230769)"
07-01-2023 15:10:30.345521,"(41.0, 55.0, 51.111111111111114)","(21.0, 26.0, 25.80701754385965)","(11.0, 13.5, 13.144)","(31.0, 38.0, 36.83018867924528)","(3.4, 3.95, 3.9297090352220523)","(14.0, 16.5, 15.962264150943396)","(6.5, 7.8, 7.5944664031620555)","(2.7, 3.05, 3.0003930817610063)","(20.0, 26.0, 25.651162790697676)","(71.0, 90.0, 81.25)","(71.0, 95.0, 86.72413793103448)","(101.0, 380.0, 340.0)"
07-01-2023 15:10:31.879274,"(41.0, 55.0, 51.111111111111114)","(21.0, 26.0, 25.80701754385965)","(11.0, 13.5, 13.144)","(31.0, 38.0, 37.0)","(3.4, 3.95, 3.9286634460547503)","(14.0, 16.0, 15.962962962962964)","(6.5, 7.8, 7.64390243902439)","(2.7, 3.05, 3.0078249336870027)","(20.0, 27.0, 25.181818181818183)","(71.0, 90.0, 81.42857142857143)","(71.0, 95.0, 86.72413793103448)","(101.0, 360.0, 325.0)"
07-01-2023 15:10:33.378712,"(41.0, 55.0, 51.111111111111114)","(21.0, 26.0, 25.677966101694913)","(11.0, 13.5, 13.195945945945946)","(31.0, 38.0, 36.851063829787236)","(3.4, 3.95, 3.8988950276243095)","(14.0, 16.0, 15.972934472934472)","(7.0, 7.8, 7.802453987730061)","(2.7, 3.05, 2.9829518072289156)","(20.0, 26.0, 25.25)","(71.0, 90.0, 81.42857142857143)","(71.0, 95.0, 86.72413793103448)","(101.0, 360.0, 325.0)"
07-01-2023 15:10:34.798011,"(41.0, 55.0, 51.8)","(21.0, 26.0, 25.677966101694913)","(11.0, 13.5, 13.195945945945946)","(31.0, 38.0, 36.851063829787236)","(3.4, 3.9, 3.807655502392344)","(14.0, 16.0, 16.17283950617284)","(7.0, 8.0, 7.990551181102362)","(2.7, 3.0, 2.98330550918197)","(20.0, 26.0, 25.470588235294116)","(71.0, 90.0, 80.5)","(71.0, 95.0, 86.05263157894737)","(101.0, 360.0, 326.6666666666667)"
07-01-2023 15:10:36.202241,"(41.0, 55.0, 53.8235294117647)","(21.0, 27.0, 26.318181818181817)","(11.0, 14.0, 13.549242424242424)","(31.0, 38.0, 37.371428571428574)","(3.4, 3.8, 3.7644444444444445)","(14.0, 16.5, 16.396341463414632)","(7.0, 8.0, 8.056470588235294)","(2.7, 3.0, 2.9545388788426763)","(20.0, 26.0, 25.515151515151516)","(71.0, 95.0, 83.5)","(71.0, 95.0, 84.47368421052632)","(101.0, 360.0, 325.7142857142857)"
07-01-2023 15:10:37.709825,"(41.0, 60.0, 57.5)","(21.0, 27.0, 26.833333333333332)","(11.0, 14.0, 13.570175438596491)","(31.0, 40.0, 38.06976744186046)","(3.4, 3.8, 3.800242718446602)","(14.0, 16.5, 16.604166666666668)","(7.0, 8.2, 7.834782608695652)","(2.7, 3.0, 2.98887714663144)","(20.0, 26.0, 26.6)","(71.0, 85.0, 84.70588235294117)","(71.0, 85.0, 88.27586206896552)","(101.0, 360.0, 328.0)"
07-01-2023 15:10:39.197801,"(41.0, 60.0, 58.03030303030303)","(21.0, 28.0, 28.12676056338028)","(11.0, 14.0, 13.548275862068966)","(31.0, 40.0, 38.19277108433735)","(3.4, 3.9, 3.7450323974082074)","(14.0, 17.0, 16.5531914893617)","(7.0, 8.2, 8.111403508771929)","(2.7, 3.05, 3.063333333333333)","(20.0, 27.0, 26.17241379310345)","(71.0, 90.0, 84.13043478260869)","(71.0, 95.0, 88.94736842105263)","(101.0, 360.0, 328.0)"
07-01-2023 15:10:40.560080,"(41.0, 60.0, 57.7027027027027)","(21.0, 29.0, 28.12676056338028)","(11.0, 14.0, 13.548275862068966)","(31.0, 40.0, 38.19047619047619)","(3.4, 3.75, 3.773985680190931)","(14.0, 17.0, 16.819444444444443)","(7.0, 8.2, 7.443333333333333)","(2.7, 3.1, 3.050271370420624)","(20.0, 27.0, 26.555555555555557)","(71.0, 85.0, 82.5)","(71.0, 90.0, 88.0)","(101.0, 360.0, 328.0)"
07-01-2023 15:10:41.983880,"(41.0, 60.0, 57.5)","(21.0, 29.0, 28.115384615384617)","(11.0, 14.0, 13.525179856115107)","(31.0, 40.0, 38.19047619047619)","(3.4, 3.8, 3.7776639344262293)","(14.0, 17.0, 16.96808510638298)","(7.0, 7.6, 7.44)","(2.7, 3.1, 3.049525616698292)","(20.0, 27.0, 26.555555555555557)","(71.0, 85.0, 82.87878787878788)","(71.0, 90.0, 88.0)","(101.0, 360.0, 312.0)"
07-01-2023 15:10:43.458963,"(41.0, 60.0, 56.07142857142857)","(21.0, 29.0, 28.115384615384617)","(11.0, 14.0, 13.525179856115107)","(31.0, 40.0, 38.19047619047619)","(3.3, 3.8, 3.7776639344262293)","(15.0, 17.0, 16.96808510638298)","(7.0, 7.6, 7.44)","(2.7, 3.05, 3.049525616698292)","(20.0, 27.0, 26.555555555555557)","(71.0, 85.0, 82.87878787878788)","(71.0, 90.0, 88.0)","(101.0, 360.0, 312.0)"
07-01-2023 15:10:44.940890,"(41.0, 60.0, 55.925925925925924)","(21.0, 29.0, 28.24175824175824)","(11.0, 13.5, 13.234375)","(31.0, 40.0, 38.21176470588235)","(3.3, 3.9, 3.8620481927710846)","(15.0, 17.0, 16.987903225806452)","(7.0, 7.4, 7.283243243243244)","(2.7, 3.05, 3.0384672619047617)","(20.0, 27.0, 26.3)","(71.0, 85.0, 82.94117647058823)","(71.0, 90.0, 88.33333333333333)","(101.0, 360.0, 312.0)"
07-01-2023 15:10:46.395073,"(41.0, 60.0, 55.925925925925924)","(21.0, 29.0, 28.24175824175824)","(11.0, 13.5, 13.234375)","(31.0, 40.0, 38.23684210526316)","(3.3, 3.9, 3.8659574468085105)","(15.0, 17.5, 17.247081712062258)","(6.5, 7.4, 7.31764705882353)","(2.7, 3.0, 2.962449941107185)","(21.0, 27.0, 26.636363636363637)","(71.0, 85.0, 83.8)","(71.0, 90.0, 88.33333333333333)","(101.0, 360.0, 310.0)"
07-01-2023 15:10:47.962682,"(41.0, 60.0, 55.925925925925924)","(21.0, 29.0, 28.24175824175824)","(11.0, 13.5, 13.218120805369127)","(31.0, 38.0, 36.54545454545455)","(3.3, 3.85, 3.882261640798226)","(15.0, 17.5, 17.1144578313253)","(6.5, 7.4, 7.33968253968254)","(2.7, 3.0, 3.010998735777497)","(21.0, 27.0, 26.4375)","(71.0, 85.0, 84.0)","(71.0, 90.0, 88.94736842105263)","(101.0, 360.0, 310.0)"
07-01-2023 15:10:49.498612,"(41.0, 60.0, 55.925925925925924)","(21.0, 29.0, 28.785714285714285)","(11.0, 13.5, 12.4375)","(31.0, 38.0, 36.78947368421053)","(3.4, 3.9, 3.914070351758794)","(15.0, 17.5, 17.294117647058822)","(7.0, 7.4, 7.445714285714286)","(2.7, 3.05, 2.951631205673759)","(21.0, 27.0, 27.625)","(71.0, 85.0, 82.64150943396227)","(71.0, 90.0, 88.2258064516129)","(101.0, 360.0, 315.0)"
07-01-2023 15:10:50.963501,"(41.0, 60.0, 57.857142857142854)","(21.0, 30.0, 29.571428571428573)","(11.0, 12.5, 11.636363636363637)","(31.0, 38.0, 36.666666666666664)","(3.4, 3.95, 3.9225)","(15.0, 18.0, 17.428571428571427)","(7.0, 7.6, 7.564285714285714)","(2.7, 2.96, 2.953022222222222)","(21.0, 28.0, 27.208955223880597)","(71.0, 90.0, 84.23076923076923)","(71.0, 95.0, 88.90625)","(101.0, 360.0, 320.0)"
07-01-2023 15:10:52.494152,"(41.0, 60.0, 58.57142857142857)","(21.0, 32.0, 30.210526315789473)","(11.0, 12.5, 12.223837209302326)","(31.0, 38.0, 36.666666666666664)","(3.4, 4.0, 3.958843537414966)","(15.0, 18.0, 17.686274509803923)","(6.5, 7.6, 7.402061855670103)","(2.7, 2.96, 2.892073732718894)","(21.0, 29.0, 27.416666666666668)","(71.0, 90.0, 85.0)","(71.0, 95.0, 84.16666666666667)","(101.0, 360.0, 320.0)"
07-01-2023 15:10:54.064070,"(41.0, 60.0, 59.0)","(21.0, 32.0, 30.333333333333332)","(11.0, 12.5, 12.132716049382717)","(31.0, 38.0, 36.68571428571428)","(3.4, 4.0, 3.971)","(15.0, 18.0, 17.850877192982455)","(6.5, 7.6, 7.289119170984456)","(2.7, 2.9, 2.9213193717277486)","(21.0, 28.0, 27.25)","(71.0, 90.0, 85.22727272727272)","(71.0, 95.0, 83.18181818181819)","(101.0, 360.0, 315.0)"
07-01-2023 15:10:55.602870,"(41.0, 60.0, 58.57142857142857)","(21.0, 32.0, 30.583333333333332)","(11.0, 12.5, 12.13961038961039)","(31.0, 38.0, 36.68571428571428)","(3.4, 4.0, 3.9345714285714286)","(15.0, 18.0, 17.853448275862068)","(6.5, 7.4, 7.200677966101695)","(2.7, 2.94, 2.969927536231884)","(21.0, 28.0, 27.307692307692307)","(71.0, 90.0, 83.62068965517241)","(71.0, 95.0, 84.62962962962963)","(101.0, 360.0, 324.0)"
07-01-2023 15:10:57.192649,"(41.0, 60.0, 58.57142857142857)","(21.0, 32.0, 30.583333333333332)","(11.0, 12.5, 12.077586206896552)","(31.0, 38.0, 36.7787610619469)","(3.4, 3.95, 3.91962962962963)","(15.0, 18.0, 17.68421052631579)","(6.5, 7.4, 7.224786324786325)","(2.7, 2.98, 2.963756906077348)","(21.0, 28.0, 27.307692307692307)","(71.0, 85.0, 80.83333333333333)","(71.0, 95.0, 84.62962962962963)","(101.0, 360.0, 324.0)"
07-01-2023 15:10:58.635046,"(41.0, 60.0, 58.57142857142857)","(21.0, 32.0, 30.46153846153846)","(11.0, 12.5, 12.142335766423358)","(31.0, 38.0, 36.68571428571428)","(3.4, 3.95, 3.9182572614107882)","(15.0, 18.0, 17.444444444444443)","(6.5, 7.4, 7.234146341463415)","(2.6, 2.98, 2.9613996627318717)","(21.0, 28.0, 27.25)","(71.0, 90.0, 85.0)","(71.0, 95.0, 85.0)","(101.0, 360.0, 324.0)"
07-01-2023 15:11:00.128996,"(41.0, 60.0, 59.0)","(21.0, 32.0, 30.51851851851852)","(11.0, 12.5, 12.131756756756756)","(31.0, 38.0, 36.76767676767677)","(3.4, 3.95, 3.9024781341107873)","(15.0, 17.5, 17.23076923076923)","(6.5, 7.4, 7.220689655172414)","(2.6, 2.98, 2.9682514450867052)","(21.0, 28.0, 27.357142857142858)","(71.0, 90.0, 85.41666666666667)","(71.0, 95.0, 80.55555555555556)","(101.0, 360.0, 324.0)"
07-01-2023 15:11:01.944088,"(41.0, 60.0, 59.166666666666664)","(21.0, 32.0, 32.22222222222222)","(11.0, 12.5, 12.392156862745098)","(31.0, 38.0, 37.27272727272727)","(3.4, 3.95, 3.9006097560975608)","(15.0, 17.5, 17.504950495049506)","(6.5, 7.4, 7.1792)","(2.7, 2.98, 2.972442748091603)","(21.0, 28.0, 28.06896551724138)","(71.0, 90.0, 85.74468085106383)","(71.0, 95.0, 84.70588235294117)","(101.0, 370.0, 335.0)"
07-01-2023 15:11:03.566718,"(41.0, 60.0, 55.625)","(21.0, 34.0, 32.526315789473685)","(11.0, 12.5, 12.473333333333333)","(31.0, 38.0, 37.11392405063291)","(3.4, 3.95, 3.8893805309734515)","(15.0, 18.0, 17.73611111111111)","(6.5, 7.4, 7.207843137254902)","(2.7, 2.98, 2.976661870503597)","(21.0, 29.0, 28.102272727272727)","(71.0, 90.0, 86.74418604651163)","(71.0, 95.0, 82.5)","(101.0, 370.0, 350.0)"
07-01-2023 15:11:05.264325,"(41.0, 60.0, 55.625)","(21.0, 34.0, 32.44444444444444)","(11.0, 12.5, 12.473333333333333)","(31.0, 38.0, 37.11392405063291)","(3.4, 3.9, 3.8644927536231886)","(15.0, 18.0, 17.826923076923077)","(6.5, 7.4, 7.0754716981132075)","(2.7, 2.98, 2.9813943355119825)","(21.0, 29.0, 28.102272727272727)","(71.0, 90.0, 86.74418604651163)","(61.0, 95.0, 78.0)","(101.0, 360.0, 325.0)"
07-01-2023 15:11:06.929165,"(41.0, 60.0, 55.38461538461539)","(21.0, 34.0, 32.833333333333336)","(11.0, 12.5, 12.482758620689655)","(31.0, 38.0, 37.146341463414636)","(3.4, 3.9, 3.8759259259259258)","(15.0, 18.0, 18.081632653061224)","(6.5, 7.2, 7.152763819095478)","(2.7, 3.0, 2.944040404040404)","(21.0, 29.0, 28.091954022988507)","(71.0, 90.0, 86.88888888888889)","(61.0, 90.0, 80.66666666666667)","(101.0, 360.0, 325.0)"
07-01-2023 15:11:08.642504,"(41.0, 60.0, 56.92307692307692)","(21.0, 34.0, 31.875)","(11.0, 12.5, 12.59375)","(31.0, 38.0, 37.52777777777778)","(3.4, 3.9, 3.831907894736842)","(15.0, 18.5, 17.365671641791046)","(6.5, 7.4, 7.263013698630137)","(2.7, 2.96, 2.9613577023498694)","(21.0, 29.0, 28.064935064935064)","(71.0, 90.0, 87.27272727272727)","(61.0, 90.0, 80.28571428571428)","(101.0, 350.0, 302.0)"
07-01-2023 15:11:10.226367,"(41.0, 60.0, 58.57142857142857)","(21.0, 32.0, 31.272727272727273)","(11.0, 13.0, 12.711309523809524)","(31.0, 38.0, 37.352112676056336)","(3.4, 3.85, 3.8299668874172186)","(15.0, 17.5, 17.471153846153847)","(6.5, 7.4, 7.245021645021645)","(2.7, 2.98, 2.9654545454545453)","(21.0, 29.0, 28.096385542168676)","(71.0, 90.0, 87.85714285714286)","(61.0, 85.0, 82.5)","(101.0, 340.0, 300.0)"
07-01-2023 15:11:11.844828,"(41.0, 60.0, 58.46153846153846)","(21.0, 32.0, 32.666666666666664)","(11.0, 13.0, 12.817241379310344)","(31.0, 38.0, 37.30769230769231)","(3.4, 3.85, 3.80328125)","(15.0, 17.5, 18.041666666666668)","(6.5, 7.4, 7.209150326797386)","(2.7, 2.98, 2.9697516930022574)","(21.0, 29.0, 28.05263157894737)","(71.0, 90.0, 84.9090909090909)","(61.0, 85.0, 79.0)","(101.0, 340.0, 300.0)"
07-01-2023 15:11:13.458563,"(41.0, 60.0, 58.46153846153846)","(21.0, 34.0, 32.8)","(11.0, 13.0, 12.787878787878787)","(31.0, 38.0, 37.20353982300885)","(3.4, 3.85, 3.807709750566893)","(15.0, 18.5, 16.822429906542055)","(6.5, 7.4, 7.175409836065574)","(2.7, 2.98, 2.980152505446623)","(21.0, 29.0, 28.164556962025316)","(71.0, 90.0, 86.13636363636364)","(61.0, 80.0, 90.0)","(101.0, 340.0, 296.25)"
07-01-2023 15:11:15.080437,"(41.0, 65.0, 58.75)","(21.0, 34.0, 32.666666666666664)","(11.0, 13.0, 12.761111111111111)","(31.0, 40.0, 37.44444444444444)","(3.4, 3.85, 3.856319290465632)","(15.0, 17.0, 16.448)","(7.0, 7.2, 6.928142076502732)","(2.7, 3.0, 2.9816223776223776)","(21.0, 29.0, 28.16417910447761)","(71.0, 90.0, 83.45238095238095)","(61.0, 95.0, 91.0)","(101.0, 340.0, 304.2857142857143)"
07-01-2023 15:11:16.744512,"(41.0, 65.0, 60.45454545454545)","(21.0, 36.0, 35.0)","(11.0, 13.5, 12.86969696969697)","(31.0, 40.0, 38.375)","(3.4, 3.9, 3.8453947368421053)","(15.0, 17.0, 16.7)","(7.0, 7.0, 6.801766004415011)","(2.7, 3.0, 2.983154574132492)","(21.0, 29.0, 28.2)","(71.0, 85.0, 84.10714285714286)","(61.0, 90.0, 86.0)","(101.0, 340.0, 329.2857142857143)"
07-01-2023 15:11:18.325276,"(41.0, 70.0, 61.42857142857143)","(21.0, 36.0, 37.111111111111114)","(11.0, 13.5, 13.11875)","(31.0, 40.0, 38.833333333333336)","(3.4, 3.85, 3.747771317829457)","(15.0, 17.0, 16.252559726962456)","(7.0, 7.0, 6.805896805896806)","(2.7, 3.0, 3.0017305315203955)","(21.0, 29.0, 28.53846153846154)","(71.0, 85.0, 85.17241379310344)","(61.0, 90.0, 89.0)","(101.0, 340.0, 327.5)"
07-01-2023 15:11:20.187792,"(41.0, 70.0, 58.94736842105263)","(21.0, 38.0, 37.333333333333336)","(11.0, 13.5, 13.257575757575758)","(31.0, 40.0, 39.05882352941177)","(3.4, 3.75, 3.7416030534351146)","(15.0, 17.0, 16.46857142857143)","(7.0, 7.0, 6.857575757575757)","(2.7, 3.05, 3.0213403880070544)","(21.0, 29.0, 28.083333333333332)","(71.0, 90.0, 85.71428571428571)","(61.0, 90.0, 90.55555555555556)","(101.0, 340.0, 332.8571428571429)"
07-01-2023 15:11:21.862628,"(41.0, 60.0, 62.30769230769231)","(21.0, 38.0, 34.18181818181818)","(11.0, 13.5, 13.773333333333333)","(31.0, 40.0, 39.172413793103445)","(3.4, 3.75, 3.65503003003003)","(14.0, 16.5, 16.544)","(6.5, 7.0, 6.854237288135593)","(2.7, 3.05, 3.055725524475524)","(21.0, 29.0, 27.8)","(71.0, 90.0, 85.9375)","(71.0, 95.0, 88.51851851851852)","(101.0, 340.0, 312.3076923076923)"
07-01-2023 15:11:23.620930,"(41.0, 70.0, 63.0)","(21.0, 36.0, 36.0)","(11.0, 14.0, 13.787096774193548)","(31.0, 40.0, 39.294117647058826)","(3.4, 3.7, 3.6345307068366166)","(14.0, 17.0, 16.664201183431953)","(6.5, 7.0, 6.8701923076923075)","(2.7, 3.1, 3.057871972318339)","(21.0, 29.0, 26.72972972972973)","(71.0, 90.0, 86.17647058823529)","(71.0, 90.0, 79.79729729729729)","(101.0, 340.0, 299.4117647058824)"
07-01-2023 15:11:25.357197,"(41.0, 70.0, 63.035714285714285)","(21.0, 38.0, 35.77777777777778)","(11.0, 14.0, 13.758823529411764)","(31.0, 40.0, 39.214285714285715)","(3.4, 3.7, 3.67031914893617)","(14.0, 17.0, 16.714)","(6.5, 7.0, 6.817971014492754)","(2.7, 3.1, 3.052549751243781)","(21.0, 28.0, 26.469135802469136)","(71.0, 85.0, 82.83783783783784)","(71.0, 80.0, 78.65979381443299)","(101.0, 330.0, 310.0)"
07-01-2023 15:11:27.092147,"(41.0, 70.0, 65.0)","(21.0, 38.0, 35.666666666666664)","(11.0, 14.0, 13.857954545454545)","(31.0, 40.0, 39.1)","(3.4, 3.7, 3.663387423935091)","(14.0, 17.0, 17.375)","(6.5, 7.0, 6.8290076335877865)","(2.7, 3.1, 3.0621200311769288)","(21.0, 28.0, 27.11111111111111)","(71.0, 85.0, 84.0)","(71.0, 80.0, 76.57894736842105)","(101.0, 330.0, 318.8888888888889)"
07-01-2023 15:11:28.741858,"(41.0, 70.0, 63.86363636363636)","(21.0, 38.0, 37.2)","(11.0, 14.0, 13.444444444444445)","(31.0, 40.0, 39.45454545454545)","(3.4, 3.7, 3.654696132596685)","(14.0, 17.5, 17.45)","(6.5, 7.0, 6.87177700348432)","(2.7, 3.1, 3.039938080495356)","(21.0, 28.0, 27.2972972972973)","(71.0, 85.0, 84.31818181818181)","(71.0, 80.0, 75.57142857142857)","(101.0, 330.0, 313.3333333333333)"
07-01-2023 15:11:30.373597,"(51.0, 70.0, 65.43478260869566)","(21.0, 38.0, 33.2)","(11.0, 14.0, 13.476190476190476)","(31.0, 40.0, 38.94736842105263)","(3.4, 3.7, 3.6535353535353536)","(15.0, 17.5, 17.5)","(6.5, 7.0, 6.933779264214047)","(2.7, 3.1, 3.055844155844156)","(21.0, 28.0, 27.8)","(71.0, 85.0, 86.36363636363636)","(61.0, 80.0, 75.18181818181819)","(101.0, 340.0, 300.0)"
07-01-2023 15:11:32.028858,"(51.0, 70.0, 64.47368421052632)","(21.0, 40.0, 35.68)","(11.0, 13.5, 13.477777777777778)","(31.0, 40.0, 38.76190476190476)","(3.4, 3.7, 3.6581749049429657)","(15.0, 18.0, 17.76271186440678)","(6.5, 7.0, 6.8934306569343065)","(2.7, 3.1, 3.0590673575129532)","(21.0, 28.0, 26.423076923076923)","(71.0, 90.0, 83.15789473684211)","(61.0, 80.0, 71.84615384615384)","(101.0, 340.0, 314.2857142857143)"
