,Cesar Bessan,Hypocrite,Mac Kalhoun,Sunday Bowler,Haather,Pariah Conviction,Supertremendous,Divine Charm
07-01-2023 11:33:28.076861,"(8.0, 11.0, 10.28)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 160.0, 128.0)","(6.5, 12.0, 10.5)","(4.4, 6.0, 5.629411764705882)","(26.0, 65.0, 54.66666666666667)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:33:29.478617,"(8.0, 11.0, 10.28)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 160.0, 128.0)","(6.5, 12.0, 10.5)","(4.4, 6.0, 5.629411764705882)","(26.0, 65.0, 54.66666666666667)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:33:30.811087,"(8.0, 11.0, 10.28)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 160.0, 128.0)","(6.5, 12.0, 10.5)","(4.4, 6.0, 5.629411764705882)","(26.0, 65.0, 54.66666666666667)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:33:32.137817,"(8.0, 11.0, 10.28)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 160.0, 128.0)","(6.5, 12.0, 10.5)","(4.4, 6.0, 5.629411764705882)","(26.0, 65.0, 54.66666666666667)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:33:33.441138,"(8.0, 11.0, 10.28)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 12.0, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 65.0, 54.8)","(10.0, 17.0, 15.45)"
07-01-2023 11:33:34.643438,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:36.068822,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:37.320512,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:38.659002,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:39.956079,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:41.283368,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:42.591035,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:43.820368,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:45.053125,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:46.316346,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:47.561213,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:48.796696,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:50.075043,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:51.226674,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:52.434978,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:53.684061,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:54.831603,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:56.042816,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:57.287094,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:58.562549,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 128.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.5625)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:33:59.868703,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 160.0, 122.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.6499999999999995)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:34:01.062860,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 150.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.6499999999999995)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:34:02.216109,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.6499999999999995)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:34:03.422446,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.6499999999999995)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:34:04.621358,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.6499999999999995)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:34:05.805570,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.6499999999999995)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:34:07.005020,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.6499999999999995)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:34:08.200702,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.887)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.6499999999999995)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.45)"
07-01-2023 11:34:09.411404,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 27.25)","(1.8, 1.89, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.44)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:10.580249,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.44)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:11.639508,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.44)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:12.851569,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.44)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:14.089226,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.490909090909091)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:15.296852,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.5)","(4.4, 6.0, 5.688888888888888)","(26.0, 60.0, 54.8)","(10.0, 16.5, 14.25)"
07-01-2023 11:34:16.489654,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.490909090909091)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:17.512847,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.490909090909091)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:18.689434,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.533333333333333)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:19.848708,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.533333333333333)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:20.977170,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.533333333333333)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:22.175984,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.533333333333333)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:23.383401,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.533333333333333)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:24.582882,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.533333333333333)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:25.666110,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.915)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.3)","(4.4, 6.0, 5.533333333333333)","(26.0, 60.0, 54.8)","(10.0, 16.5, 15.333333333333334)"
07-01-2023 11:34:26.787614,"(8.0, 10.5, 9.98)","(17.0, 46.0, 27.25)","(1.8, 1.92, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.5)","(4.4, 6.0, 5.688888888888888)","(26.0, 60.0, 54.8)","(10.0, 16.5, 14.25)"
07-01-2023 11:34:27.978779,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.5)","(4.4, 6.0, 5.688888888888888)","(26.0, 60.0, 54.8)","(10.0, 16.5, 14.25)"
07-01-2023 11:34:29.173479,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.5)","(4.4, 6.0, 5.688888888888888)","(26.0, 60.0, 54.8)","(10.0, 16.5, 14.25)"
07-01-2023 11:34:30.320992,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.5)","(4.4, 6.0, 5.688888888888888)","(26.0, 60.0, 54.8)","(10.0, 16.5, 14.25)"
07-01-2023 11:34:31.536696,"(8.0, 10.5, 10.066666666666666)","(17.0, 46.0, 31.0)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 11.5, 10.4)","(4.4, 6.0, 5.3)","(26.0, 60.0, 54.66666666666667)","(10.0, 16.5, 14.411764705882353)"
07-01-2023 11:34:32.699282,"(8.0, 13.0, 10.625)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.60625)","(26.0, 65.0, 52.6)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:34:33.912618,"(8.0, 13.0, 10.9)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.60625)","(26.0, 65.0, 52.6)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:34:35.113516,"(8.0, 12.5, 11.879999999999999)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.60625)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:36.190521,"(8.0, 12.5, 11.675)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.3)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:37.402737,"(8.0, 12.0, 10.133333333333333)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.3)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:38.725867,"(8.0, 12.0, 9.6)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.3)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:39.943636,"(8.0, 12.0, 9.6)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.3)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:41.152739,"(8.0, 12.0, 9.6)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:42.289469,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 140.0, 116.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:43.409036,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 190.0, 146.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:44.646843,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:45.851966,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:47.036983,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:48.318910,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:49.549994,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:50.785652,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:52.015890,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:53.187216,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:54.316502,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:55.561560,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:56.802055,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:58.010484,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:34:59.289160,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:00.470275,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:01.704220,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:02.911129,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:04.040466,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 10.4)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:05.208418,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 11.0)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:06.352286,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 11.0)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:07.499714,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 11.0)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:08.688533,"(8.0, 11.5, 9.528571428571428)","(17.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(6.5, 12.0, 11.0)","(4.4, 6.0, 5.377777777777778)","(26.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:09.710222,"(8.0, 11.5, 9.528571428571428)","(16.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(7.0, 12.0, 11.0)","(4.4, 6.0, 5.377777777777778)","(21.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:10.889761,"(8.0, 11.5, 9.528571428571428)","(16.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(7.0, 12.0, 11.0)","(4.4, 6.0, 5.377777777777778)","(21.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
07-01-2023 11:35:12.097845,"(8.0, 11.5, 9.528571428571428)","(16.0, 46.0, 29.333333333333336)","(1.8, 1.89, 1.8849999999999998)","(51.0, 180.0, 130.0)","(7.0, 12.0, 11.0)","(4.4, 6.0, 5.377777777777778)","(21.0, 65.0, 52.6)","(10.0, 17.0, 13.857142857142858)"
