,Almighty Mack,Octare Stride,Phantom Rex,Mt View Buck,Good Boy Colombo,Blazin Sushi,Jay Jay Lopez
15-12-2022 15:35:41.209810,"(2.7, 3.25, 3.1637500000000003)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:42.454551,"(2.7, 3.25, 3.1637500000000003)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:43.635819,"(2.7, 3.25, 3.1637500000000003)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:44.758593,"(2.7, 3.25, 3.1637500000000003)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:45.914055,"(2.7, 3.25, 3.1637500000000003)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:47.067969,"(2.7, 3.25, 3.1637500000000003)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:48.201215,"(2.7, 3.25, 3.1637500000000003)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:49.313166,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:50.519043,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:51.604631,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:52.582624,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:53.952953,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:55.081289,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:56.226984,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:57.193177,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:58.149698,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:35:59.119420,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:00.170254,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:01.214003,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:02.249530,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:03.334075,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:04.315084,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:05.262553,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:06.215646,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:07.250781,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:08.263163,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:09.303979,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:10.290523,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:11.292125,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:12.275848,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:13.180905,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:14.167850,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:15.139899,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:16.165489,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:17.075712,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:18.044145,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:18.963075,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:19.860323,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:20.826713,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:21.759884,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:22.771124,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:23.715910,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:24.662472,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:25.587585,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:26.549314,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:27.539475,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:28.488897,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:29.478208,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:30.439147,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:31.356617,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:32.260289,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:33.200051,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:34.125277,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:35.101400,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:36.057108,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:37.027619,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:37.957446,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:38.863152,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:39.853817,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:40.768734,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:41.737748,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:42.710008,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:43.711163,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
15-12-2022 15:36:44.664317,"(2.7, 3.25, 3.226206896551724)","(3.8, 6.4, 3.7875)","(4.2, 7.4, 4.647619047619048)","(21.0, 100.0, 38.46153846153847)","(41.0, 340.0, 187.0)","(41.0, 490.0, 268.0)","(2.9, 8.0, 3.5349999999999997)"
