,Noble Present,Sudden Flare,Treat Me Special,Nannys Mission,Red Lil Shipment,Princess Mia Rose,Blue Bonnie,Great Devotion,Our Golden Colleen,License To Carry
05-01-2023 14:10:52.230058,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.695454545454545)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 20.09090909090909)","(10.0, 30.0, 21.666666666666668)","(2.45, 2.68, 2.453333333333333)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:10:53.970898,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.695454545454545)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 20.09090909090909)","(10.0, 30.0, 21.666666666666668)","(2.45, 2.68, 2.453333333333333)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:10:55.961414,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.695454545454545)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 20.09090909090909)","(10.0, 30.0, 21.666666666666668)","(2.45, 2.68, 2.453333333333333)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:10:57.335557,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.695454545454545)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 20.09090909090909)","(10.0, 30.0, 20.454545454545453)","(2.45, 2.68, 2.4329411764705884)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:10:58.842749,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.589655172413793)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 78.5)","(13.0, 34.0, 24.4375)","(10.0, 30.0, 20.454545454545453)","(2.45, 2.68, 2.4329411764705884)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:00.207887,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.589655172413793)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 78.5)","(13.0, 34.0, 24.4375)","(10.0, 30.0, 20.454545454545453)","(2.45, 2.68, 2.4329411764705884)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:01.577408,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.589655172413793)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 78.5)","(13.0, 34.0, 24.4375)","(10.0, 30.0, 20.454545454545453)","(2.45, 2.68, 2.4329411764705884)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:02.922402,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.589655172413793)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 78.5)","(13.0, 34.0, 24.4375)","(10.0, 30.0, 20.454545454545453)","(2.45, 2.68, 2.4329411764705884)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:04.167657,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.814285714285715)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 78.5)","(13.0, 34.0, 23.8)","(10.0, 30.0, 20.454545454545453)","(2.45, 2.68, 2.4329411764705884)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:05.367743,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.814285714285715)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 78.5)","(13.0, 34.0, 24.4375)","(10.0, 30.0, 20.454545454545453)","(2.45, 2.68, 2.4329411764705884)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:06.579701,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.814285714285715)","(41.0, 980.0, 750.0)","(26.0, 130.0, 78.5)","(13.0, 34.0, 20.09090909090909)","(10.0, 30.0, 21.666666666666668)","(2.45, 2.68, 2.453333333333333)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:07.807521,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.814285714285715)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 100.57142857142857)","(13.0, 34.0, 21.625)","(10.0, 30.0, 20.58823529411765)","(2.45, 2.68, 2.4414814814814814)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:09.257267,"(14.0, 18.5, 17.423076923076923)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 109.4)","(13.0, 34.0, 24.1)","(10.0, 30.0, 20.58823529411765)","(2.45, 2.68, 2.4414814814814814)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:10.561097,"(14.0, 18.5, 17.423076923076923)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 109.4)","(13.0, 34.0, 24.1)","(10.0, 30.0, 20.58823529411765)","(2.45, 2.68, 2.4414814814814814)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:11.768018,"(14.0, 18.5, 17.423076923076923)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 109.4)","(13.0, 34.0, 24.1)","(10.0, 30.0, 20.58823529411765)","(2.45, 2.68, 2.4414814814814814)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:13.037377,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.58823529411765)","(2.45, 2.68, 2.4414814814814814)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:14.259410,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.58823529411765)","(2.4, 2.68, 2.4414814814814814)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:15.407393,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.58823529411765)","(2.4, 2.68, 2.4414814814814814)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:16.737329,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.666666666666668)","(2.4, 2.68, 2.453333333333333)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:17.955584,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.666666666666668)","(2.4, 2.68, 2.453333333333333)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:19.172265,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.666666666666668)","(2.4, 2.68, 2.453333333333333)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:20.410447,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.666666666666668)","(2.4, 2.68, 2.453333333333333)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:21.630364,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.666666666666668)","(2.4, 2.68, 2.453333333333333)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:22.930190,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.666666666666668)","(2.4, 2.68, 2.453333333333333)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:24.285853,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.666666666666668)","(2.4, 2.68, 2.453333333333333)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:25.813821,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 750.0)","(26.0, 130.0, 100.28571428571429)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.666666666666668)","(2.4, 2.68, 2.453333333333333)","(5.5, 9.6, 8.764285714285714)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:27.253125,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 838.4615384615386)","(26.0, 130.0, 120.54545454545455)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.714285714285715)","(2.4, 2.68, 2.44)","(5.5, 9.6, 9.027272727272727)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:28.612048,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 838.4615384615386)","(26.0, 130.0, 78.5)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.714285714285715)","(2.4, 2.68, 2.44)","(5.5, 9.6, 8.53170731707317)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:30.140824,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 838.4615384615386)","(26.0, 130.0, 78.5)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.714285714285715)","(2.4, 2.68, 2.44)","(5.5, 9.8, 8.53170731707317)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:31.633773,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.551612903225807)","(41.0, 980.0, 838.4615384615386)","(26.0, 130.0, 78.5)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.714285714285715)","(2.4, 2.68, 2.44)","(5.5, 9.8, 8.53170731707317)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:33.319135,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.9, 4.490322580645161)","(41.0, 980.0, 838.4615384615386)","(26.0, 130.0, 78.5)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.714285714285715)","(2.4, 2.68, 2.44)","(5.5, 9.8, 8.53170731707317)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:34.632956,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.490322580645161)","(41.0, 980.0, 838.4615384615386)","(26.0, 130.0, 78.5)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.714285714285715)","(2.4, 2.68, 2.44)","(5.5, 9.8, 8.53170731707317)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:36.012053,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.490322580645161)","(41.0, 980.0, 838.4615384615386)","(26.0, 130.0, 78.5)","(13.0, 34.0, 19.6)","(10.0, 30.0, 20.714285714285715)","(2.4, 2.68, 2.44)","(5.5, 9.8, 8.53170731707317)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:37.213261,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.490322580645161)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 107.11111111111111)","(13.0, 34.0, 19.6)","(10.0, 30.0, 21.125)","(2.4, 2.68, 2.435)","(5.5, 9.8, 9.22857142857143)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:38.466541,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.490322580645161)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 107.11111111111111)","(13.0, 34.0, 19.6)","(10.0, 29.0, 21.5)","(2.4, 2.68, 2.435)","(5.5, 9.8, 9.12)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:39.673705,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.490322580645161)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 29.0, 21.5)","(2.4, 2.68, 2.435)","(5.5, 10.0, 9.12)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:41.176811,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.490322580645161)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 29.0, 21.5)","(2.4, 2.68, 2.435)","(5.5, 10.0, 9.12)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:42.490176,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.490322580645161)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 29.0, 21.5)","(2.4, 2.68, 2.435)","(5.5, 10.0, 9.12)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:43.750813,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 29.0, 21.5)","(2.4, 2.68, 2.435)","(5.5, 10.0, 9.12)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:44.994703,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 29.0, 21.5)","(2.4, 2.68, 2.435)","(5.5, 10.0, 9.12)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:46.160729,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 109.4)","(13.0, 34.0, 19.6)","(10.0, 29.0, 21.5)","(2.4, 2.68, 2.435)","(5.5, 10.0, 9.12)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:47.288924,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 877.7777777777778)","(26.0, 130.0, 112.83333333333334)","(13.0, 34.0, 19.6)","(10.0, 29.0, 20.36)","(2.4, 2.68, 2.4329411764705884)","(5.5, 10.0, 9.45)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:48.615269,"(14.0, 18.5, 17.676470588235293)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 116.26666666666667)","(13.0, 34.0, 19.6)","(10.0, 29.0, 20.36)","(2.4, 2.68, 2.4329411764705884)","(5.5, 10.0, 9.166666666666666)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:49.800735,"(14.0, 18.5, 17.423076923076923)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 116.26666666666667)","(13.0, 34.0, 19.6)","(10.0, 29.0, 20.36)","(2.4, 2.68, 2.4329411764705884)","(5.5, 10.0, 9.5)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:50.917446,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 116.26666666666667)","(13.0, 34.0, 19.6)","(10.0, 29.0, 20.36)","(2.4, 2.68, 2.4329411764705884)","(5.5, 10.0, 9.5)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:52.084001,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 116.26666666666667)","(13.0, 34.0, 19.6)","(10.0, 29.0, 20.36)","(2.4, 2.68, 2.4329411764705884)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:53.311163,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 116.26666666666667)","(13.0, 34.0, 19.6)","(10.0, 29.0, 21.333333333333332)","(2.4, 2.68, 2.4329411764705884)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:54.509735,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 116.26666666666667)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.4329411764705884)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:55.790613,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 116.26666666666667)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.4329411764705884)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:57.125694,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 896.3636363636364)","(26.0, 130.0, 118.55555555555556)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.0)","(2.4, 2.68, 2.44)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:58.368695,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.337777777777777)","(41.0, 980.0, 896.3636363636364)","(26.0, 130.0, 89.19999999999999)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.44)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:11:59.657370,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.8, 4.403030303030303)","(41.0, 980.0, 896.3636363636364)","(26.0, 130.0, 89.19999999999999)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.44)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:00.845237,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 896.3636363636364)","(26.0, 130.0, 89.19999999999999)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.44)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:02.155969,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 896.3636363636364)","(26.0, 130.0, 89.19999999999999)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.44)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:03.462607,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 896.3636363636364)","(26.0, 130.0, 89.19999999999999)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.44)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:04.812356,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 896.3636363636364)","(26.0, 130.0, 89.19999999999999)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.44)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:06.083871,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 896.3636363636364)","(26.0, 130.0, 89.19999999999999)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.44)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:07.318415,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 906.4)","(26.0, 130.0, 100.85714285714286)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
