,Antarctic Ocean,Ashim,Shalaga,Beagle,Coastal Town,Belthil,Rich Memories,Trust Rusty,Rock Dee Jay,Navy Black,Pammy Joy,Pistachio,Tonys Kick
06-01-2023 14:41:06.037904,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 44.0, 36.875)","(8.5, 11.5, 10.933333333333334)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.125)","(18.0, 27.0, 25.815789473684212)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:07.466861,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.0, 10.342105263157894)","(4.4, 5.7, 5.35)","(21.0, 44.0, 36.875)","(8.5, 11.5, 10.933333333333334)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.125)","(18.0, 27.0, 27.055555555555557)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:08.950391,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.5, 10.342105263157894)","(4.4, 5.7, 5.35)","(21.0, 44.0, 36.875)","(8.5, 11.5, 10.933333333333334)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.125)","(18.0, 28.0, 27.055555555555557)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:10.372342,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.5, 10.342105263157894)","(4.4, 5.7, 5.35)","(21.0, 44.0, 36.875)","(8.5, 11.5, 10.933333333333334)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.125)","(18.0, 28.0, 26.558823529411764)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:11.794883,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.5, 10.342105263157894)","(4.4, 5.7, 5.35)","(21.0, 44.0, 36.875)","(8.5, 11.5, 10.933333333333334)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.125)","(18.0, 27.0, 26.558823529411764)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:13.272317,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.5, 10.342105263157894)","(4.4, 5.7, 5.35)","(21.0, 44.0, 36.875)","(8.5, 11.5, 10.933333333333334)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.125)","(18.0, 27.0, 26.558823529411764)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:14.675946,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.5, 10.342105263157894)","(4.4, 5.7, 5.35)","(21.0, 44.0, 36.875)","(8.5, 11.5, 10.933333333333334)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.125)","(18.0, 27.0, 26.558823529411764)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:16.134634,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 12.5)","(8.0, 10.5, 10.342105263157894)","(4.4, 5.7, 5.35)","(21.0, 44.0, 40.64705882352941)","(8.5, 11.5, 10.933333333333334)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.125)","(18.0, 27.0, 25.75)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:17.621267,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.5, 9.85)","(4.4, 5.7, 5.35)","(21.0, 44.0, 35.6)","(8.5, 11.5, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 26.0, 21.333333333333332)","(18.0, 27.0, 23.666666666666668)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:19.083324,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 42.0, 35.6)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 27.0, 23.666666666666668)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:20.608787,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.22)","(9.0, 14.5, 13.5)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 42.0, 35.6)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 27.0, 23.666666666666668)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:22.040404,"(18.0, 26.0, 23.5)","(9.0, 15.5, 14.625)","(8.5, 10.5, 10.625)","(9.0, 14.5, 13.5)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 42.0, 34.4)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 27.0, 24.142857142857142)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:23.526826,"(18.0, 27.0, 25.5)","(9.0, 15.5, 14.625)","(8.5, 12.0, 10.625)","(9.0, 14.5, 13.5)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 40.0, 34.4)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 26.0, 24.142857142857142)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:25.025465,"(18.0, 27.0, 25.5)","(9.0, 15.5, 14.625)","(8.5, 12.0, 10.625)","(9.0, 14.5, 13.5)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 40.0, 34.4)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 26.0, 24.142857142857142)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:26.557341,"(18.0, 27.0, 25.5)","(9.0, 15.5, 14.625)","(8.5, 12.0, 10.625)","(9.0, 14.5, 13.5)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 40.0, 34.4)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 26.0, 24.142857142857142)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:28.050339,"(18.0, 27.0, 26.57142857142857)","(9.0, 15.5, 14.625)","(8.5, 12.0, 10.625)","(9.0, 14.5, 14.23076923076923)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 40.0, 37.84615384615385)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 26.0, 24.142857142857142)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:29.493673,"(18.0, 27.0, 25.5)","(9.0, 15.5, 14.625)","(8.5, 12.0, 10.625)","(9.0, 14.5, 14.23076923076923)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 40.0, 37.2)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 26.0, 23.11111111111111)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:30.922432,"(18.0, 27.0, 25.75)","(9.0, 15.5, 14.625)","(8.5, 12.0, 10.625)","(9.0, 14.5, 14.23076923076923)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 40.0, 37.2)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 26.0, 23.11111111111111)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:32.537962,"(18.0, 27.0, 25.75)","(9.0, 15.5, 14.625)","(8.5, 12.0, 10.625)","(9.0, 14.5, 14.23076923076923)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.35)","(21.0, 40.0, 37.2)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 26.0, 23.11111111111111)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:34.040022,"(18.0, 27.0, 25.75)","(9.0, 15.5, 14.625)","(8.5, 12.0, 10.15)","(9.0, 14.5, 14.23076923076923)","(8.0, 10.0, 9.85)","(4.4, 5.7, 5.544444444444444)","(21.0, 40.0, 37.2)","(8.5, 11.0, 10.76)","(9.0, 12.0, 11.88888888888889)","(15.0, 25.0, 21.333333333333332)","(18.0, 26.0, 23.11111111111111)","(6.5, 8.6, 7.909090909090909)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:35.526194,"(18.0, 27.0, 25.666666666666668)","(9.0, 15.5, 14.9)","(8.5, 10.5, 11.09090909090909)","(9.0, 14.5, 13.75)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.48125)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.714285714285714)","(9.0, 12.0, 12.0)","(15.0, 25.0, 23.166666666666668)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.144)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:36.922666,"(18.0, 27.0, 25.666666666666668)","(9.0, 15.5, 14.9)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.75)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.48125)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.714285714285714)","(9.0, 12.5, 12.0)","(15.0, 25.0, 24.0)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.144)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:38.409567,"(18.0, 27.0, 25.666666666666668)","(9.0, 15.5, 14.9)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.75)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.714285714285714)","(9.0, 12.5, 12.0)","(15.0, 26.0, 24.5)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.163636363636364)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:39.839939,"(18.0, 27.0, 25.666666666666668)","(9.0, 15.5, 14.9)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 14.125)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.714285714285714)","(9.0, 12.5, 12.0)","(15.0, 26.0, 24.8)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.163636363636364)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:41.275800,"(18.0, 27.0, 25.666666666666668)","(9.0, 15.5, 14.9)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.75)","(9.0, 12.5, 12.0)","(15.0, 26.0, 24.8)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.182608695652174)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:42.740923,"(18.0, 27.0, 25.666666666666668)","(9.0, 15.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.75)","(9.0, 12.5, 12.0)","(15.0, 26.0, 24.8)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.182608695652174)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:44.198329,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.75)","(9.0, 12.5, 12.0)","(15.0, 26.0, 24.8)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.182608695652174)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:45.674333,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.75)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:47.138479,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.0, 9.733333333333333)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.0, 10.818181818181818)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 26.0, 22.0)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:48.547123,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.0, 10.314285714285713)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.818181818181818)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 26.0, 21.333333333333332)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:49.928275,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 10.314285714285713)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.818181818181818)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 26.0, 22.5)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:51.358436,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 10.314285714285713)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.818181818181818)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 25.0, 22.5)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:52.843701,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 10.314285714285713)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.818181818181818)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 25.0, 22.5)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:54.307205,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 10.314285714285713)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.818181818181818)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 25.0, 22.5)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:55.840034,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 10.314285714285713)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.818181818181818)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 25.0, 22.5)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:57.319341,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 10.314285714285713)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.25)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 25.0, 22.5)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:41:58.776255,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.625)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 10.314285714285713)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.25)","(9.0, 12.5, 12.0)","(15.0, 26.0, 23.5)","(18.0, 25.0, 22.5)","(6.5, 8.6, 8.15)","(101.0, 220.0, 180.0)"
06-01-2023 14:42:00.249735,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.833333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 9.98)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.25)","(9.0, 12.5, 12.142857142857142)","(15.0, 26.0, 23.5)","(18.0, 25.0, 22.5)","(6.5, 8.6, 8.133333333333333)","(101.0, 220.0, 180.0)"
06-01-2023 14:42:01.644278,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.357142857142858)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 9.98)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.25)","(9.0, 12.5, 12.142857142857142)","(15.0, 26.0, 23.5)","(18.0, 25.0, 22.5)","(6.5, 8.4, 8.133333333333333)","(101.0, 220.0, 180.0)"
06-01-2023 14:42:03.064102,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.357142857142858)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 9.98)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.25)","(9.0, 12.5, 12.125)","(15.0, 26.0, 24.333333333333332)","(18.0, 25.0, 22.5)","(6.5, 8.4, 8.133333333333333)","(101.0, 220.0, 180.0)"
06-01-2023 14:42:04.533390,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.357142857142858)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 9.98)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.25)","(9.0, 12.5, 12.125)","(15.0, 26.0, 24.333333333333332)","(18.0, 25.0, 22.5)","(6.5, 8.4, 8.133333333333333)","(101.0, 220.0, 180.0)"
06-01-2023 14:42:05.992338,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.357142857142858)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 9.98)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.25)","(9.0, 12.5, 12.125)","(15.0, 26.0, 24.333333333333332)","(18.0, 25.0, 22.5)","(6.5, 8.4, 8.133333333333333)","(101.0, 220.0, 180.0)"
06-01-2023 14:42:07.467855,"(18.0, 27.0, 25.666666666666668)","(9.0, 17.5, 15.357142857142858)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 14.125)","(8.0, 10.5, 9.98)","(4.4, 5.7, 5.436842105263158)","(21.0, 40.0, 33.5)","(8.5, 11.5, 10.25)","(9.0, 12.5, 12.125)","(15.0, 26.0, 24.333333333333332)","(18.0, 25.0, 22.5)","(6.5, 8.4, 8.133333333333333)","(101.0, 220.0, 180.0)"
