,Levings,Brockton Bomber,Kingsbrae Beach,Flyaway Matty,Zeal Surprise,His Keen,Monkey Paw,Durwood
08-12-2022 14:17:23.448487,"(1.8, 2.12, 2.1123076923076924)","(26.0, 80.0, 75.71428571428571)","(31.0, 75.0, 70.71428571428571)","(14.0, 25.0, 21.8)","(26.0, 38.0, 30.470588235294116)","(3.1, 4.6, 4.5)","(4.8, 5.6, 5.5)","(26.0, 240.0, 140.78947368421052)"
08-12-2022 14:17:24.896467,"(1.8, 2.12, 2.1147368421052635)","(26.0, 80.0, 75.71428571428571)","(31.0, 75.0, 70.71428571428571)","(14.0, 25.0, 21.105263157894736)","(26.0, 38.0, 30.363636363636363)","(3.1, 4.6, 4.54)","(4.8, 5.6, 5.3125)","(26.0, 240.0, 150.0)"
08-12-2022 14:17:26.313876,"(1.8, 2.12, 2.0964705882352943)","(26.0, 80.0, 75.71428571428571)","(31.0, 75.0, 70.71428571428571)","(14.0, 25.0, 21.114285714285714)","(26.0, 38.0, 30.363636363636363)","(3.1, 4.6, 4.561538461538461)","(4.8, 5.6, 5.3125)","(26.0, 240.0, 150.0)"
08-12-2022 14:17:27.699312,"(1.8, 2.12, 2.0892307692307694)","(26.0, 80.0, 74.0)","(31.0, 75.0, 66.42857142857143)","(14.0, 25.0, 21.22222222222222)","(26.0, 38.0, 30.363636363636363)","(3.1, 4.7, 4.561538461538461)","(4.8, 5.6, 5.3125)","(26.0, 240.0, 150.0)"
08-12-2022 14:17:29.047900,"(1.8, 2.12, 2.0892307692307694)","(26.0, 80.0, 75.0)","(31.0, 75.0, 66.42857142857143)","(14.0, 25.0, 21.22222222222222)","(26.0, 38.0, 30.363636363636363)","(3.1, 4.7, 4.54)","(4.8, 5.6, 5.3125)","(26.0, 240.0, 156.0)"
08-12-2022 14:17:30.516518,"(1.8, 2.12, 2.0892307692307694)","(26.0, 80.0, 77.5)","(31.0, 75.0, 70.71428571428571)","(14.0, 25.0, 21.22222222222222)","(26.0, 38.0, 30.363636363636363)","(3.1, 4.6, 4.54)","(4.8, 5.6, 5.328571428571428)","(26.0, 240.0, 156.9230769230769)"
08-12-2022 14:17:32.020164,"(1.8, 2.12, 2.107878787878788)","(26.0, 80.0, 77.5)","(31.0, 75.0, 70.71428571428571)","(14.0, 25.0, 21.22222222222222)","(26.0, 38.0, 28.666666666666668)","(3.1, 4.6, 4.54)","(4.8, 5.6, 5.328571428571428)","(26.0, 240.0, 160.0)"
08-12-2022 14:17:33.440422,"(1.8, 2.12, 2.1104761904761906)","(26.0, 80.0, 79.5)","(31.0, 75.0, 70.71428571428571)","(14.0, 25.0, 22.35)","(26.0, 38.0, 28.666666666666668)","(3.1, 4.6, 4.5)","(4.8, 5.6, 5.3950000000000005)","(26.0, 240.0, 204.8)"
08-12-2022 14:17:35.181572,"(1.8, 2.12, 2.090588235294118)","(26.0, 90.0, 78.33333333333333)","(31.0, 75.0, 66.42857142857143)","(14.0, 24.0, 22.17391304347826)","(26.0, 34.0, 30.818181818181817)","(3.1, 4.7, 4.588888888888889)","(4.8, 5.5, 5.429411764705883)","(26.0, 240.0, 214.85714285714286)"
08-12-2022 14:17:36.619449,"(1.8, 2.1, 2.076923076923077)","(26.0, 90.0, 78.33333333333333)","(31.0, 75.0, 66.42857142857143)","(14.0, 24.0, 21.75)","(26.0, 34.0, 30.818181818181817)","(3.1, 4.7, 4.557142857142857)","(4.8, 5.5, 5.429411764705883)","(26.0, 240.0, 207.40740740740742)"
08-12-2022 14:17:38.174020,"(1.8, 2.1, 2.106086956521739)","(26.0, 90.0, 82.22222222222223)","(31.0, 75.0, 70.71428571428571)","(14.0, 24.0, 22.071428571428573)","(26.0, 34.0, 28.666666666666668)","(3.1, 4.7, 4.442857142857143)","(4.8, 5.5, 5.429411764705883)","(26.0, 240.0, 188.23529411764707)"
08-12-2022 14:17:39.573259,"(1.8, 2.12, 2.106086956521739)","(26.0, 90.0, 82.22222222222223)","(31.0, 75.0, 70.71428571428571)","(14.0, 24.0, 22.384615384615383)","(26.0, 34.0, 28.4)","(3.2, 4.5, 4.464285714285714)","(4.8, 5.5, 5.429411764705883)","(26.0, 240.0, 188.23529411764707)"
08-12-2022 14:17:40.795266,"(1.8, 2.12, 2.106086956521739)","(26.0, 90.0, 82.22222222222223)","(31.0, 75.0, 70.71428571428571)","(14.0, 23.0, 20.1)","(26.0, 34.0, 27.54054054054054)","(3.2, 4.7, 4.4)","(4.8, 5.5, 5.377272727272727)","(26.0, 240.0, 160.0)"
08-12-2022 14:17:41.992491,"(1.8, 2.14, 2.1145454545454547)","(26.0, 90.0, 83.63636363636364)","(31.0, 75.0, 70.71428571428571)","(14.0, 21.0, 20.142857142857142)","(26.0, 32.0, 27.54054054054054)","(3.2, 4.7, 4.4)","(4.8, 5.5, 5.377272727272727)","(26.0, 240.0, 160.0)"
08-12-2022 14:17:43.153207,"(1.8, 2.14, 2.1152380952380954)","(26.0, 90.0, 83.63636363636364)","(31.0, 75.0, 70.71428571428571)","(14.0, 21.0, 20.142857142857142)","(26.0, 32.0, 27.869565217391305)","(3.2, 4.7, 4.4)","(4.8, 5.5, 5.321875)","(26.0, 240.0, 172.5)"
08-12-2022 14:17:44.450980,"(1.8, 2.14, 2.117777777777778)","(26.0, 90.0, 81.25)","(31.0, 75.0, 65.625)","(14.0, 21.0, 21.89189189189189)","(26.0, 32.0, 28.25)","(3.2, 4.7, 4.55)","(4.8, 5.5, 5.321875)","(26.0, 240.0, 172.5)"
08-12-2022 14:17:45.702298,"(1.8, 2.16, 2.1345454545454547)","(26.0, 90.0, 81.25)","(31.0, 75.0, 69.375)","(14.0, 22.0, 22.151515151515152)","(26.0, 32.0, 28.875)","(3.2, 4.6, 4.4)","(4.8, 5.5, 5.3)","(26.0, 240.0, 192.0)"
08-12-2022 14:17:47.174011,"(1.8, 2.16, 2.1542857142857144)","(26.0, 90.0, 81.25)","(31.0, 75.0, 69.375)","(14.0, 23.0, 21.782608695652172)","(26.0, 30.0, 27.51282051282051)","(3.2, 4.5, 4.4)","(4.8, 5.5, 5.3)","(26.0, 240.0, 192.0)"
08-12-2022 14:17:48.589049,"(1.8, 2.16, 2.165)","(26.0, 90.0, 81.25)","(31.0, 75.0, 69.375)","(14.0, 23.0, 21.25)","(26.0, 32.0, 28.75)","(3.2, 4.5, 4.4)","(4.8, 5.5, 5.3)","(26.0, 240.0, 192.0)"
08-12-2022 14:17:50.055831,"(1.8, 2.18, 2.1685714285714286)","(26.0, 90.0, 81.25)","(31.0, 75.0, 69.375)","(14.0, 23.0, 21.384615384615383)","(26.0, 30.0, 28.90909090909091)","(3.2, 4.5, 4.4)","(4.8, 5.5, 5.3)","(26.0, 240.0, 205.71428571428572)"
08-12-2022 14:17:51.509851,"(1.8, 2.18, 2.1685714285714286)","(26.0, 90.0, 81.25)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.384615384615383)","(26.0, 30.0, 27.523809523809526)","(3.2, 4.5, 4.425)","(4.8, 5.5, 5.3)","(26.0, 240.0, 205.71428571428572)"
08-12-2022 14:17:53.135461,"(1.8, 2.12, 2.0893333333333333)","(26.0, 90.0, 81.25)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.384615384615383)","(26.0, 30.0, 27.394736842105264)","(3.2, 4.7, 4.45)","(4.8, 5.5, 5.3)","(26.0, 240.0, 205.71428571428572)"
08-12-2022 14:17:54.556131,"(1.8, 2.1, 2.0893333333333333)","(26.0, 90.0, 83.0)","(31.0, 75.0, 70.71428571428571)","(14.0, 22.0, 21.384615384615383)","(26.0, 30.0, 28.058823529411764)","(3.2, 4.7, 4.438461538461539)","(4.8, 5.5, 5.3)","(26.0, 240.0, 205.71428571428572)"
08-12-2022 14:17:55.904684,"(1.8, 2.1, 2.0940000000000003)","(26.0, 90.0, 83.0)","(31.0, 75.0, 70.71428571428571)","(14.0, 22.0, 21.384615384615383)","(26.0, 30.0, 28.058823529411764)","(3.2, 4.5, 4.468421052631579)","(4.8, 5.5, 5.3)","(26.0, 240.0, 205.71428571428572)"
08-12-2022 14:17:57.360162,"(1.8, 2.1, 2.09)","(26.0, 90.0, 83.0)","(31.0, 75.0, 70.71428571428571)","(14.0, 22.0, 20.785714285714285)","(26.0, 30.0, 28.047619047619047)","(3.2, 4.7, 4.463157894736843)","(4.8, 5.5, 5.3)","(26.0, 240.0, 187.5)"
08-12-2022 14:17:58.877718,"(1.8, 2.1, 2.09)","(26.0, 90.0, 83.0)","(31.0, 75.0, 70.71428571428571)","(14.0, 21.0, 20.785714285714285)","(26.0, 30.0, 28.047619047619047)","(3.2, 4.7, 4.463157894736843)","(4.8, 5.5, 5.3)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:00.347536,"(1.8, 2.1, 2.09)","(26.0, 90.0, 83.63636363636364)","(31.0, 75.0, 69.0)","(14.0, 21.0, 20.785714285714285)","(26.0, 30.0, 26.5)","(3.2, 4.7, 4.463157894736843)","(4.8, 5.5, 5.3)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:01.696687,"(1.8, 2.1, 2.09)","(26.0, 120.0, 83.63636363636364)","(31.0, 75.0, 69.0)","(14.0, 21.0, 20.785714285714285)","(26.0, 27.0, 26.272727272727273)","(3.2, 4.7, 4.463157894736843)","(4.8, 5.5, 5.3)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:03.032575,"(1.8, 2.12, 2.0854545454545454)","(26.0, 120.0, 88.18181818181819)","(31.0, 75.0, 77.5)","(14.0, 21.0, 20.0)","(26.0, 30.0, 26.272727272727273)","(3.2, 4.7, 4.463157894736843)","(4.8, 5.5, 5.3)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:04.289129,"(1.8, 2.1, 2.0854545454545454)","(26.0, 120.0, 88.18181818181819)","(31.0, 90.0, 77.5)","(14.0, 21.0, 20.0)","(26.0, 30.0, 26.272727272727273)","(3.2, 4.7, 4.463157894736843)","(4.8, 5.5, 5.3)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:05.553686,"(1.8, 2.1, 2.0854545454545454)","(26.0, 120.0, 88.18181818181819)","(31.0, 90.0, 77.5)","(14.0, 21.0, 19.956521739130434)","(26.0, 30.0, 26.272727272727273)","(3.3, 4.7, 4.463157894736843)","(4.8, 5.5, 5.3)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:06.841197,"(1.8, 2.1, 2.0854545454545454)","(26.0, 120.0, 88.18181818181819)","(31.0, 90.0, 76.0)","(14.0, 21.0, 26.666666666666668)","(26.0, 30.0, 26.272727272727273)","(3.3, 4.7, 4.771428571428571)","(4.8, 5.5, 5.527272727272727)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:08.401073,"(1.8, 2.0, 1.980123203285421)","(26.0, 100.0, 88.33333333333333)","(31.0, 90.0, 76.0)","(14.0, 29.0, 26.307692307692307)","(26.0, 30.0, 27.8)","(3.3, 4.8, 4.8500000000000005)","(4.8, 5.6, 5.666666666666667)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:09.703531,"(1.8, 2.0, 1.9706147540983607)","(26.0, 100.0, 88.33333333333333)","(31.0, 90.0, 76.0)","(14.0, 29.0, 23.75)","(26.0, 29.0, 27.0)","(3.3, 4.9, 4.82)","(4.8, 5.7, 5.666666666666667)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:11.117476,"(1.8, 1.99, 1.966842105263158)","(26.0, 100.0, 86.875)","(31.0, 90.0, 71.15384615384616)","(14.0, 29.0, 23.75)","(26.0, 29.0, 26.705882352941178)","(3.3, 4.9, 4.814285714285714)","(4.8, 5.8, 5.6375)","(26.0, 240.0, 187.5)"
08-12-2022 14:18:12.420097,"(1.8, 1.99, 1.9675)","(26.0, 100.0, 86.875)","(31.0, 90.0, 76.0)","(14.0, 29.0, 25.333333333333332)","(26.0, 29.0, 27.060606060606062)","(3.3, 4.9, 4.766666666666667)","(4.8, 5.9, 5.6375)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:13.700884,"(1.8, 1.99, 1.97375)","(26.0, 100.0, 86.875)","(31.0, 90.0, 76.0)","(14.0, 28.0, 22.641025641025642)","(26.0, 29.0, 27.033333333333335)","(3.3, 4.9, 4.766666666666667)","(4.8, 5.9, 5.604761904761905)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:15.067663,"(1.8, 1.99, 1.975731707317073)","(26.0, 100.0, 86.875)","(31.0, 90.0, 76.0)","(14.0, 27.0, 24.0)","(26.0, 29.0, 26.125)","(3.3, 4.9, 4.7153846153846155)","(4.8, 5.9, 5.6)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:16.420147,"(1.8, 1.99, 1.9783870967741934)","(26.0, 100.0, 86.875)","(31.0, 90.0, 76.0)","(14.0, 26.0, 22.4)","(26.0, 29.0, 24.2)","(3.3, 4.9, 4.760869565217392)","(4.8, 5.9, 5.704545454545454)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:17.700500,"(1.8, 2.04, 2.016)","(26.0, 100.0, 86.875)","(31.0, 90.0, 71.15384615384616)","(14.0, 26.0, 22.38095238095238)","(26.0, 29.0, 24.443037974683545)","(3.3, 4.9, 4.75)","(4.8, 5.8, 5.75)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:18.933839,"(1.8, 2.04, 2.0192)","(26.0, 100.0, 86.875)","(31.0, 90.0, 71.15384615384616)","(14.0, 26.0, 23.0)","(26.0, 29.0, 24.443037974683545)","(3.3, 4.9, 4.75)","(4.8, 5.8, 5.75)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:20.227430,"(1.8, 2.04, 2.02)","(26.0, 100.0, 86.875)","(31.0, 90.0, 76.0)","(14.0, 26.0, 23.0)","(26.0, 29.0, 24.714285714285715)","(3.3, 4.9, 4.45)","(4.8, 5.8, 5.75)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:21.547766,"(1.8, 2.06, 2.0371428571428574)","(26.0, 100.0, 86.875)","(31.0, 90.0, 76.0)","(14.0, 26.0, 22.4)","(26.0, 29.0, 24.714285714285715)","(3.3, 4.5, 4.5)","(4.8, 5.8, 5.607142857142857)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:22.838319,"(1.8, 2.06, 2.0371428571428574)","(26.0, 100.0, 86.875)","(31.0, 90.0, 76.0)","(14.0, 26.0, 21.70175438596491)","(26.0, 29.0, 24.714285714285715)","(3.3, 4.7, 4.5)","(4.8, 5.8, 5.607142857142857)","(26.0, 240.0, 195.0)"
08-12-2022 14:18:24.064508,"(1.8, 2.06, 2.043448275862069)","(26.0, 100.0, 86.875)","(31.0, 90.0, 79.0)","(14.0, 26.0, 23.25)","(26.0, 29.0, 25.25974025974026)","(3.3, 4.7, 4.5)","(4.8, 5.8, 5.586538461538462)","(26.0, 240.0, 196.66666666666666)"
08-12-2022 14:18:25.523038,"(1.8, 2.06, 2.046086956521739)","(26.0, 100.0, 73.75)","(31.0, 85.0, 75.0)","(14.0, 24.0, 21.48)","(26.0, 29.0, 25.25974025974026)","(3.3, 4.7, 4.571428571428572)","(4.8, 5.8, 5.586538461538462)","(26.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:26.800306,"(1.8, 2.08, 2.0639024390243903)","(26.0, 100.0, 73.75)","(31.0, 85.0, 73.75)","(14.0, 24.0, 21.6)","(26.0, 29.0, 25.25974025974026)","(3.3, 4.7, 4.571428571428572)","(4.8, 5.8, 5.586538461538462)","(26.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:28.221106,"(1.8, 2.08, 2.0639024390243903)","(26.0, 100.0, 80.55555555555556)","(31.0, 85.0, 74.0909090909091)","(14.0, 24.0, 21.6)","(26.0, 29.0, 25.25974025974026)","(3.3, 4.7, 4.571428571428572)","(4.8, 5.8, 5.571428571428571)","(26.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:29.717401,"(1.8, 2.08, 2.056279069767442)","(26.0, 100.0, 86.875)","(31.0, 85.0, 71.66666666666667)","(14.0, 24.0, 22.25)","(26.0, 29.0, 25.25974025974026)","(3.3, 4.9, 4.633333333333334)","(4.8, 5.7, 5.6)","(26.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:30.934979,"(1.8, 2.06, 2.056279069767442)","(26.0, 100.0, 86.875)","(31.0, 85.0, 72.5)","(14.0, 23.0, 21.5)","(26.0, 29.0, 26.5)","(3.3, 4.9, 4.652380952380953)","(4.8, 5.7, 5.5875)","(26.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:32.236025,"(1.8, 2.06, 2.056279069767442)","(26.0, 100.0, 86.875)","(31.0, 85.0, 75.0)","(14.0, 22.0, 21.5)","(26.0, 28.0, 25.193548387096776)","(3.3, 4.9, 4.652380952380953)","(4.8, 5.7, 5.553846153846154)","(26.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:33.599870,"(1.8, 2.08, 2.0658823529411765)","(26.0, 100.0, 86.875)","(31.0, 85.0, 75.0)","(14.0, 22.0, 21.263157894736842)","(26.0, 28.0, 25.17142857142857)","(3.3, 4.9, 4.628)","(4.8, 5.7, 5.553846153846154)","(26.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:34.917115,"(1.8, 2.08, 2.0658823529411765)","(26.0, 100.0, 86.875)","(31.0, 85.0, 67.85714285714286)","(14.0, 22.0, 20.457142857142856)","(26.0, 28.0, 25.17142857142857)","(3.3, 4.9, 4.628)","(4.8, 5.7, 5.577419354838709)","(26.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:36.053275,"(1.8, 2.08, 2.0658823529411765)","(31.0, 100.0, 86.875)","(31.0, 85.0, 67.85714285714286)","(15.0, 22.0, 20.457142857142856)","(21.0, 28.0, 25.070588235294117)","(3.4, 4.9, 4.6230769230769235)","(4.6, 5.7, 5.547058823529412)","(31.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:37.272990,"(1.8, 2.08, 2.0615384615384618)","(31.0, 100.0, 85.68181818181819)","(31.0, 85.0, 75.0)","(15.0, 22.0, 20.457142857142856)","(21.0, 28.0, 25.070588235294117)","(3.4, 4.7, 4.588888888888889)","(4.6, 5.7, 5.547058823529412)","(31.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:38.496416,"(1.8, 2.08, 2.0683333333333334)","(31.0, 100.0, 85.9090909090909)","(31.0, 85.0, 72.5)","(15.0, 22.0, 20.457142857142856)","(21.0, 28.0, 24.263157894736842)","(3.4, 4.7, 4.588888888888889)","(4.6, 5.7, 5.547058823529412)","(31.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:39.690607,"(1.8, 2.08, 2.0683333333333334)","(31.0, 95.0, 87.5)","(31.0, 85.0, 75.0)","(15.0, 22.0, 20.355555555555554)","(21.0, 27.0, 24.23076923076923)","(3.4, 4.7, 4.588888888888889)","(4.6, 5.7, 5.547058823529412)","(31.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:40.848518,"(1.8, 2.08, 2.074)","(31.0, 90.0, 80.0)","(31.0, 85.0, 75.0)","(15.0, 22.0, 20.666666666666668)","(21.0, 27.0, 23.564102564102566)","(3.4, 4.7, 4.58)","(4.6, 5.7, 5.547058823529412)","(31.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:42.301707,"(1.8, 2.1, 2.0805000000000002)","(31.0, 90.0, 72.3076923076923)","(31.0, 85.0, 67.85714285714286)","(15.0, 21.0, 20.5)","(21.0, 27.0, 23.55)","(3.4, 4.7, 4.640000000000001)","(4.6, 5.7, 5.530434782608696)","(31.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:43.518818,"(1.8, 2.1, 2.087)","(31.0, 90.0, 73.57142857142857)","(31.0, 85.0, 67.85714285714286)","(15.0, 21.0, 20.5)","(21.0, 27.0, 23.55)","(3.4, 4.7, 4.640000000000001)","(4.6, 5.7, 5.530434782608696)","(31.0, 230.0, 196.66666666666666)"
08-12-2022 14:18:44.764546,"(1.8, 2.1, 2.0876363636363635)","(31.0, 90.0, 73.57142857142857)","(31.0, 85.0, 67.85714285714286)","(15.0, 21.0, 19.875)","(21.0, 27.0, 23.55)","(3.4, 4.7, 4.640000000000001)","(4.6, 5.7, 5.4792452830188685)","(31.0, 240.0, 195.0)"
08-12-2022 14:18:46.050035,"(1.8, 2.12, 2.115)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 75.0)","(15.0, 21.0, 19.875)","(21.0, 25.0, 23.38888888888889)","(3.4, 4.6, 4.5)","(4.6, 5.7, 5.477777777777778)","(31.0, 240.0, 195.0)"
08-12-2022 14:18:47.463438,"(1.8, 2.14, 2.126666666666667)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 75.0)","(15.0, 21.0, 19.863636363636363)","(21.0, 25.0, 23.767441860465116)","(3.4, 4.6, 4.5)","(4.6, 5.6, 5.477777777777778)","(31.0, 240.0, 195.0)"
08-12-2022 14:18:48.984471,"(1.8, 2.14, 2.126666666666667)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 75.0)","(15.0, 21.0, 19.77906976744186)","(21.0, 24.0, 23.767441860465116)","(3.4, 4.6, 4.457142857142857)","(4.6, 5.6, 5.473684210526316)","(31.0, 240.0, 195.0)"
08-12-2022 14:18:50.282756,"(1.8, 2.14, 2.126666666666667)","(31.0, 80.0, 78.57142857142857)","(31.0, 85.0, 67.85714285714286)","(15.0, 21.0, 19.77906976744186)","(21.0, 24.0, 23.076923076923077)","(3.4, 4.6, 4.48)","(4.6, 5.6, 5.473684210526316)","(31.0, 240.0, 195.0)"
08-12-2022 14:18:51.583684,"(1.8, 2.14, 2.135555555555556)","(31.0, 80.0, 79.28571428571429)","(31.0, 85.0, 67.85714285714286)","(15.0, 21.0, 19.77906976744186)","(21.0, 24.0, 22.0)","(3.4, 4.6, 4.48)","(4.6, 5.6, 5.386956521739131)","(31.0, 240.0, 195.0)"
08-12-2022 14:18:52.821354,"(1.8, 2.14, 2.138181818181818)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 67.85714285714286)","(15.0, 21.0, 19.77906976744186)","(21.0, 22.0, 21.5)","(3.4, 4.6, 4.514285714285714)","(4.6, 5.5, 5.3808510638297875)","(31.0, 240.0, 195.0)"
08-12-2022 14:18:54.043191,"(1.8, 2.14, 2.138181818181818)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 75.0)","(15.0, 21.0, 19.914893617021278)","(21.0, 22.0, 22.125)","(3.4, 4.6, 4.5636363636363635)","(4.6, 5.5, 5.394117647058824)","(31.0, 240.0, 195.0)"
08-12-2022 14:18:55.245481,"(1.8, 2.12, 2.118490566037736)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 77.5)","(15.0, 21.0, 19.821428571428573)","(21.0, 23.0, 21.357142857142858)","(3.4, 4.6, 4.555555555555555)","(4.6, 5.4, 5.372727272727273)","(31.0, 240.0, 217.5)"
08-12-2022 14:18:56.557375,"(1.8, 2.12, 2.1033333333333335)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 77.5)","(15.0, 21.0, 19.821428571428573)","(21.0, 22.0, 21.166666666666668)","(3.4, 4.6, 4.555555555555555)","(4.6, 5.5, 5.372727272727273)","(31.0, 240.0, 217.5)"
08-12-2022 14:18:57.792984,"(1.8, 2.12, 2.1094736842105264)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 74.0909090909091)","(15.0, 21.0, 19.821428571428573)","(21.0, 22.0, 21.09090909090909)","(3.4, 4.6, 4.555555555555555)","(4.6, 5.5, 5.364285714285714)","(31.0, 240.0, 217.5)"
08-12-2022 14:18:59.041711,"(1.8, 2.12, 2.1094736842105264)","(31.0, 80.0, 78.33333333333333)","(31.0, 75.0, 73.0)","(15.0, 21.0, 19.821428571428573)","(21.0, 22.0, 20.46153846153846)","(3.4, 4.6, 4.6454545454545455)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:00.294779,"(1.8, 2.12, 2.105714285714286)","(31.0, 80.0, 78.33333333333333)","(31.0, 75.0, 73.0)","(15.0, 21.0, 19.821428571428573)","(21.0, 22.0, 20.314285714285713)","(3.4, 4.7, 4.65)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:01.490762,"(1.8, 2.12, 2.105714285714286)","(31.0, 80.0, 78.33333333333333)","(31.0, 75.0, 73.0)","(15.0, 21.0, 19.544117647058822)","(21.0, 22.0, 21.016129032258064)","(3.4, 4.7, 4.653846153846154)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:02.756711,"(1.8, 2.12, 2.1164102564102567)","(31.0, 80.0, 78.33333333333333)","(31.0, 85.0, 72.6923076923077)","(15.0, 21.0, 20.029411764705884)","(21.0, 22.0, 21.016129032258064)","(3.4, 4.7, 4.653846153846154)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:03.982203,"(1.8, 2.12, 2.106666666666667)","(31.0, 80.0, 79.16666666666667)","(31.0, 85.0, 72.6923076923077)","(15.0, 21.0, 20.029411764705884)","(21.0, 22.0, 21.016129032258064)","(3.4, 4.7, 4.653846153846154)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:05.185172,"(1.8, 2.12, 2.106666666666667)","(31.0, 80.0, 75.0)","(31.0, 85.0, 73.0)","(15.0, 21.0, 20.029411764705884)","(21.0, 22.0, 20.17910447761194)","(3.4, 4.7, 4.550000000000001)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:06.417803,"(1.8, 2.12, 2.1182608695652174)","(31.0, 80.0, 75.0)","(31.0, 85.0, 73.75)","(15.0, 21.0, 20.029411764705884)","(21.0, 22.0, 20.17910447761194)","(3.4, 4.7, 4.550000000000001)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:07.555694,"(1.8, 2.12, 2.112)","(31.0, 80.0, 75.0)","(31.0, 85.0, 72.5)","(15.0, 21.0, 20.01)","(21.0, 22.0, 21.016129032258064)","(3.4, 4.7, 4.550000000000001)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:08.672888,"(1.8, 2.12, 2.112)","(31.0, 80.0, 75.0)","(31.0, 85.0, 72.5)","(15.0, 21.0, 20.01)","(21.0, 22.0, 21.016129032258064)","(3.4, 4.7, 4.550000000000001)","(4.6, 5.5, 5.359259259259259)","(31.0, 240.0, 217.5)"
08-12-2022 14:19:09.737639,"(1.8, 2.12, 2.112)","(31.0, 80.0, 75.0)","(31.0, 85.0, 72.5)","(15.0, 21.0, 20.01)","(21.0, 22.0, 21.016129032258064)","(3.4, 4.7, 4.5)","(4.6, 5.5, 5.394117647058824)","(31.0, 240.0, 195.0)"
08-12-2022 14:19:10.845646,"(1.8, 2.18, 2.1533333333333333)","(31.0, 80.0, 76.66666666666667)","(31.0, 85.0, 72.5)","(15.0, 21.0, 18.083333333333332)","(21.0, 22.0, 21.016129032258064)","(3.4, 4.7, 4.492307692307692)","(4.6, 5.4, 5.341176470588235)","(31.0, 240.0, 195.0)"
08-12-2022 14:19:11.986645,"(1.8, 2.18, 2.16)","(41.0, 80.0, 78.57142857142857)","(41.0, 85.0, 72.5)","(16.0, 18.5, 18.045454545454547)","(21.0, 22.0, 20.35135135135135)","(3.5, 4.7, 4.628)","(4.6, 5.4, 5.2631578947368425)","(51.0, 240.0, 195.0)"
08-12-2022 14:19:13.199457,"(1.75, 2.18, 2.158666666666667)","(41.0, 80.0, 78.57142857142857)","(41.0, 85.0, 72.5)","(16.0, 18.5, 17.7)","(19.0, 22.0, 20.35135135135135)","(3.5, 4.7, 4.628)","(4.6, 5.4, 5.2631578947368425)","(51.0, 240.0, 195.0)"
