,Big Time Brielle,Check Me Out,Big Time May,Big Time Punga,Big Time Brynley,Big Time Dora
04-01-2023 09:41:35.189224,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:36.006031,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:36.819618,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:37.635972,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:38.450838,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:39.266242,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:40.065447,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:40.882526,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:41.701419,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:42.514624,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:43.312253,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:44.127120,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:44.942423,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:45.758268,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:46.574584,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:47.373361,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:48.193302,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:49.003032,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:49.819343,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:50.619144,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:51.452217,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:52.250145,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:53.066105,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:53.896010,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:54.695870,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:55.510808,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:56.311433,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:57.133762,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:57.945769,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:58.758028,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:41:59.556950,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:00.403190,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:01.203090,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:02.020877,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:02.834501,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:03.650654,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:04.449742,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:05.263553,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:06.064350,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:06.894840,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:07.695004,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:08.517297,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:09.325161,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:10.157711,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:10.964674,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:11.771549,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:12.587502,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:13.403205,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:14.202086,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:15.018362,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:15.849594,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:16.668072,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:17.464563,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:18.287660,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:19.111578,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:19.925633,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:20.726685,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:21.547228,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:22.355678,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:23.170782,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:23.985769,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:24.786848,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:25.617461,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:26.417697,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:27.248782,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:28.048437,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:28.879880,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:29.694408,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:30.509216,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:31.326011,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:32.139998,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:32.955871,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:33.771244,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:34.572001,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:35.402852,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:36.218395,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:37.032254,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:37.832454,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:38.663956,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:39.475422,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:40.295284,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:41.097612,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:41.909710,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:42.727495,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:43.540172,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:44.362976,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:45.171638,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:46.002589,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:46.818532,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:47.633682,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:48.459781,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:49.280174,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:50.079878,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:50.895146,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:51.713817,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:52.526366,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:53.332554,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:54.141199,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:54.967007,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:55.772577,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:56.587120,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:57.403042,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:58.218146,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:59.049384,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:42:59.849163,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:43:00.665320,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:43:01.483634,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:43:02.293849,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
04-01-2023 09:43:03.110089,"(9.0, 19.0, 18.0)","(8.0, 16.0, 13.75)","(12.0, 29.0, 26.866666666666667)","(3.5, 9.4, 7.0)","(1.95, 2.2, 2.1698924731182796)","(6.0, 12.0, 9.833333333333332)"
