,Bold Hunter,Kick On Command,Highground,Denims,Kaboom,Magic Palace,Gypsy Rozay,Motherlode
10-01-2023 15:32:32.853437,"(17.0, 34.0, 31.789473684210527)","(1.45, 1.65, 1.6334585741811174)","(3.3, 4.0, 3.9914634146341466)","(20.0, 34.0, 31.386666666666667)","(13.0, 18.0, 16.836734693877553)","(91.0, 230.0, 200.0)","(41.0, 90.0, 89.03225806451613)","(101.0, 270.0, 255.6)"
10-01-2023 15:32:34.108216,"(17.0, 32.0, 31.428571428571427)","(1.45, 1.65, 1.6334585741811174)","(3.3, 4.1, 3.9914634146341466)","(20.0, 34.0, 31.703703703703702)","(13.0, 18.0, 16.966666666666665)","(91.0, 220.0, 205.0)","(41.0, 90.0, 89.03225806451613)","(101.0, 270.0, 255.6)"
10-01-2023 15:32:35.419030,"(17.0, 32.0, 30.294117647058822)","(1.45, 1.65, 1.6536500754147812)","(3.3, 4.1, 3.936676217765043)","(20.0, 32.0, 31.367088607594937)","(13.0, 17.0, 17.14864864864865)","(81.0, 220.0, 268.75)","(41.0, 90.0, 89.3103448275862)","(101.0, 270.0, 255.6)"
10-01-2023 15:32:36.780613,"(17.0, 32.0, 29.766666666666666)","(1.45, 1.67, 1.674806451612903)","(3.3, 3.95, 3.887837837837838)","(20.0, 34.0, 31.367088607594937)","(13.0, 17.5, 16.92105263157895)","(81.0, 400.0, 271.42857142857144)","(41.0, 90.0, 89.3103448275862)","(101.0, 270.0, 243.0)"
10-01-2023 15:32:38.086047,"(17.0, 30.0, 29.766666666666666)","(1.45, 1.68, 1.674806451612903)","(3.3, 3.9, 3.887837837837838)","(20.0, 34.0, 31.367088607594937)","(13.0, 17.5, 16.92105263157895)","(81.0, 380.0, 271.42857142857144)","(41.0, 90.0, 89.3103448275862)","(101.0, 270.0, 243.0)"
10-01-2023 15:32:39.372701,"(17.0, 30.0, 29.833333333333332)","(1.45, 1.66, 1.6519344773790952)","(3.3, 4.0, 3.970320855614973)","(20.0, 34.0, 31.301204819277107)","(13.0, 17.5, 17.296296296296298)","(81.0, 360.0, 305.0)","(41.0, 90.0, 88.18181818181819)","(101.0, 270.0, 243.0)"
10-01-2023 15:32:40.534870,"(17.0, 29.0, 28.875)","(1.45, 1.66, 1.6519344773790952)","(3.3, 4.0, 3.970320855614973)","(20.0, 34.0, 31.301204819277107)","(13.0, 18.0, 17.296296296296298)","(81.0, 340.0, 305.0)","(41.0, 90.0, 88.18181818181819)","(101.0, 270.0, 253.63636363636363)"
10-01-2023 15:32:41.630506,"(17.0, 30.0, 28.903225806451612)","(1.45, 1.66, 1.6519374999999998)","(3.3, 4.0, 3.976027397260274)","(20.0, 34.0, 31.301204819277107)","(13.0, 18.0, 17.296296296296298)","(81.0, 330.0, 297.5)","(41.0, 90.0, 88.18181818181819)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:42.836697,"(17.0, 30.0, 28.903225806451612)","(1.45, 1.65, 1.644320987654321)","(3.3, 4.0, 3.976027397260274)","(20.0, 34.0, 31.42528735632184)","(13.0, 18.0, 17.366666666666667)","(81.0, 330.0, 294.2857142857143)","(41.0, 90.0, 88.18181818181819)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:44.165266,"(17.0, 30.0, 28.903225806451612)","(1.45, 1.65, 1.6462022703818369)","(3.3, 4.0, 4.0040963855421685)","(20.0, 34.0, 31.42528735632184)","(13.0, 18.0, 17.785714285714285)","(81.0, 310.0, 260.0)","(41.0, 90.0, 88.18181818181819)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:45.449286,"(17.0, 30.0, 28.903225806451612)","(1.45, 1.65, 1.6462870813397128)","(3.3, 4.1, 4.001767676767677)","(20.0, 34.0, 31.42528735632184)","(13.0, 18.0, 17.641509433962263)","(91.0, 310.0, 270.0)","(41.0, 90.0, 88.18181818181819)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:46.816760,"(17.0, 29.0, 28.4)","(1.45, 1.65, 1.6435458685751463)","(3.3, 4.1, 4.001767676767677)","(20.0, 34.0, 31.42528735632184)","(13.0, 18.5, 17.84375)","(91.0, 290.0, 246.66666666666669)","(41.0, 90.0, 88.18181818181819)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:48.054959,"(17.0, 29.0, 28.4)","(1.45, 1.65, 1.640383877159309)","(3.3, 4.1, 3.9934615384615384)","(20.0, 34.0, 31.42528735632184)","(13.0, 18.0, 18.288359788359788)","(91.0, 280.0, 261.25)","(41.0, 90.0, 88.18181818181819)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:49.244601,"(17.0, 30.0, 28.285714285714285)","(1.45, 1.65, 1.6403457216940363)","(3.3, 4.0, 4.023193916349809)","(20.0, 34.0, 31.58974358974359)","(13.0, 18.5, 18.576271186440678)","(91.0, 270.0, 251.42857142857144)","(41.0, 90.0, 92.10526315789474)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:50.514050,"(17.0, 29.0, 28.470588235294116)","(1.45, 1.65, 1.640244541484716)","(3.3, 4.1, 4.023193916349809)","(20.0, 32.0, 31.58974358974359)","(13.0, 19.0, 18.576271186440678)","(91.0, 260.0, 251.42857142857144)","(41.0, 110.0, 92.10526315789474)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:51.841343,"(17.0, 29.0, 28.470588235294116)","(1.45, 1.65, 1.634720588235294)","(3.4, 4.1, 4.015546218487395)","(20.0, 32.0, 31.26829268292683)","(13.0, 19.0, 17.988636363636363)","(91.0, 260.0, 233.33333333333331)","(41.0, 100.0, 93.33333333333333)","(101.0, 270.0, 257.14285714285717)"
10-01-2023 15:32:53.203747,"(17.0, 29.0, 28.470588235294116)","(1.45, 1.64, 1.6371175166297116)","(3.4, 4.1, 3.988172043010753)","(20.0, 32.0, 31.405405405405407)","(13.0, 18.0, 18.076923076923077)","(91.0, 250.0, 207.14285714285714)","(41.0, 100.0, 95.71428571428571)","(101.0, 270.0, 243.0)"
10-01-2023 15:32:54.569968,"(17.0, 30.0, 28.727272727272727)","(1.45, 1.65, 1.644172560113154)","(3.4, 4.0, 3.988172043010753)","(20.0, 32.0, 31.405405405405407)","(13.0, 18.5, 18.076923076923077)","(91.0, 250.0, 207.14285714285714)","(41.0, 100.0, 95.71428571428571)","(101.0, 270.0, 243.0)"
10-01-2023 15:32:55.941719,"(17.0, 30.0, 28.727272727272727)","(1.45, 1.65, 1.644172560113154)","(3.4, 4.0, 3.988172043010753)","(20.0, 32.0, 31.405405405405407)","(13.0, 18.5, 18.076923076923077)","(91.0, 250.0, 207.14285714285714)","(41.0, 100.0, 95.71428571428571)","(101.0, 270.0, 250.0)"
10-01-2023 15:32:57.530804,"(17.0, 30.0, 28.7027027027027)","(1.45, 1.64, 1.6379334500875655)","(3.4, 4.1, 4.022874493927126)","(20.0, 34.0, 31.50588235294118)","(13.0, 18.0, 17.875)","(91.0, 230.0, 208.57142857142858)","(41.0, 95.0, 91.04166666666667)","(101.0, 260.0, 256.6666666666667)"
10-01-2023 15:32:59.145798,"(17.0, 30.0, 28.7027027027027)","(1.45, 1.64, 1.6375571725571725)","(3.4, 4.1, 4.024554455445545)","(20.0, 34.0, 33.282051282051285)","(13.0, 18.0, 17.875)","(81.0, 230.0, 205.0)","(41.0, 95.0, 91.04166666666667)","(101.0, 260.0, 270.0)"
10-01-2023 15:33:00.417618,"(17.0, 30.0, 28.7027027027027)","(1.45, 1.64, 1.6375571725571725)","(3.4, 4.1, 4.024554455445545)","(20.0, 34.0, 33.282051282051285)","(13.0, 18.0, 17.875)","(81.0, 220.0, 205.0)","(41.0, 95.0, 91.04166666666667)","(101.0, 280.0, 270.0)"
10-01-2023 15:33:01.656744,"(17.0, 30.0, 28.62857142857143)","(1.45, 1.64, 1.6380581395348837)","(3.4, 4.1, 4.022342342342342)","(20.0, 34.0, 33.0)","(13.0, 18.0, 17.933333333333334)","(81.0, 390.0, 263.3333333333333)","(41.0, 95.0, 91.04166666666667)","(101.0, 280.0, 270.0)"
10-01-2023 15:33:02.854514,"(17.0, 29.0, 28.77777777777778)","(1.45, 1.64, 1.6376792452830187)","(3.4, 4.1, 4.043414634146341)","(20.0, 34.0, 33.0)","(13.0, 18.0, 17.933333333333334)","(81.0, 380.0, 221.66666666666666)","(41.0, 95.0, 82.05882352941177)","(101.0, 280.0, 270.0)"
10-01-2023 15:33:04.097901,"(17.0, 30.0, 29.106382978723403)","(1.45, 1.64, 1.633772378516624)","(3.4, 4.1, 4.038273921200751)","(20.0, 34.0, 33.0)","(13.0, 18.0, 17.925)","(81.0, 380.0, 221.66666666666666)","(41.0, 90.0, 82.66666666666667)","(101.0, 280.0, 244.0)"
10-01-2023 15:33:05.362746,"(17.0, 30.0, 29.04)","(1.45, 1.64, 1.6336089238845144)","(3.4, 4.1, 4.036853448275862)","(20.0, 34.0, 33.0)","(13.0, 18.0, 17.92105263157895)","(71.0, 370.0, 208.0)","(41.0, 90.0, 83.33333333333333)","(101.0, 280.0, 234.28571428571428)"
10-01-2023 15:33:06.631596,"(17.0, 30.0, 29.04)","(1.45, 1.64, 1.6335496688741722)","(3.4, 4.1, 4.035886214442013)","(20.0, 34.0, 33.083333333333336)","(13.0, 18.0, 17.92105263157895)","(71.0, 370.0, 215.71428571428572)","(41.0, 90.0, 83.33333333333333)","(101.0, 270.0, 230.0)"
10-01-2023 15:33:07.917456,"(17.0, 30.0, 29.04)","(1.45, 1.64, 1.6335496688741722)","(3.4, 4.1, 4.037939698492462)","(20.0, 34.0, 33.083333333333336)","(13.0, 18.0, 17.92105263157895)","(71.0, 370.0, 216.66666666666666)","(41.0, 90.0, 83.33333333333333)","(101.0, 270.0, 234.28571428571428)"
10-01-2023 15:33:09.114614,"(17.0, 30.0, 29.04)","(1.45, 1.64, 1.6335496688741722)","(3.4, 4.1, 4.037939698492462)","(20.0, 34.0, 33.083333333333336)","(13.0, 18.0, 17.92105263157895)","(71.0, 350.0, 216.66666666666666)","(41.0, 90.0, 83.33333333333333)","(101.0, 270.0, 236.0)"
10-01-2023 15:33:10.302267,"(17.0, 30.0, 29.04)","(1.45, 1.64, 1.6339431396786155)","(3.4, 4.1, 4.092201834862385)","(20.0, 34.0, 33.241379310344826)","(13.0, 18.0, 17.92105263157895)","(71.0, 350.0, 236.66666666666666)","(41.0, 90.0, 83.33333333333333)","(101.0, 260.0, 242.85714285714286)"
10-01-2023 15:33:11.490330,"(17.0, 30.0, 28.933333333333334)","(1.45, 1.64, 1.6305950095969288)","(3.4, 4.1, 4.055153203342618)","(20.0, 34.0, 33.241379310344826)","(13.0, 18.0, 17.890243902439025)","(81.0, 330.0, 213.33333333333334)","(41.0, 90.0, 83.33333333333333)","(101.0, 300.0, 234.0)"
10-01-2023 15:33:12.780410,"(17.0, 29.0, 28.70967741935484)","(1.45, 1.65, 1.6435302593659942)","(3.4, 4.1, 4.05258358662614)","(20.0, 34.0, 33.18518518518518)","(13.0, 18.0, 17.736842105263158)","(81.0, 330.0, 233.33333333333334)","(41.0, 90.0, 83.33333333333333)","(101.0, 290.0, 234.0)"
10-01-2023 15:33:14.058180,"(17.0, 29.0, 28.1)","(1.45, 1.65, 1.6435302593659942)","(3.4, 4.1, 4.051032448377581)","(20.0, 34.0, 33.18518518518518)","(13.0, 18.0, 17.859375)","(81.0, 320.0, 230.0)","(41.0, 90.0, 83.33333333333333)","(101.0, 290.0, 234.0)"
10-01-2023 15:33:15.425139,"(17.0, 28.0, 27.789473684210527)","(1.45, 1.65, 1.6464393338620142)","(3.4, 4.1, 4.05044776119403)","(20.0, 34.0, 33.10204081632653)","(13.0, 18.0, 17.405405405405407)","(81.0, 310.0, 226.66666666666666)","(41.0, 90.0, 83.33333333333333)","(101.0, 290.0, 234.0)"
10-01-2023 15:33:16.726105,"(17.0, 29.0, 28.1875)","(1.45, 1.65, 1.652047477744807)","(3.4, 4.1, 3.9882671480144403)","(20.0, 34.0, 33.10204081632653)","(13.0, 17.5, 17.365384615384617)","(81.0, 300.0, 200.0)","(41.0, 90.0, 83.33333333333333)","(101.0, 290.0, 234.0)"
10-01-2023 15:33:17.974417,"(17.0, 29.0, 28.1875)","(1.45, 1.66, 1.6535030303030303)","(3.4, 4.0, 3.995255474452555)","(20.0, 34.0, 33.28888888888889)","(13.0, 17.5, 17.365384615384617)","(81.0, 290.0, 200.0)","(41.0, 90.0, 84.28571428571429)","(101.0, 290.0, 234.0)"
10-01-2023 15:33:19.172421,"(17.0, 29.0, 28.1875)","(1.45, 1.66, 1.6535030303030303)","(3.4, 4.1, 3.995255474452555)","(20.0, 34.0, 33.23809523809524)","(13.0, 17.5, 17.365384615384617)","(81.0, 290.0, 240.0)","(41.0, 90.0, 84.28571428571429)","(101.0, 290.0, 234.0)"
10-01-2023 15:33:20.415129,"(17.0, 29.0, 28.1875)","(1.45, 1.66, 1.6538979118329467)","(3.4, 4.1, 4.001936218678815)","(20.0, 34.0, 33.23809523809524)","(13.0, 17.5, 17.38)","(81.0, 290.0, 286.0)","(41.0, 90.0, 84.28571428571429)","(101.0, 290.0, 210.0)"
10-01-2023 15:33:21.715365,"(17.0, 29.0, 28.1875)","(1.45, 1.66, 1.652754820936639)","(3.4, 4.1, 3.9975)","(20.0, 34.0, 33.022222222222226)","(13.0, 17.5, 17.38)","(81.0, 310.0, 230.0)","(41.0, 90.0, 84.28571428571429)","(101.0, 290.0, 223.33333333333334)"
10-01-2023 15:33:22.984046,"(17.0, 29.0, 28.1875)","(1.45, 1.66, 1.652754820936639)","(3.4, 4.0, 3.936578947368421)","(20.0, 34.0, 33.022222222222226)","(13.0, 17.5, 17.38)","(81.0, 310.0, 270.0)","(41.0, 90.0, 82.22222222222223)","(101.0, 270.0, 214.0)"
10-01-2023 15:33:24.305592,"(17.0, 29.0, 28.310344827586206)","(1.45, 1.67, 1.6636829836829836)","(3.4, 3.95, 3.9362573099415203)","(20.0, 34.0, 33.022222222222226)","(13.0, 17.5, 17.35)","(81.0, 290.0, 241.42857142857144)","(41.0, 85.0, 82.22222222222223)","(101.0, 270.0, 213.33333333333334)"
10-01-2023 15:33:25.568086,"(17.0, 29.0, 28.1875)","(1.45, 1.67, 1.6609515859766277)","(3.4, 4.0, 3.9353115727002965)","(20.0, 34.0, 33.022222222222226)","(13.0, 17.5, 17.375)","(91.0, 280.0, 226.0)","(41.0, 85.0, 82.22222222222223)","(101.0, 260.0, 220.0)"
10-01-2023 15:33:26.821076,"(17.0, 29.0, 28.0625)","(1.45, 1.66, 1.6522766570605187)","(3.4, 4.0, 3.960658914728682)","(20.0, 34.0, 32.30769230769231)","(13.0, 17.5, 17.814814814814813)","(91.0, 280.0, 248.33333333333331)","(41.0, 85.0, 87.27272727272727)","(101.0, 260.0, 225.0)"
10-01-2023 15:33:28.098171,"(17.0, 29.0, 28.18918918918919)","(1.45, 1.66, 1.6522766570605187)","(3.4, 4.0, 4.011580882352941)","(20.0, 34.0, 31.58139534883721)","(13.0, 18.0, 17.914285714285715)","(91.0, 260.0, 201.66666666666666)","(41.0, 90.0, 83.88888888888889)","(101.0, 250.0, 215.0)"
10-01-2023 15:33:29.421711,"(17.0, 29.0, 28.25)","(1.45, 1.66, 1.6418305084745761)","(3.4, 4.1, 4.006949806949807)","(20.0, 32.0, 31.56756756756757)","(13.0, 18.0, 17.948275862068964)","(91.0, 260.0, 231.25)","(41.0, 85.0, 84.79166666666667)","(101.0, 250.0, 235.45454545454544)"
10-01-2023 15:33:30.694279,"(17.0, 29.0, 28.545454545454547)","(1.45, 1.66, 1.650915254237288)","(3.4, 4.1, 4.006949806949807)","(20.0, 32.0, 31.56756756756757)","(13.0, 18.0, 17.948275862068964)","(91.0, 250.0, 231.25)","(41.0, 85.0, 84.79166666666667)","(101.0, 250.0, 235.45454545454544)"
10-01-2023 15:33:31.821919,"(17.0, 29.0, 28.545454545454547)","(1.45, 1.66, 1.650915254237288)","(3.4, 4.1, 4.006949806949807)","(20.0, 32.0, 31.56756756756757)","(13.0, 18.0, 17.948275862068964)","(91.0, 250.0, 231.25)","(41.0, 85.0, 84.79166666666667)","(101.0, 250.0, 235.45454545454544)"
10-01-2023 15:33:32.953534,"(17.0, 29.0, 28.545454545454547)","(1.45, 1.66, 1.650915254237288)","(3.4, 4.1, 4.006949806949807)","(20.0, 32.0, 31.56756756756757)","(13.0, 18.0, 17.948275862068964)","(91.0, 250.0, 231.25)","(41.0, 85.0, 84.79166666666667)","(101.0, 250.0, 235.45454545454544)"
10-01-2023 15:33:34.138060,"(17.0, 29.0, 28.545454545454547)","(1.45, 1.66, 1.650915254237288)","(3.4, 4.1, 4.006949806949807)","(20.0, 32.0, 31.56756756756757)","(13.0, 18.0, 17.948275862068964)","(91.0, 250.0, 231.25)","(41.0, 85.0, 84.79166666666667)","(101.0, 250.0, 235.45454545454544)"
10-01-2023 15:33:35.539088,"(17.0, 29.0, 28.545454545454547)","(1.45, 1.66, 1.650915254237288)","(3.4, 4.1, 4.006949806949807)","(20.0, 32.0, 31.56756756756757)","(13.0, 18.0, 17.948275862068964)","(91.0, 250.0, 231.25)","(41.0, 85.0, 84.79166666666667)","(101.0, 250.0, 235.45454545454544)"
10-01-2023 15:33:36.850483,"(17.0, 29.0, 28.545454545454547)","(1.45, 1.66, 1.650915254237288)","(3.4, 4.1, 4.006949806949807)","(20.0, 32.0, 31.56756756756757)","(13.0, 18.0, 17.948275862068964)","(91.0, 250.0, 231.25)","(41.0, 85.0, 84.79166666666667)","(101.0, 250.0, 235.45454545454544)"
10-01-2023 15:33:38.246798,"(17.0, 29.0, 28.545454545454547)","(1.45, 1.66, 1.650915254237288)","(3.4, 4.1, 4.006949806949807)","(20.0, 32.0, 31.56756756756757)","(13.0, 18.0, 17.948275862068964)","(91.0, 250.0, 231.25)","(41.0, 85.0, 84.79166666666667)","(101.0, 250.0, 235.45454545454544)"
10-01-2023 15:33:39.582661,"(17.0, 29.0, 28.545454545454547)","(1.45, 1.66, 1.65)","(3.4, 4.1, 3.9794973544973544)","(20.0, 32.0, 32.81818181818182)","(13.0, 18.0, 18.203125)","(91.0, 250.0, 228.75)","(41.0, 85.0, 90.6)","(101.0, 250.0, 217.5)"
10-01-2023 15:33:40.876133,"(17.0, 29.0, 28.41176470588235)","(1.45, 1.65, 1.6457920792079208)","(3.4, 4.0, 3.9794973544973544)","(20.0, 34.0, 32.76190476190476)","(13.0, 18.5, 18.14814814814815)","(81.0, 260.0, 236.66666666666666)","(41.0, 95.0, 89.88372093023256)","(101.0, 240.0, 217.5)"
10-01-2023 15:33:42.265471,"(17.0, 29.0, 28.477272727272727)","(1.45, 1.65, 1.6443708609271521)","(3.4, 4.0, 3.9794973544973544)","(20.0, 34.0, 32.76190476190476)","(13.0, 18.5, 18.14814814814815)","(81.0, 250.0, 236.66666666666666)","(41.0, 95.0, 89.88372093023256)","(101.0, 240.0, 217.5)"
10-01-2023 15:33:43.736808,"(17.0, 29.0, 28.5)","(1.45, 1.65, 1.6465750915750914)","(3.4, 4.0, 3.989679715302491)","(20.0, 34.0, 32.76190476190476)","(13.0, 18.5, 18.14814814814815)","(81.0, 230.0, 223.33333333333334)","(41.0, 95.0, 89.88372093023256)","(101.0, 240.0, 216.0)"
10-01-2023 15:33:45.144484,"(17.0, 29.0, 28.46511627906977)","(1.45, 1.65, 1.631142857142857)","(3.4, 4.0, 4.021535181236674)","(20.0, 34.0, 32.76190476190476)","(13.0, 18.5, 17.927419354838708)","(81.0, 230.0, 230.0)","(41.0, 95.0, 89.88372093023256)","(101.0, 240.0, 216.0)"
10-01-2023 15:33:46.763102,"(17.0, 29.0, 28.473684210526315)","(1.45, 1.64, 1.6340886699507389)","(3.4, 4.1, 4.032181818181818)","(20.0, 34.0, 32.76190476190476)","(13.0, 18.0, 17.808139534883722)","(81.0, 250.0, 221.42857142857142)","(41.0, 95.0, 89.88372093023256)","(101.0, 240.0, 208.0)"
10-01-2023 15:33:48.167659,"(17.0, 29.0, 28.473684210526315)","(1.45, 1.64, 1.6351024590163934)","(3.4, 4.1, 4.032181818181818)","(20.0, 34.0, 32.84444444444444)","(13.0, 18.0, 17.76086956521739)","(81.0, 250.0, 221.42857142857142)","(41.0, 95.0, 89.88372093023256)","(101.0, 240.0, 207.5)"
10-01-2023 15:33:49.620226,"(17.0, 29.0, 28.4390243902439)","(1.45, 1.65, 1.6388209982788295)","(3.4, 4.1, 4.127586206896551)","(20.0, 34.0, 31.933333333333334)","(13.0, 18.0, 17.31)","(81.0, 250.0, 223.33333333333334)","(41.0, 95.0, 89.88372093023256)","(101.0, 230.0, 212.0)"
10-01-2023 15:33:50.878815,"(17.0, 28.0, 27.6)","(1.45, 1.64, 1.6387745974955277)","(3.4, 4.2, 4.093877551020408)","(20.0, 34.0, 31.933333333333334)","(13.0, 17.5, 17.288888888888888)","(81.0, 230.0, 223.33333333333334)","(41.0, 95.0, 89.88372093023256)","(101.0, 230.0, 228.57142857142858)"
10-01-2023 15:33:52.171404,"(17.0, 28.0, 27.2)","(1.45, 1.64, 1.6385901309164148)","(3.4, 4.1, 4.058381502890173)","(20.0, 34.0, 32.25352112676056)","(13.0, 17.5, 17.327272727272728)","(81.0, 230.0, 205.55555555555554)","(41.0, 95.0, 90.31914893617021)","(101.0, 300.0, 223.33333333333334)"
10-01-2023 15:33:53.405487,"(17.0, 28.0, 27.57894736842105)","(1.45, 1.64, 1.6417593297791317)","(3.4, 4.1, 4.069874476987447)","(20.0, 34.0, 32.25352112676056)","(13.0, 17.5, 17.7)","(81.0, 250.0, 205.55555555555554)","(41.0, 95.0, 89.5)","(101.0, 290.0, 245.0)"
10-01-2023 15:33:54.690551,"(17.0, 28.0, 27.57894736842105)","(1.45, 1.65, 1.6357826086956522)","(3.4, 4.1, 4.086298076923077)","(20.0, 34.0, 31.307692307692307)","(13.0, 18.0, 17.704918032786885)","(81.0, 250.0, 220.0)","(41.0, 95.0, 89.21052631578948)","(101.0, 280.0, 245.0)"
10-01-2023 15:33:56.037346,"(17.0, 28.0, 27.57894736842105)","(1.45, 1.64, 1.6303735632183907)","(3.4, 4.1, 4.076288659793814)","(20.0, 32.0, 31.307692307692307)","(13.0, 18.0, 17.5609756097561)","(81.0, 260.0, 212.5)","(41.0, 95.0, 89.21052631578948)","(101.0, 280.0, 240.0)"
10-01-2023 15:33:57.303055,"(17.0, 28.0, 27.6875)","(1.45, 1.64, 1.636212389380531)","(3.4, 4.1, 4.059074733096085)","(20.0, 32.0, 31.307692307692307)","(13.0, 18.0, 17.5609756097561)","(81.0, 250.0, 220.0)","(41.0, 95.0, 87.58064516129032)","(101.0, 270.0, 210.0)"
10-01-2023 15:33:58.579643,"(17.0, 28.0, 27.75)","(1.45, 1.64, 1.6371916010498686)","(3.4, 4.1, 4.065256797583081)","(20.0, 32.0, 31.379310344827587)","(13.0, 18.0, 17.5609756097561)","(81.0, 260.0, 220.0)","(41.0, 90.0, 87.72727272727273)","(101.0, 270.0, 220.0)"
10-01-2023 15:33:59.851611,"(17.0, 28.0, 28.035714285714285)","(1.45, 1.64, 1.6398212689901697)","(3.4, 4.1, 4.059219858156029)","(20.0, 32.0, 31.568627450980394)","(13.0, 18.0, 17.625)","(81.0, 260.0, 220.0)","(41.0, 90.0, 87.91666666666667)","(101.0, 250.0, 212.5)"
10-01-2023 15:34:01.159892,"(17.0, 29.0, 28.035714285714285)","(1.45, 1.64, 1.6367822068168687)","(3.4, 4.1, 4.0648275862068965)","(20.0, 32.0, 31.615384615384617)","(13.0, 18.0, 17.606060606060606)","(81.0, 260.0, 236.0)","(41.0, 90.0, 87.72727272727273)","(101.0, 250.0, 215.0)"
10-01-2023 15:34:02.464828,"(17.0, 28.0, 27.46153846153846)","(1.45, 1.64, 1.6367822068168687)","(3.4, 4.1, 4.058713136729223)","(20.0, 32.0, 31.84)","(13.0, 18.0, 17.65686274509804)","(81.0, 260.0, 200.0)","(41.0, 90.0, 83.10344827586206)","(101.0, 240.0, 205.0)"
10-01-2023 15:34:03.729062,"(17.0, 28.0, 27.46153846153846)","(1.45, 1.64, 1.6368181818181817)","(3.4, 4.1, 4.059473684210526)","(20.0, 32.0, 31.877551020408163)","(13.0, 18.0, 17.7265625)","(81.0, 260.0, 198.57142857142858)","(41.0, 90.0, 81.30434782608695)","(101.0, 240.0, 218.1818181818182)"
10-01-2023 15:34:04.952776,"(17.0, 28.0, 27.46153846153846)","(1.45, 1.64, 1.6386710239651414)","(3.4, 4.1, 4.065429234338747)","(20.0, 32.0, 31.877551020408163)","(13.0, 18.0, 17.7265625)","(81.0, 250.0, 196.25)","(41.0, 90.0, 81.11111111111111)","(101.0, 240.0, 202.0)"
10-01-2023 15:34:06.156969,"(17.0, 28.0, 27.666666666666668)","(1.45, 1.64, 1.6385657998423955)","(3.4, 4.1, 4.060994764397906)","(20.0, 32.0, 31.877551020408163)","(13.0, 18.0, 18.074074074074073)","(81.0, 240.0, 200.0)","(41.0, 90.0, 81.03448275862068)","(101.0, 210.0, 203.33333333333334)"
10-01-2023 15:34:07.361399,"(17.0, 28.0, 27.666666666666668)","(1.45, 1.64, 1.6360256410256409)","(3.4, 4.1, 4.050110864745011)","(20.0, 32.0, 31.86046511627907)","(13.0, 18.5, 18.220588235294116)","(81.0, 230.0, 197.5)","(41.0, 90.0, 80.71428571428571)","(101.0, 220.0, 200.0)"
10-01-2023 15:34:08.595249,"(17.0, 28.0, 27.666666666666668)","(1.45, 1.64, 1.636410579345088)","(3.4, 4.1, 4.055533199195171)","(20.0, 32.0, 31.642857142857142)","(13.0, 18.5, 18.3125)","(81.0, 220.0, 185.71428571428572)","(41.0, 90.0, 81.875)","(101.0, 210.0, 174.28571428571428)"
10-01-2023 15:34:09.836366,"(17.0, 28.0, 27.65625)","(1.45, 1.64, 1.636410579345088)","(3.4, 4.1, 4.047002398081535)","(20.0, 32.0, 33.37931034482759)","(13.0, 18.5, 18.3125)","(81.0, 220.0, 205.0)","(41.0, 90.0, 81.875)","(101.0, 200.0, 191.11111111111111)"
10-01-2023 15:34:11.033454,"(17.0, 28.0, 27.65625)","(1.45, 1.64, 1.639107016300496)","(3.4, 4.1, 4.0292537313432835)","(20.0, 34.0, 33.869565217391305)","(13.0, 18.5, 18.375)","(81.0, 220.0, 200.0)","(41.0, 90.0, 82.57142857142857)","(101.0, 200.0, 178.94736842105263)"
10-01-2023 15:34:12.126777,"(17.0, 28.0, 27.71794871794872)","(1.45, 1.64, 1.639107016300496)","(3.4, 4.1, 4.0292537313432835)","(20.0, 34.0, 33.88235294117647)","(13.0, 18.5, 18.261904761904763)","(81.0, 210.0, 236.0)","(41.0, 90.0, 81.66666666666667)","(101.0, 190.0, 182.94117647058823)"
10-01-2023 15:34:13.336743,"(17.0, 29.0, 28.142857142857142)","(1.45, 1.65, 1.6440015186028853)","(3.4, 4.1, 4.03060606060606)","(20.0, 34.0, 33.65384615384615)","(13.0, 18.5, 18.261904761904763)","(81.0, 260.0, 220.83333333333331)","(41.0, 85.0, 81.29629629629629)","(101.0, 190.0, 182.94117647058823)"
10-01-2023 15:34:14.618506,"(17.0, 29.0, 28.15625)","(1.45, 1.65, 1.6442911296436693)","(3.4, 4.1, 4.009166666666666)","(20.0, 34.0, 33.65384615384615)","(13.0, 18.5, 18.29591836734694)","(81.0, 250.0, 217.69230769230768)","(41.0, 85.0, 81.29629629629629)","(101.0, 190.0, 182.94117647058823)"
10-01-2023 15:34:15.900819,"(17.0, 29.0, 28.15625)","(1.45, 1.65, 1.646434331797235)","(3.4, 4.1, 3.9697938144329896)","(20.0, 34.0, 33.65384615384615)","(13.0, 18.5, 18.29591836734694)","(81.0, 250.0, 217.69230769230768)","(41.0, 85.0, 81.16666666666667)","(101.0, 190.0, 182.94117647058823)"
