,Pepper Spray,Barossa,Midnight Mojo,The Black Strat,Pure Rocket,Forgotten Vows,The Green Crusader,Exxel
10-01-2023 08:27:55.710410,"(4.0, 4.4, 4.2893617021276595)","(2.6, 3.1, 3.0472727272727274)","(20.0, 55.0, 45.833333333333336)","(5.0, 5.8, 5.666666666666666)","(20.0, 100.0, 59.2)","(31.0, 48.0, 38.666666666666664)","(9.0, 11.5, 11.38888888888889)","(6.5, 9.0, 8.63076923076923)"
10-01-2023 08:27:56.751299,"(4.0, 4.4, 4.2893617021276595)","(2.6, 3.1, 3.0482142857142858)","(20.0, 55.0, 45.833333333333336)","(5.0, 5.8, 5.594736842105263)","(20.0, 100.0, 59.2)","(31.0, 48.0, 38.666666666666664)","(9.0, 11.5, 11.291666666666666)","(6.5, 9.0, 8.5875)"
10-01-2023 08:27:57.819211,"(4.0, 4.3, 4.233333333333333)","(2.6, 3.2, 3.1566666666666667)","(20.0, 55.0, 45.833333333333336)","(5.0, 5.8, 5.594736842105263)","(20.0, 100.0, 59.2)","(31.0, 48.0, 38.666666666666664)","(9.0, 11.5, 11.38888888888889)","(6.5, 9.0, 8.63076923076923)"
10-01-2023 08:27:58.831164,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.2, 3.1566666666666667)","(20.0, 55.0, 45.833333333333336)","(5.0, 5.8, 5.594736842105263)","(20.0, 100.0, 59.2)","(31.0, 48.0, 43.69230769230769)","(9.0, 11.5, 11.38888888888889)","(6.5, 9.0, 8.63076923076923)"
10-01-2023 08:27:59.846309,"(4.0, 4.2, 4.173913043478261)","(2.6, 3.2, 3.1617647058823533)","(20.0, 55.0, 45.833333333333336)","(5.0, 5.8, 5.6)","(20.0, 100.0, 56.72727272727273)","(31.0, 48.0, 43.69230769230769)","(9.0, 11.5, 11.38888888888889)","(6.5, 9.0, 8.63076923076923)"
10-01-2023 08:28:00.881060,"(4.0, 4.2, 4.173913043478261)","(2.6, 3.2, 3.1617647058823533)","(20.0, 50.0, 47.0)","(5.0, 5.7, 5.6)","(20.0, 100.0, 56.72727272727273)","(31.0, 48.0, 43.69230769230769)","(9.0, 11.5, 11.148148148148149)","(6.5, 9.0, 8.63076923076923)"
10-01-2023 08:28:01.930578,"(4.0, 4.2, 4.173913043478261)","(2.6, 3.2, 3.1617647058823533)","(20.0, 50.0, 48.0)","(5.0, 5.7, 5.552173913043478)","(20.0, 100.0, 65.0)","(31.0, 48.0, 43.69230769230769)","(9.0, 11.5, 11.148148148148149)","(6.5, 9.0, 8.63076923076923)"
10-01-2023 08:28:03.001415,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.163333333333333)","(20.0, 50.0, 49.0)","(5.0, 5.7, 5.552173913043478)","(20.0, 100.0, 65.0)","(31.0, 48.0, 43.69230769230769)","(9.0, 11.5, 11.148148148148149)","(6.5, 9.0, 8.5875)"
10-01-2023 08:28:03.995824,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.1764150943396228)","(20.0, 55.0, 47.142857142857146)","(5.0, 5.7, 5.552173913043478)","(20.0, 100.0, 65.0)","(31.0, 48.0, 46.666666666666664)","(9.0, 11.5, 11.148148148148149)","(6.5, 9.0, 8.63076923076923)"
10-01-2023 08:28:05.038505,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.1764150943396228)","(20.0, 50.0, 48.0)","(5.0, 5.7, 5.546153846153846)","(20.0, 100.0, 65.0)","(31.0, 48.0, 46.5)","(9.0, 11.5, 11.074074074074074)","(6.5, 9.0, 8.63076923076923)"
10-01-2023 08:28:06.061073,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.1764150943396228)","(20.0, 50.0, 48.0)","(5.0, 5.7, 5.546153846153846)","(20.0, 100.0, 36.125)","(31.0, 55.0, 43.666666666666664)","(9.0, 11.5, 10.869565217391305)","(6.5, 9.0, 8.533333333333333)"
10-01-2023 08:28:07.078718,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.2148936170212767)","(20.0, 50.0, 48.0)","(5.0, 5.6, 5.476666666666667)","(20.0, 100.0, 36.125)","(31.0, 55.0, 43.666666666666664)","(9.0, 11.0, 10.717391304347826)","(6.5, 8.8, 8.533333333333333)"
10-01-2023 08:28:08.144857,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.1934782608695653)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.476666666666667)","(20.0, 100.0, 36.125)","(31.0, 55.0, 49.6)","(9.0, 11.5, 11.115384615384615)","(6.5, 8.8, 8.925)"
10-01-2023 08:28:09.154502,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.1653061224489796)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.544776119402985)","(20.0, 100.0, 36.125)","(31.0, 55.0, 49.6)","(9.0, 11.5, 11.115384615384615)","(6.5, 9.0, 8.925)"
10-01-2023 08:28:10.202962,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.1653061224489796)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.5, 5.4951923076923075)","(20.0, 100.0, 36.125)","(31.0, 55.0, 44.63636363636364)","(9.0, 11.5, 11.115384615384615)","(6.5, 9.0, 8.925)"
10-01-2023 08:28:11.184755,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.1653061224489796)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.5, 5.4951923076923075)","(20.0, 100.0, 36.125)","(31.0, 55.0, 44.63636363636364)","(9.0, 11.5, 11.115384615384615)","(6.5, 9.0, 8.925)"
10-01-2023 08:28:12.177764,"(4.0, 4.3, 4.177272727272727)","(2.6, 3.25, 3.1653061224489796)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.5, 5.4951923076923075)","(20.0, 100.0, 36.125)","(31.0, 55.0, 44.63636363636364)","(9.0, 11.5, 11.115384615384615)","(6.5, 9.0, 9.3)"
10-01-2023 08:28:13.169012,"(4.0, 4.3, 4.212903225806452)","(2.6, 3.2, 3.1525000000000003)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.517171717171717)","(20.0, 90.0, 69.33333333333334)","(31.0, 55.0, 42.63636363636364)","(9.0, 11.5, 10.9375)","(6.5, 9.6, 9.471428571428572)"
10-01-2023 08:28:14.130974,"(4.0, 4.3, 4.212903225806452)","(2.6, 3.2, 3.151219512195122)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.517171717171717)","(20.0, 90.0, 79.66666666666667)","(31.0, 55.0, 44.09090909090909)","(9.0, 11.5, 10.9375)","(6.5, 9.6, 9.471428571428572)"
10-01-2023 08:28:15.122427,"(4.0, 4.3, 4.212903225806452)","(2.6, 3.2, 3.1488372093023256)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.517171717171717)","(20.0, 90.0, 79.66666666666667)","(31.0, 55.0, 44.14285714285714)","(9.0, 11.5, 10.951612903225806)","(6.5, 9.6, 9.471428571428572)"
10-01-2023 08:28:16.124782,"(4.0, 4.3, 4.212903225806452)","(2.6, 3.2, 3.1488372093023256)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.517171717171717)","(20.0, 90.0, 79.66666666666667)","(31.0, 55.0, 41.18181818181818)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.200000000000001)"
10-01-2023 08:28:17.135103,"(4.0, 4.3, 4.212903225806452)","(2.6, 3.2, 3.1488372093023256)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.510869565217392)","(20.0, 90.0, 67.125)","(31.0, 55.0, 42.63636363636364)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:18.112311,"(4.0, 4.3, 4.212903225806452)","(2.6, 3.2, 3.1488372093023256)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.517171717171717)","(20.0, 90.0, 67.125)","(31.0, 55.0, 42.63636363636364)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:19.100206,"(4.0, 4.3, 4.212903225806452)","(2.6, 3.25, 3.1562893081761008)","(20.0, 50.0, 48.54545454545455)","(5.0, 5.6, 5.517171717171717)","(20.0, 90.0, 67.125)","(31.0, 55.0, 42.63636363636364)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:20.090925,"(4.0, 4.3, 4.21)","(2.6, 3.25, 3.1562893081761008)","(20.0, 50.0, 45.333333333333336)","(5.0, 5.6, 5.517171717171717)","(20.0, 90.0, 67.125)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:21.115559,"(4.0, 4.3, 4.21)","(2.6, 3.25, 3.1562893081761008)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.6, 5.517171717171717)","(20.0, 90.0, 67.125)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:22.144433,"(4.0, 4.3, 4.21)","(2.6, 3.25, 3.1562893081761008)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.5, 5.475409836065574)","(20.0, 85.0, 71.5)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:23.203729,"(4.0, 4.3, 4.21)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.5, 5.474137931034483)","(20.0, 80.0, 65.42857142857143)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:24.266555,"(4.0, 4.3, 4.21)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.5, 5.4765625)","(20.0, 80.0, 52.18181818181819)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:25.280776,"(4.0, 4.3, 4.21)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.5, 5.4765625)","(20.0, 80.0, 36.285714285714285)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:26.284409,"(4.0, 4.3, 4.21304347826087)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.5, 5.5088888888888885)","(20.0, 80.0, 36.285714285714285)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:27.297263,"(4.0, 4.3, 4.21304347826087)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.6, 5.529310344827586)","(20.0, 80.0, 36.285714285714285)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:28.288941,"(4.0, 4.3, 4.21304347826087)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.6, 5.529310344827586)","(20.0, 80.0, 36.285714285714285)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:29.312857,"(4.0, 4.3, 4.21304347826087)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.6, 5.529310344827586)","(20.0, 80.0, 31.384615384615383)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.924242424242424)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:30.371003,"(4.0, 4.3, 4.21304347826087)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.6, 5.529310344827586)","(20.0, 60.0, 42.0)","(31.0, 55.0, 42.333333333333336)","(9.0, 11.5, 10.74074074074074)","(6.5, 9.4, 9.25)"
10-01-2023 08:28:31.456945,"(4.0, 4.3, 4.235483870967742)","(2.6, 3.2, 3.1738095238095236)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.6, 5.61219512195122)","(20.0, 55.0, 51.14285714285714)","(31.0, 55.0, 43.1)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.4, 9.625)"
10-01-2023 08:28:32.532293,"(4.0, 4.4, 4.2844444444444445)","(2.6, 3.25, 3.1602409638554216)","(20.0, 50.0, 47.66666666666667)","(5.0, 5.7, 5.53921568627451)","(20.0, 55.0, 44.5)","(31.0, 55.0, 38.375)","(9.0, 11.0, 10.685185185185185)","(6.5, 10.5, 9.555555555555555)"
10-01-2023 08:28:33.557630,"(4.0, 4.4, 4.309433962264151)","(2.6, 3.25, 3.161834319526627)","(20.0, 50.0, 48.6)","(5.0, 5.6, 5.53921568627451)","(20.0, 50.0, 45.14285714285714)","(31.0, 55.0, 38.375)","(9.0, 11.0, 10.685185185185185)","(6.5, 10.0, 9.48)"
10-01-2023 08:28:34.574206,"(4.0, 4.4, 4.318367346938776)","(2.6, 3.25, 3.161834319526627)","(20.0, 50.0, 48.8)","(5.0, 5.6, 5.53921568627451)","(20.0, 48.0, 38.90909090909091)","(31.0, 55.0, 38.375)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.8, 9.423529411764706)"
10-01-2023 08:28:35.663753,"(4.0, 4.4, 4.318367346938776)","(2.6, 3.25, 3.161834319526627)","(20.0, 50.0, 48.8)","(5.0, 5.6, 5.53921568627451)","(20.0, 48.0, 35.5)","(31.0, 55.0, 40.22222222222222)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.6, 9.423529411764706)"
10-01-2023 08:28:36.718705,"(4.0, 4.4, 4.318367346938776)","(2.6, 3.25, 3.161834319526627)","(20.0, 50.0, 48.8)","(5.0, 5.6, 5.53921568627451)","(20.0, 48.0, 35.5)","(31.0, 55.0, 44.76923076923077)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.6, 9.423529411764706)"
10-01-2023 08:28:37.740660,"(3.8, 4.4, 4.318367346938776)","(2.7, 3.25, 3.161834319526627)","(20.0, 50.0, 48.8)","(5.0, 5.6, 5.53921568627451)","(20.0, 48.0, 35.5)","(31.0, 55.0, 50.434782608695656)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.6, 9.423529411764706)"
10-01-2023 08:28:38.764763,"(3.8, 4.4, 4.318367346938776)","(2.7, 3.25, 3.161834319526627)","(20.0, 50.0, 48.8)","(5.0, 5.6, 5.53921568627451)","(20.0, 48.0, 35.5)","(31.0, 55.0, 50.434782608695656)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.6, 9.423529411764706)"
10-01-2023 08:28:39.787076,"(3.8, 4.4, 4.318367346938776)","(2.7, 3.25, 3.161834319526627)","(20.0, 50.0, 48.8)","(5.0, 5.6, 5.53921568627451)","(20.0, 48.0, 35.5)","(31.0, 55.0, 50.434782608695656)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.6, 9.423529411764706)"
10-01-2023 08:28:40.802768,"(3.8, 4.4, 4.318367346938776)","(2.7, 3.25, 3.161834319526627)","(20.0, 50.0, 48.8)","(5.0, 5.6, 5.53921568627451)","(20.0, 48.0, 35.5)","(31.0, 55.0, 50.434782608695656)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.6, 9.3)"
10-01-2023 08:28:41.885630,"(3.8, 4.4, 4.318367346938776)","(2.7, 3.25, 3.161834319526627)","(20.0, 50.0, 48.8)","(5.0, 5.6, 5.545454545454545)","(20.0, 48.0, 35.5)","(31.0, 55.0, 45.9)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.6, 9.3)"
10-01-2023 08:28:42.977476,"(3.8, 4.4, 4.318367346938776)","(2.7, 3.2, 3.166666666666667)","(20.0, 50.0, 48.8)","(5.0, 5.7, 5.607692307692308)","(20.0, 48.0, 35.5)","(31.0, 55.0, 47.416666666666664)","(9.0, 11.0, 10.685185185185185)","(6.5, 9.6, 9.3)"
10-01-2023 08:28:44.051598,"(3.8, 4.4, 4.318367346938776)","(2.7, 3.2, 3.162745098039216)","(20.0, 50.0, 48.8)","(5.0, 5.7, 5.617241379310345)","(20.0, 48.0, 35.5)","(31.0, 55.0, 44.888888888888886)","(9.0, 11.0, 9.788235294117646)","(6.5, 9.6, 9.3)"
10-01-2023 08:28:45.148964,"(3.8, 4.4, 4.318367346938776)","(2.7, 3.2, 3.166666666666667)","(20.0, 50.0, 48.8)","(5.0, 5.7, 5.617241379310345)","(20.0, 48.0, 37.81818181818182)","(31.0, 55.0, 46.72727272727273)","(9.0, 10.0, 9.692307692307692)","(6.5, 9.6, 9.3)"
10-01-2023 08:28:46.171418,"(3.8, 4.4, 4.3277777777777775)","(2.7, 3.2, 3.166666666666667)","(20.0, 50.0, 48.8)","(5.0, 5.7, 5.5777777777777775)","(20.0, 46.0, 35.81818181818182)","(31.0, 55.0, 46.72727272727273)","(9.0, 10.0, 9.777777777777777)","(6.5, 9.6, 9.385714285714286)"
10-01-2023 08:28:47.195598,"(3.8, 4.4, 4.338095238095238)","(2.7, 3.2, 3.166666666666667)","(20.0, 50.0, 48.8)","(5.0, 5.7, 5.5777777777777775)","(20.0, 44.0, 35.81818181818182)","(31.0, 55.0, 46.72727272727273)","(9.0, 10.0, 9.686486486486487)","(6.5, 9.6, 9.48)"
10-01-2023 08:28:48.183554,"(3.8, 4.4, 4.338095238095238)","(2.7, 3.2, 3.1636363636363636)","(20.0, 50.0, 45.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 44.0, 31.142857142857142)","(31.0, 55.0, 46.72727272727273)","(9.0, 10.0, 9.6375)","(6.5, 9.8, 9.4)"
10-01-2023 08:28:49.153461,"(3.8, 4.4, 4.338095238095238)","(2.7, 3.2, 3.1595744680851063)","(20.0, 50.0, 45.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 44.0, 31.142857142857142)","(31.0, 55.0, 46.72727272727273)","(9.0, 10.0, 9.6375)","(6.5, 9.8, 9.4)"
10-01-2023 08:28:50.167316,"(3.8, 4.4, 4.338095238095238)","(2.7, 3.2, 3.1595744680851063)","(20.0, 50.0, 45.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 44.0, 31.142857142857142)","(31.0, 55.0, 46.72727272727273)","(9.0, 10.0, 9.6375)","(6.5, 9.8, 9.4)"
10-01-2023 08:28:51.175810,"(3.8, 4.4, 4.338095238095238)","(2.7, 3.2, 3.1595744680851063)","(20.0, 50.0, 45.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 44.0, 32.75)","(31.0, 55.0, 46.72727272727273)","(9.0, 10.0, 9.6375)","(6.5, 9.8, 9.4)"
10-01-2023 08:28:52.219642,"(3.8, 4.4, 4.338095238095238)","(2.7, 3.2, 3.1595744680851063)","(20.0, 50.0, 45.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 44.0, 37.666666666666664)","(31.0, 55.0, 46.72727272727273)","(9.0, 10.0, 9.636363636363637)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:28:53.233881,"(3.8, 4.5, 4.34)","(2.7, 3.2, 3.1595744680851063)","(20.0, 50.0, 45.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 32.714285714285715)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 9.638709677419355)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:28:54.322149,"(3.8, 4.5, 4.34)","(2.7, 3.2, 3.1595744680851063)","(20.0, 60.0, 51.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 32.714285714285715)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 9.638709677419355)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:28:55.340814,"(3.8, 4.5, 4.34)","(2.7, 3.2, 3.1595744680851063)","(20.0, 60.0, 51.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 9.638709677419355)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:28:56.343729,"(3.8, 4.5, 4.34)","(2.7, 3.2, 3.1595744680851063)","(20.0, 60.0, 51.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 9.638709677419355)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:28:57.372595,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1595744680851063)","(20.0, 60.0, 51.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 9.68)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:28:58.348659,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1595744680851063)","(20.0, 60.0, 58.666666666666664)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 9.68)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:28:59.356555,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1595744680851063)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 9.68)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:00.350186,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1595744680851063)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 35.5)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 9.68)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:01.349201,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.143076923076923)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 35.5)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.0, 10.127586206896552)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:02.328986,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1417910447761197)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.127586206896552)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:03.337049,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1417910447761197)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:04.339911,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1417910447761197)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:05.386200,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:06.484866,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:07.505896,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:08.531083,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 58.22222222222222)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.384615384615385)"
10-01-2023 08:29:09.545676,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 53.0)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.26)"
10-01-2023 08:29:10.525481,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 57.66666666666667)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 44.888888888888886)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.26)"
10-01-2023 08:29:11.552069,"(3.8, 4.4, 4.362500000000001)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 57.66666666666667)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 50.666666666666664)","(9.0, 10.5, 10.1625)","(6.5, 9.8, 9.3)"
10-01-2023 08:29:12.599843,"(3.8, 4.4, 4.3909090909090915)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 57.66666666666667)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 33.875)","(31.0, 55.0, 49.5)","(9.0, 10.5, 10.1625)","(6.5, 9.6, 9.3)"
10-01-2023 08:29:13.669413,"(3.8, 4.4, 4.3909090909090915)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 57.66666666666667)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 34.77777777777778)","(31.0, 55.0, 49.5)","(9.0, 10.5, 10.118181818181819)","(6.5, 9.6, 9.3)"
10-01-2023 08:29:14.743712,"(3.8, 4.4, 4.3909090909090915)","(2.7, 3.2, 3.1444444444444444)","(20.0, 60.0, 59.411764705882355)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 34.77777777777778)","(31.0, 55.0, 49.5)","(9.0, 10.5, 10.118181818181819)","(6.5, 9.6, 9.3)"
10-01-2023 08:29:15.813730,"(3.8, 4.4, 4.381818181818182)","(2.7, 3.2, 3.151388888888889)","(20.0, 60.0, 59.411764705882355)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 31.166666666666668)","(31.0, 55.0, 51.333333333333336)","(9.0, 10.5, 10.118181818181819)","(6.5, 9.6, 9.3)"
10-01-2023 08:29:16.850829,"(3.8, 4.4, 4.36)","(2.7, 3.2, 3.151388888888889)","(20.0, 60.0, 54.705882352941174)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 31.166666666666668)","(31.0, 55.0, 53.77777777777778)","(9.0, 10.5, 10.118181818181819)","(6.5, 9.6, 9.3)"
10-01-2023 08:29:17.882597,"(3.8, 4.4, 4.381818181818182)","(2.7, 3.2, 3.151388888888889)","(20.0, 60.0, 54.705882352941174)","(5.0, 5.7, 5.5777777777777775)","(20.0, 42.0, 31.166666666666668)","(31.0, 55.0, 53.77777777777778)","(9.0, 10.5, 10.005882352941176)","(6.5, 9.6, 9.3)"
