,Tri For Us,Big Screen,Megazone,Bold Success,Downforce,Hardly Ever,Sentimental Hero,Knot Secret,Hear Me Sing,Sketta
07-01-2023 17:28:27.346205,"(13.0, 23.0, 21.533333333333335)","(10.0, 16.5, 16.071428571428573)","(18.0, 24.0, 23.846153846153847)","(71.0, 160.0, 135.0)","(21.0, 32.0, 30.333333333333332)","(2.4, 2.86, 2.8388888888888886)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.6, 5.515403422982885)","(26.0, 34.0, 32.275862068965516)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:28.655023,"(13.0, 23.0, 21.533333333333335)","(10.0, 16.5, 16.057692307692307)","(18.0, 24.0, 23.846153846153847)","(71.0, 160.0, 141.25)","(21.0, 32.0, 30.666666666666668)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.6, 5.517213114754099)","(26.0, 34.0, 32.3768115942029)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:29.940367,"(13.0, 23.0, 21.88888888888889)","(10.0, 16.5, 16.057692307692307)","(18.0, 24.0, 23.956521739130434)","(71.0, 160.0, 141.25)","(21.0, 32.0, 30.666666666666668)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.517213114754099)","(26.0, 34.0, 32.3768115942029)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:31.119492,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.057692307692307)","(18.0, 25.0, 23.956521739130434)","(71.0, 160.0, 141.25)","(21.0, 32.0, 30.666666666666668)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.517213114754099)","(26.0, 34.0, 32.3768115942029)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:32.327985,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.057692307692307)","(18.0, 25.0, 23.956521739130434)","(71.0, 160.0, 146.66666666666669)","(21.0, 32.0, 30.666666666666668)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.517213114754099)","(26.0, 34.0, 32.3768115942029)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:33.591037,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.057692307692307)","(18.0, 25.0, 23.956521739130434)","(71.0, 160.0, 130.0)","(21.0, 32.0, 28.7)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 32.3768115942029)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:34.923319,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.057692307692307)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 106.66666666666667)","(21.0, 29.0, 28.7)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:36.178253,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.057692307692307)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 106.66666666666667)","(21.0, 29.0, 28.333333333333332)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:37.447404,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.057692307692307)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 106.66666666666667)","(21.0, 29.0, 28.333333333333332)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:38.726154,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.057692307692307)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 106.66666666666667)","(21.0, 29.0, 28.333333333333332)","(2.4, 2.82, 2.809230769230769)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:39.944687,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.08823529411765)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.333333333333332)","(2.4, 2.82, 2.8105405405405404)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:41.191942,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.08823529411765)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.333333333333332)","(2.4, 2.82, 2.8105405405405404)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:43.761973,"(13.0, 22.0, 21.375)","(10.0, 16.5, 16.08823529411765)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.6)","(2.4, 2.82, 2.8105405405405404)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:45.121842,"(13.0, 22.0, 21.142857142857142)","(10.0, 16.5, 16.08823529411765)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 28.0, 26.25)","(2.4, 2.82, 2.8105405405405404)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:46.685636,"(13.0, 22.0, 21.142857142857142)","(10.0, 16.5, 16.08823529411765)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.25)","(2.4, 2.82, 2.8105405405405404)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:48.137864,"(13.0, 22.0, 21.142857142857142)","(10.0, 16.5, 16.08823529411765)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.428571428571427)","(2.4, 2.82, 2.8105405405405404)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:49.684607,"(13.0, 22.0, 21.142857142857142)","(10.0, 16.5, 16.08823529411765)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.428571428571427)","(2.4, 2.82, 2.8105263157894735)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.514352941176471)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:51.088661,"(13.0, 22.0, 20.5)","(10.0, 16.5, 16.3125)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.272727272727273)","(2.4, 2.82, 2.8330120481927707)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.418905472636816)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:52.363624,"(13.0, 22.0, 20.5)","(10.0, 16.5, 16.3125)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.272727272727273)","(2.4, 2.84, 2.8330120481927707)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.418905472636816)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:53.612524,"(13.0, 22.0, 20.5)","(10.0, 17.0, 16.42105263157895)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 26.272727272727273)","(2.4, 2.84, 2.8311340206185567)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.418905472636816)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:54.954467,"(13.0, 22.0, 20.5)","(10.0, 17.0, 16.42105263157895)","(18.0, 25.0, 24.976190476190474)","(71.0, 150.0, 117.5)","(21.0, 27.0, 25.928571428571427)","(2.4, 2.84, 2.8178571428571426)","(3.8, 4.4, 4.321428571428571)","(5.0, 5.6, 5.414285714285715)","(26.0, 34.0, 31.454545454545453)","(41.0, 80.0, 71.15384615384616)"
07-01-2023 17:28:56.246510,"(13.0, 22.0, 20.5)","(10.0, 17.0, 16.42105263157895)","(18.0, 25.0, 24.97826086956522)","(71.0, 150.0, 124.0)","(21.0, 27.0, 26.18181818181818)","(2.4, 2.84, 2.8228965517241376)","(3.8, 4.4, 4.373684210526316)","(5.0, 5.6, 5.42200488997555)","(26.0, 34.0, 31.617021276595743)","(41.0, 85.0, 72.14285714285714)"
07-01-2023 17:28:57.565670,"(13.0, 22.0, 21.142857142857142)","(10.0, 17.0, 16.56)","(18.0, 25.0, 24.97826086956522)","(71.0, 150.0, 124.0)","(21.0, 27.0, 26.18181818181818)","(2.4, 2.84, 2.8228965517241376)","(3.8, 4.4, 4.373684210526316)","(5.0, 5.6, 5.42200488997555)","(26.0, 34.0, 31.617021276595743)","(41.0, 85.0, 72.14285714285714)"
07-01-2023 17:28:58.831699,"(13.0, 22.0, 21.142857142857142)","(10.0, 17.0, 16.56)","(18.0, 25.0, 24.97826086956522)","(71.0, 150.0, 124.0)","(21.0, 27.0, 25.875)","(2.4, 2.84, 2.8228965517241376)","(3.8, 4.4, 4.373684210526316)","(5.0, 5.6, 5.42200488997555)","(26.0, 34.0, 31.28)","(41.0, 85.0, 72.14285714285714)"
07-01-2023 17:29:00.171706,"(13.0, 22.0, 21.142857142857142)","(10.0, 17.0, 16.56)","(18.0, 25.0, 24.97826086956522)","(71.0, 150.0, 124.0)","(21.0, 27.0, 25.714285714285715)","(2.4, 2.84, 2.8228965517241376)","(3.8, 4.4, 4.373684210526316)","(5.0, 5.6, 5.42200488997555)","(26.0, 34.0, 31.28)","(41.0, 85.0, 72.14285714285714)"
07-01-2023 17:29:01.491491,"(13.0, 22.0, 21.142857142857142)","(10.0, 17.0, 16.56)","(18.0, 25.0, 24.97826086956522)","(71.0, 150.0, 122.14285714285714)","(21.0, 27.0, 25.714285714285715)","(2.4, 2.84, 2.8228965517241376)","(3.8, 4.4, 4.373684210526316)","(5.0, 5.6, 5.42200488997555)","(26.0, 34.0, 31.28)","(41.0, 85.0, 72.14285714285714)"
07-01-2023 17:29:02.699273,"(14.0, 22.0, 21.142857142857142)","(10.0, 17.0, 16.56)","(18.0, 25.0, 24.97826086956522)","(71.0, 150.0, 122.14285714285714)","(21.0, 27.0, 25.714285714285715)","(2.4, 2.84, 2.8228965517241376)","(3.8, 4.4, 4.373684210526316)","(5.0, 5.6, 5.42200488997555)","(26.0, 34.0, 31.28)","(41.0, 85.0, 72.14285714285714)"
07-01-2023 17:29:03.894941,"(14.0, 22.0, 21.142857142857142)","(10.0, 17.0, 16.633333333333333)","(18.0, 25.0, 24.97222222222222)","(71.0, 150.0, 122.14285714285714)","(21.0, 27.0, 25.714285714285715)","(2.4, 2.84, 2.8228965517241376)","(3.8, 4.4, 4.373684210526316)","(5.0, 5.6, 5.42200488997555)","(26.0, 34.0, 31.28)","(41.0, 85.0, 72.14285714285714)"
07-01-2023 17:29:05.150155,"(14.0, 22.0, 21.142857142857142)","(10.0, 17.0, 17.40740740740741)","(18.0, 25.0, 24.97222222222222)","(71.0, 150.0, 122.14285714285714)","(21.0, 27.0, 24.347826086956523)","(2.4, 2.84, 2.809940119760479)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 34.0, 29.529411764705884)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:06.441373,"(14.0, 23.0, 22.333333333333332)","(10.0, 17.5, 17.40740740740741)","(18.0, 25.0, 24.97222222222222)","(71.0, 150.0, 122.14285714285714)","(21.0, 26.0, 24.9375)","(2.4, 2.82, 2.809940119760479)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 30.975)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:07.788144,"(14.0, 23.0, 22.25)","(10.0, 17.5, 17.40566037735849)","(18.0, 25.0, 24.97222222222222)","(71.0, 150.0, 101.25)","(21.0, 29.0, 26.5625)","(2.4, 2.82, 2.7727272727272725)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 30.975)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:09.106610,"(14.0, 23.0, 22.25)","(10.0, 17.5, 17.40566037735849)","(18.0, 25.0, 24.97222222222222)","(71.0, 150.0, 117.5)","(21.0, 29.0, 28.32758620689655)","(2.4, 2.78, 2.7727272727272725)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 30.975)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:10.429157,"(14.0, 23.0, 22.25)","(10.0, 17.5, 17.40566037735849)","(18.0, 25.0, 24.97222222222222)","(71.0, 150.0, 117.5)","(21.0, 29.0, 27.608695652173914)","(2.4, 2.78, 2.7727272727272725)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 30.975)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:11.729404,"(14.0, 23.0, 22.25)","(10.0, 17.5, 17.40566037735849)","(18.0, 25.0, 24.97142857142857)","(71.0, 150.0, 132.27272727272728)","(21.0, 29.0, 27.608695652173914)","(2.4, 2.78, 2.7727272727272725)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 30.975)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:13.046355,"(14.0, 23.0, 22.25)","(10.0, 17.5, 17.40566037735849)","(18.0, 25.0, 24.97142857142857)","(71.0, 150.0, 105.0)","(21.0, 29.0, 27.608695652173914)","(2.4, 2.78, 2.7583606557377047)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42287104622871)","(26.0, 32.0, 30.975)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:14.440958,"(14.0, 23.0, 22.25)","(10.0, 18.0, 17.884615384615383)","(18.0, 25.0, 24.97142857142857)","(71.0, 150.0, 120.0)","(21.0, 29.0, 27.608695652173914)","(2.4, 2.76, 2.7583606557377047)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42287104622871)","(26.0, 32.0, 30.93975903614458)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:15.812440,"(14.0, 23.0, 22.25)","(10.0, 18.0, 17.884615384615383)","(18.0, 25.0, 24.97142857142857)","(71.0, 150.0, 130.0)","(21.0, 29.0, 27.608695652173914)","(2.4, 2.76, 2.7523999999999997)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42287104622871)","(26.0, 32.0, 30.93975903614458)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:17.354498,"(14.0, 23.0, 22.25)","(10.0, 18.0, 17.6)","(18.0, 25.0, 24.97142857142857)","(71.0, 150.0, 136.66666666666666)","(21.0, 29.0, 29.247524752475247)","(2.4, 2.76, 2.7523999999999997)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42287104622871)","(26.0, 32.0, 30.93975903614458)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:18.676165,"(14.0, 23.0, 22.25)","(10.0, 18.0, 17.555555555555557)","(18.0, 25.0, 24.97142857142857)","(71.0, 160.0, 136.66666666666666)","(21.0, 30.0, 29.247524752475247)","(2.4, 2.76, 2.7945679012345677)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 31.0)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:19.952693,"(14.0, 23.0, 22.72093023255814)","(10.0, 18.0, 17.555555555555557)","(18.0, 25.0, 24.85)","(71.0, 160.0, 125.0)","(21.0, 30.0, 29.366666666666667)","(2.4, 2.8, 2.7923478260869565)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 31.0)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:21.362306,"(14.0, 23.0, 22.285714285714285)","(10.0, 18.0, 17.555555555555557)","(18.0, 25.0, 24.97142857142857)","(71.0, 160.0, 125.0)","(21.0, 30.0, 29.366666666666667)","(2.4, 2.8, 2.7487804878048783)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 31.0)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:22.557330,"(14.0, 23.0, 22.607843137254903)","(10.0, 18.0, 17.555555555555557)","(18.0, 25.0, 24.97142857142857)","(71.0, 160.0, 125.0)","(21.0, 30.0, 29.396825396825395)","(2.4, 2.78, 2.7458536585365856)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 31.0)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:24.064211,"(14.0, 23.0, 22.607843137254903)","(10.0, 18.0, 17.555555555555557)","(18.0, 25.0, 24.97142857142857)","(71.0, 160.0, 135.0)","(21.0, 30.0, 29.387096774193548)","(2.4, 2.78, 2.7458536585365856)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.42200488997555)","(26.0, 32.0, 31.0)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:25.500659,"(14.0, 23.0, 22.322580645161292)","(10.0, 18.0, 17.535714285714285)","(18.0, 25.0, 24.97142857142857)","(71.0, 160.0, 141.25)","(21.0, 30.0, 29.387096774193548)","(2.4, 2.78, 2.7464)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.423809523809524)","(26.0, 32.0, 31.0)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:27.052105,"(14.0, 23.0, 22.322580645161292)","(10.0, 18.5, 17.535714285714285)","(18.0, 25.0, 24.97142857142857)","(71.0, 160.0, 125.0)","(21.0, 30.0, 29.371900826446282)","(2.4, 2.78, 2.7464)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.5, 5.423809523809524)","(26.0, 32.0, 31.0)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:29.315522,"(14.0, 23.0, 21.784313725490197)","(10.0, 18.5, 17.535714285714285)","(18.0, 25.0, 24.97142857142857)","(71.0, 160.0, 135.0)","(21.0, 30.0, 29.371900826446282)","(2.4, 2.78, 2.7471875000000003)","(3.8, 4.4, 4.338461538461538)","(5.0, 5.5, 5.423809523809524)","(26.0, 32.0, 31.0)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:31.252056,"(14.0, 22.0, 21.76086956521739)","(10.0, 18.5, 17.6)","(18.0, 25.0, 24.97142857142857)","(71.0, 180.0, 135.0)","(21.0, 30.0, 29.371900826446282)","(2.4, 2.78, 2.7507462686567163)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.5, 5.423809523809524)","(26.0, 32.0, 32.666666666666664)","(41.0, 85.0, 77.06896551724138)"
07-01-2023 17:29:32.700225,"(14.0, 22.0, 21.76086956521739)","(10.0, 18.5, 17.6)","(18.0, 25.0, 24.97142857142857)","(71.0, 180.0, 135.0)","(21.0, 30.0, 29.371900826446282)","(2.4, 2.78, 2.7516129032258063)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.5, 5.420935412026727)","(26.0, 34.0, 33.0625)","(41.0, 85.0, 75.66666666666667)"
07-01-2023 17:29:34.206671,"(14.0, 22.0, 21.727272727272727)","(10.0, 18.5, 17.825)","(18.0, 25.0, 24.97142857142857)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.321428571428573)","(2.4, 2.76, 2.7505882352941176)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.510478359908884)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.66666666666667)"
07-01-2023 17:29:35.537007,"(14.0, 22.0, 21.727272727272727)","(10.0, 18.5, 17.825)","(18.0, 25.0, 24.97142857142857)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.321428571428573)","(2.4, 2.76, 2.7528571428571427)","(3.8, 4.4, 4.336842105263158)","(5.0, 5.6, 5.421363636363637)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.66666666666667)"
07-01-2023 17:29:36.850050,"(14.0, 22.0, 21.727272727272727)","(10.0, 18.5, 17.825)","(18.0, 25.0, 24.85)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.321428571428573)","(2.4, 2.76, 2.752857142857143)","(3.8, 4.4, 4.36)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.66666666666667)"
07-01-2023 17:29:38.159604,"(14.0, 22.0, 21.727272727272727)","(10.0, 18.5, 17.825)","(18.0, 25.0, 24.80952380952381)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.428571428571427)","(2.4, 2.78, 2.752857142857143)","(3.8, 4.4, 4.36)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.66666666666667)"
07-01-2023 17:29:39.474568,"(14.0, 22.0, 21.727272727272727)","(10.0, 18.5, 17.825)","(18.0, 25.0, 24.80952380952381)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.428571428571427)","(2.4, 2.78, 2.7550819672131146)","(3.8, 4.4, 4.36)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.66666666666667)"
07-01-2023 17:29:40.723390,"(14.0, 22.0, 21.7)","(10.0, 18.5, 17.75)","(18.0, 25.0, 24.80952380952381)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.428571428571427)","(2.4, 2.78, 2.7550819672131146)","(3.8, 4.4, 4.36)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.66666666666667)"
07-01-2023 17:29:42.001747,"(14.0, 22.0, 21.7)","(10.0, 18.5, 17.75)","(18.0, 25.0, 24.80952380952381)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.428571428571427)","(2.4, 2.78, 2.7550819672131146)","(3.8, 4.4, 4.36)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.63829787234043)"
07-01-2023 17:29:43.282916,"(14.0, 22.0, 21.7)","(10.0, 18.5, 17.964285714285715)","(18.0, 25.0, 24.541666666666668)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.428571428571427)","(2.4, 2.78, 2.7550819672131146)","(3.8, 4.4, 4.411428571428571)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.63829787234043)"
07-01-2023 17:29:44.626566,"(14.0, 22.0, 21.7)","(10.0, 18.5, 17.964285714285715)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.428571428571427)","(2.4, 2.78, 2.7550819672131146)","(3.8, 4.5, 4.411428571428571)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.63829787234043)"
07-01-2023 17:29:45.918659,"(14.0, 22.0, 21.7)","(10.0, 18.5, 17.964285714285715)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 137.5)","(21.0, 30.0, 29.431818181818183)","(2.4, 2.78, 2.7550819672131146)","(3.8, 4.5, 4.411428571428571)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 75.63829787234043)"
07-01-2023 17:29:47.098732,"(14.0, 22.0, 21.7)","(10.0, 18.5, 17.964285714285715)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 127.5)","(21.0, 30.0, 29.418181818181818)","(2.4, 2.78, 2.7550819672131146)","(3.8, 4.5, 4.428571428571429)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 70.23809523809524)"
07-01-2023 17:29:48.292587,"(14.0, 21.0, 20.636363636363637)","(10.0, 18.5, 17.964285714285715)","(18.0, 24.0, 23.833333333333332)","(71.0, 160.0, 148.33333333333331)","(21.0, 30.0, 29.401869158878505)","(2.4, 2.78, 2.7550819672131146)","(3.8, 4.5, 4.467010309278351)","(5.0, 5.6, 5.42054794520548)","(26.0, 34.0, 33.03030303030303)","(41.0, 80.0, 70.23809523809524)"
07-01-2023 17:29:49.462716,"(14.0, 21.0, 20.636363636363637)","(10.0, 18.5, 17.964285714285715)","(18.0, 24.0, 23.51282051282051)","(71.0, 160.0, 148.33333333333331)","(21.0, 30.0, 29.511904761904763)","(2.4, 2.78, 2.8243478260869566)","(3.8, 4.5, 4.215897435897436)","(5.0, 5.6, 5.576190476190476)","(26.0, 34.0, 33.36)","(41.0, 80.0, 70.23809523809524)"
07-01-2023 17:29:50.677559,"(14.0, 21.0, 20.88888888888889)","(10.0, 19.5, 18.607142857142858)","(18.0, 25.0, 24.025641025641026)","(71.0, 160.0, 138.33333333333334)","(21.0, 30.0, 29.463917525773194)","(2.4, 2.84, 2.83)","(3.8, 4.3, 4.227433628318584)","(5.0, 5.6, 5.551063829787234)","(26.0, 34.0, 33.8)","(41.0, 80.0, 70.88888888888889)"
07-01-2023 17:29:51.975550,"(14.0, 21.0, 20.88888888888889)","(10.0, 20.0, 18.695652173913043)","(18.0, 24.0, 23.916666666666668)","(71.0, 160.0, 138.33333333333334)","(21.0, 30.0, 29.463917525773194)","(2.4, 2.84, 2.8233333333333333)","(3.8, 4.3, 4.227433628318584)","(5.0, 5.6, 5.534042553191489)","(26.0, 34.0, 33.8)","(41.0, 80.0, 70.88888888888889)"
07-01-2023 17:29:53.172781,"(14.0, 21.0, 20.894736842105264)","(10.0, 20.0, 18.695652173913043)","(18.0, 24.0, 23.916666666666668)","(71.0, 160.0, 138.33333333333334)","(21.0, 30.0, 29.463917525773194)","(2.4, 2.84, 2.8233333333333333)","(3.8, 4.3, 4.222274881516587)","(5.0, 5.6, 5.543684210526315)","(26.0, 34.0, 33.8)","(41.0, 80.0, 70.88888888888889)"
07-01-2023 17:29:54.397654,"(14.0, 21.0, 20.894736842105264)","(10.0, 19.5, 18.676470588235293)","(18.0, 24.0, 23.916666666666668)","(71.0, 160.0, 138.33333333333334)","(21.0, 30.0, 29.463917525773194)","(2.4, 2.84, 2.8233333333333333)","(3.8, 4.3, 4.222274881516587)","(5.0, 5.6, 5.543684210526315)","(26.0, 34.0, 33.8)","(41.0, 80.0, 70.88888888888889)"
07-01-2023 17:29:55.691569,"(14.0, 21.0, 20.894736842105264)","(10.0, 19.5, 18.676470588235293)","(18.0, 24.0, 23.916666666666668)","(71.0, 160.0, 122.5)","(21.0, 30.0, 29.38738738738739)","(2.4, 2.84, 2.83)","(3.8, 4.3, 4.177227722772277)","(5.0, 5.6, 5.558041958041958)","(26.0, 34.0, 33.8)","(41.0, 80.0, 73.84615384615384)"
