,Earstagrin,Forever More,Tiza New Day,Extortion,Sarge,Lucky Zara,Mista Moose,Frozen Jewel,Questro Queen Nz
07-12-2022 17:49:39.965618,"(101.0, 170.0, 159.375)","(14.0, 24.0, 18.5)","(3.7, 7.2, 6.08)","(3.4, 5.3, 4.82)","(8.0, 13.5, 10.0)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.857142857142858)","(6.5, 99999, 99990)"
07-12-2022 17:49:41.486189,"(101.0, 170.0, 159.375)","(14.0, 24.0, 18.5)","(3.7, 7.0, 6.371428571428572)","(3.4, 5.3, 4.82)","(8.0, 13.5, 10.0)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 7.04)","(6.5, 99999, 99990)"
07-12-2022 17:49:42.981581,"(101.0, 170.0, 160.55555555555554)","(14.0, 23.0, 19.666666666666668)","(3.7, 7.0, 5.476923076923077)","(3.4, 5.3, 5.027272727272727)","(8.0, 13.5, 10.8)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.720000000000001)","(6.5, 99999, 99990)"
07-12-2022 17:49:44.567353,"(101.0, 170.0, 160.55555555555554)","(14.0, 23.0, 20.142857142857142)","(3.7, 5.9, 5.2125)","(3.4, 5.8, 5.027272727272727)","(8.0, 13.5, 10.8)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.533333333333333)","(6.5, 99999, 99990)"
07-12-2022 17:49:46.074268,"(101.0, 170.0, 160.55555555555554)","(14.0, 23.0, 20.285714285714285)","(3.7, 5.9, 5.4)","(3.4, 5.8, 5.027272727272727)","(8.0, 13.5, 10.8)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 8.2, 7.08)","(6.5, 99999, 99990)"
07-12-2022 17:49:47.536043,"(101.0, 170.0, 160.55555555555554)","(14.0, 23.0, 20.285714285714285)","(3.7, 5.9, 5.4)","(3.4, 5.8, 4.569230769230769)","(8.0, 13.5, 10.8)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 8.0, 7.2)","(6.5, 99999, 99990)"
07-12-2022 17:49:49.081119,"(101.0, 170.0, 160.55555555555554)","(14.0, 23.0, 21.18181818181818)","(3.7, 5.9, 5.48)","(3.4, 5.8, 5.05)","(8.0, 13.5, 10.8)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 8.0, 7.2)","(6.5, 99999, 99990)"
07-12-2022 17:49:50.826523,"(101.0, 170.0, 160.55555555555554)","(14.0, 23.0, 20.285714285714285)","(3.7, 6.0, 5.48)","(3.4, 5.8, 4.633333333333334)","(8.0, 13.5, 10.8)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 8.0, 7.2)","(6.5, 99999, 99990)"
07-12-2022 17:49:52.460148,"(101.0, 170.0, 148.75)","(14.0, 23.0, 20.285714285714285)","(3.7, 6.0, 5.48)","(3.4, 5.8, 4.633333333333334)","(8.0, 13.5, 10.8)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 8.0, 7.2)","(6.5, 99999, 99990)"
07-12-2022 17:49:54.305647,"(101.0, 170.0, 148.75)","(14.0, 23.0, 19.875)","(3.7, 6.0, 5.48)","(3.4, 5.8, 4.633333333333334)","(8.0, 13.5, 10.8)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 8.0, 7.2)","(6.5, 99999, 99990)"
07-12-2022 17:49:55.980964,"(101.0, 170.0, 148.75)","(14.0, 22.0, 18.0)","(3.7, 6.0, 5.48)","(3.4, 5.8, 4.633333333333334)","(8.0, 13.5, 10.75)","(41.0, 60.0, 58.96296296296296)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.65)","(6.5, 99999, 99990)"
07-12-2022 17:49:57.597886,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.0)","(3.7, 6.0, 5.48)","(3.4, 5.8, 5.15)","(8.0, 12.5, 9.857142857142858)","(41.0, 60.0, 57.63636363636364)","(7.5, 15.5, 12.9)","(5.0, 7.6, 7.177777777777777)","(6.5, 99999, 99990)"
07-12-2022 17:49:59.219893,"(101.0, 170.0, 148.75)","(14.0, 21.0, 19.636363636363637)","(3.7, 6.0, 5.48)","(3.4, 5.8, 4.8)","(8.0, 12.0, 10.25)","(41.0, 60.0, 58.266666666666666)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.88)","(6.5, 99999, 99990)"
07-12-2022 17:50:00.797585,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.0)","(3.7, 6.0, 5.48)","(3.4, 5.8, 4.84)","(8.0, 11.5, 10.25)","(41.0, 60.0, 54.8)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.65)","(6.5, 99999, 99990)"
07-12-2022 17:50:02.363199,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.0)","(3.7, 6.0, 5.48)","(3.4, 5.8, 4.84)","(8.0, 11.5, 9.571428571428571)","(41.0, 60.0, 54.8)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.933333333333333)","(6.5, 99999, 99990)"
07-12-2022 17:50:03.869434,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.666666666666668)","(3.7, 6.0, 5.48)","(3.4, 5.8, 5.04)","(8.0, 11.0, 9.571428571428571)","(41.0, 60.0, 54.8)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.65)","(6.5, 99999, 99990)"
07-12-2022 17:50:05.458355,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.666666666666668)","(3.7, 6.0, 5.48)","(3.4, 5.7, 5.04)","(8.0, 11.0, 9.571428571428571)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.6, 7.177777777777777)","(6.5, 99999, 99990)"
07-12-2022 17:50:07.099248,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.666666666666668)","(3.7, 6.0, 5.48)","(3.4, 5.7, 5.04)","(8.0, 11.0, 10.25)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.88)","(6.5, 99999, 99990)"
07-12-2022 17:50:09.185485,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.666666666666668)","(3.8, 6.0, 5.48)","(3.5, 5.7, 5.04)","(8.0, 12.0, 10.5)","(41.0, 60.0, 57.0)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.65)","(6.5, 99999, 99990)"
07-12-2022 17:50:11.186852,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.666666666666668)","(3.8, 6.0, 5.48)","(3.5, 5.7, 5.04)","(8.0, 11.5, 9.714285714285714)","(41.0, 60.0, 58.36363636363636)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.65)","(6.5, 99999, 99990)"
07-12-2022 17:50:13.092040,"(101.0, 170.0, 148.75)","(14.0, 21.0, 17.727272727272727)","(3.8, 6.0, 5.48)","(3.5, 5.7, 4.816666666666666)","(8.0, 11.5, 9.714285714285714)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.65)","(6.5, 99999, 99990)"
07-12-2022 17:50:14.823189,"(101.0, 170.0, 148.75)","(14.0, 21.0, 17.727272727272727)","(3.8, 6.0, 5.48)","(3.5, 5.9, 5.25)","(8.0, 11.5, 9.363636363636363)","(41.0, 60.0, 57.0)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.933333333333333)","(6.5, 99999, 99990)"
07-12-2022 17:50:16.403300,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 5.9, 5.25)","(8.0, 13.0, 9.363636363636363)","(41.0, 60.0, 57.0)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.933333333333333)","(6.5, 99999, 99990)"
07-12-2022 17:50:17.942277,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 5.9, 5.25)","(8.0, 13.0, 9.363636363636363)","(41.0, 60.0, 57.0)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.933333333333333)","(6.5, 99999, 99990)"
07-12-2022 17:50:19.483191,"(101.0, 170.0, 160.55555555555554)","(14.0, 21.0, 15.0)","(3.8, 6.0, 5.48)","(3.5, 6.2, 5.4)","(7.5, 12.5, 11.333333333333334)","(41.0, 60.0, 57.0)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.88)","(6.5, 99999, 99990)"
07-12-2022 17:50:21.041687,"(101.0, 170.0, 160.55555555555554)","(14.0, 21.0, 15.0)","(3.8, 6.0, 5.48)","(3.5, 6.2, 5.4)","(7.5, 12.5, 10.5)","(41.0, 60.0, 57.0)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.88)","(6.5, 99999, 99990)"
07-12-2022 17:50:22.709115,"(101.0, 170.0, 160.55555555555554)","(14.0, 21.0, 17.5)","(3.8, 6.0, 5.48)","(3.5, 6.2, 5.4)","(7.5, 12.0, 10.5)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.88)","(6.5, 99999, 99990)"
07-12-2022 17:50:24.292021,"(101.0, 170.0, 160.55555555555554)","(14.0, 21.0, 18.529411764705884)","(3.8, 6.0, 5.48)","(3.5, 6.2, 5.4)","(7.5, 12.0, 10.5)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.88)","(6.5, 99999, 99990)"
07-12-2022 17:50:25.932169,"(101.0, 170.0, 160.55555555555554)","(14.0, 21.0, 17.5)","(3.8, 6.0, 5.48)","(3.5, 6.2, 4.949999999999999)","(7.5, 12.0, 10.5)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.955555555555556)","(6.5, 99999, 99990)"
07-12-2022 17:50:27.440391,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 6.0, 5.16)","(7.5, 12.0, 10.5)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.490909090909091)","(6.5, 99999, 99990)"
07-12-2022 17:50:29.047589,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 6.0, 5.16)","(7.5, 12.0, 10.5)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.490909090909091)","(6.5, 99999, 99990)"
07-12-2022 17:50:30.608960,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 6.0, 5.16)","(7.5, 12.0, 10.5)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.490909090909091)","(6.5, 99999, 99990)"
07-12-2022 17:50:32.124069,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 6.0, 5.16)","(7.5, 12.0, 10.5)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.333333333333333)","(6.5, 99999, 99990)"
07-12-2022 17:50:33.699177,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 6.0, 5.16)","(7.5, 12.0, 10.25)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.12)","(6.5, 99999, 99990)"
07-12-2022 17:50:35.303191,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 6.0, 5.16)","(7.5, 11.5, 10.25)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.12)","(6.0, 99999, 99990)"
07-12-2022 17:50:36.790726,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.5, 6.0, 5.16)","(7.5, 11.5, 10.25)","(41.0, 60.0, 58.75)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.333333333333333)","(6.0, 99999, 99990)"
07-12-2022 17:50:38.375700,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 6.0, 5.16)","(7.5, 11.5, 10.25)","(41.0, 60.0, 58.75)","(8.0, 15.5, 12.9)","(5.0, 7.8, 6.333333333333333)","(6.0, 99999, 99990)"
07-12-2022 17:50:39.892980,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 6.0, 5.0)","(7.5, 11.5, 9.6)","(41.0, 60.0, 58.75)","(8.0, 15.5, 12.9)","(5.0, 7.8, 6.12)","(6.0, 99999, 99990)"
07-12-2022 17:50:41.418744,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 6.0, 5.0)","(7.5, 10.5, 9.6)","(41.0, 60.0, 58.75)","(8.0, 15.5, 12.9)","(5.0, 7.8, 6.12)","(6.0, 99999, 99990)"
07-12-2022 17:50:42.973218,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 6.0, 4.866666666666666)","(7.5, 10.5, 9.6)","(41.0, 60.0, 58.75)","(8.0, 15.5, 12.9)","(5.0, 7.8, 6.333333333333333)","(6.0, 99999, 99990)"
07-12-2022 17:50:44.595260,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 5.8, 4.866666666666666)","(7.5, 10.5, 9.6)","(41.0, 60.0, 58.75)","(8.0, 15.5, 12.9)","(5.0, 7.8, 6.488888888888889)","(6.0, 99999, 99990)"
07-12-2022 17:50:46.164198,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 5.8, 4.866666666666666)","(7.5, 10.5, 9.6)","(41.0, 60.0, 58.75)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.242857142857143)","(6.0, 99999, 99990)"
07-12-2022 17:50:47.740260,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 5.8, 5.1)","(7.5, 10.5, 9.6)","(41.0, 60.0, 58.75)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.242857142857143)","(6.0, 99999, 99990)"
07-12-2022 17:50:49.221596,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 5.6, 5.1)","(7.5, 10.5, 9.6)","(41.0, 60.0, 58.75)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.488888888888889)","(6.0, 99999, 99990)"
07-12-2022 17:50:50.914343,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.0)","(3.8, 6.0, 5.48)","(3.6, 5.6, 4.828571428571428)","(7.5, 10.5, 10.666666666666666)","(41.0, 60.0, 59.23076923076923)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.242857142857143)","(6.0, 99999, 99990)"
07-12-2022 17:50:52.320495,"(101.0, 170.0, 148.75)","(14.0, 21.0, 17.18181818181818)","(3.8, 6.0, 5.48)","(3.6, 5.4, 4.828571428571428)","(7.5, 11.5, 10.666666666666666)","(41.0, 60.0, 57.0)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.242857142857143)","(6.0, 99999, 99990)"
07-12-2022 17:50:53.891483,"(101.0, 170.0, 148.75)","(14.0, 21.0, 17.18181818181818)","(3.8, 6.0, 5.48)","(3.6, 5.4, 4.828571428571428)","(7.5, 11.5, 10.666666666666666)","(41.0, 60.0, 57.0)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.242857142857143)","(6.0, 99999, 99990)"
07-12-2022 17:50:55.412935,"(101.0, 170.0, 148.75)","(14.0, 21.0, 17.785714285714285)","(3.8, 6.0, 5.48)","(3.6, 5.4, 4.828571428571428)","(7.5, 11.5, 10.666666666666666)","(41.0, 60.0, 57.0)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.488888888888889)","(6.0, 99999, 99990)"
07-12-2022 17:50:56.993738,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.352941176470587)","(3.8, 6.0, 5.48)","(3.6, 5.4, 4.828571428571428)","(7.5, 11.5, 10.666666666666666)","(41.0, 60.0, 57.0)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.6909090909090905)","(6.0, 99999, 99990)"
07-12-2022 17:50:58.576038,"(101.0, 170.0, 148.75)","(14.0, 21.0, 17.25)","(3.8, 6.0, 5.48)","(3.6, 5.4, 5.333333333333333)","(7.5, 11.5, 11.333333333333334)","(41.0, 60.0, 59.23076923076923)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.314285714285714)","(6.0, 99999, 99990)"
07-12-2022 17:51:00.050698,"(101.0, 170.0, 148.75)","(14.0, 21.0, 15.0)","(3.8, 6.0, 5.48)","(3.6, 5.7, 5.333333333333333)","(7.5, 12.5, 9.666666666666666)","(41.0, 60.0, 59.23076923076923)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.314285714285714)","(6.0, 99999, 99990)"
07-12-2022 17:51:01.588656,"(101.0, 170.0, 148.75)","(14.0, 21.0, 17.5)","(3.8, 6.0, 5.48)","(3.6, 5.7, 5.333333333333333)","(7.5, 12.0, 10.25)","(41.0, 60.0, 58.0)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.699999999999999)","(6.0, 99999, 99990)"
07-12-2022 17:51:03.128497,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.666666666666668)","(3.8, 6.0, 5.48)","(3.6, 5.7, 5.133333333333334)","(7.5, 11.5, 10.25)","(41.0, 60.0, 58.0)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.699999999999999)","(6.0, 99999, 99990)"
07-12-2022 17:51:04.625505,"(101.0, 170.0, 148.75)","(14.0, 21.0, 16.666666666666668)","(3.8, 6.0, 5.48)","(3.6, 5.4, 4.866666666666666)","(7.5, 11.5, 10.25)","(41.0, 60.0, 55.5)","(8.0, 15.5, 12.9)","(5.0, 7.6, 6.699999999999999)","(6.0, 99999, 99990)"
07-12-2022 17:51:06.121546,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.833333333333332)","(3.8, 6.0, 5.48)","(3.6, 5.8, 5.04)","(7.5, 11.5, 10.25)","(41.0, 60.0, 55.5)","(8.0, 15.5, 12.9)","(5.0, 7.6, 5.517094017094017)","(6.0, 99999, 99990)"
07-12-2022 17:51:07.628409,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.0)","(3.8, 6.0, 5.48)","(3.6, 5.7, 5.04)","(7.5, 11.5, 10.25)","(41.0, 60.0, 57.33333333333333)","(8.0, 15.5, 12.9)","(5.0, 5.7, 5.517094017094017)","(6.0, 99999, 99990)"
07-12-2022 17:51:09.163256,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.25)","(3.8, 6.0, 5.48)","(3.6, 5.7, 5.04)","(7.5, 11.5, 10.25)","(41.0, 60.0, 57.33333333333333)","(8.0, 15.5, 12.9)","(5.0, 5.7, 5.517094017094017)","(6.0, 99999, 99990)"
07-12-2022 17:51:10.712708,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.5)","(3.8, 6.0, 5.48)","(3.6, 5.7, 4.933333333333333)","(7.5, 11.5, 10.25)","(41.0, 60.0, 55.5)","(8.0, 15.5, 12.9)","(5.0, 5.7, 5.517094017094017)","(6.0, 99999, 99990)"
07-12-2022 17:51:12.324628,"(101.0, 170.0, 148.75)","(14.0, 21.0, 18.5)","(3.8, 6.0, 5.48)","(3.6, 5.6, 4.8)","(7.5, 11.5, 10.25)","(41.0, 60.0, 55.5)","(8.0, 15.5, 12.9)","(5.0, 5.7, 5.517094017094017)","(6.0, 99999, 99990)"
07-12-2022 17:51:13.884180,"(101.0, 170.0, 148.75)","(14.0, 21.0, 14.1875)","(3.8, 6.0, 5.48)","(3.6, 5.4, 4.8)","(7.5, 11.5, 10.25)","(41.0, 60.0, 57.33333333333333)","(8.0, 15.5, 12.9)","(5.0, 5.7, 5.517094017094017)","(6.0, 99999, 99990)"
07-12-2022 17:51:15.448124,"(101.0, 170.0, 148.75)","(14.0, 15.5, 13.944444444444445)","(3.8, 6.0, 5.0600000000000005)","(3.6, 5.4, 4.888888888888888)","(7.5, 11.5, 10.25)","(41.0, 60.0, 57.33333333333333)","(8.0, 15.5, 12.9)","(5.0, 5.7, 5.519409282700422)","(6.0, 99999, 99990)"
07-12-2022 17:51:16.929236,"(101.0, 170.0, 148.75)","(14.0, 15.5, 13.944444444444445)","(3.8, 5.9, 5.2)","(3.6, 5.9, 5.08)","(7.5, 11.5, 10.25)","(41.0, 60.0, 55.5)","(8.0, 15.5, 12.6)","(5.0, 5.7, 5.52092050209205)","(6.0, 99999, 99990)"
07-12-2022 17:51:18.828529,"(101.0, 170.0, 148.75)","(14.0, 15.5, 14.666666666666666)","(3.8, 5.9, 5.311111111111111)","(3.6, 5.8, 4.966666666666667)","(7.5, 11.5, 10.25)","(41.0, 60.0, 57.33333333333333)","(8.0, 14.5, 12.3)","(5.0, 5.7, 5.52092050209205)","(6.0, 99999, 99990)"
07-12-2022 17:51:20.379117,"(101.0, 170.0, 148.75)","(14.0, 15.0, 14.333333333333334)","(3.8, 5.8, 5.2)","(3.6, 5.7, 4.966666666666667)","(7.5, 11.5, 10.25)","(41.0, 60.0, 57.33333333333333)","(8.0, 14.5, 12.3)","(5.0, 5.7, 5.52092050209205)","(6.0, 99999, 99990)"
07-12-2022 17:51:22.025634,"(101.0, 170.0, 147.5)","(14.0, 16.0, 14.333333333333334)","(3.8, 5.9, 5.2)","(3.6, 5.7, 4.966666666666667)","(7.5, 11.5, 10.25)","(41.0, 60.0, 55.5)","(8.0, 14.5, 12.3)","(5.0, 5.7, 5.52092050209205)","(6.0, 99999, 99990)"
07-12-2022 17:51:23.899720,"(101.0, 170.0, 147.5)","(14.0, 16.0, 14.6875)","(3.9, 5.9, 5.485714285714286)","(3.6, 5.7, 4.966666666666667)","(7.5, 11.5, 9.571428571428571)","(41.0, 60.0, 55.5)","(8.0, 14.5, 12.3)","(5.0, 5.7, 5.52092050209205)","(6.0, 99999, 99990)"
07-12-2022 17:51:25.677348,"(101.0, 170.0, 165.26315789473682)","(14.0, 16.0, 14.25)","(3.9, 5.8, 5.485714285714286)","(3.7, 5.7, 5.15)","(7.5, 11.0, 9.571428571428571)","(41.0, 60.0, 55.5)","(8.0, 14.5, 12.3)","(5.0, 5.7, 5.52092050209205)","(6.0, 99999, 99990)"
07-12-2022 17:51:27.432505,"(101.0, 170.0, 155.83333333333331)","(14.0, 16.0, 15.0)","(3.9, 5.8, 5.2)","(3.7, 5.7, 5.199999999999999)","(7.5, 11.0, 10.25)","(41.0, 60.0, 55.5)","(8.0, 14.5, 12.3)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:29.066816,"(91.0, 170.0, 155.83333333333331)","(14.0, 15.5, 14.25)","(3.9, 5.9, 5.485714285714286)","(3.7, 5.8, 5.15)","(7.5, 11.5, 10.25)","(41.0, 60.0, 55.5)","(8.0, 14.5, 12.3)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:30.632732,"(91.0, 170.0, 155.83333333333331)","(14.0, 16.0, 14.833333333333334)","(3.9, 5.8, 5.485714285714286)","(3.7, 5.7, 5.15)","(7.5, 11.5, 9.571428571428571)","(41.0, 60.0, 55.5)","(8.0, 14.5, 12.3)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:32.802548,"(91.0, 170.0, 155.83333333333331)","(14.0, 15.5, 14.75)","(3.9, 5.8, 5.485714285714286)","(3.7, 5.7, 5.15)","(7.5, 11.0, 9.571428571428571)","(41.0, 60.0, 55.5)","(8.0, 14.5, 15.533333333333333)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:34.598229,"(91.0, 170.0, 160.55555555555554)","(14.0, 15.5, 13.944444444444445)","(3.9, 5.8, 5.116666666666667)","(3.7, 5.7, 5.15)","(7.5, 11.0, 10.25)","(41.0, 60.0, 57.33333333333333)","(8.0, 19.0, 15.533333333333333)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:36.381308,"(91.0, 170.0, 160.55555555555554)","(14.0, 15.5, 14.5)","(3.9, 5.7, 5.116666666666667)","(3.7, 5.7, 5.15)","(7.5, 11.5, 9.333333333333334)","(41.0, 60.0, 57.33333333333333)","(8.0, 19.0, 13.05)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:37.956073,"(91.0, 170.0, 154.0)","(14.0, 15.0, 13.944444444444445)","(3.9, 5.7, 5.414285714285715)","(3.7, 5.7, 5.15)","(7.5, 11.0, 9.571428571428571)","(41.0, 60.0, 55.5)","(8.0, 17.5, 16.1)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:39.506978,"(91.0, 170.0, 154.0)","(14.0, 15.5, 13.944444444444445)","(3.9, 5.7, 5.414285714285715)","(3.7, 5.7, 5.15)","(7.5, 11.0, 9.571428571428571)","(41.0, 60.0, 55.5)","(8.0, 17.5, 16.1)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:41.374592,"(91.0, 170.0, 130.0)","(14.0, 15.5, 13.944444444444445)","(3.9, 5.7, 5.45)","(3.7, 5.7, 5.15)","(7.5, 11.0, 10.25)","(41.0, 60.0, 56.4)","(8.0, 17.5, 12.8)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:43.091747,"(91.0, 170.0, 151.25)","(14.0, 15.5, 13.944444444444445)","(3.9, 5.7, 5.45)","(3.7, 5.7, 4.8)","(7.5, 11.5, 9.571428571428571)","(41.0, 60.0, 57.33333333333333)","(8.0, 17.0, 15.707692307692309)","(5.0, 5.7, 5.3310344827586205)","(6.0, 99999, 99990)"
07-12-2022 17:51:44.750669,"(91.0, 170.0, 134.0)","(13.0, 15.5, 13.944444444444445)","(4.0, 5.7, 5.45)","(3.7, 5.5, 5.199999999999999)","(7.5, 11.0, 9.571428571428571)","(41.0, 60.0, 57.33333333333333)","(7.5, 17.0, 15.284615384615385)","(5.0, 5.7, 5.3310344827586205)","(6.5, 99999, 99990)"
07-12-2022 17:51:46.600822,"(91.0, 160.0, 113.33333333333333)","(13.0, 15.5, 14.25)","(4.0, 5.7, 5.45)","(3.7, 5.8, 5.199999999999999)","(7.5, 11.5, 10.25)","(41.0, 60.0, 59.04761904761905)","(7.5, 16.5, 14.3)","(5.0, 5.7, 5.3310344827586205)","(6.5, 99999, 99990)"
07-12-2022 17:51:48.117364,"(91.0, 160.0, 113.33333333333333)","(13.0, 15.0, 14.25)","(4.0, 5.7, 5.685365853658537)","(3.7, 5.8, 4.9111111111111105)","(7.5, 11.5, 9.571428571428571)","(41.0, 60.0, 59.04761904761905)","(7.5, 16.5, 16.05)","(5.0, 5.7, 5.3310344827586205)","(6.5, 99999, 99990)"
07-12-2022 17:51:49.536749,"(91.0, 160.0, 113.33333333333333)","(13.0, 15.0, 14.25)","(4.0, 5.7, 5.45)","(3.7, 6.0, 5.25)","(7.5, 11.0, 9.333333333333334)","(41.0, 60.0, 57.0)","(7.5, 17.5, 16.5)","(5.0, 5.7, 5.3310344827586205)","(6.5, 99999, 99990)"
