,Galloping Moon,Ozzies Risk,Mt View Hanna,Marionvale Gal,Jams Silver,Rio Sam,Mrs Jessup,Mt View Jett
29,"[datetime.datetime(2022, 11, 28, 13, 15, 59, 254699), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 15, 59, 254699), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 15, 59, 254699), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 15, 59, 254699), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 15, 59, 254699), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 15, 59, 254699), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 15, 59, 254699), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 15, 59, 254699), 9.0, 23.0]"
30,"[datetime.datetime(2022, 11, 28, 13, 16, 0, 386912), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 0, 386912), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 16, 0, 386912), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 0, 386912), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 0, 386912), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 0, 386912), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 0, 386912), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 16, 0, 386912), 9.0, 23.0]"
31,"[datetime.datetime(2022, 11, 28, 13, 16, 1, 507732), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 1, 507732), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 16, 1, 507732), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 1, 507732), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 1, 507732), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 1, 507732), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 1, 507732), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 16, 1, 507732), 9.0, 23.0]"
32,"[datetime.datetime(2022, 11, 28, 13, 16, 2, 632407), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 2, 632407), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 16, 2, 632407), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 2, 632407), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 2, 632407), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 2, 632407), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 2, 632407), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 16, 2, 632407), 9.0, 23.0]"
33,"[datetime.datetime(2022, 11, 28, 13, 16, 3, 758844), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 3, 758844), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 16, 3, 758844), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 3, 758844), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 3, 758844), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 3, 758844), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 3, 758844), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 16, 3, 758844), 9.0, 23.0]"
34,"[datetime.datetime(2022, 11, 28, 13, 16, 4, 892903), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 4, 892903), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 16, 4, 892903), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 4, 892903), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 4, 892903), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 4, 892903), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 4, 892903), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 16, 4, 892903), 9.0, 23.0]"
35,"[datetime.datetime(2022, 11, 28, 13, 16, 6, 27023), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 6, 27023), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 16, 6, 27023), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 6, 27023), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 6, 27023), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 6, 27023), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 6, 27023), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 16, 6, 27023), 9.0, 23.0]"
36,"[datetime.datetime(2022, 11, 28, 13, 16, 7, 164824), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 7, 164824), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 16, 7, 164824), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 7, 164824), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 7, 164824), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 7, 164824), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 7, 164824), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 16, 7, 164824), 9.0, 23.0]"
37,"[datetime.datetime(2022, 11, 28, 13, 16, 8, 297879), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 8, 297879), 2.6, 4.3]","[datetime.datetime(2022, 11, 28, 13, 16, 8, 297879), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 8, 297879), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 8, 297879), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 8, 297879), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 8, 297879), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 13, 16, 8, 297879), 9.0, 23.0]"
38,"[datetime.datetime(2022, 11, 28, 13, 16, 9, 427464), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 9, 427464), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 16, 9, 427464), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 9, 427464), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 9, 427464), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 9, 427464), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 9, 427464), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 16, 9, 427464), 9.0, 23.0]"
39,"[datetime.datetime(2022, 11, 28, 13, 16, 10, 562107), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 16, 10, 562107), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 16, 10, 562107), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 16, 10, 562107), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 16, 10, 562107), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 16, 10, 562107), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 16, 10, 562107), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 16, 10, 562107), 9.0, 23.0]"
