,Newtons Law,Bree Fury,Bermuda Sky,On The Deck,Uncle Bertie,Coal Island
10,"[datetime.datetime(2022, 11, 28, 18, 4, 34, 925126), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 34, 925126), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 34, 925126), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 34, 925126), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 34, 925126), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 34, 925126), 3.2, 5.4]"
11,"[datetime.datetime(2022, 11, 28, 18, 4, 36, 69652), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 36, 69652), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 36, 69652), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 36, 69652), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 36, 69652), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 36, 69652), 3.2, 5.4]"
12,"[datetime.datetime(2022, 11, 28, 18, 4, 37, 177665), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 37, 177665), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 37, 177665), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 37, 177665), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 37, 177665), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 37, 177665), 3.2, 5.4]"
13,"[datetime.datetime(2022, 11, 28, 18, 4, 38, 320105), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 38, 320105), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 38, 320105), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 38, 320105), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 38, 320105), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 38, 320105), 3.2, 5.4]"
14,"[datetime.datetime(2022, 11, 28, 18, 4, 39, 447468), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 39, 447468), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 39, 447468), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 4, 39, 447468), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 39, 447468), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 4, 39, 447468), 3.2, 5.4]"
15,"[datetime.datetime(2022, 11, 28, 18, 4, 40, 557464), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 557464), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 557464), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 557464), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 557464), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 557464), 3.2, 5.4]"
16,"[datetime.datetime(2022, 11, 28, 18, 4, 41, 693766), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 41, 693766), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 41, 693766), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 41, 693766), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 41, 693766), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 41, 693766), 3.2, 5.4]"
17,"[datetime.datetime(2022, 11, 28, 18, 4, 42, 807290), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 807290), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 807290), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 807290), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 807290), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 807290), 3.2, 5.4]"
18,"[datetime.datetime(2022, 11, 28, 18, 4, 43, 924530), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 924530), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 924530), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 924530), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 924530), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 924530), 3.2, 5.4]"
19,"[datetime.datetime(2022, 11, 28, 18, 4, 45, 51617), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 51617), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 51617), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 51617), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 51617), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 51617), 3.2, 5.4]"
20,"[datetime.datetime(2022, 11, 28, 18, 4, 46, 177167), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 177167), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 177167), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 177167), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 177167), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 177167), 3.2, 5.4]"
21,"[datetime.datetime(2022, 11, 28, 18, 4, 47, 316015), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 316015), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 316015), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 316015), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 316015), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 316015), 3.2, 5.4]"
22,"[datetime.datetime(2022, 11, 28, 18, 4, 48, 523570), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 48, 523570), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 48, 523570), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 48, 523570), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 48, 523570), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 48, 523570), 3.2, 5.4]"
23,"[datetime.datetime(2022, 11, 28, 18, 4, 49, 713253), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 713253), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 713253), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 713253), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 713253), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 713253), 3.2, 5.4]"
24,"[datetime.datetime(2022, 11, 28, 18, 4, 50, 861921), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 861921), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 861921), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 861921), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 861921), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 861921), 3.2, 5.4]"
25,"[datetime.datetime(2022, 11, 28, 18, 4, 52, 30338), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 30338), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 30338), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 30338), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 30338), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 30338), 3.2, 5.4]"
26,"[datetime.datetime(2022, 11, 28, 18, 4, 53, 138334), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 138334), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 138334), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 138334), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 138334), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 138334), 3.2, 5.4]"
27,"[datetime.datetime(2022, 11, 28, 18, 4, 54, 241080), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 241080), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 241080), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 242080), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 242080), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 242080), 3.2, 5.4]"
28,"[datetime.datetime(2022, 11, 28, 18, 4, 55, 360292), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 55, 360292), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 55, 360292), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 55, 360292), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 55, 360292), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 55, 360292), 3.2, 5.4]"
29,"[datetime.datetime(2022, 11, 28, 18, 4, 56, 474013), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 474013), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 474013), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 474013), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 474013), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 474013), 3.2, 5.4]"
30,"[datetime.datetime(2022, 11, 28, 18, 4, 57, 595674), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 595674), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 595674), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 595674), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 595674), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 595674), 3.2, 5.4]"
31,"[datetime.datetime(2022, 11, 28, 18, 4, 58, 723168), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 723168), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 723168), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 723168), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 723168), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 723168), 3.2, 5.4]"
32,"[datetime.datetime(2022, 11, 28, 18, 4, 59, 834976), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 834976), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 834976), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 834976), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 834976), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 834976), 3.2, 5.4]"
33,"[datetime.datetime(2022, 11, 28, 18, 5, 0, 949653), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 949653), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 949653), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 949653), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 949653), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 949653), 3.2, 5.4]"
34,"[datetime.datetime(2022, 11, 28, 18, 5, 2, 64550), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 64550), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 64550), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 64550), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 64550), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 64550), 3.2, 5.4]"
35,"[datetime.datetime(2022, 11, 28, 18, 5, 3, 186241), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 186241), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 186241), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 186241), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 186241), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 186241), 3.2, 5.4]"
36,"[datetime.datetime(2022, 11, 28, 18, 5, 4, 308421), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 308421), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 308421), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 308421), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 308421), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 308421), 3.2, 5.4]"
37,"[datetime.datetime(2022, 11, 28, 18, 5, 5, 423812), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 423812), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 423812), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 423812), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 423812), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 423812), 3.2, 5.4]"
38,"[datetime.datetime(2022, 11, 28, 18, 5, 6, 552570), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 552570), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 552570), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 552570), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 552570), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 552570), 3.2, 5.4]"
39,"[datetime.datetime(2022, 11, 28, 18, 5, 7, 675134), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 675134), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 675134), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 675134), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 675134), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 675134), 3.2, 5.4]"
40,"[datetime.datetime(2022, 11, 28, 18, 5, 8, 814119), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 8, 814119), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 8, 814119), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 8, 814119), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 8, 814119), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 8, 814119), 3.2, 5.4]"
41,"[datetime.datetime(2022, 11, 28, 18, 5, 9, 931940), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 931940), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 931940), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 931940), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 931940), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 931940), 3.2, 5.4]"
42,"[datetime.datetime(2022, 11, 28, 18, 5, 11, 59380), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 59380), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 59380), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 59380), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 59380), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 59380), 3.2, 5.4]"
43,"[datetime.datetime(2022, 11, 28, 18, 5, 12, 213122), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 213122), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 213122), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 213122), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 213122), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 213122), 3.2, 5.4]"
44,"[datetime.datetime(2022, 11, 28, 18, 5, 13, 321159), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 321159), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 321159), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 321159), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 321159), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 321159), 3.2, 5.4]"
45,"[datetime.datetime(2022, 11, 28, 18, 5, 14, 460430), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 14, 460430), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 14, 460430), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 14, 460430), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 14, 460430), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 14, 460430), 3.2, 5.4]"
46,"[datetime.datetime(2022, 11, 28, 18, 5, 15, 600326), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 15, 600326), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 15, 600326), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 15, 600326), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 15, 600326), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 15, 600326), 3.2, 5.4]"
47,"[datetime.datetime(2022, 11, 28, 18, 5, 16, 711264), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 16, 711264), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 16, 711264), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 16, 711264), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 16, 711264), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 16, 711264), 3.2, 5.4]"
48,"[datetime.datetime(2022, 11, 28, 18, 5, 17, 822150), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 17, 822150), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 17, 822150), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 17, 822150), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 17, 822150), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 17, 822150), 3.2, 5.4]"
49,"[datetime.datetime(2022, 11, 28, 18, 5, 18, 923877), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 18, 923877), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 18, 923877), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 18, 923877), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 18, 923877), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 18, 923877), 3.2, 5.4]"
50,"[datetime.datetime(2022, 11, 28, 18, 5, 20, 43158), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 20, 43158), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 20, 43158), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 20, 43158), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 20, 43158), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 20, 43158), 3.2, 5.4]"
51,"[datetime.datetime(2022, 11, 28, 18, 5, 21, 150016), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 21, 150016), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 21, 150016), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 21, 150016), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 21, 150016), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 21, 150016), 3.2, 5.4]"
52,"[datetime.datetime(2022, 11, 28, 18, 5, 22, 256389), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 22, 256389), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 22, 256389), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 22, 256389), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 22, 256389), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 22, 256389), 3.2, 5.4]"
53,"[datetime.datetime(2022, 11, 28, 18, 5, 23, 386752), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 5, 23, 386752), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 23, 386752), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 5, 23, 386752), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 5, 23, 386752), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 5, 23, 386752), 3.2, 5.4]"
