,Lizzie Lou,Winlock Tilly,Magic Avenue,Another Fay,Optimus Bruce,Pinned,My Luck Many,Tralee Wolf
11-01-2023 13:56:09.705209,"(5.5, 6.8, 6.6454545454545455)","(9.0, 13.5, 12.8125)","(8.0, 12.5, 11.71875)","(71.0, 270.0, 251.11111111111111)","(21.0, 38.0, 34.333333333333336)","(1.4, 1.67, 1.665)","(20.0, 36.0, 31.586206896551722)","(26.0, 40.0, 37.14285714285714)"
11-01-2023 13:56:10.874422,"(5.5, 6.8, 6.6454545454545455)","(10.0, 13.5, 12.8125)","(8.0, 12.5, 11.71875)","(71.0, 270.0, 242.22222222222223)","(21.0, 38.0, 34.333333333333336)","(1.4, 1.67, 1.665)","(20.0, 36.0, 31.586206896551722)","(26.0, 38.0, 37.14285714285714)"
11-01-2023 13:56:11.926140,"(5.5, 6.8, 6.6454545454545455)","(10.0, 13.5, 12.8125)","(8.0, 12.5, 11.71875)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 34.333333333333336)","(1.4, 1.67, 1.665)","(20.0, 36.0, 31.586206896551722)","(26.0, 38.0, 37.14285714285714)"
11-01-2023 13:56:13.177203,"(5.5, 6.8, 6.6454545454545455)","(10.0, 13.5, 12.033333333333333)","(8.0, 12.5, 11.538461538461538)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 31.48148148148148)","(1.4, 1.67, 1.666086956521739)","(20.0, 36.0, 31.586206896551722)","(26.0, 38.0, 37.14285714285714)"
11-01-2023 13:56:14.326438,"(5.5, 6.8, 6.442105263157895)","(10.0, 13.5, 12.033333333333333)","(8.0, 12.5, 11.538461538461538)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 31.48148148148148)","(1.4, 1.67, 1.6668965517241379)","(20.0, 36.0, 31.586206896551722)","(26.0, 38.0, 32.774193548387096)"
11-01-2023 13:56:15.672728,"(5.5, 6.8, 6.4363636363636365)","(10.0, 13.5, 12.1)","(8.0, 12.5, 11.538461538461538)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 31.48148148148148)","(1.4, 1.67, 1.685)","(20.0, 36.0, 31.586206896551722)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:17.124772,"(5.5, 6.8, 6.4363636363636365)","(10.0, 13.5, 12.1)","(8.0, 12.5, 11.538461538461538)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 31.48148148148148)","(1.4, 1.69, 1.68)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 33.2)"
11-01-2023 13:56:18.528214,"(5.5, 6.8, 6.442105263157895)","(10.0, 13.5, 12.8125)","(8.0, 12.5, 12.083333333333334)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 34.17391304347826)","(1.4, 1.7, 1.6716666666666666)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 33.111111111111114)"
11-01-2023 13:56:19.869015,"(5.5, 6.8, 6.6454545454545455)","(10.0, 13.5, 12.8125)","(8.0, 12.5, 12.083333333333334)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 34.17391304347826)","(1.4, 1.68, 1.676111111111111)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 33.111111111111114)"
11-01-2023 13:56:21.249995,"(5.5, 6.8, 6.6499999999999995)","(10.0, 13.5, 12.8125)","(8.0, 12.5, 12.083333333333334)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 34.17391304347826)","(1.4, 1.68, 1.6773684210526316)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 31.166666666666668)"
11-01-2023 13:56:22.764790,"(5.5, 6.8, 6.64)","(10.0, 13.5, 12.8125)","(8.0, 12.5, 12.083333333333334)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 34.17391304347826)","(1.4, 1.68, 1.6773684210526316)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 30.96551724137931)"
11-01-2023 13:56:24.099010,"(5.5, 6.8, 6.64)","(10.0, 13.5, 12.653846153846153)","(8.0, 12.5, 11.574074074074074)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 31.48148148148148)","(1.4, 1.68, 1.684)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 31.066666666666666)"
11-01-2023 13:56:25.313049,"(5.5, 6.8, 6.4363636363636365)","(10.0, 13.5, 11.807692307692308)","(8.0, 12.5, 11.574074074074074)","(71.0, 260.0, 242.22222222222223)","(21.0, 38.0, 31.48148148148148)","(1.4, 1.7, 1.684)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 32.0)"
11-01-2023 13:56:26.471850,"(5.5, 6.8, 6.4363636363636365)","(10.0, 13.5, 11.807692307692308)","(8.0, 12.5, 12.083333333333334)","(71.0, 260.0, 205.0)","(21.0, 38.0, 34.17391304347826)","(1.4, 1.7, 1.6888235294117646)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 32.11764705882353)"
11-01-2023 13:56:27.716636,"(5.5, 6.8, 6.64)","(10.0, 13.5, 12.8125)","(8.0, 12.5, 12.083333333333334)","(71.0, 260.0, 205.0)","(21.0, 38.0, 34.148148148148145)","(1.4, 1.69, 1.694)","(20.0, 36.0, 31.586206896551722)","(26.0, 34.0, 32.11764705882353)"
11-01-2023 13:56:28.876581,"(5.5, 6.8, 6.64)","(10.0, 13.5, 12.8125)","(8.0, 12.5, 12.071428571428571)","(71.0, 260.0, 242.0)","(21.0, 38.0, 31.11111111111111)","(1.4, 1.7, 1.6952)","(20.0, 36.0, 32.23529411764706)","(26.0, 34.0, 31.894736842105264)"
11-01-2023 13:56:30.080927,"(5.5, 6.8, 6.666666666666666)","(10.0, 13.5, 12.738095238095237)","(8.0, 12.5, 12.071428571428571)","(71.0, 260.0, 242.0)","(21.0, 38.0, 31.29032258064516)","(1.4, 1.7, 1.6929411764705882)","(20.0, 36.0, 32.23529411764706)","(26.0, 34.0, 32.4)"
11-01-2023 13:56:31.184803,"(5.5, 6.8, 6.64)","(10.0, 13.5, 12.738095238095237)","(8.0, 12.5, 11.047619047619047)","(71.0, 260.0, 233.33333333333334)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.7, 1.6929411764705882)","(20.0, 36.0, 32.23529411764706)","(26.0, 34.0, 33.0)"
11-01-2023 13:56:32.334594,"(5.5, 6.8, 6.503703703703704)","(10.0, 13.5, 11.722222222222221)","(8.0, 12.0, 11.00900900900901)","(71.0, 250.0, 215.0)","(21.0, 38.0, 32.37837837837838)","(1.4, 1.7, 1.6929411764705882)","(20.0, 36.0, 32.23529411764706)","(26.0, 34.0, 32.72727272727273)"
11-01-2023 13:56:33.463794,"(5.5, 6.8, 6.4363636363636365)","(10.0, 13.5, 11.722222222222221)","(8.0, 12.0, 11.112903225806452)","(71.0, 250.0, 215.0)","(21.0, 38.0, 32.37837837837838)","(1.4, 1.7, 1.686)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 32.61538461538461)"
11-01-2023 13:56:34.564082,"(5.5, 6.8, 6.503703703703704)","(10.0, 13.5, 11.722222222222221)","(8.0, 12.0, 10.669354838709678)","(71.0, 250.0, 215.0)","(21.0, 38.0, 32.526315789473685)","(1.4, 1.71, 1.6844444444444444)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.142857142857146)"
11-01-2023 13:56:35.686927,"(5.5, 6.8, 6.64)","(10.0, 13.5, 12.738095238095237)","(8.0, 12.0, 11.051724137931034)","(71.0, 250.0, 215.0)","(21.0, 38.0, 32.526315789473685)","(1.4, 1.69, 1.6844444444444444)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:36.839834,"(5.5, 6.8, 6.6454545454545455)","(10.0, 13.5, 12.55)","(8.0, 12.0, 11.5)","(71.0, 250.0, 222.0)","(21.0, 38.0, 32.526315789473685)","(1.4, 1.69, 1.6844444444444444)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:38.072118,"(5.5, 6.8, 6.674074074074074)","(10.0, 13.5, 12.558823529411764)","(8.0, 11.0, 10.73076923076923)","(81.0, 250.0, 206.66666666666669)","(21.0, 38.0, 32.526315789473685)","(1.4, 1.69, 1.6854545454545453)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:39.081672,"(5.5, 6.8, 6.683333333333333)","(10.0, 13.5, 12.558823529411764)","(8.0, 11.0, 10.73076923076923)","(81.0, 250.0, 206.66666666666669)","(21.0, 38.0, 32.526315789473685)","(1.4, 1.69, 1.6854545454545453)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:40.134182,"(5.5, 7.0, 6.7846153846153845)","(10.0, 13.5, 12.558823529411764)","(8.0, 11.0, 10.681818181818182)","(81.0, 250.0, 237.27272727272725)","(21.0, 38.0, 32.37837837837838)","(1.4, 1.69, 1.6933333333333334)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:41.232833,"(5.5, 7.2, 6.8)","(10.0, 13.5, 12.3)","(8.0, 11.5, 10.847826086956522)","(81.0, 250.0, 237.27272727272725)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.72, 1.6937499999999999)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:42.317282,"(5.5, 7.2, 6.733333333333333)","(10.0, 13.5, 12.189655172413794)","(8.0, 11.5, 10.847826086956522)","(81.0, 250.0, 237.27272727272725)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.72, 1.6937499999999999)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:43.534373,"(5.5, 7.2, 6.8500000000000005)","(10.0, 13.5, 12.26923076923077)","(8.0, 11.5, 11.03125)","(81.0, 250.0, 205.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.72, 1.6933333333333334)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:44.784712,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.833333333333334)","(81.0, 250.0, 185.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.72, 1.69)","(20.0, 36.0, 32.114285714285714)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:45.960294,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.785714285714286)","(81.0, 250.0, 185.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.69)","(20.0, 36.0, 32.114285714285714)","(26.0, 36.0, 33.0)"
11-01-2023 13:56:47.170315,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.785714285714286)","(81.0, 250.0, 185.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.69)","(20.0, 36.0, 32.114285714285714)","(26.0, 36.0, 33.42857142857143)"
11-01-2023 13:56:48.542829,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.357142857142858)","(8.0, 11.5, 10.785714285714286)","(81.0, 250.0, 226.66666666666666)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.69)","(20.0, 36.0, 32.114285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:49.760223,"(5.5, 7.2, 6.64)","(10.0, 13.5, 12.357142857142858)","(8.0, 11.5, 10.785714285714286)","(81.0, 250.0, 206.66666666666669)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.71)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:50.789865,"(5.5, 7.2, 6.752000000000001)","(10.0, 13.5, 12.3)","(8.0, 11.5, 10.785714285714286)","(81.0, 250.0, 206.66666666666669)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.72, 1.71)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:51.866819,"(5.5, 7.2, 6.826666666666667)","(10.0, 13.5, 12.3)","(8.0, 11.5, 10.785714285714286)","(81.0, 250.0, 238.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.72, 1.7025)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:52.884246,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.75)","(81.0, 250.0, 238.1818181818182)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.7053846153846153)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:54.153652,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.75)","(81.0, 250.0, 195.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.7053846153846153)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:55.241220,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.75)","(81.0, 250.0, 195.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.7053846153846153)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:56.347214,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.75)","(81.0, 250.0, 195.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.70875)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:57.354439,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.75)","(81.0, 240.0, 195.0)","(21.0, 38.0, 31.88235294117647)","(1.4, 1.71, 1.70875)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:58.365162,"(5.5, 7.2, 6.752000000000001)","(10.0, 13.5, 11.81578947368421)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.08695652173913)","(1.4, 1.71, 1.70875)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:56:59.426179,"(5.5, 7.2, 6.640000000000001)","(10.0, 13.5, 12.25)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 195.0)","(21.0, 36.0, 30.413793103448278)","(1.4, 1.72, 1.6976190476190476)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:57:00.486082,"(5.5, 7.2, 6.92)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.275862068965516)","(1.4, 1.7, 1.6976190476190476)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:57:01.900913,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.772727272727273)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.34782608695652)","(1.4, 1.7, 1.69)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:57:02.962443,"(5.5, 7.2, 6.976)","(10.0, 13.5, 12.772727272727273)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.34782608695652)","(1.4, 1.71, 1.69)","(20.0, 36.0, 32.34285714285714)","(26.0, 36.0, 34.0)"
11-01-2023 13:57:04.389921,"(5.5, 7.2, 6.870588235294117)","(10.0, 13.5, 12.772727272727273)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 220.0)","(21.0, 36.0, 32.2962962962963)","(1.4, 1.74, 1.7066666666666666)","(20.0, 36.0, 30.666666666666668)","(26.0, 36.0, 34.0)"
11-01-2023 13:57:05.502409,"(5.5, 7.2, 6.870588235294117)","(10.0, 13.5, 12.772727272727273)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 220.0)","(21.0, 36.0, 31.0)","(1.4, 1.74, 1.6963636363636363)","(20.0, 36.0, 33.0)","(26.0, 36.0, 33.88235294117647)"
11-01-2023 13:57:06.582115,"(5.5, 7.2, 6.666666666666667)","(10.0, 13.5, 12.5)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 220.0)","(21.0, 36.0, 31.0)","(1.4, 1.74, 1.7228571428571429)","(20.0, 36.0, 33.1764705882353)","(26.0, 36.0, 33.88235294117647)"
11-01-2023 13:57:07.617151,"(5.5, 7.0, 6.936842105263158)","(10.0, 13.5, 12.5)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 229.09090909090907)","(21.0, 36.0, 31.0)","(1.4, 1.73, 1.7214285714285713)","(20.0, 36.0, 33.1764705882353)","(26.0, 36.0, 33.88235294117647)"
11-01-2023 13:57:08.601073,"(5.5, 7.0, 6.945454545454545)","(10.0, 13.5, 12.5)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 220.0)","(21.0, 36.0, 30.444444444444443)","(1.4, 1.73, 1.7016666666666667)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.0)"
11-01-2023 13:57:09.944574,"(5.5, 7.0, 6.7846153846153845)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.706896551724139)","(81.0, 240.0, 229.09090909090907)","(21.0, 36.0, 32.34782608695652)","(1.4, 1.71, 1.7061538461538461)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.88235294117647)"
11-01-2023 13:57:10.986996,"(5.5, 7.0, 6.938461538461539)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.71590909090909)","(81.0, 240.0, 229.09090909090907)","(21.0, 36.0, 32.34782608695652)","(1.4, 1.71, 1.7225)","(20.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.88235294117647)"
11-01-2023 13:57:12.074638,"(5.5, 7.0, 6.844444444444444)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.7)","(81.0, 240.0, 220.0)","(21.0, 36.0, 32.2962962962963)","(1.4, 1.73, 1.7228571428571429)","(21.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.88235294117647)"
11-01-2023 13:57:13.182843,"(5.5, 7.0, 6.938461538461539)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.7)","(81.0, 240.0, 229.09090909090907)","(21.0, 36.0, 32.2962962962963)","(1.4, 1.74, 1.724)","(21.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.88235294117647)"
11-01-2023 13:57:14.350668,"(5.5, 7.0, 6.938461538461539)","(10.0, 13.5, 12.738095238095237)","(8.0, 11.5, 10.7)","(81.0, 240.0, 200.0)","(21.0, 36.0, 31.58823529411765)","(1.4, 1.73, 1.7266666666666666)","(21.0, 36.0, 33.0)","(26.0, 36.0, 33.88235294117647)"
11-01-2023 13:57:15.374911,"(5.5, 7.0, 6.79)","(10.0, 13.5, 12.631578947368421)","(8.0, 11.5, 10.7)","(81.0, 240.0, 200.0)","(21.0, 36.0, 31.58823529411765)","(1.4, 1.74, 1.725)","(21.0, 36.0, 33.0)","(26.0, 36.0, 35.5)"
11-01-2023 13:57:16.405154,"(5.5, 7.0, 6.92)","(10.0, 13.0, 11.181818181818182)","(8.0, 11.5, 10.7)","(81.0, 240.0, 228.1818181818182)","(21.0, 36.0, 32.42857142857143)","(1.4, 1.74, 1.7170588235294117)","(21.0, 36.0, 32.23529411764706)","(26.0, 36.0, 33.3)"
11-01-2023 13:57:17.454672,"(5.5, 7.0, 6.7846153846153845)","(10.0, 12.5, 12.25)","(8.0, 11.5, 10.772727272727273)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.5)","(1.4, 1.72, 1.7144444444444444)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 35.5)"
11-01-2023 13:57:18.603927,"(5.5, 7.0, 6.844444444444444)","(10.0, 12.5, 12.333333333333334)","(8.0, 11.5, 10.772727272727273)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.5)","(1.4, 1.72, 1.7137499999999999)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 34.4)"
11-01-2023 13:57:19.710960,"(5.5, 7.0, 6.914285714285715)","(10.0, 12.5, 12.333333333333334)","(8.0, 11.5, 10.772727272727273)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.5)","(1.4, 1.72, 1.7123076923076923)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 34.4)"
11-01-2023 13:57:20.718781,"(5.5, 7.0, 6.844444444444444)","(10.0, 12.5, 12.227272727272727)","(8.0, 11.5, 10.772727272727273)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.5)","(1.4, 1.72, 1.7161538461538461)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 34.4)"
11-01-2023 13:57:21.816978,"(5.5, 7.0, 6.914285714285715)","(10.0, 12.5, 11.5)","(8.0, 11.5, 10.772727272727273)","(81.0, 240.0, 195.0)","(21.0, 36.0, 32.5)","(1.4, 1.72, 1.7137499999999999)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 35.57142857142857)"
11-01-2023 13:57:22.941754,"(5.5, 7.0, 6.914285714285715)","(10.0, 12.5, 11.5)","(8.0, 11.5, 10.772727272727273)","(81.0, 240.0, 195.0)","(21.0, 36.0, 31.153846153846153)","(1.4, 1.72, 1.725)","(21.0, 36.0, 33.0)","(26.0, 36.0, 35.5)"
11-01-2023 13:57:24.009071,"(5.5, 7.0, 6.4354545454545455)","(10.0, 12.5, 11.5)","(8.0, 11.5, 10.642857142857142)","(81.0, 330.0, 210.0)","(21.0, 36.0, 31.153846153846153)","(1.4, 1.73, 1.7245454545454546)","(21.0, 36.0, 33.0)","(26.0, 36.0, 35.5)"
11-01-2023 13:57:25.012509,"(5.5, 6.8, 6.769230769230769)","(10.0, 12.5, 11.5)","(8.0, 11.5, 10.648148148148149)","(71.0, 230.0, 190.0)","(21.0, 36.0, 31.655172413793103)","(1.4, 1.73, 1.7366666666666666)","(21.0, 36.0, 33.0)","(26.0, 36.0, 34.4)"
11-01-2023 13:57:26.410694,"(5.5, 6.6, 6.571428571428571)","(10.0, 12.5, 11.46551724137931)","(8.0, 11.5, 10.803030303030303)","(71.0, 230.0, 190.0)","(21.0, 36.0, 32.5)","(1.4, 1.74, 1.7142857142857142)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 35.5)"
11-01-2023 13:57:27.526561,"(5.5, 6.6, 6.536842105263158)","(10.0, 12.5, 11.810344827586206)","(8.0, 11.5, 10.803030303030303)","(71.0, 230.0, 190.0)","(21.0, 36.0, 32.5)","(1.4, 1.73, 1.7142857142857142)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 34.4)"
11-01-2023 13:57:28.631614,"(5.5, 6.8, 6.7)","(10.0, 12.5, 11.958333333333334)","(8.0, 11.5, 10.803030303030303)","(71.0, 230.0, 195.0)","(21.0, 36.0, 32.5)","(1.4, 1.73, 1.7166666666666666)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 35.5)"
11-01-2023 13:57:29.858718,"(5.5, 6.8, 6.71304347826087)","(10.0, 12.5, 11.958333333333334)","(8.0, 11.5, 10.823529411764707)","(71.0, 230.0, 195.0)","(21.0, 36.0, 32.5)","(1.4, 1.73, 1.7277777777777779)","(21.0, 36.0, 33.53846153846154)","(26.0, 36.0, 34.4)"
11-01-2023 13:57:31.116561,"(5.5, 6.8, 6.71304347826087)","(10.0, 12.5, 11.958333333333334)","(8.0, 11.5, 10.823529411764707)","(71.0, 230.0, 215.71428571428572)","(21.0, 36.0, 31.153846153846153)","(1.4, 1.73, 1.7325)","(21.0, 36.0, 32.8)","(26.0, 36.0, 34.4)"
11-01-2023 13:57:32.446730,"(5.5, 6.8, 6.618181818181818)","(10.0, 12.5, 11.81578947368421)","(8.0, 11.5, 10.879310344827585)","(71.0, 230.0, 196.66666666666669)","(21.0, 36.0, 31.153846153846153)","(1.4, 1.74, 1.7325)","(21.0, 36.0, 33.0)","(26.0, 36.0, 34.4)"
11-01-2023 13:57:33.536552,"(5.5, 6.8, 6.682352941176471)","(9.0, 12.5, 11.73076923076923)","(8.0, 11.5, 10.879310344827585)","(71.0, 230.0, 220.83333333333331)","(21.0, 36.0, 31.655172413793103)","(1.45, 1.74, 1.7182051282051283)","(21.0, 36.0, 33.1764705882353)","(21.0, 36.0, 34.4)"
11-01-2023 13:57:34.575249,"(5.5, 6.8, 6.682352941176471)","(9.0, 12.5, 11.409090909090908)","(8.0, 11.5, 10.879310344827585)","(71.0, 230.0, 220.83333333333331)","(21.0, 36.0, 31.655172413793103)","(1.45, 1.75, 1.713)","(21.0, 36.0, 32.23529411764706)","(21.0, 36.0, 35.5)"
11-01-2023 13:57:35.639434,"(5.5, 6.8, 6.6461538461538465)","(9.0, 12.5, 12.065217391304348)","(8.0, 11.5, 10.857142857142858)","(71.0, 230.0, 220.83333333333331)","(21.0, 36.0, 32.34782608695652)","(1.45, 1.73, 1.7164)","(21.0, 36.0, 32.23529411764706)","(21.0, 36.0, 34.4)"
11-01-2023 13:57:36.662569,"(5.5, 6.8, 6.704761904761905)","(9.0, 12.5, 12.09375)","(8.5, 11.5, 10.777777777777779)","(71.0, 230.0, 220.83333333333331)","(21.0, 36.0, 32.34782608695652)","(1.45, 1.73, 1.7208928571428572)","(21.0, 36.0, 32.23529411764706)","(21.0, 36.0, 34.588235294117645)"
11-01-2023 13:57:37.656447,"(5.5, 6.8, 6.704761904761905)","(9.0, 12.5, 12.09375)","(8.5, 11.5, 10.777777777777779)","(71.0, 230.0, 220.83333333333331)","(21.0, 36.0, 32.34782608695652)","(1.45, 1.73, 1.7208928571428572)","(21.0, 36.0, 32.23529411764706)","(21.0, 36.0, 35.5)"
11-01-2023 13:57:38.661417,"(5.5, 6.4, 6.28)","(9.0, 12.5, 11.777777777777779)","(8.5, 11.5, 10.777777777777779)","(71.0, 230.0, 213.33333333333334)","(21.0, 36.0, 32.34782608695652)","(1.45, 1.73, 1.7208928571428572)","(21.0, 36.0, 32.23529411764706)","(21.0, 36.0, 35.5)"
11-01-2023 13:57:39.816380,"(5.5, 6.6, 6.3428571428571425)","(9.0, 12.5, 11.868421052631579)","(8.5, 11.5, 10.777777777777779)","(71.0, 230.0, 220.90909090909093)","(21.0, 36.0, 32.2962962962963)","(1.45, 1.73, 1.721639344262295)","(21.0, 36.0, 32.8)","(21.0, 36.0, 35.5)"
11-01-2023 13:57:40.902526,"(5.5, 6.6, 6.527272727272727)","(9.0, 12.0, 11.642857142857142)","(8.5, 11.5, 10.744444444444444)","(71.0, 230.0, 213.33333333333334)","(21.0, 36.0, 31.0)","(1.45, 1.73, 1.7213513513513514)","(21.0, 36.0, 33.0)","(21.0, 36.0, 34.4)"
11-01-2023 13:57:42.029309,"(5.5, 6.6, 6.466666666666667)","(9.0, 11.5, 11.4)","(8.5, 11.0, 10.672413793103448)","(71.0, 230.0, 220.90909090909093)","(21.0, 36.0, 31.0)","(1.45, 1.75, 1.7408641975308643)","(21.0, 36.0, 33.0)","(21.0, 36.0, 34.5)"
11-01-2023 13:57:43.111403,"(5.5, 6.6, 6.4624999999999995)","(9.0, 12.0, 11.615384615384615)","(8.5, 11.0, 10.672413793103448)","(71.0, 230.0, 220.90909090909093)","(21.0, 36.0, 31.0)","(1.45, 1.75, 1.7408641975308643)","(21.0, 36.0, 33.0)","(21.0, 36.0, 34.5)"
