,Winlock On Top,Aston Ulysses,High Expectation,Zipper Rogue,Pacific Hill,Metro Mike,Flashing Oscar
10-01-2023 19:09:28.640426,"(5.5, 14.0, 12.509090909090908)","(1.4, 1.55, 1.5473214285714285)","(9.0, 28.0, 24.8)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 119.88235294117648)","(7.5, 17.5, 16.511111111111113)"
10-01-2023 19:09:29.673837,"(5.5, 14.0, 12.509090909090908)","(1.4, 1.55, 1.5473214285714285)","(9.0, 28.0, 24.8)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 119.88235294117648)","(7.5, 17.5, 16.511111111111113)"
10-01-2023 19:09:30.715306,"(5.5, 14.0, 12.509090909090908)","(1.4, 1.53, 1.4545801526717557)","(9.0, 28.0, 24.8)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 119.88235294117648)","(7.5, 17.5, 16.511111111111113)"
10-01-2023 19:09:31.739904,"(5.5, 14.0, 12.509090909090908)","(1.4, 1.52, 1.455)","(9.0, 28.0, 24.8)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 119.88235294117648)","(7.5, 17.5, 14.384615384615383)"
10-01-2023 19:09:32.662234,"(5.5, 14.0, 12.509090909090908)","(1.4, 1.51, 1.4504166666666667)","(9.0, 28.0, 24.8)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 119.88235294117648)","(7.5, 18.0, 14.384615384615383)"
10-01-2023 19:09:33.597396,"(5.5, 14.0, 12.509090909090908)","(1.4, 1.5, 1.4901639344262294)","(9.0, 28.0, 24.8)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 119.88235294117648)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:34.604943,"(5.5, 14.0, 9.95)","(1.4, 1.5, 1.4901639344262294)","(9.0, 28.0, 24.8)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:35.651345,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.7033333333333334)","(9.0, 22.0, 20.0)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:36.673387,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.7164285714285714)","(9.0, 22.0, 20.0)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:37.604949,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.7164285714285714)","(9.0, 22.0, 20.0)","(8.0, 16.5, 12.0)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:38.636519,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.7356578947368422)","(9.0, 22.0, 20.0)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:39.690961,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.7356578947368422)","(9.0, 22.0, 20.0)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:40.707554,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.7235)","(9.0, 22.0, 20.0)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:41.696375,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.7235)","(9.0, 22.0, 20.0)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:42.720650,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.7235)","(9.0, 22.0, 20.0)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 170.0, 102.38095238095238)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:43.776101,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.619)","(9.0, 22.0, 20.0)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 170.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:44.803500,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.619)","(9.0, 22.0, 20.0)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:45.908493,"(5.5, 14.0, 9.95)","(1.4, 1.74, 1.619)","(9.0, 36.0, 21.230769230769234)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:46.892561,"(5.5, 14.0, 10.76)","(1.4, 1.74, 1.4885714285714284)","(9.0, 36.0, 21.230769230769234)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:09:47.868198,"(5.5, 14.0, 10.76)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.3)"
10-01-2023 19:09:48.863558,"(5.5, 14.0, 11.657142857142855)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.3)"
10-01-2023 19:09:49.820401,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.3)"
10-01-2023 19:09:50.827460,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.3)"
10-01-2023 19:09:51.743561,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.3)"
10-01-2023 19:09:52.753358,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 18.0)"
10-01-2023 19:09:53.782077,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 18.0)"
10-01-2023 19:09:54.915545,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:09:55.967664,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.474705882352941)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:09:56.908919,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:09:57.955064,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:09:58.980257,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:00.046968,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:01.062641,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:02.035487,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:03.031244,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:04.036603,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:05.048427,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:06.093522,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.73, 1.5942424242424242)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:07.094377,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.72, 1.613103448275862)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:08.014848,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.72, 1.613103448275862)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:08.987477,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.72, 1.613103448275862)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:10.021837,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.72, 1.613103448275862)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.2)"
10-01-2023 19:10:11.019685,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.72, 1.613103448275862)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.485714285714288)"
10-01-2023 19:10:11.974276,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.72, 1.613103448275862)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.485714285714288)"
10-01-2023 19:10:12.958039,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.72, 1.613103448275862)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.485714285714288)"
10-01-2023 19:10:13.963429,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.71, 1.606551724137931)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.485714285714288)"
10-01-2023 19:10:14.990512,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.485714285714288)"
10-01-2023 19:10:15.979360,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:16.923627,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:17.876898,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:18.871096,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:19.901819,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:20.932925,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:21.926609,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:22.874292,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 91.9047619047619)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:23.880387,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 150.0, 108.14285714285714)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:24.898740,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 130.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:25.933699,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.676)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:26.932994,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:27.890997,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:28.893024,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:29.890511,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:30.940242,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:31.974578,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:32.911836,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:33.876047,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.844444444444445)"
10-01-2023 19:10:34.854677,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 87.52941176470588)","(7.5, 19.0, 17.542857142857144)"
10-01-2023 19:10:35.887301,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 105.84615384615384)","(7.5, 19.0, 17.542857142857144)"
10-01-2023 19:10:36.904347,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 120.0, 139.69230769230768)","(7.5, 19.0, 17.542857142857144)"
10-01-2023 19:10:37.935115,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.69, 1.6544444444444444)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 160.0, 139.69230769230768)","(7.5, 19.0, 17.0)"
10-01-2023 19:10:38.933158,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.7, 1.5)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 160.0, 139.69230769230768)","(7.5, 19.0, 17.0)"
10-01-2023 19:10:39.997029,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.7, 1.5)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 160.0, 139.69230769230768)","(7.5, 19.0, 17.0)"
10-01-2023 19:10:41.058015,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.7, 1.5)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 160.0, 139.69230769230768)","(7.5, 19.0, 15.222222222222221)"
10-01-2023 19:10:42.119426,"(5.5, 14.0, 11.685714285714285)","(1.4, 1.7, 1.5)","(9.0, 25.0, 22.833333333333332)","(8.0, 16.5, 9.916666666666666)","(101.0, 830.0, 470.0)","(31.0, 160.0, 113.41176470588235)","(7.5, 16.0, 15.222222222222221)"
