,Winlock On Top,Aston Ulysses,High Expectation,Zipper Rogue,Pacific Hill,Metro Mike,Flashing Oscar
10-01-2023 19:19:10.492220,"(5.5, 12.5, 11.666666666666666)","(1.35, 1.36, 1.35)","(10.0, 29.0, 27.8)","(8.5, 19.5, 18.95)","(101.0, 730.0, 645.0)","(31.0, 65.0, 62.625)","(8.0, 22.0, 19.4)"
10-01-2023 19:19:11.473425,"(5.5, 12.5, 11.666666666666666)","(1.35, 1.36, 1.3333333333333335)","(10.0, 27.0, 26.2)","(8.5, 19.5, 18.95)","(101.0, 730.0, 645.0)","(31.0, 65.0, 62.625)","(8.0, 22.0, 19.4)"
10-01-2023 19:19:12.444535,"(5.5, 12.5, 10.807692307692308)","(1.35, 1.36, 1.3333333333333335)","(10.0, 27.0, 26.2)","(8.5, 19.5, 18.95)","(101.0, 730.0, 645.0)","(31.0, 65.0, 62.625)","(8.0, 22.0, 17.9375)"
10-01-2023 19:19:13.512924,"(5.5, 12.5, 11.3)","(1.35, 1.36, 1.326)","(10.0, 27.0, 26.2)","(8.5, 19.5, 18.95)","(101.0, 730.0, 430.0)","(31.0, 65.0, 62.625)","(8.0, 22.0, 17.9375)"
10-01-2023 19:19:14.604244,"(5.5, 12.5, 12.214285714285714)","(1.35, 1.36, 1.3250000000000002)","(10.0, 27.0, 26.555555555555557)","(8.5, 19.5, 18.95)","(101.0, 630.0, 430.0)","(31.0, 65.0, 62.625)","(8.0, 22.0, 17.125)"
10-01-2023 19:19:15.594516,"(5.5, 12.5, 12.214285714285714)","(1.35, 1.36, 1.3250000000000002)","(10.0, 27.0, 26.555555555555557)","(8.5, 19.5, 18.95)","(101.0, 630.0, 430.0)","(31.0, 65.0, 62.625)","(8.0, 22.0, 18.75)"
10-01-2023 19:19:16.531071,"(5.5, 12.5, 12.214285714285714)","(1.35, 1.36, 1.3250000000000002)","(10.0, 27.0, 26.555555555555557)","(8.5, 19.5, 18.95)","(101.0, 630.0, 430.0)","(31.0, 65.0, 62.625)","(8.0, 22.0, 18.333333333333332)"
10-01-2023 19:19:17.546682,"(5.5, 12.5, 12.214285714285714)","(1.35, 1.35, 1.335)","(10.0, 28.0, 27.444444444444443)","(8.5, 19.5, 17.0)","(101.0, 630.0, 430.0)","(31.0, 65.0, 59.333333333333336)","(8.0, 22.0, 18.333333333333332)"
10-01-2023 19:19:18.565562,"(5.5, 12.5, 12.214285714285714)","(1.35, 1.34, 1.332)","(10.0, 28.0, 27.444444444444443)","(8.5, 19.5, 17.0)","(101.0, 630.0, 430.0)","(31.0, 65.0, 59.333333333333336)","(8.0, 22.0, 18.11764705882353)"
10-01-2023 19:19:19.805985,"(5.5, 13.0, 12.583333333333334)","(1.35, 1.34, 1.332)","(10.0, 28.0, 27.444444444444443)","(8.5, 19.5, 17.0)","(101.0, 630.0, 430.0)","(31.0, 65.0, 59.333333333333336)","(8.0, 22.0, 18.11764705882353)"
10-01-2023 19:19:20.938711,"(5.5, 12.5, 12.18421052631579)","(1.35, 1.34, 1.332)","(10.0, 28.0, 27.444444444444443)","(8.5, 19.5, 17.166666666666668)","(101.0, 630.0, 430.0)","(31.0, 65.0, 62.16666666666667)","(8.0, 22.0, 19.105263157894736)"
10-01-2023 19:19:22.142523,"(5.5, 12.5, 12.18421052631579)","(1.35, 1.34, 1.332)","(10.0, 28.0, 27.444444444444443)","(8.5, 18.5, 17.166666666666668)","(101.0, 630.0, 430.0)","(31.0, 65.0, 62.16666666666667)","(8.0, 22.0, 19.105263157894736)"
10-01-2023 19:19:23.345030,"(5.5, 12.5, 12.18421052631579)","(1.35, 1.4, 1.335)","(10.0, 28.0, 27.444444444444443)","(8.5, 18.5, 16.5)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 22.0, 19.642857142857142)"
10-01-2023 19:19:24.399504,"(5.5, 12.5, 12.18421052631579)","(1.35, 1.36, 1.335)","(10.0, 28.0, 27.444444444444443)","(8.5, 18.5, 16.5)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 22.0, 19.642857142857142)"
10-01-2023 19:19:25.389688,"(5.5, 12.5, 12.1)","(1.35, 1.36, 1.335)","(10.0, 28.0, 27.444444444444443)","(8.5, 18.5, 16.5)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 22.0, 20.357142857142858)"
10-01-2023 19:19:26.457405,"(5.5, 13.0, 12.166666666666666)","(1.35, 1.36, 1.335)","(10.0, 28.0, 27.0)","(8.5, 18.5, 15.552631578947368)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 21.0, 20.357142857142858)"
10-01-2023 19:19:27.521104,"(5.5, 13.0, 12.166666666666666)","(1.35, 1.36, 1.335)","(10.0, 28.0, 27.0)","(8.5, 18.5, 15.552631578947368)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 21.0, 19.666666666666668)"
10-01-2023 19:19:28.588977,"(5.5, 13.0, 12.166666666666666)","(1.35, 1.36, 1.346842105263158)","(10.0, 28.0, 27.0)","(8.5, 18.5, 14.9)","(101.0, 630.0, 420.0)","(31.0, 65.0, 60.0)","(8.0, 21.0, 19.666666666666668)"
10-01-2023 19:19:29.581250,"(5.5, 13.0, 12.166666666666666)","(1.35, 1.38, 1.3754545454545455)","(10.0, 28.0, 27.0)","(8.5, 18.5, 14.9)","(101.0, 990.0, 420.0)","(31.0, 65.0, 60.0)","(8.0, 21.0, 19.666666666666668)"
10-01-2023 19:19:30.587655,"(5.5, 13.0, 12.166666666666666)","(1.35, 1.38, 1.3741176470588234)","(10.0, 28.0, 27.0)","(8.5, 18.5, 14.9)","(101.0, 990.0, 420.0)","(31.0, 65.0, 60.0)","(8.0, 21.0, 19.133333333333333)"
10-01-2023 19:19:31.613229,"(5.5, 13.0, 12.722222222222221)","(1.35, 1.38, 1.3741176470588234)","(10.0, 28.0, 27.0)","(8.5, 18.5, 14.9)","(101.0, 990.0, 420.0)","(31.0, 65.0, 60.0)","(8.0, 21.0, 19.666666666666668)"
10-01-2023 19:19:32.663104,"(5.5, 13.0, 12.722222222222221)","(1.35, 1.38, 1.3728571428571428)","(10.0, 28.0, 27.0)","(8.5, 18.5, 13.55)","(101.0, 990.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:33.660451,"(5.5, 13.0, 12.722222222222221)","(1.35, 1.38, 1.3728571428571428)","(10.0, 28.0, 27.0)","(8.5, 18.5, 13.55)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:34.754981,"(5.5, 13.0, 12.722222222222221)","(1.35, 1.38, 1.3694736842105264)","(10.0, 28.0, 27.0)","(8.5, 18.5, 14.375)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:35.818349,"(5.5, 13.0, 12.318181818181818)","(1.35, 1.38, 1.3666666666666667)","(10.0, 28.0, 27.0)","(8.5, 18.5, 16.857142857142858)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:36.908258,"(5.5, 13.0, 12.318181818181818)","(1.35, 1.38, 1.375483870967742)","(10.0, 28.0, 27.0)","(8.5, 17.5, 15.25)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:37.994297,"(5.5, 13.0, 12.23913043478261)","(1.35, 1.4, 1.3733333333333333)","(10.0, 28.0, 27.0)","(8.5, 17.5, 15.25)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:39.071308,"(5.5, 13.0, 12.318181818181818)","(1.35, 1.4, 1.3599999999999999)","(10.0, 28.0, 27.0)","(8.5, 17.5, 14.227272727272727)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:40.171675,"(5.5, 13.0, 12.318181818181818)","(1.35, 1.4, 1.3599999999999999)","(10.0, 28.0, 27.0)","(8.5, 17.5, 14.285714285714285)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:41.296043,"(5.5, 13.0, 12.318181818181818)","(1.35, 1.4, 1.3599999999999999)","(10.0, 28.0, 27.0)","(8.5, 17.5, 14.285714285714285)","(101.0, 630.0, 430.0)","(31.0, 65.0, 60.0)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:42.509603,"(5.5, 13.0, 12.318181818181818)","(1.35, 1.39, 1.3816666666666666)","(10.0, 28.0, 27.0)","(8.5, 17.5, 14.285714285714285)","(101.0, 630.0, 430.0)","(31.0, 65.0, 61.2)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:43.564376,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.39, 1.3816666666666666)","(11.0, 28.0, 27.0)","(8.5, 17.5, 14.285714285714285)","(101.0, 630.0, 430.0)","(31.0, 65.0, 61.2)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:44.583727,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.39, 1.3511111111111112)","(11.0, 28.0, 25.22222222222222)","(8.5, 17.5, 14.285714285714285)","(101.0, 630.0, 435.0)","(31.0, 65.0, 61.2)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:45.553941,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.39, 1.3511111111111112)","(11.0, 28.0, 25.22222222222222)","(8.5, 17.5, 14.285714285714285)","(101.0, 630.0, 485.0)","(31.0, 65.0, 61.2)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:46.583136,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.4, 1.384)","(11.0, 28.0, 25.857142857142858)","(8.5, 17.5, 14.285714285714285)","(101.0, 730.0, 480.0)","(31.0, 65.0, 59.333333333333336)","(8.0, 20.0, 19.666666666666668)"
10-01-2023 19:19:47.594736,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.355)","(11.0, 30.0, 27.666666666666668)","(9.0, 17.5, 14.285714285714285)","(101.0, 720.0, 560.0)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 19.666666666666668)"
10-01-2023 19:19:48.612699,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.36, 1.35)","(11.0, 30.0, 27.666666666666668)","(9.0, 17.5, 13.642857142857142)","(101.0, 720.0, 640.0)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 19.666666666666668)"
10-01-2023 19:19:49.654049,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.36, 1.3555555555555556)","(11.0, 30.0, 27.8)","(9.0, 17.5, 14.058823529411764)","(101.0, 720.0, 640.0)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 19.7)"
10-01-2023 19:19:50.748227,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.36, 1.3533333333333335)","(11.0, 29.0, 27.8)","(9.0, 17.5, 14.285714285714286)","(101.0, 720.0, 485.0)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 19.7)"
10-01-2023 19:19:51.750217,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.36, 1.354)","(11.0, 29.0, 28.53846153846154)","(9.0, 17.5, 14.285714285714286)","(101.0, 720.0, 485.0)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 19.7)"
10-01-2023 19:19:52.827105,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.36, 1.3450000000000002)","(11.0, 29.0, 28.53846153846154)","(9.0, 17.5, 14.285714285714286)","(101.0, 720.0, 503.33333333333337)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 19.7)"
10-01-2023 19:19:53.878231,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.34)","(11.0, 29.0, 28.53846153846154)","(9.0, 17.5, 14.285714285714286)","(101.0, 630.0, 503.33333333333337)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 19.7)"
10-01-2023 19:19:54.872256,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3563636363636364)","(11.0, 29.0, 28.53846153846154)","(9.0, 17.5, 14.058823529411764)","(101.0, 630.0, 503.33333333333337)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 20.705882352941178)"
10-01-2023 19:19:55.797168,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3533333333333335)","(11.0, 29.0, 28.53846153846154)","(9.0, 17.5, 14.058823529411764)","(101.0, 630.0, 503.33333333333337)","(31.0, 65.0, 59.333333333333336)","(8.5, 24.0, 18.5)"
10-01-2023 19:19:56.787721,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3533333333333335)","(11.0, 29.0, 28.333333333333332)","(9.0, 17.5, 14.058823529411764)","(101.0, 630.0, 445.0)","(31.0, 65.0, 59.333333333333336)","(8.5, 21.0, 19.166666666666668)"
10-01-2023 19:19:57.717476,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3533333333333335)","(11.0, 29.0, 28.333333333333332)","(9.0, 17.5, 14.058823529411764)","(101.0, 630.0, 445.0)","(31.0, 65.0, 59.333333333333336)","(8.5, 20.0, 19.166666666666668)"
10-01-2023 19:19:58.802987,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3450000000000002)","(11.0, 30.0, 29.22222222222222)","(9.0, 17.5, 14.058823529411764)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 20.0, 19.166666666666668)"
10-01-2023 19:19:59.827686,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.35, 1.33125)","(11.0, 30.0, 29.22222222222222)","(9.0, 17.5, 14.285714285714286)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 20.0, 19.166666666666668)"
10-01-2023 19:20:00.858079,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.35, 1.33125)","(11.0, 30.0, 29.22222222222222)","(9.0, 17.5, 14.285714285714286)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 20.0, 18.666666666666668)"
10-01-2023 19:20:01.847010,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.35, 1.3375000000000001)","(11.0, 30.0, 29.22222222222222)","(9.0, 17.5, 14.285714285714286)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 19.653846153846153)"
10-01-2023 19:20:02.852464,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.35, 1.336)","(11.0, 30.0, 29.22222222222222)","(9.0, 17.5, 14.285714285714286)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 19.653846153846153)"
10-01-2023 19:20:04.096447,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.35, 1.336)","(11.0, 30.0, 29.22222222222222)","(9.0, 17.5, 15.333333333333334)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 19.653846153846153)"
10-01-2023 19:20:05.126510,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.35, 1.336)","(11.0, 30.0, 29.22222222222222)","(9.0, 16.5, 15.333333333333334)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 19.653846153846153)"
10-01-2023 19:20:06.228053,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3587500000000001)","(11.0, 30.0, 29.22222222222222)","(9.0, 16.5, 15.333333333333334)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 20.61111111111111)"
10-01-2023 19:20:07.331059,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.36, 1.3587500000000001)","(11.0, 30.0, 29.22222222222222)","(9.0, 16.5, 15.333333333333334)","(101.0, 630.0, 445.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 20.61111111111111)"
10-01-2023 19:20:08.464405,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3676000000000001)","(11.0, 30.0, 29.22222222222222)","(9.0, 16.5, 15.899999999999999)","(101.0, 630.0, 495.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 20.3)"
10-01-2023 19:20:09.490909,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3676000000000001)","(11.0, 30.0, 29.22222222222222)","(9.0, 16.5, 15.8125)","(101.0, 730.0, 490.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 20.3)"
10-01-2023 19:20:10.428147,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.3676000000000001)","(11.0, 30.0, 29.22222222222222)","(9.0, 16.5, 15.8125)","(101.0, 720.0, 490.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 20.125)"
10-01-2023 19:20:11.451907,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.37, 1.367)","(11.0, 30.0, 29.22222222222222)","(9.0, 16.5, 15.0)","(101.0, 720.0, 490.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 19.25)"
10-01-2023 19:20:12.468089,"(5.5, 13.0, 11.879310344827587)","(1.3, 1.37, 1.3672727272727274)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 15.9375)","(101.0, 720.0, 628.0)","(31.0, 65.0, 60.0)","(8.5, 21.0, 19.25)"
10-01-2023 19:20:13.403805,"(5.5, 13.0, 11.879310344827587)","(1.3, 1.37, 1.3664705882352943)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 15.9375)","(101.0, 720.0, 643.3333333333334)","(31.0, 65.0, 61.25)","(8.5, 21.0, 19.25)"
10-01-2023 19:20:14.420134,"(5.5, 13.0, 11.833333333333334)","(1.3, 1.37, 1.360769230769231)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 16.125)","(101.0, 720.0, 643.3333333333334)","(31.0, 65.0, 61.25)","(8.5, 21.0, 19.25)"
10-01-2023 19:20:15.466020,"(5.5, 13.0, 11.833333333333334)","(1.3, 1.37, 1.360769230769231)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 16.235294117647058)","(101.0, 720.0, 495.0)","(31.0, 65.0, 57.5)","(8.5, 21.0, 19.25)"
10-01-2023 19:20:16.596448,"(5.5, 13.0, 11.833333333333334)","(1.3, 1.37, 1.3633333333333335)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 13.833333333333334)","(101.0, 720.0, 500.0)","(31.0, 65.0, 57.5)","(8.5, 21.0, 19.8)"
10-01-2023 19:20:17.683674,"(5.5, 13.0, 11.833333333333334)","(1.3, 1.37, 1.3633333333333335)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 13.3)","(101.0, 720.0, 500.0)","(31.0, 65.0, 57.5)","(8.5, 21.0, 19.25)"
10-01-2023 19:20:18.732167,"(5.5, 13.0, 11.833333333333334)","(1.3, 1.37, 1.3633333333333335)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 13.227272727272727)","(101.0, 720.0, 505.0)","(31.0, 65.0, 57.5)","(8.5, 20.0, 20.0)"
10-01-2023 19:20:19.722612,"(5.5, 13.0, 11.833333333333334)","(1.3, 1.37, 1.354)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 13.227272727272727)","(101.0, 720.0, 505.0)","(31.0, 65.0, 57.5)","(8.5, 21.0, 20.0)"
10-01-2023 19:20:20.727864,"(5.5, 13.0, 11.833333333333334)","(1.3, 1.37, 1.346)","(11.0, 30.0, 29.363636363636363)","(9.0, 16.5, 13.227272727272727)","(101.0, 720.0, 505.0)","(31.0, 65.0, 57.5)","(8.5, 21.0, 18.714285714285715)"
10-01-2023 19:20:21.715458,"(5.5, 13.0, 12.1)","(1.3, 1.33, 1.3283333333333334)","(11.0, 28.0, 27.545454545454547)","(9.0, 16.5, 13.928571428571429)","(101.0, 720.0, 505.0)","(31.0, 65.0, 57.5)","(8.5, 19.0, 18.5)"
10-01-2023 19:20:22.835320,"(5.5, 13.0, 12.1)","(1.3, 1.33, 1.328684210526316)","(11.0, 28.0, 27.545454545454547)","(9.0, 16.5, 13.928571428571429)","(101.0, 720.0, 505.0)","(31.0, 65.0, 57.5)","(8.5, 19.0, 18.5)"
10-01-2023 19:20:23.944610,"(5.5, 13.0, 12.1)","(1.3, 1.33, 1.328684210526316)","(11.0, 28.0, 27.545454545454547)","(9.0, 16.5, 13.928571428571429)","(101.0, 720.0, 505.0)","(31.0, 65.0, 57.5)","(8.5, 19.0, 18.5)"
10-01-2023 19:20:25.008280,"(5.5, 13.0, 12.1)","(1.3, 1.33, 1.328684210526316)","(11.0, 28.0, 27.545454545454547)","(9.0, 16.5, 13.928571428571429)","(101.0, 720.0, 510.0)","(31.0, 65.0, 57.5)","(8.5, 19.0, 18.5)"
10-01-2023 19:20:26.363289,"(5.5, 13.0, 12.1)","(1.3, 1.33, 1.328684210526316)","(11.0, 28.0, 27.545454545454547)","(9.0, 16.5, 13.928571428571429)","(101.0, 730.0, 510.0)","(31.0, 65.0, 57.5)","(8.5, 19.0, 18.5)"
10-01-2023 19:20:27.975392,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.33, 1.341304347826087)","(11.0, 28.0, 29.3)","(9.0, 16.5, 13.35)","(101.0, 730.0, 510.0)","(31.0, 65.0, 57.5)","(8.5, 22.0, 21.09090909090909)"
10-01-2023 19:20:29.226649,"(5.5, 13.0, 12.318181818181818)","(1.3, 1.35, 1.3423076923076924)","(11.0, 32.0, 29.3)","(9.0, 16.5, 13.318181818181818)","(101.0, 730.0, 510.0)","(31.0, 65.0, 57.5)","(8.5, 22.0, 19.454545454545453)"
10-01-2023 19:20:30.326837,"(5.5, 13.0, 12.368421052631579)","(1.3, 1.35, 1.3456521739130436)","(11.0, 32.0, 28.727272727272727)","(9.0, 16.5, 13.318181818181818)","(101.0, 730.0, 510.0)","(31.0, 65.0, 57.5)","(8.5, 20.0, 19.454545454545453)"
10-01-2023 19:20:31.370048,"(5.5, 13.0, 11.875)","(1.3, 1.35, 1.3456521739130436)","(11.0, 32.0, 28.764705882352942)","(9.0, 16.5, 13.35)","(101.0, 730.0, 510.0)","(31.0, 65.0, 61.25)","(8.5, 20.0, 19.454545454545453)"
10-01-2023 19:20:32.471367,"(5.5, 13.0, 12.307692307692308)","(1.3, 1.35, 1.33125)","(11.0, 30.0, 27.941176470588236)","(9.0, 16.5, 13.38888888888889)","(101.0, 730.0, 460.0)","(31.0, 65.0, 62.5)","(8.5, 20.0, 19.454545454545453)"
10-01-2023 19:20:33.632211,"(5.5, 13.0, 12.307692307692308)","(1.3, 1.35, 1.3475903614457831)","(11.0, 29.0, 29.53333333333333)","(9.0, 16.5, 13.35)","(101.0, 630.0, 460.0)","(31.0, 65.0, 63.75)","(8.5, 20.0, 19.454545454545453)"
10-01-2023 19:20:34.732544,"(5.5, 13.0, 12.307692307692308)","(1.3, 1.35, 1.3453623188405799)","(11.0, 30.0, 29.53333333333333)","(9.0, 16.5, 13.8)","(101.0, 630.0, 460.0)","(31.0, 65.0, 63.75)","(8.5, 20.0, 19.454545454545453)"
10-01-2023 19:20:35.737604,"(5.5, 13.0, 12.307692307692308)","(1.3, 1.34, 1.336521739130435)","(11.0, 30.0, 29.53333333333333)","(9.0, 16.5, 13.8)","(101.0, 630.0, 460.0)","(31.0, 65.0, 63.75)","(8.5, 20.0, 19.454545454545453)"
10-01-2023 19:20:36.721623,"(5.5, 13.0, 12.307692307692308)","(1.3, 1.34, 1.3377272727272729)","(11.0, 30.0, 29.53333333333333)","(9.0, 16.5, 13.8)","(101.0, 630.0, 460.0)","(31.0, 65.0, 63.75)","(8.5, 20.0, 19.454545454545453)"
10-01-2023 19:20:37.761162,"(5.5, 13.0, 12.307692307692308)","(1.3, 1.34, 1.3377272727272729)","(11.0, 30.0, 29.53333333333333)","(9.0, 16.5, 13.35)","(101.0, 630.0, 460.0)","(31.0, 65.0, 63.75)","(8.5, 20.0, 19.454545454545453)"
10-01-2023 19:20:38.796824,"(5.5, 13.0, 12.307692307692308)","(1.3, 1.36, 1.31)","(11.0, 30.0, 27.0)","(9.0, 16.5, 15.642857142857142)","(101.0, 630.0, 510.0)","(31.0, 65.0, 68.33333333333333)","(8.5, 20.0, 20.25)"
10-01-2023 19:20:39.741823,"(5.5, 13.0, 12.4)","(1.3, 1.31, 1.3065454545454547)","(11.0, 32.0, 27.0)","(9.0, 16.5, 15.642857142857142)","(101.0, 730.0, 510.0)","(31.0, 75.0, 68.33333333333333)","(8.5, 21.0, 19.833333333333332)"
10-01-2023 19:20:40.704595,"(5.5, 13.0, 12.55)","(1.3, 1.36, 1.3450000000000002)","(11.0, 32.0, 29.5)","(9.0, 16.5, 15.1875)","(101.0, 730.0, 510.0)","(31.0, 75.0, 68.33333333333333)","(8.5, 21.0, 19.653846153846153)"
10-01-2023 19:20:41.686289,"(5.5, 13.0, 12.55)","(1.3, 1.36, 1.3422222222222222)","(11.0, 32.0, 29.77777777777778)","(9.0, 16.5, 15.1875)","(101.0, 730.0, 510.0)","(31.0, 75.0, 68.33333333333333)","(8.5, 21.0, 20.045454545454547)"
10-01-2023 19:20:42.653661,"(5.5, 13.0, 12.571428571428571)","(1.3, 1.36, 1.3562500000000002)","(11.0, 32.0, 30.5)","(9.0, 16.5, 15.153846153846153)","(101.0, 630.0, 460.0)","(31.0, 75.0, 55.0)","(8.5, 21.0, 19.5)"
10-01-2023 19:20:43.751969,"(5.5, 13.0, 12.571428571428571)","(1.3, 1.36, 1.3563636363636364)","(11.0, 32.0, 30.5)","(9.0, 16.5, 15.875)","(101.0, 630.0, 460.0)","(31.0, 75.0, 62.5)","(8.5, 21.0, 19.5)"
10-01-2023 19:20:44.825828,"(5.5, 13.0, 12.571428571428571)","(1.3, 1.36, 1.355)","(11.0, 32.0, 30.5)","(9.0, 16.5, 15.5)","(101.0, 630.0, 460.0)","(31.0, 75.0, 55.0)","(8.5, 21.0, 19.366666666666667)"
10-01-2023 19:20:45.867949,"(5.5, 13.0, 12.571428571428571)","(1.3, 1.36, 1.3562500000000002)","(11.0, 32.0, 30.5)","(9.0, 16.5, 15.5)","(101.0, 630.0, 460.0)","(31.0, 70.0, 55.0)","(8.5, 21.0, 19.366666666666667)"
10-01-2023 19:20:47.016741,"(5.5, 13.0, 12.357142857142858)","(1.3, 1.37, 1.3557142857142859)","(11.0, 32.0, 30.5)","(9.0, 16.5, 15.40625)","(101.0, 630.0, 460.0)","(31.0, 70.0, 73.33333333333333)","(8.5, 21.0, 18.772727272727273)"
10-01-2023 19:20:48.143163,"(5.5, 13.0, 12.571428571428571)","(1.3, 1.37, 1.3463157894736844)","(11.0, 32.0, 30.5)","(9.0, 16.5, 15.40625)","(101.0, 630.0, 460.0)","(31.0, 85.0, 70.0)","(8.5, 21.0, 18.772727272727273)"
10-01-2023 19:20:49.281000,"(5.5, 13.0, 12.571428571428571)","(1.3, 1.37, 1.3361290322580646)","(11.0, 32.0, 30.5)","(9.0, 16.5, 15.40625)","(101.0, 630.0, 460.0)","(31.0, 85.0, 70.0)","(8.5, 21.0, 18.772727272727273)"
10-01-2023 19:20:50.522210,"(5.5, 13.0, 12.571428571428571)","(1.3, 1.37, 1.3361290322580646)","(11.0, 32.0, 30.5)","(9.0, 16.5, 15.40625)","(101.0, 630.0, 460.0)","(31.0, 85.0, 70.0)","(8.5, 21.0, 18.772727272727273)"
