,Eddie Jet,Buddys Mate,Reality Jewel,Why Not Emily,Donald Lane,Chasing Her Tail,Long Way Home,Infra Bang Bang
15-12-2022 14:06:34.322577,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.3150000000000004)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:35.657385,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.3150000000000004)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:36.952436,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.3150000000000004)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:38.333774,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.3150000000000004)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:39.669182,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.3150000000000004)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:40.906066,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.3150000000000004)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:42.163158,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.3150000000000004)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:43.499301,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:44.879946,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:46.185109,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:47.347460,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:48.631225,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:49.985634,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:51.348836,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:52.488102,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:53.770104,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:55.095235,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:56.497352,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:57.910005,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:06:59.331186,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:00.718613,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 7.444444444444445)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:02.003849,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.5, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:03.156315,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:04.312553,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:05.497583,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:06.662335,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:07.836505,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:08.996883,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:10.230426,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:11.413875,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:12.558090,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:13.667182,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:14.850481,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:16.096279,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:17.329075,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 114.5)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:18.545357,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:19.759631,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:20.961048,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:22.059946,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:23.236565,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:24.431735,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:25.689053,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:26.958022,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:28.173368,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:29.244943,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:30.397154,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:31.796126,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:33.162679,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:34.512445,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:35.785389,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:36.920292,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:38.107213,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:39.383570,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 11.793103448275861)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:40.683920,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 8.327272727272728)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:42.114530,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 8.327272727272728)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 19.11111111111111)"
15-12-2022 14:07:43.399865,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 14.0, 8.327272727272728)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:44.639844,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:45.879134,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:47.134414,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:48.418243,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:49.642993,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:50.779951,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:52.044961,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.371428571428572)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:53.289123,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:54.597672,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:55.932129,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:57.282035,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:07:58.767057,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:08:00.008364,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:08:01.230759,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 8.492307692307692)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
15-12-2022 14:08:02.427288,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 11.675)","(21.0, 65.0, 36.5625)","(5.0, 10.0, 7.257142857142857)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.7, 3.5956521739130434)","(10.0, 23.0, 14.375)"
