,Tiger Magic,Row Keeping,Polygon Monelli,Jumpy Keeping,Sudden Rain,Dark Light,Westdale Anarchy,Churro
07-01-2023 21:20:01.252872,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:02.261210,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:03.279154,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:04.331801,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:05.393911,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:06.417804,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:07.496260,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:08.591821,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:09.624758,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:10.699732,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:11.727745,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:12.825002,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:13.897903,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:14.965723,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:16.047091,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:17.093379,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:18.187261,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:19.517289,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:20.581223,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:21.692631,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:22.746857,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:23.741902,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:24.770738,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:25.884586,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:27.048948,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:28.151022,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:29.214843,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:30.331260,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:31.423641,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:32.550267,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:33.671299,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:34.745164,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:35.816815,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:36.966183,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:37.970709,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:39.046528,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:40.099344,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:41.141370,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:42.297100,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:43.431188,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:44.613647,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:45.680050,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:46.898198,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:47.963372,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:49.148150,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:50.283331,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:51.478031,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:52.713160,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:53.780783,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:54.861958,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:55.963148,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:56.979806,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:58.049225,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:20:59.105747,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:00.128672,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:01.139913,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:02.138700,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:03.104785,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:04.058846,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:05.034491,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:05.987483,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:06.987449,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:07.982760,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:08.999714,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:10.037584,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:11.032529,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:12.031849,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:13.005694,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:14.031922,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:15.088771,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:16.127492,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:17.200939,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:18.244686,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:19.320865,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:20.405654,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:21.463253,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:22.539397,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:23.639071,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:24.685514,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:25.737389,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:26.806445,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:27.818578,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:28.867293,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:29.877926,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:30.878348,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:31.911879,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
07-01-2023 21:21:32.962669,"(6.5, 11.5, 7.9)","(21.0, 65.0, 36.5625)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 4.427272727272727)","(1.75, 2.58, 1.9618181818181817)","(6.0, 10.0, 8.28)","(26.0, 110.0, 56.25)","(26.0, 300.0, 171.0)"
