,Wiradjuri Queen,Little Burrito,Gothika,Rupurt Keen,Jeanie Cargo,Greek Flame,Tralee Jay
12-01-2023 14:57:56.685310,"(3.2, 5.5, 4.779310344827587)","(5.0, 8.2, 7.22)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.676470588235294)","(3.2, 3.9, 3.346153846153846)","(21.0, 48.0, 36.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:57:57.652167,"(3.2, 5.5, 4.779310344827587)","(5.0, 8.2, 7.22)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.676470588235294)","(3.2, 3.9, 3.346153846153846)","(21.0, 48.0, 36.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:57:58.558749,"(3.2, 5.5, 4.779310344827587)","(5.0, 8.2, 7.22)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.676470588235294)","(3.2, 3.9, 3.346153846153846)","(21.0, 48.0, 36.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:57:59.535773,"(3.2, 5.5, 4.779310344827587)","(5.0, 8.2, 7.22)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.676470588235294)","(3.2, 3.9, 3.346153846153846)","(21.0, 48.0, 36.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:58:00.523131,"(3.2, 5.5, 4.779310344827587)","(5.0, 8.2, 7.22)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.676470588235294)","(3.2, 3.9, 3.346153846153846)","(21.0, 48.0, 36.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:58:01.460095,"(3.2, 5.5, 4.779310344827587)","(5.0, 8.2, 7.22)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.676470588235294)","(3.2, 3.9, 3.346153846153846)","(21.0, 48.0, 36.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:58:02.501197,"(3.2, 5.5, 4.779310344827587)","(5.0, 8.2, 7.5636363636363635)","(91.0, 550.0, 256.66666666666663)","(3.3, 5.0, 4.3)","(3.2, 3.9, 3.375)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:03.564920,"(3.2, 5.4, 5.25)","(5.0, 8.0, 7.454545454545454)","(91.0, 550.0, 256.66666666666663)","(3.3, 4.7, 3.8)","(3.2, 3.9, 3.364705882352941)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:04.615628,"(3.2, 5.4, 4.827272727272727)","(5.0, 8.0, 6.8)","(91.0, 550.0, 256.66666666666663)","(3.3, 5.0, 3.8)","(3.2, 3.85, 3.364705882352941)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:05.622012,"(3.2, 5.4, 4.827272727272727)","(5.0, 8.0, 7.04)","(91.0, 550.0, 256.66666666666663)","(3.3, 5.0, 3.8)","(3.2, 3.85, 3.364705882352941)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:06.673338,"(3.2, 5.4, 4.827272727272727)","(5.0, 8.0, 7.04)","(91.0, 550.0, 256.66666666666663)","(3.3, 5.0, 4.433333333333334)","(3.2, 3.85, 3.364705882352941)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:07.770226,"(3.2, 5.4, 4.991666666666667)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 4.9, 3.7727272727272725)","(3.2, 3.85, 3.3454545454545452)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:08.818672,"(3.2, 5.4, 4.991666666666667)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.8, 3.33125)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:09.833809,"(3.2, 5.4, 4.991666666666667)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.8, 3.33125)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:10.787055,"(3.2, 5.4, 4.991666666666667)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.8, 3.33125)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:11.697607,"(3.2, 5.4, 4.991666666666667)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.8, 3.33125)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:12.623330,"(3.2, 5.4, 4.991666666666667)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.75, 3.3346153846153843)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:13.536598,"(3.2, 5.4, 5.05)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.7, 3.3499999999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:14.478868,"(3.2, 5.4, 5.05)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.7, 3.3235294117647056)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:15.438077,"(3.2, 5.4, 5.05)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.7, 3.3235294117647056)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:16.479238,"(3.2, 5.4, 5.05)","(5.0, 8.0, 7.04)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.7, 3.3235294117647056)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:17.416561,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.7, 3.3235294117647056)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:18.650097,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 550.0, 330.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.7, 3.3235294117647056)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:19.801607,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 550.0, 194.0)","(3.3, 4.9, 3.7727272727272725)","(3.2, 3.7, 3.321875)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:20.786982,"(3.2, 5.4, 4.933333333333334)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.65, 3.3205882352941174)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:21.774866,"(3.2, 5.4, 4.933333333333334)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.65, 3.3205882352941174)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:22.896175,"(3.2, 5.4, 4.933333333333334)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.65, 3.3205882352941174)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:24.014261,"(3.2, 5.4, 4.933333333333334)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.65, 3.327272727272727)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:24.978964,"(3.2, 5.4, 4.933333333333334)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:25.906775,"(3.2, 5.4, 4.933333333333334)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:26.960916,"(3.2, 5.4, 4.933333333333334)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 5.0, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:27.899714,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:28.850009,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:29.840154,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:30.818336,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:31.833532,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:32.769588,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:33.759934,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 530.0, 194.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:34.708394,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 540.0, 196.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:35.679362,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:36.819931,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:37.844198,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:38.881169,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 550.0, 198.0)","(3.3, 4.9, 4.433333333333334)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:39.975620,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.8)","(91.0, 550.0, 198.0)","(3.3, 4.9, 3.8)","(3.2, 3.6, 3.3187499999999996)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:41.211327,"(3.2, 5.4, 4.915384615384616)","(5.0, 8.0, 6.8)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.8)","(3.2, 3.6, 3.317647058823529)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:42.367392,"(3.2, 5.4, 5.05)","(5.0, 8.0, 6.714285714285714)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.8)","(3.2, 3.6, 3.3416666666666663)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.91176470588235)"
12-01-2023 14:58:43.461562,"(3.2, 5.4, 5.05)","(5.0, 7.8, 6.6571428571428575)","(91.0, 550.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.55, 3.314705882352941)","(21.0, 48.0, 36.0)","(8.0, 30.0, 18.55263157894737)"
12-01-2023 14:58:44.510986,"(3.2, 5.4, 5.05)","(5.0, 7.6, 6.709090909090909)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.55, 3.2916666666666665)","(21.0, 48.0, 40.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:58:45.528390,"(3.2, 5.4, 4.699999999999999)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2916666666666665)","(21.0, 48.0, 40.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:58:46.533465,"(3.2, 5.4, 4.699999999999999)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2916666666666665)","(21.0, 48.0, 40.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:58:47.562598,"(3.2, 5.4, 4.699999999999999)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 40.0)","(8.0, 30.0, 19.125)"
12-01-2023 14:58:48.555206,"(3.2, 5.3, 4.739999999999999)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 40.0)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:49.650629,"(3.2, 5.3, 4.67)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 40.0)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:50.687160,"(3.2, 5.3, 4.67)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 40.0)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:51.728265,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 33.6)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:52.826155,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 33.6)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:53.937505,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 33.6)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:54.963679,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 33.6)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:55.970154,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 28.0)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:57.087913,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 30.857142857142858)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:58.177242,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.568421052631579)","(91.0, 530.0, 194.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 29.333333333333332)","(8.0, 30.0, 20.03125)"
12-01-2023 14:58:59.113537,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.568421052631579)","(91.0, 550.0, 330.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.2708333333333335)","(21.0, 48.0, 29.333333333333332)","(8.0, 30.0, 20.03125)"
12-01-2023 14:59:00.169866,"(3.2, 5.3, 4.653846153846153)","(5.0, 7.6, 6.55)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.7727272727272725)","(3.2, 3.5, 3.3125)","(21.0, 46.0, 30.0)","(8.0, 30.0, 22.75)"
12-01-2023 14:59:01.288496,"(3.2, 5.3, 4.794736842105263)","(5.0, 7.6, 6.55)","(91.0, 550.0, 198.0)","(3.3, 5.0, 3.8)","(3.2, 3.5, 3.2750000000000004)","(21.0, 48.0, 30.0)","(8.0, 30.0, 22.75)"
12-01-2023 14:59:02.322077,"(3.2, 5.3, 4.754545454545455)","(5.0, 7.6, 6.55)","(91.0, 550.0, 198.0)","(3.3, 4.8, 3.76)","(3.2, 3.5, 3.2750000000000004)","(21.0, 48.0, 30.0)","(8.0, 30.0, 22.75)"
12-01-2023 14:59:03.308234,"(3.2, 5.3, 4.7749999999999995)","(5.0, 7.6, 6.55)","(91.0, 550.0, 198.0)","(3.3, 4.8, 3.76)","(3.2, 3.5, 3.2750000000000004)","(21.0, 48.0, 30.0)","(8.0, 30.0, 22.75)"
12-01-2023 14:59:04.436343,"(3.2, 5.3, 4.7749999999999995)","(5.0, 7.6, 6.55)","(91.0, 550.0, 198.0)","(3.3, 4.8, 3.63)","(3.2, 3.5, 3.235294117647059)","(21.0, 48.0, 27.428571428571427)","(8.0, 30.0, 25.97222222222222)"
12-01-2023 14:59:05.563421,"(3.2, 5.3, 4.7749999999999995)","(5.0, 7.6, 6.55)","(91.0, 510.0, 473.6363636363637)","(3.3, 4.7, 3.7199999999999998)","(3.2, 3.5, 3.235294117647059)","(21.0, 48.0, 35.0)","(8.0, 30.0, 25.97222222222222)"
12-01-2023 14:59:06.591941,"(3.2, 5.3, 4.7749999999999995)","(5.0, 7.6, 6.55)","(91.0, 510.0, 470.0)","(3.3, 4.6, 3.7)","(3.2, 3.5, 3.2705882352941176)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:07.581223,"(3.2, 5.3, 4.7749999999999995)","(5.0, 7.6, 6.55)","(91.0, 510.0, 470.0)","(3.3, 4.5, 3.585714285714286)","(3.2, 3.5, 3.231034482758621)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:08.632362,"(3.2, 5.3, 4.7749999999999995)","(5.0, 7.6, 6.6)","(91.0, 510.0, 445.0)","(3.3, 4.4, 4.033333333333333)","(3.2, 3.5, 3.231034482758621)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:09.870024,"(3.2, 5.3, 5.0)","(5.0, 7.6, 6.6)","(91.0, 510.0, 412.5)","(3.3, 4.3, 4.033333333333333)","(3.2, 3.5, 3.2272727272727275)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:10.954947,"(3.2, 5.3, 5.0)","(5.0, 7.6, 6.6)","(91.0, 510.0, 445.0)","(3.3, 4.3, 3.5608695652173914)","(3.2, 3.5, 3.2272727272727275)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:12.009928,"(3.2, 5.3, 5.017647058823529)","(5.0, 7.6, 6.652631578947369)","(91.0, 510.0, 341.1111111111111)","(3.3, 4.2, 3.9)","(3.2, 3.5, 3.2272727272727275)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:13.011570,"(3.2, 5.3, 5.017647058823529)","(5.0, 7.6, 6.652631578947369)","(91.0, 510.0, 320.0)","(3.3, 4.1, 3.9)","(3.2, 3.5, 3.2272727272727275)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:14.040888,"(3.2, 5.3, 5.017647058823529)","(5.0, 7.6, 6.957142857142857)","(91.0, 510.0, 375.45454545454544)","(3.3, 4.1, 3.9)","(3.2, 3.5, 3.2272727272727275)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:15.053664,"(3.2, 5.3, 5.017647058823529)","(5.0, 7.6, 6.957142857142857)","(91.0, 500.0, 455.0)","(3.3, 4.1, 3.9)","(3.2, 3.5, 3.2272727272727275)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:16.102886,"(3.2, 5.3, 4.794736842105263)","(5.0, 7.6, 6.957142857142857)","(91.0, 500.0, 455.0)","(3.3, 4.1, 3.9)","(3.2, 3.5, 3.229032258064516)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:17.169385,"(3.2, 5.3, 4.947058823529412)","(5.0, 7.6, 7.217021276595744)","(91.0, 500.0, 460.0)","(3.3, 4.1, 3.5666666666666664)","(3.2, 3.5, 3.226470588235294)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:18.175934,"(3.2, 5.3, 4.947058823529412)","(5.0, 7.6, 7.217021276595744)","(91.0, 500.0, 460.0)","(3.3, 4.1, 3.5666666666666664)","(3.2, 3.5, 3.226470588235294)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:19.259232,"(3.2, 5.3, 4.947058823529412)","(5.0, 7.6, 7.5351351351351346)","(91.0, 500.0, 325.0)","(3.3, 4.1, 3.5203389830508476)","(3.2, 3.5, 3.226470588235294)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:20.374235,"(3.2, 5.3, 4.947058823529412)","(5.0, 7.8, 7.16)","(91.0, 500.0, 383.33333333333337)","(3.3, 4.1, 3.5203389830508476)","(3.2, 3.5, 3.2750000000000004)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:21.407251,"(3.2, 5.3, 4.947058823529412)","(5.0, 7.8, 7.3428571428571425)","(91.0, 500.0, 383.33333333333337)","(3.3, 4.1, 3.5203389830508476)","(3.2, 3.45, 3.2750000000000004)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:22.385899,"(3.2, 5.3, 4.947058823529412)","(5.0, 7.8, 7.442857142857143)","(91.0, 500.0, 443.3333333333333)","(3.3, 4.1, 3.5203389830508476)","(3.2, 3.45, 3.2750000000000004)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 25.46875)"
12-01-2023 14:59:23.418081,"(3.2, 5.3, 5.088235294117647)","(5.0, 7.8, 7.5058823529411764)","(91.0, 500.0, 443.3333333333333)","(3.3, 4.1, 3.5193548387096776)","(3.2, 3.45, 3.2416666666666667)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 23.25)"
12-01-2023 14:59:24.487139,"(3.2, 5.3, 5.088235294117647)","(5.0, 7.8, 7.4875)","(91.0, 500.0, 443.3333333333333)","(3.3, 4.1, 3.5193548387096776)","(3.2, 3.45, 3.2416666666666667)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 26.029411764705884)"
12-01-2023 14:59:25.574180,"(3.2, 5.3, 5.088235294117647)","(5.0, 7.8, 7.638709677419355)","(91.0, 500.0, 443.3333333333333)","(3.3, 4.1, 3.5193548387096776)","(3.2, 3.45, 3.2416666666666667)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 26.25)"
12-01-2023 14:59:26.550937,"(3.2, 5.3, 5.075)","(5.0, 7.8, 7.638709677419355)","(91.0, 500.0, 443.3333333333333)","(3.3, 4.1, 3.5193548387096776)","(3.2, 3.45, 3.2416666666666667)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 26.25)"
12-01-2023 14:59:27.643428,"(3.2, 5.2, 4.6)","(5.0, 8.0, 7.914285714285715)","(91.0, 500.0, 457.5)","(3.3, 4.1, 3.5193548387096776)","(3.2, 3.4, 3.226666666666667)","(21.0, 48.0, 26.571428571428573)","(8.0, 30.0, 27.46875)"
12-01-2023 14:59:28.773554,"(3.2, 5.2, 4.7)","(5.0, 8.0, 7.914285714285715)","(91.0, 500.0, 420.0)","(3.3, 4.1, 3.52)","(3.2, 3.4, 3.2375000000000003)","(21.0, 48.0, 33.0)","(8.0, 30.0, 23.75)"
12-01-2023 14:59:29.748820,"(3.2, 5.1, 4.554545454545455)","(5.0, 8.0, 7.917241379310345)","(91.0, 550.0, 420.0)","(3.3, 4.1, 3.52)","(3.2, 3.4, 3.2375000000000003)","(21.0, 48.0, 33.0)","(8.0, 30.0, 26.25)"
12-01-2023 14:59:30.723254,"(3.2, 5.1, 4.554545454545455)","(5.0, 8.0, 7.917241379310345)","(91.0, 500.0, 196.0)","(3.3, 4.1, 3.52)","(3.2, 3.4, 3.2142857142857144)","(21.0, 48.0, 33.0)","(8.0, 30.0, 26.25)"
12-01-2023 14:59:31.825729,"(3.2, 5.1, 4.554545454545455)","(5.0, 8.0, 7.917241379310345)","(91.0, 540.0, 335.0)","(3.3, 4.1, 3.52)","(3.2, 3.4, 3.2142857142857144)","(21.0, 48.0, 33.0)","(8.0, 30.0, 27.65625)"
12-01-2023 14:59:32.961340,"(3.2, 5.1, 4.575)","(5.0, 8.0, 7.917241379310345)","(91.0, 530.0, 335.0)","(3.3, 4.1, 3.52)","(3.2, 3.4, 3.2074074074074077)","(21.0, 48.0, 33.0)","(8.0, 30.0, 27.65625)"
12-01-2023 14:59:33.996128,"(3.2, 5.1, 4.75)","(5.0, 8.0, 7.142857142857143)","(91.0, 530.0, 335.0)","(3.3, 4.1, 3.6084745762711865)","(3.2, 3.4, 3.2555555555555555)","(21.0, 48.0, 33.0)","(8.0, 30.0, 27.65625)"
